accepted_native_transitions,any_evidence,bridge_locality_score,budget_parents,candidate_fraction,candidate_local_regions,candidate_parents,candidate_parents_total,candidate_tokens,chain_budget_feasible,chain_completion,condition,cross_parent_transitions,dataset,evidence_coverage,exact_all_evidence_feasible,exact_evidence_identity,example_id,fraction,head_reduction,kv_materializations_during_closure,local_entropy,local_nodes_activated_per_parent,local_nodes_explored,local_vs_parent_similarity_ratio,materialized_kv_fraction,materialized_kv_tokens,native_qk_comparisons,native_qk_dot_products,parent_entropy,path_depth,proposed_native_transitions,repeated_parent_transitions,routing_seconds,seed,semantic_gist_comparisons,token_reduction,transition_mode,unique_parents_selected
0,1.0,0,2,0.0,0,5,5,0,,0.0,one_shot_parent,0,hotpotqa,0.5,,0.0,5adc3aff5542996e685252eb,0.3,none,0,0,0,0,0,0.3689400164338537,449,0,0,0,1,0,0,0.02519930002745241,11,5,none,none,2
0,0.0,0,2,0.0,0,5,5,0,,0.0,parent_closure,0,hotpotqa,0.0,,0.0,5adc3aff5542996e685252eb,0.3,none,0,0,0,0,0,0.42070665571076415,512,0,0,0,2,0,0,0.009330000029876828,11,10,none,none,2
0,0.0,0.40449562668800354,2,0.0,0,5,5,0,,0.0,local_gist_closure,1,hotpotqa,0.0,,0.0,5adc3aff5542996e685252eb,0.3,none,0,3.644827365875244,1.0,47,1.515438288203406,0.42070665571076415,512,0,0,1.5968294143676758,2,0,1,0.011297599994577467,11,83,none,none,2
1,0.0,,2,0.1,8,1,5,256,1.0,0.0,native_qk_max_topk_p10,,hotpotqa,0.0,1.0,0.0,5adc3aff5542996e685252eb,0.3,max,0,,,,,0.42070665571076415,512,131072,131072,,,1,,0.06052230001660064,11,83,max,topk,2
1,0.0,,2,0.1,8,1,5,256,1.0,0.0,native_qk_top4_topk_p10,,hotpotqa,0.0,1.0,0.0,5adc3aff5542996e685252eb,0.3,top_m_mean,0,,,,,0.42070665571076415,512,131072,131072,,,1,,0.017624399974010885,11,83,top_m_mean,topk,2
1,0.0,,2,0.1,8,1,5,256,1.0,0.0,native_qk_max_threshold1_p10,,hotpotqa,0.0,1.0,0.0,5adc3aff5542996e685252eb,0.3,max,0,,,,,0.42070665571076415,512,131072,131072,,,1,,0.017769900034181774,11,83,max,threshold,2
1,0.0,,2,0.2,8,1,5,256,1.0,0.0,native_qk_max_topk_p20,,hotpotqa,0.0,1.0,0.0,5adc3aff5542996e685252eb,0.3,max,0,,,,,0.42070665571076415,512,131072,131072,,,1,,0.010042499983683228,11,83,max,topk,2
1,0.0,,2,0.2,8,1,5,256,1.0,0.0,native_qk_top4_topk_p20,,hotpotqa,0.0,1.0,0.0,5adc3aff5542996e685252eb,0.3,top_m_mean,0,,,,,0.42070665571076415,512,131072,131072,,,1,,0.0106540999840945,11,83,top_m_mean,topk,2
1,0.0,,2,0.2,8,1,5,256,1.0,0.0,native_qk_max_threshold1_p20,,hotpotqa,0.0,1.0,0.0,5adc3aff5542996e685252eb,0.3,max,0,,,,,0.42070665571076415,512,131072,131072,,,1,,0.01018760004080832,11,83,max,threshold,2
0,0.0,0,1,0.0,0,5,5,0,,0.0,one_shot_parent,0,hotpotqa,0.0,,0.0,5ab56db7554299494045efc6,0.1,none,0,0,0,0,0,0.2014162077104642,256,0,0,0,1,0,0,0.004177499969955534,11,5,none,none,1
0,0.0,0,1,0.0,0,5,5,0,,0.0,parent_closure,0,hotpotqa,0.0,,0.0,5ab56db7554299494045efc6,0.1,none,0,0,0,0,0,0.2014162077104642,256,0,0,0,1,0,0,0.0029953999910503626,11,5,none,none,1
0,0.0,0.0,1,0.0,0,5,5,0,,0.0,local_gist_closure,0,hotpotqa,0.0,,0.0,5ab56db7554299494045efc6,0.1,none,0,0.0,1.0,8,1.0,0.2014162077104642,256,0,0,1.60801100730896,1,0,0,0.0031577000045217574,11,45,none,none,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_max_topk_p10,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.1,max,0,,,,,0.2014162077104642,256,0,0,,,0,,0.00759619998279959,11,85,max,topk,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_top4_topk_p10,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.1,top_m_mean,0,,,,,0.2014162077104642,256,0,0,,,0,,0.005571699992287904,11,85,top_m_mean,topk,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_max_threshold1_p10,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.1,max,0,,,,,0.2014162077104642,256,0,0,,,0,,0.0064097000285983086,11,85,max,threshold,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_max_topk_p20,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.1,max,0,,,,,0.2014162077104642,256,0,0,,,0,,0.007653900014702231,11,85,max,topk,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_top4_topk_p20,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.1,top_m_mean,0,,,,,0.2014162077104642,256,0,0,,,0,,0.005027799983508885,11,85,top_m_mean,topk,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_max_threshold1_p20,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.1,max,0,,,,,0.2014162077104642,256,0,0,,,0,,0.0063467000145465136,11,85,max,threshold,1
0,0.0,0,1,0.0,0,5,5,0,,0.0,one_shot_parent,0,hotpotqa,0.0,,0.0,5ab56db7554299494045efc6,0.2,none,0,0,0,0,0,0.2014162077104642,256,0,0,0,1,0,0,0.003987999982200563,11,5,none,none,1
0,0.0,0,1,0.0,0,5,5,0,,0.0,parent_closure,0,hotpotqa,0.0,,0.0,5ab56db7554299494045efc6,0.2,none,0,0,0,0,0,0.2014162077104642,256,0,0,0,1,0,0,0.0033546999911777675,11,5,none,none,1
0,0.0,0.0,1,0.0,0,5,5,0,,0.0,local_gist_closure,0,hotpotqa,0.0,,0.0,5ab56db7554299494045efc6,0.2,none,0,0.0,1.0,8,1.0,0.2014162077104642,256,0,0,1.60801100730896,1,0,0,0.0036362999817356467,11,45,none,none,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_max_topk_p10,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.2,max,0,,,,,0.2014162077104642,256,0,0,,,0,,0.005549299996346235,11,85,max,topk,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_top4_topk_p10,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.2,top_m_mean,0,,,,,0.2014162077104642,256,0,0,,,0,,0.005229499947745353,11,85,top_m_mean,topk,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_max_threshold1_p10,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.2,max,0,,,,,0.2014162077104642,256,0,0,,,0,,0.005765900015830994,11,85,max,threshold,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_max_topk_p20,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.2,max,0,,,,,0.2014162077104642,256,0,0,,,0,,0.005482700013089925,11,85,max,topk,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_top4_topk_p20,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.2,top_m_mean,0,,,,,0.2014162077104642,256,0,0,,,0,,0.006648399983532727,11,85,top_m_mean,topk,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_max_threshold1_p20,,hotpotqa,0.0,0.0,0.0,5ab56db7554299494045efc6,0.2,max,0,,,,,0.2014162077104642,256,0,0,,,0,,0.00596639997093007,11,85,max,threshold,1
0,1.0,0,2,0.0,0,5,5,0,,0.0,one_shot_parent,0,hotpotqa,0.5,,0.0,5ab56db7554299494045efc6,0.3,none,0,0,0,0,0,0.4028324154209284,512,0,0,0,1,0,0,0.0046434999676421285,11,5,none,none,2
0,1.0,0,2,0.0,0,5,5,0,,0.0,parent_closure,0,hotpotqa,0.5,,0.0,5ab56db7554299494045efc6,0.3,none,0,0,0,0,0,0.4028324154209284,512,0,0,0,2,0,0,0.007468199997674674,11,10,none,none,2
0,1.0,0.20954658091068268,2,0.0,0,5,5,0,,0.0,local_gist_closure,1,hotpotqa,0.5,,0.0,5ab56db7554299494045efc6,0.3,none,0,3.6835126876831055,1.0,48,1.3233387219928125,0.4028324154209284,512,0,0,1.6069626808166504,2,0,0,0.00772069999948144,11,85,none,none,2
1,1.0,,2,0.1,8,1,5,256,1.0,0.0,native_qk_max_topk_p10,,hotpotqa,0.5,1.0,0.0,5ab56db7554299494045efc6,0.3,max,0,,,,,0.4028324154209284,512,131072,131072,,,1,,0.012773399997968227,11,85,max,topk,2
1,1.0,,2,0.1,8,1,5,256,1.0,0.0,native_qk_top4_topk_p10,,hotpotqa,0.5,1.0,0.0,5ab56db7554299494045efc6,0.3,top_m_mean,0,,,,,0.4028324154209284,512,131072,131072,,,1,,0.01126319996546954,11,85,top_m_mean,topk,2
1,1.0,,2,0.1,8,1,5,256,1.0,0.0,native_qk_max_threshold1_p10,,hotpotqa,0.5,1.0,0.0,5ab56db7554299494045efc6,0.3,max,0,,,,,0.4028324154209284,512,131072,131072,,,1,,0.01038019999396056,11,85,max,threshold,2
1,1.0,,2,0.2,8,1,5,256,1.0,0.0,native_qk_max_topk_p20,,hotpotqa,0.5,1.0,0.0,5ab56db7554299494045efc6,0.3,max,0,,,,,0.4028324154209284,512,131072,131072,,,1,,0.01104379998287186,11,85,max,topk,2
1,1.0,,2,0.2,8,1,5,256,1.0,0.0,native_qk_top4_topk_p20,,hotpotqa,0.5,1.0,0.0,5ab56db7554299494045efc6,0.3,top_m_mean,0,,,,,0.4028324154209284,512,131072,131072,,,1,,0.011543500004336238,11,85,top_m_mean,topk,2
1,1.0,,2,0.2,8,1,5,256,1.0,0.0,native_qk_max_threshold1_p20,,hotpotqa,0.5,1.0,0.0,5ab56db7554299494045efc6,0.3,max,0,,,,,0.4028324154209284,512,131072,131072,,,1,,0.009545399982016534,11,85,max,threshold,2
0,0.0,0,1,0.0,0,6,6,0,,0.0,one_shot_parent,0,hotpotqa,0.0,,0.0,5ab2b863554299295394685a,0.1,none,0,0,0,0,0,0.16742969260954874,256,0,0,0,1,0,0,0.004813899984583259,11,6,none,none,1
0,0.0,0,1,0.0,0,6,6,0,,0.0,parent_closure,0,hotpotqa,0.0,,0.0,5ab2b863554299295394685a,0.1,none,0,0,0,0,0,0.16742969260954874,256,0,0,0,1,0,0,0.004199999966658652,11,6,none,none,1
0,0.0,0.0,1,0.0,0,6,6,0,,0.0,local_gist_closure,0,hotpotqa,0.0,,0.0,5ab2b863554299295394685a,0.1,none,0,0.0,1.0,8,1.0,0.16742969260954874,256,0,0,1.790663242340088,1,0,0,0.0038169999606907368,11,54,none,none,1
0,0.0,,1,0.1,8,1,6,0,1.0,0.0,native_qk_max_topk_p10,,hotpotqa,0.0,0.0,0.0,5ab2b863554299295394685a,0.1,max,0,,,,,0.16742969260954874,256,0,0,,,0,,0.0064762000110931695,11,102,max,topk,1
0,0.0,,1,0.1,8,1,6,0,1.0,0.0,native_qk_top4_topk_p10,,hotpotqa,0.0,0.0,0.0,5ab2b863554299295394685a,0.1,top_m_mean,0,,,,,0.16742969260954874,256,0,0,,,0,,0.006425199971999973,11,102,top_m_mean,topk,1
0,0.0,,1,0.1,8,1,6,0,1.0,0.0,native_qk_max_threshold1_p10,,hotpotqa,0.0,0.0,0.0,5ab2b863554299295394685a,0.1,max,0,,,,,0.16742969260954874,256,0,0,,,0,,0.005583500023931265,11,102,max,threshold,1
0,0.0,,1,0.2,16,2,6,0,1.0,0.0,native_qk_max_topk_p20,,hotpotqa,0.0,0.0,0.0,5ab2b863554299295394685a,0.1,max,0,,,,,0.16742969260954874,256,0,0,,,0,,0.0071656000218354166,11,102,max,topk,1
0,0.0,,1,0.2,16,2,6,0,1.0,0.0,native_qk_top4_topk_p20,,hotpotqa,0.0,0.0,0.0,5ab2b863554299295394685a,0.1,top_m_mean,0,,,,,0.16742969260954874,256,0,0,,,0,,0.006056899961549789,11,102,top_m_mean,topk,1
0,0.0,,1,0.2,16,2,6,0,1.0,0.0,native_qk_max_threshold1_p20,,hotpotqa,0.0,0.0,0.0,5ab2b863554299295394685a,0.1,max,0,,,,,0.16742969260954874,256,0,0,,,0,,0.013253899989649653,11,102,max,threshold,1
0,1.0,0,2,0.0,0,6,6,0,,1.0,one_shot_parent,0,hotpotqa,0.5,,0.0,5ab2b863554299295394685a,0.2,none,0,0,0,0,0,0.33485938521909747,512,0,0,0,1,0,0,0.006272900034673512,11,6,none,none,2
0,1.0,0,2,0.0,0,6,6,0,,1.0,parent_closure,0,hotpotqa,0.5,,0.0,5ab2b863554299295394685a,0.2,none,0,0,0,0,0,0.33485938521909747,512,0,0,0,2,0,0,0.009567399974912405,11,12,none,none,2
0,1.0,0.19015833735466003,2,0.0,0,6,6,0,,1.0,local_gist_closure,1,hotpotqa,0.5,,0.0,5ab2b863554299295394685a,0.2,none,0,3.8650054931640625,1.0,56,1.2906617506445606,0.33485938521909747,512,0,0,1.7905519604682922,2,0,0,0.03699570003664121,11,102,none,none,2
1,1.0,,2,0.1,8,1,6,256,1.0,1.0,native_qk_max_topk_p10,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.2,max,0,,,,,0.33485938521909747,512,131072,131072,,,1,,0.015471699996851385,11,102,max,topk,2
1,1.0,,2,0.1,8,1,6,256,1.0,1.0,native_qk_top4_topk_p10,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.2,top_m_mean,0,,,,,0.33485938521909747,512,131072,131072,,,1,,0.017062700004316866,11,102,top_m_mean,topk,2
1,1.0,,2,0.1,8,1,6,256,1.0,1.0,native_qk_max_threshold1_p10,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.2,max,0,,,,,0.33485938521909747,512,131072,131072,,,1,,0.01656879996880889,11,102,max,threshold,2
1,1.0,,2,0.2,16,2,6,512,1.0,1.0,native_qk_max_topk_p20,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.2,max,0,,,,,0.33485938521909747,512,262144,262144,,,1,,0.013814699952490628,11,102,max,topk,2
1,1.0,,2,0.2,16,2,6,512,1.0,1.0,native_qk_top4_topk_p20,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.2,top_m_mean,0,,,,,0.33485938521909747,512,262144,262144,,,1,,0.012082000030204654,11,102,top_m_mean,topk,2
1,1.0,,2,0.2,16,2,6,512,1.0,1.0,native_qk_max_threshold1_p20,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.2,max,0,,,,,0.33485938521909747,512,262144,262144,,,1,,0.01346619997639209,11,102,max,threshold,2
0,1.0,0,2,0.0,0,6,6,0,,1.0,one_shot_parent,0,hotpotqa,0.5,,0.0,5ab2b863554299295394685a,0.3,none,0,0,0,0,0,0.33485938521909747,512,0,0,0,1,0,0,0.0037005000049248338,11,6,none,none,2
0,1.0,0,2,0.0,0,6,6,0,,1.0,parent_closure,0,hotpotqa,0.5,,0.0,5ab2b863554299295394685a,0.3,none,0,0,0,0,0,0.33485938521909747,512,0,0,0,2,0,0,0.00566559995058924,11,12,none,none,2
0,1.0,0.19015833735466003,2,0.0,0,6,6,0,,1.0,local_gist_closure,1,hotpotqa,0.5,,0.0,5ab2b863554299295394685a,0.3,none,0,3.8650054931640625,1.0,56,1.2906617506445606,0.33485938521909747,512,0,0,1.7905519604682922,2,0,0,0.00840970000717789,11,102,none,none,2
1,1.0,,2,0.1,8,1,6,256,1.0,1.0,native_qk_max_topk_p10,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.3,max,0,,,,,0.33485938521909747,512,131072,131072,,,1,,0.012124800006859004,11,102,max,topk,2
1,1.0,,2,0.1,8,1,6,256,1.0,1.0,native_qk_top4_topk_p10,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.3,top_m_mean,0,,,,,0.33485938521909747,512,131072,131072,,,1,,0.01138909999281168,11,102,top_m_mean,topk,2
1,1.0,,2,0.1,8,1,6,256,1.0,1.0,native_qk_max_threshold1_p10,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.3,max,0,,,,,0.33485938521909747,512,131072,131072,,,1,,0.010825500008650124,11,102,max,threshold,2
1,1.0,,2,0.2,16,2,6,512,1.0,1.0,native_qk_max_topk_p20,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.3,max,0,,,,,0.33485938521909747,512,262144,262144,,,1,,0.013097700022626668,11,102,max,topk,2
1,1.0,,2,0.2,16,2,6,512,1.0,1.0,native_qk_top4_topk_p20,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.3,top_m_mean,0,,,,,0.33485938521909747,512,262144,262144,,,1,,0.012249699968378991,11,102,top_m_mean,topk,2
1,1.0,,2,0.2,16,2,6,512,1.0,1.0,native_qk_max_threshold1_p20,,hotpotqa,0.5,1.0,0.0,5ab2b863554299295394685a,0.3,max,0,,,,,0.33485938521909747,512,262144,262144,,,1,,0.012000199989415705,11,102,max,threshold,2
0,0.0,0,1,0.0,0,5,5,0,,0.0,one_shot_parent,0,hotpotqa,0.0,,0.0,5a710a915542994082a3e504,0.1,none,0,0,0,0,0,0.2222222222222222,256,0,0,0,1,0,0,0.003644999989774078,11,5,none,none,1
0,0.0,0,1,0.0,0,5,5,0,,0.0,parent_closure,0,hotpotqa,0.0,,0.0,5a710a915542994082a3e504,0.1,none,0,0,0,0,0,0.2222222222222222,256,0,0,0,1,0,0,0.0032153999782167375,11,5,none,none,1
0,0.0,0.0,1,0.0,0,5,5,0,,0.0,local_gist_closure,0,hotpotqa,0.0,,0.0,5a710a915542994082a3e504,0.1,none,0,0.0,1.0,8,1.0,0.2222222222222222,256,0,0,1.6057988405227661,1,0,0,0.003091600025072694,11,41,none,none,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_max_topk_p10,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.1,max,0,,,,,0.2222222222222222,256,0,0,,,0,,0.00720059999730438,11,77,max,topk,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_top4_topk_p10,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.1,top_m_mean,0,,,,,0.2222222222222222,256,0,0,,,0,,0.0054506000014953315,11,77,top_m_mean,topk,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_max_threshold1_p10,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.1,max,0,,,,,0.2222222222222222,256,0,0,,,0,,0.005266199994366616,11,77,max,threshold,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_max_topk_p20,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.1,max,0,,,,,0.2222222222222222,256,0,0,,,0,,0.005973000021185726,11,77,max,topk,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_top4_topk_p20,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.1,top_m_mean,0,,,,,0.2222222222222222,256,0,0,,,0,,0.005684299976564944,11,77,top_m_mean,topk,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_max_threshold1_p20,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.1,max,0,,,,,0.2222222222222222,256,0,0,,,0,,0.005969499994534999,11,77,max,threshold,1
0,0.0,0,1,0.0,0,5,5,0,,0.0,one_shot_parent,0,hotpotqa,0.0,,0.0,5a710a915542994082a3e504,0.2,none,0,0,0,0,0,0.2222222222222222,256,0,0,0,1,0,0,0.0047339999582618475,11,5,none,none,1
0,0.0,0,1,0.0,0,5,5,0,,0.0,parent_closure,0,hotpotqa,0.0,,0.0,5a710a915542994082a3e504,0.2,none,0,0,0,0,0,0.2222222222222222,256,0,0,0,1,0,0,0.003960699948947877,11,5,none,none,1
0,0.0,0.0,1,0.0,0,5,5,0,,0.0,local_gist_closure,0,hotpotqa,0.0,,0.0,5a710a915542994082a3e504,0.2,none,0,0.0,1.0,8,1.0,0.2222222222222222,256,0,0,1.6057988405227661,1,0,0,0.0026726999785751104,11,41,none,none,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_max_topk_p10,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.2,max,0,,,,,0.2222222222222222,256,0,0,,,0,,0.005701999994926155,11,77,max,topk,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_top4_topk_p10,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.2,top_m_mean,0,,,,,0.2222222222222222,256,0,0,,,0,,0.0059557000058703125,11,77,top_m_mean,topk,1
0,0.0,,1,0.1,8,1,5,0,0.0,0.0,native_qk_max_threshold1_p10,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.2,max,0,,,,,0.2222222222222222,256,0,0,,,0,,0.004373300005681813,11,77,max,threshold,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_max_topk_p20,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.2,max,0,,,,,0.2222222222222222,256,0,0,,,0,,0.005609000043477863,11,77,max,topk,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_top4_topk_p20,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.2,top_m_mean,0,,,,,0.2222222222222222,256,0,0,,,0,,0.005781000014394522,11,77,top_m_mean,topk,1
0,0.0,,1,0.2,8,1,5,0,0.0,0.0,native_qk_max_threshold1_p20,,hotpotqa,0.0,0.0,0.0,5a710a915542994082a3e504,0.2,max,0,,,,,0.2222222222222222,256,0,0,,,0,,0.004303499998059124,11,77,max,threshold,1
0,1.0,0,2,0.0,0,5,5,0,,0.0,one_shot_parent,0,hotpotqa,0.5,,0.0,5a710a915542994082a3e504,0.3,none,0,0,0,0,0,0.4444444444444444,512,0,0,0,1,0,0,0.0033301000366918743,11,5,none,none,2
