dataset,model_tier,position_mode,stage,layer_rankings,fraction,recall,any_evidence_recall,all_evidence_recall,selected_chunk_fraction,selected_kv_token_fraction
hotpotqa,small,absolute,reset,240,0.01,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.25,0.23886854997660165
hotpotqa,small,absolute,reset,240,0.02,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.25,0.23886854997660165
hotpotqa,small,absolute,reset,240,0.05,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.25,0.23886854997660165
hotpotqa,small,absolute,reset,240,0.1,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.25,0.23886854997660165
hotpotqa,small,absolute,reset,240,0.15,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.25,0.23886854997660165
hotpotqa,small,absolute,reset,240,0.2,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.25,0.23886854997660165
hotpotqa,small,absolute,reset,240,0.25,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.25,0.23886854997660165
hotpotqa,small,absolute,reset,240,0.3,0.625,0.625,0.625,0.5,0.49396509560362833
hotpotqa,small,absolute,reset,240,0.5,0.625,0.625,0.625,0.5,0.49396509560362833
hotpotqa,small,absolute,reset,240,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,rope,offset,240,0.01,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24554901520931421
hotpotqa,small,rope,offset,240,0.02,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24554901520931421
hotpotqa,small,rope,offset,240,0.05,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24554901520931421
hotpotqa,small,rope,offset,240,0.1,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24554901520931421
hotpotqa,small,rope,offset,240,0.15,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24554901520931421
hotpotqa,small,rope,offset,240,0.2,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24554901520931421
hotpotqa,small,rope,offset,240,0.25,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24554901520931421
hotpotqa,small,rope,offset,240,0.3,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5048452838271885
hotpotqa,small,rope,offset,240,0.5,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5048452838271885
hotpotqa,small,rope,offset,240,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,rope,offset_overlap,240,0.01,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24531942255917416
hotpotqa,small,rope,offset_overlap,240,0.02,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24531942255917416
hotpotqa,small,rope,offset_overlap,240,0.05,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24531942255917416
hotpotqa,small,rope,offset_overlap,240,0.1,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24531942255917416
hotpotqa,small,rope,offset_overlap,240,0.15,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24531942255917416
hotpotqa,small,rope,offset_overlap,240,0.2,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24531942255917416
hotpotqa,small,rope,offset_overlap,240,0.25,0.45416666666666666,0.45416666666666666,0.45416666666666666,0.25,0.24531942255917416
hotpotqa,small,rope,offset_overlap,240,0.3,0.5875,0.5875,0.5875,0.5,0.4989323264165876
hotpotqa,small,rope,offset_overlap,240,0.5,0.5875,0.5875,0.5875,0.5,0.4989323264165876
hotpotqa,small,rope,offset_overlap,240,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,rope,reset,240,0.01,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.25,0.24294007652661753
hotpotqa,small,rope,reset,240,0.02,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.25,0.24294007652661753
hotpotqa,small,rope,reset,240,0.05,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.25,0.24294007652661753
hotpotqa,small,rope,reset,240,0.1,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.25,0.24294007652661753
hotpotqa,small,rope,reset,240,0.15,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.25,0.24294007652661753
hotpotqa,small,rope,reset,240,0.2,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.25,0.24294007652661753
hotpotqa,small,rope,reset,240,0.25,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.25,0.24294007652661753
hotpotqa,small,rope,reset,240,0.3,0.7208333333333333,0.7208333333333333,0.7208333333333333,0.5,0.5067773161358154
hotpotqa,small,rope,reset,240,0.5,0.7208333333333333,0.7208333333333333,0.7208333333333333,0.5,0.5067773161358154
hotpotqa,small,rope,reset,240,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,sinusoidal,offset,240,0.01,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.25,0.2328124836363215
hotpotqa,small,sinusoidal,offset,240,0.02,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.25,0.2328124836363215
hotpotqa,small,sinusoidal,offset,240,0.05,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.25,0.2328124836363215
hotpotqa,small,sinusoidal,offset,240,0.1,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.25,0.2328124836363215
hotpotqa,small,sinusoidal,offset,240,0.15,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.25,0.2328124836363215
hotpotqa,small,sinusoidal,offset,240,0.2,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.25,0.2328124836363215
hotpotqa,small,sinusoidal,offset,240,0.25,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.25,0.2328124836363215
hotpotqa,small,sinusoidal,offset,240,0.3,0.825,0.825,0.825,0.5,0.48635885605413665
hotpotqa,small,sinusoidal,offset,240,0.5,0.825,0.825,0.825,0.5,0.48635885605413665
hotpotqa,small,sinusoidal,offset,240,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,sinusoidal,offset_overlap,240,0.01,0.7791666666666667,0.7791666666666667,0.7791666666666667,0.25,0.23322485775355178
hotpotqa,small,sinusoidal,offset_overlap,240,0.02,0.7791666666666667,0.7791666666666667,0.7791666666666667,0.25,0.23322485775355178
hotpotqa,small,sinusoidal,offset_overlap,240,0.05,0.7791666666666667,0.7791666666666667,0.7791666666666667,0.25,0.23322485775355178
hotpotqa,small,sinusoidal,offset_overlap,240,0.1,0.7791666666666667,0.7791666666666667,0.7791666666666667,0.25,0.23322485775355178
hotpotqa,small,sinusoidal,offset_overlap,240,0.15,0.7791666666666667,0.7791666666666667,0.7791666666666667,0.25,0.23322485775355178
hotpotqa,small,sinusoidal,offset_overlap,240,0.2,0.7791666666666667,0.7791666666666667,0.7791666666666667,0.25,0.23322485775355178
hotpotqa,small,sinusoidal,offset_overlap,240,0.25,0.7791666666666667,0.7791666666666667,0.7791666666666667,0.25,0.23322485775355178
hotpotqa,small,sinusoidal,offset_overlap,240,0.3,0.8291666666666667,0.8291666666666667,0.8291666666666667,0.5,0.4866535324942538
hotpotqa,small,sinusoidal,offset_overlap,240,0.5,0.8291666666666667,0.8291666666666667,0.8291666666666667,0.5,0.4866535324942538
hotpotqa,small,sinusoidal,offset_overlap,240,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,sinusoidal,reset,240,0.01,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.25,0.22961827484765995
hotpotqa,small,sinusoidal,reset,240,0.02,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.25,0.22961827484765995
hotpotqa,small,sinusoidal,reset,240,0.05,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.25,0.22961827484765995
hotpotqa,small,sinusoidal,reset,240,0.1,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.25,0.22961827484765995
hotpotqa,small,sinusoidal,reset,240,0.15,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.25,0.22961827484765995
hotpotqa,small,sinusoidal,reset,240,0.2,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.25,0.22961827484765995
hotpotqa,small,sinusoidal,reset,240,0.25,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.25,0.22961827484765995
hotpotqa,small,sinusoidal,reset,240,0.3,0.7625,0.7625,0.7625,0.5,0.4755778490434151
hotpotqa,small,sinusoidal,reset,240,0.5,0.7625,0.7625,0.7625,0.5,0.4755778490434151
hotpotqa,small,sinusoidal,reset,240,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,absolute,offset,120,0.01,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2433439084160898
hotpotqa,tiny,absolute,offset,120,0.02,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2433439084160898
hotpotqa,tiny,absolute,offset,120,0.05,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2433439084160898
hotpotqa,tiny,absolute,offset,120,0.1,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2433439084160898
hotpotqa,tiny,absolute,offset,120,0.15,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2433439084160898
hotpotqa,tiny,absolute,offset,120,0.2,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2433439084160898
hotpotqa,tiny,absolute,offset,120,0.25,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2433439084160898
hotpotqa,tiny,absolute,offset,120,0.3,0.6916666666666667,0.6916666666666667,0.6916666666666667,0.5,0.5002413432985596
hotpotqa,tiny,absolute,offset,120,0.5,0.6916666666666667,0.6916666666666667,0.6916666666666667,0.5,0.5002413432985596
hotpotqa,tiny,absolute,offset,120,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,absolute,offset_overlap,120,0.01,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2446240097928651
hotpotqa,tiny,absolute,offset_overlap,120,0.02,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2446240097928651
hotpotqa,tiny,absolute,offset_overlap,120,0.05,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2446240097928651
hotpotqa,tiny,absolute,offset_overlap,120,0.1,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2446240097928651
hotpotqa,tiny,absolute,offset_overlap,120,0.15,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2446240097928651
hotpotqa,tiny,absolute,offset_overlap,120,0.2,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2446240097928651
hotpotqa,tiny,absolute,offset_overlap,120,0.25,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2446240097928651
hotpotqa,tiny,absolute,offset_overlap,120,0.3,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.5,0.5007175766637406
hotpotqa,tiny,absolute,offset_overlap,120,0.5,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.5,0.5007175766637406
hotpotqa,tiny,absolute,offset_overlap,120,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,absolute,reset,120,0.01,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.25,0.25453026413105745
hotpotqa,tiny,absolute,reset,120,0.02,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.25,0.25453026413105745
hotpotqa,tiny,absolute,reset,120,0.05,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.25,0.25453026413105745
hotpotqa,tiny,absolute,reset,120,0.1,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.25,0.25453026413105745
hotpotqa,tiny,absolute,reset,120,0.15,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.25,0.25453026413105745
hotpotqa,tiny,absolute,reset,120,0.2,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.25,0.25453026413105745
hotpotqa,tiny,absolute,reset,120,0.25,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.25,0.25453026413105745
hotpotqa,tiny,absolute,reset,120,0.3,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5,0.49933577138588997
hotpotqa,tiny,absolute,reset,120,0.5,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5,0.49933577138588997
hotpotqa,tiny,absolute,reset,120,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,rope,offset,120,0.01,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.25,0.25682173410381626
hotpotqa,tiny,rope,offset,120,0.02,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.25,0.25682173410381626
hotpotqa,tiny,rope,offset,120,0.05,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.25,0.25682173410381626
hotpotqa,tiny,rope,offset,120,0.1,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.25,0.25682173410381626
hotpotqa,tiny,rope,offset,120,0.15,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.25,0.25682173410381626
hotpotqa,tiny,rope,offset,120,0.2,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.25,0.25682173410381626
hotpotqa,tiny,rope,offset,120,0.25,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.25,0.25682173410381626
hotpotqa,tiny,rope,offset,120,0.3,0.425,0.425,0.425,0.5,0.5021413969752923
hotpotqa,tiny,rope,offset,120,0.5,0.425,0.425,0.425,0.5,0.5021413969752923
hotpotqa,tiny,rope,offset,120,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,rope,offset_overlap,120,0.01,0.225,0.225,0.225,0.25,0.2607432882981608
hotpotqa,tiny,rope,offset_overlap,120,0.02,0.225,0.225,0.225,0.25,0.2607432882981608
hotpotqa,tiny,rope,offset_overlap,120,0.05,0.225,0.225,0.225,0.25,0.2607432882981608
hotpotqa,tiny,rope,offset_overlap,120,0.1,0.225,0.225,0.225,0.25,0.2607432882981608
hotpotqa,tiny,rope,offset_overlap,120,0.15,0.225,0.225,0.225,0.25,0.2607432882981608
hotpotqa,tiny,rope,offset_overlap,120,0.2,0.225,0.225,0.225,0.25,0.2607432882981608
hotpotqa,tiny,rope,offset_overlap,120,0.25,0.225,0.225,0.225,0.25,0.2607432882981608
hotpotqa,tiny,rope,offset_overlap,120,0.3,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5,0.5026418884076554
hotpotqa,tiny,rope,offset_overlap,120,0.5,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5,0.5026418884076554
hotpotqa,tiny,rope,offset_overlap,120,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,rope,reset,120,0.01,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.25,0.25764588262312954
hotpotqa,tiny,rope,reset,120,0.02,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.25,0.25764588262312954
hotpotqa,tiny,rope,reset,120,0.05,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.25,0.25764588262312954
hotpotqa,tiny,rope,reset,120,0.1,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.25,0.25764588262312954
hotpotqa,tiny,rope,reset,120,0.15,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.25,0.25764588262312954
hotpotqa,tiny,rope,reset,120,0.2,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.25,0.25764588262312954
hotpotqa,tiny,rope,reset,120,0.25,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.25,0.25764588262312954
hotpotqa,tiny,rope,reset,120,0.3,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.5,0.5042345255679381
hotpotqa,tiny,rope,reset,120,0.5,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.5,0.5042345255679381
hotpotqa,tiny,rope,reset,120,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,sinusoidal,offset,120,0.01,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.24466507303760354
hotpotqa,tiny,sinusoidal,offset,120,0.02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.24466507303760354
hotpotqa,tiny,sinusoidal,offset,120,0.05,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.24466507303760354
hotpotqa,tiny,sinusoidal,offset,120,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.24466507303760354
hotpotqa,tiny,sinusoidal,offset,120,0.15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.24466507303760354
hotpotqa,tiny,sinusoidal,offset,120,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.24466507303760354
hotpotqa,tiny,sinusoidal,offset,120,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.24466507303760354
hotpotqa,tiny,sinusoidal,offset,120,0.3,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5016937749984868
hotpotqa,tiny,sinusoidal,offset,120,0.5,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5016937749984868
hotpotqa,tiny,sinusoidal,offset,120,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.01,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.24372282604293927
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.02,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.24372282604293927
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.05,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.24372282604293927
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.1,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.24372282604293927
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.15,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.24372282604293927
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.2,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.24372282604293927
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.25,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.24372282604293927
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.3,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.5,0.5006696820016984
hotpotqa,tiny,sinusoidal,offset_overlap,120,0.5,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.5,0.5006696820016984
hotpotqa,tiny,sinusoidal,offset_overlap,120,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,sinusoidal,reset,120,0.01,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.2478427209169432
hotpotqa,tiny,sinusoidal,reset,120,0.02,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.2478427209169432
hotpotqa,tiny,sinusoidal,reset,120,0.05,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.2478427209169432
hotpotqa,tiny,sinusoidal,reset,120,0.1,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.2478427209169432
hotpotqa,tiny,sinusoidal,reset,120,0.15,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.2478427209169432
hotpotqa,tiny,sinusoidal,reset,120,0.2,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.2478427209169432
hotpotqa,tiny,sinusoidal,reset,120,0.25,0.35833333333333334,0.35833333333333334,0.35833333333333334,0.25,0.2478427209169432
hotpotqa,tiny,sinusoidal,reset,120,0.3,0.625,0.625,0.625,0.5,0.49027780494385464
hotpotqa,tiny,sinusoidal,reset,120,0.5,0.625,0.625,0.625,0.5,0.49027780494385464
hotpotqa,tiny,sinusoidal,reset,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,absolute,offset,240,0.01,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24193128765569527
qasper,small,absolute,offset,240,0.02,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24193128765569527
qasper,small,absolute,offset,240,0.05,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24193128765569527
qasper,small,absolute,offset,240,0.1,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24193128765569527
qasper,small,absolute,offset,240,0.15,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24193128765569527
qasper,small,absolute,offset,240,0.2,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24193128765569527
qasper,small,absolute,offset,240,0.25,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24193128765569527
qasper,small,absolute,offset,240,0.3,0.7041666666666667,0.7041666666666667,0.7041666666666667,0.5,0.4922992653530309
qasper,small,absolute,offset,240,0.5,0.7041666666666667,0.7041666666666667,0.7041666666666667,0.5,0.4922992653530309
qasper,small,absolute,offset,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,absolute,offset_overlap,240,0.01,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24493637457359083
qasper,small,absolute,offset_overlap,240,0.02,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24493637457359083
qasper,small,absolute,offset_overlap,240,0.05,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24493637457359083
qasper,small,absolute,offset_overlap,240,0.1,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24493637457359083
qasper,small,absolute,offset_overlap,240,0.15,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24493637457359083
qasper,small,absolute,offset_overlap,240,0.2,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24493637457359083
qasper,small,absolute,offset_overlap,240,0.25,0.5708333333333333,0.5708333333333333,0.5708333333333333,0.25,0.24493637457359083
qasper,small,absolute,offset_overlap,240,0.3,0.7,0.7,0.7,0.5,0.49251754561908373
qasper,small,absolute,offset_overlap,240,0.5,0.7,0.7,0.7,0.5,0.49251754561908373
qasper,small,absolute,offset_overlap,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,absolute,reset,240,0.01,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24130197829247016
qasper,small,absolute,reset,240,0.02,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24130197829247016
qasper,small,absolute,reset,240,0.05,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24130197829247016
qasper,small,absolute,reset,240,0.1,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24130197829247016
qasper,small,absolute,reset,240,0.15,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24130197829247016
qasper,small,absolute,reset,240,0.2,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24130197829247016
qasper,small,absolute,reset,240,0.25,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24130197829247016
qasper,small,absolute,reset,240,0.3,0.575,0.575,0.575,0.5,0.4898589800914513
qasper,small,absolute,reset,240,0.5,0.575,0.575,0.575,0.5,0.4898589800914513
qasper,small,absolute,reset,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,rope,offset,240,0.01,0.37083333333333335,0.37083333333333335,0.37083333333333335,0.25,0.24134629495354798
qasper,small,rope,offset,240,0.02,0.37083333333333335,0.37083333333333335,0.37083333333333335,0.25,0.24134629495354798
qasper,small,rope,offset,240,0.05,0.37083333333333335,0.37083333333333335,0.37083333333333335,0.25,0.24134629495354798
qasper,small,rope,offset,240,0.1,0.37083333333333335,0.37083333333333335,0.37083333333333335,0.25,0.24134629495354798
qasper,small,rope,offset,240,0.15,0.37083333333333335,0.37083333333333335,0.37083333333333335,0.25,0.24134629495354798
qasper,small,rope,offset,240,0.2,0.37083333333333335,0.37083333333333335,0.37083333333333335,0.25,0.24134629495354798
qasper,small,rope,offset,240,0.25,0.37083333333333335,0.37083333333333335,0.37083333333333335,0.25,0.24134629495354798
qasper,small,rope,offset,240,0.3,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.5,0.49642691688242147
qasper,small,rope,offset,240,0.5,0.5458333333333333,0.5458333333333333,0.5458333333333333,0.5,0.49642691688242147
qasper,small,rope,offset,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,rope,offset_overlap,240,0.01,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24022818025243148
qasper,small,rope,offset_overlap,240,0.02,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24022818025243148
qasper,small,rope,offset_overlap,240,0.05,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24022818025243148
qasper,small,rope,offset_overlap,240,0.1,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24022818025243148
qasper,small,rope,offset_overlap,240,0.15,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24022818025243148
qasper,small,rope,offset_overlap,240,0.2,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24022818025243148
qasper,small,rope,offset_overlap,240,0.25,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.25,0.24022818025243148
qasper,small,rope,offset_overlap,240,0.3,0.5583333333333333,0.5583333333333333,0.5583333333333333,0.5,0.49554630443188585
