dataset,example_id,partition,annotated_hops,graph_type,H,node_recall,complete_recovery,visited_count,nodes_expanded,search_seconds,layer
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,4,1.0,1,7,2,0.0011929000029340386,0
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.6700086891651154e-05,4
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,1,1.0,1,7,2,0.001020299969241023,4
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,2,1.0,1,7,2,0.0009360000258311629,4
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,3,1.0,1,7,2,0.000925700063817203,4
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,4,1.0,1,7,2,0.0009194000158458948,4
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.880010288208723e-05,8
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,1,1.0,1,7,2,0.0011940998956561089,8
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,2,1.0,1,7,2,0.0009737999644130468,8
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,3,1.0,1,7,2,0.0009677000343799591,8
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,4,1.0,1,7,2,0.0009606999810785055,8
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.8000096790492535e-05,12
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,1,1.0,1,7,2,0.0013153000036254525,12
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,2,1.0,1,7,2,0.0010978999780490994,12
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,3,1.0,1,7,2,0.0012505999766290188,12
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,4,1.0,1,7,2,0.0015517999418079853,12
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.6399968191981316e-05,16
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,1,1.0,1,7,2,0.0010387999936938286,16
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,2,1.0,1,7,2,0.0009423999581485987,16
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,3,1.0,1,7,2,0.0009318999946117401,16
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,4,1.0,1,7,2,0.0009343000128865242,16
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,0,1.0,1,2,0,5.7999975979328156e-05,20
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,1,1.0,1,7,2,0.0014813999878242612,20
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,2,1.0,1,7,2,0.0009980000322684646,20
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,3,1.0,1,7,2,0.0011085000587627292,20
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,4,1.0,1,7,2,0.0009706000564619899,20
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.5499961338937283e-05,24
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,1,1.0,1,7,2,0.001012900029309094,24
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,2,1.0,1,7,2,0.0009302999824285507,24
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,3,1.0,1,7,2,0.0009264999534934759,24
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,4,1.0,1,7,2,0.0009286000858992338,24
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.5999965146183968e-05,27
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,1,1.0,1,7,2,0.0015234999591484666,27
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,2,1.0,1,7,2,0.0013122999807819724,27
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,3,1.0,1,7,2,0.0009669999126344919,27
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,1,independent,4,1.0,1,7,2,0.000954299932345748,27
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.559996210038662e-05,0
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,1,1.0,1,6,2,0.0009425999596714973,0
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,2,1.0,1,6,2,0.001214900054037571,0
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,3,1.0,1,6,2,0.0013107999693602324,0
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,4,1.0,1,6,2,0.0008597000269219279,0
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.6799971237778664e-05,4
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,1,1.0,1,6,2,0.0009988000383600593,4
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,2,1.0,1,6,2,0.0008709999965503812,4
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,3,1.0,1,6,2,0.0010384999914094806,4
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,4,1.0,1,6,2,0.0012757000513374805,4
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.8199981898069382e-05,8
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,1,1.0,1,6,2,0.0009883999591693282,8
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,2,1.0,1,6,2,0.0008843999821692705,8
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,3,1.0,1,6,2,0.000847300048917532,8
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,4,1.0,1,6,2,0.0008452000329270959,8
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.729997504502535e-05,12
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,1,1.0,1,6,2,0.0009852000512182713,12
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,2,1.0,1,6,2,0.0012907999334856868,12
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,3,1.0,1,6,2,0.0012369999894872308,12
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,4,1.0,1,6,2,0.0016343999886885285,12
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.729997504502535e-05,16
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,1,1.0,1,6,2,0.001103100017644465,16
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,2,1.0,1,6,2,0.0009711999446153641,16
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,3,1.0,1,6,2,0.0009519000304862857,16
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,4,1.0,1,6,2,0.0009015999967232347,16
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.659996971487999e-05,20
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,1,1.0,1,6,2,0.0009581999620422721,20
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,2,1.0,1,6,2,0.0008566000033169985,20
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,3,1.0,1,6,2,0.0008517999667674303,20
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,4,1.0,1,6,2,0.0017627000343054533,20
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,4.710000939667225e-05,24
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,1,1.0,1,6,2,0.0012314999476075172,24
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,2,1.0,1,6,2,0.0008737000171095133,24
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,3,1.0,1,6,2,0.000867099966853857,24
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,4,1.0,1,6,2,0.0008593999082222581,24
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.52000754699111e-05,27
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,1,1.0,1,6,2,0.0010288000339642167,27
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,2,1.0,1,6,2,0.0008781999349594116,27
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,3,1.0,1,6,2,0.0009122999617829919,27
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,1,independent,4,1.0,1,6,2,0.0009037000127136707,27
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.6399968191981316e-05,0
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,1,1.0,1,9,2,0.001236200099810958,0
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,2,1.0,1,10,9,0.0031547999242320657,0
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,3,1.0,1,10,10,0.0038219999987632036,0
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,4,1.0,1,10,10,0.004815699998289347,0
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,0,1.0,1,2,0,3.130000550299883e-05,4
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.0015356999356299639,4
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,2,1.0,1,9,8,0.00306979997549206,4
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.0040339999832212925,4
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.0030358999501913786,4
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.5799963623285294e-05,8
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.0011705000652000308,8
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,2,1.0,1,8,8,0.0028011000249534845,8
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,3,1.0,1,8,8,0.002765699988231063,8
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,4,1.0,1,8,8,0.003928399994038045,8
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.5099958293139935e-05,12
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,1,1.0,1,10,2,0.0012929000658914447,12
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,2,1.0,1,10,10,0.004049399984069169,12
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,3,1.0,1,10,10,0.004522200091741979,12
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,4,1.0,1,10,10,0.0034155999310314655,12
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.6799971237778664e-05,16
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.001152500044554472,16
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,2,1.0,1,10,8,0.0030330000445246696,16
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,3,1.0,1,10,10,0.003771799965761602,16
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,4,1.0,1,10,10,0.004278599983081222,16
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,0,1.0,1,2,0,3.170000854879618e-05,20
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,1,1.0,1,7,2,0.0024311000015586615,20
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,2,1.0,1,10,7,0.0034033999545499682,20
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,3,1.0,1,10,10,0.003410400007851422,20
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,4,1.0,1,10,10,0.003383499919436872,20
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.459995448589325e-05,24
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.0011143001029267907,24
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,2,1.0,1,9,8,0.003566799918189645,24
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.0038361999904736876,24
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.003161099972203374,24
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.8199981898069382e-05,27
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.0014659999869763851,27
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,2,1.0,1,9,8,0.003889799932949245,27
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.003459000028669834,27
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.003286499995738268,27
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,0,0.4,0,2,0,2.5999965146183968e-05,0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,1,1.0,1,8,2,0.0010907999239861965,0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,2,1.0,1,8,3,0.0012935000704601407,0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,3,1.0,1,8,3,0.001285300008021295,0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,4,1.0,1,8,3,0.0013294999953359365,0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,0,0.4,0,2,0,2.429995220154524e-05,4
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,1,1.0,1,8,2,0.0010794999543577433,4
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,2,1.0,1,8,3,0.0018340999959036708,4
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,3,1.0,1,8,3,0.001610900042578578,4
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,4,1.0,1,8,3,0.002170699997805059,4
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,0,0.4,0,2,0,2.6000081561505795e-05,8
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,1,1.0,1,8,2,0.0013787000207230449,8
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,2,1.0,1,8,3,0.0014039999805390835,8
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,3,1.0,1,8,3,0.0012946000788360834,8
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,4,1.0,1,8,3,0.0023662999738007784,8
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,0,0.4,0,2,0,2.5000073947012424e-05,12
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,1,1.0,1,7,2,0.0010325000621378422,12
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,2,1.0,1,8,4,0.002079900004900992,12
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,3,1.0,1,8,4,0.0017738000024110079,12
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,4,1.0,1,8,4,0.0015897999983280897,12
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,0,0.4,0,2,0,2.559996210038662e-05,16
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,1,1.0,1,7,2,0.0010445000370964408,16
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,2,1.0,1,8,4,0.00187440006993711,16
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,3,1.0,1,8,4,0.0016235000221058726,16
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,4,1.0,1,8,4,0.0016057000029832125,16
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,0,0.4,0,2,0,2.3999949917197227e-05,20
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,1,1.0,1,7,2,0.0010176999494433403,20
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,2,1.0,1,8,5,0.0019060000777244568,20
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,3,1.0,1,8,6,0.0034759000409394503,20
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,4,1.0,1,8,6,0.002370400005020201,20
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,0,0.4,0,2,0,3.979995381087065e-05,24
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,1,1.0,1,7,2,0.0019984000828117132,24
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,2,1.0,1,8,6,0.003730399999767542,24
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,3,1.0,1,8,6,0.0023282000329345465,24
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,4,1.0,1,8,6,0.00252770003862679,24
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,0,0.4,0,2,0,2.4499953724443913e-05,27
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,1,1.0,1,8,2,0.0010795999551191926,27
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,2,1.0,1,8,3,0.0014078000094741583,27
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,3,1.0,1,8,3,0.00129360007122159,27
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,4,1.0,1,8,3,0.0019185999408364296,27
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.7600017599761486e-05,0
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.00083099992480129,0
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,2,1.0,1,9,7,0.0036038000835105777,0
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,3,1.0,1,9,9,0.00451729993801564,0
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,4,1.0,1,9,9,0.0031251999316737056,0
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.7700018361210823e-05,4
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008050000760704279,4
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,7,0.002494300017133355,4
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,8,0.004272899939678609,4
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,8,0.0035821000346913934,4
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,2.0200037397444248e-05,8
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,1,0.5,0,7,1,0.0008555999957025051,8
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,2,1.0,1,9,5,0.0023840999929234385,8
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,3,1.0,1,9,5,0.0021915000397711992,8
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,4,1.0,1,9,5,0.0021389001049101353,8
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.889991108328104e-05,12
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008180999429896474,12
