build_latency_ms,candidates_scored,case_id,channel,dataset,index_bytes,indexed_units,query_latency_ms,total_index_build_latency_ms
1.6571333010991414,10,msmarco_2,typed,msmarco,4660,19,0.22689998149871826,5.2600998897105455
1.6571333010991414,10,msmarco_2,bm25,msmarco,6352,19,0.33920002169907093,5.2600998897105455
1.6571333010991414,10,msmarco_2,embedding,msmarco,9728,19,3.4984999801963568,5.2600998897105455
2.102033312742909,10,msmarco_3,typed,msmarco,5049,19,0.13800011947751045,6.568899843841791
2.102033312742909,10,msmarco_3,bm25,msmarco,6704,19,0.22360007278621197,6.568899843841791
2.102033312742909,9,msmarco_3,embedding,msmarco,9728,19,1.6955998726189137,6.568899843841791
1.3787333543101947,10,msmarco_4,typed,msmarco,5910,19,0.09300000965595245,4.3472000397741795
1.3787333543101947,10,msmarco_4,bm25,msmarco,8240,19,0.11380016803741455,4.3472000397741795
1.3787333543101947,10,msmarco_4,embedding,msmarco,9728,19,1.1102999560534954,4.3472000397741795
1.9810666951040428,10,msmarco_5,typed,msmarco,4923,19,0.17159990966320038,6.260399939492345
1.9810666951040428,10,msmarco_5,bm25,msmarco,6848,19,0.24359999224543571,6.260399939492345
1.9810666951040428,10,msmarco_5,embedding,msmarco,9728,19,2.0282999612390995,6.260399939492345
1.901100001608332,10,msmarco_6,typed,msmarco,4889,19,0.19440008327364922,5.9951001312583685
1.901100001608332,10,msmarco_6,bm25,msmarco,6976,19,0.2894999925047159,5.9951001312583685
1.901100001608332,9,msmarco_6,embedding,msmarco,9728,19,2.0222000312060118,5.9951001312583685
1.8862000045677025,10,msmarco_7,typed,msmarco,5187,19,0.10899989865720272,5.8287999127060175
1.8862000045677025,10,msmarco_7,bm25,msmarco,7248,19,0.13439985923469067,5.8287999127060175
1.8862000045677025,8,msmarco_7,embedding,msmarco,9728,19,1.2413000222295523,5.8287999127060175
