active_native_kv_tokens,automatic_recovery_success,case_id,cheap_index_bytes,compact_only_success,compression_ratio,condition,dataset,final_success,native_index_bytes,original_tokens,recovery_mode,selected_region_tokens,visible_tokens
110,1,traceback_001,6041,1,1.3863636363636365,PRA_FULL_HYBRID_ENVELOPE,tool_outputs,1,not_reported_by_frozen_run,44,availability_envelope_not_shared_fusion,110,61
0,1,traceback_001,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,tool_outputs,1,0,124,official_visible_or_retrieve,0,124
0,1,traceback_001,0,1,1.0,HEADROOM_OFFICIAL_TUNED,tool_outputs,1,0,124,official_visible_or_retrieve,0,124
0,1,traceback_001,0,1,1.0,FULL_BACKING,tool_outputs,1,0,44,full_backing,44,44
0,1,db_query_001,4090,1,1.2,PRA_CURRENT_COMPACTOR,tool_outputs,1,0,75,none,0,90
0,1,db_query_001,4090,1,1.2,PRA_TYPE_AWARE,tool_outputs,1,0,75,none,0,90
60,1,db_query_001,4090,1,1.2,PRA_TYPE_AWARE_BM25,tool_outputs,1,0,75,none,60,90
60,1,db_query_001,4090,1,1.2,PRA_TYPE_AWARE_BM25_EMBED,tool_outputs,1,0,75,none,60,90
112,1,db_query_001,4090,1,1.2,PRA_FULL_HYBRID_ENVELOPE,tool_outputs,1,not_reported_by_frozen_run,75,availability_envelope_not_shared_fusion,112,90
0,1,db_query_001,0,1,0.7305389221556886,HEADROOM_OFFICIAL_DEFAULT,tool_outputs,1,0,167,official_visible_or_retrieve,0,122
0,1,db_query_001,0,1,0.7305389221556886,HEADROOM_OFFICIAL_TUNED,tool_outputs,1,0,167,official_visible_or_retrieve,0,122
0,1,db_query_001,0,1,1.0,FULL_BACKING,tool_outputs,1,0,75,full_backing,75,75
0,1,metrics_001,2307,1,1.25,PRA_CURRENT_COMPACTOR,tool_outputs,1,0,32,none,0,40
0,1,metrics_001,2307,1,1.25,PRA_TYPE_AWARE,tool_outputs,1,0,32,none,0,40
0,0,metrics_001,2307,1,1.25,PRA_TYPE_AWARE_BM25,tool_outputs,1,0,32,none,0,40
27,1,metrics_001,2307,1,1.25,PRA_TYPE_AWARE_BM25_EMBED,tool_outputs,1,0,32,none,27,40
101,1,metrics_001,2307,1,1.25,PRA_FULL_HYBRID_ENVELOPE,tool_outputs,1,not_reported_by_frozen_run,32,availability_envelope_not_shared_fusion,101,40
0,1,metrics_001,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,tool_outputs,1,0,77,official_visible_or_retrieve,0,77
0,1,metrics_001,0,1,1.0,HEADROOM_OFFICIAL_TUNED,tool_outputs,1,0,77,official_visible_or_retrieve,0,77
0,1,metrics_001,0,1,1.0,FULL_BACKING,tool_outputs,1,0,32,full_backing,32,32
0,1,git_log_001,15251,1,0.5365853658536586,PRA_CURRENT_COMPACTOR,tool_outputs,1,0,82,none,0,44
0,1,git_log_001,15251,1,0.5365853658536586,PRA_TYPE_AWARE,tool_outputs,1,0,82,none,0,44
0,0,git_log_001,15251,1,0.5365853658536586,PRA_TYPE_AWARE_BM25,tool_outputs,1,0,82,none,6,44
0,0,git_log_001,15251,1,0.5365853658536586,PRA_TYPE_AWARE_BM25_EMBED,tool_outputs,1,0,82,none,27,44
120,0,git_log_001,15251,1,0.5365853658536586,PRA_FULL_HYBRID_ENVELOPE,tool_outputs,1,not_reported_by_frozen_run,82,availability_envelope_not_shared_fusion,120,44
0,1,git_log_001,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,tool_outputs,1,0,181,official_visible_or_retrieve,0,181
0,1,git_log_001,0,1,1.0,HEADROOM_OFFICIAL_TUNED,tool_outputs,1,0,181,official_visible_or_retrieve,0,181
0,1,git_log_001,0,1,1.0,FULL_BACKING,tool_outputs,1,0,82,full_backing,82,82
0,1,aws_ec2_001,1381,1,1.1142857142857143,PRA_CURRENT_COMPACTOR,tool_outputs,1,0,70,none,0,78
0,1,aws_ec2_001,1381,1,1.1142857142857143,PRA_TYPE_AWARE,tool_outputs,1,0,70,none,0,78
69,1,aws_ec2_001,1381,1,1.1142857142857143,PRA_TYPE_AWARE_BM25,tool_outputs,1,0,70,none,69,78
69,1,aws_ec2_001,1381,1,1.1142857142857143,PRA_TYPE_AWARE_BM25_EMBED,tool_outputs,1,0,70,none,69,78
113,1,aws_ec2_001,1381,1,1.1142857142857143,PRA_FULL_HYBRID_ENVELOPE,tool_outputs,1,not_reported_by_frozen_run,70,availability_envelope_not_shared_fusion,113,78
0,1,aws_ec2_001,0,1,0.5,HEADROOM_OFFICIAL_DEFAULT,tool_outputs,1,0,274,official_visible_or_retrieve,0,137
0,1,aws_ec2_001,0,1,0.5,HEADROOM_OFFICIAL_TUNED,tool_outputs,1,0,274,official_visible_or_retrieve,0,137
0,1,aws_ec2_001,0,1,1.0,FULL_BACKING,tool_outputs,1,0,70,full_backing,70,70
0,0,complex_api_001,2138,0,0.0821917808219178,PRA_CURRENT_COMPACTOR,tool_outputs,0,0,73,unrecovered,0,6
0,0,complex_api_001,2138,0,0.0821917808219178,PRA_TYPE_AWARE,tool_outputs,0,0,73,unrecovered,0,6
0,0,complex_api_001,2138,0,0.0821917808219178,PRA_TYPE_AWARE_BM25,tool_outputs,0,0,73,unrecovered,0,6
69,1,complex_api_001,2138,0,0.0821917808219178,PRA_TYPE_AWARE_BM25_EMBED,tool_outputs,1,0,73,automatic_local,69,6
120,1,complex_api_001,2138,0,0.0821917808219178,PRA_FULL_HYBRID_ENVELOPE,tool_outputs,1,not_reported_by_frozen_run,73,availability_envelope_not_shared_fusion,120,6
0,1,complex_api_001,0,1,0.6228571428571429,HEADROOM_OFFICIAL_DEFAULT,tool_outputs,1,0,175,official_visible_or_retrieve,0,109
0,1,complex_api_001,0,1,0.6228571428571429,HEADROOM_OFFICIAL_TUNED,tool_outputs,1,0,175,official_visible_or_retrieve,0,109
0,1,complex_api_001,0,1,1.0,FULL_BACKING,tool_outputs,1,0,73,full_backing,73,73
0,1,ccr_0,15072,1,1.043824701195219,PRA_CURRENT_COMPACTOR,ccr_needle,1,0,251,none,0,262
0,0,ccr_0,15072,0,0.043824701195219126,PRA_TYPE_AWARE,ccr_needle,0,0,251,unrecovered,0,11
18,1,ccr_0,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25,ccr_needle,1,0,251,automatic_local,18,11
42,1,ccr_0,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25_EMBED,ccr_needle,1,0,251,automatic_local,42,11
120,1,ccr_0,15072,0,0.043824701195219126,PRA_FULL_HYBRID_ENVELOPE,ccr_needle,1,not_reported_by_frozen_run,251,availability_envelope_not_shared_fusion,120,11
0,1,ccr_0,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_0,0,1,1.0,HEADROOM_OFFICIAL_TUNED,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_0,0,1,1.0,FULL_BACKING,ccr_needle,1,0,251,full_backing,251,251
0,1,ccr_1,15072,1,1.043824701195219,PRA_CURRENT_COMPACTOR,ccr_needle,1,0,251,none,0,262
0,0,ccr_1,15072,0,0.043824701195219126,PRA_TYPE_AWARE,ccr_needle,0,0,251,unrecovered,0,11
18,1,ccr_1,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25,ccr_needle,1,0,251,automatic_local,18,11
18,1,ccr_1,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25_EMBED,ccr_needle,1,0,251,automatic_local,18,11
120,1,ccr_1,15072,0,0.043824701195219126,PRA_FULL_HYBRID_ENVELOPE,ccr_needle,1,not_reported_by_frozen_run,251,availability_envelope_not_shared_fusion,120,11
0,1,ccr_1,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_1,0,1,1.0,HEADROOM_OFFICIAL_TUNED,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_1,0,1,1.0,FULL_BACKING,ccr_needle,1,0,251,full_backing,251,251
0,1,ccr_2,15072,1,1.043824701195219,PRA_CURRENT_COMPACTOR,ccr_needle,1,0,251,none,0,262
0,0,ccr_2,15072,0,0.043824701195219126,PRA_TYPE_AWARE,ccr_needle,0,0,251,unrecovered,0,11
18,1,ccr_2,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25,ccr_needle,1,0,251,automatic_local,18,11
30,1,ccr_2,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25_EMBED,ccr_needle,1,0,251,automatic_local,30,11
120,1,ccr_2,15072,0,0.043824701195219126,PRA_FULL_HYBRID_ENVELOPE,ccr_needle,1,not_reported_by_frozen_run,251,availability_envelope_not_shared_fusion,120,11
0,1,ccr_2,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_2,0,1,1.0,HEADROOM_OFFICIAL_TUNED,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_2,0,1,1.0,FULL_BACKING,ccr_needle,1,0,251,full_backing,251,251
0,1,ccr_3,15072,1,1.043824701195219,PRA_CURRENT_COMPACTOR,ccr_needle,1,0,251,none,0,262
0,0,ccr_3,15072,0,0.043824701195219126,PRA_TYPE_AWARE,ccr_needle,0,0,251,unrecovered,0,11
18,1,ccr_3,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25,ccr_needle,1,0,251,automatic_local,18,11
30,1,ccr_3,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25_EMBED,ccr_needle,1,0,251,automatic_local,30,11
120,1,ccr_3,15072,0,0.043824701195219126,PRA_FULL_HYBRID_ENVELOPE,ccr_needle,1,not_reported_by_frozen_run,251,availability_envelope_not_shared_fusion,120,11
0,1,ccr_3,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_3,0,1,1.0,HEADROOM_OFFICIAL_TUNED,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_3,0,1,1.0,FULL_BACKING,ccr_needle,1,0,251,full_backing,251,251
0,1,ccr_4,15072,1,1.043824701195219,PRA_CURRENT_COMPACTOR,ccr_needle,1,0,251,none,0,262
0,0,ccr_4,15072,0,0.043824701195219126,PRA_TYPE_AWARE,ccr_needle,0,0,251,unrecovered,0,11
18,1,ccr_4,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25,ccr_needle,1,0,251,automatic_local,18,11
30,1,ccr_4,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25_EMBED,ccr_needle,1,0,251,automatic_local,30,11
120,1,ccr_4,15072,0,0.043824701195219126,PRA_FULL_HYBRID_ENVELOPE,ccr_needle,1,not_reported_by_frozen_run,251,availability_envelope_not_shared_fusion,120,11
0,1,ccr_4,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_4,0,1,1.0,HEADROOM_OFFICIAL_TUNED,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_4,0,1,1.0,FULL_BACKING,ccr_needle,1,0,251,full_backing,251,251
0,1,ccr_5,15072,1,1.043824701195219,PRA_CURRENT_COMPACTOR,ccr_needle,1,0,251,none,0,262
0,0,ccr_5,15072,0,0.043824701195219126,PRA_TYPE_AWARE,ccr_needle,0,0,251,unrecovered,0,11
18,1,ccr_5,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25,ccr_needle,1,0,251,automatic_local,18,11
54,1,ccr_5,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25_EMBED,ccr_needle,1,0,251,automatic_local,54,11
112,1,ccr_5,15072,0,0.043824701195219126,PRA_FULL_HYBRID_ENVELOPE,ccr_needle,1,not_reported_by_frozen_run,251,availability_envelope_not_shared_fusion,112,11
0,1,ccr_5,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_5,0,1,1.0,HEADROOM_OFFICIAL_TUNED,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_5,0,1,1.0,FULL_BACKING,ccr_needle,1,0,251,full_backing,251,251
0,1,ccr_6,15072,1,1.043824701195219,PRA_CURRENT_COMPACTOR,ccr_needle,1,0,251,none,0,262
0,0,ccr_6,15072,0,0.043824701195219126,PRA_TYPE_AWARE,ccr_needle,0,0,251,unrecovered,0,11
18,1,ccr_6,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25,ccr_needle,1,0,251,automatic_local,18,11
30,1,ccr_6,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25_EMBED,ccr_needle,1,0,251,automatic_local,30,11
120,1,ccr_6,15072,0,0.043824701195219126,PRA_FULL_HYBRID_ENVELOPE,ccr_needle,1,not_reported_by_frozen_run,251,availability_envelope_not_shared_fusion,120,11
0,1,ccr_6,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_6,0,1,1.0,HEADROOM_OFFICIAL_TUNED,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_6,0,1,1.0,FULL_BACKING,ccr_needle,1,0,251,full_backing,251,251
0,1,ccr_7,15072,1,1.043824701195219,PRA_CURRENT_COMPACTOR,ccr_needle,1,0,251,none,0,262
0,0,ccr_7,15072,0,0.043824701195219126,PRA_TYPE_AWARE,ccr_needle,0,0,251,unrecovered,0,11
18,1,ccr_7,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25,ccr_needle,1,0,251,automatic_local,18,11
30,1,ccr_7,15072,0,0.043824701195219126,PRA_TYPE_AWARE_BM25_EMBED,ccr_needle,1,0,251,automatic_local,30,11
120,1,ccr_7,15072,0,0.043824701195219126,PRA_FULL_HYBRID_ENVELOPE,ccr_needle,1,not_reported_by_frozen_run,251,availability_envelope_not_shared_fusion,120,11
0,1,ccr_7,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_7,0,1,1.0,HEADROOM_OFFICIAL_TUNED,ccr_needle,1,0,458,official_visible_or_retrieve,0,458
0,1,ccr_7,0,1,1.0,FULL_BACKING,ccr_needle,1,0,251,full_backing,251,251
0,0,hotpot_0,50205,0,0.18433734939759036,PRA_CURRENT_COMPACTOR,hotpotqa,0,0,830,unrecovered,0,153
0,0,hotpot_0,50205,0,0.11566265060240964,PRA_TYPE_AWARE,hotpotqa,0,0,830,unrecovered,0,96
0,0,hotpot_0,50205,0,0.11566265060240964,PRA_TYPE_AWARE_BM25,hotpotqa,0,0,830,unrecovered,56,96
0,0,hotpot_0,50205,0,0.11566265060240964,PRA_TYPE_AWARE_BM25_EMBED,hotpotqa,0,0,830,unrecovered,105,96
128,0,hotpot_0,50205,0,0.11566265060240964,PRA_FULL_HYBRID_ENVELOPE,hotpotqa,0,not_reported_by_frozen_run,830,availability_envelope_not_shared_fusion,128,96
0,0,hotpot_0,0,0,1.0,HEADROOM_OFFICIAL_DEFAULT,hotpotqa,0,0,1258,official_visible_or_retrieve,0,1258
0,0,hotpot_0,0,0,1.0,HEADROOM_OFFICIAL_TUNED,hotpotqa,0,0,1258,official_visible_or_retrieve,0,1258
0,0,hotpot_0,0,0,1.0,FULL_BACKING,hotpotqa,0,0,830,full_backing,830,830
0,0,hotpot_1,52424,0,0.17023675310033823,PRA_CURRENT_COMPACTOR,hotpotqa,0,0,887,unrecovered,0,151
0,0,hotpot_1,52424,0,0.10146561443066517,PRA_TYPE_AWARE,hotpotqa,0,0,887,unrecovered,0,90
0,0,hotpot_1,52424,0,0.10146561443066517,PRA_TYPE_AWARE_BM25,hotpotqa,0,0,887,unrecovered,53,90
0,0,hotpot_1,52424,0,0.10146561443066517,PRA_TYPE_AWARE_BM25_EMBED,hotpotqa,0,0,887,unrecovered,48,90
120,0,hotpot_1,52424,0,0.10146561443066517,PRA_FULL_HYBRID_ENVELOPE,hotpotqa,0,not_reported_by_frozen_run,887,availability_envelope_not_shared_fusion,120,90
0,0,hotpot_1,0,0,1.0,HEADROOM_OFFICIAL_DEFAULT,hotpotqa,0,0,1315,official_visible_or_retrieve,0,1315
0,0,hotpot_1,0,0,1.0,HEADROOM_OFFICIAL_TUNED,hotpotqa,0,0,1315,official_visible_or_retrieve,0,1315
0,0,hotpot_1,0,0,1.0,FULL_BACKING,hotpotqa,0,0,887,full_backing,887,887
0,1,hotpot_2,60936,1,0.15439856373429084,PRA_CURRENT_COMPACTOR,hotpotqa,1,0,1114,none,0,172
0,1,hotpot_2,60936,1,0.08348294434470377,PRA_TYPE_AWARE,hotpotqa,1,0,1114,none,0,93
107,1,hotpot_2,60936,1,0.08348294434470377,PRA_TYPE_AWARE_BM25,hotpotqa,1,0,1114,none,107,93
138,1,hotpot_2,60936,1,0.08348294434470377,PRA_TYPE_AWARE_BM25_EMBED,hotpotqa,1,0,1114,none,138,93
120,1,hotpot_2,60936,1,0.08348294434470377,PRA_FULL_HYBRID_ENVELOPE,hotpotqa,1,not_reported_by_frozen_run,1114,availability_envelope_not_shared_fusion,120,93
0,1,hotpot_2,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,hotpotqa,1,0,1758,official_visible_or_retrieve,0,1758
0,1,hotpot_2,0,1,1.0,HEADROOM_OFFICIAL_TUNED,hotpotqa,1,0,1758,official_visible_or_retrieve,0,1758
0,1,hotpot_2,0,1,1.0,FULL_BACKING,hotpotqa,1,0,1114,full_backing,1114,1114
0,0,hotpot_3,38166,0,0.19967266775777415,PRA_CURRENT_COMPACTOR,hotpotqa,0,0,611,unrecovered,0,122
0,0,hotpot_3,38166,0,0.12929623567921442,PRA_TYPE_AWARE,hotpotqa,0,0,611,unrecovered,0,79
0,0,hotpot_3,38166,0,0.12929623567921442,PRA_TYPE_AWARE_BM25,hotpotqa,0,0,611,unrecovered,87,79
0,0,hotpot_3,38166,0,0.12929623567921442,PRA_TYPE_AWARE_BM25_EMBED,hotpotqa,0,0,611,unrecovered,99,79
120,0,hotpot_3,38166,0,0.12929623567921442,PRA_FULL_HYBRID_ENVELOPE,hotpotqa,0,not_reported_by_frozen_run,611,availability_envelope_not_shared_fusion,120,79
0,1,hotpot_3,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,hotpotqa,1,0,893,official_visible_or_retrieve,0,893
0,1,hotpot_3,0,1,1.0,HEADROOM_OFFICIAL_TUNED,hotpotqa,1,0,893,official_visible_or_retrieve,0,893
0,1,hotpot_3,0,1,1.0,FULL_BACKING,hotpotqa,1,0,611,full_backing,611,611
0,0,hotpot_4,61537,0,0.12657004830917876,PRA_CURRENT_COMPACTOR,hotpotqa,0,0,1035,unrecovered,0,131
0,0,hotpot_4,61537,0,0.08309178743961353,PRA_TYPE_AWARE,hotpotqa,0,0,1035,unrecovered,0,86
0,0,hotpot_4,61537,0,0.08309178743961353,PRA_TYPE_AWARE_BM25,hotpotqa,0,0,1035,unrecovered,72,86
0,0,hotpot_4,61537,0,0.08309178743961353,PRA_TYPE_AWARE_BM25_EMBED,hotpotqa,0,0,1035,unrecovered,190,86
120,0,hotpot_4,61537,0,0.08309178743961353,PRA_FULL_HYBRID_ENVELOPE,hotpotqa,0,not_reported_by_frozen_run,1035,availability_envelope_not_shared_fusion,120,86
0,0,hotpot_4,0,0,1.0,HEADROOM_OFFICIAL_DEFAULT,hotpotqa,0,0,1539,official_visible_or_retrieve,0,1539
0,0,hotpot_4,0,0,1.0,HEADROOM_OFFICIAL_TUNED,hotpotqa,0,0,1539,official_visible_or_retrieve,0,1539
0,0,hotpot_4,0,0,1.0,FULL_BACKING,hotpotqa,0,0,1035,full_backing,1035,1035
0,0,hotpot_5,58759,0,0.15631469979296067,PRA_CURRENT_COMPACTOR,hotpotqa,0,0,966,unrecovered,0,151
0,0,hotpot_5,58759,0,0.08695652173913043,PRA_TYPE_AWARE,hotpotqa,0,0,966,unrecovered,0,84
0,0,hotpot_5,58759,0,0.08695652173913043,PRA_TYPE_AWARE_BM25,hotpotqa,0,0,966,unrecovered,62,84
0,0,hotpot_5,58759,0,0.08695652173913043,PRA_TYPE_AWARE_BM25_EMBED,hotpotqa,0,0,966,unrecovered,62,84
128,0,hotpot_5,58759,0,0.08695652173913043,PRA_FULL_HYBRID_ENVELOPE,hotpotqa,0,not_reported_by_frozen_run,966,availability_envelope_not_shared_fusion,128,84
0,0,hotpot_5,0,0,1.0,HEADROOM_OFFICIAL_DEFAULT,hotpotqa,0,0,1421,official_visible_or_retrieve,0,1421
0,0,hotpot_5,0,0,1.0,HEADROOM_OFFICIAL_TUNED,hotpotqa,0,0,1421,official_visible_or_retrieve,0,1421
0,0,hotpot_5,0,0,1.0,FULL_BACKING,hotpotqa,0,0,966,full_backing,966,966
0,0,hotpot_6,68060,0,0.11550387596899225,PRA_CURRENT_COMPACTOR,hotpotqa,0,0,1290,unrecovered,0,149
0,0,hotpot_6,68060,0,0.06589147286821706,PRA_TYPE_AWARE,hotpotqa,0,0,1290,unrecovered,0,85
164,1,hotpot_6,68060,0,0.06589147286821706,PRA_TYPE_AWARE_BM25,hotpotqa,1,0,1290,automatic_local,164,85
164,1,hotpot_6,68060,0,0.06589147286821706,PRA_TYPE_AWARE_BM25_EMBED,hotpotqa,1,0,1290,automatic_local,164,85
128,1,hotpot_6,68060,0,0.06589147286821706,PRA_FULL_HYBRID_ENVELOPE,hotpotqa,1,not_reported_by_frozen_run,1290,availability_envelope_not_shared_fusion,128,85
0,1,hotpot_6,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,hotpotqa,1,0,1983,official_visible_or_retrieve,0,1983
0,1,hotpot_6,0,1,1.0,HEADROOM_OFFICIAL_TUNED,hotpotqa,1,0,1983,official_visible_or_retrieve,0,1983
0,1,hotpot_6,0,1,1.0,FULL_BACKING,hotpotqa,1,0,1290,full_backing,1290,1290
0,0,hotpot_7,100998,0,0.08791684711996535,PRA_CURRENT_COMPACTOR,hotpotqa,0,0,2309,unrecovered,0,203
0,0,hotpot_7,100998,0,0.02252057167605024,PRA_TYPE_AWARE,hotpotqa,0,0,2309,unrecovered,0,52
0,0,hotpot_7,100998,0,0.02252057167605024,PRA_TYPE_AWARE_BM25,hotpotqa,0,0,2309,unrecovered,67,52
0,0,hotpot_7,100998,0,0.02252057167605024,PRA_TYPE_AWARE_BM25_EMBED,hotpotqa,0,0,2309,unrecovered,103,52
128,0,hotpot_7,100998,0,0.02252057167605024,PRA_FULL_HYBRID_ENVELOPE,hotpotqa,0,not_reported_by_frozen_run,2309,availability_envelope_not_shared_fusion,128,52
0,0,hotpot_7,0,0,1.0,HEADROOM_OFFICIAL_DEFAULT,hotpotqa,0,0,3564,official_visible_or_retrieve,0,3564
0,0,hotpot_7,0,0,1.0,HEADROOM_OFFICIAL_TUNED,hotpotqa,0,0,3564,official_visible_or_retrieve,0,3564
0,0,hotpot_7,0,0,1.0,FULL_BACKING,hotpotqa,0,0,2309,full_backing,2309,2309
0,1,msmarco_0,19817,1,0.5277161862527716,PRA_CURRENT_COMPACTOR,msmarco,1,0,451,none,0,238
0,0,msmarco_0,19817,0,0.18625277161862527,PRA_TYPE_AWARE,msmarco,0,0,451,unrecovered,0,84
213,1,msmarco_0,19817,0,0.18625277161862527,PRA_TYPE_AWARE_BM25,msmarco,1,0,451,automatic_local,213,84
231,1,msmarco_0,19817,0,0.18625277161862527,PRA_TYPE_AWARE_BM25_EMBED,msmarco,1,0,451,automatic_local,231,84
128,1,msmarco_0,19817,0,0.18625277161862527,PRA_FULL_HYBRID_ENVELOPE,msmarco,1,not_reported_by_frozen_run,451,availability_envelope_not_shared_fusion,128,84
0,1,msmarco_0,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,msmarco,1,0,689,official_visible_or_retrieve,0,689
0,1,msmarco_0,0,1,1.0,HEADROOM_OFFICIAL_TUNED,msmarco,1,0,689,official_visible_or_retrieve,0,689
0,1,msmarco_0,0,1,1.0,FULL_BACKING,msmarco,1,0,451,full_backing,451,451
0,1,msmarco_1,22208,1,0.40540540540540543,PRA_CURRENT_COMPACTOR,msmarco,1,0,555,none,0,225
0,0,msmarco_1,22208,0,0.12972972972972974,PRA_TYPE_AWARE,msmarco,0,0,555,unrecovered,0,72
168,1,msmarco_1,22208,0,0.12972972972972974,PRA_TYPE_AWARE_BM25,msmarco,1,0,555,automatic_local,168,72
185,1,msmarco_1,22208,0,0.12972972972972974,PRA_TYPE_AWARE_BM25_EMBED,msmarco,1,0,555,automatic_local,185,72
112,1,msmarco_1,22208,0,0.12972972972972974,PRA_FULL_HYBRID_ENVELOPE,msmarco,1,not_reported_by_frozen_run,555,availability_envelope_not_shared_fusion,112,72
0,1,msmarco_1,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,msmarco,1,0,833,official_visible_or_retrieve,0,833
