condition,stratum,queries,top1,recall_at_3,recall_at_5,mean_rank
A3_inferred_concepts,H1,18,0.5555555555555556,0.8888888888888888,0.8888888888888888,2.388888888888889
A3_inferred_concepts,H2,18,0.3888888888888889,0.8333333333333334,0.8888888888888888,2.9444444444444446
A3_inferred_concepts,H3,18,0.3888888888888889,0.6111111111111112,0.6111111111111112,4.666666666666667
A3_inferred_concepts,H4,18,0.5,0.7777777777777778,0.8888888888888888,2.388888888888889
A3_inferred_concepts,H5,54,0.8333333333333334,1.0,1.0,1.1666666666666667
A3_inferred_concepts,multilingual,54,0.8333333333333334,1.0,1.0,1.1666666666666667
A4_auto_tags,all,144,0.6180555555555556,0.875,0.9027777777777778,2.2152777777777777
A4_auto_tags,H0,18,0.7222222222222222,0.9444444444444444,1.0,1.5
A4_auto_tags,H1,18,0.5,0.8333333333333334,0.8333333333333334,2.6666666666666665
A4_auto_tags,H2,18,0.3888888888888889,0.8333333333333334,0.8888888888888888,2.9444444444444446
A4_auto_tags,H3,18,0.3333333333333333,0.6111111111111112,0.6111111111111112,4.722222222222222
A4_auto_tags,H4,18,0.5,0.7777777777777778,0.8888888888888888,2.388888888888889
A4_auto_tags,H5,54,0.8333333333333334,1.0,1.0,1.1666666666666667
A4_auto_tags,multilingual,54,0.8333333333333334,1.0,1.0,1.1666666666666667
A5_embedding_description,all,144,0.5486111111111112,0.7569444444444444,0.8472222222222222,2.875
A5_embedding_description,H0,18,0.8888888888888888,0.9444444444444444,1.0,1.2222222222222223
A5_embedding_description,H1,18,0.7777777777777778,0.8333333333333334,0.9444444444444444,1.6666666666666667
A5_embedding_description,H2,18,0.6666666666666666,0.8333333333333334,0.8888888888888888,2.111111111111111
A5_embedding_description,H3,18,0.6666666666666666,0.7777777777777778,0.9444444444444444,2.0555555555555554
A5_embedding_description,H4,18,0.5,0.7777777777777778,0.8888888888888888,2.2777777777777777
A5_embedding_description,H5,54,0.2962962962962963,0.6296296296296297,0.7037037037037037,4.555555555555555
A5_embedding_description,multilingual,54,0.2962962962962963,0.6296296296296297,0.7037037037037037,4.555555555555555
A5_embedding_multi_vector,all,144,0.5208333333333334,0.7013888888888888,0.8611111111111112,3.1041666666666665
A5_embedding_multi_vector,H0,18,0.8888888888888888,0.9444444444444444,1.0,1.2222222222222223
A5_embedding_multi_vector,H1,18,0.7222222222222222,0.8333333333333334,1.0,1.7222222222222223
A5_embedding_multi_vector,H2,18,0.6111111111111112,0.7777777777777778,0.8888888888888888,2.1666666666666665
A5_embedding_multi_vector,H3,18,0.6666666666666666,0.7777777777777778,0.9444444444444444,2.0
A5_embedding_multi_vector,H4,18,0.6666666666666666,0.8888888888888888,0.9444444444444444,2.0
A5_embedding_multi_vector,H5,54,0.2037037037037037,0.46296296296296297,0.7037037037037037,5.2407407407407405
A5_embedding_multi_vector,multilingual,54,0.2037037037037037,0.46296296296296297,0.7037037037037037,5.2407407407407405
A5_embedding_name_description,all,144,0.5555555555555556,0.7638888888888888,0.8402777777777778,3.0416666666666665
A5_embedding_name_description,H0,18,0.8333333333333334,0.9444444444444444,1.0,1.2777777777777777
A5_embedding_name_description,H1,18,0.7222222222222222,0.8888888888888888,1.0,1.6666666666666667
A5_embedding_name_description,H2,18,0.6666666666666666,0.8888888888888888,0.8888888888888888,2.0555555555555554
A5_embedding_name_description,H3,18,0.7222222222222222,0.7777777777777778,0.8333333333333334,2.4444444444444446
A5_embedding_name_description,H4,18,0.5555555555555556,0.7777777777777778,0.8333333333333334,2.388888888888889
A5_embedding_name_description,H5,54,0.3148148148148148,0.6111111111111112,0.7222222222222222,4.833333333333333
A5_embedding_name_description,multilingual,54,0.3148148148148148,0.6111111111111112,0.7222222222222222,4.833333333333333
A5_embedding_selected,all,144,0.5555555555555556,0.7638888888888888,0.8402777777777778,3.0416666666666665
A5_embedding_selected,H0,18,0.8333333333333334,0.9444444444444444,1.0,1.2777777777777777
A5_embedding_selected,H1,18,0.7222222222222222,0.8888888888888888,1.0,1.6666666666666667
A5_embedding_selected,H2,18,0.6666666666666666,0.8888888888888888,0.8888888888888888,2.0555555555555554
A5_embedding_selected,H3,18,0.7222222222222222,0.7777777777777778,0.8333333333333334,2.4444444444444446
A5_embedding_selected,H4,18,0.5555555555555556,0.7777777777777778,0.8333333333333334,2.388888888888889
A5_embedding_selected,H5,54,0.3148148148148148,0.6111111111111112,0.7222222222222222,4.833333333333333
A5_embedding_selected,multilingual,54,0.3148148148148148,0.6111111111111112,0.7222222222222222,4.833333333333333
A5_embedding_structured_card,all,144,0.5763888888888888,0.7430555555555556,0.8194444444444444,3.0833333333333335
A5_embedding_structured_card,H0,18,0.9444444444444444,0.9444444444444444,1.0,1.2222222222222223
A5_embedding_structured_card,H1,18,0.7777777777777778,0.8333333333333334,0.8333333333333334,2.2777777777777777
A5_embedding_structured_card,H2,18,0.7777777777777778,0.8333333333333334,0.8333333333333334,2.611111111111111
A5_embedding_structured_card,H3,18,0.6111111111111112,0.7222222222222222,0.8333333333333334,2.7222222222222223
A5_embedding_structured_card,H4,18,0.5,0.8333333333333334,0.8888888888888888,2.4444444444444446
A5_embedding_structured_card,H5,54,0.3333333333333333,0.5925925925925926,0.7222222222222222,4.462962962962963
A5_embedding_structured_card,multilingual,54,0.3333333333333333,0.5925925925925926,0.7222222222222222,4.462962962962963
A6_auto_hybrid,all,144,0.8125,0.9375,0.9583333333333334,1.5208333333333333
A6_auto_hybrid,H0,18,0.9444444444444444,0.9444444444444444,1.0,1.2222222222222223
A6_auto_hybrid,H1,18,0.8333333333333334,0.9444444444444444,0.9444444444444444,1.5
A6_auto_hybrid,H2,18,0.7222222222222222,0.8888888888888888,0.8888888888888888,1.8333333333333333
A6_auto_hybrid,H3,18,0.5555555555555556,0.7777777777777778,0.8333333333333334,2.9444444444444446
A6_auto_hybrid,H4,18,0.5555555555555556,0.9444444444444444,1.0,1.5555555555555556
A6_auto_hybrid,H5,54,0.9629629629629629,1.0,1.0,1.037037037037037
A6_auto_hybrid,multilingual,54,0.9629629629629629,1.0,1.0,1.037037037037037
manual_rich_ceiling,all,144,0.8055555555555556,0.9097222222222222,0.9583333333333334,1.6388888888888888
manual_rich_ceiling,H0,18,0.8888888888888888,0.9444444444444444,1.0,1.2222222222222223
manual_rich_ceiling,H1,18,0.7777777777777778,0.8888888888888888,0.9444444444444444,1.8333333333333333
manual_rich_ceiling,H2,18,0.7222222222222222,0.8888888888888888,0.9444444444444444,2.0
manual_rich_ceiling,H3,18,0.5555555555555556,0.7777777777777778,0.8888888888888888,2.6666666666666665
manual_rich_ceiling,H4,18,0.5,0.7777777777777778,0.8888888888888888,2.388888888888889
manual_rich_ceiling,H5,54,1.0,1.0,1.0,1.0
manual_rich_ceiling,multilingual,54,1.0,1.0,1.0,1.0
