window,seed,example_id,policy,evidence_condition,best_immediate_margin_gain,final_margin_gain,positive_immediate_gain,erased_by_final_layer,retained_fraction
w16,29,chain-309462-d4,one_shot,oracle,1.1194523572921753,0.6900815963745117,1,0,0.6164457039009134
w16,29,chain-414191-d2,one_shot,oracle,0.508915901184082,-0.23575353622436523,1,1,-0.4632465514947427
w16,29,chain-518920-d1,one_shot,oracle,1.1953372955322266,1.70027494430542,1,0,1.4224227342863662
w16,29,chain-623649-d1,one_shot,oracle,-0.03294408321380615,0.2852492332458496,0,0,0.0
w16,29,chain-728378-d2,one_shot,oracle,-0.13738679885864258,-0.46837377548217773,0,0,0.0
w16,29,chain-833107-d1,one_shot,oracle,-0.5386720299720764,-1.149662971496582,0,0,0.0
w16,29,chain-937836-d1,one_shot,oracle,-0.33497482538223267,1.7308235168457031,0,0,0.0
w16,29,chain-1042565-d1,one_shot,oracle,-0.22297894954681396,3.4641945362091064,0,0,0.0
w16,29,chain-1147294-d2,one_shot,oracle,-1.2770212888717651,0.8659062385559082,0,0,0.0
w16,29,chain-1252023-d4,one_shot,oracle,0.6204190254211426,-0.5415928363800049,1,1,-0.8729468539627226
w16,29,chain-1356752-d1,one_shot,oracle,1.5063382387161255,1.7674157619476318,1,0,1.1733193226602456
w16,29,chain-1461481-d2,one_shot,oracle,1.3983633518218994,0.8604087829589844,1,0,0.6152970054871469
w16,29,chain-1566210-d2,one_shot,oracle,0.036492884159088135,1.8191914558410645,1,0,49.850580401111316
w16,29,chain-1670939-d1,one_shot,oracle,-0.544154167175293,1.8199398517608643,0,0,0.0
w16,29,chain-100004-d1,one_shot,wrong,-0.10475540161132812,0.14136028289794922,0,0,0.0
w16,29,chain-204733-d3,one_shot,wrong,0.19616484642028809,-1.4090185165405273,1,1,-7.182828841420801
w16,29,chain-309462-d4,one_shot,wrong,-0.35715484619140625,-0.3355135917663574,0,0,0.0
w16,29,chain-414191-d2,one_shot,wrong,0.6436238288879395,0.29425787925720215,1,0,0.4571892245904323
w16,29,chain-518920-d1,one_shot,wrong,0.38234543800354004,-0.861081600189209,1,1,-2.2521037642960877
w16,29,chain-623649-d1,one_shot,wrong,-0.21662688255310059,-1.6862502098083496,0,0,0.0
w16,29,chain-728378-d2,one_shot,wrong,-0.13335895538330078,-2.036087989807129,0,0,0.0
w16,29,chain-833107-d1,one_shot,wrong,0.023025691509246826,-0.9400484561920166,1,1,-40.82606838602459
w16,29,chain-937836-d1,one_shot,wrong,-0.2687353491783142,-0.06584692001342773,0,0,0.0
w16,29,chain-1042565-d1,one_shot,wrong,-0.37174785137176514,1.6897695064544678,0,0,0.0
w16,29,chain-1147294-d2,one_shot,wrong,-0.8102624416351318,-0.845604658126831,0,0,0.0
w16,29,chain-1252023-d4,one_shot,wrong,-0.1772175431251526,-1.8277852535247803,0,0,0.0
w16,29,chain-1356752-d1,one_shot,wrong,1.0866503715515137,0.49443984031677246,1,0,0.4550128111683373
w16,29,chain-1461481-d2,one_shot,wrong,1.0562888383865356,-0.5444951057434082,1,1,-0.5154793707515795
w16,29,chain-1566210-d2,one_shot,wrong,-0.16699522733688354,-0.1238408088684082,0,0,0.0
w16,29,chain-1670939-d1,one_shot,wrong,-0.4013192653656006,-0.09973788261413574,0,0,0.0
w16,29,chain-100004-d1,one_shot,shuffle,1.0489158630371094,1.2254948616027832,1,0,1.1683442922241578
w16,29,chain-204733-d3,one_shot,shuffle,0.23901116847991943,-1.4313631057739258,1,1,-5.988687118167794
