complete_path_recovery,condition,correct,depth,examples,first_hop_hit,latency_seconds,layer_token_kv_states,materialization,materialized_native_kv_tokens,mean_active_memory_fraction,mean_final_token_memory_attention_mass,mean_intervention_state_displacement,mean_memory_to_local_output_norm_ratio,mean_pra_output_divergence_ratio,ordered_prefix_recovery,reference_recall,replay_count,seed,selected_reference_count,window
0.0,spacing_4,0.0,3,4,0.0,0.031125899986363947,10.0,selected_chunks,10.0,0.4166666666666667,0.7047802582383156,0.7809914648532867,0.0,1.3115196076139766,0.0,0.08333333333333333,0.0,41,2.0,w128
0.0,spacing_4,0.6666666666666666,4,3,0.0,0.031109566683880985,10.0,selected_chunks,10.0,0.38461538461538464,0.7709993223349253,0.771684726079305,0.0,1.1926284756335954,0.0,0.08333333333333333,0.0,41,2.0,w128
0.0,spacing_4,0.1111111111111111,8,9,0.1111111111111111,0.032631977758784264,10.0,selected_chunks,10.0,0.29411764705882354,0.5792824849486351,0.8024773200352987,0.0,1.0893713846664372,0.013888888888888888,0.125,0.0,41,2.0,w128
0.0,spacing_8,0.14285714285714285,1,7,0.0,0.02465287140304489,5.0,selected_chunks,5.0,0.5,0.6415428689547947,0.0,0.0,0.9468638814664472,0.0,0.0,0.0,41,1.0,w128
0.0,spacing_8,0.0,2,9,0.1111111111111111,0.024867977752971154,5.0,selected_chunks,5.0,0.45454545454545453,0.6560418340894911,0.0,0.0,1.0652882598354063,0.05555555555555555,0.05555555555555555,0.0,41,1.0,w128
0.0,spacing_8,0.0,3,4,0.0,0.024708400014787912,5.0,selected_chunks,5.0,0.4166666666666667,0.6540039926767349,0.0,0.0,1.2127560005722158,0.0,0.0,0.0,41,1.0,w128
0.0,spacing_8,0.6666666666666666,4,3,0.0,0.0336336000279213,5.0,selected_chunks,5.0,0.38461538461538464,0.7446956435839335,0.0,0.0,1.1328502305939003,0.0,0.0,0.0,41,1.0,w128
0.0,spacing_8,0.1111111111111111,8,9,0.1111111111111111,0.033076433348469436,5.0,selected_chunks,5.0,0.29411764705882354,0.496190822786755,0.0,0.0,0.9230201905658159,0.013888888888888888,0.06944444444444445,0.0,41,1.0,w128
0.7142857142857143,iterative_matched,0.2857142857142857,1,7,0.7142857142857143,0.048341342846729925,20.0,selected_chunks,20.0,0.5,0.7745948476450784,0.29884549833479385,0.0,1.4042658611580379,0.2857142857142857,0.7142857142857143,0.0,53,4.0,w128
0.0,iterative_matched,0.1111111111111111,2,9,0.1111111111111111,0.04716331113336815,20.0,selected_chunks,20.0,0.45454545454545453,0.7862331064210998,0.278973831070794,0.0,1.2981478383630514,0.0,0.4444444444444444,0.0,53,4.0,w128
0.0,iterative_matched,0.5,3,4,0.0,0.04708582497551106,20.0,selected_chunks,20.0,0.4166666666666667,0.7646275479346514,0.2668688893318176,0.0,1.0870550815971212,0.0,0.41666666666666663,0.0,53,4.0,w128
0.0,iterative_matched,0.0,4,3,0.3333333333333333,0.047604000001835324,20.0,selected_chunks,20.0,0.38461538461538464,0.72847302009662,0.2829061415460375,0.0,1.8096379505380185,0.0,0.4166666666666667,0.0,53,4.0,w128
0.0,iterative_matched,0.2222222222222222,8,9,0.0,0.049790166654727526,20.0,selected_chunks,20.0,0.29411764705882354,0.6624232584403621,0.2824835115008884,0.0,1.2776320785565995,0.0,0.19444444444444445,0.0,53,4.0,w128
1.0,late_only,0.14285714285714285,1,7,1.0,0.022246928602856184,20.0,selected_chunks,20.0,0.8,0.9064025708607265,0.0,0.0,1.0755325549443544,0.2857142857142857,1.0,0.0,53,4.0,w128
0.1111111111111111,late_only,0.2222222222222222,2,9,0.3333333333333333,0.02366903335011254,20.0,selected_chunks,20.0,0.7692307692307693,0.9186478522088792,0.0,0.0,1.0800768190110575,0.0,0.4444444444444444,0.0,53,4.0,w128
