window,seed,example_id,depth,policy,evidence_condition,stage_type,layer,margin_delta_vs_no_memory,probability_delta_vs_no_memory
w128,67,chain-1147294-d2,2,one_shot,oracle,after_layer,1,2.5644659996032715,0.5956522822380066
w128,67,chain-1147294-d2,2,one_shot,oracle,after_layer,2,3.5794997215270996,0.6287584789097309
w128,67,chain-1147294-d2,2,one_shot,oracle,after_layer,3,4.635674715042114,0.740796621888876
w128,67,chain-1147294-d2,2,one_shot,oracle,after_layer,4,4.735043048858643,0.6832253821194172
w128,67,chain-1147294-d2,2,one_shot,oracle,after_layer,5,4.725052118301392,0.6369036100804806
w128,67,chain-1252023-d4,4,one_shot,oracle,input,-1,0.0,0.0
w128,67,chain-1252023-d4,4,one_shot,oracle,after_pra,0,0.5064647197723389,0.08535674214363098
w128,67,chain-1252023-d4,4,one_shot,oracle,after_layer,0,0.6120433807373047,0.091573566198349
w128,67,chain-1252023-d4,4,one_shot,oracle,after_layer,1,1.2612721920013428,0.11259838938713074
w128,67,chain-1252023-d4,4,one_shot,oracle,after_layer,2,2.427419424057007,0.19571891985833645
w128,67,chain-1252023-d4,4,one_shot,oracle,after_layer,3,6.51516318321228,0.8291382482275367
w128,67,chain-1252023-d4,4,one_shot,oracle,after_layer,4,7.999017238616943,0.9251620313152671
w128,67,chain-1252023-d4,4,one_shot,oracle,after_layer,5,7.178913831710815,0.7898513090331107
w128,67,chain-1356752-d1,1,one_shot,oracle,input,-1,0.0,0.0
w128,67,chain-1356752-d1,1,one_shot,oracle,after_pra,0,3.9761483669281006,0.47064649127423763
w128,67,chain-1356752-d1,1,one_shot,oracle,after_layer,0,4.5151355266571045,0.5983545389026403
w128,67,chain-1356752-d1,1,one_shot,oracle,after_layer,1,4.626899242401123,0.7185805775225163
w128,67,chain-1356752-d1,1,one_shot,oracle,after_layer,2,2.9321300983428955,0.6514880880713463
w128,67,chain-1356752-d1,1,one_shot,oracle,after_layer,3,0.7779147624969482,0.28928281366825104
w128,67,chain-1356752-d1,1,one_shot,oracle,after_layer,4,0.19486594200134277,0.10173703730106354
w128,67,chain-1356752-d1,1,one_shot,oracle,after_layer,5,-0.505972146987915,-0.015192568302154541
w128,67,chain-1461481-d2,2,one_shot,oracle,input,-1,0.0,0.0
w128,67,chain-1461481-d2,2,one_shot,oracle,after_pra,0,-0.16173982620239258,0.003506287932395935
w128,67,chain-1461481-d2,2,one_shot,oracle,after_layer,0,-0.7695755958557129,-0.041817083954811096
w128,67,chain-1461481-d2,2,one_shot,oracle,after_layer,1,-0.9300923347473145,-0.07327212393283844
w128,67,chain-1461481-d2,2,one_shot,oracle,after_layer,2,-1.3136706352233887,-0.1659156084060669
w128,67,chain-1461481-d2,2,one_shot,oracle,after_layer,3,-2.1431989669799805,-0.2613205015659332
w128,67,chain-1461481-d2,2,one_shot,oracle,after_layer,4,-3.288424491882324,-0.3592073917388916
w128,67,chain-1461481-d2,2,one_shot,oracle,after_layer,5,-3.355394124984741,-0.36451196670532227
w128,67,chain-1566210-d2,2,one_shot,oracle,input,-1,0.0,0.0
w128,67,chain-1566210-d2,2,one_shot,oracle,after_pra,0,1.7095725536346436,0.12778455764055252
w128,67,chain-1566210-d2,2,one_shot,oracle,after_layer,0,1.575937271118164,0.15484526753425598
w128,67,chain-1566210-d2,2,one_shot,oracle,after_layer,1,0.001157522201538086,0.15875250101089478
w128,67,chain-1566210-d2,2,one_shot,oracle,after_layer,2,2.062976360321045,0.491333469748497
w128,67,chain-1566210-d2,2,one_shot,oracle,after_layer,3,2.604879379272461,0.643025130033493
w128,67,chain-1566210-d2,2,one_shot,oracle,after_layer,4,3.3987174034118652,0.7033502906560898
w128,67,chain-1566210-d2,2,one_shot,oracle,after_layer,5,3.3501596450805664,0.6794029623270035
w128,67,chain-1670939-d1,1,one_shot,oracle,input,-1,0.0,0.0
w128,67,chain-1670939-d1,1,one_shot,oracle,after_pra,0,4.001656532287598,0.6671657599508762
w128,67,chain-1670939-d1,1,one_shot,oracle,after_layer,0,4.1505749225616455,0.7462112233042717
w128,67,chain-1670939-d1,1,one_shot,oracle,after_layer,1,3.732105016708374,0.7268634140491486
w128,67,chain-1670939-d1,1,one_shot,oracle,after_layer,2,5.005797624588013,0.8370753973722458
w128,67,chain-1670939-d1,1,one_shot,oracle,after_layer,3,5.7247231006622314,0.8753901645541191
w128,67,chain-1670939-d1,1,one_shot,oracle,after_layer,4,6.904514312744141,0.9059783592820168
w128,67,chain-1670939-d1,1,one_shot,oracle,after_layer,5,7.2574663162231445,0.9066679775714874
w128,67,chain-100004-d1,1,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-100004-d1,1,one_shot,wrong,after_pra,0,-1.1513570547103882,-0.09632037580013275
w128,67,chain-100004-d1,1,one_shot,wrong,after_layer,0,-1.8734331130981445,-0.12088199332356453
w128,67,chain-100004-d1,1,one_shot,wrong,after_layer,1,-2.7156474590301514,-0.12779123149812222
w128,67,chain-100004-d1,1,one_shot,wrong,after_layer,2,-3.857537031173706,-0.34979995153844357
w128,67,chain-100004-d1,1,one_shot,wrong,after_layer,3,-5.755565166473389,-0.3364037307910621
w128,67,chain-100004-d1,1,one_shot,wrong,after_layer,4,-8.434204578399658,-0.6334353619022295
w128,67,chain-100004-d1,1,one_shot,wrong,after_layer,5,-8.564923763275146,-0.7051070682937279
w128,67,chain-204733-d3,3,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-204733-d3,3,one_shot,wrong,after_pra,0,-0.818939208984375,-0.08902405947446823
w128,67,chain-204733-d3,3,one_shot,wrong,after_layer,0,-1.5479824542999268,-0.13264629244804382
w128,67,chain-204733-d3,3,one_shot,wrong,after_layer,1,-1.7741367816925049,-0.12411137670278549
w128,67,chain-204733-d3,3,one_shot,wrong,after_layer,2,-0.7393202781677246,-0.02803632616996765
w128,67,chain-204733-d3,3,one_shot,wrong,after_layer,3,0.805060625076294,0.00546569749712944
w128,67,chain-204733-d3,3,one_shot,wrong,after_layer,4,1.0345759391784668,0.011322836391627789
w128,67,chain-204733-d3,3,one_shot,wrong,after_layer,5,0.9531841278076172,0.006360029801726341
w128,67,chain-309462-d4,4,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-309462-d4,4,one_shot,wrong,after_pra,0,-1.7764183282852173,-0.15794135630130768
w128,67,chain-309462-d4,4,one_shot,wrong,after_layer,0,-1.8945066928863525,-0.11543690413236618
w128,67,chain-309462-d4,4,one_shot,wrong,after_layer,1,-1.2553179264068604,-0.011020430363714695
w128,67,chain-309462-d4,4,one_shot,wrong,after_layer,2,-0.6904077529907227,-0.0023371754214167595
w128,67,chain-309462-d4,4,one_shot,wrong,after_layer,3,-1.4940261840820312,-0.0019779533613473177
w128,67,chain-309462-d4,4,one_shot,wrong,after_layer,4,-1.806973934173584,-0.0012212120345793664
w128,67,chain-309462-d4,4,one_shot,wrong,after_layer,5,-2.2596611976623535,-0.0006874576938571408
w128,67,chain-414191-d2,2,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-414191-d2,2,one_shot,wrong,after_pra,0,-0.16612517833709717,-0.009187676012516022
w128,67,chain-414191-d2,2,one_shot,wrong,after_layer,0,-0.685082197189331,-0.04105900973081589
w128,67,chain-414191-d2,2,one_shot,wrong,after_layer,1,1.0354204177856445,0.24546080827713013
w128,67,chain-414191-d2,2,one_shot,wrong,after_layer,2,2.26708984375,0.47430574893951416
w128,67,chain-414191-d2,2,one_shot,wrong,after_layer,3,3.7991857528686523,0.6620152704417706
w128,67,chain-414191-d2,2,one_shot,wrong,after_layer,4,3.6114816665649414,0.7325235307216644
w128,67,chain-414191-d2,2,one_shot,wrong,after_layer,5,3.599817991256714,0.7292429357767105
w128,67,chain-518920-d1,1,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-518920-d1,1,one_shot,wrong,after_pra,0,-0.11951351165771484,-0.03812658041715622
w128,67,chain-518920-d1,1,one_shot,wrong,after_layer,0,-0.4462621212005615,-0.0375346764922142
w128,67,chain-518920-d1,1,one_shot,wrong,after_layer,1,-2.472489356994629,-0.18778493255376816
w128,67,chain-518920-d1,1,one_shot,wrong,after_layer,2,-2.0502099990844727,-0.1119054239243269
w128,67,chain-518920-d1,1,one_shot,wrong,after_layer,3,-4.081106662750244,-0.1253437944687903
w128,67,chain-518920-d1,1,one_shot,wrong,after_layer,4,-6.2273478507995605,-0.3864384621847421
w128,67,chain-518920-d1,1,one_shot,wrong,after_layer,5,-6.375635623931885,-0.449619151186198
w128,67,chain-623649-d1,1,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-623649-d1,1,one_shot,wrong,after_pra,0,0.5273424386978149,-0.0032418444752693176
w128,67,chain-623649-d1,1,one_shot,wrong,after_layer,0,0.5405111312866211,0.013175733387470245
w128,67,chain-623649-d1,1,one_shot,wrong,after_layer,1,-0.5527787208557129,-0.03144112229347229
w128,67,chain-623649-d1,1,one_shot,wrong,after_layer,2,-2.160025119781494,-0.15532786026597023
w128,67,chain-623649-d1,1,one_shot,wrong,after_layer,3,-3.913280487060547,-0.14374432805925608
w128,67,chain-623649-d1,1,one_shot,wrong,after_layer,4,-6.609146595001221,-0.3593243893701583
w128,67,chain-623649-d1,1,one_shot,wrong,after_layer,5,-6.85144567489624,-0.3632601610152051
w128,67,chain-728378-d2,2,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-728378-d2,2,one_shot,wrong,after_pra,0,0.3772836923599243,0.016739554703235626
w128,67,chain-728378-d2,2,one_shot,wrong,after_layer,0,0.18571209907531738,0.021781619638204575
w128,67,chain-728378-d2,2,one_shot,wrong,after_layer,1,-0.8164269924163818,0.014070428907871246
w128,67,chain-728378-d2,2,one_shot,wrong,after_layer,2,0.00632476806640625,0.00022701919078826904
w128,67,chain-728378-d2,2,one_shot,wrong,after_layer,3,-0.16649866104125977,0.003988303244113922
w128,67,chain-728378-d2,2,one_shot,wrong,after_layer,4,-0.03956151008605957,0.0006297379732131958
w128,67,chain-728378-d2,2,one_shot,wrong,after_layer,5,0.30093860626220703,0.010194037109613419
w128,67,chain-833107-d1,1,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-833107-d1,1,one_shot,wrong,after_pra,0,-1.8727959394454956,-0.046165067702531815
w128,67,chain-833107-d1,1,one_shot,wrong,after_layer,0,-2.7881405353546143,-0.0780497957020998
w128,67,chain-833107-d1,1,one_shot,wrong,after_layer,1,-3.9135658740997314,-0.1080215098336339
w128,67,chain-833107-d1,1,one_shot,wrong,after_layer,2,-4.832513332366943,-0.14073000731877983
w128,67,chain-833107-d1,1,one_shot,wrong,after_layer,3,-5.299983739852905,-0.05266223321086727
w128,67,chain-833107-d1,1,one_shot,wrong,after_layer,4,-4.812058448791504,-0.02814765676157549
w128,67,chain-833107-d1,1,one_shot,wrong,after_layer,5,-4.543848991394043,-0.023054322198731825
w128,67,chain-937836-d1,1,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-937836-d1,1,one_shot,wrong,after_pra,0,-0.3345038890838623,-0.000868597999215126
w128,67,chain-937836-d1,1,one_shot,wrong,after_layer,0,-0.3038065433502197,0.0009461557492613792
w128,67,chain-937836-d1,1,one_shot,wrong,after_layer,1,-1.4036109447479248,-0.011636756360530853
w128,67,chain-937836-d1,1,one_shot,wrong,after_layer,2,-0.5499167442321777,0.0010433066636323929
w128,67,chain-937836-d1,1,one_shot,wrong,after_layer,3,0.9447200298309326,0.016757097095251083
w128,67,chain-937836-d1,1,one_shot,wrong,after_layer,4,0.6607704162597656,0.033308036625385284
w128,67,chain-937836-d1,1,one_shot,wrong,after_layer,5,0.9680321216583252,0.07243906706571579
w128,67,chain-1042565-d1,1,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-1042565-d1,1,one_shot,wrong,after_pra,0,0.7217807769775391,0.01881241798400879
w128,67,chain-1042565-d1,1,one_shot,wrong,after_layer,0,0.7537150382995605,0.033530086278915405
w128,67,chain-1042565-d1,1,one_shot,wrong,after_layer,1,1.9135773181915283,0.1439047958701849
w128,67,chain-1042565-d1,1,one_shot,wrong,after_layer,2,4.2293548583984375,0.13240055553615093
w128,67,chain-1042565-d1,1,one_shot,wrong,after_layer,3,5.521337985992432,0.15223600753233768
w128,67,chain-1042565-d1,1,one_shot,wrong,after_layer,4,5.99512243270874,0.12520215974655002
w128,67,chain-1042565-d1,1,one_shot,wrong,after_layer,5,5.720759391784668,0.0867306343279779
w128,67,chain-1147294-d2,2,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-1147294-d2,2,one_shot,wrong,after_pra,0,0.31496548652648926,0.005474306643009186
w128,67,chain-1147294-d2,2,one_shot,wrong,after_layer,0,0.1383662223815918,0.008100347593426704
w128,67,chain-1147294-d2,2,one_shot,wrong,after_layer,1,-2.6453866958618164,-0.05567265301942825
w128,67,chain-1147294-d2,2,one_shot,wrong,after_layer,2,-1.9580507278442383,-0.031465633772313595
w128,67,chain-1147294-d2,2,one_shot,wrong,after_layer,3,-0.8160221576690674,-0.0233337190002203
w128,67,chain-1147294-d2,2,one_shot,wrong,after_layer,4,-0.25011181831359863,-0.010354308411478996
w128,67,chain-1147294-d2,2,one_shot,wrong,after_layer,5,0.5238907337188721,-0.004379363730549812
w128,67,chain-1252023-d4,4,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-1252023-d4,4,one_shot,wrong,after_pra,0,-2.198573112487793,-0.2857844978570938
w128,67,chain-1252023-d4,4,one_shot,wrong,after_layer,0,-2.582353115081787,-0.24306856095790863
w128,67,chain-1252023-d4,4,one_shot,wrong,after_layer,1,-2.2654247283935547,-0.036891466937959194
w128,67,chain-1252023-d4,4,one_shot,wrong,after_layer,2,-1.5901687145233154,-0.016143962740898132
w128,67,chain-1252023-d4,4,one_shot,wrong,after_layer,3,-0.18577146530151367,0.007656375877559185
w128,67,chain-1252023-d4,4,one_shot,wrong,after_layer,4,-0.035881996154785156,0.005896134302020073
w128,67,chain-1252023-d4,4,one_shot,wrong,after_layer,5,-0.40851640701293945,0.0007514983881264925
w128,67,chain-1356752-d1,1,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-1356752-d1,1,one_shot,wrong,after_pra,0,0.9446263313293457,0.028062017634510994
w128,67,chain-1356752-d1,1,one_shot,wrong,after_layer,0,1.2477792501449585,0.030066614970564842
w128,67,chain-1356752-d1,1,one_shot,wrong,after_layer,1,0.35783934593200684,0.00691261887550354
w128,67,chain-1356752-d1,1,one_shot,wrong,after_layer,2,-1.5184898376464844,-0.050575125962495804
w128,67,chain-1356752-d1,1,one_shot,wrong,after_layer,3,-3.720468759536743,-0.1594825480133295
w128,67,chain-1356752-d1,1,one_shot,wrong,after_layer,4,-5.028626203536987,-0.17014711222145706
w128,67,chain-1356752-d1,1,one_shot,wrong,after_layer,5,-5.0608861446380615,-0.13980880950111896
w128,67,chain-1461481-d2,2,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-1461481-d2,2,one_shot,wrong,after_pra,0,-1.3472607135772705,-0.10736062377691269
w128,67,chain-1461481-d2,2,one_shot,wrong,after_layer,0,-2.0300536155700684,-0.13494932278990746
w128,67,chain-1461481-d2,2,one_shot,wrong,after_layer,1,-2.3682236671447754,-0.19459620863199234
w128,67,chain-1461481-d2,2,one_shot,wrong,after_layer,2,-3.1466689109802246,-0.5007962733507156
w128,67,chain-1461481-d2,2,one_shot,wrong,after_layer,3,-4.585076808929443,-0.6619954332709312
w128,67,chain-1461481-d2,2,one_shot,wrong,after_layer,4,-6.094521522521973,-0.8520295694470406
w128,67,chain-1461481-d2,2,one_shot,wrong,after_layer,5,-6.281614542007446,-0.8696458637714386
w128,67,chain-1566210-d2,2,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-1566210-d2,2,one_shot,wrong,after_pra,0,-1.5012807846069336,-0.02841046266257763
w128,67,chain-1566210-d2,2,one_shot,wrong,after_layer,0,-2.0101280212402344,-0.03126036236062646
w128,67,chain-1566210-d2,2,one_shot,wrong,after_layer,1,-3.741865873336792,-0.1214776448905468
w128,67,chain-1566210-d2,2,one_shot,wrong,after_layer,2,-2.9151248931884766,-0.09078200720250607
w128,67,chain-1566210-d2,2,one_shot,wrong,after_layer,3,-2.961495876312256,-0.11385011486709118
w128,67,chain-1566210-d2,2,one_shot,wrong,after_layer,4,-2.1482973098754883,-0.12242410518229008
w128,67,chain-1566210-d2,2,one_shot,wrong,after_layer,5,-1.7804100513458252,-0.14150560647249222
w128,67,chain-1670939-d1,1,one_shot,wrong,input,-1,0.0,0.0
w128,67,chain-1670939-d1,1,one_shot,wrong,after_pra,0,-0.5792334079742432,-0.02022455632686615
w128,67,chain-1670939-d1,1,one_shot,wrong,after_layer,0,-1.089372158050537,-0.02303391322493553
w128,67,chain-1670939-d1,1,one_shot,wrong,after_layer,1,-1.893103837966919,-0.1093917116522789
w128,67,chain-1670939-d1,1,one_shot,wrong,after_layer,2,-2.4835686683654785,-0.05072139482945204
w128,67,chain-1670939-d1,1,one_shot,wrong,after_layer,3,-2.853398561477661,-0.07062941091135144
w128,67,chain-1670939-d1,1,one_shot,wrong,after_layer,4,-2.549002170562744,-0.0630792691372335
w128,67,chain-1670939-d1,1,one_shot,wrong,after_layer,5,-2.548513412475586,-0.06989060109481215
w128,67,chain-100004-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-100004-d1,1,one_shot,shuffle,after_pra,0,-0.6380054950714111,-0.05985706299543381
w128,67,chain-100004-d1,1,one_shot,shuffle,after_layer,0,-1.0811076164245605,-0.07850351929664612
w128,67,chain-100004-d1,1,one_shot,shuffle,after_layer,1,-0.8425323963165283,-0.10022945329546928
w128,67,chain-100004-d1,1,one_shot,shuffle,after_layer,2,-3.055114269256592,-0.3370258994400501
w128,67,chain-100004-d1,1,one_shot,shuffle,after_layer,3,-5.290081024169922,-0.3342257672920823
w128,67,chain-100004-d1,1,one_shot,shuffle,after_layer,4,-7.873641014099121,-0.6325391987338662
w128,67,chain-100004-d1,1,one_shot,shuffle,after_layer,5,-8.227260112762451,-0.7046407735906541
w128,67,chain-204733-d3,3,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-204733-d3,3,one_shot,shuffle,after_pra,0,0.5907467603683472,0.02502766251564026
w128,67,chain-204733-d3,3,one_shot,shuffle,after_layer,0,0.1068117618560791,0.01375165581703186
w128,67,chain-204733-d3,3,one_shot,shuffle,after_layer,1,0.15209722518920898,0.020215928554534912
w128,67,chain-204733-d3,3,one_shot,shuffle,after_layer,2,-0.03242349624633789,0.004199795424938202
w128,67,chain-204733-d3,3,one_shot,shuffle,after_layer,3,0.05614113807678223,-0.0005312860012054443
w128,67,chain-204733-d3,3,one_shot,shuffle,after_layer,4,0.623847484588623,0.009616986848413944
w128,67,chain-204733-d3,3,one_shot,shuffle,after_layer,5,0.6039667129516602,0.005443296395242214
w128,67,chain-309462-d4,4,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-309462-d4,4,one_shot,shuffle,after_pra,0,0.822745680809021,0.2070247232913971
w128,67,chain-309462-d4,4,one_shot,shuffle,after_layer,0,1.6963551044464111,0.344157874584198
w128,67,chain-309462-d4,4,one_shot,shuffle,after_layer,1,2.485431432723999,0.1772414818406105
w128,67,chain-309462-d4,4,one_shot,shuffle,after_layer,2,3.193387269973755,0.10969538381323218
w128,67,chain-309462-d4,4,one_shot,shuffle,after_layer,3,0.9159936904907227,0.004348330898210406
w128,67,chain-309462-d4,4,one_shot,shuffle,after_layer,4,0.7913804054260254,0.0022460598265752196
w128,67,chain-309462-d4,4,one_shot,shuffle,after_layer,5,0.17831993103027344,0.00044033711310476065
w128,67,chain-414191-d2,2,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-414191-d2,2,one_shot,shuffle,after_pra,0,0.06863367557525635,-0.007947839796543121
w128,67,chain-414191-d2,2,one_shot,shuffle,after_layer,0,-0.3777177333831787,-0.03542402386665344
w128,67,chain-414191-d2,2,one_shot,shuffle,after_layer,1,1.2022652626037598,0.2013264000415802
w128,67,chain-414191-d2,2,one_shot,shuffle,after_layer,2,2.274346351623535,0.420108437538147
w128,67,chain-414191-d2,2,one_shot,shuffle,after_layer,3,4.9416399002075195,0.7413606755435467
w128,67,chain-414191-d2,2,one_shot,shuffle,after_layer,4,4.655302047729492,0.804696649312973
w128,67,chain-414191-d2,2,one_shot,shuffle,after_layer,5,4.670708894729614,0.8023412972688675
w128,67,chain-518920-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-518920-d1,1,one_shot,shuffle,after_pra,0,1.785032033920288,0.2316337674856186
w128,67,chain-518920-d1,1,one_shot,shuffle,after_layer,0,2.2272064685821533,0.2842636853456497
w128,67,chain-518920-d1,1,one_shot,shuffle,after_layer,1,1.2155778408050537,0.29914575815200806
w128,67,chain-518920-d1,1,one_shot,shuffle,after_layer,2,3.5801727771759033,0.5841910541057587
w128,67,chain-518920-d1,1,one_shot,shuffle,after_layer,3,1.9655394554138184,0.48814117908477783
w128,67,chain-518920-d1,1,one_shot,shuffle,after_layer,4,0.3934307098388672,0.20411774516105652
w128,67,chain-518920-d1,1,one_shot,shuffle,after_layer,5,0.8900856971740723,0.29830461740493774
w128,67,chain-623649-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-623649-d1,1,one_shot,shuffle,after_pra,0,0.703732967376709,0.08973060548305511
w128,67,chain-623649-d1,1,one_shot,shuffle,after_layer,0,0.356795072555542,0.065210722386837
w128,67,chain-623649-d1,1,one_shot,shuffle,after_layer,1,-1.1905176639556885,-0.01111893355846405
w128,67,chain-623649-d1,1,one_shot,shuffle,after_layer,2,-1.0342655181884766,0.003313317894935608
w128,67,chain-623649-d1,1,one_shot,shuffle,after_layer,3,-1.0032219886779785,-0.04117746651172638
w128,67,chain-623649-d1,1,one_shot,shuffle,after_layer,4,-2.6970067024230957,-0.2789961099624634
w128,67,chain-623649-d1,1,one_shot,shuffle,after_layer,5,-2.876504898071289,-0.28640560805797577
w128,67,chain-728378-d2,2,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-728378-d2,2,one_shot,shuffle,after_pra,0,1.2428994178771973,0.06147589534521103
w128,67,chain-728378-d2,2,one_shot,shuffle,after_layer,0,1.151047945022583,0.07321649417281151
w128,67,chain-728378-d2,2,one_shot,shuffle,after_layer,1,0.19356203079223633,0.12527425587177277
w128,67,chain-728378-d2,2,one_shot,shuffle,after_layer,2,0.13407087326049805,0.10324913263320923
w128,67,chain-728378-d2,2,one_shot,shuffle,after_layer,3,0.4628453254699707,0.09070368111133575
w128,67,chain-728378-d2,2,one_shot,shuffle,after_layer,4,0.5732793807983398,0.029447808861732483
w128,67,chain-728378-d2,2,one_shot,shuffle,after_layer,5,0.9519057273864746,0.040478065609931946
w128,67,chain-833107-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-833107-d1,1,one_shot,shuffle,after_pra,0,-1.8727957010269165,-0.04616506490856409
w128,67,chain-833107-d1,1,one_shot,shuffle,after_layer,0,-2.788140058517456,-0.07804979104548693
w128,67,chain-833107-d1,1,one_shot,shuffle,after_layer,1,-3.9135658740997314,-0.1080215098336339
w128,67,chain-833107-d1,1,one_shot,shuffle,after_layer,2,-4.832512855529785,-0.14073000592179596
w128,67,chain-833107-d1,1,one_shot,shuffle,after_layer,3,-5.299983739852905,-0.05266223321086727
w128,67,chain-833107-d1,1,one_shot,shuffle,after_layer,4,-4.812058448791504,-0.02814765676157549
w128,67,chain-833107-d1,1,one_shot,shuffle,after_layer,5,-4.543848991394043,-0.023054322198731825
w128,67,chain-937836-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-937836-d1,1,one_shot,shuffle,after_pra,0,0.248795747756958,0.0008554719388484955
w128,67,chain-937836-d1,1,one_shot,shuffle,after_layer,0,0.32769036293029785,0.002753731794655323
w128,67,chain-937836-d1,1,one_shot,shuffle,after_layer,1,-0.79132080078125,-0.0035985615104436874
w128,67,chain-937836-d1,1,one_shot,shuffle,after_layer,2,-1.7316131591796875,-0.011768529191613197
w128,67,chain-937836-d1,1,one_shot,shuffle,after_layer,3,-0.4614450931549072,-0.002182217314839363
w128,67,chain-937836-d1,1,one_shot,shuffle,after_layer,4,-0.8702149391174316,-0.005978170782327652
w128,67,chain-937836-d1,1,one_shot,shuffle,after_layer,5,-0.898566484451294,-0.008346088230609894
w128,67,chain-1042565-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-1042565-d1,1,one_shot,shuffle,after_pra,0,0.7217807769775391,0.01881241798400879
w128,67,chain-1042565-d1,1,one_shot,shuffle,after_layer,0,0.7537150382995605,0.033530086278915405
w128,67,chain-1042565-d1,1,one_shot,shuffle,after_layer,1,1.9135773181915283,0.1439047958701849
w128,67,chain-1042565-d1,1,one_shot,shuffle,after_layer,2,4.2293548583984375,0.13240055553615093
w128,67,chain-1042565-d1,1,one_shot,shuffle,after_layer,3,5.521337985992432,0.15223600753233768
w128,67,chain-1042565-d1,1,one_shot,shuffle,after_layer,4,5.99512243270874,0.12520215974655002
w128,67,chain-1042565-d1,1,one_shot,shuffle,after_layer,5,5.720759391784668,0.0867306343279779
w128,67,chain-1147294-d2,2,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-1147294-d2,2,one_shot,shuffle,after_pra,0,4.209840297698975,0.5049306116998196
w128,67,chain-1147294-d2,2,one_shot,shuffle,after_layer,0,4.642437934875488,0.6212647091597319
w128,67,chain-1147294-d2,2,one_shot,shuffle,after_layer,1,2.8434815406799316,0.6190354228019714
w128,67,chain-1147294-d2,2,one_shot,shuffle,after_layer,2,3.159554958343506,0.6319560296833515
w128,67,chain-1147294-d2,2,one_shot,shuffle,after_layer,3,3.4879367351531982,0.6617051921784878
w128,67,chain-1147294-d2,2,one_shot,shuffle,after_layer,4,3.6009387969970703,0.5097897537052631
w128,67,chain-1147294-d2,2,one_shot,shuffle,after_layer,5,3.699824094772339,0.4534642659127712
w128,67,chain-1252023-d4,4,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-1252023-d4,4,one_shot,shuffle,after_pra,0,-0.40134966373443604,0.11570578813552856
w128,67,chain-1252023-d4,4,one_shot,shuffle,after_layer,0,0.06793332099914551,0.19739162921905518
w128,67,chain-1252023-d4,4,one_shot,shuffle,after_layer,1,1.1427783966064453,0.22581396996974945
w128,67,chain-1252023-d4,4,one_shot,shuffle,after_layer,2,1.5096938610076904,0.14486070536077023
w128,67,chain-1252023-d4,4,one_shot,shuffle,after_layer,3,0.18367409706115723,0.015679421834647655
w128,67,chain-1252023-d4,4,one_shot,shuffle,after_layer,4,0.8299949169158936,0.015852111391723156
w128,67,chain-1252023-d4,4,one_shot,shuffle,after_layer,5,0.5290737152099609,0.004163179779425263
w128,67,chain-1356752-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-1356752-d1,1,one_shot,shuffle,after_pra,0,0.4057424068450928,0.011053601279854774
w128,67,chain-1356752-d1,1,one_shot,shuffle,after_layer,0,0.6680400371551514,0.014705410227179527
w128,67,chain-1356752-d1,1,one_shot,shuffle,after_layer,1,-0.22301197052001953,-0.007210992276668549
w128,67,chain-1356752-d1,1,one_shot,shuffle,after_layer,2,-1.803694725036621,-0.06025415286421776
w128,67,chain-1356752-d1,1,one_shot,shuffle,after_layer,3,-3.890977144241333,-0.1614115945994854
w128,67,chain-1356752-d1,1,one_shot,shuffle,after_layer,4,-5.1175572872161865,-0.1703935320256278
w128,67,chain-1356752-d1,1,one_shot,shuffle,after_layer,5,-5.177306413650513,-0.14000079547986388
w128,67,chain-1461481-d2,2,one_shot,shuffle,input,-1,0.0,0.0
w128,67,chain-1461481-d2,2,one_shot,shuffle,after_pra,0,-0.3504319190979004,-0.016664773225784302
