condition,stratum,queries,top1,recall_at_3,recall_at_5,mean_rank
manual_embedding,H0,18,0.9444444444444444,1.0,1.0,1.1111111111111112
manual_embedding,H1,18,0.7777777777777778,0.8333333333333334,0.8333333333333334,2.2222222222222223
manual_embedding,H2,18,0.7222222222222222,0.7777777777777778,0.8333333333333334,2.5
manual_embedding,H3,18,0.6111111111111112,0.8333333333333334,0.8333333333333334,2.7777777777777777
manual_embedding,H4,18,0.4444444444444444,0.7222222222222222,0.8333333333333334,2.6666666666666665
manual_embedding,H5,54,0.37037037037037035,0.6111111111111112,0.7592592592592593,4.185185185185185
manual_embedding,multilingual,54,0.37037037037037035,0.6111111111111112,0.7592592592592593,4.185185185185185
manual_hybrid,all,144,0.8055555555555556,0.9097222222222222,0.9583333333333334,1.6388888888888888
manual_hybrid,H0,18,0.8888888888888888,0.9444444444444444,1.0,1.2222222222222223
manual_hybrid,H1,18,0.7777777777777778,0.8888888888888888,0.9444444444444444,1.8333333333333333
manual_hybrid,H2,18,0.7222222222222222,0.8888888888888888,0.9444444444444444,2.0
manual_hybrid,H3,18,0.5555555555555556,0.7777777777777778,0.8888888888888888,2.6666666666666665
manual_hybrid,H4,18,0.5,0.7777777777777778,0.8888888888888888,2.388888888888889
manual_hybrid,H5,54,1.0,1.0,1.0,1.0
manual_hybrid,multilingual,54,1.0,1.0,1.0,1.0
manual_lexical,all,144,0.3541666666666667,0.4861111111111111,0.5625,6.013888888888889
manual_lexical,H0,18,0.8888888888888888,0.9444444444444444,1.0,1.2777777777777777
manual_lexical,H1,18,0.4444444444444444,0.5555555555555556,0.6111111111111112,4.444444444444445
manual_lexical,H2,18,0.2777777777777778,0.3333333333333333,0.4444444444444444,7.055555555555555
manual_lexical,H3,18,0.2222222222222222,0.4444444444444444,0.5555555555555556,6.388888888888889
manual_lexical,H4,18,0.2777777777777778,0.4444444444444444,0.5555555555555556,6.611111111111111
manual_lexical,H5,54,0.24074074074074073,0.3888888888888889,0.4444444444444444,7.444444444444445
manual_lexical,multilingual,54,0.24074074074074073,0.3888888888888889,0.4444444444444444,7.444444444444445
manual_python_only,all,144,0.7916666666666666,0.8819444444444444,0.9097222222222222,2.1527777777777777
manual_python_only,H0,18,0.8888888888888888,1.0,1.0,1.1666666666666667
manual_python_only,H1,18,0.7777777777777778,0.9444444444444444,0.9444444444444444,1.6111111111111112
manual_python_only,H2,18,0.6111111111111112,0.7222222222222222,0.7777777777777778,3.7777777777777777
manual_python_only,H3,18,0.5555555555555556,0.6666666666666666,0.6666666666666666,4.555555555555555
manual_python_only,H4,18,0.5,0.7222222222222222,0.8888888888888888,3.111111111111111
manual_python_only,H5,54,1.0,1.0,1.0,1.0
manual_python_only,multilingual,54,1.0,1.0,1.0,1.0
