variant,dataset,condition,seeds,examples_per_seed,active_kv_tokens_across_layers_mean,active_kv_tokens_across_layers_std,active_kv_tokens_across_layers_ci95,checkpoint_bytes_mean,checkpoint_bytes_std,checkpoint_bytes_ci95,cpu_detail_kv_bytes_mean,cpu_detail_kv_bytes_std,cpu_detail_kv_bytes_ci95,direct_sequence_benefit_mean,direct_sequence_benefit_std,direct_sequence_benefit_ci95,em_mean,em_std,em_ci95,examples_mean,examples_std,examples_ci95,f1_mean,f1_std,f1_ci95,full_sequence_benefit_mean,full_sequence_benefit_std,full_sequence_benefit_ci95,generation_seconds_mean,generation_seconds_std,generation_seconds_ci95,gold_first_token_margin_mean,gold_first_token_margin_std,gold_first_token_margin_ci95,gold_first_token_margin_delta_vs_none_mean,gold_first_token_margin_delta_vs_none_std,gold_first_token_margin_delta_vs_none_ci95,gold_first_token_probability_mean,gold_first_token_probability_std,gold_first_token_probability_ci95,gold_first_token_rank_mean,gold_first_token_rank_std,gold_first_token_rank_ci95,gold_first_token_rank_delta_vs_none_mean,gold_first_token_rank_delta_vs_none_std,gold_first_token_rank_delta_vs_none_ci95,gold_mean_logprob_delta_vs_none_mean,gold_mean_logprob_delta_vs_none_std,gold_mean_logprob_delta_vs_none_ci95,gold_mean_token_logprob_mean,gold_mean_token_logprob_std,gold_mean_token_logprob_ci95,gold_sequence_logprob_mean,gold_sequence_logprob_std,gold_sequence_logprob_ci95,gold_sequence_logprob_delta_vs_none_mean,gold_sequence_logprob_delta_vs_none_std,gold_sequence_logprob_delta_vs_none_ci95,gpu_materialized_kv_bytes_mean,gpu_materialized_kv_bytes_std,gpu_materialized_kv_bytes_ci95,kv_transfer_bytes_mean,kv_transfer_bytes_std,kv_transfer_bytes_ci95,materialized_native_kv_fraction_mean,materialized_native_kv_fraction_std,materialized_native_kv_fraction_ci95,materialized_native_kv_tokens_mean,materialized_native_kv_tokens_std,materialized_native_kv_tokens_ci95,memory_use_parameter_percent_mean,memory_use_parameter_percent_std,memory_use_parameter_percent_ci95,memory_use_parameters_mean,memory_use_parameters_std,memory_use_parameters_ci95,peak_gpu_bytes_mean,peak_gpu_bytes_std,peak_gpu_bytes_ci95,rho_direct_mean,rho_direct_std,rho_direct_ci95,rho_full_mean,rho_full_std,rho_full_ci95,routing_index_bytes_mean,routing_index_bytes_std,routing_index_bytes_ci95,routing_index_over_detail_kv_mean,routing_index_over_detail_kv_std,routing_index_over_detail_kv_ci95,selected_chunk_fraction_mean,selected_chunk_fraction_std,selected_chunk_fraction_ci95,teacher_forced_seconds_mean,teacher_forced_seconds_std,teacher_forced_seconds_ci95,total_pra_parameter_percent_mean,total_pra_parameter_percent_std,total_pra_parameter_percent_ci95,total_pra_parameters_mean,total_pra_parameters_std,total_pra_parameters_ci95,rho_direct_cohort,rho_full_cohort
lora_o_r4,qasper,oracle,5,8,2688.0,0.0,0.0,698881.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.18232142857142858,0.006388765649999401,0.007931428571428574,,,,1.1673448000001372,0.043736308803499206,0.05429709403301233,-2.520703125,0.29907089046239965,0.3712860254149852,5.514453125,0.29907089046239965,0.3712860254149852,0.15533570317202247,0.029354836347255164,0.036443000177076676,5.9,0.5687156583038663,0.7060405512433403,-26.475,0.5687156583038663,0.7060405512433403,5.160456846654415,0.20504963508581778,0.25456193314600767,-3.337754000723362,0.20504963508581778,0.25456193314600767,-3.337754000723362,0.20504963508581778,0.25456193314600767,5.160456846654415,0.20504963508581778,0.25456193314600767,11010048.0,0.0,0.0,11010048.0,0.0,0.0,0.04698598596734565,0.0,0.0,192.0,0.0,0.0,0.028862012094557448,0.0,0.0,172032.0,0.0,0.0,1260053312.0,33412.260264759105,41480.149721870424,3.095849234936461,1.187209826313884,1.4738793771074659,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.046807750699005383,0.0,0.0,0.19941167250362923,0.001954669018267775,0.002426653057649207,0.07284222100054975,0.0,0.0,434176.0,0.0,0.0,,
lora_o_r4,qasper,routed,5,8,1344.0,0.0,0.0,698881.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.16422619047619047,0.031919833638013505,0.03962735438758986,,,,1.0901220600033412,0.046575825305606215,0.057822254220075475,-2.262109375,0.19719019287978992,0.2448047111905605,5.773046875,0.19719019287978992,0.2448047111905605,0.11389813908317592,0.02323158701232816,0.028841200802102642,4.0,0.29315098498896436,0.36393667031504257,-28.375,0.29315098498896436,0.36393667031504257,5.541616304218769,0.13134087258449884,0.16305508864817284,-2.956594543159008,0.13134087258449884,0.16305508864817284,-2.956594543159008,0.13134087258449884,0.16305508864817284,5.541616304218769,0.13134087258449884,0.16305508864817284,5505024.0,0.0,0.0,5505024.0,0.0,0.0,0.025063095440751127,0.0,0.0,96.0,0.0,0.0,0.028862012094557448,0.0,0.0,172032.0,0.0,0.0,1258215065.6,55821.2938295056,69300.17925661302,4.64190807711149,1.5215165525916616,1.8889094573578766,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.024974791611015013,0.0,0.0,0.19405601500620834,0.0052545483105059234,0.0065233375088507625,0.07284222100054975,0.0,0.0,434176.0,0.0,0.0,,
lora_o_r8,hotpotqa,oracle,5,8,2339.75,0.0,0.0,1387009.0,0.0,0.0,86345728.0,0.0,0.0,15.940882124006748,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.18281746031746032,0.048166618608203635,0.05979716833379939,13.488338217139244,0.0,0.0,1.2010490274973562,0.004653884897101488,0.005777634939702966,-4.5515625,1.3315613933165615,1.6530867867352759,1.9611328125,1.3315613933165615,1.6530867867352759,0.30089170294313733,0.04337810683849842,0.0538523988516279,85.025,55.64082640022522,69.07613527014955,29.4,55.64082640022522,69.07613527014955,3.2906820585405514,0.32012451878634773,0.3974233668622826,-3.0810374806249454,0.32012451878634773,0.3974233668622826,-9.134498699507095,0.8795122643506093,1.0918836414656898,11.05746878782811,0.8795122643506093,1.0918836414656898,9583616.0,0.0,0.0,9583616.0,0.0,0.0,0.11386086469055563,0.0,0.0,167.125,0.0,0.0,0.057724024189114896,0.0,0.0,344064.0,0.0,0.0,1262965376.0,0.0,0.0,0.7159229097527208,0.054479181237019045,0.06763399352602154,0.8948101282048398,0.06405871962592571,0.07952665458784627,24384.0,0.0,0.0,0.0002824712019443792,0.0,0.0,0.1128860305850932,0.0,0.0,0.23097946750058326,0.0007129765544619656,0.0008851353961964255,0.1017042330951072,0.0,0.0,606208.0,0.0,0.0,0.6936547615000374,0.8197799172753322
lora_o_r8,hotpotqa,routed,5,8,1328.25,0.0,0.0,1387009.0,0.0,0.0,86345728.0,0.0,0.0,15.940882124006748,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.03111111111111111,0.020637972912229678,0.025621319826067305,13.488338217139244,0.0,0.0,1.1679560649950873,0.009027513174479994,0.011207341111506444,-8.9552734375,0.2506984490814137,0.3112333353246949,-2.442578125,0.2506984490814137,0.3112333353246949,0.15084225091837497,0.03330447701425321,0.041346340595128706,329.475,125.92785012657049,156.33501104122516,273.85,125.92785012657049,156.33501104122516,-1.028234389424324,0.09020766368157652,0.11198965187992813,-7.399953928589821,0.09020766368157652,0.11198965187992813,-27.1713809132576,0.4063735465957895,0.5044985110923434,-6.979413425922393,0.4063735465957895,0.5044985110923434,5440512.0,0.0,0.0,5440512.0,0.0,0.0,0.06558234608073421,0.0,0.0,94.875,0.0,0.0,0.057724024189114896,0.0,0.0,344064.0,0.0,0.0,1261538752.0,0.0,0.0,-0.47238523203283067,0.017479462510190537,0.021700139895811144,-0.44583008044555167,0.013117946624025854,0.016285470833052613,24384.0,0.0,0.0,0.0002824712019443792,0.0,0.0,0.06598299138269585,0.0,0.0,0.22755104000243592,0.002912652948570384,0.003615956521264634,0.1017042330951072,0.0,0.0,606208.0,0.0,0.0,-0.4378310667896787,-0.5174405707779371
lora_o_r8,qasper,oracle,5,8,2688.0,0.0,0.0,1387009.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.16023809523809524,0.05636782193065783,0.06997867473352376,,,,1.2242855749980663,0.026439980543391476,0.03282430888819507,-2.5611328125,0.2967782917114261,0.36843984444162375,5.4740234375,0.2967782917114261,0.36843984444162375,0.18717529940186067,0.05136970008030757,0.06377368168492865,6.05,1.5375508121684955,1.908815428479139,-26.325,1.5375508121684955,1.908815428479139,5.176583638787269,0.21310933250257316,0.26456776492484724,-3.3216272085905074,0.21310933250257316,0.26456776492484724,-3.3216272085905074,0.21310933250257316,0.26456776492484724,5.176583638787269,0.21310933250257316,0.26456776492484724,11010048.0,0.0,0.0,11010048.0,0.0,0.0,0.04698598596734565,0.0,0.0,192.0,0.0,0.0,0.057724024189114896,0.0,0.0,344064.0,0.0,0.0,1260097280.0,0.0,0.0,1.9609237241737028,0.7322237627959163,0.9090301305572248,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.046807750699005383,0.0,0.0,0.19855116499820724,0.0005450886331349888,0.0006767084278335053,0.1017042330951072,0.0,0.0,606208.0,0.0,0.0,,
lora_o_r8,qasper,routed,5,8,1344.0,0.0,0.0,1387009.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.13535714285714287,0.04052069944279508,0.050305027747399825,,,,1.1600873925053747,0.01244063967138887,0.015444617996985177,-2.20859375,0.3835253248544188,0.47613324483377284,5.8265625,0.3835253248544188,0.47613324483377284,0.1406215441355016,0.05195493805897867,0.06450023411765367,3.85,0.6869315832017043,0.8528014774846487,-28.525,0.6869315832017043,0.8528014774846487,5.589049954712391,0.31371309239225537,0.38946380577152323,-2.909160892665386,0.31371309239225537,0.38946380577152323,-2.909160892665386,0.31371309239225537,0.38946380577152323,5.589049954712391,0.31371309239225537,0.38946380577152323,5505024.0,0.0,0.0,5505024.0,0.0,0.0,0.025063095440751127,0.0,0.0,96.0,0.0,0.0,0.057724024189114896,0.0,0.0,344064.0,0.0,0.0,1258285056.0,0.0,0.0,4.217937354119241,0.9459533818995629,1.1743679595507437,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.024974791611015013,0.0,0.0,0.19644050750066527,0.004821780401965075,0.005986071322760717,0.1017042330951072,0.0,0.0,606208.0,0.0,0.0,,
residual_16,hotpotqa,oracle,5,8,2339.75,0.0,0.0,1851189.0,0.0,0.0,86345728.0,0.0,0.0,15.940882124006748,0.0,0.0,0.25,0.0,0.0,8.0,0.0,0.0,0.3137878787878788,0.029107081994288294,0.036135421833861446,13.488338217139244,0.0,0.0,1.3209486849984386,0.027036044867543588,0.033564301849275086,-1.7796875,0.33282275833295333,0.4131877860731831,4.7330078125,0.33282275833295333,0.4131877860731831,0.4094152031002068,0.019923644543344176,0.024734506199657176,22.775,6.943634675009911,8.620279012885835,-32.85,6.943634675009911,8.620279012885835,4.189381500892341,0.15205586310382124,0.18877202313329378,-2.182338038273156,0.15205586310382124,0.18877202313329378,-5.714346998557448,0.24020522483371967,0.2982063653019996,14.477620488777756,0.24020522483371967,0.2982063653019996,9583616.0,0.0,0.0,9583616.0,0.0,0.0,0.11386086469055563,0.0,0.0,167.125,0.0,0.0,0.07700294633040132,0.0,0.0,458976.0,0.0,0.0,1262965376.0,0.0,0.0,0.9239958590209593,0.018534999129235348,0.023010551602410827,1.1539370239386055,0.02423708474404154,0.030089490984388303,24384.0,0.0,0.0,0.0002824712019443792,0.0,0.0,0.1128860305850932,0.0,0.0,0.2580152399968938,0.0018523233014213951,0.002299594438311872,0.12098315523639362,0.0,0.0,721120.0,0.0,0.0,0.908206984792558,1.073343525029752
residual_16,hotpotqa,routed,5,8,1328.25,0.0,0.0,1851189.0,0.0,0.0,86345728.0,0.0,0.0,15.940882124006748,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.02777777777777778,0.0,0.0,13.488338217139244,0.0,0.0,1.3198462749976898,0.021250519864078325,0.026381775391569898,-6.65859375,0.2187016024865291,0.2715103720511385,-0.1458984375,0.2187016024865291,0.2715103720511385,0.1184595757364832,0.014484209900416599,0.017981638791014908,121.875,13.564084008881691,16.839334755268688,66.25,13.564084008881691,16.839334755268688,1.1918205916881561,0.11788249795858428,0.14634698838580398,-5.179898947477341,0.11788249795858428,0.14634698838580398,-18.797071874141693,0.4214489826129025,0.5232141363795043,1.394895613193512,0.4214489826129025,0.5232141363795043,5440512.0,0.0,0.0,5440512.0,0.0,0.0,0.06558234608073421,0.0,0.0,94.875,0.0,0.0,0.07700294633040132,0.0,0.0,458976.0,0.0,0.0,1261538752.0,0.0,0.0,0.07504411277044486,0.030021264382459258,0.03727034721855397,0.17283707016410293,0.033717190499583584,0.04185870991788881,24384.0,0.0,0.0,0.0002824712019443792,0.0,0.0,0.06598299138269585,0.0,0.0,0.2529455225012498,0.0006923451043375642,0.0008595221741827653,0.12098315523639362,0.0,0.0,721120.0,0.0,0.0,0.08750429256940671,0.10341493449660523
residual_16,qasper,oracle,5,8,2688.0,0.0,0.0,1851189.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.15779761904761905,0.026087459737497556,0.032386666666666675,,,,1.3510884900038946,0.03952337890170107,0.04906688926058487,-2.5478515625,0.2764206689639339,0.34316656951631186,5.4873046875,0.2764206689639339,0.34316656951631186,0.09373493900202448,0.02339691084678794,0.02904644454651398,6.55,1.0810874155219827,1.3421321246434719,-25.825,1.0810874155219827,1.3421321246434719,5.066798141598701,0.22001206371434567,0.27313726372215397,-3.4314127057790755,0.22001206371434567,0.27313726372215397,-3.4314127057790755,0.22001206371434567,0.27313726372215397,5.066798141598701,0.22001206371434567,0.27313726372215397,11010048.0,0.0,0.0,11010048.0,0.0,0.0,0.04698598596734565,0.0,0.0,192.0,0.0,0.0,0.07700294633040132,0.0,0.0,458976.0,0.0,0.0,1260080588.8,16613.29549487398,20624.823913151584,4.286465838688298,1.015168143711835,1.2602956597478123,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.046807750699005383,0.0,0.0,0.22463591499690666,0.0027205364879157555,0.0033774506707521805,0.12098315523639362,0.0,0.0,721120.0,0.0,0.0,,
residual_16,qasper,routed,5,8,1344.0,0.0,0.0,1851189.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.20464285714285713,0.020237657558292464,0.025124342348767058,,,,1.2945248299991363,0.030889346763185752,0.03834804106021938,-2.846875,0.18476190865712824,0.2293754320500018,5.18828125,0.18476190865712824,0.2293754320500018,0.05556426079710945,0.010909380965464961,0.013543613997814417,4.425,0.2592055169165965,0.32179456179370086,-27.95,0.2592055169165965,0.32179456179370086,4.94229454100132,0.16289425469340693,0.20222750630976294,-3.5559163063764574,0.16289425469340693,0.20222750630976294,-3.5559163063764574,0.16289425469340693,0.20222750630976294,4.94229454100132,0.16289425469340693,0.20222750630976294,5505024.0,0.0,0.0,5505024.0,0.0,0.0,0.025063095440751127,0.0,0.0,96.0,0.0,0.0,0.07700294633040132,0.0,0.0,458976.0,0.0,0.0,1258262681.6,24115.50233356129,29938.550684321683,7.361340748638446,0.9681194940299471,1.2018864106412819,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.024974791611015013,0.0,0.0,0.217914107501565,0.001998798434532302,0.0024814381808131733,0.12098315523639362,0.0,0.0,721120.0,0.0,0.0,,
residual_32,hotpotqa,oracle,5,8,2339.75,0.0,0.0,3687093.0,0.0,0.0,86345728.0,0.0,0.0,15.940882124006748,0.0,0.0,0.25,0.125,0.15518311763848538,8.0,0.0,0.0,0.31352813852813854,0.12151046019194467,0.15085097630618435,13.488338217139244,0.0,0.0,1.3110265100040124,0.04687080005726364,0.058188455032770176,-2.6880859375,0.509453384827558,0.632468516392156,3.824609375,0.509453384827558,0.632468516392156,0.3908711239514219,0.03321494904999632,0.04123519476625502,35.775,17.602689780258018,21.853122231388355,-19.85,17.602689780258018,21.853122231388355,3.9716310158604755,0.31325430065473353,0.38889423191411987,-2.4000885233050213,0.31325430065473353,0.38889423191411987,-6.399533715192229,0.5154472226282402,0.6399096558843901,13.792433772142976,0.5154472226282402,0.6399096558843901,9583616.0,0.0,0.0,9583616.0,0.0,0.0,0.11386086469055563,0.0,0.0,167.125,0.0,0.0,0.15400589266080264,0.0,0.0,917952.0,0.0,0.0,1262965376.0,0.0,0.0,0.881035239642034,0.04792720398728142,0.05949994347553583,1.1009944361694766,0.05767457787588692,0.07160096642610997,24384.0,0.0,0.0,0.0002824712019443792,0.0,0.0,0.1128860305850932,0.0,0.0,0.25708775749953927,0.0018491077713671464,0.0022956024704824433,0.19798610156679494,0.0,0.0,1180096.0,0.0,0.0,0.8652239985748192,1.022545071906436
residual_32,hotpotqa,routed,5,8,1328.25,0.0,0.0,3687093.0,0.0,0.0,86345728.0,0.0,0.0,15.940882124006748,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.01666666666666667,0.015214515486254616,0.01888828757212806,13.488338217139244,0.0,0.0,1.3267197424938786,0.03789586231171942,0.04704638447305119,-7.85546875,0.30994592256480935,0.3847869965035495,-1.3427734375,0.30994592256480935,0.3847869965035495,0.11799635484410302,0.017419731782767085,0.021625986291808057,199.825,42.42959241496435,52.67485144867519,144.2,42.42959241496435,52.67485144867519,0.5400436282157898,0.15405050229688716,0.19124829776164484,-5.831675910949707,0.15405050229688716,0.19124829776164484,-21.152600967884062,0.6077110267537738,0.7544519340394849,-0.9606334805488587,0.6077110267537738,0.7544519340394849,5440512.0,0.0,0.0,5440512.0,0.0,0.0,0.06558234608073421,0.0,0.0,94.875,0.0,0.0,0.15400589266080264,0.0,0.0,917952.0,0.0,0.0,1261535577.6,7098.174187775332,8812.134399999997,-0.07701356415236738,0.03528805813346803,0.04380888701247745,-0.006966867979283736,0.03803529541400178,0.04721948578116465,24384.0,0.0,0.0,0.0002824712019443792,0.0,0.0,0.06598299138269585,0.0,0.0,0.2549118799943244,0.005459963774609886,0.006778353605897237,0.19798610156679494,0.0,0.0,1180096.0,0.0,0.0,-0.060262253561373366,-0.07121955759740731
residual_32,qasper,oracle,5,8,2688.0,0.0,0.0,3687093.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.09910714285714287,0.02370699651312813,0.029431405030015404,,,,1.3352660400050809,0.062983428491902,0.07819171834347169,-2.94921875,0.32062273586135576,0.3980418858939664,5.0859375,0.32062273586135576,0.3980418858939664,0.10708459241868695,0.030697609350843834,0.03811000578489814,9.125,1.0269797953221864,1.274959411118644,-23.25,1.0269797953221864,1.274959411118644,4.766575065255165,0.1997297871808893,0.24795752848001273,-3.731635782122612,0.1997297871808893,0.24795752848001273,-3.731635782122612,0.1997297871808893,0.24795752848001273,4.766575065255165,0.1997297871808893,0.24795752848001273,11010048.0,0.0,0.0,11010048.0,0.0,0.0,0.04698598596734565,0.0,0.0,192.0,0.0,0.0,0.15400589266080264,0.0,0.0,917952.0,0.0,0.0,1260059072.0,36640.181658938316,45487.50096539599,1.4462353110682074,1.5210859013493216,1.8883748189386669,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.046807750699005383,0.0,0.0,0.22804809999506687,0.007909523718430489,0.00981939639729271,0.19798610156679494,0.0,0.0,1180096.0,0.0,0.0,,
residual_32,qasper,routed,5,8,1344.0,0.0,0.0,3687093.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.17511904761904762,0.013335857541676207,0.016555999597600173,,,,1.303292857494671,0.04942473753849478,0.0613590788775,-2.648046875,0.2557974937095474,0.3175636204636674,5.387109375,0.2557974937095474,0.3175636204636674,0.07773482149350457,0.015260353749037824,0.018945194168334702,4.65,0.2053959590644373,0.2549918822237288,-27.725,0.2053959590644373,0.2549918822237288,5.107591965794564,0.15695452889575492,0.19485354497218393,-3.390618881583214,0.15695452889575492,0.19485354497218393,-3.390618881583214,0.15695452889575492,0.19485354497218393,5.107591965794564,0.15695452889575492,0.19485354497218393,5505024.0,0.0,0.0,5505024.0,0.0,0.0,0.025063095440751127,0.0,0.0,96.0,0.0,0.0,0.15400589266080264,0.0,0.0,917952.0,0.0,0.0,1258249984.0,17439.618344447794,21650.674760933838,6.032638792035271,1.4530696763682767,1.8039350601981934,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.024974791611015013,0.0,0.0,0.21783905249467353,0.0027153098384830477,0.0033709619687220123,0.19798610156679494,0.0,0.0,1180096.0,0.0,0.0,,
residual_64,hotpotqa,oracle,5,8,2339.75,0.0,0.0,7358965.0,0.0,0.0,86345728.0,0.0,0.0,15.940882124006748,0.0,0.0,0.05,0.06846531968814576,0.08499729407457626,8.0,0.0,0.0,0.29783549783549784,0.027513985635642932,0.034157648556796594,13.488338217139244,0.0,0.0,1.3406001274954178,0.06333635536338646,0.07862986468119453,-3.03125,0.9594782472403897,1.191158605704585,3.4814453125,0.9594782472403897,1.191158605704585,0.4141338275239601,0.05075308177447548,0.06300817167619278,37.9,29.396454930824568,36.49466818947666,-17.725,29.396454930824568,36.49466818947666,3.63034112324749,0.5191820309658884,0.6445462894973378,-2.741378415918007,0.5191820309658884,0.6445462894973378,-7.30814719919872,0.8843630420669149,1.0979057119375908,12.883820288136485,0.8843630420669149,1.0979057119375908,9583616.0,0.0,0.0,9583616.0,0.0,0.0,0.11386086469055563,0.0,0.0,167.125,0.0,0.0,0.3080117853216053,0.0,0.0,1835904.0,0.0,0.0,1262965376.0,0.0,0.0,0.8080796907425556,0.06780276488657996,0.08417475551686963,1.019618729885726,0.08279855414156288,0.10279150214117323,24384.0,0.0,0.0,0.0002824712019443792,0.0,0.0,0.1128860305850932,0.0,0.0,0.25840616500063335,0.001073246367219267,0.001332397738074117,0.3519919942275976,0.0,0.0,2098048.0,0.0,0.0,0.808225052284505,0.9551821789110674
residual_64,hotpotqa,routed,5,8,1328.25,0.0,0.0,7358965.0,0.0,0.0,86345728.0,0.0,0.0,15.940882124006748,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.02777777777777778,0.019641855032959656,0.024384674401742835,13.488338217139244,0.0,0.0,1.3187211550073699,0.052436008675650604,0.06509746642244903,-8.390625,0.46267682381143355,0.5743970558250437,-1.8779296875,0.46267682381143355,0.5743970558250437,0.15124423381519544,0.030628513873418237,0.03802422617208515,220.375,53.67727638395972,66.63845676484412,164.75,53.67727638395972,66.63845676484412,-0.06859205663204193,0.2597836201657892,0.3225122567099142,-6.440311595797539,0.2597836201657892,0.3225122567099142,-23.634751009941102,1.0971561537666177,1.3620808998220255,-3.442783522605896,1.0971561537666177,1.3620808998220255,5440512.0,0.0,0.0,5440512.0,0.0,0.0,0.06558234608073421,0.0,0.0,94.875,0.0,0.0,0.3080117853216053,0.0,0.0,1835904.0,0.0,0.0,1261529228.8,8693.452432721997,10792.616412413397,-0.21946919223540945,0.06515362672425493,0.08088594336419214,-0.17095756348244956,0.07217374235905466,0.08960117080731932,24384.0,0.0,0.0,0.0002824712019443792,0.0,0.0,0.06598299138269585,0.0,0.0,0.255257507499482,0.0025467689468001587,0.0031617243605546446,0.3519919942275976,0.0,0.0,2098048.0,0.0,0.0,-0.21597195787685497,-0.25524148840153266
residual_64,qasper,oracle,5,8,2688.0,0.0,0.0,7358965.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.09452380952380952,0.03169160761459221,0.039344019780863854,,,,1.3758208325030865,0.02164087515614428,0.026866387801245707,-3.373828125,0.6133004543917914,0.7613910124929433,4.661328125,0.6133004543917914,0.7613910124929433,0.12770960894590644,0.06898701632086264,0.08564496215398831,9.725,1.927190312345929,2.3925392076202217,-22.65,1.927190312345929,2.3925392076202217,4.458333510160446,0.46206126127513836,0.5736328565171739,-4.039877337217331,0.46206126127513836,0.5736328565171739,-4.039877337217331,0.46206126127513836,0.5736328565171739,4.458333510160446,0.46206126127513836,0.5736328565171739,11010048.0,0.0,0.0,11010048.0,0.0,0.0,0.04698598596734565,0.0,0.0,192.0,0.0,0.0,0.3080117853216053,0.0,0.0,1835904.0,0.0,0.0,1260097280.0,0.0,0.0,-0.6452428896637179,2.3420587024427553,2.9075837690993,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.046807750699005383,0.0,0.0,0.2268219424993731,0.006513614335357122,0.008086423837243593,0.3519919942275976,0.0,0.0,2098048.0,0.0,0.0,,
residual_64,qasper,routed,5,8,1344.0,0.0,0.0,7358965.0,0.0,0.0,257467392.0,0.0,0.0,-1.1821280717849731,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.15946428571428573,0.037550985747543904,0.04661823230961755,,,,1.3312890774948756,0.041095892269723176,0.05101910947640779,-2.715625,0.39872844769341453,0.4950073888337425,5.31953125,0.39872844769341453,0.4950073888337425,0.09976967500770115,0.04287369319659477,0.05322618699938798,4.2,0.2592055169165965,0.32179456179370086,-28.175,0.2592055169165965,0.32179456179370086,5.148189862072468,0.3007022744566762,0.373311331449364,-3.350020985305309,0.3007022744566762,0.373311331449364,-3.350020985305309,0.3007022744566762,0.373311331449364,5.148189862072468,0.3007022744566762,0.373311331449364,5505024.0,0.0,0.0,5505024.0,0.0,0.0,0.025063095440751127,0.0,0.0,96.0,0.0,0.0,0.3080117853216053,0.0,0.0,1835904.0,0.0,0.0,1258272358.4,17386.904865443994,21585.232824826795,4.344963605451978,2.0359148314476125,2.527516886323776,,,,72000.0,0.0,0.0,0.0002797980242821861,0.0,0.0,0.024974791611015013,0.0,0.0,0.22025333999772556,0.004697635330640264,0.005831949569099626,0.3519919942275976,0.0,0.0,2098048.0,0.0,0.0,,
