case_id,partition,case_class,omission_stratum,policy,k,backing_recall,routing_seconds,query_seconds,source_tokens
c1-billing,validation,C1_FULL,semantic_omission,PRA_NATIVE_HYBRID,4,1,0.035874899942427874,0.7446290999650955,68
c1-billing,validation,C1_FULL,semantic_omission,PRA_NATIVE_HYBRID,8,1,0.035874899942427874,0.7446290999650955,68
c2-billing,validation,C2_MORE,semantic_omission,PRA_COMPACT,1,0,0.007204900030046701,0.6258171000517905,176
c2-billing,validation,C2_MORE,semantic_omission,PRA_COMPACT,2,0,0.007204900030046701,0.6258171000517905,176
c2-billing,validation,C2_MORE,semantic_omission,PRA_COMPACT,4,0,0.007204900030046701,0.6258171000517905,176
c2-billing,validation,C2_MORE,semantic_omission,PRA_COMPACT,8,0,0.007204900030046701,0.6258171000517905,176
c2-billing,validation,C2_MORE,semantic_omission,PRA_FALLBACK,1,0,0.0,0.0,0
c2-billing,validation,C2_MORE,semantic_omission,PRA_FALLBACK,2,0,0.0,0.0,0
c2-billing,validation,C2_MORE,semantic_omission,PRA_FALLBACK,4,0,0.0,0.0,0
c2-billing,validation,C2_MORE,semantic_omission,PRA_FALLBACK,8,0,0.0,0.0,0
c2-billing,validation,C2_MORE,semantic_omission,PRA_NATIVE_SEMANTIC,1,0,0.003925899975001812,0.7749729000497609,622
c2-billing,validation,C2_MORE,semantic_omission,PRA_NATIVE_SEMANTIC,2,0,0.003925899975001812,0.7749729000497609,622
c2-billing,validation,C2_MORE,semantic_omission,PRA_NATIVE_SEMANTIC,4,0,0.003925899975001812,0.7749729000497609,622
c2-billing,validation,C2_MORE,semantic_omission,PRA_NATIVE_SEMANTIC,8,0,0.003925899975001812,0.7749729000497609,622
c2-billing,validation,C2_MORE,semantic_omission,PRA_NATIVE_HYBRID,1,0,0.1664101998321712,1.468113699927926,622
c2-billing,validation,C2_MORE,semantic_omission,PRA_NATIVE_HYBRID,2,1,0.1664101998321712,1.468113699927926,622
c2-billing,validation,C2_MORE,semantic_omission,PRA_NATIVE_HYBRID,4,1,0.1664101998321712,1.468113699927926,622
c2-billing,validation,C2_MORE,semantic_omission,PRA_NATIVE_HYBRID,8,1,0.1664101998321712,1.468113699927926,622
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_COMPACT,1,0,0.0026551000773906708,0.7605832000263035,176
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_COMPACT,2,0,0.0026551000773906708,0.7605832000263035,176
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_COMPACT,4,0,0.0026551000773906708,0.7605832000263035,176
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_COMPACT,8,0,0.0026551000773906708,0.7605832000263035,176
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_FALLBACK,1,0,0.0,0.0,0
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_FALLBACK,2,0,0.0,0.0,0
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_FALLBACK,4,0,0.0,0.0,0
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_FALLBACK,8,0,0.0,0.0,0
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_NATIVE_SEMANTIC,1,0,0.006511499872431159,0.6606212998740375,622
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_NATIVE_SEMANTIC,2,0,0.006511499872431159,0.6606212998740375,622
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_NATIVE_SEMANTIC,4,0,0.006511499872431159,0.6606212998740375,622
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_NATIVE_SEMANTIC,8,0,0.006511499872431159,0.6606212998740375,622
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_NATIVE_HYBRID,1,0,0.17962479987181723,0.8288663998246193,622
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_NATIVE_HYBRID,2,0,0.17962479987181723,0.8288663998246193,622
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_NATIVE_HYBRID,4,1,0.17962479987181723,0.8288663998246193,622
c3-billing,validation,C3_CURSOR,semantic_omission,PRA_NATIVE_HYBRID,8,1,0.17962479987181723,0.8288663998246193,622
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_COMPACT,1,0,0.007186099886894226,0.7773794999811798,77
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_COMPACT,2,0,0.007186099886894226,0.7773794999811798,77
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_COMPACT,4,0,0.007186099886894226,0.7773794999811798,77
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_COMPACT,8,0,0.007186099886894226,0.7773794999811798,77
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_FALLBACK,1,0,0.0,0.0,0
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_FALLBACK,2,0,0.0,0.0,0
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_FALLBACK,4,0,0.0,0.0,0
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_FALLBACK,8,0,0.0,0.0,0
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_NATIVE_SEMANTIC,1,0,0.00565049983561039,0.813758899923414,275
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_NATIVE_SEMANTIC,2,0,0.00565049983561039,0.813758899923414,275
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_NATIVE_SEMANTIC,4,0,0.00565049983561039,0.813758899923414,275
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_NATIVE_SEMANTIC,8,0,0.00565049983561039,0.813758899923414,275
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_NATIVE_HYBRID,1,0,0.2788670000154525,0.6882170999888331,275
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_NATIVE_HYBRID,2,0,0.2788670000154525,0.6882170999888331,275
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_NATIVE_HYBRID,4,0,0.2788670000154525,0.6882170999888331,275
c4-billing,validation,C4_SEARCH,semantic_omission,PRA_NATIVE_HYBRID,8,0,0.2788670000154525,0.6882170999888331,275
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_COMPACT,1,0,0.0030611001420766115,1.0831806000787765,39
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_COMPACT,2,0,0.0030611001420766115,1.0831806000787765,39
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_COMPACT,4,0,0.0030611001420766115,1.0831806000787765,39
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_COMPACT,8,0,0.0030611001420766115,1.0831806000787765,39
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_FALLBACK,1,0,0.0,0.0,0
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_FALLBACK,2,0,0.0,0.0,0
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_FALLBACK,4,0,0.0,0.0,0
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_FALLBACK,8,0,0.0,0.0,0
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_SEMANTIC,1,0,0.00407000002451241,0.9044826999306679,23
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_SEMANTIC,2,0,0.00407000002451241,0.9044826999306679,23
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_SEMANTIC,4,0,0.00407000002451241,0.9044826999306679,23
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_SEMANTIC,8,0,0.00407000002451241,0.9044826999306679,23
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_HYBRID,1,0,0.015424600103870034,1.0363461999222636,23
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_HYBRID,2,0,0.015424600103870034,1.0363461999222636,23
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_HYBRID,4,0,0.015424600103870034,1.0363461999222636,23
c5-billing,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_HYBRID,8,0,0.015424600103870034,1.0363461999222636,23
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_COMPACT,1,0,0.0051108000334352255,2.0455346000380814,206
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_COMPACT,2,0,0.0051108000334352255,2.0455346000380814,206
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_COMPACT,4,0,0.0051108000334352255,2.0455346000380814,206
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_COMPACT,8,1,0.0051108000334352255,2.0455346000380814,206
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_FALLBACK,1,0,0.0,0.0,0
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_FALLBACK,2,0,0.0,0.0,0
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_FALLBACK,4,0,0.0,0.0,0
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_FALLBACK,8,1,0.0,0.0,0
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_NATIVE_SEMANTIC,1,0,0.007047099992632866,0.9299012999981642,625
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_NATIVE_SEMANTIC,2,0,0.007047099992632866,0.9299012999981642,625
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_NATIVE_SEMANTIC,4,0,0.007047099992632866,0.9299012999981642,625
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_NATIVE_SEMANTIC,8,0,0.007047099992632866,0.9299012999981642,625
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_NATIVE_HYBRID,1,0,0.19513219990767539,0.7789943001698703,625
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_NATIVE_HYBRID,2,0,0.19513219990767539,0.7789943001698703,625
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_NATIVE_HYBRID,4,1,0.19513219990767539,0.7789943001698703,625
c0-deployment,validation,C0_CONTINUE,compact_explicit,PRA_NATIVE_HYBRID,8,1,0.19513219990767539,0.7789943001698703,625
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_COMPACT,1,0,0.0031473999843001366,0.9972373000346124,39
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_COMPACT,2,0,0.0031473999843001366,0.9972373000346124,39
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_COMPACT,4,0,0.0031473999843001366,0.9972373000346124,39
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_COMPACT,8,0,0.0031473999843001366,0.9972373000346124,39
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_FALLBACK,1,0,0.0,0.0,0
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_FALLBACK,2,1,0.0,0.0,0
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_FALLBACK,4,1,0.0,0.0,0
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_FALLBACK,8,1,0.0,0.0,0
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_NATIVE_SEMANTIC,1,1,0.004097199998795986,0.7726254998706281,69
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_NATIVE_SEMANTIC,2,1,0.004097199998795986,0.7726254998706281,69
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_NATIVE_SEMANTIC,4,1,0.004097199998795986,0.7726254998706281,69
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_NATIVE_SEMANTIC,8,1,0.004097199998795986,0.7726254998706281,69
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_NATIVE_HYBRID,1,0,0.1328942000400275,0.6875182001385838,69
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_NATIVE_HYBRID,2,1,0.1328942000400275,0.6875182001385838,69
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_NATIVE_HYBRID,4,1,0.1328942000400275,0.6875182001385838,69
c1-deployment,validation,C1_FULL,opaque_hidden,PRA_NATIVE_HYBRID,8,1,0.1328942000400275,0.6875182001385838,69
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_COMPACT,1,0,0.003438299987465143,0.7087588999420404,176
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_COMPACT,2,0,0.003438299987465143,0.7087588999420404,176
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_COMPACT,4,0,0.003438299987465143,0.7087588999420404,176
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_COMPACT,8,0,0.003438299987465143,0.7087588999420404,176
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_FALLBACK,1,1,0.0,0.0,0
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_FALLBACK,2,1,0.0,0.0,0
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_FALLBACK,4,1,0.0,0.0,0
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_FALLBACK,8,1,0.0,0.0,0
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_NATIVE_SEMANTIC,1,0,0.005218599922955036,0.8692767000757158,623
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_NATIVE_SEMANTIC,2,0,0.005218599922955036,0.8692767000757158,623
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_NATIVE_SEMANTIC,4,0,0.005218599922955036,0.8692767000757158,623
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_NATIVE_SEMANTIC,8,0,0.005218599922955036,0.8692767000757158,623
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_NATIVE_HYBRID,1,1,0.17825790005736053,0.8586967000737786,623
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_NATIVE_HYBRID,2,1,0.17825790005736053,0.8586967000737786,623
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_NATIVE_HYBRID,4,1,0.17825790005736053,0.8586967000737786,623
c2-deployment,validation,C2_MORE,opaque_hidden,PRA_NATIVE_HYBRID,8,1,0.17825790005736053,0.8586967000737786,623
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_COMPACT,1,0,0.0021605000365525484,0.8994221000466496,176
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_COMPACT,2,0,0.0021605000365525484,0.8994221000466496,176
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_COMPACT,4,0,0.0021605000365525484,0.8994221000466496,176
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_COMPACT,8,0,0.0021605000365525484,0.8994221000466496,176
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_FALLBACK,1,1,0.0,0.0,0
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_FALLBACK,2,1,0.0,0.0,0
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_FALLBACK,4,1,0.0,0.0,0
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_FALLBACK,8,1,0.0,0.0,0
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_NATIVE_SEMANTIC,1,0,0.008589699864387512,0.850847499910742,623
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_NATIVE_SEMANTIC,2,0,0.008589699864387512,0.850847499910742,623
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_NATIVE_SEMANTIC,4,0,0.008589699864387512,0.850847499910742,623
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_NATIVE_SEMANTIC,8,0,0.008589699864387512,0.850847499910742,623
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_NATIVE_HYBRID,1,1,0.19187540002167225,0.8888055998831987,623
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_NATIVE_HYBRID,2,1,0.19187540002167225,0.8888055998831987,623
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_NATIVE_HYBRID,4,1,0.19187540002167225,0.8888055998831987,623
c3-deployment,validation,C3_CURSOR,opaque_hidden,PRA_NATIVE_HYBRID,8,1,0.19187540002167225,0.8888055998831987,623
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_COMPACT,1,0,0.002022600034251809,1.0317079999949783,75
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_COMPACT,2,0,0.002022600034251809,1.0317079999949783,75
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_COMPACT,4,0,0.002022600034251809,1.0317079999949783,75
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_COMPACT,8,0,0.002022600034251809,1.0317079999949783,75
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_FALLBACK,1,0,0.0,0.0,0
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_FALLBACK,2,1,0.0,0.0,0
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_FALLBACK,4,1,0.0,0.0,0
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_FALLBACK,8,1,0.0,0.0,0
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_NATIVE_SEMANTIC,1,1,0.003224699990823865,1.173769500106573,281
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_NATIVE_SEMANTIC,2,1,0.003224699990823865,1.173769500106573,281
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_NATIVE_SEMANTIC,4,1,0.003224699990823865,1.173769500106573,281
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_NATIVE_SEMANTIC,8,1,0.003224699990823865,1.173769500106573,281
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_NATIVE_HYBRID,1,0,0.17300790012814105,0.8684237999841571,281
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_NATIVE_HYBRID,2,1,0.17300790012814105,0.8684237999841571,281
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_NATIVE_HYBRID,4,1,0.17300790012814105,0.8684237999841571,281
c4-deployment,validation,C4_SEARCH,opaque_hidden,PRA_NATIVE_HYBRID,8,1,0.17300790012814105,0.8684237999841571,281
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_COMPACT,1,0,0.004730600165203214,1.0692602000199258,39
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_COMPACT,2,0,0.004730600165203214,1.0692602000199258,39
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_COMPACT,4,0,0.004730600165203214,1.0692602000199258,39
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_COMPACT,8,0,0.004730600165203214,1.0692602000199258,39
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_FALLBACK,1,0,0.0,0.0,0
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_FALLBACK,2,0,0.0,0.0,0
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_FALLBACK,4,0,0.0,0.0,0
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_FALLBACK,8,0,0.0,0.0,0
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_SEMANTIC,1,0,0.002390699926763773,0.9584727000910789,23
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_SEMANTIC,2,0,0.002390699926763773,0.9584727000910789,23
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_SEMANTIC,4,0,0.002390699926763773,0.9584727000910789,23
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_SEMANTIC,8,0,0.002390699926763773,0.9584727000910789,23
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_HYBRID,1,0,0.019960399949923158,0.8115771999582648,23
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_HYBRID,2,0,0.019960399949923158,0.8115771999582648,23
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_HYBRID,4,0,0.019960399949923158,0.8115771999582648,23
c5-deployment,validation,C5_TOOL,absent_from_backing,PRA_NATIVE_HYBRID,8,0,0.019960399949923158,0.8115771999582648,23
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_COMPACT,1,0,0.0031626999843865633,0.9353406000882387,206
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_COMPACT,2,0,0.0031626999843865633,0.9353406000882387,206
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_COMPACT,4,0,0.0031626999843865633,0.9353406000882387,206
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_COMPACT,8,1,0.0031626999843865633,0.9353406000882387,206
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_FALLBACK,1,0,0.0,0.0,0
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_FALLBACK,2,0,0.0,0.0,0
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_FALLBACK,4,1,0.0,0.0,0
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_FALLBACK,8,1,0.0,0.0,0
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_NATIVE_SEMANTIC,1,0,0.007137599866837263,1.1640755999833345,625
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_NATIVE_SEMANTIC,2,0,0.007137599866837263,1.1640755999833345,625
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_NATIVE_SEMANTIC,4,0,0.007137599866837263,1.1640755999833345,625
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_NATIVE_SEMANTIC,8,0,0.007137599866837263,1.1640755999833345,625
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_NATIVE_HYBRID,1,0,0.13181369984522462,0.9836039999499917,625
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_NATIVE_HYBRID,2,0,0.13181369984522462,0.9836039999499917,625
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_NATIVE_HYBRID,4,0,0.13181369984522462,0.9836039999499917,625
c0-inventory,test,C0_CONTINUE,compact_explicit,PRA_NATIVE_HYBRID,8,0,0.13181369984522462,0.9836039999499917,625
c1-inventory,test,C1_FULL,semantic_omission,PRA_COMPACT,1,0,0.004148100037127733,0.854453899897635,39
c1-inventory,test,C1_FULL,semantic_omission,PRA_COMPACT,2,0,0.004148100037127733,0.854453899897635,39
c1-inventory,test,C1_FULL,semantic_omission,PRA_COMPACT,4,0,0.004148100037127733,0.854453899897635,39
c1-inventory,test,C1_FULL,semantic_omission,PRA_COMPACT,8,0,0.004148100037127733,0.854453899897635,39
c1-inventory,test,C1_FULL,semantic_omission,PRA_FALLBACK,1,1,0.0,0.0,0
c1-inventory,test,C1_FULL,semantic_omission,PRA_FALLBACK,2,1,0.0,0.0,0
c1-inventory,test,C1_FULL,semantic_omission,PRA_FALLBACK,4,1,0.0,0.0,0
c1-inventory,test,C1_FULL,semantic_omission,PRA_FALLBACK,8,1,0.0,0.0,0
c1-inventory,test,C1_FULL,semantic_omission,PRA_NATIVE_SEMANTIC,1,1,0.002966499887406826,0.890390699962154,69
c1-inventory,test,C1_FULL,semantic_omission,PRA_NATIVE_SEMANTIC,2,1,0.002966499887406826,0.890390699962154,69
c1-inventory,test,C1_FULL,semantic_omission,PRA_NATIVE_SEMANTIC,4,1,0.002966499887406826,0.890390699962154,69
c1-inventory,test,C1_FULL,semantic_omission,PRA_NATIVE_SEMANTIC,8,1,0.002966499887406826,0.890390699962154,69
c1-inventory,test,C1_FULL,semantic_omission,PRA_NATIVE_HYBRID,1,1,0.04361389996483922,0.9972873998340219,69
c1-inventory,test,C1_FULL,semantic_omission,PRA_NATIVE_HYBRID,2,1,0.04361389996483922,0.9972873998340219,69
c1-inventory,test,C1_FULL,semantic_omission,PRA_NATIVE_HYBRID,4,1,0.04361389996483922,0.9972873998340219,69
c1-inventory,test,C1_FULL,semantic_omission,PRA_NATIVE_HYBRID,8,1,0.04361389996483922,0.9972873998340219,69
c2-inventory,test,C2_MORE,semantic_omission,PRA_COMPACT,1,0,0.0027474998496472836,1.0091852000914514,176
c2-inventory,test,C2_MORE,semantic_omission,PRA_COMPACT,2,0,0.0027474998496472836,1.0091852000914514,176
c2-inventory,test,C2_MORE,semantic_omission,PRA_COMPACT,4,0,0.0027474998496472836,1.0091852000914514,176
c2-inventory,test,C2_MORE,semantic_omission,PRA_COMPACT,8,0,0.0027474998496472836,1.0091852000914514,176
c2-inventory,test,C2_MORE,semantic_omission,PRA_FALLBACK,1,0,0.0,0.0,0
c2-inventory,test,C2_MORE,semantic_omission,PRA_FALLBACK,2,0,0.0,0.0,0
