dataset,condition,layer,evidence_mass,distractor_mass,local_mass,attention_entropy,counterfactual_evidence_mass,counterfactual_entropy,top_evidence_weight,counterfactual_top_evidence_weight
qasper,oracle_last_half,26,0.5761633161455393,0.03646598383784294,0.38735982310026884,2.734291751869023,0.5972626598086208,2.64056259021163,0.19421625137329102,0.2003659168840386
qasper,oracle_last_half,27,0.641493309289217,0.00993769709020853,0.34855994768440723,2.005488005466759,0.6470266422256827,1.9633209789171815,0.2691068649291992,0.2707023420371115
hotpotqa,oracle_all,0,0.2670864205574617,0.14190273455389502,0.5910171427531168,2.302189596928656,0.3489323985948558,2.1280670122941956,0.0833925471408179,0.10103211615641405
hotpotqa,oracle_all,1,0.2843719884258462,0.1722091607953189,0.5434167005587369,3.0246186228469014,0.37086385793372756,2.7321871062740684,0.06837795651517808,0.08358160410352866
hotpotqa,oracle_all,2,0.20173965972207952,0.11111032089684159,0.6871483968570828,2.798140778206289,0.23699664854211733,2.5830157175660133,0.048588025420031045,0.05609483188163722
hotpotqa,oracle_all,3,0.4084684528061189,0.4224075796082616,0.1691208446309247,2.395241123624146,0.6963472331408411,2.4711325522512197,0.22482850814412814,0.3331278623372782
hotpotqa,oracle_all,4,0.5484183034859598,0.3513332314323634,0.10025445776852848,2.5433777011930943,0.8052736446261406,2.499215980991721,0.24697443807963282,0.33193789338110946
hotpotqa,oracle_all,5,0.46113874041475356,0.5066056028008461,0.032254291571966576,2.6387753151357174,0.9235875774174929,2.4343002904206514,0.1783045745032723,0.3315843374002725
hotpotqa,oracle_all,6,0.25683060844994543,0.3969639358620043,0.3461893826024607,1.871046627406031,0.37428153697692323,2.168579447083175,0.19277352031713235,0.24672406563513505
hotpotqa,oracle_all,7,0.4887646755669266,0.4405820056563243,0.07065540565423589,2.7605172898620367,0.8615919947624207,2.7089511705562472,0.18482360304915346,0.295439454872394
hotpotqa,oracle_all,8,0.3047250716626877,0.4413921646773815,0.2538870314019732,1.9961142288520932,0.4811877682222985,2.464109749533236,0.24310786337446189,0.3365835012155003
hotpotqa,oracle_all,9,0.3345269988203654,0.36685871140798554,0.298610228986945,2.4866614984348416,0.5225287502689753,2.6705254768021405,0.19389731801129528,0.25937457149484544
hotpotqa,oracle_all,10,0.4855549118947238,0.3970775363559369,0.11736208698857808,3.0423824954777956,0.7982743200846016,2.840747704729438,0.18144091140129603,0.283009595121257
hotpotqa,oracle_all,11,0.24706894053088035,0.3359605763689615,0.4169694787124172,2.2726799736265093,0.34710201342568325,2.4911301743704826,0.17139327749600852,0.22180140936416137
hotpotqa,oracle_all,12,0.31539885769598186,0.41872023791074753,0.2658669329248369,2.5664999168366194,0.5224545124801807,2.8659211602061987,0.2054559291646001,0.28570860552281374
hotpotqa,oracle_all,13,0.19026794235105626,0.2544069020950701,0.5553263623733073,2.9097114112228155,0.24300903422408737,2.953849945217371,0.1099731829308439,0.13159123797595385
hotpotqa,oracle_all,14,0.2007673820553464,0.2947990766260773,0.5044146572472528,2.5319509357213974,0.2699129599786829,2.754961758852005,0.14370920679721166,0.17207585012511117
hotpotqa,oracle_all,15,0.26619857840705663,0.34050826367456466,0.3933006771840155,2.590272502042353,0.39445202820934355,2.7269136887043715,0.16686843711795518,0.2157231113742455
hotpotqa,oracle_all,16,0.24089045182336122,0.3394085194449872,0.4196963532594964,2.3724158657714725,0.32656122859043535,2.5539377639070153,0.18472423170896946,0.24175372205354506
hotpotqa,oracle_all,17,0.22276514398981817,0.32591633265838027,0.4513045069761574,2.7623481303453445,0.29717191944655497,2.9769570399075747,0.13721243034888175,0.16913801606278867
hotpotqa,oracle_all,18,0.241986596287461,0.33277352689765394,0.42524740495719016,2.5317938085645437,0.3388105881458614,2.6049780724570155,0.14111679840061697,0.18124711951531935
hotpotqa,oracle_all,19,0.2987472896638792,0.43685971084050834,0.2644027137430385,1.9037676630541682,0.43747209224966355,2.232048077508807,0.21958669614741666,0.29491202439385233
hotpotqa,oracle_all,20,0.30064578558085486,0.4374284469522536,0.2619255520985462,1.8869633311405778,0.45063685555942357,2.320269238203764,0.22314605582141667,0.2996147559824749
hotpotqa,oracle_all,21,0.31288098235381767,0.4702123044990003,0.21690401883097365,1.7151887132786214,0.49932020297273993,2.326929379720241,0.25050055007159244,0.3418359669740312
hotpotqa,oracle_all,22,0.2930630728296819,0.4926551799289882,0.21427649533143267,1.6407140544615686,0.47664773231372237,2.239074365235865,0.22872114835718094,0.3146076920675114
hotpotqa,oracle_all,23,0.2989291197154671,0.5191506552509964,0.18192057468695566,1.3795697195455432,0.49948196776676923,1.957869263831526,0.2493119359260163,0.3565017379587516
hotpotqa,oracle_all,24,0.28880750130701927,0.4898889968171716,0.22130946497782134,1.4928869833238423,0.4737412672257051,2.0335304911714047,0.23342825520649058,0.3362174838403007
hotpotqa,oracle_all,25,0.30148664096486755,0.48270614352077246,0.215801511418249,1.4947435481008142,0.4788524364703335,2.075203615706414,0.24600209127311246,0.3353955273341853
hotpotqa,oracle_all,26,0.30734843319805805,0.47354665072634816,0.2191038726014085,1.6919084023684263,0.48242512106662616,2.2256680661812425,0.24399534449003113,0.33149245395179605
hotpotqa,oracle_all,27,0.3861585757113062,0.49102981155738235,0.12282428430626169,1.6320380447432399,0.6995464251376688,2.041970908874646,0.2643494078583899,0.4031409127637744
qasper,oracle_all,0,0.49176373705267906,0.07106372714042664,0.4371720217168331,3.4087111675180495,0.5437984956952278,3.3516657114960253,0.0849616527557373,0.09421776366070844
qasper,oracle_all,1,0.33847975358366966,0.034279026091098785,0.6272341869771481,3.117464665323496,0.35295832689735107,3.0298085175454617,0.07057255506515503,0.072324761938944
qasper,oracle_all,2,0.4213557131588459,0.029846517369151115,0.5487855533137918,3.3841426242142916,0.4363887821091339,3.3088507251814008,0.07723402976989746,0.07932089828682365
qasper,oracle_all,3,0.6849988205358386,0.09692118596285582,0.2180937984958291,2.8762008217163384,0.7671827838057652,2.7385206532198936,0.2607400417327881,0.2835833725403063
qasper,oracle_all,4,0.7501480942592025,0.1432592933997512,0.106583621352911,2.8694535833783448,0.8797377143055201,2.716968150343746,0.2798001766204834,0.3182943317806348
qasper,oracle_all,5,0.7195495460182428,0.1926434151828289,0.08782252203673124,3.111456982791424,0.8986944095231593,2.9108831146731973,0.2398371696472168,0.3004881879023742
qasper,oracle_all,6,0.7027245769277215,0.02188948728144169,0.275381819345057,2.2042203438759316,0.7191088765976019,2.146489246530109,0.3354285955429077,0.340619239274929
qasper,oracle_all,7,0.737297898158431,0.13907440844923258,0.12362946011126041,3.439669582992792,0.8644812479615211,3.330430693924427,0.20267128944396973,0.23344707931391895
qasper,oracle_all,8,0.7746296087279916,0.012867421843111515,0.21250480320304632,2.1940223472192883,0.783367328112945,2.1414227271452546,0.36959028244018555,0.372686083894223
qasper,oracle_all,9,0.6644333843141794,0.03894481901079416,0.2966342205181718,2.7760774586349726,0.6908720943611115,2.6783823119476438,0.27286863327026367,0.2805406139232218
qasper,oracle_all,10,0.6661872481927276,0.1352465497329831,0.19857567735016346,3.354336466640234,0.7764003481715918,3.220245615579188,0.21390533447265625,0.2368589590769261
qasper,oracle_all,11,0.5821047108620405,0.01941031590104103,0.39850261714309454,2.2852309779264033,0.5913267184514552,2.2313734013587236,0.2716014087200165,0.2749047245197289
qasper,oracle_all,12,0.7268712762743235,0.020256019197404385,0.2528900010511279,2.630459962412715,0.740125234471634,2.556252272799611,0.3132925033569336,0.31823030568193644
qasper,oracle_all,13,0.6298975348472595,0.013944404199719429,0.3561492133885622,2.669412854127586,0.6376286977902055,2.618604425806552,0.2864236831665039,0.28929157205857337
qasper,oracle_all,14,0.6104020029306412,0.013001184910535812,0.3765839608386159,2.686567658558488,0.6183561387006193,2.632769853807986,0.2602570056915283,0.26399478246457875
qasper,oracle_all,15,0.6202174639329314,0.023964030668139458,0.35582991782575846,2.7546112313866615,0.6341665703803301,2.6689101848751307,0.2642207145690918,0.269583776651416
qasper,oracle_all,16,0.6957931611686945,0.010814170353114605,0.2933810269460082,2.2545771908189636,0.7018672004924156,2.209359126340132,0.33907443284988403,0.34185584011720493
qasper,oracle_all,17,0.537270943634212,0.02200570423156023,0.44071625359356403,3.194029450416565,0.5491229463368654,3.1120524518191814,0.17972421646118164,0.1839350076043047
qasper,oracle_all,18,0.6041113249957561,0.01868998259305954,0.37720789667218924,2.35506070475094,0.614660537452437,2.288565680850297,0.27446603775024414,0.2779625804396346
qasper,oracle_all,19,0.7600412396714091,0.02043124195188284,0.2195343431085348,2.1337864133529365,0.7740410740952939,2.0505618664901704,0.35060930252075195,0.3574531414778903
qasper,oracle_all,20,0.7296589743345976,0.008994163945317268,0.261344738304615,1.9863260430283844,0.7365351948828902,1.9384397091344,0.3549846410751343,0.3586406849208288
qasper,oracle_all,21,0.6626662220805883,0.017035357654094696,0.320281321182847,2.4921519150957465,0.6747609385056421,2.4203679845668375,0.292138934135437,0.2970232143125031
qasper,oracle_all,22,0.6879070410504937,0.013936266303062439,0.2981645977124572,2.1675886437296867,0.6970611221040599,2.102272021584213,0.3144487142562866,0.31891712566721253
qasper,oracle_all,23,0.6899532321840525,0.009656771086156368,0.3003963278606534,2.03494520066306,0.6975138373090886,1.984642713330686,0.33504271507263184,0.33857660162902903
qasper,oracle_all,24,0.5651889657601714,0.010849406011402607,0.4239563290029764,2.291211212053895,0.5727610286630807,2.239538031630218,0.2543582618236542,0.2583861346120102
qasper,oracle_all,25,0.6422979384660721,0.012540631927549839,0.3451775452122092,2.0802937529515475,0.6512662083114265,2.0262729057576507,0.30922210216522217,0.31457734169089235
qasper,oracle_all,26,0.7055643331259489,0.014490765519440174,0.27995686419308186,2.2069741212762892,0.7159335034666583,2.1469522383995354,0.3341333866119385,0.3389901409682352
qasper,oracle_all,27,0.8043469125404954,0.008606539107859135,0.18705709092319012,1.959649985190481,0.810156209859997,1.9156466885469854,0.3589763641357422,0.36129072739277035
hotpotqa,direct_evidence,0,0.16451246708834333,0.0,0.8354846872389317,2.000653298164252,0.16451364625459064,2.0006634065066464,0.026504810440997062,0.026505041318728217
hotpotqa,direct_evidence,1,0.14822402647769195,0.0,0.851770200766623,2.151743346825242,0.14822621549819814,2.1517471643164754,0.04243192926423944,0.042433581070781656
hotpotqa,direct_evidence,2,0.21175008779391646,0.0,0.7882359344512224,2.226261291652918,0.21175234360271133,2.226283081807196,0.07075981492380379,0.0707603324080992
hotpotqa,direct_evidence,3,0.08832744214305421,0.0,0.9116896907798946,1.1551547802519053,0.08832644285757851,1.1551599802915007,0.03276966385783453,0.03276912259480014
hotpotqa,direct_evidence,4,0.06565453581060865,0.0,0.9343491201288998,1.2589086703956127,0.06565485956161865,1.2589003469329327,0.022354318772158877,0.022355481471095118
hotpotqa,direct_evidence,5,0.033934633360331645,0.0,0.966062062419951,0.9203894061502069,0.03393505632629967,0.920392133295536,0.004453282971780936,0.004453403200045614
hotpotqa,direct_evidence,6,0.1819101348919503,0.0,0.8180904723703861,1.3452939968556166,0.18191086351544072,1.34528971882537,0.09416250730100728,0.09416369100244992
hotpotqa,direct_evidence,7,0.05511984294571448,0.0,0.9448671173304319,1.5113678323104978,0.0551212951359048,1.511380735784769,0.008018537559109973,0.008018682494366658
hotpotqa,direct_evidence,8,0.14265642224927433,0.0,0.8573364191688597,1.6099594794213772,0.14265813234305824,1.609953062608838,0.047096989133933675,0.047098590153836994
hotpotqa,direct_evidence,9,0.13009906274237437,0.0,0.8699041912332177,1.735016331425868,0.13009907120613207,1.7350104665383697,0.03331225538204308,0.03331307183998433
hotpotqa,direct_evidence,10,0.08306882687611505,0.0,0.9169145859777927,1.9480552962049842,0.08306965472002048,1.9480604641139507,0.015155670131207444,0.015155902967308066
hotpotqa,direct_evidence,11,0.18448604507284472,0.0,0.8155173505656421,1.850915580522269,0.18448611757958133,1.850912800990045,0.08237585157257854,0.08237588929841877
hotpotqa,direct_evidence,12,0.12924960750387982,0.0,0.8707564254291356,2.048878228291869,0.12924970749008935,2.048874380066991,0.03412944904630422,0.03412896380541497
hotpotqa,direct_evidence,13,0.15118338065803982,0.0,0.8488211701624095,2.07078037597239,0.15118218671705108,2.070775213651359,0.04545379488990875,0.04545313966809772
hotpotqa,direct_evidence,14,0.1176692531153094,0.0,0.8823236036114395,1.9574057143181562,0.11767007601156365,1.9574158457107842,0.037951595419144724,0.03795111496219761
hotpotqa,direct_evidence,15,0.056545311548688915,0.0,0.9434440219774842,1.7785908803343773,0.05654485710692825,1.7785931276157498,0.00966925152533804,0.009669205205682374
hotpotqa,direct_evidence,16,0.15025465293001616,0.0,0.8497464675456285,1.7873809053562582,0.15025438504380872,1.78737299493514,0.07466987160387362,0.07467050179729995
hotpotqa,direct_evidence,17,0.14005723363879952,0.0,0.8599459286779165,2.2617127234116197,0.14005744663518271,2.2617057356983423,0.027054665722062055,0.027054952610342298
hotpotqa,direct_evidence,18,0.11969043938006507,0.0,0.8802992654964328,1.7863992042839527,0.11969208571827039,1.786408286076039,0.022542321810760768,0.022542607523064362
hotpotqa,direct_evidence,19,0.17390231978606607,0.0,0.8261116638313979,1.610555912135169,0.17390370877365058,1.6105559978168458,0.05398434578137312,0.053984925952590856
hotpotqa,direct_evidence,20,0.15119264390159515,0.0,0.8488068259321153,1.3377175808418542,0.15119653666079103,1.3377171008614823,0.05826190161519662,0.05826500665466483
hotpotqa,direct_evidence,21,0.13122344403927855,0.0,0.8687796227168292,1.0780892567709088,0.13122439251674223,1.0780947369057685,0.050552480037367786,0.05055324888439827
hotpotqa,direct_evidence,22,0.1129745069774799,0.0,0.8870106427930295,1.1454286121297628,0.11297497408668278,1.1454323313664645,0.03924484739491163,0.03924377812336388
hotpotqa,direct_evidence,23,0.0796966436173534,0.0,0.9203047575429082,0.9332555385772139,0.07969575887727842,0.9332562959752977,0.0264691226893774,0.026468246140211704
hotpotqa,direct_evidence,24,0.15171912049390812,0.0,0.848281248472631,1.0443829669384286,0.15172228942356014,1.0443924526916817,0.0690035118511787,0.06900568130879492
hotpotqa,direct_evidence,25,0.1183327032449597,0.0,0.8816542909480631,1.1310161041328683,0.11833377609764284,1.1310170704964548,0.04469944197080622,0.04469947438474264
hotpotqa,direct_evidence,26,0.15245955725185922,0.0,0.8475321000441909,1.2642749955412,0.1524619508672913,1.2642828372772783,0.05385878151128054,0.05385999094505678
hotpotqa,direct_evidence,27,0.021087860445732076,0.0,0.9789111139252782,0.6528077099937946,0.021087545404498087,0.6528011301998049,0.002612819672663136,0.0026127989332280777
qasper,direct_evidence,0,0.34445818327367306,0.0,0.6555204018950462,2.9295451573561877,0.3444574571362864,2.929542674217373,0.04837861843407154,0.04837809860339348
qasper,direct_evidence,1,0.11579729430377483,0.0,0.8842177456244826,2.0072107380256057,0.11579780130477957,2.0072077154181898,0.01712618675082922,0.017126141624487445
qasper,direct_evidence,2,0.16957446839660406,0.0,0.8304169978946447,2.3986748587340117,0.16957358228683006,2.3986637108027935,0.023795291781425476,0.023795202909241198
qasper,direct_evidence,3,0.07211032230407,0.0,0.9279093379154801,1.4812153552193195,0.07210810795049838,1.4812026179861277,0.006666738539934158,0.006666550995021225
qasper,direct_evidence,4,0.03293784335255623,0.0,0.9670856241136789,1.2275736418087035,0.032938579155597836,1.2275814504828304,0.005923375487327576,0.005923470488141902
qasper,direct_evidence,5,0.029664787463843822,0.0,0.9703218974173069,0.9200505390763283,0.029664647901881835,0.9200543436454609,0.0034868232905864716,0.003486825689151374
qasper,direct_evidence,6,0.0405862545594573,0.0,0.9594007227569818,1.1972398040234111,0.04058637917523811,1.197240202629473,0.009883798658847809,0.009883723941356948
qasper,direct_evidence,7,0.022441198118031025,0.0,0.9775496479123831,1.3326606745831668,0.02244142598920007,1.3326664296910167,0.004396233707666397,0.004396206248429735
qasper,direct_evidence,8,0.03242176864296198,0.0,0.9675657702609897,1.2392462236457504,0.032421877443539415,1.2392468237667345,0.006946356035768986,0.006946309508862214
qasper,direct_evidence,9,0.05365980975329876,0.0,0.946353486739099,1.570257922168821,0.05366139756733901,1.5702746991883032,0.00911838561296463,0.009118670266389017
qasper,direct_evidence,10,0.0663572633638978,0.0,0.9336521979421377,1.7667178008705378,0.06635717402241426,1.7667204500176013,0.013416174799203873,0.013416069298841649
qasper,direct_evidence,11,0.05185621790587902,0.0,0.9481556648388505,1.646394957555458,0.05185546980374056,1.6463959913235158,0.010488253086805344,0.010488043439920602
qasper,direct_evidence,12,0.08080778177827597,0.0,0.9191894801333547,1.7783776186406612,0.08080699500715127,1.7783729103393853,0.01671777293086052,0.016718084149488277
qasper,direct_evidence,13,0.05537827778607607,0.0,0.9446326848119497,1.778041258919984,0.05537722675217083,1.7780254636891186,0.01281285285949707,0.012812605813451228
qasper,direct_evidence,14,0.04652434214949608,0.0,0.9534545345231891,1.8834711136296391,0.0465251121786423,1.883493104018271,0.007251550443470478,0.007251623396882678
qasper,direct_evidence,15,0.045413712970912457,0.0,0.9545760257169604,1.7569285589270294,0.04541334784880746,1.756907360162586,0.009258158504962921,0.009258019098524528
qasper,direct_evidence,16,0.03506978880614042,0.0,0.9649470681324601,1.6988783655688167,0.035068560608124244,1.6988540837774053,0.004983141086995602,0.004982995124919398
qasper,direct_evidence,17,0.08240096177905798,0.0,0.9175978684797883,2.348715016618371,0.08240066642974853,2.3487156685441732,0.009216170758008957,0.009216074083269632
qasper,direct_evidence,18,0.0770236561074853,0.0,0.9229788985103369,1.796125234104693,0.07702266182968742,1.7961202450096607,0.010472696274518967,0.010472660747836926
qasper,direct_evidence,19,0.08368366025388241,0.0,0.9163153320550919,1.768847910570912,0.0836829150102858,1.7688479529460892,0.009388819336891174,0.009388783639678877
qasper,direct_evidence,20,0.08441174030303955,0.0,0.9156085327267647,1.4915435637813061,0.08441292870338657,1.4915535994805396,0.011381326243281364,0.011381358476000969
qasper,direct_evidence,21,0.09180838614702225,0.0,0.9081897344440222,1.5234078521607444,0.09180988420757785,1.5234162913402542,0.010735015384852886,0.010735185964932725
qasper,direct_evidence,22,0.06554963812232018,0.0,0.9344670157879591,1.26289863884449,0.0655488858519675,1.2629046994261444,0.005482833832502365,0.005482761547455084
qasper,direct_evidence,23,0.07540147844702005,0.0,0.9245911138132215,1.3450581311481073,0.07540203294229286,1.3450592214940116,0.013704270124435425,0.013704214943004445
qasper,direct_evidence,24,0.09582184813916683,0.0,0.9041866539046168,1.591380053665489,0.09581975696642075,1.5913733412744477,0.018913361243903637,0.018912546592844137
qasper,direct_evidence,25,0.08470752090215683,0.0,0.9153053406625986,1.415013326331973,0.08470471201144392,1.4149891037959605,0.01741916313767433,0.017418513068150787
qasper,direct_evidence,26,0.12734981253743172,0.0,0.872634912841022,1.739284421200864,0.12735233588500705,1.7393048477824777,0.014563932083547115,0.014564479567297894
qasper,direct_evidence,27,0.02173016406595707,0.0,0.9782484136521816,0.673926311195828,0.021729831717493653,0.673912103229668,0.0025751572102308273,0.002575079222566501
