example_id,dataset,seed,policy,depth,budget_fraction,N,E,K,recovered,R_E,P_E,C_E,K_over_N,K_over_E,rho,eta
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,11,iterative,2,0.3,68,6,21,5,0.8333333333333334,0.23809523809523808,0,0.3088235294117647,3.5,0.6911764705882353,2.6984126984126986
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,one_shot,1,0.05,161,5,9,1,0.2,0.1111111111111111,0,0.055900621118012424,1.8,0.9440993788819876,3.577777777777778
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,oracle,1,0.05,161,5,5,5,1.0,1.0,1,0.031055900621118012,1.0,0.968944099378882,32.2
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,iterative,2,0.05,161,5,9,1,0.2,0.1111111111111111,0,0.055900621118012424,1.8,0.9440993788819876,3.577777777777778
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,one_shot,1,0.1,161,5,17,3,0.6,0.17647058823529413,0,0.10559006211180125,3.4,0.8944099378881988,5.68235294117647
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,oracle,1,0.1,161,5,5,5,1.0,1.0,1,0.031055900621118012,1.0,0.968944099378882,32.2
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,iterative,2,0.1,161,5,17,3,0.6,0.17647058823529413,0,0.10559006211180125,3.4,0.8944099378881988,5.68235294117647
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,one_shot,1,0.2,161,5,33,5,1.0,0.15151515151515152,1,0.20496894409937888,6.6,0.7950310559006211,4.878787878787879
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,oracle,1,0.2,161,5,5,5,1.0,1.0,1,0.031055900621118012,1.0,0.968944099378882,32.2
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,iterative,2,0.2,161,5,33,3,0.6,0.09090909090909091,0,0.20496894409937888,6.6,0.7950310559006211,2.9272727272727272
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,one_shot,1,0.3,161,5,49,5,1.0,0.10204081632653061,1,0.30434782608695654,9.8,0.6956521739130435,3.2857142857142856
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,oracle,1,0.3,161,5,5,5,1.0,1.0,1,0.031055900621118012,1.0,0.968944099378882,32.2
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,11,iterative,2,0.3,161,5,49,5,1.0,0.10204081632653061,1,0.30434782608695654,9.8,0.6956521739130435,3.2857142857142856
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,one_shot,1,0.05,189,8,10,0,0.0,0.0,0,0.05291005291005291,1.25,0.9470899470899471,0.0
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,oracle,1,0.05,189,8,8,8,1.0,1.0,1,0.042328042328042326,1.0,0.9576719576719577,23.625
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,iterative,2,0.05,189,8,10,0,0.0,0.0,0,0.05291005291005291,1.25,0.9470899470899471,0.0
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,one_shot,1,0.1,189,8,19,1,0.125,0.05263157894736842,0,0.10052910052910052,2.375,0.8994708994708995,1.243421052631579
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,oracle,1,0.1,189,8,8,8,1.0,1.0,1,0.042328042328042326,1.0,0.9576719576719577,23.625
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,iterative,2,0.1,189,8,19,0,0.0,0.0,0,0.10052910052910052,2.375,0.8994708994708995,0.0
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,one_shot,1,0.2,189,8,38,2,0.25,0.05263157894736842,0,0.20105820105820105,4.75,0.798941798941799,1.243421052631579
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,oracle,1,0.2,189,8,8,8,1.0,1.0,1,0.042328042328042326,1.0,0.9576719576719577,23.625
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,iterative,2,0.2,189,8,38,2,0.25,0.05263157894736842,0,0.20105820105820105,4.75,0.798941798941799,1.243421052631579
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,one_shot,1,0.3,189,8,57,3,0.375,0.05263157894736842,0,0.30158730158730157,7.125,0.6984126984126984,1.243421052631579
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,oracle,1,0.3,189,8,8,8,1.0,1.0,1,0.042328042328042326,1.0,0.9576719576719577,23.625
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,11,iterative,2,0.3,189,8,57,2,0.25,0.03508771929824561,0,0.30158730158730157,7.125,0.6984126984126984,0.8289473684210527
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,one_shot,1,0.05,170,5,9,4,0.8,0.4444444444444444,0,0.052941176470588235,1.8,0.9470588235294117,15.111111111111112
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,oracle,1,0.05,170,5,5,5,1.0,1.0,1,0.029411764705882353,1.0,0.9705882352941176,34.0
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,iterative,2,0.05,170,5,9,4,0.8,0.4444444444444444,0,0.052941176470588235,1.8,0.9470588235294117,15.111111111111112
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,one_shot,1,0.1,170,5,17,5,1.0,0.29411764705882354,1,0.1,3.4,0.9,10.0
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,oracle,1,0.1,170,5,5,5,1.0,1.0,1,0.029411764705882353,1.0,0.9705882352941176,34.0
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,iterative,2,0.1,170,5,17,5,1.0,0.29411764705882354,1,0.1,3.4,0.9,10.0
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,one_shot,1,0.2,170,5,34,5,1.0,0.14705882352941177,1,0.2,6.8,0.8,5.0
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,oracle,1,0.2,170,5,5,5,1.0,1.0,1,0.029411764705882353,1.0,0.9705882352941176,34.0
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,iterative,2,0.2,170,5,34,5,1.0,0.14705882352941177,1,0.2,6.8,0.8,5.0
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,one_shot,1,0.3,170,5,51,5,1.0,0.09803921568627451,1,0.3,10.2,0.7,3.3333333333333335
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,oracle,1,0.3,170,5,5,5,1.0,1.0,1,0.029411764705882353,1.0,0.9705882352941176,34.0
2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,qasper,11,iterative,2,0.3,170,5,51,5,1.0,0.09803921568627451,1,0.3,10.2,0.7,3.3333333333333335
5adc3aff5542996e685252eb,hotpotqa,23,one_shot,1,0.05,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0
5adc3aff5542996e685252eb,hotpotqa,23,oracle,1,0.05,39,4,2,2,0.5,1.0,0,0.05128205128205128,0.5,0.9487179487179487,9.75
5adc3aff5542996e685252eb,hotpotqa,23,iterative,2,0.05,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0
5adc3aff5542996e685252eb,hotpotqa,23,one_shot,1,0.1,39,4,4,1,0.25,0.25,0,0.10256410256410256,1.0,0.8974358974358975,2.4375
5adc3aff5542996e685252eb,hotpotqa,23,oracle,1,0.1,39,4,4,4,1.0,1.0,1,0.10256410256410256,1.0,0.8974358974358975,9.75
5adc3aff5542996e685252eb,hotpotqa,23,iterative,2,0.1,39,4,4,1,0.25,0.25,0,0.10256410256410256,1.0,0.8974358974358975,2.4375
5adc3aff5542996e685252eb,hotpotqa,23,one_shot,1,0.2,39,4,8,2,0.5,0.25,0,0.20512820512820512,2.0,0.7948717948717949,2.4375
5adc3aff5542996e685252eb,hotpotqa,23,oracle,1,0.2,39,4,4,4,1.0,1.0,1,0.10256410256410256,1.0,0.8974358974358975,9.75
5adc3aff5542996e685252eb,hotpotqa,23,iterative,2,0.2,39,4,8,1,0.25,0.125,0,0.20512820512820512,2.0,0.7948717948717949,1.21875
5adc3aff5542996e685252eb,hotpotqa,23,one_shot,1,0.3,39,4,12,2,0.5,0.16666666666666666,0,0.3076923076923077,3.0,0.6923076923076923,1.625
5adc3aff5542996e685252eb,hotpotqa,23,oracle,1,0.3,39,4,4,4,1.0,1.0,1,0.10256410256410256,1.0,0.8974358974358975,9.75
5adc3aff5542996e685252eb,hotpotqa,23,iterative,2,0.3,39,4,12,2,0.5,0.16666666666666666,0,0.3076923076923077,3.0,0.6923076923076923,1.625
5ab56db7554299494045efc6,hotpotqa,23,one_shot,1,0.05,40,4,2,1,0.25,0.5,0,0.05,0.5,0.95,5.0
5ab56db7554299494045efc6,hotpotqa,23,oracle,1,0.05,40,4,2,2,0.5,1.0,0,0.05,0.5,0.95,10.0
5ab56db7554299494045efc6,hotpotqa,23,iterative,2,0.05,40,4,2,1,0.25,0.5,0,0.05,0.5,0.95,5.0
5ab56db7554299494045efc6,hotpotqa,23,one_shot,1,0.1,40,4,4,1,0.25,0.25,0,0.1,1.0,0.9,2.5
5ab56db7554299494045efc6,hotpotqa,23,oracle,1,0.1,40,4,4,4,1.0,1.0,1,0.1,1.0,0.9,10.0
5ab56db7554299494045efc6,hotpotqa,23,iterative,2,0.1,40,4,4,1,0.25,0.25,0,0.1,1.0,0.9,2.5
5ab56db7554299494045efc6,hotpotqa,23,one_shot,1,0.2,40,4,8,2,0.5,0.25,0,0.2,2.0,0.8,2.5
5ab56db7554299494045efc6,hotpotqa,23,oracle,1,0.2,40,4,4,4,1.0,1.0,1,0.1,1.0,0.9,10.0
5ab56db7554299494045efc6,hotpotqa,23,iterative,2,0.2,40,4,8,3,0.75,0.375,0,0.2,2.0,0.8,3.75
5ab56db7554299494045efc6,hotpotqa,23,one_shot,1,0.3,40,4,12,2,0.5,0.16666666666666666,0,0.3,3.0,0.7,1.6666666666666667
5ab56db7554299494045efc6,hotpotqa,23,oracle,1,0.3,40,4,4,4,1.0,1.0,1,0.1,1.0,0.9,10.0
5ab56db7554299494045efc6,hotpotqa,23,iterative,2,0.3,40,4,12,4,1.0,0.3333333333333333,1,0.3,3.0,0.7,3.3333333333333335
5ab2b863554299295394685a,hotpotqa,23,one_shot,1,0.05,48,3,3,0,0.0,0.0,0,0.0625,1.0,0.9375,0.0
5ab2b863554299295394685a,hotpotqa,23,oracle,1,0.05,48,3,3,3,1.0,1.0,1,0.0625,1.0,0.9375,16.0
5ab2b863554299295394685a,hotpotqa,23,iterative,2,0.05,48,3,3,0,0.0,0.0,0,0.0625,1.0,0.9375,0.0
5ab2b863554299295394685a,hotpotqa,23,one_shot,1,0.1,48,3,5,1,0.3333333333333333,0.2,0,0.10416666666666667,1.6666666666666667,0.8958333333333334,3.1999999999999997
5ab2b863554299295394685a,hotpotqa,23,oracle,1,0.1,48,3,3,3,1.0,1.0,1,0.0625,1.0,0.9375,16.0
5ab2b863554299295394685a,hotpotqa,23,iterative,2,0.1,48,3,5,0,0.0,0.0,0,0.10416666666666667,1.6666666666666667,0.8958333333333334,0.0
5ab2b863554299295394685a,hotpotqa,23,one_shot,1,0.2,48,3,10,1,0.3333333333333333,0.1,0,0.20833333333333334,3.3333333333333335,0.7916666666666666,1.5999999999999999
5ab2b863554299295394685a,hotpotqa,23,oracle,1,0.2,48,3,3,3,1.0,1.0,1,0.0625,1.0,0.9375,16.0
5ab2b863554299295394685a,hotpotqa,23,iterative,2,0.2,48,3,10,1,0.3333333333333333,0.1,0,0.20833333333333334,3.3333333333333335,0.7916666666666666,1.5999999999999999
5ab2b863554299295394685a,hotpotqa,23,one_shot,1,0.3,48,3,15,2,0.6666666666666666,0.13333333333333333,0,0.3125,5.0,0.6875,2.1333333333333333
5ab2b863554299295394685a,hotpotqa,23,oracle,1,0.3,48,3,3,3,1.0,1.0,1,0.0625,1.0,0.9375,16.0
5ab2b863554299295394685a,hotpotqa,23,iterative,2,0.3,48,3,15,2,0.6666666666666666,0.13333333333333333,0,0.3125,5.0,0.6875,2.1333333333333333
5a710a915542994082a3e504,hotpotqa,23,one_shot,1,0.05,36,4,2,2,0.5,1.0,0,0.05555555555555555,0.5,0.9444444444444444,9.0
5a710a915542994082a3e504,hotpotqa,23,oracle,1,0.05,36,4,2,2,0.5,1.0,0,0.05555555555555555,0.5,0.9444444444444444,9.0
5a710a915542994082a3e504,hotpotqa,23,iterative,2,0.05,36,4,2,2,0.5,1.0,0,0.05555555555555555,0.5,0.9444444444444444,9.0
5a710a915542994082a3e504,hotpotqa,23,one_shot,1,0.1,36,4,4,3,0.75,0.75,0,0.1111111111111111,1.0,0.8888888888888888,6.75
5a710a915542994082a3e504,hotpotqa,23,oracle,1,0.1,36,4,4,4,1.0,1.0,1,0.1111111111111111,1.0,0.8888888888888888,9.0
5a710a915542994082a3e504,hotpotqa,23,iterative,2,0.1,36,4,4,3,0.75,0.75,0,0.1111111111111111,1.0,0.8888888888888888,6.75
5a710a915542994082a3e504,hotpotqa,23,one_shot,1,0.2,36,4,8,4,1.0,0.5,1,0.2222222222222222,2.0,0.7777777777777778,4.5
5a710a915542994082a3e504,hotpotqa,23,oracle,1,0.2,36,4,4,4,1.0,1.0,1,0.1111111111111111,1.0,0.8888888888888888,9.0
5a710a915542994082a3e504,hotpotqa,23,iterative,2,0.2,36,4,8,3,0.75,0.375,0,0.2222222222222222,2.0,0.7777777777777778,3.375
5a710a915542994082a3e504,hotpotqa,23,one_shot,1,0.3,36,4,11,4,1.0,0.36363636363636365,1,0.3055555555555556,2.75,0.6944444444444444,3.2727272727272725
5a710a915542994082a3e504,hotpotqa,23,oracle,1,0.3,36,4,4,4,1.0,1.0,1,0.1111111111111111,1.0,0.8888888888888888,9.0
5a710a915542994082a3e504,hotpotqa,23,iterative,2,0.3,36,4,11,3,0.75,0.2727272727272727,0,0.3055555555555556,2.75,0.6944444444444444,2.454545454545454
5adc93a4554299438c868e01,hotpotqa,23,one_shot,1,0.05,38,5,2,1,0.2,0.5,0,0.05263157894736842,0.4,0.9473684210526316,3.8000000000000003
5adc93a4554299438c868e01,hotpotqa,23,oracle,1,0.05,38,5,2,2,0.4,1.0,0,0.05263157894736842,0.4,0.9473684210526316,7.6000000000000005
5adc93a4554299438c868e01,hotpotqa,23,iterative,2,0.05,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0
5adc93a4554299438c868e01,hotpotqa,23,one_shot,1,0.1,38,5,4,1,0.2,0.25,0,0.10526315789473684,0.8,0.8947368421052632,1.9000000000000001
5adc93a4554299438c868e01,hotpotqa,23,oracle,1,0.1,38,5,4,4,0.8,1.0,0,0.10526315789473684,0.8,0.8947368421052632,7.6000000000000005
5adc93a4554299438c868e01,hotpotqa,23,iterative,2,0.1,38,5,4,1,0.2,0.25,0,0.10526315789473684,0.8,0.8947368421052632,1.9000000000000001
5adc93a4554299438c868e01,hotpotqa,23,one_shot,1,0.2,38,5,8,1,0.2,0.125,0,0.21052631578947367,1.6,0.7894736842105263,0.9500000000000001
5adc93a4554299438c868e01,hotpotqa,23,oracle,1,0.2,38,5,5,5,1.0,1.0,1,0.13157894736842105,1.0,0.868421052631579,7.6000000000000005
5adc93a4554299438c868e01,hotpotqa,23,iterative,2,0.2,38,5,8,1,0.2,0.125,0,0.21052631578947367,1.6,0.7894736842105263,0.9500000000000001
5adc93a4554299438c868e01,hotpotqa,23,one_shot,1,0.3,38,5,12,1,0.2,0.08333333333333333,0,0.3157894736842105,2.4,0.6842105263157895,0.6333333333333334
5adc93a4554299438c868e01,hotpotqa,23,oracle,1,0.3,38,5,5,5,1.0,1.0,1,0.13157894736842105,1.0,0.868421052631579,7.6000000000000005
5adc93a4554299438c868e01,hotpotqa,23,iterative,2,0.3,38,5,12,1,0.2,0.08333333333333333,0,0.3157894736842105,2.4,0.6842105263157895,0.6333333333333334
5ab7f97a5542991d322237ef,hotpotqa,23,one_shot,1,0.05,126,4,7,0,0.0,0.0,0,0.05555555555555555,1.75,0.9444444444444444,0.0
5ab7f97a5542991d322237ef,hotpotqa,23,oracle,1,0.05,126,4,4,4,1.0,1.0,1,0.031746031746031744,1.0,0.9682539682539683,31.5
5ab7f97a5542991d322237ef,hotpotqa,23,iterative,2,0.05,126,4,7,0,0.0,0.0,0,0.05555555555555555,1.75,0.9444444444444444,0.0
5ab7f97a5542991d322237ef,hotpotqa,23,one_shot,1,0.1,126,4,13,0,0.0,0.0,0,0.10317460317460317,3.25,0.8968253968253969,0.0
5ab7f97a5542991d322237ef,hotpotqa,23,oracle,1,0.1,126,4,4,4,1.0,1.0,1,0.031746031746031744,1.0,0.9682539682539683,31.5
5ab7f97a5542991d322237ef,hotpotqa,23,iterative,2,0.1,126,4,13,0,0.0,0.0,0,0.10317460317460317,3.25,0.8968253968253969,0.0
5ab7f97a5542991d322237ef,hotpotqa,23,one_shot,1,0.2,126,4,26,1,0.25,0.038461538461538464,0,0.20634920634920634,6.5,0.7936507936507937,1.2115384615384617
5ab7f97a5542991d322237ef,hotpotqa,23,oracle,1,0.2,126,4,4,4,1.0,1.0,1,0.031746031746031744,1.0,0.9682539682539683,31.5
5ab7f97a5542991d322237ef,hotpotqa,23,iterative,2,0.2,126,4,26,1,0.25,0.038461538461538464,0,0.20634920634920634,6.5,0.7936507936507937,1.2115384615384617
5ab7f97a5542991d322237ef,hotpotqa,23,one_shot,1,0.3,126,4,38,3,0.75,0.07894736842105263,0,0.30158730158730157,9.5,0.6984126984126984,2.486842105263158
5ab7f97a5542991d322237ef,hotpotqa,23,oracle,1,0.3,126,4,4,4,1.0,1.0,1,0.031746031746031744,1.0,0.9682539682539683,31.5
5ab7f97a5542991d322237ef,hotpotqa,23,iterative,2,0.3,126,4,38,3,0.75,0.07894736842105263,0,0.30158730158730157,9.5,0.6984126984126984,2.486842105263158
5a8888e35542997e5c09a5f6,hotpotqa,23,one_shot,1,0.05,39,4,2,1,0.25,0.5,0,0.05128205128205128,0.5,0.9487179487179487,4.875
5a8888e35542997e5c09a5f6,hotpotqa,23,oracle,1,0.05,39,4,2,2,0.5,1.0,0,0.05128205128205128,0.5,0.9487179487179487,9.75
5a8888e35542997e5c09a5f6,hotpotqa,23,iterative,2,0.05,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0
5a8888e35542997e5c09a5f6,hotpotqa,23,one_shot,1,0.1,39,4,4,1,0.25,0.25,0,0.10256410256410256,1.0,0.8974358974358975,2.4375
5a8888e35542997e5c09a5f6,hotpotqa,23,oracle,1,0.1,39,4,4,4,1.0,1.0,1,0.10256410256410256,1.0,0.8974358974358975,9.75
5a8888e35542997e5c09a5f6,hotpotqa,23,iterative,2,0.1,39,4,4,1,0.25,0.25,0,0.10256410256410256,1.0,0.8974358974358975,2.4375
5a8888e35542997e5c09a5f6,hotpotqa,23,one_shot,1,0.2,39,4,8,1,0.25,0.125,0,0.20512820512820512,2.0,0.7948717948717949,1.21875
5a8888e35542997e5c09a5f6,hotpotqa,23,oracle,1,0.2,39,4,4,4,1.0,1.0,1,0.10256410256410256,1.0,0.8974358974358975,9.75
5a8888e35542997e5c09a5f6,hotpotqa,23,iterative,2,0.2,39,4,8,1,0.25,0.125,0,0.20512820512820512,2.0,0.7948717948717949,1.21875
5a8888e35542997e5c09a5f6,hotpotqa,23,one_shot,1,0.3,39,4,12,3,0.75,0.25,0,0.3076923076923077,3.0,0.6923076923076923,2.4375
5a8888e35542997e5c09a5f6,hotpotqa,23,oracle,1,0.3,39,4,4,4,1.0,1.0,1,0.10256410256410256,1.0,0.8974358974358975,9.75
5a8888e35542997e5c09a5f6,hotpotqa,23,iterative,2,0.3,39,4,12,1,0.25,0.08333333333333333,0,0.3076923076923077,3.0,0.6923076923076923,0.8125
5a8c8502554299585d9e36d0,hotpotqa,23,one_shot,1,0.05,55,5,3,1,0.2,0.3333333333333333,0,0.05454545454545454,0.6,0.9454545454545454,3.666666666666667
5a8c8502554299585d9e36d0,hotpotqa,23,oracle,1,0.05,55,5,3,3,0.6,1.0,0,0.05454545454545454,0.6,0.9454545454545454,11.0
5a8c8502554299585d9e36d0,hotpotqa,23,iterative,2,0.05,55,5,3,0,0.0,0.0,0,0.05454545454545454,0.6,0.9454545454545454,0.0
5a8c8502554299585d9e36d0,hotpotqa,23,one_shot,1,0.1,55,5,6,1,0.2,0.16666666666666666,0,0.10909090909090909,1.2,0.8909090909090909,1.8333333333333335
5a8c8502554299585d9e36d0,hotpotqa,23,oracle,1,0.1,55,5,5,5,1.0,1.0,1,0.09090909090909091,1.0,0.9090909090909091,11.0
5a8c8502554299585d9e36d0,hotpotqa,23,iterative,2,0.1,55,5,6,1,0.2,0.16666666666666666,0,0.10909090909090909,1.2,0.8909090909090909,1.8333333333333335
5a8c8502554299585d9e36d0,hotpotqa,23,one_shot,1,0.2,55,5,11,1,0.2,0.09090909090909091,0,0.2,2.2,0.8,1.0
5a8c8502554299585d9e36d0,hotpotqa,23,oracle,1,0.2,55,5,5,5,1.0,1.0,1,0.09090909090909091,1.0,0.9090909090909091,11.0
5a8c8502554299585d9e36d0,hotpotqa,23,iterative,2,0.2,55,5,11,1,0.2,0.09090909090909091,0,0.2,2.2,0.8,1.0
5a8c8502554299585d9e36d0,hotpotqa,23,one_shot,1,0.3,55,5,17,1,0.2,0.058823529411764705,0,0.3090909090909091,3.4,0.6909090909090909,0.6470588235294118
5a8c8502554299585d9e36d0,hotpotqa,23,oracle,1,0.3,55,5,5,5,1.0,1.0,1,0.09090909090909091,1.0,0.9090909090909091,11.0
5a8c8502554299585d9e36d0,hotpotqa,23,iterative,2,0.3,55,5,17,1,0.2,0.058823529411764705,0,0.3090909090909091,3.4,0.6909090909090909,0.6470588235294118
5a84c4bb5542991dd0999dec,hotpotqa,23,one_shot,1,0.05,47,7,3,1,0.14285714285714285,0.3333333333333333,0,0.06382978723404255,0.42857142857142855,0.9361702127659575,2.238095238095238
5a84c4bb5542991dd0999dec,hotpotqa,23,oracle,1,0.05,47,7,3,3,0.42857142857142855,1.0,0,0.06382978723404255,0.42857142857142855,0.9361702127659575,6.714285714285714
5a84c4bb5542991dd0999dec,hotpotqa,23,iterative,2,0.05,47,7,3,1,0.14285714285714285,0.3333333333333333,0,0.06382978723404255,0.42857142857142855,0.9361702127659575,2.238095238095238
5a84c4bb5542991dd0999dec,hotpotqa,23,one_shot,1,0.1,47,7,5,1,0.14285714285714285,0.2,0,0.10638297872340426,0.7142857142857143,0.8936170212765957,1.3428571428571427
5a84c4bb5542991dd0999dec,hotpotqa,23,oracle,1,0.1,47,7,5,5,0.7142857142857143,1.0,0,0.10638297872340426,0.7142857142857143,0.8936170212765957,6.714285714285714
5a84c4bb5542991dd0999dec,hotpotqa,23,iterative,2,0.1,47,7,5,1,0.14285714285714285,0.2,0,0.10638297872340426,0.7142857142857143,0.8936170212765957,1.3428571428571427
5a84c4bb5542991dd0999dec,hotpotqa,23,one_shot,1,0.2,47,7,10,2,0.2857142857142857,0.2,0,0.2127659574468085,1.4285714285714286,0.7872340425531915,1.3428571428571427
5a84c4bb5542991dd0999dec,hotpotqa,23,oracle,1,0.2,47,7,7,7,1.0,1.0,1,0.14893617021276595,1.0,0.851063829787234,6.714285714285714
5a84c4bb5542991dd0999dec,hotpotqa,23,iterative,2,0.2,47,7,10,1,0.14285714285714285,0.1,0,0.2127659574468085,1.4285714285714286,0.7872340425531915,0.6714285714285714
5a84c4bb5542991dd0999dec,hotpotqa,23,one_shot,1,0.3,47,7,15,2,0.2857142857142857,0.13333333333333333,0,0.3191489361702128,2.142857142857143,0.6808510638297872,0.8952380952380952
5a84c4bb5542991dd0999dec,hotpotqa,23,oracle,1,0.3,47,7,7,7,1.0,1.0,1,0.14893617021276595,1.0,0.851063829787234,6.714285714285714
5a84c4bb5542991dd0999dec,hotpotqa,23,iterative,2,0.3,47,7,15,2,0.2857142857142857,0.13333333333333333,0,0.3191489361702128,2.142857142857143,0.6808510638297872,0.8952380952380952
5abbd4035542993f40c73bcb,hotpotqa,23,one_shot,1,0.05,50,7,3,1,0.14285714285714285,0.3333333333333333,0,0.06,0.42857142857142855,0.94,2.380952380952381
5abbd4035542993f40c73bcb,hotpotqa,23,oracle,1,0.05,50,7,3,3,0.42857142857142855,1.0,0,0.06,0.42857142857142855,0.94,7.142857142857142
5abbd4035542993f40c73bcb,hotpotqa,23,iterative,2,0.05,50,7,3,2,0.2857142857142857,0.6666666666666666,0,0.06,0.42857142857142855,0.94,4.761904761904762
5abbd4035542993f40c73bcb,hotpotqa,23,one_shot,1,0.1,50,7,5,1,0.14285714285714285,0.2,0,0.1,0.7142857142857143,0.9,1.4285714285714284
5abbd4035542993f40c73bcb,hotpotqa,23,oracle,1,0.1,50,7,5,5,0.7142857142857143,1.0,0,0.1,0.7142857142857143,0.9,7.142857142857142
5abbd4035542993f40c73bcb,hotpotqa,23,iterative,2,0.1,50,7,5,2,0.2857142857142857,0.4,0,0.1,0.7142857142857143,0.9,2.8571428571428568
5abbd4035542993f40c73bcb,hotpotqa,23,one_shot,1,0.2,50,7,10,3,0.42857142857142855,0.3,0,0.2,1.4285714285714286,0.8,2.142857142857143
5abbd4035542993f40c73bcb,hotpotqa,23,oracle,1,0.2,50,7,7,7,1.0,1.0,1,0.14,1.0,0.86,7.142857142857142
5abbd4035542993f40c73bcb,hotpotqa,23,iterative,2,0.2,50,7,10,3,0.42857142857142855,0.3,0,0.2,1.4285714285714286,0.8,2.142857142857143
5abbd4035542993f40c73bcb,hotpotqa,23,one_shot,1,0.3,50,7,15,6,0.8571428571428571,0.4,0,0.3,2.142857142857143,0.7,2.857142857142857
5abbd4035542993f40c73bcb,hotpotqa,23,oracle,1,0.3,50,7,7,7,1.0,1.0,1,0.14,1.0,0.86,7.142857142857142
5abbd4035542993f40c73bcb,hotpotqa,23,iterative,2,0.3,50,7,15,4,0.5714285714285714,0.26666666666666666,0,0.3,2.142857142857143,0.7,1.9047619047619047
5ae6143f5542996de7b71b2d,hotpotqa,23,one_shot,1,0.05,55,5,3,0,0.0,0.0,0,0.05454545454545454,0.6,0.9454545454545454,0.0
5ae6143f5542996de7b71b2d,hotpotqa,23,oracle,1,0.05,55,5,3,3,0.6,1.0,0,0.05454545454545454,0.6,0.9454545454545454,11.0
5ae6143f5542996de7b71b2d,hotpotqa,23,iterative,2,0.05,55,5,3,0,0.0,0.0,0,0.05454545454545454,0.6,0.9454545454545454,0.0
5ae6143f5542996de7b71b2d,hotpotqa,23,one_shot,1,0.1,55,5,6,0,0.0,0.0,0,0.10909090909090909,1.2,0.8909090909090909,0.0
5ae6143f5542996de7b71b2d,hotpotqa,23,oracle,1,0.1,55,5,5,5,1.0,1.0,1,0.09090909090909091,1.0,0.9090909090909091,11.0
5ae6143f5542996de7b71b2d,hotpotqa,23,iterative,2,0.1,55,5,6,0,0.0,0.0,0,0.10909090909090909,1.2,0.8909090909090909,0.0
5ae6143f5542996de7b71b2d,hotpotqa,23,one_shot,1,0.2,55,5,11,2,0.4,0.18181818181818182,0,0.2,2.2,0.8,2.0
