condition,dataset,evidence_attention_mass,examples,layer,local_attention_mass,memory_attention_mass
oracle_last_1,hotpotqa,0.2524814708158374,4,27,0.3951481133699417,0.6048518866300583
oracle_last_2,hotpotqa,0.2192934025079012,4,26,0.44873669743537903,0.551263302564621
oracle_last_2,hotpotqa,0.255558867007494,4,27,0.38748759031295776,0.6125124096870422
oracle_last_4,hotpotqa,0.21180666983127594,4,24,0.43760399520397186,0.5623960047960281
oracle_last_4,hotpotqa,0.21020912192761898,4,25,0.4456784427165985,0.5543215572834015
oracle_last_4,hotpotqa,0.2160666584968567,4,26,0.45226141065359116,0.5477385893464088
oracle_last_4,hotpotqa,0.2565267086029053,4,27,0.38734613358974457,0.6126538664102554
oracle_last_8,hotpotqa,0.22474546544253826,4,20,0.4618553891777992,0.5381446108222008
oracle_last_8,hotpotqa,0.2179513182491064,4,21,0.4444688633084297,0.5555311366915703
oracle_last_8,hotpotqa,0.21836851816624403,4,22,0.4360037297010422,0.5639962702989578
oracle_last_8,hotpotqa,0.2005746359936893,4,23,0.4559730812907219,0.5440269187092781
oracle_last_8,hotpotqa,0.20570932794362307,4,24,0.4528852328658104,0.5471147671341896
oracle_last_8,hotpotqa,0.20764965331181884,4,25,0.45576850324869156,0.5442314967513084
oracle_last_8,hotpotqa,0.21174576599150896,4,26,0.4652056619524956,0.5347943380475044
oracle_last_8,hotpotqa,0.2589563252404332,4,27,0.38528095185756683,0.6147190481424332
oracle_last_half,hotpotqa,0.1984401298686862,4,14,0.5396865680813789,0.46031343191862106
oracle_last_half,hotpotqa,0.25012752413749695,4,15,0.44601987302303314,0.5539801269769669
oracle_last_half,hotpotqa,0.20287510193884373,4,16,0.5397918000817299,0.4602081999182701
oracle_last_half,hotpotqa,0.2048214841634035,4,17,0.5370718985795975,0.4629281014204025
oracle_last_half,hotpotqa,0.22636711783707142,4,18,0.4675709679722786,0.5324290320277214
oracle_last_half,hotpotqa,0.22442196309566498,4,19,0.46627386659383774,0.5337261334061623
oracle_last_half,hotpotqa,0.2192790824919939,4,20,0.477544941008091,0.522455058991909
oracle_last_half,hotpotqa,0.2229853169992566,4,21,0.4442020207643509,0.5557979792356491
oracle_last_half,hotpotqa,0.2226367425173521,4,22,0.4328068718314171,0.5671931281685829
oracle_last_half,hotpotqa,0.2052635457366705,4,23,0.4576968178153038,0.5423031821846962
oracle_last_half,hotpotqa,0.2121691145002842,4,24,0.45323364436626434,0.5467663556337357
oracle_last_half,hotpotqa,0.21483694482594728,4,25,0.45894838124513626,0.5410516187548637
oracle_last_half,hotpotqa,0.21653104200959206,4,26,0.46727482974529266,0.5327251702547073
oracle_last_half,hotpotqa,0.26346060633659363,4,27,0.38419805467128754,0.6158019453287125
oracle_last_quarter,hotpotqa,0.22023899387568235,4,21,0.4387812614440918,0.5612187385559082
oracle_last_quarter,hotpotqa,0.21979240514338017,4,22,0.43243640661239624,0.5675635933876038
oracle_last_quarter,hotpotqa,0.20151840755715966,4,23,0.4535152018070221,0.5464847981929779
oracle_last_quarter,hotpotqa,0.20699299219995737,4,24,0.44965268671512604,0.550347313284874
oracle_last_quarter,hotpotqa,0.20788938272744417,4,25,0.45434916764497757,0.5456508323550224
oracle_last_quarter,hotpotqa,0.21370253153145313,4,26,0.4613363444805145,0.5386636555194855
oracle_last_quarter,hotpotqa,0.257146829739213,4,27,0.3864261507987976,0.6135738492012024
oracle_all,qasper,0.49176373332738876,4,0,0.4371725469827652,0.5628274530172348
oracle_all,qasper,0.33847976103425026,4,1,0.6272412165999413,0.37275878340005875
oracle_all,qasper,0.4213557243347168,4,2,0.5487977564334869,0.45120224356651306
oracle_all,qasper,0.6849988102912903,4,3,0.21807999908924103,0.781920000910759
oracle_all,qasper,0.7501481026411057,4,4,0.10659261047840118,0.8934073895215988
oracle_all,qasper,0.7195495367050171,4,5,0.08780704438686371,0.9121929556131363
oracle_all,qasper,0.7027245759963989,4,6,0.27538593113422394,0.7246140688657761
oracle_all,qasper,0.7372978925704956,4,7,0.12362770736217499,0.876372292637825
oracle_all,qasper,0.7746296226978302,4,8,0.21250295639038086,0.7874970436096191
oracle_all,qasper,0.6644333750009537,4,9,0.29662178456783295,0.703378215432167
oracle_all,qasper,0.6661872565746307,4,10,0.19856621325016022,0.8014337867498398
oracle_all,qasper,0.5821047201752663,4,11,0.3984849750995636,0.6015150249004364
oracle_all,qasper,0.7268712818622589,4,12,0.2528727203607559,0.7471272796392441
oracle_all,qasper,0.6298975348472595,4,13,0.356158047914505,0.643841952085495
oracle_all,qasper,0.6104020029306412,4,14,0.3765968084335327,0.6234031915664673
oracle_all,qasper,0.6202174723148346,4,15,0.355818510055542,0.644181489944458
oracle_all,qasper,0.6957931667566299,4,16,0.29339267313480377,0.7066073268651962
oracle_all,qasper,0.5372709482908249,4,17,0.44072335958480835,0.5592766404151917
oracle_all,qasper,0.6041113138198853,4,18,0.3771986961364746,0.6228013038635254
oracle_all,qasper,0.7600412219762802,4,19,0.21952751278877258,0.7804724872112274
oracle_all,qasper,0.7296589612960815,4,20,0.26134686172008514,0.7386531382799149
oracle_all,qasper,0.6626662164926529,4,21,0.320298433303833,0.679701566696167
oracle_all,qasper,0.68790702521801,4,22,0.2981567084789276,0.7018432915210724
oracle_all,qasper,0.6899532377719879,4,23,0.30039000511169434,0.6996099948883057
oracle_all,qasper,0.5651889517903328,4,24,0.4239616245031357,0.5760383754968643
oracle_all,qasper,0.6422979384660721,4,25,0.34516142308712006,0.6548385769128799
oracle_all,qasper,0.7055643498897552,4,26,0.27994488179683685,0.7200551182031631
oracle_all,qasper,0.8043469190597534,4,27,0.18704654276371002,0.81295345723629
oracle_last_1,qasper,0.6454039514064789,4,27,0.3463592827320099,0.6536407172679901
oracle_last_2,qasper,0.6226789951324463,4,26,0.3489402234554291,0.6510597765445709
oracle_last_2,qasper,0.6539152264595032,4,27,0.33765196800231934,0.6623480319976807
oracle_last_4,qasper,0.5971973091363907,4,24,0.3773186504840851,0.6226813495159149
oracle_last_4,qasper,0.5950695127248764,4,25,0.3820839375257492,0.6179160624742508
oracle_last_4,qasper,0.616994209587574,4,26,0.35572822391986847,0.6442717760801315
oracle_last_4,qasper,0.6507973670959473,4,27,0.34098370373249054,0.6590162962675095
oracle_last_8,qasper,0.6007809042930603,4,20,0.3841336816549301,0.6158663183450699
oracle_last_8,qasper,0.6048755347728729,4,21,0.3782871812582016,0.6217128187417984
oracle_last_8,qasper,0.6386021077632904,4,22,0.3434634208679199,0.6565365791320801
oracle_last_8,qasper,0.5965287089347839,4,23,0.3845933973789215,0.6154066026210785
oracle_last_8,qasper,0.5760534182190895,4,24,0.4025956019759178,0.5974043980240822
oracle_last_8,qasper,0.5696019530296326,4,25,0.40872838348150253,0.5912716165184975
oracle_last_8,qasper,0.5948364436626434,4,26,0.37900177389383316,0.6209982261061668
oracle_last_8,qasper,0.6442221701145172,4,27,0.3473974019289017,0.6526025980710983
oracle_last_half,qasper,0.5205891355872154,4,14,0.4663507118821144,0.5336492881178856
oracle_last_half,qasper,0.5517508164048195,4,15,0.4091133177280426,0.5908866822719574
oracle_last_half,qasper,0.46973592787981033,4,16,0.5100494995713234,0.4899505004286766
oracle_last_half,qasper,0.469502255320549,4,17,0.4930195063352585,0.5069804936647415
oracle_last_half,qasper,0.5452606827020645,4,18,0.42763037979602814,0.5723696202039719
oracle_last_half,qasper,0.5755311548709869,4,19,0.39081236720085144,0.6091876327991486
oracle_last_half,qasper,0.5767868533730507,4,20,0.4024881273508072,0.5975118726491928
oracle_last_half,qasper,0.6003095060586929,4,21,0.37450356781482697,0.625496432185173
oracle_last_half,qasper,0.6359965577721596,4,22,0.33733534812927246,0.6626646518707275
oracle_last_half,qasper,0.5961016267538071,4,23,0.3790290579199791,0.6209709420800209
oracle_last_half,qasper,0.5877478942275047,4,24,0.37943220138549805,0.620567798614502
oracle_last_half,qasper,0.5629226863384247,4,25,0.4066975489258766,0.5933024510741234
oracle_last_half,qasper,0.5761633217334747,4,26,0.3873707205057144,0.6126292794942856
oracle_last_half,qasper,0.6414933204650879,4,27,0.34856900572776794,0.6514309942722321
oracle_last_quarter,qasper,0.610068678855896,4,21,0.37343814969062805,0.626561850309372
oracle_last_quarter,qasper,0.6397118121385574,4,22,0.34252119064331055,0.6574788093566895
oracle_last_quarter,qasper,0.5970240533351898,4,23,0.3839671388268471,0.6160328611731529
oracle_last_quarter,qasper,0.5759124308824539,4,24,0.4016636312007904,0.5983363687992096
oracle_last_quarter,qasper,0.5685331523418427,4,25,0.4091843068599701,0.5908156931400299
oracle_last_quarter,qasper,0.5960879772901535,4,26,0.37694504857063293,0.6230549514293671
oracle_last_quarter,qasper,0.644351527094841,4,27,0.3473772555589676,0.6526227444410324
