variant,dataset,condition,seeds,examples_per_seed,gold_mean_token_logprob_mean,gold_mean_token_logprob_std,gold_mean_logprob_delta_vs_none_mean,gold_mean_logprob_delta_vs_none_std,gold_first_token_rank_mean,gold_first_token_rank_std,gold_first_token_rank_delta_vs_none_mean,gold_first_token_rank_delta_vs_none_std,gold_first_token_margin_mean,gold_first_token_margin_std,gold_first_token_margin_delta_vs_none_mean,gold_first_token_margin_delta_vs_none_std,f1_mean,f1_std,em_mean,em_std,answer_contained_mean,answer_contained_std,teacher_forced_seconds_mean,teacher_forced_seconds_std,generation_seconds_mean,generation_seconds_std,active_memory_tokens_mean,active_memory_tokens_std,trainable_parameter_count_mean,trainable_parameter_count_std,trainable_parameter_percent_mean,trainable_parameter_percent_std,trainable_memory_bytes_fp32_mean,trainable_memory_bytes_fp32_std
per_layer,qasper,oracle,5,4,-7.5187533617019655,0.02395660486738146,-0.33825130462646485,0.02395660486738146,18.7,1.041633332799983,7.7,1.041633332799983,-6.817578125,0.01830527267790622,-0.044140625,0.01830527267790622,0.1375,0.025,0.0,0.0,0.55,0.1,0.1665844850038411,0.006269725662756834,0.8357756649871589,0.04507324930509801,960.0,0.0,4.0,0.0,6.710847306212204e-07,0.0,16.0,0.0
per_layer,qasper,routed,5,4,-7.885218167304993,0.011204791735767522,-0.7047161102294922,0.011204791735767522,17.35,0.25495097567963926,6.35,0.25495097567963926,-7.396875,0.010141214832614976,-0.6234375,0.010141214832614976,0.125,0.0,0.0,0.0,0.5,0.0,0.16162318500282707,0.0030816844334676367,0.828891930001555,0.03338372059231135,384.0,0.0,4.0,0.0,6.710847306212204e-07,0.0,16.0,0.0
residual_16,hotpotqa,none,5,4,-8.002816885709763,0.0,0.0,0.0,886.75,0.0,0.0,0.0,-11.81640625,0.0,0.0,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.17045181500143372,0.010375781905902302,0.7593285050039412,0.061446704763613726,0.0,0.0,196672.0,0.0,0.032995894035184166,0.0,786688.0,0.0
residual_16,hotpotqa,oracle,5,4,-5.135658186674118,0.28083669736900546,2.8671586990356444,0.28083669736900546,43.3,17.73654419553031,-843.45,17.73654419553031,-6.95546875,0.5663300056442081,4.8609375,0.5663300056442081,0.0,0.0,0.0,0.0,0.0,0.0,0.1772250900074141,0.007531660422111045,0.9716668800043408,0.15637139916533763,449.0,0.0,196672.0,0.0,0.032995894035184166,0.0,786688.0,0.0
residual_16,hotpotqa,routed,5,4,-6.8268433034420015,0.21344344839789012,1.1759735822677613,0.21344344839789012,143.8,56.638193827134,-742.95,56.638193827134,-8.728515625,0.49745599139914504,3.087890625,0.49745599139914504,0.04285714285714286,0.03499271061118826,0.0,0.0,0.0,0.0,0.17390034500567708,0.004817246439150212,0.9453661549981917,0.14103610989349571,384.0,0.0,196672.0,0.0,0.032995894035184166,0.0,786688.0,0.0
residual_16,qasper,none,5,4,-7.1805020570755005,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-6.7734375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0.0,0.14942751000635326,0.004390307684755987,0.8118745949963341,0.08526509335720955,0.0,0.0,196672.0,0.0,0.032995894035184166,0.0,786688.0,0.0
residual_16,qasper,oracle,5,4,-7.17887282371521,0.46457536673891725,0.0016292333602905273,0.46457536673891725,23.1,3.3264094756959794,12.1,3.3264094756959794,-6.44375,0.6167193141148928,0.3296875,0.6167193141148928,0.014285714285714285,0.02857142857142857,0.0,0.0,0.05,0.1,0.16897696500236634,0.009227485870277939,0.8222551950049819,0.11747795979309056,960.0,0.0,196672.0,0.0,0.032995894035184166,0.0,786688.0,0.0
residual_16,qasper,routed,5,4,-7.341887831687927,0.4351089511621067,-0.16138577461242676,0.4351089511621067,25.35,2.522895162308573,14.35,2.522895162308573,-6.57578125,0.608933383649358,0.19765625,0.608933383649358,0.0,0.0,0.0,0.0,0.0,0.0,0.16758020501001739,0.00956646231834768,0.9119217799976468,0.06818363395224056,384.0,0.0,196672.0,0.0,0.032995894035184166,0.0,786688.0,0.0
residual_32,hotpotqa,none,5,4,-8.002816885709763,0.0,0.0,0.0,886.75,0.0,0.0,0.0,-11.81640625,0.0,0.0,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.16211514998867643,0.005708370288625152,0.729814239992993,0.02922844037413581,0.0,0.0,393344.0,0.0,0.06599178807036833,0.0,1573376.0,0.0
residual_32,hotpotqa,oracle,5,4,-4.914809221029282,0.23380054187199018,3.088007664680481,0.23380054187199018,31.9,12.826340085932541,-854.85,12.826340085932541,-6.702734375,0.6430669920389321,5.113671875,0.6430669920389321,0.045,0.05567764362830022,0.0,0.0,0.05,0.1,0.17236719500215258,0.001387077306654989,0.7877262449968839,0.040118908045735056,449.0,0.0,393344.0,0.0,0.06599178807036833,0.0,1573376.0,0.0
residual_32,hotpotqa,routed,5,4,-6.793021422624588,0.24830757052585162,1.2097954630851746,0.24830757052585162,116.75,42.72938099247402,-770.0,42.72938099247402,-8.75390625,0.6339002514659493,3.0625,0.6339002514659493,0.06285714285714286,0.03331972511340172,0.0,0.0,0.0,0.0,0.17193820500397122,0.0011268235788460315,0.7867324899998493,0.042675372485556265,384.0,0.0,393344.0,0.0,0.06599178807036833,0.0,1573376.0,0.0
residual_32,qasper,none,5,4,-7.1805020570755005,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-6.7734375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0.0,0.1473695350025082,0.0009603311622365243,0.7825283499900252,0.05561862855490619,0.0,0.0,393344.0,0.0,0.06599178807036833,0.0,1573376.0,0.0
residual_32,qasper,oracle,5,4,-6.158236122131347,0.29990810547924024,1.0222659349441527,0.29990810547924024,16.65,2.3377339455121917,5.65,2.3377339455121917,-5.40703125,0.3553390903638734,1.36640625,0.3553390903638734,0.029166666666666667,0.03632415786283895,0.0,0.0,0.1,0.1224744871391589,0.16479182500625028,0.0008829923165135997,0.8634868149936665,0.04058818844354862,960.0,0.0,393344.0,0.0,0.06599178807036833,0.0,1573376.0,0.0
residual_32,qasper,routed,5,4,-6.3433805227279665,0.24129353342845633,0.8371215343475342,0.24129353342845633,19.05,1.9390719429665315,8.05,1.9390719429665315,-5.493359375,0.2907536047780083,1.280078125,0.2907536047780083,0.0125,0.025,0.0,0.0,0.05,0.1,0.16179541499295738,0.0007761925914441073,0.8442809199972544,0.031423857748941526,384.0,0.0,393344.0,0.0,0.06599178807036833,0.0,1573376.0,0.0
residual_64,hotpotqa,none,5,4,-8.002816885709763,0.0,0.0,0.0,886.75,0.0,0.0,0.0,-11.81640625,0.0,0.0,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.16696379999630154,0.008089956516032984,0.7189709249971201,0.01767402851903689,0.0,0.0,786688.0,0.0,0.13198357614073666,0.0,3146752.0,0.0
residual_64,hotpotqa,oracle,5,4,-5.306030106544495,0.12181211634183498,2.6967867791652678,0.12181211634183498,46.0,6.661456297237114,-840.75,6.661456297237114,-7.426953125,0.37439241142733515,4.389453125,0.37439241142733515,0.046785714285714285,0.04015912227677314,0.0,0.0,0.0,0.0,0.17312513998767826,0.000764018784187722,0.8032425649988,0.04958136604489091,449.0,0.0,786688.0,0.0,0.13198357614073666,0.0,3146752.0,0.0
residual_64,hotpotqa,routed,5,4,-7.10670902132988,0.11575367398543054,0.8961078643798828,0.11575367398543054,143.2,27.53379741336091,-743.55,27.53379741336091,-9.540234375,0.2837981357161063,2.276171875,0.2837981357161063,0.0721825396825397,0.015133778184131029,0.0,0.0,0.0,0.0,0.17176245000446216,0.0014133251414885884,0.8095345650042873,0.06685156398647323,384.0,0.0,786688.0,0.0,0.13198357614073666,0.0,3146752.0,0.0
residual_64,qasper,none,5,4,-7.1805020570755005,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-6.7734375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0.0,0.14781087001028936,0.0009735535878737416,0.7640710849984316,0.032353181190760104,0.0,0.0,786688.0,0.0,0.13198357614073666,0.0,3146752.0,0.0
residual_64,qasper,oracle,5,4,-6.101446557044983,0.5865291478384952,1.0790555000305175,0.5865291478384952,14.65,2.6860752037126585,3.65,2.6860752037126585,-5.39921875,0.7036311112526622,1.37421875,0.7036311112526622,0.03333333333333334,0.06666666666666668,0.0,0.0,0.1,0.2,0.1643149900075514,0.0013908302015604298,0.8351334899954963,0.10455920355193907,960.0,0.0,786688.0,0.0,0.13198357614073666,0.0,3146752.0,0.0
residual_64,qasper,routed,5,4,-6.327455353736878,0.5296431309476756,0.8530467033386231,0.5296431309476756,17.55,2.7313000567495327,6.55,2.7313000567495327,-5.587109375,0.664701668499086,1.186328125,0.664701668499086,0.01666666666666667,0.03333333333333334,0.0,0.0,0.05,0.1,0.16349958000064363,0.00265017628254387,0.8548991549934726,0.048769988419108595,384.0,0.0,786688.0,0.0,0.13198357614073666,0.0,3146752.0,0.0
single,hotpotqa,none,5,4,-8.002816885709763,0.0,0.0,0.0,886.75,0.0,0.0,0.0,-11.81640625,0.0,0.0,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.1691135699977167,0.014329005768293322,0.8381791349966079,0.1273972918770585,0.0,0.0,1.0,0.0,1.677711826553051e-07,0.0,4.0,0.0
single,hotpotqa,oracle,5,4,-6.796637654304504,0.01298217880397288,1.2061792314052582,0.01298217880397288,48.55,0.8276472678623424,-838.2,0.8276472678623424,-8.2953125,0.022248485727965846,3.52109375,0.022248485727965846,0.0,0.0,0.0,0.0,0.0,0.0,0.1856769749952946,0.01736357703352062,0.9439198250009213,0.16892040937171932,449.0,0.0,1.0,0.0,1.677711826553051e-07,0.0,4.0,0.0
single,hotpotqa,routed,5,4,-8.189927577972412,0.006647650479589353,-0.18711069226264954,0.006647650479589353,159.7,1.4866068747318506,-727.05,1.4866068747318506,-11.08359375,0.012128261481453144,0.7328125,0.012128261481453144,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.172763160004979,0.004784046431808917,0.8980411449971143,0.11284605591305388,384.0,0.0,1.0,0.0,1.677711826553051e-07,0.0,4.0,0.0
single,qasper,none,5,4,-7.1805020570755005,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-6.7734375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0.0,0.147925220002071,0.00023200424842627395,0.8002657899982296,0.09834585739036732,0.0,0.0,1.0,0.0,1.677711826553051e-07,0.0,4.0,0.0
single,qasper,oracle,5,4,-7.066352272033692,0.006009195923939417,0.11414978504180909,0.006009195923939417,16.1,0.2,5.1,0.2,-6.21171875,0.00861148737697211,0.56171875,0.00861148737697211,0.0625,0.0,0.0,0.0,0.25,0.0,0.16697462999727578,0.010743709925466503,0.8527231699961704,0.08763047761494393,960.0,0.0,1.0,0.0,1.677711826553051e-07,0.0,4.0,0.0
single,qasper,routed,5,4,-7.843045902252197,0.003657901054271729,-0.6625438451766967,0.003657901054271729,25.4,0.2,14.4,0.2,-6.997265625,0.003405389799641151,-0.223828125,0.003405389799641151,0.0625,0.0,0.0,0.0,0.25,0.0,0.160099970002193,0.0015223553669721664,0.8338200899976073,0.0860019381747624,384.0,0.0,1.0,0.0,1.677711826553051e-07,0.0,4.0,0.0
