answer_id,attention_mass_sum,attention_update_norm,attention_update_ratio,condition,depth,distractor_attention_mass,evidence_attention_mass,evidence_condition,evidence_span_tokens,example_id,hop_over_window,layer,max_hop_distance_tokens,native_attention_mass,policy,post_attention_displacement,pra_output_divergence_ratio,pre_residual_norm,query_pooling,query_token_count,seed,selected_reference_uris,selected_token_count,span_over_window,target_reference_uris,window
11,1.0,5.672897815704346,0.6379322677793647,one_shot_selected,2,0.17461884558360907,0.5642580946660019,selected,14,chain-728378-d2,0.4375,0,7,0.2611230597503891,one_shot,0.17205607891082764,1.1953258103772542,8.892633438110352,final query token,6,17,"[""controlled://728378/fact/5"", ""controlled://728378/fact/2"", ""controlled://728378/fact/4"", ""controlled://728378/fact/0""]",20,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
10,1.0,5.841749668121338,0.6569201023271556,one_shot_selected,1,0.5876130045944592,0.31154510878695874,selected,35,chain-833107-d1,0.4375,0,7,0.10084188661858207,one_shot,0.19821131229400635,1.126551550030402,8.892633438110352,final query token,5,17,"[""controlled://833107/fact/2"", ""controlled://833107/fact/1"", ""controlled://833107/fact/5"", ""controlled://833107/fact/3""]",20,2.1875,"('controlled://833107/fact/1',)",w16
12,1.0,5.320317268371582,0.5982836586483798,one_shot_selected,1,0.9152124864485813,0.0,selected,20,chain-937836-d1,0.3125,0,5,0.08478751355141867,one_shot,0.15662753582000732,1.1502709744552888,8.892633438110352,final query token,5,17,"[""controlled://937836/fact/8"", ""controlled://937836/fact/1"", ""controlled://937836/fact/0"", ""controlled://937836/fact/3""]",20,1.25,"('controlled://937836/fact/6',)",w16
8,1.0,6.248825550079346,0.7026968550507571,one_shot_selected,1,0.4753832480892015,0.4099623727342987,selected,42,chain-1042565-d1,0.4375,0,7,0.11465437917649979,one_shot,0.18741804361343384,1.343084078699832,8.892633438110352,final query token,5,17,"[""controlled://1042565/fact/0"", ""controlled://1042565/fact/5"", ""controlled://1042565/fact/3"", ""controlled://1042565/fact/4""]",20,2.625,"('controlled://1042565/fact/0',)",w16
12,1.0,5.1988444328308105,0.5846237190606097,one_shot_selected,2,0.24043906260885706,0.4920949324450703,selected,28,chain-1147294-d2,0.4375,0,7,0.26746600494607264,one_shot,0.16788220405578613,1.1090454054067818,8.892633438110352,final query token,6,17,"[""controlled://1147294/fact/3"", ""controlled://1147294/fact/1"", ""controlled://1147294/fact/2"", ""controlled://1147294/fact/6""]",20,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
7,1.0,6.8666462898254395,0.7721724208711536,one_shot_selected,4,0.5026417109505132,0.2989216327840438,selected,11,chain-1252023-d4,0.6875,0,11,0.19843665626544293,one_shot,0.242914080619812,1.1835698383627462,8.892633438110352,final query token,8,17,"[""controlled://1252023/fact/10"", ""controlled://1252023/fact/9"", ""controlled://1252023/fact/7"", ""controlled://1252023/fact/12""]",20,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
9,1.0,3.245924472808838,0.3650127372728616,one_shot_selected,1,0.7802468357585894,0.0,selected,35,chain-1356752-d1,0.3125,0,5,0.21975316424141056,one_shot,0.05923372507095337,1.140303830059279,8.892633438110352,final query token,5,17,"[""controlled://1356752/fact/5"", ""controlled://1356752/fact/3"", ""controlled://1356752/fact/4"", ""controlled://1356752/fact/6""]",20,2.1875,"('controlled://1356752/fact/0',)",w16
13,1.0,5.197131156921387,0.5844310566820975,one_shot_selected,2,0.6695741646549322,0.1366781246233586,selected,44,chain-1461481-d2,0.6875,0,11,0.19374771072170915,one_shot,0.15967214107513428,1.095545775132993,8.892633438110352,final query token,6,17,"[""controlled://1461481/fact/1"", ""controlled://1461481/fact/2"", ""controlled://1461481/fact/7"", ""controlled://1461481/fact/5""]",20,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
12,1.0,4.69704532623291,0.5281950907931513,one_shot_selected,2,0.865162319252704,0.0,selected,15,chain-1566210-d2,0.3125,0,5,0.13483768074729596,one_shot,0.13066178560256958,1.1424533318993666,8.892633438110352,final query token,6,17,"[""controlled://1566210/fact/7"", ""controlled://1566210/fact/1"", ""controlled://1566210/fact/2"", ""controlled://1566210/fact/3""]",20,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,1.0,6.360668182373047,0.7152738529751725,one_shot_selected,1,0.7976376816841366,0.11790452846253174,selected,55,chain-1670939-d1,0.6875,0,11,0.08445778985333163,one_shot,0.23316025733947754,1.1238486279079303,8.892633438110352,final query token,5,17,"[""controlled://1670939/fact/0"", ""controlled://1670939/fact/2"", ""controlled://1670939/fact/1"", ""controlled://1670939/fact/4""]",20,3.4375,"('controlled://1670939/fact/1',)",w16
13,1.0,2.9967751502990723,0.33699524119099133,one_shot_oracle,1,0.6755741493325331,0.1787254025512084,oracle,22,chain-100004-d1,0.6875,0,11,0.14570044811625849,one_shot,0.053672611713409424,1.1425054626514612,8.892633438110352,final query token,5,17,"[""controlled://100004/fact/1"", ""controlled://100004/fact/0"", ""controlled://100004/fact/9"", ""controlled://100004/fact/2""]",20,1.375,"('controlled://100004/fact/9',)",w16
6,1.0,2.6548397541046143,0.29854370728101853,one_shot_oracle,3,0.42116634920967044,0.2710126520432823,oracle,22,chain-204733-d3,0.6875,0,11,0.30782099874704727,one_shot,0.04257786273956299,1.08629850670854,8.892633438110352,final query token,7,17,"[""controlled://204733/fact/6"", ""controlled://204733/fact/5"", ""controlled://204733/fact/3"", ""controlled://204733/fact/0""]",20,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
7,1.0,3.893303155899048,0.43781217150072466,one_shot_oracle,4,0.0,0.5455725202627946,oracle,7,chain-309462-d4,0.4375,0,7,0.45442747973720543,one_shot,0.07544612884521484,1.0401988390740726,8.892633438110352,final query token,8,17,"[""controlled://309462/fact/3"", ""controlled://309462/fact/7"", ""controlled://309462/fact/6"", ""controlled://309462/fact/9""]",20,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
10,1.0,3.816532850265503,0.42917914887949105,one_shot_oracle,2,0.3832457595090091,0.41542676981680415,oracle,22,chain-414191-d2,0.6875,0,11,0.20132747067418677,one_shot,0.07412934303283691,1.1237331850285455,8.892633438110352,final query token,6,17,"[""controlled://414191/fact/2"", ""controlled://414191/fact/1"", ""controlled://414191/fact/8"", ""controlled://414191/fact/0""]",20,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
13,1.0,5.925322532653809,0.6663180905737317,one_shot_oracle,1,0.6700357715271821,0.1294866741845908,oracle,35,chain-518920-d1,0.3125,0,5,0.2004775542882271,one_shot,0.18713414669036865,1.1926937513413503,8.892633438110352,final query token,5,17,"[""controlled://518920/fact/2"", ""controlled://518920/fact/3"", ""controlled://518920/fact/0"", ""controlled://518920/fact/1""]",20,2.1875,"('controlled://518920/fact/0',)",w16
13,1.0,4.980002403259277,0.5600143577173589,one_shot_oracle,1,0.7723432182956458,0.06372640154586406,oracle,33,chain-623649-d1,0.6875,0,11,0.16393038015849015,one_shot,0.14612436294555664,1.1598399744211556,8.892633438110352,final query token,5,17,"[""controlled://623649/fact/3"", ""controlled://623649/fact/2"", ""controlled://623649/fact/0"", ""controlled://623649/fact/1""]",20,2.0625,"('controlled://623649/fact/2',)",w16
11,1.0,2.0878331661224365,0.23478232636631569,one_shot_oracle,2,0.3262177017022623,0.3182985312596429,oracle,14,chain-728378-d2,0.4375,0,7,0.3554837670380948,one_shot,0.02461928129196167,1.0637389164259068,8.892633438110352,final query token,6,17,"[""controlled://728378/fact/2"", ""controlled://728378/fact/4"", ""controlled://728378/fact/0"", ""controlled://728378/fact/1""]",20,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
10,1.0,6.845373153686523,0.7697802008064258,one_shot_oracle,1,0.4364956683202763,0.46410959289278253,oracle,35,chain-833107-d1,0.4375,0,7,0.09939473878694116,one_shot,0.26052284240722656,1.165530724816652,8.892633438110352,final query token,5,17,"[""controlled://833107/fact/2"", ""controlled://833107/fact/1"", ""controlled://833107/fact/3"", ""controlled://833107/fact/0""]",20,2.1875,"('controlled://833107/fact/1',)",w16
12,1.0,5.081700325012207,0.5714505562811153,one_shot_oracle,1,0.626361590657325,0.15910266692662844,oracle,20,chain-937836-d1,0.3125,0,5,0.21453574241604656,one_shot,0.15241730213165283,1.2048262560766363,8.892633438110352,final query token,5,17,"[""controlled://937836/fact/1"", ""controlled://937836/fact/0"", ""controlled://937836/fact/6"", ""controlled://937836/fact/2""]",20,1.25,"('controlled://937836/fact/6',)",w16
8,1.0,6.022160530090332,0.6772077778762032,one_shot_oracle,1,0.29168900698277866,0.46686185907310573,oracle,42,chain-1042565-d1,0.4375,0,7,0.2414491339441156,one_shot,0.19406437873840332,1.2062867542533047,8.892633438110352,final query token,5,17,"[""controlled://1042565/fact/0"", ""controlled://1042565/fact/3"", ""controlled://1042565/fact/1"", ""controlled://1042565/fact/2""]",20,2.625,"('controlled://1042565/fact/0',)",w16
12,1.0,5.101571083068848,0.5736850752450345,one_shot_oracle,2,0.32270659572714067,0.39311816043482395,oracle,28,chain-1147294-d2,0.4375,0,7,0.2841752438380354,one_shot,0.16371560096740723,1.1334221755552467,8.892633438110352,final query token,6,17,"[""controlled://1147294/fact/3"", ""controlled://1147294/fact/1"", ""controlled://1147294/fact/2"", ""controlled://1147294/fact/0""]",20,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
7,1.0,4.080572605133057,0.4588711132121242,one_shot_oracle,4,0.0,0.750150997714627,oracle,11,chain-1252023-d4,0.6875,0,11,0.249849002285373,one_shot,0.09153372049331665,1.1043506200782096,8.892633438110352,final query token,8,17,"[""controlled://1252023/fact/12"", ""controlled://1252023/fact/13"", ""controlled://1252023/fact/3"", ""controlled://1252023/fact/4""]",20,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
9,1.0,1.9287618398666382,0.21689433768862199,one_shot_oracle,1,0.5786610913855839,0.13463871355634183,oracle,35,chain-1356752-d1,0.3125,0,5,0.2867001950580743,one_shot,0.023667573928833008,1.0885076879123288,8.892633438110352,final query token,5,17,"[""controlled://1356752/fact/3"", ""controlled://1356752/fact/0"", ""controlled://1356752/fact/1"", ""controlled://1356752/fact/2""]",20,2.1875,"('controlled://1356752/fact/0',)",w16
13,1.0,5.070181846618652,0.570155273115142,one_shot_oracle,2,0.3172084051439015,0.42980280810775184,oracle,44,chain-1461481-d2,0.6875,0,11,0.2529887867483467,one_shot,0.15788429975509644,1.0488029762625453,8.892633438110352,final query token,6,17,"[""controlled://1461481/fact/1"", ""controlled://1461481/fact/7"", ""controlled://1461481/fact/0"", ""controlled://1461481/fact/8""]",20,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
12,1.0,4.6432414054870605,0.5221446985083117,one_shot_oracle,2,0.47459374589379877,0.40375366382318134,oracle,15,chain-1566210-d2,0.3125,0,5,0.12165259028301989,one_shot,0.13742685317993164,1.114523790101892,8.892633438110352,final query token,6,17,"[""controlled://1566210/fact/1"", ""controlled://1566210/fact/2"", ""controlled://1566210/fact/0"", ""controlled://1566210/fact/8""]",20,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,1.0,6.390152454376221,0.7185894368467416,one_shot_oracle,1,0.7886152904029586,0.123471335220529,oracle,55,chain-1670939-d1,0.6875,0,11,0.08791337437651237,one_shot,0.23699158430099487,1.134430600146654,8.892633438110352,final query token,5,17,"[""controlled://1670939/fact/0"", ""controlled://1670939/fact/2"", ""controlled://1670939/fact/1"", ""controlled://1670939/fact/3""]",20,3.4375,"('controlled://1670939/fact/1',)",w16
13,1.0,4.808076858520508,0.5406808783903055,one_shot_wrong,1,0.8680418785625079,0.0,wrong,22,chain-100004-d1,0.6875,0,11,0.13195812143749208,one_shot,0.14104688167572021,1.218283058474324,8.892633438110352,final query token,5,17,"[""controlled://100004/fact/1"", ""controlled://100004/fact/0"", ""controlled://100004/fact/3"", ""controlled://100004/fact/2""]",20,1.375,"('controlled://100004/fact/9',)",w16
6,1.0,2.0917911529541016,0.2352274123871453,one_shot_wrong,3,0.5327666297071119,0.0,wrong,22,chain-204733-d3,0.6875,0,11,0.46723337029288814,one_shot,0.027213215827941895,1.0828962352886304,8.892633438110352,final query token,7,17,"[""controlled://204733/fact/1"", ""controlled://204733/fact/2"", ""controlled://204733/fact/4"", ""controlled://204733/fact/0""]",20,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
7,1.0,3.4410853385925293,0.3869590895139546,one_shot_wrong,4,0.7443229316966864,0.0,wrong,7,chain-309462-d4,0.4375,0,7,0.2556770683033136,one_shot,0.06414675712585449,0.9667851162694505,8.892633438110352,final query token,8,17,"[""controlled://309462/fact/2"", ""controlled://309462/fact/0"", ""controlled://309462/fact/1"", ""controlled://309462/fact/4""]",20,0.4375,"('controlled://309462/fact/9', 'controlled://309462/fact/7', 'controlled://309462/fact/6', 'controlled://309462/fact/3')",w16
10,1.0,3.763531446456909,0.4232190017332643,one_shot_wrong,2,0.7333866479211792,0.0,wrong,22,chain-414191-d2,0.6875,0,11,0.26661335207882075,one_shot,0.07360655069351196,1.1424201092382602,8.892633438110352,final query token,6,17,"[""controlled://414191/fact/1"", ""controlled://414191/fact/3"", ""controlled://414191/fact/4"", ""controlled://414191/fact/0""]",20,1.375,"('controlled://414191/fact/8', 'controlled://414191/fact/2')",w16
13,1.0,5.684929847717285,0.6392853013994592,one_shot_wrong,1,0.8102337423842982,0.0,wrong,35,chain-518920-d1,0.3125,0,5,0.18976625761570176,one_shot,0.17456132173538208,1.2121215099272318,8.892633438110352,final query token,5,17,"[""controlled://518920/fact/4"", ""controlled://518920/fact/2"", ""controlled://518920/fact/3"", ""controlled://518920/fact/1""]",20,2.1875,"('controlled://518920/fact/0',)",w16
13,1.0,4.149149417877197,0.4665827560254046,one_shot_wrong,1,0.8378569144379071,0.0,wrong,33,chain-623649-d1,0.6875,0,11,0.1621430855620929,one_shot,0.10574322938919067,1.2039053387384047,8.892633438110352,final query token,5,17,"[""controlled://623649/fact/4"", ""controlled://623649/fact/3"", ""controlled://623649/fact/0"", ""controlled://623649/fact/1""]",20,2.0625,"('controlled://623649/fact/2',)",w16
11,1.0,5.719436168670654,0.643165627873447,one_shot_wrong,2,0.7204038873496756,0.0,wrong,14,chain-728378-d2,0.4375,0,7,0.27959611265032436,one_shot,0.1733764410018921,1.2051144494077577,8.892633438110352,final query token,6,17,"[""controlled://728378/fact/5"", ""controlled://728378/fact/2"", ""controlled://728378/fact/1"", ""controlled://728378/fact/3""]",20,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
10,1.0,4.817413330078125,0.5417307891532529,one_shot_wrong,1,0.7123756187356776,0.0,wrong,35,chain-833107-d1,0.4375,0,7,0.28762438126432244,one_shot,0.14798450469970703,1.0845477030651705,8.892633438110352,final query token,5,17,"[""controlled://833107/fact/2"", ""controlled://833107/fact/3"", ""controlled://833107/fact/0"", ""controlled://833107/fact/4""]",20,2.1875,"('controlled://833107/fact/1',)",w16
12,1.0,5.535205364227295,0.6224483897543295,one_shot_wrong,1,0.7986997398620588,0.0,wrong,20,chain-937836-d1,0.3125,0,5,0.20130026013794122,one_shot,0.16058576107025146,1.3201421493294927,8.892633438110352,final query token,5,17,"[""controlled://937836/fact/1"", ""controlled://937836/fact/0"", ""controlled://937836/fact/3"", ""controlled://937836/fact/2""]",20,1.25,"('controlled://937836/fact/6',)",w16
8,1.0,1.9204472303390503,0.21595933799640993,one_shot_wrong,1,0.6796636847575428,0.0,wrong,42,chain-1042565-d1,0.4375,0,7,0.3203363152424572,one_shot,0.023373842239379883,1.0484740718709162,8.892633438110352,final query token,5,17,"[""controlled://1042565/fact/3"", ""controlled://1042565/fact/4"", ""controlled://1042565/fact/1"", ""controlled://1042565/fact/2""]",20,2.625,"('controlled://1042565/fact/0',)",w16
12,1.0,2.602999448776245,0.2927141287102656,one_shot_wrong,2,0.6545702261919359,0.0,wrong,28,chain-1147294-d2,0.4375,0,7,0.34542977380806406,one_shot,0.0412219762802124,1.0655144794117062,8.892633438110352,final query token,6,17,"[""controlled://1147294/fact/2"", ""controlled://1147294/fact/4"", ""controlled://1147294/fact/5"", ""controlled://1147294/fact/0""]",20,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
7,1.0,2.7302305698394775,0.3070216026378391,one_shot_wrong,4,0.7151409261862227,0.0,wrong,11,chain-1252023-d4,0.6875,0,11,0.2848590738137773,one_shot,0.046272993087768555,1.084441585689549,8.892633438110352,final query token,8,17,"[""controlled://1252023/fact/1"", ""controlled://1252023/fact/5"", ""controlled://1252023/fact/2"", ""controlled://1252023/fact/0""]",20,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
9,1.0,1.9192924499511719,0.21582947990702445,one_shot_wrong,1,0.7155091250460828,0.0,wrong,35,chain-1356752-d1,0.3125,0,5,0.2844908749539172,one_shot,0.023450255393981934,1.0942499877523084,8.892633438110352,final query token,5,17,"[""controlled://1356752/fact/3"", ""controlled://1356752/fact/4"", ""controlled://1356752/fact/1"", ""controlled://1356752/fact/2""]",20,2.1875,"('controlled://1356752/fact/0',)",w16
13,1.0,4.922611236572266,0.5535605701991356,one_shot_wrong,2,0.7766651103538607,0.0,wrong,44,chain-1461481-d2,0.6875,0,11,0.22333488964613935,one_shot,0.14953923225402832,1.0650899018727653,8.892633438110352,final query token,6,17,"[""controlled://1461481/fact/1"", ""controlled://1461481/fact/2"", ""controlled://1461481/fact/0"", ""controlled://1461481/fact/3""]",20,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
12,1.0,3.912245750427246,0.4399423160366523,one_shot_wrong,2,0.899797963113997,0.0,wrong,15,chain-1566210-d2,0.3125,0,5,0.10020203688600304,one_shot,0.08900529146194458,1.1357435520482104,8.892633438110352,final query token,6,17,"[""controlled://1566210/fact/1"", ""controlled://1566210/fact/2"", ""controlled://1566210/fact/3"", ""controlled://1566210/fact/4""]",20,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,1.0,5.308130741119385,0.5969132516326165,one_shot_wrong,1,0.8295920084528916,0.0,wrong,55,chain-1670939-d1,0.6875,0,11,0.1704079915471084,one_shot,0.1573752760887146,1.0550759158484524,8.892633438110352,final query token,5,17,"[""controlled://1670939/fact/0"", ""controlled://1670939/fact/2"", ""controlled://1670939/fact/4"", ""controlled://1670939/fact/3""]",20,3.4375,"('controlled://1670939/fact/1',)",w16
13,1.0,3.1025590896606445,0.348890923172914,one_shot_shuffle,1,0.8519653449147881,0.0,shuffle,22,chain-100004-d1,0.6875,0,11,0.14803465508521185,one_shot,0.058631181716918945,1.1479088076133905,8.892633438110352,final query token,5,17,"[""controlled://100004/fact/1"", ""controlled://100004/fact/5"", ""controlled://100004/fact/6"", ""controlled://100004/fact/10""]",20,1.375,"('controlled://100004/fact/9',)",w16
6,1.0,2.9616456031799316,0.33304483129682105,one_shot_shuffle,3,0.626762394425441,0.06684029693133198,shuffle,22,chain-204733-d3,0.6875,0,11,0.306397308643227,one_shot,0.050587236881256104,1.2139620030783103,8.892633438110352,final query token,7,17,"[""controlled://204733/fact/6"", ""controlled://204733/fact/1"", ""controlled://204733/fact/7"", ""controlled://204733/fact/2""]",20,1.375,"('controlled://204733/fact/6', 'controlled://204733/fact/5', 'controlled://204733/fact/3')",w16
