example_id,dataset,partition,seed,fraction,budget,variant,representation,query_window_size,query_stride,query_facet_reduction,query_facet_count,head_mode,active_head_count,oracle_root_parent,oracle_root_rank,oracle_root_present,mrr,recall_at_1,recall_at_2,recall_at_4,recall_at_8,winning_query_facet,winning_query_span_kind,winning_query_span,winning_query_span_text,winning_head,oracle_score,best_distractor_parent,best_distractor_score,oracle_margin,score_entropy,false_positive_parent_count,selected_parent_ids,nominated_parent_ids,oracle_recall,oracle_precision,oracle_jaccard,complete_oracle,search_comparisons,raw_span_head_comparisons,candidate_parent_comparisons,deduplicated_candidates,final_parent_budget,active_final_kv_tokens,active_final_kv_fraction,scoring_wall_time,selection_wall_time,wall_time,full_query_forward_count,independent_window_forward_count,method,first_oracle_group_present,chain_complete,total_routing_comparisons,propagation_activation,estimated_full_routing_seconds,final_ids,first_oracle_group_locked,frozen_scorer_seconds,lock_policy,locked_root_count,locked_root_ids,mean_transition_k,native_qk_comparisons,oracle_root_locked,oracle_root_state,policy_role,propagated_ids,propagation_budget,propagation_hops,root_comparisons,root_confidence,root_scores,root_topB_ids,second_oracle_recovered_given_first_locked,semantic_comparisons,stage,transition_comparisons,transition_confidence,transition_geometry,transition_k,transition_policy,transition_score_traces,unique_parents_selected,query_facet_comparisons,query_facet_scoring_seconds
5a714b645542994082a3e78b,hotpotqa,validation,23,0.2,1,,,,,,8,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,0.0,,,,,,256,0.20301348136399683,,,0.00042230001417919993,,,new_query_facets_plus_monotonic_propagation,0.0,0.0,40,0.0,0.0019254999933764338,[3],0.0,0.0,zscore_1,1,[3],0.0,0,1.0,locked,,[],0,0,40,"{""agreement"": {""3"": 0.0}, ""locked_fraction"": 1.0, ""top1_top2_drop"": Infinity, ""top1_topB_spread_z"": Infinity}","[0.17368656396865845, 0.24039587378501892, -0.052337996661663055, 0.32624638080596924, 0.1975174844264984]",[3],,0,query_facet_propagation_confirmation,0,[],native_rank,[],fixed_k1,"[{""native_candidate_parents"": [0], ""native_top4"": [0], ""native_top4_raw_scores"": [12.524237632751465], ""semantic_top4"": [0, 1, 4, 2], ""semantic_top4_scores"": [0.314144492149353, 0.21982069313526154, 0.17814747989177704, 0.13789156079292297], ""source_local"": 30, ""source_parent"": 3}]",1,40,0.001503199979197234
5abce85755429959677d6b3e,hotpotqa,validation,23,0.2,2,,,,,,13,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,512,0.2609582059123344,,,0.000781899958383292,,,new_query_facets_plus_monotonic_propagation,0.0,0.0,104,0.0,0.0017937999800778925,"[1, 3]",0.0,0.0,zscore_1,2,"[1, 3]",0.0,0,0.0,absent_from_root_topB,,[],0,0,104,"{""agreement"": {""1"": 0.0, ""3"": 0.0}, ""locked_fraction"": 1.0, ""top1_top2_drop"": 0.049227744340896606, ""top1_topB_spread_z"": 0.4998807907104492}","[0.14094063639640808, 0.26947954297065735, -0.012732736766338348, 0.22025179862976074, 0.09245490282773972, 0.1653311848640442, -0.005261030048131943, 0.02428114414215088]","[1, 3]",,0,query_facet_propagation_confirmation,0,[],native_rank,[],fixed_k1,"[{""native_candidate_parents"": [3, 5], ""native_top4"": [3, 5], ""native_top4_raw_scores"": [12.390822410583496, 12.33917236328125], ""semantic_top4"": [3, 5, 6, 4], ""semantic_top4_scores"": [0.32191598415374756, 0.31551632285118103, 0.2978488504886627, 0.20421552658081055], ""source_local"": 8, ""source_parent"": 1}, {""native_candidate_parents"": [5, 1], ""native_top4"": [1, 5], ""native_top4_raw_scores"": [12.734434127807617, 12.703418731689453], ""semantic_top4"": [5, 1, 6, 0], ""semantic_top4_scores"": [0.45887240767478943, 0.42952001094818115, 0.33201470971107483, 0.1591833084821701], ""source_local"": 26, ""source_parent"": 3}]",2,104,0.0010119000216946006
1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,qasper,validation,23,0.2,5,,,,,,4,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,0.2,1.0,,,,,,1278,0.2269982238010657,,,0.0009535999852232635,,,new_query_facets_plus_monotonic_propagation,1.0,1.0,88,0.0,0.0024520999868400395,"[0, 19, 20, 21, 18]",1.0,0.0,zscore_1,5,"[0, 19, 20, 21, 18]",0.0,0,1.0,locked,,[],0,0,88,"{""agreement"": {""0"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0}, ""locked_fraction"": 1.0, ""top1_top2_drop"": 0.06036972999572754, ""top1_topB_spread_z"": 0.6238970160484314}","[0.5551427602767944, 0.360856831073761, 0.22659365832805634, 0.16608889400959015, 0.06092936545610428, -0.026735030114650726, 0.008884577080607414, 0.16730591654777527, 0.16355715692043304, 0.17179803550243378, 0.1782851666212082, -0.13137711584568024, 0.0552554689347744, 0.32428061962127686, 0.25448089838027954, 0.09506136924028397, 0.278323769569397, 0.25538355112075806, 0.441869854927063, 0.4947730302810669, 0.49107348918914795, 0.48594334721565247]","[0, 19, 20, 21, 18]",,0,query_facet_propagation_confirmation,0,[],native_rank,[],fixed_k1,"[{""native_candidate_parents"": [13, 21, 1, 20, 18], ""native_top4"": [1, 20, 21, 18], ""native_top4_raw_scores"": [12.5712251663208, 12.561675071716309, 12.559094429016113, 12.555275917053223], ""semantic_top4"": [13, 21, 1, 20], ""semantic_top4_scores"": [0.23081906139850616, 0.2181314080953598, 0.13938602805137634, 0.11951550096273422], ""source_local"": 3, ""source_parent"": 0}, {""native_candidate_parents"": [0, 21, 13, 20, 18], ""native_top4"": [20, 21, 18, 0], ""native_top4_raw_scores"": [12.514673233032227, 12.39419937133789, 12.309351921081543, 12.27456283569336], ""semantic_top4"": [0, 21, 13, 20], ""semantic_top4_scores"": [0.41320812702178955, 0.32184261083602905, 0.2712172865867615, 0.22980095446109772], ""source_local"": 153, ""source_parent"": 19}, {""native_candidate_parents"": [0, 13, 21, 1, 4], ""native_top4"": [4, 21, 1, 0], ""native_top4_raw_scores"": [12.341619491577148, 12.197959899902344, 12.103010177612305, 12.056873321533203], ""semantic_top4"": [0, 13, 21, 1], ""semantic_top4_scores"": [0.2360261082649231, 0.15520483255386353, 0.1377481073141098, 0.09936455637216568], ""source_local"": 162, ""source_parent"": 20}, {""native_candidate_parents"": [0, 13, 17, 18, 20], ""native_top4"": [17, 20, 0, 18], ""native_top4_raw_scores"": [12.503737449645996, 12.428537368774414, 12.42300033569336, 12.420869827270508], ""semantic_top4"": [0, 13, 17, 18], ""semantic_top4_scores"": [0.2590216398239136, 0.15314574539661407, 0.08711355924606323, 0.08075504004955292], ""source_local"": 171, ""source_parent"": 21}, {""native_candidate_parents"": [0, 13, 17, 21, 20], ""native_top4"": [20, 17, 21, 0], ""native_top4_raw_scores"": [12.645990371704102, 12.568365097045898, 12.496886253356934, 12.459294319152832], ""semantic_top4"": [0, 13, 17, 21], ""semantic_top4_scores"": [0.16844689846038818, 0.07956647872924805, 0.07255809009075165, 0.0632900595664978], ""source_local"": 146, ""source_parent"": 18}]",5,88,0.001498500001616776
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,validation,23,0.2,3,,,,,,9,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,768,0.21542776998597477,,,0.0019671000191010535,,,new_query_facets_plus_monotonic_propagation,1.0,1.0,383726,1.0,0.027021799993235618,"[0, 9, 4]",1.0,0.023798299953341484,zscore_1,1,[0],1.0,383488,1.0,locked,,[9],2,1,126,"{""agreement"": {""0"": 0.0, ""13"": 0.0, ""4"": 0.0}, ""locked_fraction"": 0.3333333333333333, ""top1_top2_drop"": 0.08580154180526733, ""top1_topB_spread_z"": 0.48475757241249084}","[0.3867841362953186, 0.15543466806411743, 0.1293071061372757, 0.23723062872886658, 0.30098259449005127, 0.0192040354013443, -0.19998866319656372, -0.1720176637172699, -0.1662091761827469, 0.25102412700653076, 0.011739924550056458, 0.1427607387304306, 0.269546240568161, 0.29685789346694946]","[0, 4, 13]",,112,query_facet_propagation_confirmation,383600,"[{""concentration"": 0.6440747380256653, ""normalized_entropy"": 0.7373162370950238, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 2.399325370788574, ""top4_overlap"": 0.75}]",native_rank,[1],fixed_k1,"[{""native_candidate_parents"": [13, 1, 9], ""native_top4"": [9, 1, 13], ""native_top4_raw_scores"": [12.94692325592041, 12.913858413696289, 12.844232559204102], ""semantic_top4"": [13, 1, 9, 12], ""semantic_top4_scores"": [0.12130945175886154, 0.11901916563510895, 0.10534888505935669, 0.10084819048643112], ""source_local"": 3, ""source_parent"": 0}]",3,126,0.0012564000207930803
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,validation,23,0.2,5,,,,,,4,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,0.2,0.16666666666666666,0.0,,,,,,1280,0.24859195960380656,,,0.004532799997832626,,,new_query_facets_plus_monotonic_propagation,1.0,1.0,1966647,1.0,0.09816289995796978,"[5, 14, 19, 2, 0]",0.0,0.09257689997320995,zscore_1,3,"[5, 14, 19]",1.0,1966080,0.0,present_not_locked,,"[2, 0]",2,1,84,"{""agreement"": {""0"": 0.0, ""14"": 0.0, ""19"": 0.0, ""5"": 0.0, ""8"": 0.0}, ""locked_fraction"": 0.6, ""top1_top2_drop"": 0.03376412391662598, ""top1_topB_spread_z"": 0.8687396049499512}","[0.1623799353837967, 0.10062438249588013, 0.14937272667884827, 0.1335030347108841, 0.059897929430007935, 0.233994722366333, 0.03664591535925865, 0.10212509334087372, 0.15949736535549164, 0.09148820489645004, 0.013013050891458988, 0.012143434025347233, -0.017337806522846222, -0.06714402139186859, 0.20023059844970703, 0.016798991709947586, 0.11459603905677795, 0.10486289113759995, 0.11404655128717422, 0.19739161431789398, -0.0991571769118309]","[5, 14, 19, 0, 8]",,483,query_facet_propagation_confirmation,1966563,"[{""concentration"": 0.7373677492141724, ""normalized_entropy"": 0.6104338021155834, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.5082082748413086, ""top4_overlap"": 1.0}, {""concentration"": 0.5606345534324646, ""normalized_entropy"": 0.7801729822935494, ""same_top1"": false, ""top1_rank_distance"": 3, ""top1_top4_spread"": 2.361736536026001, ""top4_overlap"": 0.6}, {""concentration"": 0.5973498821258545, ""normalized_entropy"": 0.7461585975712048, ""same_top1"": false, ""top1_rank_distance"": 4, ""top1_top4_spread"": 2.5600106716156006, ""top4_overlap"": 0.6}]",native_rank,"[1, 1, 1]",fixed_k1,"[{""native_candidate_parents"": [6, 14, 2, 3, 18], ""native_top4"": [2, 18, 3, 6], ""native_top4_raw_scores"": [13.217597961425781, 12.928489685058594, 12.812366485595703, 12.791213035583496], ""semantic_top4"": [6, 14, 2, 3], ""semantic_top4_scores"": [0.12295292317867279, 0.07713569700717926, 0.0748893991112709, 0.06726700067520142], ""source_local"": 47, ""source_parent"": 5}, {""native_candidate_parents"": [6, 2, 3, 0, 16], ""native_top4"": [0, 2, 16, 3], ""native_top4_raw_scores"": [12.787246704101562, 12.677301406860352, 12.544143676757812, 12.42704963684082], ""semantic_top4"": [6, 2, 3, 0], ""semantic_top4_scores"": [0.08287665992975235, 0.08213299512863159, 0.05139364302158356, 0.032361388206481934], ""source_local"": 114, ""source_parent"": 14}, {""native_candidate_parents"": [6, 18, 2, 17, 0], ""native_top4"": [0, 2, 18, 17], ""native_top4_raw_scores"": [12.893260955810547, 12.731327056884766, 12.570920944213867, 12.416168212890625], ""semantic_top4"": [6, 18, 2, 17], ""semantic_top4_scores"": [0.25513866543769836, 0.11044900119304657, 0.10739174485206604, 0.07667011767625809], ""source_local"": 158, ""source_parent"": 19}]",5,84,0.0010531999869272113
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,validation,23,0.2,3,,,,,,5,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,768,0.25608536178726243,,,0.00048370001604780555,,,new_query_facets_plus_monotonic_propagation,1.0,1.0,60,0.0,0.0018619000329636037,"[0, 8, 9]",1.0,0.0,zscore_1,3,"[0, 8, 9]",0.0,0,1.0,locked,,[],0,0,60,"{""agreement"": {""0"": 0.0, ""8"": 0.0, ""9"": 0.0}, ""locked_fraction"": 1.0, ""top1_top2_drop"": 0.0995875895023346, ""top1_topB_spread_z"": 0.9884909391403198}","[0.3909291625022888, 0.2445041835308075, 0.04303349182009697, 0.17613276839256287, 0.04591860622167587, 0.06143996864557266, 0.12955479323863983, 0.12677128612995148, 0.2913415729999542, 0.2869061827659607, 0.20258232951164246, 0.11778577417135239]","[0, 8, 9]",,0,query_facet_propagation_confirmation,0,[],native_rank,[],fixed_k1,"[{""native_candidate_parents"": [1, 11, 8], ""native_top4"": [8, 11, 1], ""native_top4_raw_scores"": [12.881224632263184, 12.871622085571289, 12.825510025024414], ""semantic_top4"": [1, 11, 8, 10], ""semantic_top4_scores"": [0.18224529922008514, 0.16461996734142303, 0.14347051084041595, 0.07911283522844315], ""source_local"": 5, ""source_parent"": 0}, {""native_candidate_parents"": [0, 1, 11], ""native_top4"": [11, 1, 0], ""native_top4_raw_scores"": [13.059648513793945, 12.913213729858398, 12.850276947021484], ""semantic_top4"": [0, 1, 11, 3], ""semantic_top4_scores"": [0.2030123770236969, 0.17325136065483093, 0.13905824720859528, 0.13441264629364014], ""source_local"": 70, ""source_parent"": 8}, {""native_candidate_parents"": [0, 1, 11], ""native_top4"": [11, 1, 0], ""native_top4_raw_scores"": [12.786294937133789, 12.621429443359375, 12.604996681213379], ""semantic_top4"": [0, 1, 11, 8], ""semantic_top4_scores"": [0.22270244359970093, 0.21153844892978668, 0.182961568236351, 0.1440148502588272], ""source_local"": 77, ""source_parent"": 9}]",3,60,0.0013782000169157982
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,validation,23,0.2,3,,,,,,5,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,768,0.22043628013777267,,,0.0014143000007607043,,,new_query_facets_plus_monotonic_propagation,1.0,1.0,735520,1.0,0.04537359997630119,"[5, 0, 8]",1.0,0.043019199976697564,zscore_1,2,"[5, 0]",1.0,735232,1.0,locked,,[8],1,1,70,"{""agreement"": {""0"": 0.0, ""13"": 0.0, ""5"": 0.0}, ""locked_fraction"": 0.6666666666666666, ""top1_top2_drop"": 0.03379584848880768, ""top1_topB_spread_z"": 0.8976784348487854}","[0.20427671074867249, -0.15482068061828613, -0.07545524090528488, -0.1324516087770462, 0.055814433842897415, 0.23807255923748016, 0.033129289746284485, 0.022673308849334717, 0.03341939300298691, 0.06749902665615082, 0.028670039027929306, -0.09440445899963379, 0.0392499640583992, 0.13780906796455383]","[5, 0, 13]",,218,query_facet_propagation_confirmation,735450,"[{""concentration"": 0.7360014915466309, ""normalized_entropy"": 0.6581152675047182, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 2.4478657245635986, ""top4_overlap"": 0.75}, {""concentration"": 0.8807970285415649, ""normalized_entropy"": 0.5270653840924877, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.0, ""top4_overlap"": 0.5}]",native_rank,"[1, 1]",fixed_k1,"[{""native_candidate_parents"": [7, 6, 8], ""native_top4"": [8, 6, 7], ""native_top4_raw_scores"": [12.582786560058594, 12.34444522857666, 12.134397506713867], ""semantic_top4"": [7, 6, 8, 0], ""semantic_top4_scores"": [0.23905812203884125, 0.17424853146076202, 0.15678389370441437, 0.1403569132089615], ""source_local"": 45, ""source_parent"": 5}, {""native_candidate_parents"": [5, 9, 13], ""native_top4"": [13, 9, 5], ""native_top4_raw_scores"": [12.529106140136719, 12.495412826538086, 12.49373722076416], ""semantic_top4"": [5, 9, 13, 8], ""semantic_top4_scores"": [0.2016586810350418, 0.15734177827835083, 0.11054444313049316, 0.0947275161743164], ""source_local"": 0, ""source_parent"": 0}]",3,70,0.0009400999988429248
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,validation,23,0.2,4,,,,,,6,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,1024,0.252030519320699,,,0.0015369000029750168,,,new_query_facets_plus_monotonic_propagation,1.0,1.0,1048926,1.0,0.052999400009866804,"[0, 1, 6, 7]",1.0,0.04996140004368499,zscore_1,2,"[0, 1]",1.0,1048576,1.0,locked,,[6],2,1,96,"{""agreement"": {""0"": 0.0, ""1"": 0.0, ""6"": 0.0, ""7"": 0.0}, ""locked_fraction"": 0.5, ""top1_top2_drop"": 0.03441917896270752, ""top1_topB_spread_z"": 0.9815623760223389}","[0.44104617834091187, 0.40662699937820435, 0.2640889883041382, 0.27387845516204834, 0.06754790991544724, 0.2425062209367752, 0.31938713788986206, 0.3385394811630249, 0.2727552354335785, 0.30098584294319153, 0.28440696001052856, -0.018714483827352524, 0.01381172239780426, 0.3151944875717163, 0.21212729811668396, 0.24281172454357147]","[0, 1, 7, 6]",1.0,254,query_facet_propagation_confirmation,1048830,"[{""concentration"": 0.69831782579422, ""normalized_entropy"": 0.6505496153425878, ""same_top1"": false, ""top1_rank_distance"": 3, ""top1_top4_spread"": 2.5415477752685547, ""top4_overlap"": 1.0}, {""concentration"": 0.7988408803939819, ""normalized_entropy"": 0.5802164598272275, ""same_top1"": true, ""top1_rank_distance"": 0, ""top1_top4_spread"": 2.2939653396606445, ""top4_overlap"": 0.75}]",native_rank,"[1, 1]",fixed_k1,"[{""native_candidate_parents"": [5, 10, 7, 6], ""native_top4"": [6, 10, 7, 5], ""native_top4_raw_scores"": [12.491847038269043, 12.393797874450684, 12.326241493225098, 12.309860229492188], ""semantic_top4"": [5, 10, 7, 6], ""semantic_top4_scores"": [0.12818753719329834, 0.12236397713422775, 0.12133460491895676, 0.12087419629096985], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [0, 6, 3, 2], ""native_top4"": [6, 2, 3, 0], ""native_top4_raw_scores"": [12.39328384399414, 12.333056449890137, 12.320215225219727, 12.293445587158203], ""semantic_top4"": [0, 6, 3, 2], ""semantic_top4_scores"": [0.2977057993412018, 0.22734013199806213, 0.2246197760105133, 0.2173919379711151], ""source_local"": 8, ""source_parent"": 1}]",4,96,0.0015010999632067978
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,test,23,0.2,3,,,,,,5,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,759,0.27039543997149984,,,0.002765499986708164,,,new_query_facets_plus_monotonic_propagation,1.0,1.0,782055,1.0,0.04318170004989952,"[0, 10, 4]",1.0,0.03899460006505251,zscore_1,2,"[0, 10]",1.0,781824,1.0,locked,,[4],1,1,55,"{""agreement"": {""0"": 0.0, ""10"": 0.0, ""7"": 0.0}, ""locked_fraction"": 0.6666666666666666, ""top1_top2_drop"": 0.1058012843132019, ""top1_topB_spread_z"": 1.5554487705230713}","[0.4540216326713562, 0.1714152991771698, 0.15339097380638123, -0.11924411356449127, -0.014508029446005821, 0.09131112694740295, -0.14542123675346375, 0.18150082230567932, 0.005550296977162361, 0.022960154339671135, 0.3482203483581543]","[0, 10, 7]",,176,query_facet_propagation_confirmation,782000,"[{""concentration"": 0.8807970285415649, ""normalized_entropy"": 0.5270653840924877, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.0, ""top4_overlap"": 0.5}, {""concentration"": 0.8807970285415649, ""normalized_entropy"": 0.5270653840924877, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.0, ""top4_overlap"": 0.5}]",native_rank,"[1, 1]",fixed_k1,"[{""native_candidate_parents"": [10, 1, 4], ""native_top4"": [10, 4, 1], ""native_top4_raw_scores"": [12.136899948120117, 12.074790954589844, 12.066246032714844], ""semantic_top4"": [10, 1, 4, 7], ""semantic_top4_scores"": [0.16831575334072113, 0.1570175290107727, 0.15003789961338043, 0.14245577156543732], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [0, 2, 7], ""native_top4"": [0, 7, 2], ""native_top4_raw_scores"": [12.328025817871094, 12.201637268066406, 12.14954662322998], ""semantic_top4"": [0, 2, 7, 1], ""semantic_top4_scores"": [0.24802739918231964, 0.13520008325576782, 0.11483415961265564, 0.10162456333637238], ""source_local"": 80, ""source_parent"": 10}]",3,55,0.001421599998138845
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,validation,23,0.2,8,,,,,,5,,,,,1.0,,,,,,,,,,,,,,,,,,,0.1,0.125,0.058823529411764705,0.0,,,,,,1853,0.19974129567748194,,,0.005994300008751452,,,new_query_facets_plus_monotonic_propagation,0.0,0.0,5794181,1.0,0.30854190012905747,"[27, 26, 31, 13, 9, 34, 14, 36]",0.0,0.30115200008731335,zscore_1,6,"[27, 26, 31, 13, 9, 34]",1.0,5792256,1.0,locked,,"[14, 36]",2,1,185,"{""agreement"": {""13"": 0.0, ""26"": 0.0, ""27"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""36"": 0.0, ""9"": 0.0}, ""locked_fraction"": 0.75, ""top1_top2_drop"": 0.022579818964004517, ""top1_topB_spread_z"": 0.8713104128837585}","[0.11049224436283112, -0.11293892562389374, -0.08434255421161652, -0.08172072470188141, -0.16093586385250092, -0.05014019459486008, -0.08451562374830246, 0.14033420383930206, 0.10948828607797623, 0.23261086642742157, 0.029044106602668762, 0.019909456372261047, 0.17298902571201324, 0.2698216438293457, 0.17398008704185486, 0.17292264103889465, 0.1361260563135147, 0.07735501229763031, -0.0590653121471405, 0.12570641934871674, -0.15347155928611755, -0.08104127645492554, 0.06184474378824234, -0.03925356641411781, 0.026059836149215698, 0.1008472591638565, 0.28861039876937866, 0.3111902177333832, 0.14253738522529602, 0.03467714786529541, 0.12289082258939743, 0.28264331817626953, 0.19878554344177246, 0.16175398230552673, 0.21369826793670654, 0.020748887211084366, 0.20435591042041779]","[27, 26, 31, 13, 9, 34, 36, 32]",,1740,query_facet_propagation_confirmation,5793996,"[{""concentration"": 0.3897392749786377, ""normalized_entropy"": 0.8979855696834957, ""same_top1"": false, ""top1_rank_distance"": 4, ""top1_top4_spread"": 1.3746676445007324, ""top4_overlap"": 0.6}, {""concentration"": 0.7397079467773438, ""normalized_entropy"": 0.6148155330986033, ""same_top1"": false, ""top1_rank_distance"": 4, ""top1_top4_spread"": 2.399148464202881, ""top4_overlap"": 0.6}, {""concentration"": 0.6706303954124451, ""normalized_entropy"": 0.6746891432133544, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 2.518552780151367, ""top4_overlap"": 1.0}, {""concentration"": 0.47718343138694763, ""normalized_entropy"": 0.8809926518823451, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 1.4633811712265015, ""top4_overlap"": 0.3333333333333333}, {""concentration"": 0.5296889543533325, ""normalized_entropy"": 0.8145961697769949, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.293717861175537, ""top4_overlap"": 1.0}, {""concentration"": 0.5325005650520325, ""normalized_entropy"": 0.769313481770119, ""same_top1"": false, ""top1_rank_distance"": 3, ""top1_top4_spread"": 2.575094223022461, ""top4_overlap"": 1.0}]",native_rank,"[1, 1, 1, 1, 1, 1]",fixed_k1,"[{""native_candidate_parents"": [28, 31, 19, 26, 30, 36, 14, 13], ""native_top4"": [14, 36, 31, 28], ""native_top4_raw_scores"": [12.003637313842773, 12.001646995544434, 11.994190216064453, 11.97368049621582], ""semantic_top4"": [28, 31, 19, 26], ""semantic_top4_scores"": [0.2992122173309326, 0.2817998230457306, 0.2408694326877594, 0.23473714292049408], ""source_local"": 216, ""source_parent"": 27}, {""native_candidate_parents"": [31, 27, 19, 28, 30, 12, 34, 36], ""native_top4"": [27, 36, 34, 12], ""native_top4_raw_scores"": [12.279510498046875, 12.258859634399414, 12.201972007751465, 12.192634582519531], ""semantic_top4"": [31, 27, 19, 28], ""semantic_top4_scores"": [0.32803821563720703, 0.31871846318244934, 0.30790019035339355, 0.30192139744758606], ""source_local"": 208, ""source_parent"": 26}, {""native_candidate_parents"": [28, 27, 26, 19, 34, 17, 30, 13], ""native_top4"": [17, 27, 28, 26], ""native_top4_raw_scores"": [12.381308555603027, 12.333070755004883, 12.313741683959961, 12.30506706237793], ""semantic_top4"": [28, 27, 26, 19], ""semantic_top4_scores"": [0.07802582532167435, 0.06696077436208725, 0.03400826454162598, 0.006819039583206177], ""source_local"": 248, ""source_parent"": 31}, {""native_candidate_parents"": [31, 30, 17, 27, 28, 36, 14, 11], ""native_top4"": [31, 28, 14, 27], ""native_top4_raw_scores"": [12.56916618347168, 12.483734130859375, 12.445575714111328, 12.408230781555176], ""semantic_top4"": [31, 30, 17, 27], ""semantic_top4_scores"": [0.09990999847650528, 0.05423806980252266, 0.049955934286117554, 0.030710577964782715], ""source_local"": 110, ""source_parent"": 13}, {""native_candidate_parents"": [31, 30, 17, 27, 28, 36, 26, 11], ""native_top4"": [27, 17, 28, 31], ""native_top4_raw_scores"": [12.297689437866211, 12.235542297363281, 12.188390731811523, 12.179615020751953], ""semantic_top4"": [31, 30, 17, 27], ""semantic_top4_scores"": [0.1605803668498993, 0.14978015422821045, 0.09594552963972092, 0.09555774927139282], ""source_local"": 75, ""source_parent"": 9}, {""native_candidate_parents"": [28, 27, 31, 19, 26, 36, 13, 14], ""native_top4"": [14, 28, 31, 27], ""native_top4_raw_scores"": [12.437492370605469, 12.406972885131836, 12.377164840698242, 12.36844539642334], ""semantic_top4"": [28, 27, 31, 19], ""semantic_top4_scores"": [0.12816205620765686, 0.08321545273065567, 0.05495479330420494, 0.02324746362864971], ""source_local"": 273, ""source_parent"": 34}]",8,185,0.001395600032992661
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,test,23,0.2,3,,,,,,6,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,768,0.21621621621621623,,,0.0009975000284612179,,,new_query_facets_plus_monotonic_propagation,1.0,1.0,393411,1.0,0.025734700029715896,"[0, 5, 2]",1.0,0.023837000015191734,zscore_1,1,[0],1.0,393216,1.0,locked,,[5],2,1,84,"{""agreement"": {""0"": 0.0, ""12"": 0.0, ""2"": 0.0}, ""locked_fraction"": 0.3333333333333333, ""top1_top2_drop"": 0.11110779643058777, ""top1_topB_spread_z"": 1.6771812438964844}","[0.21557167172431946, -0.046219825744628906, 0.10446387529373169, 0.05994179844856262, 0.004717633128166199, 0.07847148180007935, -0.08196291327476501, -0.05648277327418327, 0.07054536044597626, 0.015039771795272827, 0.07565057277679443, -0.0073974840342998505, 0.09055182337760925, 0.01843678578734398]","[0, 2, 12]",,111,query_facet_propagation_confirmation,393327,"[{""concentration"": 0.6768754124641418, ""normalized_entropy"": 0.713372050638436, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.42938232421875, ""top4_overlap"": 0.75}]",native_rank,[1],fixed_k1,"[{""native_candidate_parents"": [10, 5, 11], ""native_top4"": [5, 10, 11], ""native_top4_raw_scores"": [12.497726440429688, 12.481035232543945, 12.45474624633789], ""semantic_top4"": [10, 5, 11, 12], ""semantic_top4_scores"": [0.16482533514499664, 0.08285923302173615, 0.06336168944835663, 0.06273991614580154], ""source_local"": 0, ""source_parent"": 0}]",3,84,0.0009001999860629439
