example_id,dataset,partition,seed,fraction,budget,variant,representation,query_window_size,query_stride,query_facet_reduction,query_facet_count,head_mode,active_head_count,oracle_root_parent,oracle_root_rank,oracle_root_present,mrr,recall_at_1,recall_at_2,recall_at_4,recall_at_8,winning_query_facet,winning_query_span_kind,winning_query_span,winning_query_span_text,winning_head,oracle_score,best_distractor_parent,best_distractor_score,oracle_margin,score_entropy,false_positive_parent_count,selected_parent_ids,nominated_parent_ids,oracle_recall,oracle_precision,oracle_jaccard,complete_oracle,search_comparisons,raw_span_head_comparisons,candidate_parent_comparisons,deduplicated_candidates,final_parent_budget,active_final_kv_tokens,active_final_kv_fraction,scoring_wall_time,selection_wall_time,wall_time,full_query_forward_count,independent_window_forward_count,method,first_oracle_group_present,chain_complete,total_routing_comparisons,propagation_activation,estimated_full_routing_seconds,final_ids,first_oracle_group_locked,frozen_scorer_seconds,lock_policy,locked_root_count,locked_root_ids,mean_transition_k,native_qk_comparisons,oracle_root_locked,oracle_root_state,policy_role,propagated_ids,propagation_budget,propagation_hops,root_comparisons,root_confidence,root_scores,root_topB_ids,second_oracle_recovered_given_first_locked,semantic_comparisons,stage,transition_comparisons,transition_confidence,transition_geometry,transition_k,transition_policy,transition_score_traces,unique_parents_selected,query_facet_comparisons,query_facet_scoring_seconds
5a8c8502554299585d9e36d0,hotpotqa,test,11,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,4,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0,global,"[36, 37]",,,-0.6290038824081421,1,-0.6075038313865662,-0.021500051021575928,1.9450827836990356,2,"[1, 2]",[],0.0,0.0,0.0,0.0,7,7,7,7,2,512,0.2944220816561242,0.0017227999633178115,0.004810200014617294,0.006533499981742352,1,0,current_one_shot,0.0,0.0,7,0.0,0.006533499981742352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a8c8502554299585d9e36d0,hotpotqa,test,23,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,4,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0,global,"[36, 37]",,,-0.4102059602737427,1,-0.3684367835521698,-0.041769176721572876,1.9429432153701782,2,"[1, 2]",[],0.0,0.0,0.0,0.0,7,7,7,7,2,512,0.2944220816561242,0.0015774999628774822,0.005140899971593171,0.006719099939800799,1,0,current_one_shot,0.0,0.0,7,0.0,0.006719099939800799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a8c8502554299585d9e36d0,hotpotqa,test,37,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,4,2,1.0,0.5,0.0,1.0,1.0,1.0,0,global,"[36, 37]",,,-0.6811805963516235,2,-0.6407341957092285,-0.04044640064239502,1.944949746131897,1,"[2, 4]",[],0.5,0.5,0.3333333333333333,0.0,7,7,7,7,2,512,0.2944220816561242,0.0011694999993778765,0.003749099967535585,0.004919199971482158,1,0,current_one_shot,1.0,1.0,7,0.0,0.004919199971482158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a8c8502554299585d9e36d0,hotpotqa,test,53,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,4,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0,global,"[36, 37]",,,-0.5413354635238647,2,-0.4317180812358856,-0.10961738228797913,1.943183183670044,2,"[2, 1]",[],0.0,0.0,0.0,0.0,7,7,7,7,2,512,0.2944220816561242,0.0011432000319473445,0.003962799964938313,0.005106399999931455,1,0,current_one_shot,0.0,0.0,7,0.0,0.005106399999931455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a8c8502554299585d9e36d0,hotpotqa,test,71,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[36, 37]",,,-0.46258658170700073,2,-0.5096907615661621,0.04710417985916138,1.9444010257720947,1,"[4, 2]",[],0.5,0.5,0.3333333333333333,0.0,7,7,7,7,2,512,0.2944220816561242,0.0014676999999210238,0.0035229999921284616,0.004991099995095283,1,0,current_one_shot,1.0,1.0,7,0.0,0.004991099995095283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a80d6be55429938b6142206,hotpotqa,test,11,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,2,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0,global,"[39, 40]",,,-0.5549055933952332,0,-0.3971523940563202,-0.15775319933891296,1.788788080215454,2,"[0, 1]",[],0.0,0.0,0.0,0.0,6,6,6,6,2,512,0.34758995247793617,0.0016333000385202467,0.0043172999867238104,0.0059513000305742025,1,0,current_one_shot,0.0,0.0,6,0.0,0.0059513000305742025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a80d6be55429938b6142206,hotpotqa,test,23,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,2,4,0.0,0.25,0.0,0.0,1.0,1.0,0,global,"[39, 40]",,,-0.36590585112571716,0,-0.15003754198551178,-0.21586830914020538,1.784652829170227,2,"[0, 1]",[],0.0,0.0,0.0,0.0,6,6,6,6,2,512,0.34758995247793617,0.001090699981432408,0.006158599979244173,0.007249799964483827,1,0,current_one_shot,0.0,0.0,6,0.0,0.007249799964483827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a80d6be55429938b6142206,hotpotqa,test,37,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,2,5,0.0,0.2,0.0,0.0,0.0,1.0,0,global,"[39, 40]",,,-0.7470744252204895,0,-0.7052416801452637,-0.04183274507522583,1.7915539741516113,2,"[0, 3]",[],0.0,0.0,0.0,0.0,6,6,6,6,2,512,0.34758995247793617,0.0012395000085234642,0.003091300022788346,0.004331200034357607,1,0,current_one_shot,0.0,0.0,6,0.0,0.004331200034357607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a80d6be55429938b6142206,hotpotqa,test,53,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,2,4,0.0,0.25,0.0,0.0,1.0,1.0,0,global,"[39, 40]",,,-0.39145195484161377,0,-0.21825693547725677,-0.173195019364357,1.7889329195022583,2,"[0, 1]",[],0.0,0.0,0.0,0.0,6,6,6,6,2,512,0.34758995247793617,0.001137399987783283,0.002884000015910715,0.0040222000097855926,1,0,current_one_shot,0.0,0.0,6,0.0,0.0040222000097855926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a80d6be55429938b6142206,hotpotqa,test,71,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,2,4,0.0,0.25,0.0,0.0,1.0,1.0,0,global,"[39, 40]",,,-0.675499439239502,0,-0.5678886771202087,-0.10761076211929321,1.7897591590881348,2,"[0, 5]",[],0.0,0.0,0.0,0.0,6,6,6,6,2,449,0.3048200950441276,0.0011557000107131898,0.0041940000373870134,0.005350100051146001,1,0,current_one_shot,0.0,0.0,6,0.0,0.005350100051146001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ab88c075542991b5579efbe,hotpotqa,test,11,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,3,4,0.0,0.25,0.0,0.0,1.0,1.0,0,global,"[62, 63]",,,-0.31385481357574463,2,-0.2240108847618103,-0.08984392881393433,1.940505862236023,2,"[2, 1]",[],0.0,0.0,0.0,0.0,7,7,7,7,2,512,0.3144963144963145,0.0013303000014275312,0.005020099983084947,0.006351199990604073,1,0,current_one_shot,0.0,0.0,7,0.0,0.006351199990604073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ab88c075542991b5579efbe,hotpotqa,test,23,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,3,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0,global,"[62, 63]",,,-0.18204288184642792,2,-0.027781683951616287,-0.15426119789481163,1.9366481304168701,1,"[2, 4]",[],0.5,0.5,0.3333333333333333,0.0,7,7,7,7,2,512,0.3144963144963145,0.0014940000255592167,0.004984700004570186,0.006479300034698099,1,0,current_one_shot,0.0,0.0,7,0.0,0.006479300034698099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ab88c075542991b5579efbe,hotpotqa,test,37,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,3,4,0.0,0.25,0.0,0.0,1.0,1.0,0,global,"[62, 63]",,,-0.4500260055065155,1,-0.39400288462638855,-0.05602312088012695,1.9431841373443604,2,"[1, 2]",[],0.0,0.0,0.0,0.0,7,7,7,7,2,512,0.3144963144963145,0.0011747999815270305,0.004993600014131516,0.006168899999465793,1,0,current_one_shot,0.0,0.0,7,0.0,0.006168899999465793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ab88c075542991b5579efbe,hotpotqa,test,53,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,3,2,1.0,0.5,0.0,1.0,1.0,1.0,0,global,"[62, 63]",,,-0.15786118805408478,2,-0.12356143444776535,-0.03429975360631943,1.9415967464447021,1,"[2, 3]",[],0.5,0.5,0.3333333333333333,0.0,7,7,7,7,2,512,0.3144963144963145,0.0016017999732866883,0.002832300029695034,0.00443450000602752,1,0,current_one_shot,1.0,0.0,7,0.0,0.00443450000602752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ab88c075542991b5579efbe,hotpotqa,test,71,0.2,2,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,3,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0,global,"[62, 63]",,,-0.2908184826374054,4,-0.22250115871429443,-0.06831732392311096,1.9433367252349854,1,"[4, 2]",[],0.5,0.5,0.3333333333333333,0.0,7,7,7,7,2,512,0.3144963144963145,0.0015079999575391412,0.004605199967045337,0.0061135999276302755,1,0,current_one_shot,0.0,0.0,7,0.0,0.0061135999276302755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,test,11,0.2,3,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[27, 28]",,,0.6385114789009094,7,0.36684978008270264,0.2716616988182068,2.3524317741394043,2,"[0, 7, 10]",[],1.0,0.3333333333333333,0.3333333333333333,1.0,11,11,11,11,3,759,0.27039543997149984,0.0015022999723441899,0.005820300022605807,0.007323099998757243,1,0,current_one_shot,1.0,1.0,11,0.0,0.007323099998757243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,test,23,0.2,3,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[27, 28]",,,0.4540216326713562,10,0.2184945046901703,0.2355271279811859,2.36728572845459,2,"[0, 10, 7]",[],1.0,0.3333333333333333,0.3333333333333333,1.0,11,11,11,11,3,759,0.27039543997149984,0.0011768999975174665,0.005955800006631762,0.007133100007195026,1,0,current_one_shot,1.0,1.0,11,0.0,0.007133100007195026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,test,37,0.2,3,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[27, 28]",,,-0.16976071894168854,10,-0.2642744183540344,0.09451369941234589,2.3795933723449707,2,"[0, 10, 7]",[],1.0,0.3333333333333333,0.3333333333333333,1.0,11,11,11,11,3,759,0.27039543997149984,0.0014807999832555652,0.004546599986497313,0.006027799972798675,1,0,current_one_shot,1.0,1.0,11,0.0,0.006027799972798675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,test,53,0.2,3,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[27, 28]",,,0.285461962223053,10,0.16331033408641815,0.12215162813663483,2.3769822120666504,2,"[0, 10, 7]",[],1.0,0.3333333333333333,0.3333333333333333,1.0,11,11,11,11,3,759,0.27039543997149984,0.0013199999812059104,0.00422410003375262,0.005544500018004328,1,0,current_one_shot,1.0,1.0,11,0.0,0.005544500018004328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,test,71,0.2,3,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[27, 28]",,,0.1311575323343277,10,0.018148034811019897,0.1130094975233078,2.36845064163208,2,"[0, 10, 7]",[],1.0,0.3333333333333333,0.3333333333333333,1.0,11,11,11,11,3,759,0.27039543997149984,0.0011597000411711633,0.009155799984000623,0.010315900028217584,1,0,current_one_shot,1.0,1.0,11,0.0,0.010315900028217584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,test,11,0.2,3,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[29, 30]",,,0.06512188911437988,10,-0.11357520520687103,0.17869709432125092,2.626495361328125,2,"[0, 10, 3]",[],1.0,0.3333333333333333,0.3333333333333333,1.0,14,14,14,14,3,768,0.21621621621621623,0.001817599986679852,0.008105200016871095,0.009923300007358193,1,0,current_one_shot,1.0,1.0,14,0.0,0.009923300007358193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,test,23,0.2,3,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[29, 30]",,,0.0862792581319809,3,-0.13739411532878876,0.22367337346076965,2.6294636726379395,2,"[0, 3, 10]",[],1.0,0.3333333333333333,0.3333333333333333,1.0,14,14,14,14,3,768,0.21621621621621623,0.0011910999892279506,0.006552100006956607,0.007743599999230355,1,0,current_one_shot,1.0,1.0,14,0.0,0.007743599999230355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,test,37,0.2,3,A_global_semantic,learned_semantic_128d,,,max,1,not_applicable,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,global,"[29, 30]",,,-0.3095513582229614,10,-0.4773367643356323,0.1677854061126709,2.6335997581481934,2,"[0, 10, 2]",[],1.0,0.3333333333333333,0.3333333333333333,1.0,14,14,14,14,3,768,0.21621621621621623,0.0012387000024318695,0.008123400039039552,0.009362500044517219,1,0,current_one_shot,1.0,1.0,14,0.0,0.009362500044517219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
