dataset,budget_chunks,example_id,regime,best_lexical_mode,selection_jaccard,chunks_unique_to_lowrank,evidence_unique_to_lowrank,evidence_unique_to_lexical,lowrank_recall_delta
musique,4,2hop__159741_161674,zero_shot,bm25,0.0,4,1,2,-0.05263157894736842
musique,4,2hop__159741_161674,retrained,bm25,0.0,4,0,2,-0.10526315789473684
musique,4,2hop__159741_161674,mixed,bm25,0.0,4,0,2,-0.10526315789473684
musique,8,2hop__159741_161674,zero_shot,bm25,0.0,8,1,3,-0.10526315789473684
musique,8,2hop__159741_161674,retrained,bm25,0.06666666666666667,7,1,3,-0.10526315789473684
musique,8,2hop__159741_161674,mixed,bm25,0.06666666666666667,7,0,3,-0.15789473684210525
musique,4,2hop__16581_16569,zero_shot,bm25,0.14285714285714285,3,0,0,0.0
musique,4,2hop__16581_16569,retrained,bm25,0.0,4,0,1,-0.06666666666666667
musique,4,2hop__16581_16569,mixed,bm25,0.14285714285714285,3,0,1,-0.06666666666666667
musique,8,2hop__16581_16569,zero_shot,bm25,0.06666666666666667,7,0,0,0.0
musique,8,2hop__16581_16569,retrained,bm25,0.0,8,2,1,0.06666666666666667
musique,8,2hop__16581_16569,mixed,bm25,0.14285714285714285,6,0,1,-0.06666666666666667
musique,4,2hop__170341_43945,zero_shot,bm25,0.0,4,0,1,-0.1
musique,4,2hop__170341_43945,retrained,bm25,0.0,4,0,1,-0.1
musique,4,2hop__170341_43945,mixed,bm25,0.0,4,2,1,0.1
musique,8,2hop__170341_43945,zero_shot,bm25,0.06666666666666667,7,0,1,-0.1
musique,8,2hop__170341_43945,retrained,bm25,0.0,8,0,1,-0.1
musique,8,2hop__170341_43945,mixed,bm25,0.0,8,3,1,0.19999999999999998
musique,4,2hop__196348_150107,zero_shot,bm25,0.0,4,1,1,0.0
musique,4,2hop__196348_150107,retrained,bm25,0.0,4,0,1,-0.2
musique,4,2hop__196348_150107,mixed,bm25,0.0,4,0,1,-0.2
musique,8,2hop__196348_150107,zero_shot,bm25,0.0,8,2,1,0.2
musique,8,2hop__196348_150107,retrained,bm25,0.0,8,0,1,-0.2
musique,8,2hop__196348_150107,mixed,bm25,0.06666666666666667,7,0,1,-0.2
musique,4,2hop__216959_204037,zero_shot,bm25,0.0,4,0,1,-0.16666666666666666
musique,4,2hop__216959_204037,retrained,bm25,0.0,4,1,1,0.0
musique,4,2hop__216959_204037,mixed,bm25,0.0,4,0,1,-0.16666666666666666
musique,8,2hop__216959_204037,zero_shot,bm25,0.23076923076923078,5,0,3,-0.5
musique,8,2hop__216959_204037,retrained,bm25,0.06666666666666667,7,0,2,-0.33333333333333337
musique,8,2hop__216959_204037,mixed,bm25,0.0,8,0,3,-0.5
musique,4,2hop__22930_23241,zero_shot,bm25,0.14285714285714285,3,0,1,-0.07692307692307693
musique,4,2hop__22930_23241,retrained,bm25,0.3333333333333333,2,1,0,0.07692307692307693
musique,4,2hop__22930_23241,mixed,bm25,0.0,4,1,1,0.0
musique,8,2hop__22930_23241,zero_shot,bm25,0.14285714285714285,6,0,2,-0.15384615384615385
musique,8,2hop__22930_23241,retrained,bm25,0.14285714285714285,6,3,2,0.07692307692307693
musique,8,2hop__22930_23241,mixed,bm25,0.0,8,1,3,-0.15384615384615385
musique,4,2hop__230022_68489,zero_shot,bm25,0.0,4,0,2,-0.25
musique,4,2hop__230022_68489,retrained,bm25,0.0,4,0,2,-0.25
musique,4,2hop__230022_68489,mixed,bm25,0.14285714285714285,3,0,1,-0.125
musique,8,2hop__230022_68489,zero_shot,bm25,0.3333333333333333,4,0,1,-0.125
musique,8,2hop__230022_68489,retrained,bm25,0.06666666666666667,7,0,2,-0.25
musique,8,2hop__230022_68489,mixed,bm25,0.23076923076923078,5,0,1,-0.125
musique,4,2hop__242045_2684,zero_shot,bm25,0.0,4,0,0,0.0
musique,4,2hop__242045_2684,retrained,bm25,0.14285714285714285,3,0,0,0.0
musique,4,2hop__242045_2684,mixed,bm25,0.0,4,0,0,0.0
musique,8,2hop__242045_2684,zero_shot,bm25,0.0,8,1,0,0.16666666666666666
musique,8,2hop__242045_2684,retrained,bm25,0.06666666666666667,7,1,0,0.16666666666666666
musique,8,2hop__242045_2684,mixed,bm25,0.0,8,0,0,0.0
musique,4,2hop__243084_523417,zero_shot,bm25,0.0,4,0,3,-0.375
musique,4,2hop__243084_523417,retrained,bm25,0.14285714285714285,3,0,3,-0.375
musique,4,2hop__243084_523417,mixed,bm25,0.0,4,1,3,-0.25
musique,8,2hop__243084_523417,zero_shot,bm25,0.06666666666666667,7,0,2,-0.25
musique,8,2hop__243084_523417,retrained,bm25,0.14285714285714285,6,0,3,-0.375
musique,8,2hop__243084_523417,mixed,bm25,0.06666666666666667,7,1,2,-0.125
musique,4,2hop__252311_366220,zero_shot,bm25,0.0,4,1,1,0.0
musique,4,2hop__252311_366220,retrained,bm25,0.0,4,0,1,-0.125
musique,4,2hop__252311_366220,mixed,bm25,0.14285714285714285,3,0,1,-0.125
musique,8,2hop__252311_366220,zero_shot,bm25,0.23076923076923078,5,1,2,-0.125
musique,8,2hop__252311_366220,retrained,bm25,0.0,8,0,2,-0.25
musique,8,2hop__252311_366220,mixed,bm25,0.3333333333333333,4,0,2,-0.25
musique,4,2hop__278022_71701,zero_shot,bm25,0.0,4,0,1,-0.1
musique,4,2hop__278022_71701,retrained,bm25,0.0,4,0,1,-0.1
musique,4,2hop__278022_71701,mixed,bm25,0.0,4,1,1,0.0
musique,8,2hop__278022_71701,zero_shot,bm25,0.06666666666666667,7,0,2,-0.2
musique,8,2hop__278022_71701,retrained,bm25,0.0,8,0,2,-0.2
musique,8,2hop__278022_71701,mixed,bm25,0.0,8,1,2,-0.1
musique,4,2hop__301587_233146,zero_shot,bm25,0.0,4,0,1,-0.125
musique,4,2hop__301587_233146,retrained,bm25,0.0,4,2,1,0.125
musique,4,2hop__301587_233146,mixed,bm25,0.0,4,0,1,-0.125
musique,8,2hop__301587_233146,zero_shot,bm25,0.06666666666666667,7,0,1,-0.125
musique,8,2hop__301587_233146,retrained,bm25,0.0,8,2,1,0.125
musique,8,2hop__301587_233146,mixed,bm25,0.06666666666666667,7,0,1,-0.125
musique,4,2hop__30390_92972,zero_shot,bm25,0.0,4,1,2,-0.09090909090909091
musique,4,2hop__30390_92972,retrained,bm25,0.0,4,0,2,-0.18181818181818182
musique,4,2hop__30390_92972,mixed,bm25,0.14285714285714285,3,0,2,-0.18181818181818182
musique,8,2hop__30390_92972,zero_shot,bm25,0.06666666666666667,7,1,2,-0.09090909090909091
musique,8,2hop__30390_92972,retrained,bm25,0.14285714285714285,6,0,1,-0.09090909090909091
musique,8,2hop__30390_92972,mixed,bm25,0.06666666666666667,7,1,2,-0.09090909090909091
musique,4,2hop__30905_213732,zero_shot,bm25,0.14285714285714285,3,1,1,0.0
musique,4,2hop__30905_213732,retrained,bm25,0.0,4,1,1,0.0
musique,4,2hop__30905_213732,mixed,bm25,0.0,4,1,1,0.0
musique,8,2hop__30905_213732,zero_shot,bm25,0.14285714285714285,6,1,0,0.14285714285714285
musique,8,2hop__30905_213732,retrained,bm25,0.0,8,1,1,0.0
musique,8,2hop__30905_213732,mixed,bm25,0.06666666666666667,7,1,1,0.0
musique,4,2hop__311694_129669,zero_shot,bm25,0.14285714285714285,3,2,0,0.2222222222222222
musique,4,2hop__311694_129669,retrained,bm25,0.3333333333333333,2,1,0,0.1111111111111111
musique,4,2hop__311694_129669,mixed,bm25,0.14285714285714285,3,1,0,0.1111111111111111
musique,8,2hop__311694_129669,zero_shot,bm25,0.06666666666666667,7,3,1,0.2222222222222222
musique,8,2hop__311694_129669,retrained,bm25,0.14285714285714285,6,2,1,0.1111111111111111
musique,8,2hop__311694_129669,mixed,bm25,0.14285714285714285,6,1,1,0.0
musique,4,2hop__33288_157788,zero_shot,bm25,0.0,4,0,1,-0.08333333333333333
musique,4,2hop__33288_157788,retrained,bm25,0.0,4,1,1,0.0
musique,4,2hop__33288_157788,mixed,bm25,0.0,4,1,1,0.0
musique,8,2hop__33288_157788,zero_shot,bm25,0.23076923076923078,5,0,1,-0.08333333333333334
musique,8,2hop__33288_157788,retrained,bm25,0.06666666666666667,7,1,3,-0.16666666666666669
musique,8,2hop__33288_157788,mixed,bm25,0.0,8,1,3,-0.16666666666666669
musique,4,2hop__35173_17335,zero_shot,bm25,0.0,4,1,0,0.05555555555555555
musique,4,2hop__35173_17335,retrained,bm25,0.0,4,2,0,0.1111111111111111
musique,4,2hop__35173_17335,mixed,bm25,0.0,4,2,0,0.1111111111111111
musique,8,2hop__35173_17335,zero_shot,bm25,0.06666666666666667,7,1,0,0.05555555555555555
musique,8,2hop__35173_17335,retrained,bm25,0.06666666666666667,7,1,0,0.05555555555555555
musique,8,2hop__35173_17335,mixed,bm25,0.0,8,2,1,0.05555555555555555
musique,4,2hop__36269_73244,zero_shot,bm25,0.0,4,0,1,-0.058823529411764705
musique,4,2hop__36269_73244,retrained,bm25,0.0,4,1,1,0.0
musique,4,2hop__36269_73244,mixed,bm25,0.0,4,0,1,-0.058823529411764705
musique,8,2hop__36269_73244,zero_shot,bm25,0.06666666666666667,7,0,2,-0.11764705882352941
musique,8,2hop__36269_73244,retrained,bm25,0.0,8,2,2,0.0
musique,8,2hop__36269_73244,mixed,bm25,0.06666666666666667,7,1,2,-0.058823529411764705
musique,4,2hop__36747_18974,zero_shot,bm25,0.0,4,0,4,-0.26666666666666666
musique,4,2hop__36747_18974,retrained,bm25,0.0,4,2,4,-0.13333333333333333
musique,4,2hop__36747_18974,mixed,bm25,0.0,4,0,4,-0.26666666666666666
musique,8,2hop__36747_18974,zero_shot,bm25,0.06666666666666667,7,0,4,-0.26666666666666666
musique,8,2hop__36747_18974,retrained,bm25,0.0,8,2,4,-0.13333333333333333
musique,8,2hop__36747_18974,mixed,bm25,0.0,8,0,4,-0.26666666666666666
musique,4,2hop__39063_212301,zero_shot,bm25,0.0,4,0,0,0.0
musique,4,2hop__39063_212301,retrained,bm25,0.0,4,0,0,0.0
musique,4,2hop__39063_212301,mixed,bm25,0.0,4,1,0,0.1111111111111111
musique,8,2hop__39063_212301,zero_shot,bm25,0.06666666666666667,7,0,0,0.0
musique,8,2hop__39063_212301,retrained,bm25,0.0,8,0,0,0.0
musique,8,2hop__39063_212301,mixed,bm25,0.06666666666666667,7,1,0,0.1111111111111111
musique,4,2hop__417937_158105,zero_shot,bm25,0.0,4,0,2,-0.25
musique,4,2hop__417937_158105,retrained,bm25,0.14285714285714285,3,0,2,-0.25
musique,4,2hop__417937_158105,mixed,bm25,0.0,4,1,2,-0.125
musique,8,2hop__417937_158105,zero_shot,bm25,0.14285714285714285,6,0,1,-0.125
musique,8,2hop__417937_158105,retrained,bm25,0.06666666666666667,7,0,2,-0.25
musique,8,2hop__417937_158105,mixed,bm25,0.06666666666666667,7,1,1,0.0
musique,4,2hop__418941_429437,zero_shot,bm25,0.0,4,2,2,0.0
musique,4,2hop__418941_429437,retrained,bm25,0.0,4,1,2,-0.1
musique,4,2hop__418941_429437,mixed,bm25,0.0,4,1,2,-0.1
musique,8,2hop__418941_429437,zero_shot,bm25,0.0,8,3,3,0.0
musique,8,2hop__418941_429437,retrained,bm25,0.0,8,2,3,-0.09999999999999998
musique,8,2hop__418941_429437,mixed,bm25,0.0,8,1,3,-0.19999999999999998
musique,4,2hop__446324_620302,zero_shot,bm25,0.14285714285714285,3,1,1,0.0
musique,4,2hop__446324_620302,retrained,bm25,0.0,4,0,2,-0.3333333333333333
musique,4,2hop__446324_620302,mixed,bm25,0.0,4,0,2,-0.3333333333333333
musique,8,2hop__446324_620302,zero_shot,bm25,0.14285714285714285,6,1,2,-0.16666666666666669
musique,8,2hop__446324_620302,retrained,bm25,0.06666666666666667,7,0,2,-0.33333333333333337
musique,8,2hop__446324_620302,mixed,bm25,0.06666666666666667,7,0,2,-0.33333333333333337
musique,4,2hop__452580_70131,zero_shot,bm25,0.14285714285714285,3,1,1,0.0
musique,4,2hop__452580_70131,retrained,bm25,0.14285714285714285,3,0,2,-0.2
musique,4,2hop__452580_70131,mixed,bm25,0.14285714285714285,3,1,2,-0.1
musique,8,2hop__452580_70131,zero_shot,bm25,0.06666666666666667,7,1,1,0.0
musique,8,2hop__452580_70131,retrained,bm25,0.06666666666666667,7,0,2,-0.2
musique,8,2hop__452580_70131,mixed,bm25,0.14285714285714285,6,1,1,0.0
musique,4,2hop__458672_20057,zero_shot,bm25,0.14285714285714285,3,1,0,0.1
musique,4,2hop__458672_20057,retrained,bm25,0.0,4,0,1,-0.1
musique,4,2hop__458672_20057,mixed,bm25,0.14285714285714285,3,0,0,0.0
musique,8,2hop__458672_20057,zero_shot,bm25,0.14285714285714285,6,1,1,0.0
musique,8,2hop__458672_20057,retrained,bm25,0.0,8,0,3,-0.3
musique,8,2hop__458672_20057,mixed,bm25,0.06666666666666667,7,0,2,-0.19999999999999998
musique,4,2hop__51113_84616,zero_shot,bm25,0.0,4,0,1,-0.07142857142857142
musique,4,2hop__51113_84616,retrained,bm25,0.0,4,2,1,0.07142857142857142
musique,4,2hop__51113_84616,mixed,bm25,0.3333333333333333,2,1,0,0.07142857142857142
musique,8,2hop__51113_84616,zero_shot,bm25,0.14285714285714285,6,1,3,-0.14285714285714285
musique,8,2hop__51113_84616,retrained,bm25,0.06666666666666667,7,4,2,0.14285714285714288
musique,8,2hop__51113_84616,mixed,bm25,0.3333333333333333,4,0,0,0.0
musique,4,2hop__551235_310309,zero_shot,bm25,0.0,4,1,1,0.0
musique,4,2hop__551235_310309,retrained,bm25,0.0,4,0,1,-0.1111111111111111
musique,4,2hop__551235_310309,mixed,bm25,0.14285714285714285,3,0,0,0.0
musique,8,2hop__551235_310309,zero_shot,bm25,0.0,8,1,3,-0.2222222222222222
musique,8,2hop__551235_310309,retrained,bm25,0.06666666666666667,7,0,2,-0.2222222222222222
musique,8,2hop__551235_310309,mixed,bm25,0.3333333333333333,4,0,1,-0.1111111111111111
musique,4,2hop__569582_304416,zero_shot,bm25,0.14285714285714285,3,0,2,-0.18181818181818182
musique,4,2hop__569582_304416,retrained,bm25,0.0,4,2,2,0.0
musique,4,2hop__569582_304416,mixed,bm25,0.14285714285714285,3,0,1,-0.09090909090909091
musique,8,2hop__569582_304416,zero_shot,bm25,0.23076923076923078,5,0,1,-0.09090909090909091
musique,8,2hop__569582_304416,retrained,bm25,0.06666666666666667,7,2,1,0.09090909090909088
musique,8,2hop__569582_304416,mixed,bm25,0.14285714285714285,6,0,1,-0.09090909090909091
musique,4,2hop__581084_828685,zero_shot,bm25,0.0,4,0,2,-0.2857142857142857
musique,4,2hop__581084_828685,retrained,bm25,0.14285714285714285,3,1,1,0.0
musique,4,2hop__581084_828685,mixed,bm25,0.14285714285714285,3,0,1,-0.14285714285714285
musique,8,2hop__581084_828685,zero_shot,bm25,0.23076923076923078,5,0,1,-0.14285714285714285
musique,8,2hop__581084_828685,retrained,bm25,0.06666666666666667,7,1,1,0.0
musique,8,2hop__581084_828685,mixed,bm25,0.06666666666666667,7,1,1,0.0
musique,4,2hop__58939_213732,zero_shot,bm25,0.0,4,1,0,0.14285714285714285
musique,4,2hop__58939_213732,retrained,bm25,0.0,4,2,0,0.2857142857142857
musique,4,2hop__58939_213732,mixed,bm25,0.0,4,0,0,0.0
musique,8,2hop__58939_213732,zero_shot,bm25,0.14285714285714285,6,2,0,0.2857142857142857
musique,8,2hop__58939_213732,retrained,bm25,0.06666666666666667,7,3,0,0.42857142857142855
musique,8,2hop__58939_213732,mixed,bm25,0.0,8,1,0,0.14285714285714285
musique,4,2hop__623501_297043,zero_shot,bm25,0.0,4,0,2,-0.3333333333333333
musique,4,2hop__623501_297043,retrained,bm25,0.14285714285714285,3,0,2,-0.3333333333333333
musique,4,2hop__623501_297043,mixed,bm25,0.0,4,0,2,-0.3333333333333333
musique,8,2hop__623501_297043,zero_shot,bm25,0.0,8,0,2,-0.3333333333333333
musique,8,2hop__623501_297043,retrained,bm25,0.14285714285714285,6,0,1,-0.16666666666666666
musique,8,2hop__623501_297043,mixed,bm25,0.14285714285714285,6,0,2,-0.3333333333333333
musique,4,2hop__646573_83769,zero_shot,bm25,0.14285714285714285,3,1,0,0.08333333333333333
musique,4,2hop__646573_83769,retrained,bm25,0.14285714285714285,3,0,0,0.0
musique,4,2hop__646573_83769,mixed,bm25,0.0,4,1,0,0.08333333333333333
musique,8,2hop__646573_83769,zero_shot,bm25,0.14285714285714285,6,4,1,0.25
musique,8,2hop__646573_83769,retrained,bm25,0.06666666666666667,7,0,1,-0.08333333333333333
musique,8,2hop__646573_83769,mixed,bm25,0.06666666666666667,7,1,1,0.0
musique,4,2hop__686395_141338,zero_shot,bm25,0.14285714285714285,3,0,1,-0.2
musique,4,2hop__686395_141338,retrained,bm25,0.14285714285714285,3,0,1,-0.2
musique,4,2hop__686395_141338,mixed,bm25,0.14285714285714285,3,0,1,-0.2
musique,8,2hop__686395_141338,zero_shot,bm25,0.06666666666666667,7,1,2,-0.2
musique,8,2hop__686395_141338,retrained,bm25,0.23076923076923078,5,0,2,-0.4
musique,8,2hop__686395_141338,mixed,bm25,0.14285714285714285,6,0,2,-0.4
musique,4,2hop__708145_30351,zero_shot,bm25,0.0,4,1,1,0.0
musique,4,2hop__708145_30351,retrained,bm25,0.0,4,0,1,-0.08333333333333333
musique,4,2hop__708145_30351,mixed,bm25,0.0,4,0,1,-0.08333333333333333
musique,8,2hop__708145_30351,zero_shot,bm25,0.0,8,1,3,-0.16666666666666669
musique,8,2hop__708145_30351,retrained,bm25,0.06666666666666667,7,1,2,-0.08333333333333334
musique,8,2hop__708145_30351,mixed,bm25,0.06666666666666667,7,1,2,-0.08333333333333334
musique,4,2hop__709357_136043,zero_shot,bm25,0.0,4,0,1,-0.08333333333333333
musique,4,2hop__709357_136043,retrained,bm25,0.0,4,0,1,-0.08333333333333333
musique,4,2hop__709357_136043,mixed,bm25,0.0,4,0,1,-0.08333333333333333
musique,8,2hop__709357_136043,zero_shot,bm25,0.06666666666666667,7,1,3,-0.16666666666666669
musique,8,2hop__709357_136043,retrained,bm25,0.06666666666666667,7,0,3,-0.25
musique,8,2hop__709357_136043,mixed,bm25,0.0,8,1,3,-0.16666666666666669
musique,4,2hop__71016_75184,zero_shot,bm25,0.0,4,0,1,-0.14285714285714285
musique,4,2hop__71016_75184,retrained,bm25,0.0,4,0,1,-0.14285714285714285
musique,4,2hop__71016_75184,mixed,bm25,0.14285714285714285,3,0,1,-0.14285714285714285
musique,8,2hop__71016_75184,zero_shot,bm25,0.0,8,0,1,-0.14285714285714285
musique,8,2hop__71016_75184,retrained,bm25,0.0,8,1,1,0.0
musique,8,2hop__71016_75184,mixed,bm25,0.06666666666666667,7,0,1,-0.14285714285714285
musique,4,2hop__713299_55227,zero_shot,bm25,0.14285714285714285,3,1,1,0.0
musique,4,2hop__713299_55227,retrained,bm25,0.0,4,0,2,-0.10526315789473684
musique,4,2hop__713299_55227,mixed,bm25,0.14285714285714285,3,0,1,-0.05263157894736842
musique,8,2hop__713299_55227,zero_shot,bm25,0.14285714285714285,6,2,0,0.10526315789473684
musique,8,2hop__713299_55227,retrained,bm25,0.0,8,2,2,0.0
musique,8,2hop__713299_55227,mixed,bm25,0.06666666666666667,7,0,1,-0.05263157894736842
musique,4,2hop__71871_494136,zero_shot,bm25,0.0,4,3,0,0.3
musique,4,2hop__71871_494136,retrained,bm25,0.0,4,0,0,0.0
musique,4,2hop__71871_494136,mixed,bm25,0.0,4,1,0,0.1
musique,8,2hop__71871_494136,zero_shot,bm25,0.06666666666666667,7,4,1,0.3
musique,8,2hop__71871_494136,retrained,bm25,0.0,8,0,2,-0.2
musique,8,2hop__71871_494136,mixed,bm25,0.06666666666666667,7,1,1,0.0
musique,4,2hop__731956_126089,zero_shot,bm25,0.0,4,1,1,0.0
musique,4,2hop__731956_126089,retrained,bm25,0.0,4,2,1,0.125
musique,4,2hop__731956_126089,mixed,bm25,0.0,4,2,1,0.125
musique,8,2hop__731956_126089,zero_shot,bm25,0.0,8,1,2,-0.125
musique,8,2hop__731956_126089,retrained,bm25,0.0,8,3,2,0.125
musique,8,2hop__731956_126089,mixed,bm25,0.0,8,3,2,0.125
musique,4,2hop__75207_46837,zero_shot,bm25,0.0,4,1,1,0.0
musique,4,2hop__75207_46837,retrained,bm25,0.14285714285714285,3,1,1,0.0
musique,4,2hop__75207_46837,mixed,bm25,0.0,4,2,1,0.08333333333333333
musique,8,2hop__75207_46837,zero_shot,bm25,0.06666666666666667,7,2,2,0.0
musique,8,2hop__75207_46837,retrained,bm25,0.14285714285714285,6,2,2,0.0
musique,8,2hop__75207_46837,mixed,bm25,0.0,8,3,2,0.08333333333333334
musique,4,2hop__75207_53316,zero_shot,bm25,0.0,4,1,2,-0.1
musique,4,2hop__75207_53316,retrained,bm25,0.0,4,1,2,-0.1
musique,4,2hop__75207_53316,mixed,bm25,0.0,4,1,2,-0.1
musique,8,2hop__75207_53316,zero_shot,bm25,0.06666666666666667,7,1,2,-0.1
musique,8,2hop__75207_53316,retrained,bm25,0.06666666666666667,7,1,2,-0.1
musique,8,2hop__75207_53316,mixed,bm25,0.0,8,2,2,0.0
musique,4,2hop__77601_814677,zero_shot,bm25,0.0,4,1,2,-0.0625
musique,4,2hop__77601_814677,retrained,bm25,0.0,4,0,2,-0.125
musique,4,2hop__77601_814677,mixed,bm25,0.0,4,0,2,-0.125
musique,8,2hop__77601_814677,zero_shot,bm25,0.0,8,1,2,-0.0625
musique,8,2hop__77601_814677,retrained,bm25,0.0,8,1,2,-0.0625
musique,8,2hop__77601_814677,mixed,bm25,0.0,8,1,2,-0.0625
musique,4,2hop__781079_9237,zero_shot,bm25,0.0,4,0,3,-0.2727272727272727
musique,4,2hop__781079_9237,retrained,bm25,0.14285714285714285,3,0,2,-0.1818181818181818
musique,4,2hop__781079_9237,mixed,bm25,0.0,4,0,3,-0.2727272727272727
musique,8,2hop__781079_9237,zero_shot,bm25,0.0,8,0,6,-0.5454545454545454
musique,8,2hop__781079_9237,retrained,bm25,0.14285714285714285,6,0,5,-0.4545454545454545
musique,8,2hop__781079_9237,mixed,bm25,0.06666666666666667,7,0,5,-0.4545454545454545
musique,4,2hop__799936_20273,zero_shot,bm25,0.0,4,2,2,0.0
musique,4,2hop__799936_20273,retrained,bm25,0.0,4,1,2,-0.07142857142857142
musique,4,2hop__799936_20273,mixed,bm25,0.14285714285714285,3,3,1,0.14285714285714285
musique,8,2hop__799936_20273,zero_shot,bm25,0.0,8,3,2,0.07142857142857142
musique,8,2hop__799936_20273,retrained,bm25,0.0,8,1,2,-0.07142857142857142
musique,8,2hop__799936_20273,mixed,bm25,0.06666666666666667,7,3,1,0.14285714285714285
musique,4,2hop__802991_443552,zero_shot,bm25,0.0,4,1,1,0.0
musique,4,2hop__802991_443552,retrained,bm25,0.0,4,3,1,0.1818181818181818
musique,4,2hop__802991_443552,mixed,bm25,0.0,4,2,1,0.09090909090909091
musique,8,2hop__802991_443552,zero_shot,bm25,0.0,8,3,1,0.1818181818181818
musique,8,2hop__802991_443552,retrained,bm25,0.0,8,6,1,0.4545454545454545
musique,8,2hop__802991_443552,mixed,bm25,0.14285714285714285,6,2,1,0.09090909090909091
musique,4,2hop__814856_110882,zero_shot,bm25,0.0,4,0,0,0.0
musique,4,2hop__814856_110882,retrained,bm25,0.0,4,0,0,0.0
musique,4,2hop__814856_110882,mixed,bm25,0.0,4,1,0,0.1111111111111111
musique,8,2hop__814856_110882,zero_shot,bm25,0.14285714285714285,6,2,1,0.1111111111111111
musique,8,2hop__814856_110882,retrained,bm25,0.06666666666666667,7,0,1,-0.1111111111111111
musique,8,2hop__814856_110882,mixed,bm25,0.06666666666666667,7,2,1,0.1111111111111111
musique,4,2hop__846415_88165,zero_shot,bm25,0.0,4,0,1,-0.14285714285714285
musique,4,2hop__846415_88165,retrained,bm25,0.0,4,3,1,0.2857142857142857
musique,4,2hop__846415_88165,mixed,bm25,0.0,4,0,1,-0.14285714285714285
musique,8,2hop__846415_88165,zero_shot,bm25,0.06666666666666667,7,0,1,-0.14285714285714285
musique,8,2hop__846415_88165,retrained,bm25,0.06666666666666667,7,3,0,0.42857142857142855
musique,8,2hop__846415_88165,mixed,bm25,0.0,8,0,1,-0.14285714285714285
musique,4,2hop__853227_68633,zero_shot,bm25,0.0,4,0,1,-0.14285714285714285
musique,4,2hop__853227_68633,retrained,bm25,0.0,4,0,1,-0.14285714285714285
musique,4,2hop__853227_68633,mixed,bm25,0.14285714285714285,3,0,0,0.0
