dataset,split,example_id,condition,seed,row_kind,budget_chunks,candidate_chunks,positive_chunks,authored_evidence_items,positive_chunk_ids,authored_chain_budget_feasible,full_positive_span_budget_feasible,selected_chunks,index_bytes_per_chunk,routing_setup_plus_score_ms,materialized_native_kv_tokens,active_memory_fraction,backing_native_kv_bytes,transfer_bytes,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,requested_chunks,mae,rmse,spearman,kendall,kl,teacher_top1_overlap,teacher_top2_overlap,teacher_top4_overlap,teacher_top8_overlap
musique,validation,2hop__131275_72870,rank8_zero_shot,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,48 49 11 40,1024,5.318299867212772,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.40962553024292,6.465027809143066,0.4135914742946625,0.2813299232736573,0.3100602924823761,0.0,0.0,0.25,0.375
musique,validation,2hop__131275_72870,rank8_zero_shot,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,48 40 24 51,1024,0.0,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.733208179473877,4.828047752380371,0.38995251059532166,0.27791986359761295,0.3183293044567108,0.0,0.0,0.5,0.5
musique,validation,2hop__131275_72870,rank16_zero_shot,11,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,53 24 48 40,2048,4.8420000821352005,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4348183870315552,1.6195361614227295,0.6189989447593689,0.45268542199488493,0.260418176651001,0.0,0.0,0.5,0.375
musique,validation,2hop__131275_72870,rank16_zero_shot,23,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,48 58 23 62,2048,5.48629998229444,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,5.892070293426514,5.946562767028809,0.2817683517932892,0.2028985507246377,0.2829914391040802,0.0,0.0,0.0,0.25
musique,validation,2hop__131275_72870,rank16_zero_shot,37,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,40 48 26 17,2048,5.411099875345826,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,2.969527006149292,3.081603527069092,0.5186700820922852,0.36231884057971014,0.21973916888237,0.0,0.0,0.25,0.5
musique,validation,2hop__131275_72870,rank16_zero_shot,53,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,49 48 24 40,2048,5.683300085365772,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.274075031280518,4.333838939666748,0.38578736782073975,0.2651321398124467,0.24028463661670685,0.0,0.0,0.5,0.375
musique,validation,2hop__131275_72870,rank16_zero_shot,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,8 47 48 26,2048,4.7685999888926744,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.25,4.0,1.4053610563278198,1.5588191747665405,0.3409937918186188,0.236999147485081,0.2488785684108734,0.0,0.0,0.0,0.25
musique,validation,2hop__131275_72870,rank16_zero_shot,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,48 24 40 53,2048,0.0,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.179865837097168,3.238616943359375,0.4948483407497406,0.35720375106564367,0.1458601951599121,0.0,0.0,0.5,0.5
musique,validation,2hop__131275_72870,rank8_centroid8_zero_shot,11,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,51 45 67 18,256,938.1303999107331,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5022326707839966,1.7890905141830444,0.0628790557384491,0.056265984654731455,0.8775885105133057,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_centroid8_zero_shot,23,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,24 45 50 41,256,958.6495999246836,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.74735426902771,3.901216983795166,0.2464742213487625,0.17220801364023872,0.4543994963169098,0.0,0.0,0.25,0.25
musique,validation,2hop__131275_72870,rank8_centroid8_zero_shot,37,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,58 18 17 19,256,1011.5448997821659,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6812434196472168,1.9843316078186035,0.239130437374115,0.15430520034100598,0.45855966210365295,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank8_centroid8_zero_shot,53,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,8 17 7 61,256,1006.7665001843125,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.4856953620910645,6.60723876953125,0.4487760365009308,0.3145780051150895,0.6886884570121765,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank8_centroid8_zero_shot,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,66 19 17 49,256,1139.3714000005275,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.552879810333252,3.7518224716186523,-0.04417245090007782,-0.028985507246376812,0.7703210115432739,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank8_centroid8_zero_shot,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,17 19 45 50,256,0.0,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.626309633255005,2.7893552780151367,0.2481549084186554,0.16027280477408354,0.39138278365135193,0.0,0.0,0.0,0.25
musique,validation,2hop__131275_72870,rank8_retrained,11,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,30 27 29 26,1024,6.218400085344911,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,4.0,1.189927101135254,1.4255328178405762,0.20394591987133026,0.14066496163682865,0.4261469841003418,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_retrained,23,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,27 29 56 26,1024,5.166999995708466,128,0.058742542450665444,8925184,524288,0.3333333333333333,0.75,1.0,0.0,0.0,1.0,4.0,1.9437881708145142,2.0768253803253174,0.17785896360874176,0.12361466325660699,0.3708631694316864,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank8_retrained,37,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,21 30 28 26,1024,5.209099967032671,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,2.288174867630005,2.4135940074920654,0.1840336173772812,0.11935208866155157,0.3412949740886688,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_retrained,53,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,21 22 23 30,1024,6.3853999599814415,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,1.420819878578186,1.569708228111267,0.3207891583442688,0.2318840579710145,0.2848917841911316,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_retrained,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,29 27 28 26,1024,6.347700022161007,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,4.0,5.339496612548828,5.394723415374756,0.40164414048194885,0.30264279624893436,0.3871321380138397,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_retrained,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,27 30 26 29,1024,0.0,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,4.0,1.9743727445602417,2.093557596206665,0.289075642824173,0.20545609548167093,0.2877364754676819,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank16_retrained,11,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,27 30 21 23,2048,4.899699939414859,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,2.733560800552368,2.94618558883667,0.17120935022830963,0.12276214833759591,0.7242337465286255,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank16_retrained,23,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,30 21 28 20,2048,5.215900018811226,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,2.5005316734313965,2.7170255184173584,0.32820603251457214,0.23785166240409208,0.4975225329399109,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank16_retrained,37,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,27 30 29 28,2048,5.1056998781859875,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,4.0,3.63791823387146,3.7036170959472656,0.2800876796245575,0.20545609548167093,0.25261762738227844,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank16_retrained,53,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,21 52 31 22,2048,6.193199893459678,128,0.058742542450665444,8925184,524288,0.2222222222222222,0.5,1.0,0.0,0.0,1.0,4.0,1.5298089981079102,1.705804467201233,0.31242236495018005,0.21142369991474852,0.5542187690734863,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank16_retrained,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,21 22 23 31,2048,4.90709999576211,128,0.058742542450665444,8925184,524288,0.3333333333333333,0.75,1.0,0.0,0.0,1.0,4.0,1.6011803150177002,1.868676781654358,0.26459625363349915,0.17902813299232737,0.6602884531021118,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank16_retrained,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,21 27 30 22,2048,0.0,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,0.6034160852432251,0.8606836199760437,0.3769090473651886,0.2728047740835465,0.3524681031703949,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_centroid8_retrained,11,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,19 29 42 44,256,1105.5454001761973,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.5,4.0,0.8254078030586243,1.0549529790878296,0.11344537883996964,0.0741687979539642,0.48666316270828247,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_centroid8_retrained,23,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,29 27 30 28,256,1038.0575999151915,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,4.0,2.695692777633667,2.8070976734161377,0.06824991106987,0.03580562659846547,0.3570822775363922,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_centroid8_retrained,37,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,22 21 26 0,256,959.9130998831242,128,0.058742542450665444,8925184,524288,0.3333333333333333,0.75,1.0,1.0,0.0,1.0,4.0,3.7558391094207764,3.8180179595947266,0.3098282814025879,0.21994884910485935,0.21453019976615906,0.0,0.0,0.25,0.25
musique,validation,2hop__131275_72870,rank8_centroid8_retrained,53,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,23 30 26 20,256,923.7426000181586,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,2.4310684204101562,2.5730550289154053,0.11965655535459518,0.07587382779198636,0.3758416473865509,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank8_centroid8_retrained,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,29 27 26 28,256,1054.643000010401,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,4.0,6.046795845031738,6.087441444396973,0.31556448340415955,0.2318840579710145,0.32641956210136414,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_centroid8_retrained,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,29 26 27 30,256,0.0,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,4.0,3.044921875,3.111886739730835,0.25341615080833435,0.1773231031543052,0.2328736037015915,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_mixed,11,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,26 40 28 29,1024,4.771899897605181,128,0.058742542450665444,8925184,524288,0.3333333333333333,0.75,1.0,0.0,0.0,1.0,4.0,4.240420818328857,4.313892364501953,0.14833760261535645,0.10571184995737426,0.2895614504814148,0.0,0.0,0.25,0.25
musique,validation,2hop__131275_72870,rank8_mixed,23,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,46 43 27 58,1024,5.465199938043952,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,4.505945682525635,4.545365333557129,0.033211544156074524,0.03154305200341006,0.19349277019500732,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank8_mixed,37,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,52 0 31 26,1024,4.496800014749169,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.25,4.0,4.607138156890869,4.662128925323486,0.4797588586807251,0.3333333333333333,0.2450500875711441,0.0,0.5,0.25,0.125
musique,validation,2hop__131275_72870,rank8_mixed,53,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,0 8 48 32,1024,4.915100056678057,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.48247766494751,6.491648197174072,0.5454877614974976,0.39471440750213127,0.054044224321842194,1.0,0.5,0.25,0.75
musique,validation,2hop__131275_72870,rank8_mixed,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,51 22 48 31,1024,5.395000101998448,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.5,4.0,1.1830741167068481,1.2628329992294312,0.31972962617874146,0.21568627450980393,0.11347043514251709,0.0,0.0,0.0,0.25
musique,validation,2hop__131275_72870,rank8_mixed,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,0 20 26 48,1024,0.0,128,0.058742542450665444,8925184,524288,0.2222222222222222,0.5,1.0,1.0,0.0,0.5,4.0,4.203811168670654,4.219633102416992,0.4353305995464325,0.3154305200341006,0.06986412405967712,1.0,0.5,0.25,0.625
musique,validation,2hop__131275_72870,rank16_mixed,11,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,24 0 25 53,2048,4.538799868896604,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4278510808944702,1.5264471769332886,0.4950675964355469,0.3631713554987212,0.18577860295772552,0.0,0.5,0.5,0.25
musique,validation,2hop__131275_72870,rank16_mixed,23,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,56 28 29 62,2048,4.903599852696061,128,0.058742542450665444,8925184,524288,0.2222222222222222,0.5,1.0,0.0,0.0,0.5,4.0,6.3459038734436035,6.4647955894470215,-0.009316770359873772,-0.010230179028132993,0.836759626865387,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank16_mixed,37,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,0 31 54 52,2048,5.569899920374155,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.182551860809326,2.3835878372192383,0.5224698185920715,0.3734015345268542,0.4319751560688019,1.0,0.5,0.25,0.375
musique,validation,2hop__131275_72870,rank16_mixed,53,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,44 23 42 17,2048,5.786099936813116,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.5,4.0,1.2213389873504639,1.3797023296356201,0.30898794531822205,0.21398124467178176,0.2654673755168915,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank16_mixed,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,0 31 39 52,2048,4.679500125348568,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.1036534309387207,2.2080752849578857,0.509609043598175,0.35805626598465473,0.22687280178070068,1.0,0.5,0.25,0.125
musique,validation,2hop__131275_72870,rank16_mixed,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,56 0 40 26,2048,0.0,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.25,4.0,0.7867962718009949,0.9410389065742493,0.4093898832798004,0.2907075873827792,0.13103029131889343,0.0,0.5,0.5,0.375
musique,validation,2hop__131275_72870,rank8_centroid8_mixed,11,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,26 28 18 40,256,954.8613000661135,128,0.058742542450665444,8925184,524288,0.2222222222222222,0.5,1.0,0.0,0.0,1.0,4.0,5.0592217445373535,5.114781856536865,0.07888198643922806,0.05115089514066496,0.27688246965408325,0.0,0.0,0.25,0.125
musique,validation,2hop__131275_72870,rank8_centroid8_mixed,23,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,58 47 61 46,256,1023.851600009948,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.175873756408691,5.207630634307861,-0.043624404817819595,-0.03154305200341006,0.1802038699388504,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,rank8_centroid8_mixed,37,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,20 54 52 23,256,1078.0577999539673,128,0.058742542450665444,8925184,524288,0.2222222222222222,0.5,1.0,0.0,0.0,1.0,4.0,5.723843574523926,5.761948108673096,0.5018998980522156,0.340153452685422,0.23661422729492188,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank8_centroid8_mixed,53,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,8 0 64 24,256,991.5626000147313,128,0.058742542450665444,8925184,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.280857086181641,7.293152809143066,0.39846548438072205,0.2804774083546462,0.08296188712120056,0.0,0.5,0.75,0.875
musique,validation,2hop__131275_72870,rank8_centroid8_mixed,71,seed,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,25 55 22 48,256,1128.5794998984784,128,0.058742542450665444,8925184,524288,0.1111111111111111,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,1.6839882135391235,1.7498787641525269,0.15158933401107788,0.10315430520034101,0.1277257204055786,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,rank8_centroid8_mixed,-1,ensemble,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,26 20 0 24,256,0.0,128,0.058742542450665444,8925184,524288,0.2222222222222222,0.5,1.0,1.0,0.0,1.0,4.0,4.984756946563721,4.9970383644104,0.45944464206695557,0.3290707587382779,0.06623527407646179,0.0,0.0,0.5,0.375
musique,validation,2hop__131275_72870,best_lexical,-1,derived,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,26 28 27 23,0,32.65780000947416,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,6.074876308441162,6.090989589691162,0.022981366142630577,0.008658008658008658,0.11349547654390335,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,lexical_lowrank_zero_shot,-1,fusion,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,26 28 23 27,2048,0.0,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,5.986556053161621,5.99990701675415,0.15706978738307953,0.10656436487638533,0.09323213249444962,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,lexical_lowrank_retrained,-1,fusion,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,21 22 20 30,2048,0.0,128,0.058742542450665444,8925184,524288,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,4.0,5.774410724639893,5.786384582519531,0.36211177706718445,0.2608695652173913,0.08216431736946106,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,lexical_lowrank_mixed,-1,fusion,4,69,9,2,20 21 22 23 26 27 28 29 30,True,False,26 28 0 56,2048,0.0,128,0.058742542450665444,8925184,524288,0.2222222222222222,0.5,1.0,0.0,0.0,1.0,4.0,5.74004602432251,5.750891208648682,0.3415418267250061,0.2421142369991475,0.07503689080476761,0.0,0.0,0.25,0.375
musique,validation,2hop__131275_72870,native_mean,-1,control,8,69,9,2,20 21 22 23 26 27 28 29 30,True,False,7 8 38 67 0 37 24 64,4096,0.0,256,0.11748508490133089,8925184,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.5146135091781616,1.5560803413391113,0.708695650100708,0.5524296675191815,0.06541139632463455,0.0,0.0,0.0,0.5
musique,validation,2hop__131275_72870,native_farthest_m2,-1,control,8,69,9,2,20 21 22 23 26 27 28 29 30,True,False,48 0 8 40 64 56 24 32,8192,0.0,256,0.11748508490133089,8925184,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.431475281715393,1.5596386194229126,0.6063573360443115,0.4475703324808184,0.4002983868122101,0.0,0.5,0.5,1.0
musique,validation,2hop__131275_72870,exact,-1,control,8,69,9,2,20 21 22 23 26 27 28 29 30,True,False,55 0 1 20 21 22 26 31,0,32.65780000947416,256,0.11748508490133089,8925184,1048576,0.4444444444444444,0.5,1.0,1.0,0.0,0.25,8.0,6.0811004638671875,6.0955986976623535,0.1843259036540985,0.17816436712657469,0.0964222177863121,0.0,0.5,0.25,0.125
musique,validation,2hop__131275_72870,bm25,-1,control,8,69,9,2,20 21 22 23 26 27 28 29 30,True,False,26 28 27 23 54 11 45 13,0,32.65780000947416,256,0.11748508490133089,8925184,1048576,0.4444444444444444,0.5,1.0,1.0,0.0,1.0,8.0,6.074876308441162,6.090989589691162,0.022981366142630577,0.008658008658008658,0.11349547654390335,0.0,0.0,0.0,0.0
musique,validation,2hop__131275_72870,approximate,-1,control,8,69,9,2,20 21 22 23 26 27 28 29 30,True,False,55 26 54 21 20 66 1 0,0,32.65780000947416,256,0.11748508490133089,8925184,1048576,0.3333333333333333,0.375,1.0,1.0,0.0,0.5,8.0,6.11277437210083,6.125314235687256,0.2043112814426422,0.12537441163885324,0.08629035204648972,0.0,0.0,0.0,0.125
musique,validation,2hop__131275_72870,inherited_hybrid,-1,control,8,69,9,2,20 21 22 23 26 27 28 29 30,True,False,0 26 7 64 66 55 24 52,0,32.65780000947416,256,0.11748508490133089,8925184,1048576,0.1111111111111111,0.125,1.0,0.0,0.0,0.5,8.0,5.80137825012207,5.810883522033691,0.6984289288520813,0.5200341005967605,0.06304329633712769,1.0,0.5,0.5,0.375
musique,validation,2hop__131275_72870,rank8_zero_shot,11,seed,8,69,9,2,20 21 22 23 26 27 28 29 30,True,False,51 48 26 45 40 47 50 56,1024,6.275500170886517,256,0.11748508490133089,8925184,1048576,0.1111111111111111,0.125,1.0,0.0,0.0,0.3333333333333333,8.0,3.3980178833007812,3.6214351654052734,0.20010963082313538,0.13128729752770674,0.5271022319793701,0.0,0.0,0.0,0.375
