split,seed,example_id,target_facet,discovered_facet,suppressed_units,normal_similarity,cluster_suppressed_similarity,random_unit_suppressed_similarity,cluster_damage,random_damage,selective_damage_advantage
test,101,test-s101-e020,1,2,5,1.0,0.19110038876533508,0.8587764501571655,0.8088996112346649,0.14122354984283447,0.6676760613918304
test,101,test-s101-e020,2,1,3,0.9999998807907104,0.1911003589630127,0.895281195640564,0.8088995218276978,0.10471868515014648,0.7041808366775513
test,101,test-s101-e021,0,0,5,1.0000001192092896,0.13209693133831024,0.8194063901901245,0.8679031878709793,0.18059372901916504,0.6873094588518143
test,101,test-s101-e021,1,2,3,1.000000238418579,0.13209693133831024,0.8854445815086365,0.8679033070802689,0.11455565690994263,0.7533476501703262
test,101,test-s101-e021,2,3,4,1.0,0.10871028900146484,0.8942110538482666,0.8912897109985352,0.1057889461517334,0.7855007648468018
test,101,test-s101-e021,3,1,5,0.9999998807907104,-0.03289119899272919,0.8982657194137573,1.0328910797834396,0.10173416137695312,0.9311569184064865
test,101,test-s101-e022,0,4,3,0.9999998807907104,0.14191259443759918,0.831829845905304,0.8580872863531113,0.1681700348854065,0.6899172514677048
test,101,test-s101-e022,1,0,4,1.0000001192092896,0.08238080888986588,0.8556100130081177,0.9176193103194237,0.14439010620117188,0.7732292041182518
test,101,test-s101-e022,2,3,5,0.9999997615814209,0.14191259443759918,0.8758866786956787,0.8580871671438217,0.12411308288574219,0.7339740842580795
test,101,test-s101-e022,3,2,3,1.0,0.19789597392082214,0.8845720291137695,0.8021040260791779,0.11542797088623047,0.6866760551929474
test,101,test-s101-e022,4,5,2,0.9080932140350342,0.7027357816696167,0.797644853591919,0.20535743236541748,0.11044836044311523,0.09490907192230225
test,101,test-s101-e023,0,0,4,0.9999999403953552,0.1335054486989975,0.8679102063179016,0.8664944916963577,0.1320897340774536,0.7344047576189041
test,101,test-s101-e023,1,2,5,1.0,0.20307910442352295,0.8231347799301147,0.796920895576477,0.17686522006988525,0.6200556755065918
test,101,test-s101-e023,2,1,3,1.0,0.3173259496688843,0.8847213983535767,0.6826740503311157,0.11527860164642334,0.5673954486846924
test,101,test-s101-e023,3,3,4,1.0,0.15840497612953186,0.8993542194366455,0.8415950238704681,0.10064578056335449,0.7409492433071136
test,101,test-s101-e023,4,4,5,1.000000238418579,0.20307910442352295,0.8558371067047119,0.7969211339950562,0.1441631317138672,0.652758002281189
test,101,test-s101-e023,5,5,3,1.0,0.3173259496688843,0.8970127105712891,0.6826740503311157,0.10298728942871094,0.5796867609024048
test,113,test-s113-e000,0,0,5,1.0,0.0,0.0,1.0,1.0,0.0
test,113,test-s113-e001,0,1,3,1.0,-0.07420147955417633,0.8525905609130859,1.0742014795541763,0.14740943908691406,0.9267920404672623
test,113,test-s113-e001,1,0,4,1.0,-0.07420147955417633,0.8557842373847961,1.0742014795541763,0.14421576261520386,0.9299857169389725
test,113,test-s113-e002,0,0,4,1.0,0.06500174105167389,0.8329468965530396,0.9349982589483261,0.16705310344696045,0.7679451555013657
test,113,test-s113-e002,1,1,5,1.0,-0.029213737696409225,0.8634316921234131,1.0292137376964092,0.13656830787658691,0.8926454298198223
test,113,test-s113-e002,2,2,3,1.0,0.06500177085399628,0.8671032190322876,0.9349982291460037,0.1328967809677124,0.8021014481782913
test,113,test-s113-e003,0,0,5,1.0,0.15200510621070862,0.8647564649581909,0.8479948937892914,0.13524353504180908,0.7127513587474823
test,113,test-s113-e003,1,3,3,1.0,0.11793074011802673,0.8846882581710815,0.8820692598819733,0.11531174182891846,0.7667575180530548
test,113,test-s113-e003,2,2,4,0.9999999403953552,0.15200510621070862,0.8529726266860962,0.8479948341846466,0.14702731370925903,0.7009675204753876
test,113,test-s113-e003,3,1,5,1.0,0.11793075501918793,0.8176102042198181,0.8820692449808121,0.18238979578018188,0.6996794492006302
test,113,test-s113-e004,0,0,3,1.0,0.27883410453796387,0.8816637992858887,0.7211658954620361,0.11833620071411133,0.6028296947479248
test,113,test-s113-e004,1,1,4,0.9999998807907104,0.10519229620695114,0.879955530166626,0.8948075845837593,0.12004435062408447,0.7747632339596748
test,113,test-s113-e004,2,4,5,1.0,0.27883410453796387,0.8896796703338623,0.7211658954620361,0.1103203296661377,0.6108455657958984
test,113,test-s113-e004,3,3,3,0.9999998807907104,0.12393534928560257,0.8546751141548157,0.8760645315051079,0.14532476663589478,0.7307397648692131
test,113,test-s113-e004,4,2,5,1.0000001192092896,0.12393534928560257,0.9355432987213135,0.876064769923687,0.06445682048797607,0.8116079494357109
test,113,test-s113-e005,0,0,4,1.0000001192092896,0.22961369156837463,0.8684422969818115,0.7703864276409149,0.13155782222747803,0.6388286054134369
test,113,test-s113-e005,1,5,5,1.0000001192092896,0.32620376348495483,0.8695903420448303,0.6737963557243347,0.13040977716445923,0.5433865785598755
test,113,test-s113-e005,2,4,3,0.9999998211860657,0.22961369156837463,0.8548929691314697,0.770386129617691,0.14510685205459595,0.6252792775630951
test,113,test-s113-e005,3,3,4,0.9999999403953552,0.15264376997947693,0.8346458673477173,0.8473561704158783,0.16535407304763794,0.6820020973682404
test,113,test-s113-e005,4,2,5,0.9999999403953552,0.2395610511302948,0.8690372109413147,0.7604388892650604,0.13096272945404053,0.6294761598110199
test,113,test-s113-e005,5,1,3,1.0,0.32620376348495483,0.878181517124176,0.6737962365150452,0.12181848287582397,0.5519777536392212
test,113,test-s113-e006,0,0,5,1.0,0.0,0.0,1.0,1.0,0.0
test,113,test-s113-e007,0,1,3,1.0,-0.11926651000976562,0.8588752746582031,1.1192665100097656,0.14112472534179688,0.9781417846679688
test,113,test-s113-e007,1,0,4,1.0000001192092896,-0.11926651000976562,0.9024567604064941,1.1192666292190552,0.09754335880279541,1.0217232704162598
test,113,test-s113-e008,0,1,4,0.9999999403953552,0.22333891689777374,0.8541275262832642,0.7766610234975815,0.14587241411209106,0.6307886093854904
test,113,test-s113-e008,1,0,5,1.0,0.016572805121541023,0.8598530292510986,0.983427194878459,0.14014697074890137,0.8432802241295576
test,113,test-s113-e008,2,2,4,1.0000001192092896,0.22333893179893494,0.9254803657531738,0.7766611874103546,0.07451975345611572,0.7021414339542389
test,113,test-s113-e009,0,2,5,1.0,0.3781786561012268,0.8237365484237671,0.6218213438987732,0.1762634515762329,0.4455578923225403
test,113,test-s113-e009,1,3,3,1.0000001192092896,0.21092645823955536,0.8469539284706116,0.7890736609697342,0.15304619073867798,0.6360274702310562
test,113,test-s113-e009,2,1,4,1.0,0.3781787157058716,0.8594969511032104,0.6218212842941284,0.14050304889678955,0.48131823539733887
test,113,test-s113-e009,3,0,5,0.9999999403953552,0.21092645823955536,0.8990862369537354,0.7890734821557999,0.10091370344161987,0.68815977871418
test,113,test-s113-e010,0,4,3,1.0,0.24964818358421326,0.8614718317985535,0.7503518164157867,0.13852816820144653,0.6118236482143402
test,113,test-s113-e010,1,0,4,1.0,0.19280657172203064,0.8755556344985962,0.8071934282779694,0.12444436550140381,0.6827490627765656
test,113,test-s113-e010,2,1,5,0.9999998807907104,0.24964815378189087,0.8740706443786621,0.7503517270088196,0.12592923641204834,0.6244224905967712
test,113,test-s113-e010,3,3,3,1.0,0.22050771117210388,0.9012464284896851,0.7794922888278961,0.09875357151031494,0.6807387173175812
test,113,test-s113-e010,4,2,4,1.0,0.22050771117210388,0.8955061435699463,0.7794922888278961,0.10449385643005371,0.6749984323978424
test,113,test-s113-e011,0,0,4,0.9999999403953552,0.1503140777349472,0.8408320546150208,0.849685862660408,0.15916788578033447,0.6905179768800735
test,113,test-s113-e011,1,2,5,1.0,0.2484658807516098,0.8873236179351807,0.7515341192483902,0.11267638206481934,0.6388577371835709
test,113,test-s113-e011,2,5,3,1.0,0.158402681350708,0.834058403968811,0.841597318649292,0.16594159603118896,0.675655722618103
test,113,test-s113-e011,3,3,4,1.0,0.1208135336637497,0.8711894154548645,0.8791864663362503,0.1288105845451355,0.7503758817911148
test,113,test-s113-e011,4,1,5,1.0000001192092896,0.17708204686641693,0.8837090134620667,0.8229180723428726,0.1162911057472229,0.7066269665956497
test,113,test-s113-e011,5,4,2,0.9306268095970154,0.7469121217727661,0.8480664491653442,0.18371468782424927,0.08256036043167114,0.10115432739257812
test,113,test-s113-e012,0,0,5,0.9999998807907104,0.0,0.0,0.9999998807907104,0.9999998807907104,0.0
test,113,test-s113-e013,0,0,3,1.0,-0.2005692720413208,0.8232111930847168,1.2005692720413208,0.1767888069152832,1.0237804651260376
test,113,test-s113-e013,1,1,4,1.0000001192092896,-0.2005692720413208,0.8496291041374207,1.2005693912506104,0.1503710150718689,1.0501983761787415
test,113,test-s113-e014,0,0,4,0.9999998807907104,0.08123905211687088,0.8060253858566284,0.9187608286738396,0.19397449493408203,0.7247863337397575
test,113,test-s113-e014,1,2,5,1.0,-0.15677785873413086,0.834356427192688,1.1567778587341309,0.165643572807312,0.9911342859268188
test,113,test-s113-e014,2,1,3,1.0,0.08123907446861267,0.8829315900802612,0.9187609255313873,0.11706840991973877,0.8016925156116486
test,113,test-s113-e015,0,0,5,1.0,0.19365465641021729,0.8652946352958679,0.8063453435897827,0.13470536470413208,0.6716399788856506
test,113,test-s113-e015,1,3,3,1.0,0.2817561626434326,0.8826377987861633,0.7182438373565674,0.11736220121383667,0.6008816361427307
test,113,test-s113-e015,2,1,4,0.9999999403953552,0.19365465641021729,0.8312593698501587,0.8063452839851379,0.16874057054519653,0.6376047134399414
test,113,test-s113-e015,3,2,5,1.0,0.281756192445755,0.8820419311523438,0.718243807554245,0.11795806884765625,0.6002857387065887
test,113,test-s113-e016,0,1,3,1.0,0.06803885102272034,0.89066082239151,0.9319611489772797,0.10933917760848999,0.8226219713687897
test,113,test-s113-e016,1,3,5,0.9999999403953552,0.1302478313446045,0.915468692779541,0.8697521090507507,0.08453124761581421,0.7852208614349365
test,113,test-s113-e016,2,0,5,1.0,0.06803885847330093,0.859865128993988,0.9319611415266991,0.14013487100601196,0.7918262705206871
test,113,test-s113-e016,3,4,3,1.0000001192092896,0.1302478313446045,0.857343852519989,0.8697522878646851,0.14265626668930054,0.7270960211753845
test,113,test-s113-e016,4,2,4,1.0,0.08864304423332214,0.8589043617248535,0.9113569557666779,0.14109563827514648,0.7702613174915314
test,113,test-s113-e017,0,0,4,0.9999998807907104,0.09819599241018295,0.8947775363922119,0.9018038883805275,0.10522234439849854,0.796581543982029
test,113,test-s113-e017,1,1,5,1.0000001192092896,0.23080657422542572,0.8175193071365356,0.7691935449838638,0.1824808120727539,0.5867127329111099
test,113,test-s113-e017,2,5,3,0.9999999403953552,0.09819599241018295,0.8890238404273987,0.9018039479851723,0.11097609996795654,0.7908278480172157
test,113,test-s113-e017,3,4,4,0.9999998807907104,0.23080657422542572,0.8678768873214722,0.7691933065652847,0.13212299346923828,0.6370703130960464
test,113,test-s113-e017,4,3,5,1.0,0.13465501368045807,0.7875734567642212,0.8653449863195419,0.2124265432357788,0.6529184430837631
test,113,test-s113-e017,5,2,3,1.0,0.1578824520111084,0.8604015707969666,0.8421175479888916,0.13959842920303345,0.7025191187858582
test,113,test-s113-e018,0,0,5,0.9999999403953552,0.0,0.0,0.9999999403953552,0.9999999403953552,0.0
test,113,test-s113-e019,0,0,3,0.9999999403953552,0.00949481874704361,0.8746861219406128,0.9905051216483116,0.12531381845474243,0.8651913031935692
test,113,test-s113-e019,1,1,4,0.9999999403953552,0.009494807571172714,0.8415858745574951,0.9905051328241825,0.1584140658378601,0.8320910669863224
test,113,test-s113-e020,0,0,4,1.0,0.19469603896141052,0.8936371803283691,0.8053039610385895,0.10636281967163086,0.6989411413669586
test,113,test-s113-e020,1,2,6,0.9999999403953552,-0.028907939791679382,0.9213632941246033,1.0289078801870346,0.07863664627075195,0.9502712339162827
test,113,test-s113-e020,2,1,3,0.9999998807907104,0.1946960687637329,0.8901591300964355,0.8053038120269775,0.1098407506942749,0.6954630613327026
test,113,test-s113-e021,0,3,5,1.0,0.26077887415885925,0.8685353994369507,0.7392211258411407,0.13146460056304932,0.6077565252780914
test,113,test-s113-e021,1,2,3,1.0,0.1978941112756729,0.9203724265098572,0.8021058887243271,0.07962757349014282,0.7224783152341843
test,113,test-s113-e021,2,1,4,1.0,0.26077887415885925,0.8800820112228394,0.7392211258411407,0.11991798877716064,0.6193031370639801
test,113,test-s113-e021,3,0,5,1.0,0.19789409637451172,0.8384972810745239,0.8021059036254883,0.16150271892547607,0.6406031847000122
test,113,test-s113-e022,0,1,3,0.9999998807907104,0.16130195558071136,0.8731331825256348,0.8386979252099991,0.12686669826507568,0.7118312269449234
test,113,test-s113-e022,1,0,4,1.0000001192092896,0.17276565730571747,0.8684833645820618,0.8272344619035721,0.13151675462722778,0.6957177072763443
test,113,test-s113-e022,2,3,5,1.0,0.16130195558071136,0.8793827295303345,0.8386980444192886,0.12061727046966553,0.7180807739496231
test,113,test-s113-e022,3,2,3,0.9999998807907104,0.17276565730571747,0.8932455778121948,0.827234223484993,0.10675430297851562,0.7204799205064774
test,113,test-s113-e022,4,4,4,1.0,0.11570336669683456,0.8695875406265259,0.8842966333031654,0.13041245937347412,0.7538841739296913
test,113,test-s113-e023,0,0,4,0.9999998807907104,0.14574450254440308,0.8364690542221069,0.8542553782463074,0.16353082656860352,0.6907245516777039
test,113,test-s113-e023,1,4,5,1.0000001192092896,0.2661402225494385,0.8566819429397583,0.7338598966598511,0.14331817626953125,0.5905417203903198
test,113,test-s113-e023,2,3,3,1.0,0.14893150329589844,0.8781085014343262,0.8510684967041016,0.12189149856567383,0.7291769981384277
test,113,test-s113-e023,3,2,4,0.9999998807907104,0.24744002521038055,0.8531902432441711,0.7525598555803299,0.1468096375465393,0.6057502180337906
test,113,test-s113-e023,4,1,5,1.0,0.24744002521038055,0.8552231192588806,0.7525599747896194,0.14477688074111938,0.6077830940485001
test,113,test-s113-e023,5,5,3,1.0,0.2661402225494385,0.8599328994750977,0.7338597774505615,0.14006710052490234,0.5937926769256592
test,127,test-s127-e000,0,0,4,1.0,0.0,0.0,1.0,1.0,0.0
test,127,test-s127-e001,0,1,5,0.9999999403953552,0.049666233360767365,0.7982922196388245,0.9503337070345879,0.20170772075653076,0.7486259862780571
test,127,test-s127-e001,1,0,3,1.0,0.04966624826192856,0.8809510469436646,0.9503337517380714,0.11904895305633545,0.831284798681736
test,127,test-s127-e002,0,2,3,0.9999999403953552,-0.028264321386814117,0.8791302442550659,1.0282642617821693,0.1208696961402893,0.90739456564188
test,127,test-s127-e002,1,0,4,1.0,0.14351680874824524,0.8653253316879272,0.8564831912517548,0.13467466831207275,0.721808522939682
test,127,test-s127-e002,2,1,5,1.0,0.14351680874824524,0.8475571870803833,0.8564831912517548,0.1524428129196167,0.7040403783321381
test,127,test-s127-e003,0,0,4,1.0,0.08183576166629791,0.8543643355369568,0.9181642383337021,0.1456356644630432,0.7725285738706589
test,127,test-s127-e003,1,2,5,0.9999999403953552,0.30103766918182373,0.8583230376243591,0.6989622712135315,0.1416769027709961,0.5572853684425354
test,127,test-s127-e003,2,3,3,1.000000238418579,0.09453281760215759,0.8723801374435425,0.9054674208164215,0.12762010097503662,0.7778473198413849
test,127,test-s127-e003,3,1,4,1.000000238418579,0.30103766918182373,0.896410346031189,0.6989625692367554,0.10358989238739014,0.5953726768493652
test,127,test-s127-e004,0,0,5,1.0,0.06565213203430176,0.8827497959136963,0.9343478679656982,0.11725020408630371,0.8170976638793945
test,127,test-s127-e004,1,4,3,0.9999998807907104,0.19737617671489716,0.8200997114181519,0.8026237040758133,0.1799001693725586,0.6227235347032547
test,127,test-s127-e004,2,3,4,0.9999998807907104,0.13531582057476044,0.8972859382629395,0.86468406021595,0.102713942527771,0.761970117688179
test,127,test-s127-e004,3,1,6,1.0,0.19737617671489716,0.8384979963302612,0.8026238232851028,0.16150200366973877,0.6411218196153641
test,127,test-s127-e004,4,2,3,1.0,0.017163515090942383,0.8906534314155579,0.9828364849090576,0.10934656858444214,0.8734899163246155
test,127,test-s127-e005,0,5,3,0.9999998807907104,0.08572201430797577,0.8593087196350098,0.9142778664827347,0.14069116115570068,0.773586705327034
test,127,test-s127-e005,1,2,4,1.0,0.19677197933197021,0.8651951551437378,0.8032280206680298,0.1348048448562622,0.6684231758117676
test,127,test-s127-e005,2,0,5,0.9999998807907104,0.20388224720954895,0.840647280216217,0.7961176335811615,0.1593526005744934,0.6367650330066681
test,127,test-s127-e005,3,1,3,1.000000238418579,0.20388226211071014,0.8879095315933228,0.796117976307869,0.11209070682525635,0.6840272694826126
test,127,test-s127-e005,4,4,4,1.0,0.07295393198728561,0.8759596347808838,0.9270460680127144,0.12404036521911621,0.8030057027935982
test,127,test-s127-e005,5,3,5,0.9999998807907104,0.18382520973682404,0.8339142799377441,0.8161746710538864,0.1660856008529663,0.6500890702009201
test,127,test-s127-e006,0,0,4,1.0,0.0,0.0,1.0,1.0,0.0
test,127,test-s127-e007,0,0,5,1.0,-0.10340011119842529,0.8245787620544434,1.1034001111984253,0.17542123794555664,0.9279788732528687
test,127,test-s127-e007,1,1,3,1.0,-0.10340011119842529,0.8430916666984558,1.1034001111984253,0.1569083333015442,0.9464917778968811
test,127,test-s127-e008,0,1,4,1.0,0.025539416819810867,0.9349219799041748,0.9744605831801891,0.0650780200958252,0.9093825630843639
test,127,test-s127-e008,1,0,4,1.0,0.23329858481884003,0.8521318435668945,0.76670141518116,0.14786815643310547,0.6188332587480545
test,127,test-s127-e008,2,2,5,0.9999999403953552,0.23329859972000122,0.814394474029541,0.766701340675354,0.1856054663658142,0.5810958743095398
test,127,test-s127-e009,0,2,4,0.9999998807907104,0.05964215472340584,0.8646355867385864,0.9403577260673046,0.13536429405212402,0.8049934320151806
test,127,test-s127-e009,1,0,5,1.0000001192092896,0.2174025923013687,0.8489366769790649,0.7825975269079208,0.1510634422302246,0.6315340846776962
test,127,test-s127-e009,2,3,3,1.0,0.10894197970628738,0.8386834859848022,0.8910580202937126,0.16131651401519775,0.7297415062785149
test,127,test-s127-e009,3,1,4,0.9999999403953552,0.2174025923013687,0.8195058107376099,0.7825973480939865,0.18049412965774536,0.6021032184362411
test,127,test-s127-e010,0,2,5,1.0,0.005934007465839386,0.85893714427948,0.9940659925341606,0.14106285572052002,0.8530031368136406
test,127,test-s127-e010,1,0,3,1.0000001192092896,0.10418041050434113,0.9098545908927917,0.8958197087049484,0.0901455283164978,0.8056741803884506
test,127,test-s127-e010,2,1,4,1.0,0.08656170219182968,0.8934258222579956,0.9134382978081703,0.1065741777420044,0.8068641200661659
