split,seed,example_id,method,facets,units,interleaved,shared_entity,ari,nmi,pairwise_f1,boundary_f1,cluster_count_error,predicted_clusters,iterations,converged,edges
test,113,test-s113-e019,clause_proxy,2,7,1,0,-0.16666666666666669,0.02054773550747662,0.3333333333333333,0.0,0,2,1,1,0
test,113,test-s113-e019,embedding_kmeans,2,7,1,0,1.0,0.9999999999999999,1.0,1.0,0,2,2,1,0
test,113,test-s113-e019,graph_cc,2,7,1,0,1.0,0.9999999999999999,1.0,1.0,0,2,3,1,16
test,113,test-s113-e019,graph_label_propagation,2,7,1,0,1.0,0.9999999999999999,1.0,1.0,0,2,2,1,16
test,113,test-s113-e020,global,3,13,0,0,0.0,0.0,0.47058823529411764,0.0,2,1,1,1,0
test,113,test-s113-e020,fixed_window,3,13,0,0,0.6119402985074627,0.7552746774850523,0.7142857142857143,0.4,1,4,1,1,0
test,113,test-s113-e020,clause_proxy,3,13,0,0,0.6119402985074627,0.7552746774850523,0.7142857142857143,0.4,1,4,1,1,0
test,113,test-s113-e020,embedding_kmeans,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,0
test,113,test-s113-e020,graph_cc,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,32
test,113,test-s113-e020,graph_label_propagation,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,32
test,113,test-s113-e021,global,4,17,0,1,0.0,0.0,0.3515151515151515,0.0,3,1,1,1,0
test,113,test-s113-e021,fixed_window,4,17,0,1,0.6024759284731774,0.7612011046854357,0.679245283018868,0.28571428571428575,1,5,1,1,0
test,113,test-s113-e021,clause_proxy,4,17,0,1,0.6024759284731774,0.7612011046854357,0.679245283018868,0.28571428571428575,1,5,1,1,0
test,113,test-s113-e021,embedding_kmeans,4,17,0,1,0.7234273318872018,0.8714348994509404,0.7945205479452054,1.0,1,3,2,1,0
test,113,test-s113-e021,graph_cc,4,17,0,1,1.0,1.0,1.0,1.0,0,4,3,1,44
test,113,test-s113-e021,graph_label_propagation,4,17,0,1,1.0,1.0,1.0,1.0,0,4,3,1,44
test,113,test-s113-e022,global,5,19,1,1,0.0,0.0,0.2814070351758794,0.0,4,1,1,1,0
test,113,test-s113-e022,fixed_window,5,19,1,1,-0.10490307867730904,0.24755449959423484,0.07272727272727272,0.38095238095238093,0,5,1,1,0
test,113,test-s113-e022,clause_proxy,5,19,1,1,-0.10490307867730904,0.24755449959423484,0.07272727272727272,0.38095238095238093,0,5,1,1,0
test,113,test-s113-e022,embedding_kmeans,5,19,1,1,0.4574873096446701,0.7524616415352471,0.5833333333333334,0.9375,2,3,2,1,0
test,113,test-s113-e022,graph_cc,5,19,1,1,1.0,1.0000000000000002,1.0,1.0,0,5,3,1,46
test,113,test-s113-e022,graph_label_propagation,5,19,1,1,1.0,1.0000000000000002,1.0,1.0,0,5,2,1,46
test,113,test-s113-e023,global,6,24,1,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,113,test-s113-e023,fixed_window,6,24,1,1,0.06377204884667573,0.42262038801123514,0.18918918918918917,0.4347826086956522,0,6,1,1,0
test,113,test-s113-e023,clause_proxy,6,24,1,1,0.06377204884667573,0.42262038801123514,0.18918918918918917,0.4347826086956522,0,6,1,1,0
test,113,test-s113-e023,embedding_kmeans,6,24,1,1,0.5280849825378348,0.7635157068487728,0.6178861788617886,0.8750000000000001,3,3,4,1,0
test,113,test-s113-e023,graph_cc,6,24,1,1,1.0,1.0,1.0,1.0,0,6,3,1,54
test,113,test-s113-e023,graph_label_propagation,6,24,1,1,0.9361406756131421,0.9714041968211836,0.9444444444444444,0.972972972972973,1,7,7,0,54
test,127,test-s127-e000,global,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e000,fixed_window,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e000,clause_proxy,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e000,embedding_kmeans,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,127,test-s127-e000,graph_cc,1,4,0,0,0.0,0.0,1.0,0.0,0,1,3,1,10
test,127,test-s127-e000,graph_label_propagation,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,127,test-s127-e001,global,2,8,0,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,127,test-s127-e001,fixed_window,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,127,test-s127-e001,clause_proxy,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,127,test-s127-e001,embedding_kmeans,2,8,0,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,127,test-s127-e001,graph_cc,2,8,0,0,1.0,1.0,1.0,1.0,0,2,3,1,18
test,127,test-s127-e001,graph_label_propagation,2,8,0,0,1.0,1.0,1.0,1.0,0,2,3,1,18
test,127,test-s127-e002,global,3,12,1,0,0.0,0.0,0.4470588235294118,0.0,2,1,1,1,0
test,127,test-s127-e002,fixed_window,3,12,1,0,0.43686006825938567,0.6057087800168574,0.5945945945945946,0.28571428571428575,0,3,1,1,0
test,127,test-s127-e002,clause_proxy,3,12,1,0,0.43686006825938567,0.6057087800168574,0.5945945945945946,0.28571428571428575,0,3,1,1,0
test,127,test-s127-e002,embedding_kmeans,3,12,1,0,0.31187669990933825,0.4994113831904418,0.5660377358490566,0.7272727272727272,1,2,2,1,0
test,127,test-s127-e002,graph_cc,3,12,1,0,1.0,1.0,1.0,1.0,0,3,3,1,30
test,127,test-s127-e002,graph_label_propagation,3,12,1,0,1.0,1.0,1.0,1.0,0,3,2,1,30
test,127,test-s127-e003,global,4,16,1,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,127,test-s127-e003,fixed_window,4,16,1,1,0.0,0.30283336375211023,0.20408163265306126,0.13333333333333333,0,4,1,1,0
test,127,test-s127-e003,clause_proxy,4,16,1,1,0.0,0.30283336375211023,0.20408163265306126,0.13333333333333333,0,4,1,1,0
test,127,test-s127-e003,embedding_kmeans,4,16,1,1,0.5706618962432917,0.7357557520399677,0.6774193548387097,0.761904761904762,1,3,2,1,0
test,127,test-s127-e003,graph_cc,4,16,1,1,1.0,1.0,1.0,1.0,0,4,2,1,40
test,127,test-s127-e003,graph_label_propagation,4,16,1,1,1.0,1.0,1.0,1.0,0,4,3,1,40
test,127,test-s127-e004,global,5,21,0,1,0.0,0.0,0.29959514170040485,0.0,4,1,1,1,0
test,127,test-s127-e004,fixed_window,5,21,0,1,0.379746835443038,0.6633924272827957,0.47761194029850745,0.0,1,6,1,1,0
test,127,test-s127-e004,clause_proxy,5,21,0,1,0.379746835443038,0.6633924272827957,0.47761194029850745,0.0,1,6,1,1,0
test,127,test-s127-e004,embedding_kmeans,5,21,0,1,0.4328616182348493,0.6662154068059821,0.5689655172413792,0.6666666666666665,2,3,2,1,0
test,127,test-s127-e004,graph_cc,5,21,0,1,1.0,1.0,1.0,1.0,0,5,3,1,52
test,127,test-s127-e004,graph_label_propagation,5,21,0,1,1.0,1.0,1.0,1.0,0,5,2,1,52
test,127,test-s127-e005,global,6,24,0,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,127,test-s127-e005,fixed_window,6,24,0,1,0.6879240162822253,0.8362393911149706,0.7297297297297298,0.4000000000000001,0,6,1,1,0
test,127,test-s127-e005,clause_proxy,6,24,0,1,0.6879240162822253,0.8362393911149706,0.7297297297297298,0.4000000000000001,0,6,1,1,0
test,127,test-s127-e005,embedding_kmeans,6,24,0,1,0.41272865853658536,0.7172549913049903,0.5314685314685315,0.888888888888889,3,3,2,1,0
test,127,test-s127-e005,graph_cc,6,24,0,1,1.0,1.0,1.0,1.0,0,6,3,1,58
test,127,test-s127-e005,graph_label_propagation,6,24,0,1,1.0,1.0,1.0,1.0,0,6,2,1,58
test,127,test-s127-e006,global,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e006,fixed_window,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e006,clause_proxy,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e006,embedding_kmeans,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,127,test-s127-e006,graph_cc,1,4,1,0,0.0,0.0,1.0,0.0,0,1,3,1,10
test,127,test-s127-e006,graph_label_propagation,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,127,test-s127-e007,global,2,8,1,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,127,test-s127-e007,fixed_window,2,8,1,0,-0.08247422680412367,0.04993255400015863,0.4,0.0,0,2,1,1,0
test,127,test-s127-e007,clause_proxy,2,8,1,0,-0.08247422680412367,0.04993255400015863,0.4,0.0,0,2,1,1,0
test,127,test-s127-e007,embedding_kmeans,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,127,test-s127-e007,graph_cc,2,8,1,0,1.0,1.0,1.0,1.0,0,2,3,1,18
test,127,test-s127-e007,graph_label_propagation,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,18
test,127,test-s127-e008,global,3,13,0,0,0.0,0.0,0.44000000000000006,0.0,2,1,1,1,0
test,127,test-s127-e008,fixed_window,3,13,0,0,0.865979381443299,0.9190696091655962,0.9,0.8,1,4,1,1,0
test,127,test-s127-e008,clause_proxy,3,13,0,0,0.865979381443299,0.9190696091655962,0.9,0.8,1,4,1,1,0
test,127,test-s127-e008,embedding_kmeans,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,0
test,127,test-s127-e008,graph_cc,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,30
test,127,test-s127-e008,graph_label_propagation,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,30
test,127,test-s127-e009,global,4,16,0,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,127,test-s127-e009,fixed_window,4,16,0,1,0.5128205128205128,0.6882995861753682,0.6122448979591836,0.0,0,4,1,1,0
test,127,test-s127-e009,clause_proxy,4,16,0,1,0.5128205128205128,0.6882995861753682,0.6122448979591836,0.0,0,4,1,1,0
test,127,test-s127-e009,embedding_kmeans,4,16,0,1,0.5392670157068062,0.720893622332153,0.6562499999999999,0.5714285714285715,1,3,2,1,0
test,127,test-s127-e009,graph_cc,4,16,0,1,1.0,1.0,1.0,1.0,0,4,3,1,38
test,127,test-s127-e009,graph_label_propagation,4,16,0,1,1.0,1.0,1.0,1.0,0,4,2,1,38
test,127,test-s127-e010,global,5,20,1,1,0.0,0.0,0.2882882882882883,0.0,4,1,1,1,0
test,127,test-s127-e010,fixed_window,5,20,1,1,0.07505070993914809,0.4277790388026011,0.22580645161290322,0.38095238095238093,0,5,1,1,0
test,127,test-s127-e010,clause_proxy,5,20,1,1,0.07505070993914809,0.4277790388026011,0.22580645161290322,0.38095238095238093,0,5,1,1,0
test,127,test-s127-e010,embedding_kmeans,5,20,1,1,0.6203936658280301,0.8109943193866196,0.7032967032967034,0.7407407407407407,2,3,4,1,0
test,127,test-s127-e010,graph_cc,5,20,1,1,1.0,1.0,1.0,1.0,0,5,3,1,46
test,127,test-s127-e010,graph_label_propagation,5,20,1,1,0.8781530568619068,0.9495734587790958,0.896551724137931,0.9714285714285714,1,6,2,1,46
test,127,test-s127-e011,global,6,24,1,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,127,test-s127-e011,fixed_window,6,24,1,1,-0.15468113975576664,0.21581088645936736,0.0,0.3571428571428571,0,6,1,1,0
test,127,test-s127-e011,clause_proxy,6,24,1,1,-0.15468113975576664,0.21581088645936736,0.0,0.3571428571428571,0,6,1,1,0
test,127,test-s127-e011,embedding_kmeans,6,24,1,1,0.35671256454388983,0.6045923698353941,0.48000000000000004,0.878048780487805,3,3,2,1,0
test,127,test-s127-e011,graph_cc,6,24,1,1,1.0,1.0,1.0,1.0,0,6,3,1,58
test,127,test-s127-e011,graph_label_propagation,6,24,1,1,0.8284435604177026,0.9326505900432649,0.8484848484848484,1.0,2,8,2,1,58
test,127,test-s127-e012,global,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e012,fixed_window,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e012,clause_proxy,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e012,embedding_kmeans,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,127,test-s127-e012,graph_cc,1,4,0,0,0.0,0.0,1.0,0.0,0,1,3,1,10
test,127,test-s127-e012,graph_label_propagation,1,4,0,0,0.0,0.0,0.5,0.0,1,2,2,1,10
test,127,test-s127-e013,global,2,8,0,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,127,test-s127-e013,fixed_window,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,127,test-s127-e013,clause_proxy,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,127,test-s127-e013,embedding_kmeans,2,8,0,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,127,test-s127-e013,graph_cc,2,8,0,0,1.0,1.0,1.0,1.0,0,2,3,1,20
test,127,test-s127-e013,graph_label_propagation,2,8,0,0,0.7068062827225131,0.8088173345281335,0.8181818181818181,0.5,1,3,3,0,20
test,127,test-s127-e014,global,3,12,1,0,0.0,0.0,0.4470588235294118,0.0,2,1,1,1,0
test,127,test-s127-e014,fixed_window,3,12,1,0,-0.01365187713310579,0.24711744712183226,0.27027027027027023,0.22222222222222224,0,3,1,1,0
test,127,test-s127-e014,clause_proxy,3,12,1,0,-0.01365187713310579,0.24711744712183226,0.27027027027027023,0.22222222222222224,0,3,1,1,0
test,127,test-s127-e014,embedding_kmeans,3,12,1,0,0.43734015345268545,0.6858199512932354,0.6551724137931034,0.7272727272727273,1,2,3,1,0
test,127,test-s127-e014,graph_cc,3,12,1,0,1.0,1.0,1.0,1.0,0,3,3,1,28
test,127,test-s127-e014,graph_label_propagation,3,12,1,0,1.0,1.0,1.0,1.0,0,3,2,1,28
test,127,test-s127-e015,global,4,16,1,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,127,test-s127-e015,fixed_window,4,16,1,1,0.0,0.3028333637521102,0.20408163265306126,0.4,0,4,1,1,0
test,127,test-s127-e015,clause_proxy,4,16,1,1,0.0,0.3028333637521102,0.20408163265306126,0.4,0,4,1,1,0
test,127,test-s127-e015,embedding_kmeans,4,16,1,1,0.7423971377459749,0.877664269163566,0.8064516129032258,1.0,1,3,2,1,0
test,127,test-s127-e015,graph_cc,4,16,1,1,1.0,1.0,1.0,1.0,0,4,3,1,40
test,127,test-s127-e015,graph_label_propagation,4,16,1,1,1.0,1.0,1.0,1.0,0,4,2,1,40
test,127,test-s127-e016,global,5,21,0,1,0.0,0.0,0.2857142857142857,0.0,4,1,1,1,0
test,127,test-s127-e016,fixed_window,5,21,0,1,0.8,0.8958799593711921,0.8307692307692307,0.6666666666666665,1,6,1,1,0
test,127,test-s127-e016,clause_proxy,5,21,0,1,0.8,0.8958799593711921,0.8307692307692307,0.6666666666666665,1,6,1,1,0
test,127,test-s127-e016,embedding_kmeans,5,21,0,1,0.36065573770491804,0.7033568819701543,0.5185185185185185,0.6666666666666666,2,3,3,1,0
test,127,test-s127-e016,graph_cc,5,21,0,1,1.0,1.0,1.0,1.0,0,5,3,1,50
test,127,test-s127-e016,graph_label_propagation,5,21,0,1,1.0,1.0,1.0,1.0,0,5,2,1,50
test,127,test-s127-e017,global,6,24,0,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,127,test-s127-e017,fixed_window,6,24,0,1,0.6879240162822253,0.8362393911149705,0.7297297297297298,0.4000000000000001,0,6,1,1,0
test,127,test-s127-e017,clause_proxy,6,24,0,1,0.6879240162822253,0.8362393911149705,0.7297297297297298,0.4000000000000001,0,6,1,1,0
test,127,test-s127-e017,embedding_kmeans,6,24,0,1,0.5280849825378348,0.7635157068487728,0.6178861788617886,0.888888888888889,3,3,3,1,0
test,127,test-s127-e017,graph_cc,6,24,0,1,1.0,1.0,1.0,1.0,0,6,3,1,60
test,127,test-s127-e017,graph_label_propagation,6,24,0,1,1.0,1.0,1.0,1.0,0,6,5,1,60
test,127,test-s127-e018,global,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e018,fixed_window,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e018,clause_proxy,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,127,test-s127-e018,embedding_kmeans,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,127,test-s127-e018,graph_cc,1,4,1,0,0.0,0.0,1.0,0.0,0,1,3,1,10
test,127,test-s127-e018,graph_label_propagation,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,127,test-s127-e019,global,2,8,1,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,127,test-s127-e019,fixed_window,2,8,1,0,-0.08247422680412367,0.04993255400015863,0.4,0.4,0,2,1,1,0
test,127,test-s127-e019,clause_proxy,2,8,1,0,-0.08247422680412367,0.04993255400015863,0.4,0.4,0,2,1,1,0
test,127,test-s127-e019,embedding_kmeans,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,127,test-s127-e019,graph_cc,2,8,1,0,1.0,1.0,1.0,1.0,0,2,3,1,20
test,127,test-s127-e019,graph_label_propagation,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,20
test,127,test-s127-e020,global,3,13,0,0,0.0,0.0,0.44000000000000006,0.0,2,1,1,1,0
test,127,test-s127-e020,fixed_window,3,13,0,0,0.865979381443299,0.9190696091655962,0.9,0.8,1,4,1,1,0
test,127,test-s127-e020,clause_proxy,3,13,0,0,0.865979381443299,0.9190696091655962,0.9,0.8,1,4,1,1,0
test,127,test-s127-e020,embedding_kmeans,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,0
test,127,test-s127-e020,graph_cc,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,34
test,127,test-s127-e020,graph_label_propagation,3,13,0,0,1.0,1.0,1.0,1.0,0,3,5,1,34
test,127,test-s127-e021,global,4,16,0,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,127,test-s127-e021,fixed_window,4,16,0,1,0.6666666666666666,0.7902902651049833,0.7346938775510204,0.3333333333333333,0,4,1,1,0
test,127,test-s127-e021,clause_proxy,4,16,0,1,0.6666666666666666,0.7902902651049833,0.7346938775510204,0.3333333333333333,0,4,1,1,0
test,127,test-s127-e021,embedding_kmeans,4,16,0,1,0.6739130434782609,0.7851347005668803,0.7540983606557377,0.6666666666666666,1,3,2,1,0
test,127,test-s127-e021,graph_cc,4,16,0,1,1.0,1.0,1.0,1.0,0,4,3,1,40
test,127,test-s127-e021,graph_label_propagation,4,16,0,1,0.920704845814978,0.9512130955078661,0.9361702127659575,0.7499999999999999,1,5,3,0,40
test,127,test-s127-e022,global,5,20,1,1,0.0,0.0,0.2882882882882883,0.0,4,1,1,1,0
test,127,test-s127-e022,fixed_window,5,20,1,1,-0.04056795131845841,0.2975538449272687,0.12903225806451615,0.3,0,5,1,1,0
test,127,test-s127-e022,clause_proxy,5,20,1,1,-0.04056795131845841,0.2975538449272687,0.12903225806451615,0.3,0,5,1,1,0
test,127,test-s127-e022,embedding_kmeans,5,20,1,1,0.5606166783461808,0.7925028601289105,0.6597938144329897,0.896551724137931,2,3,2,1,0
test,127,test-s127-e022,graph_cc,5,20,1,1,1.0,1.0,1.0,1.0,0,5,3,1,46
test,127,test-s127-e022,graph_label_propagation,5,20,1,1,0.8781530568619068,0.9495734587790959,0.896551724137931,1.0,1,6,2,1,46
test,127,test-s127-e023,global,6,24,1,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,127,test-s127-e023,fixed_window,6,24,1,1,0.001356852103120766,0.37795226286648104,0.13513513513513511,0.3478260869565218,0,6,1,1,0
test,127,test-s127-e023,clause_proxy,6,24,1,1,0.001356852103120766,0.37795226286648104,0.13513513513513511,0.3478260869565218,0,6,1,1,0
test,127,test-s127-e023,embedding_kmeans,6,24,1,1,0.5280849825378348,0.7635157068487728,0.6178861788617886,0.9714285714285714,3,3,5,1,0
test,127,test-s127-e023,graph_cc,6,24,1,1,1.0,1.0,1.0,1.0,0,6,3,1,58
test,127,test-s127-e023,graph_label_propagation,6,24,1,1,0.9019422074846044,0.9619159911841242,0.9142857142857143,0.972972972972973,1,7,2,1,58
test,139,test-s139-e000,global,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e000,fixed_window,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e000,clause_proxy,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e000,embedding_kmeans,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,139,test-s139-e000,graph_cc,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,139,test-s139-e000,graph_label_propagation,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,139,test-s139-e001,global,2,8,0,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,139,test-s139-e001,fixed_window,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,139,test-s139-e001,clause_proxy,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,139,test-s139-e001,embedding_kmeans,2,8,0,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,139,test-s139-e001,graph_cc,2,8,0,0,1.0,1.0,1.0,1.0,0,2,3,1,18
test,139,test-s139-e001,graph_label_propagation,2,8,0,0,1.0,1.0,1.0,1.0,0,2,2,1,18
test,139,test-s139-e002,global,3,12,1,0,0.0,0.0,0.4470588235294118,0.0,2,1,1,1,0
test,139,test-s139-e002,fixed_window,3,12,1,0,-0.01365187713310579,0.18101915161943438,0.27027027027027023,0.22222222222222224,0,3,1,1,0
test,139,test-s139-e002,clause_proxy,3,12,1,0,-0.01365187713310579,0.18101915161943438,0.27027027027027023,0.22222222222222224,0,3,1,1,0
test,139,test-s139-e002,embedding_kmeans,3,12,1,0,0.2535344015080113,0.4539881376910188,0.5200000000000001,0.5,1,2,2,1,0
test,139,test-s139-e002,graph_cc,3,12,1,0,1.0,1.0,1.0,1.0,0,3,3,1,28
test,139,test-s139-e002,graph_label_propagation,3,12,1,0,1.0,1.0,1.0,1.0,0,3,4,1,28
test,139,test-s139-e003,global,4,16,1,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,139,test-s139-e003,fixed_window,4,16,1,1,0.0,0.2637007083872318,0.20408163265306126,0.375,0,4,1,1,0
test,139,test-s139-e003,clause_proxy,4,16,1,1,0.0,0.2637007083872318,0.20408163265306126,0.375,0,4,1,1,0
test,139,test-s139-e003,embedding_kmeans,4,16,1,1,0.689655172413793,0.8627589243749326,0.7692307692307693,0.8181818181818181,1,3,2,1,0
test,139,test-s139-e003,graph_cc,4,16,1,1,1.0,1.0,1.0,1.0,0,4,3,1,38
test,139,test-s139-e003,graph_label_propagation,4,16,1,1,0.8926174496644296,0.9405389643823451,0.9130434782608696,0.962962962962963,1,5,2,1,38
test,139,test-s139-e004,global,5,21,0,1,0.0,0.0,0.29959514170040485,0.0,4,1,1,1,0
test,139,test-s139-e004,fixed_window,5,21,0,1,0.41518987341772157,0.6785131394469774,0.5074626865671642,0.0,1,6,1,1,0
test,139,test-s139-e004,clause_proxy,5,21,0,1,0.41518987341772157,0.6785131394469774,0.5074626865671642,0.0,1,6,1,1,0
test,139,test-s139-e004,embedding_kmeans,5,21,0,1,0.5476637578703192,0.7772686131287616,0.6548672566371682,0.8571428571428571,2,3,4,1,0
test,139,test-s139-e004,graph_cc,5,21,0,1,1.0,1.0,1.0,1.0,0,5,3,1,52
test,139,test-s139-e004,graph_label_propagation,5,21,0,1,1.0,1.0,1.0,1.0,0,5,3,1,52
test,139,test-s139-e005,global,6,24,0,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,139,test-s139-e005,fixed_window,6,24,0,1,0.4382632293080055,0.7065262899892797,0.5135135135135136,0.0,0,6,1,1,0
test,139,test-s139-e005,clause_proxy,6,24,0,1,0.4382632293080055,0.7065262899892797,0.5135135135135136,0.0,0,6,1,1,0
test,139,test-s139-e005,embedding_kmeans,6,24,0,1,0.3514668185702079,0.538534431796893,0.4761904761904762,0.5714285714285714,3,3,2,1,0
test,139,test-s139-e005,graph_cc,6,24,0,1,1.0,1.0,1.0,1.0,0,6,3,1,58
test,139,test-s139-e005,graph_label_propagation,6,24,0,1,0.9019422074846044,0.9619159911841242,0.9142857142857143,0.7142857142857143,1,7,5,1,58
test,139,test-s139-e006,global,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e006,fixed_window,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e006,clause_proxy,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e006,embedding_kmeans,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,139,test-s139-e006,graph_cc,1,4,1,0,0.0,0.0,1.0,0.0,0,1,3,1,10
test,139,test-s139-e006,graph_label_propagation,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,139,test-s139-e007,global,2,8,1,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,139,test-s139-e007,fixed_window,2,8,1,0,-0.08247422680412367,0.04993255400015863,0.4,0.0,0,2,1,1,0
test,139,test-s139-e007,clause_proxy,2,8,1,0,-0.08247422680412367,0.04993255400015863,0.4,0.0,0,2,1,1,0
test,139,test-s139-e007,embedding_kmeans,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,139,test-s139-e007,graph_cc,2,8,1,0,1.0,1.0,1.0,1.0,0,2,3,1,18
test,139,test-s139-e007,graph_label_propagation,2,8,1,0,0.5555555555555556,0.7587783932316692,0.7000000000000001,0.8,1,3,2,1,18
test,139,test-s139-e008,global,3,13,0,0,0.0,0.0,0.47058823529411764,0.0,2,1,1,1,0
test,139,test-s139-e008,fixed_window,3,13,0,0,0.6119402985074627,0.7552746774850523,0.7142857142857143,0.4,1,4,1,1,0
test,139,test-s139-e008,clause_proxy,3,13,0,0,0.6119402985074627,0.7552746774850523,0.7142857142857143,0.4,1,4,1,1,0
test,139,test-s139-e008,embedding_kmeans,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,0
test,139,test-s139-e008,graph_cc,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,34
test,139,test-s139-e008,graph_label_propagation,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,34
test,139,test-s139-e009,global,4,16,0,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,139,test-s139-e009,fixed_window,4,16,0,1,0.8205128205128205,0.8922809440345983,0.8571428571428572,0.6666666666666666,0,4,1,1,0
test,139,test-s139-e009,clause_proxy,4,16,0,1,0.8205128205128205,0.8922809440345983,0.8571428571428572,0.6666666666666666,0,4,1,1,0
test,139,test-s139-e009,embedding_kmeans,4,16,0,1,0.7423971377459749,0.877664269163566,0.8064516129032258,1.0,1,3,3,1,0
