W,allocation,budget,depth,distractor_attention_mass,evidence_attention_mass,evidence_region_count,evidence_source_tokens,evidence_span,example_id,fact_tokens,head,intervals,max_evidence_gap,mode,native_attention_mass,parent_tokens,partition,policy,query_tokens,radius,region_groups,seed,surrounding_attention_mass,window,wrong_memory
w16,,,1,0.0386409773491323,0.4077790193259716,1,3,3,chain-100004-d1,5,1,"[[93, 112]]",11,logical_intervals,0.1255296878516674,122,validation,T4_radius_8,5,8,,17,0.4280503154732287,w16,False
w16,,,1,0.0034739149268716574,0.03743811819003895,1,3,3,chain-100004-d1,5,2,"[[93, 112]]",11,logical_intervals,0.10707076787366532,122,validation,T4_radius_8,5,8,,17,0.8520171990094241,w16,False
w16,,,1,0.014105636160820723,0.19147796664037742,1,3,3,chain-100004-d1,5,3,"[[93, 112]]",11,logical_intervals,0.08316230658238055,122,validation,T4_radius_8,5,8,,17,0.7112540906164213,w16,False
w16,,,1,0.3021102328784764,0.06542684510350227,1,3,3,chain-100004-d1,5,0,"[[85, 120]]",11,logical_intervals,0.12247612909413874,122,validation,T5_radius_16,5,16,,17,0.5099867929238826,w16,False
w16,,,1,0.36190528923179954,0.2134480718523264,1,3,3,chain-100004-d1,5,1,"[[85, 120]]",11,logical_intervals,0.06570731801912189,122,validation,T5_radius_16,5,16,,17,0.3589393208967522,w16,False
w16,,,1,0.4563642341454397,0.01978077820967883,1,3,3,chain-100004-d1,5,2,"[[85, 120]]",11,logical_intervals,0.056571850924228784,122,validation,T5_radius_16,5,16,,17,0.4672831367206527,w16,False
w16,,,1,0.041369783983100206,0.052898345071298536,1,3,3,chain-100004-d1,5,3,"[[85, 120]]",11,logical_intervals,0.022974703630097792,122,validation,T5_radius_16,5,16,,17,0.8827571673155035,w16,False
w16,,,1,0.0,0.28965606540441513,1,3,3,chain-100004-d1,5,0,"[[100, 105]]",11,logical_intervals,0.5422232821583748,122,validation,T6_whole_fact,5,,,17,0.16812065243721008,w16,False
w16,,,1,0.0,0.6651564911007881,1,3,3,chain-100004-d1,5,1,"[[100, 105]]",11,logical_intervals,0.20476019941270351,122,validation,T6_whole_fact,5,,,17,0.13008330948650837,w16,False
w16,,,1,0.0,0.22931313794106245,1,3,3,chain-100004-d1,5,2,"[[100, 105]]",11,logical_intervals,0.6558217336423695,122,validation,T6_whole_fact,5,,,17,0.11486512841656804,w16,False
w16,,,1,0.0,0.5893549780594185,1,3,3,chain-100004-d1,5,3,"[[100, 105]]",11,logical_intervals,0.25596725463401526,122,validation,T6_whole_fact,5,,,17,0.15467776730656624,w16,False
w16,,,1,0.45231846859678626,0.019905990455299616,1,3,3,chain-100004-d1,5,0,"[[0, 122]]",11,selected_chunks,0.037263091071508825,122,validation,T7_whole_parent,5,,,17,0.4905124498764053,w16,False
w16,,,1,0.4131091947638197,0.06006795121356845,1,3,3,chain-100004-d1,5,1,"[[0, 122]]",11,selected_chunks,0.018491150753106922,122,validation,T7_whole_parent,5,,,17,0.5083317032695049,w16,False
w16,,,1,0.3874779161205879,0.0077540227939607576,1,3,3,chain-100004-d1,5,2,"[[0, 122]]",11,selected_chunks,0.022176042434011833,122,validation,T7_whole_parent,5,,,17,0.5825920186514395,w16,False
w16,,,1,0.371112711414753,0.017942617883818457,1,3,3,chain-100004-d1,5,3,"[[0, 122]]",11,selected_chunks,0.007792772888933541,122,validation,T7_whole_parent,5,,,17,0.603151897812495,w16,False
w16,equal,12,1,0.0,0.172779880464077,1,3,3,chain-100004-d1,5,0,"[[97, 109]]",11,logical_intervals,0.3234363738447428,122,validation,T8_budget_12_equal,5,16,,17,0.5037837456911802,w16,False
w16,equal,12,1,0.0,0.480748537927866,1,3,3,chain-100004-d1,5,1,"[[97, 109]]",11,logical_intervals,0.14799254247918725,122,validation,T8_budget_12_equal,5,16,,17,0.37125891959294677,w16,False
w16,equal,12,1,0.0,0.03896079061087221,1,3,3,chain-100004-d1,5,2,"[[97, 109]]",11,logical_intervals,0.11142549762735143,122,validation,T8_budget_12_equal,5,16,,17,0.8496137117617764,w16,False
w16,equal,12,1,0.0,0.40648476558271796,1,3,3,chain-100004-d1,5,3,"[[97, 109]]",11,logical_intervals,0.17654343217145652,122,validation,T8_budget_12_equal,5,16,,17,0.41697180224582553,w16,False
w16,evidence_length_proportional,12,1,0.0,0.172779880464077,1,3,3,chain-100004-d1,5,0,"[[97, 109]]",11,logical_intervals,0.3234363738447428,122,validation,T8_budget_12_evidence_length_proportional,5,16,,17,0.5037837456911802,w16,False
w16,evidence_length_proportional,12,1,0.0,0.480748537927866,1,3,3,chain-100004-d1,5,1,"[[97, 109]]",11,logical_intervals,0.14799254247918725,122,validation,T8_budget_12_evidence_length_proportional,5,16,,17,0.37125891959294677,w16,False
w16,evidence_length_proportional,12,1,0.0,0.03896079061087221,1,3,3,chain-100004-d1,5,2,"[[97, 109]]",11,logical_intervals,0.11142549762735143,122,validation,T8_budget_12_evidence_length_proportional,5,16,,17,0.8496137117617764,w16,False
w16,evidence_length_proportional,12,1,0.0,0.40648476558271796,1,3,3,chain-100004-d1,5,3,"[[97, 109]]",11,logical_intervals,0.17654343217145652,122,validation,T8_budget_12_evidence_length_proportional,5,16,,17,0.41697180224582553,w16,False
w16,minimum_core_remainder,12,1,0.0,0.172779880464077,1,3,3,chain-100004-d1,5,0,"[[97, 109]]",11,logical_intervals,0.3234363738447428,122,validation,T8_budget_12_minimum_core_remainder,5,16,,17,0.5037837456911802,w16,False
w16,minimum_core_remainder,12,1,0.0,0.480748537927866,1,3,3,chain-100004-d1,5,1,"[[97, 109]]",11,logical_intervals,0.14799254247918725,122,validation,T8_budget_12_minimum_core_remainder,5,16,,17,0.37125891959294677,w16,False
w16,minimum_core_remainder,12,1,0.0,0.03896079061087221,1,3,3,chain-100004-d1,5,2,"[[97, 109]]",11,logical_intervals,0.11142549762735143,122,validation,T8_budget_12_minimum_core_remainder,5,16,,17,0.8496137117617764,w16,False
w16,minimum_core_remainder,12,1,0.0,0.40648476558271796,1,3,3,chain-100004-d1,5,3,"[[97, 109]]",11,logical_intervals,0.17654343217145652,122,validation,T8_budget_12_minimum_core_remainder,5,16,,17,0.41697180224582553,w16,False
w16,equal,24,1,0.28681057738140225,0.09518084302544594,1,3,3,chain-100004-d1,5,0,"[[91, 115]]",11,logical_intervals,0.1781743303872645,122,validation,T8_budget_24_equal,5,16,,17,0.4398342492058873,w16,False
w16,equal,24,1,0.19782175397267565,0.340259425342083,1,3,3,chain-100004-d1,5,1,"[[91, 115]]",11,logical_intervals,0.10474459925899282,122,validation,T8_budget_24_equal,5,16,,17,0.35717422142624855,w16,False
w16,equal,24,1,0.4627662248603883,0.020183137734420598,1,3,3,chain-100004-d1,5,2,"[[91, 115]]",11,logical_intervals,0.05772251127200434,122,validation,T8_budget_24_equal,5,16,,17,0.45932812613318674,w16,False
w16,equal,24,1,0.09709750348702073,0.17535949530429207,1,3,3,chain-100004-d1,5,3,"[[91, 115]]",11,logical_intervals,0.07616173723363318,122,validation,T8_budget_24_equal,5,16,,17,0.651381263975054,w16,False
w16,evidence_length_proportional,24,1,0.28681057738140225,0.09518084302544594,1,3,3,chain-100004-d1,5,0,"[[91, 115]]",11,logical_intervals,0.1781743303872645,122,validation,T8_budget_24_evidence_length_proportional,5,16,,17,0.4398342492058873,w16,False
w16,evidence_length_proportional,24,1,0.19782175397267565,0.340259425342083,1,3,3,chain-100004-d1,5,1,"[[91, 115]]",11,logical_intervals,0.10474459925899282,122,validation,T8_budget_24_evidence_length_proportional,5,16,,17,0.35717422142624855,w16,False
w16,evidence_length_proportional,24,1,0.4627662248603883,0.020183137734420598,1,3,3,chain-100004-d1,5,2,"[[91, 115]]",11,logical_intervals,0.05772251127200434,122,validation,T8_budget_24_evidence_length_proportional,5,16,,17,0.45932812613318674,w16,False
w16,evidence_length_proportional,24,1,0.09709750348702073,0.17535949530429207,1,3,3,chain-100004-d1,5,3,"[[91, 115]]",11,logical_intervals,0.07616173723363318,122,validation,T8_budget_24_evidence_length_proportional,5,16,,17,0.651381263975054,w16,False
w16,minimum_core_remainder,24,1,0.28681057738140225,0.09518084302544594,1,3,3,chain-100004-d1,5,0,"[[91, 115]]",11,logical_intervals,0.1781743303872645,122,validation,T8_budget_24_minimum_core_remainder,5,16,,17,0.4398342492058873,w16,False
w16,minimum_core_remainder,24,1,0.19782175397267565,0.340259425342083,1,3,3,chain-100004-d1,5,1,"[[91, 115]]",11,logical_intervals,0.10474459925899282,122,validation,T8_budget_24_minimum_core_remainder,5,16,,17,0.35717422142624855,w16,False
w16,minimum_core_remainder,24,1,0.4627662248603883,0.020183137734420598,1,3,3,chain-100004-d1,5,2,"[[91, 115]]",11,logical_intervals,0.05772251127200434,122,validation,T8_budget_24_minimum_core_remainder,5,16,,17,0.45932812613318674,w16,False
w16,minimum_core_remainder,24,1,0.09709750348702073,0.17535949530429207,1,3,3,chain-100004-d1,5,3,"[[91, 115]]",11,logical_intervals,0.07616173723363318,122,validation,T8_budget_24_minimum_core_remainder,5,16,,17,0.651381263975054,w16,False
w16,equal,48,1,0.3021102328784764,0.06542684510350227,1,3,3,chain-100004-d1,5,0,"[[85, 120]]",11,logical_intervals,0.12247612909413874,122,validation,T8_budget_48_equal,5,16,,17,0.5099867929238826,w16,False
w16,equal,48,1,0.36190528923179954,0.2134480718523264,1,3,3,chain-100004-d1,5,1,"[[85, 120]]",11,logical_intervals,0.06570731801912189,122,validation,T8_budget_48_equal,5,16,,17,0.3589393208967522,w16,False
w16,equal,48,1,0.4563642341454397,0.01978077820967883,1,3,3,chain-100004-d1,5,2,"[[85, 120]]",11,logical_intervals,0.056571850924228784,122,validation,T8_budget_48_equal,5,16,,17,0.4672831367206527,w16,False
w16,equal,48,1,0.041369783983100206,0.052898345071298536,1,3,3,chain-100004-d1,5,3,"[[85, 120]]",11,logical_intervals,0.022974703630097792,122,validation,T8_budget_48_equal,5,16,,17,0.8827571673155035,w16,False
w16,evidence_length_proportional,48,1,0.3021102328784764,0.06542684510350227,1,3,3,chain-100004-d1,5,0,"[[85, 120]]",11,logical_intervals,0.12247612909413874,122,validation,T8_budget_48_evidence_length_proportional,5,16,,17,0.5099867929238826,w16,False
w16,evidence_length_proportional,48,1,0.36190528923179954,0.2134480718523264,1,3,3,chain-100004-d1,5,1,"[[85, 120]]",11,logical_intervals,0.06570731801912189,122,validation,T8_budget_48_evidence_length_proportional,5,16,,17,0.3589393208967522,w16,False
w16,evidence_length_proportional,48,1,0.4563642341454397,0.01978077820967883,1,3,3,chain-100004-d1,5,2,"[[85, 120]]",11,logical_intervals,0.056571850924228784,122,validation,T8_budget_48_evidence_length_proportional,5,16,,17,0.4672831367206527,w16,False
w16,evidence_length_proportional,48,1,0.041369783983100206,0.052898345071298536,1,3,3,chain-100004-d1,5,3,"[[85, 120]]",11,logical_intervals,0.022974703630097792,122,validation,T8_budget_48_evidence_length_proportional,5,16,,17,0.8827571673155035,w16,False
w16,minimum_core_remainder,48,1,0.3021102328784764,0.06542684510350227,1,3,3,chain-100004-d1,5,0,"[[85, 120]]",11,logical_intervals,0.12247612909413874,122,validation,T8_budget_48_minimum_core_remainder,5,16,,17,0.5099867929238826,w16,False
w16,minimum_core_remainder,48,1,0.36190528923179954,0.2134480718523264,1,3,3,chain-100004-d1,5,1,"[[85, 120]]",11,logical_intervals,0.06570731801912189,122,validation,T8_budget_48_minimum_core_remainder,5,16,,17,0.3589393208967522,w16,False
w16,minimum_core_remainder,48,1,0.4563642341454397,0.01978077820967883,1,3,3,chain-100004-d1,5,2,"[[85, 120]]",11,logical_intervals,0.056571850924228784,122,validation,T8_budget_48_minimum_core_remainder,5,16,,17,0.4672831367206527,w16,False
w16,minimum_core_remainder,48,1,0.041369783983100206,0.052898345071298536,1,3,3,chain-100004-d1,5,3,"[[85, 120]]",11,logical_intervals,0.022974703630097792,122,validation,T8_budget_48_minimum_core_remainder,5,16,,17,0.8827571673155035,w16,False
w16,,,1,0.41447414085268974,0.0,1,3,3,chain-100004-d1,5,0,"[[2, 5]]",11,logical_intervals,0.5855258591473103,122,validation,T9_wrong_exact,5,,,17,0.0,w16,True
w16,,,1,0.685111915692687,0.0,1,3,3,chain-100004-d1,5,1,"[[2, 5]]",11,logical_intervals,0.31488808430731297,122,validation,T9_wrong_exact,5,,,17,0.0,w16,True
w16,,,1,0.7435943863820285,0.0,1,3,3,chain-100004-d1,5,2,"[[2, 5]]",11,logical_intervals,0.25640561361797154,122,validation,T9_wrong_exact,5,,,17,0.0,w16,True
w16,,,1,0.9068134229164571,0.0,1,3,3,chain-100004-d1,5,3,"[[2, 5]]",11,logical_intervals,0.09318657708354294,122,validation,T9_wrong_exact,5,,,17,0.0,w16,True
w16,,,1,0.0,0.0,1,3,3,chain-100004-d1,5,0,"[[101, 104]]",11,native_gist_only,0.8595783710479736,122,validation,T10_native_gist,5,,,17,0.14042162895202637,w16,False
w16,,,1,0.0,0.0,1,3,3,chain-100004-d1,5,1,"[[101, 104]]",11,native_gist_only,0.8495851755142212,122,validation,T10_native_gist,5,,,17,0.1504148244857788,w16,False
w16,,,1,0.0,0.0,1,3,3,chain-100004-d1,5,2,"[[101, 104]]",11,native_gist_only,0.9700927175581455,122,validation,T10_native_gist,5,,,17,0.029907282441854477,w16,False
w16,,,1,0.0,0.0,1,3,3,chain-100004-d1,5,3,"[[101, 104]]",11,native_gist_only,0.8711996674537659,122,validation,T10_native_gist,5,,,17,0.12880033254623413,w16,False
w16,,,1,0.0,0.3146870359778404,1,3,3,chain-100004-d1,5,0,"[[101, 104]]",11,gist_plus_logical_intervals,0.5890802070498466,122,validation,T11_gist_exact,5,,,17,0.09623275697231293,w16,False
w16,,,1,0.0,0.7340318635106087,1,3,3,chain-100004-d1,5,1,"[[101, 104]]",11,gist_plus_logical_intervals,0.2259625867009163,122,validation,T11_gist_exact,5,,,17,0.04000554978847504,w16,False
w16,,,1,0.0,0.25328579219058156,1,3,3,chain-100004-d1,5,2,"[[101, 104]]",11,gist_plus_logical_intervals,0.724382012616843,122,validation,T11_gist_exact,5,,,17,0.022332195192575455,w16,False
w16,,,1,0.0,0.6673214524053037,1,3,3,chain-100004-d1,5,3,"[[101, 104]]",11,gist_plus_logical_intervals,0.2898294352926314,122,validation,T11_gist_exact,5,,,17,0.042849112302064896,w16,False
w16,,,3,0.0,0.6152965016663074,3,9,36,chain-204733-d3,5,0,"[[35, 38], [57, 60], [68, 71]]",11,logical_intervals,0.38470349833369255,89,validation,T1_radius_0,7,0,,17,0.0,w16,False
w16,,,3,0.0,0.7381363732274622,3,9,36,chain-204733-d3,5,1,"[[35, 38], [57, 60], [68, 71]]",11,logical_intervals,0.2618636267725378,89,validation,T1_radius_0,7,0,,17,0.0,w16,False
w16,,,3,0.0,0.07023183919955045,3,9,36,chain-204733-d3,5,2,"[[35, 38], [57, 60], [68, 71]]",11,logical_intervals,0.9297681608004496,89,validation,T1_radius_0,7,0,,17,0.0,w16,False
w16,,,3,0.0,0.1106479558366118,3,9,36,chain-204733-d3,5,3,"[[35, 38], [57, 60], [68, 71]]",11,logical_intervals,0.8893520441633882,89,validation,T1_radius_0,7,0,,17,0.0,w16,False
w16,,,3,0.0,0.33017641119658947,3,9,36,chain-204733-d3,5,0,"[[33, 40], [55, 62], [66, 73]]",11,logical_intervals,0.20643708482384682,89,validation,T2_radius_2,7,2,,17,0.4633865039795637,w16,False
w16,,,3,0.0,0.5295089937280864,3,9,36,chain-204733-d3,5,1,"[[33, 40], [55, 62], [66, 73]]",11,logical_intervals,0.18785027478588745,89,validation,T2_radius_2,7,2,,17,0.2826407314860262,w16,False
w16,,,3,0.0,0.04986617813119665,3,9,36,chain-204733-d3,5,2,"[[33, 40], [55, 62], [66, 73]]",11,logical_intervals,0.6601563113508746,89,validation,T2_radius_2,7,2,,17,0.28997751051792875,w16,False
w16,,,3,0.0,0.1061559599620523,3,9,36,chain-204733-d3,5,3,"[[33, 40], [55, 62], [66, 73]]",11,logical_intervals,0.8532468018092914,89,validation,T2_radius_2,7,2,,17,0.04059723822865635,w16,False
w16,,,3,0.0,0.21868060436099768,3,9,36,chain-204733-d3,5,0,"[[31, 42], [53, 75]]",11,logical_intervals,0.13672620453871787,89,validation,T3_radius_4,7,4,,17,0.6445931911002845,w16,False
w16,,,3,0.0,0.45073607680387795,3,9,36,chain-204733-d3,5,1,"[[31, 42], [53, 75]]",11,logical_intervals,0.15990464226342738,89,validation,T3_radius_4,7,4,,17,0.3893592809326947,w16,False
w16,,,3,0.0,0.036631145485443994,3,9,36,chain-204733-d3,5,2,"[[31, 42], [53, 75]]",11,logical_intervals,0.48494354623835534,89,validation,T3_radius_4,7,4,,17,0.47842530827620067,w16,False
w16,,,3,0.0,0.06576236768887611,3,9,36,chain-204733-d3,5,3,"[[31, 42], [53, 75]]",11,logical_intervals,0.5285763624342508,89,validation,T3_radius_4,7,4,,17,0.4056612698768731,w16,False
w16,,,3,0.05415486730635166,0.1583554013632238,3,9,36,chain-204733-d3,5,0,"[[27, 46], [49, 79]]",11,logical_intervals,0.09900895413011312,89,validation,T4_radius_8,7,8,,17,0.6884807772003114,w16,False
w16,,,3,0.029730211943387985,0.3548151704017073,3,9,36,chain-204733-d3,5,1,"[[27, 46], [49, 79]]",11,logical_intervals,0.12587535299826413,89,validation,T4_radius_8,7,8,,17,0.4895792646566406,w16,False
w16,,,3,0.1992822007741779,0.024160353728802875,3,9,36,chain-204733-d3,5,2,"[[27, 46], [49, 79]]",11,logical_intervals,0.3198482322131895,89,validation,T4_radius_8,7,8,,17,0.45670921328382974,w16,False
w16,,,3,0.013825496134813875,0.05765105359387235,3,9,36,chain-204733-d3,5,3,"[[27, 46], [49, 79]]",11,logical_intervals,0.46338033239226206,89,validation,T4_radius_8,7,8,,17,0.4651431178790517,w16,False
w16,,,3,0.148531248094514,0.12290262430906296,3,9,36,chain-204733-d3,5,0,"[[19, 87]]",11,logical_intervals,0.07684274506755173,89,validation,T5_radius_16,7,16,,17,0.6517233825288713,w16,False
w16,,,3,0.12902815655979794,0.27178893983364105,3,9,36,chain-204733-d3,5,1,"[[19, 87]]",11,logical_intervals,0.09642074938165024,89,validation,T5_radius_16,7,16,,17,0.5027621542249108,w16,False
w16,,,3,0.3096075264911633,0.019492813633405603,3,9,36,chain-204733-d3,5,2,"[[19, 87]]",11,logical_intervals,0.2580567206050546,89,validation,T5_radius_16,7,16,,17,0.4128429392703765,w16,False
w16,,,3,0.1133609229727881,0.05020516350850812,3,9,36,chain-204733-d3,5,3,"[[19, 87]]",11,logical_intervals,0.40353267017690087,89,validation,T5_radius_16,7,16,,17,0.4329012433418029,w16,False
w16,,,3,0.0,0.4629996344447136,3,9,36,chain-204733-d3,5,0,"[[34, 39], [56, 61], [67, 72]]",11,logical_intervals,0.2894825264811516,89,validation,T6_whole_fact,7,,,17,0.24751783907413483,w16,False
w16,,,3,0.0,0.5911768083460629,3,9,36,chain-204733-d3,5,1,"[[34, 39], [56, 61], [67, 72]]",11,logical_intervals,0.2097278470173478,89,validation,T6_whole_fact,7,,,17,0.1990953446365893,w16,False
w16,,,3,0.0,0.05580367211950943,3,9,36,chain-204733-d3,5,2,"[[34, 39], [56, 61], [67, 72]]",11,logical_intervals,0.7387601638329215,89,validation,T6_whole_fact,7,,,17,0.20543616404756904,w16,False
w16,,,3,0.0,0.10789349114929792,3,9,36,chain-204733-d3,5,3,"[[34, 39], [56, 61], [67, 72]]",11,logical_intervals,0.8672126247693086,89,validation,T6_whole_fact,7,,,17,0.02489388408139348,w16,False
w16,,,3,0.24782645015511662,0.09472875343635678,3,9,36,chain-204733-d3,5,0,"[[0, 89]]",11,selected_chunks,0.05922750063473359,89,validation,T7_whole_parent,7,,,17,0.598217295773793,w16,False
w16,,,3,0.030509406058627064,0.04996294659213163,3,9,36,chain-204733-d3,5,1,"[[0, 89]]",11,selected_chunks,0.017725204035741626,89,validation,T7_whole_parent,7,,,17,0.9018024433134997,w16,False
w16,,,3,0.3430275400169194,0.015010996925411746,3,9,36,chain-204733-d3,5,2,"[[0, 89]]",11,selected_chunks,0.19872404817397182,89,validation,T7_whole_parent,7,,,17,0.44323741488369706,w16,False
w16,,,3,0.14910622606112156,0.04522865783656016,3,9,36,chain-204733-d3,5,3,"[[0, 89]]",11,selected_chunks,0.3635331110072002,89,validation,T7_whole_parent,7,,,17,0.4421320050951181,w16,False
w16,equal,12,3,0.0,0.5215258467942476,3,9,36,chain-204733-d3,5,0,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.3260750565677881,89,validation,T8_budget_12_equal,7,16,,17,0.15239909663796425,w16,False
w16,equal,12,3,0.0,0.6401745637413114,3,9,36,chain-204733-d3,5,1,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.22711037122644484,89,validation,T8_budget_12_equal,7,16,,17,0.13271506503224373,w16,False
w16,equal,12,3,0.0,0.06628985848510638,3,9,36,chain-204733-d3,5,2,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.8775820219307207,89,validation,T8_budget_12_equal,7,16,,17,0.056128119584172964,w16,False
w16,equal,12,3,0.0,0.10931914501998108,3,9,36,chain-204733-d3,5,3,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.8786714967136504,89,validation,T8_budget_12_equal,7,16,,17,0.012009358266368508,w16,False
w16,evidence_length_proportional,12,3,0.0,0.5215258467942476,3,9,36,chain-204733-d3,5,0,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.3260750565677881,89,validation,T8_budget_12_evidence_length_proportional,7,16,,17,0.15239909663796425,w16,False
w16,evidence_length_proportional,12,3,0.0,0.6401745637413114,3,9,36,chain-204733-d3,5,1,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.22711037122644484,89,validation,T8_budget_12_evidence_length_proportional,7,16,,17,0.13271506503224373,w16,False
w16,evidence_length_proportional,12,3,0.0,0.06628985848510638,3,9,36,chain-204733-d3,5,2,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.8775820219307207,89,validation,T8_budget_12_evidence_length_proportional,7,16,,17,0.056128119584172964,w16,False
w16,evidence_length_proportional,12,3,0.0,0.10931914501998108,3,9,36,chain-204733-d3,5,3,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.8786714967136504,89,validation,T8_budget_12_evidence_length_proportional,7,16,,17,0.012009358266368508,w16,False
w16,minimum_core_remainder,12,3,0.0,0.5215258467942476,3,9,36,chain-204733-d3,5,0,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.3260750565677881,89,validation,T8_budget_12_minimum_core_remainder,7,16,,17,0.15239909663796425,w16,False
w16,minimum_core_remainder,12,3,0.0,0.6401745637413114,3,9,36,chain-204733-d3,5,1,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.22711037122644484,89,validation,T8_budget_12_minimum_core_remainder,7,16,,17,0.13271506503224373,w16,False
w16,minimum_core_remainder,12,3,0.0,0.06628985848510638,3,9,36,chain-204733-d3,5,2,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.8775820219307207,89,validation,T8_budget_12_minimum_core_remainder,7,16,,17,0.056128119584172964,w16,False
w16,minimum_core_remainder,12,3,0.0,0.10931914501998108,3,9,36,chain-204733-d3,5,3,"[[35, 39], [57, 61], [68, 72]]",11,logical_intervals,0.8786714967136504,89,validation,T8_budget_12_minimum_core_remainder,7,16,,17,0.012009358266368508,w16,False
w16,equal,24,3,0.0,0.266492024064064,3,9,36,chain-204733-d3,5,0,"[[33, 41], [55, 63], [66, 74]]",11,logical_intervals,0.16661949129775167,89,validation,T8_budget_24_equal,7,16,,17,0.5668884846381843,w16,False
w16,equal,24,3,0.0,0.5176831788849086,3,9,36,chain-204733-d3,5,1,"[[33, 41], [55, 63], [66, 74]]",11,logical_intervals,0.18365503966924734,89,validation,T8_budget_24_equal,7,16,,17,0.2986617814458441,w16,False
w16,equal,24,3,0.0,0.04423240257892758,3,9,36,chain-204733-d3,5,2,"[[33, 41], [55, 63], [66, 74]]",11,logical_intervals,0.5855731908523012,89,validation,T8_budget_24_equal,7,16,,17,0.37019440656877123,w16,False
w16,equal,24,3,0.0,0.10234987788862782,3,9,36,chain-204733-d3,5,3,"[[33, 41], [55, 63], [66, 74]]",11,logical_intervals,0.8226548341554007,89,validation,T8_budget_24_equal,7,16,,17,0.07499528795597143,w16,False
w16,evidence_length_proportional,24,3,0.0,0.266492024064064,3,9,36,chain-204733-d3,5,0,"[[33, 41], [55, 63], [66, 74]]",11,logical_intervals,0.16661949129775167,89,validation,T8_budget_24_evidence_length_proportional,7,16,,17,0.5668884846381843,w16,False
w16,evidence_length_proportional,24,3,0.0,0.5176831788849086,3,9,36,chain-204733-d3,5,1,"[[33, 41], [55, 63], [66, 74]]",11,logical_intervals,0.18365503966924734,89,validation,T8_budget_24_evidence_length_proportional,7,16,,17,0.2986617814458441,w16,False
