partition,window,policy,n,materialized_tokens,evidence_coverage,evidence_density,evidence_attention_mass,surrounding_attention_mass,distractor_attention_mass,native_attention_mass,correct_margin,correct_probability,nll,correct,immediate_margin_delta_vs_none,final_margin_delta_vs_none,later_erased,latency_seconds,margin_delta_vs_none,accuracy_delta_vs_none,kv_reduction_vs_parent,margin_retention_vs_parent_gain
heldout,global,T8_budget_12_equal,40,12.0,1.0,0.4375,0.5326491725498521,0.14925912804376773,0.10993123482553804,0.20816046458084214,0.8308210492134094,0.5321304093471554,1.4062401273520664,0.575,2.6388797491788862,3.3344224870204924,0.15,0.024613580000004732,3.3344224035739902,0.475,0.8375634517766497,3.4642468572477694
heldout,global,T8_budget_12_evidence_length_proportional,40,12.0,1.0,0.4375,0.5326491725498521,0.14925912804376773,0.10993123482553804,0.20816046458084214,0.8308210492134094,0.5321304093471554,1.4062401273520664,0.575,2.6388797491788862,3.3344224870204924,0.15,0.02379986499727238,3.3344224035739902,0.475,0.8375634517766497,3.4642468572477694
heldout,global,T8_budget_12_minimum_core_remainder,40,12.0,1.0,0.4375,0.5326491725498521,0.14925912804376773,0.10993123482553804,0.20816046458084214,0.8308210492134094,0.5321304093471554,1.4062401273520664,0.575,2.6388797491788862,3.3344224870204924,0.15,0.023517499989247882,3.3344224035739902,0.475,0.8375634517766497,3.4642468572477694
heldout,global,T8_budget_24_equal,40,23.125,1.0,0.22457298136645965,0.37971961121414666,0.20822814660026187,0.290885551532826,0.12116669065276549,0.295786452293396,0.5129257204600435,1.742823224887252,0.6,2.107668486237526,2.7993879437446596,0.175,0.024265762502909637,2.799387806653977,0.5,0.6869712351945855,2.908380894101551
heldout,global,T8_budget_24_evidence_length_proportional,40,23.125,1.0,0.22457298136645965,0.37971961121414666,0.20822814660026187,0.290885551532826,0.12116669065276549,0.295786452293396,0.5129257204600435,1.742823224887252,0.6,2.107668486237526,2.7993879437446596,0.175,0.023985594988334923,2.799387806653977,0.5,0.6869712351945855,2.908380894101551
heldout,global,T8_budget_24_minimum_core_remainder,40,23.125,1.0,0.22457298136645965,0.37971961121414666,0.20822814660026187,0.290885551532826,0.12116669065276549,0.295786452293396,0.5129257204600435,1.742823224887252,0.6,2.107668486237526,2.7993879437446596,0.175,0.02355333250889089,2.799387806653977,0.5,0.6869712351945855,2.908380894101551
heldout,global,T8_budget_48_equal,40,34.375,1.0,0.14807985877958704,0.28462663429132534,0.21113784129051077,0.4186727670351834,0.08556275738298054,-0.6374773621559143,0.4080115395605389,2.2376933694351466,0.475,1.1952014148235321,1.8661241292953492,0.15,0.02380890999920666,1.8661239922046664,0.375,0.5346869712351946,1.9387808120232435
heldout,global,T8_budget_48_evidence_length_proportional,40,34.375,1.0,0.14807985877958704,0.28462663429132534,0.21113784129051077,0.4186727670351834,0.08556275738298054,-0.6374773621559143,0.4080115395605389,2.2376933694351466,0.475,1.1952014148235321,1.8661241292953492,0.15,0.02350682999822311,1.8661239922046664,0.375,0.5346869712351946,1.9387808120232435
heldout,global,T8_budget_48_minimum_core_remainder,40,34.375,1.0,0.14807985877958704,0.28462663429132534,0.21113784129051077,0.4186727670351834,0.08556275738298054,-0.6374773621559143,0.4080115395605389,2.2376933694351466,0.475,1.1952014148235321,1.8661241292953492,0.15,0.02341576749458909,1.8661239922046664,0.375,0.5346869712351946,1.9387808120232435
heldout,global,T9_wrong_exact,40,5.25,0.0,0.0,0.0,0.0,0.6139090091483432,0.3860909908516568,-3.5765176951885223,0.07288945243853959,4.1423796027898785,0.075,-1.4309546560049058,-1.072916316986084,0.025,0.022877390001667663,-1.0729163408279416,-0.02500000000000001,0.9289340101522843,-1.11468992585315
heldout,global,dispersion_1_radius_4,5,121.0,1.0,0.09917355371900827,0.25519778114134584,0.30484388892287234,0.4134719338663331,0.026486396069448758,-2.01141939163208,0.1877735615707934,2.767371582984924,0.2,-0.6917716503143311,-0.3752920150756836,0.0,0.03652677999343723,0.49218196272850046,0.1,-0.637901861252115,0.5113448781260301
heldout,global,dispersion_2_radius_4,5,44.0,1.0,0.2727272727272727,0.48957061882740616,0.4289374050703486,0.0,0.08149197610224519,0.3491641998291016,0.5008367668837309,1.5163173884153367,0.6,2.2597375869750977,1.9852916240692138,0.2,0.028633060026913883,2.8527655541896824,0.5,0.4043993231810491,2.963836883705428
heldout,global,dispersion_4_radius_4,5,44.0,1.0,0.2727272727272727,0.48957061882740616,0.4289374050703486,0.0,0.08149197610224519,0.3491641998291016,0.5008367668837309,1.5163173884153367,0.6,2.2597375869750977,1.9852916240692138,0.2,0.025613899994641542,2.8527655541896824,0.5,0.4043993231810491,2.963836883705428
heldout,w128,T0_none,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.5426136791706084,0.12656347281299532,3.3015426002442836,0.1,0.0,0.0,0.0,0.016069602497736923,0.0,0.0,1.0,0.0
heldout,w128,T10_native_gist,40,1.0,0.0,0.0,0.0,0.11571213474089745,0.0,0.8842878652591025,-2.2672694623470306,0.14780483030190225,3.1138332683593033,0.175,0.036865013837814334,0.2753439903259277,0.225,0.029702967492630704,0.2753442168235778,0.07499999999999998,0.9864636209813875,0.28550513320126963
heldout,w128,T11_gist_exact,40,6.25,1.0,0.8118131868131868,0.642744458053987,0.04071442641825342,0.0,0.3165411155277596,1.4884059309959412,0.5868660296197049,0.8986194806406275,0.7,2.7998683243989944,4.031019413471222,0.075,0.026429094999912195,4.03101961016655,0.6,0.9153976311336718,4.179774698064335
heldout,w128,T1_radius_0,40,5.25,1.0,1.0,0.6633993133651142,0.0,0.0,0.3366006866348858,1.578525710105896,0.6019300004467368,0.8449431114830077,0.75,2.8167760998010634,4.1211392939090725,0.075,0.024201190017629416,4.121139389276505,0.65,0.9289340101522843,4.273220130968934
heldout,w128,T2_radius_2,40,12.25,1.0,0.42857142857142855,0.5455159080361891,0.19294133889182424,0.01863784069937253,0.24290491237261408,0.9483359396457672,0.5276259189005941,1.2081535140052437,0.6,2.612511071562767,3.4909496366977693,0.1,0.02500305498833768,3.4909496188163756,0.5,0.8341793570219966,3.6197747220443692
heldout,w128,T3_radius_4,40,18.5,1.0,0.29128787878787876,0.4657036106444529,0.2560606327618804,0.08629156382024408,0.19194419277342262,0.7921668291091919,0.5081556151155382,1.271742810215801,0.55,2.514945885539055,3.3347803473472597,0.075,0.02465974249644205,3.3347805082798003,0.45000000000000007,0.7495769881556684,3.4578425659234466
heldout,w128,T4_radius_8,40,27.25,1.0,0.19375449344366608,0.3529633408052157,0.2442436700080978,0.2727857267671264,0.13000726241956012,-0.22997977137565612,0.42258585325325837,1.8530638061929494,0.475,1.6601371139287948,2.3126337349414827,0.15,0.02592389999772422,2.3126339077949525,0.375,0.6311336717428089,2.3979761024500723
heldout,w128,T5_radius_16,40,41.375,1.0,0.1250869836213689,0.25895610767798943,0.20121989064679346,0.460386393792431,0.07943760788278609,-1.3017010629177093,0.3303112973866519,2.5350314484909178,0.4,0.6348033368587493,1.240912401676178,0.15,0.02513556000776589,1.2409126162528992,0.30000000000000004,0.43993231810490696,1.2867055131265872
heldout,w128,T6_whole_fact,40,8.75,1.0,0.6,0.601998803640997,0.11273110624885214,0.0,0.28527009011015086,1.1567234337329864,0.5582342265348416,1.1194750217953697,0.65,2.7149657636880873,3.6993370950222015,0.075,0.024343447500723415,3.699337112903595,0.55,0.8815566835871405,3.835852255624714
heldout,w128,T7_whole_parent,40,73.875,1.0,0.07579692724312528,0.1801009546584802,0.17142136600409835,0.6096883262744401,0.03878935306298136,-1.5782029390335084,0.3000384144193958,2.765144422929734,0.375,-0.08026794195175171,0.9644108057022095,0.025,0.025078322485205716,0.9644107401371,0.275,0.0,1.0
heldout,w128,T8_budget_12_equal,40,12.0,1.0,0.4375,0.5361436531146971,0.14399091420991617,0.10630913873988077,0.21355629393550596,0.697168904542923,0.49796214256202803,1.3690388643648475,0.5,2.4392312675714494,3.239782619476318,0.1,0.025397722492925823,3.2397825837135317,0.4,0.8375634517766497,3.359338971331827
heldout,w128,T8_budget_12_evidence_length_proportional,40,12.0,1.0,0.4375,0.5361436531146971,0.14399091420991617,0.10630913873988077,0.21355629393550596,0.697168904542923,0.49796214256202803,1.3690388643648475,0.5,2.4392312675714494,3.239782619476318,0.1,0.026397172498400324,3.2397825837135317,0.4,0.8375634517766497,3.359338971331827
heldout,w128,T8_budget_12_minimum_core_remainder,40,12.0,1.0,0.4375,0.5361436531146971,0.14399091420991617,0.10630913873988077,0.21355629393550596,0.697168904542923,0.49796214256202803,1.3690388643648475,0.5,2.4392312675714494,3.239782619476318,0.1,0.02542058000108227,3.2397825837135317,0.4,0.8375634517766497,3.359338971331827
heldout,w128,T8_budget_24_equal,40,23.125,1.0,0.22457298136645965,0.38722732607554605,0.20455658426605935,0.2827241578629976,0.125491931795397,-0.00034868717193603516,0.464111863047583,1.7785359352361412,0.55,1.8705270260572433,2.542264771461487,0.125,0.025413849999313242,2.5422649919986724,0.45000000000000007,0.6869712351945855,2.6360811697692887
heldout,w128,T8_budget_24_evidence_length_proportional,40,23.125,1.0,0.22457298136645965,0.38722732607554605,0.20455658426605935,0.2827241578629976,0.125491931795397,-0.00034868717193603516,0.464111863047583,1.7785359352361412,0.55,1.8705270260572433,2.542264771461487,0.125,0.025952487491304056,2.5422649919986724,0.45000000000000007,0.6869712351945855,2.6360811697692887
heldout,w128,T8_budget_24_minimum_core_remainder,40,23.125,1.0,0.22457298136645965,0.38722732607554605,0.20455658426605935,0.2827241578629976,0.125491931795397,-0.00034868717193603516,0.464111863047583,1.7785359352361412,0.55,1.8705270260572433,2.542264771461487,0.125,0.026546930012409577,2.5422649919986724,0.45000000000000007,0.6869712351945855,2.6360811697692887
heldout,w128,T8_budget_48_equal,40,34.375,1.0,0.14807985877958704,0.28770868686669193,0.21130875135406443,0.41214247381680486,0.08884008796243878,-0.9662610352039337,0.36786236162879504,2.3138661401346328,0.425,0.9744825780391693,1.576352560520172,0.15,0.0252069299982395,1.5763526439666746,0.32499999999999996,0.5346869712351946,1.6345241486449864
heldout,w128,T8_budget_48_evidence_length_proportional,40,34.375,1.0,0.14807985877958704,0.28770868686669193,0.21130875135406443,0.41214247381680486,0.08884008796243878,-0.9662610352039337,0.36786236162879504,2.3138661401346328,0.425,0.9744825780391693,1.576352560520172,0.15,0.025028292505885473,1.5763526439666746,0.32499999999999996,0.5346869712351946,1.6345241486449864
heldout,w128,T8_budget_48_minimum_core_remainder,40,34.375,1.0,0.14807985877958704,0.28770868686669193,0.21130875135406443,0.41214247381680486,0.08884008796243878,-0.9662610352039337,0.36786236162879504,2.3138661401346328,0.425,0.9744825780391693,1.576352560520172,0.15,0.0247343474853551,1.5763526439666746,0.32499999999999996,0.5346869712351946,1.6345241486449864
heldout,w128,T9_wrong_exact,40,5.25,0.0,0.0,0.0,0.0,0.6131860991714255,0.3868139008285745,-3.616506350040436,0.07154201400990132,4.132039102911949,0.075,-1.3736680567264556,-1.073892593383789,0.05,0.02482080000336282,-1.0738926708698275,-0.02500000000000001,0.9289340101522843,-1.113522098185223
heldout,w128,dispersion_1_radius_4,5,121.0,1.0,0.09917355371900827,0.24568783291669832,0.3053062647136372,0.4217901509216375,0.027215751448026994,-1.7608960628509522,0.18775677382946016,2.5723902940750123,0.2,-0.72102370262146,-0.08381247520446777,0.0,0.026781459990888833,0.7817176163196562,0.1,-0.637901861252115,0.8105650256534137
heldout,w128,dispersion_2_radius_4,5,44.0,1.0,0.2727272727272727,0.47782124599962117,0.43492667344478375,0.0,0.08725208055559505,0.345960807800293,0.4782326571643353,1.3362041801214217,0.6,1.6805437564849854,2.023044538497925,0.2,0.025522900023497642,2.8885744869709016,0.5,0.4043993231810491,2.995170384104457
heldout,w128,dispersion_4_radius_4,5,44.0,1.0,0.2727272727272727,0.47782124599962117,0.43492667344478375,0.0,0.08725208055559505,0.345960807800293,0.4782326571643353,1.3362041801214217,0.6,1.6805437564849854,2.023044538497925,0.2,0.02570304002147168,2.8885744869709016,0.5,0.4043993231810491,2.995170384104457
heldout,w16,T0_none,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.395201623439789,0.12513196012223488,2.958075626194477,0.1,0.0,0.0,0.0,0.018527282500872388,0.0,0.0,1.0,0.0
heldout,w16,T10_native_gist,40,1.0,0.0,0.0,0.0,0.1141300829465024,0.0,0.8858699170534976,-2.3150423943996428,0.13697231189435116,2.884646326303482,0.125,0.011756643652915955,0.08015934228897095,0.275,0.02782372750225477,0.08015922904014605,0.024999999999999994,0.9864636209813875,0.15995303345747122
heldout,w16,T11_gist_exact,40,6.25,1.0,0.8118131868131868,0.5211617378472756,0.04260517368476684,0.0,0.4362330884679576,0.5121695637702942,0.48558638027170675,1.217279172409326,0.625,0.9197260826826096,2.9073713183403016,0.0,0.028045435005333276,2.907371187210083,0.525,0.9153976311336718,5.801488441813673
heldout,w16,T1_radius_0,40,5.25,1.0,1.0,0.5405972473429393,0.0,0.0,0.45940275265706065,0.5991338789463043,0.5012133261188865,1.1767475582659244,0.625,0.9253692477941513,2.994335728883743,0.0,0.027834677492501216,2.994335502386093,0.525,0.9289340101522843,5.975020624963636
heldout,w16,T2_radius_2,40,12.25,1.0,0.42857142857142855,0.3844856544521086,0.2988536942940506,0.03877318056042043,0.27788747069342035,-0.22464828491210936,0.37416548386681825,1.6248969120904804,0.45,0.8440920382738113,2.170553457736969,0.025,0.028282269998453558,2.1705533385276796,0.35,0.8341793570219966,4.331211701211133
heldout,w16,T3_radius_4,40,18.5,1.0,0.29128787878787876,0.3059195932467162,0.35995789708650905,0.1272170946624634,0.20690541500431134,-0.5648104548454285,0.33105654288083314,1.8364718474447728,0.475,0.757120457291603,1.8303912460803986,0.075,0.0281921074987622,1.8303911685943604,0.375,0.7495769881556684,3.6524380702788775
heldout,w16,T4_radius_8,40,27.25,1.0,0.19375449344366608,0.2323957731366601,0.3207499529615433,0.2989250966107567,0.14792917729103988,-1.1542650401592254,0.2379404769220855,2.1975877419114114,0.25,0.5592825919389725,1.2409367978572845,0.175,0.028168665012344718,1.2409365832805634,0.15,0.6311336717428089,2.4762160664577464
heldout,w16,T5_radius_16,40,41.375,1.0,0.1250869836213689,0.16596505190832858,0.2868476685163479,0.4488642858131667,0.09832299376215685,-1.4641744911670684,0.20436454365262763,2.4097483407706024,0.2,0.33419797718524935,0.9310272872447968,0.175,0.028276642493437976,0.9310271322727204,0.1,0.43993231810490696,1.857809959270544
heldout,w16,T6_whole_fact,40,8.75,1.0,0.6,0.4498637419880197,0.20145100552023099,0.0,0.3486852524917493,0.13526927828788757,0.4192589214770123,1.3732215229421854,0.525,0.9273118942975997,2.530471032857895,0.025,0.028081832511816174,2.5304709017276763,0.42500000000000004,0.8815566835871405,5.0494060590888505
heldout,w16,T7_whole_parent,40,73.875,1.0,0.07579692724312528,0.10730942181555692,0.2724779169161403,0.5562213483225247,0.06399131294577809,-1.8940593361854554,0.16096286061219872,2.704741644114256,0.175,-0.04138931334018707,0.5011424005031586,0.125,0.028046957493643276,0.5011422872543334,0.07499999999999998,0.0,1.0
heldout,w16,T8_budget_12_equal,40,12.0,1.0,0.4375,0.3796427803142571,0.22504134837453904,0.13943127757724944,0.25588459373395445,-0.41249635219573977,0.3294122223276645,1.663301102258265,0.375,0.7799726963043213,1.9827055394649507,0.025,0.028222770008142106,1.9827052712440492,0.275,0.8375634517766497,3.9563719160618582
heldout,w16,T8_budget_12_evidence_length_proportional,40,12.0,1.0,0.4375,0.3796427803142571,0.22504134837453904,0.13943127757724944,0.25588459373395445,-0.41249635219573977,0.3294122223276645,1.663301102258265,0.375,0.7799726963043213,1.9827055394649507,0.025,0.028420745002222247,1.9827052712440492,0.275,0.8375634517766497,3.9563719160618582
heldout,w16,T8_budget_12_minimum_core_remainder,40,12.0,1.0,0.4375,0.3796427803142571,0.22504134837453904,0.13943127757724944,0.25588459373395445,-0.41249635219573977,0.3294122223276645,1.663301102258265,0.375,0.7799726963043213,1.9827055394649507,0.025,0.028996344996267,1.9827052712440492,0.275,0.8375634517766497,3.9563719160618582
heldout,w16,T8_budget_24_equal,40,23.125,1.0,0.22457298136645965,0.2447577897108207,0.2784237851974094,0.3235469893525235,0.15327143573924634,-1.0550872802734375,0.25572511555510574,2.0948097363114355,0.3,0.5536720335483551,1.3401143968105316,0.125,0.02944874749518931,1.3401143431663514,0.19999999999999998,0.6869712351945855,2.6741194611785644
heldout,w16,T8_budget_24_evidence_length_proportional,40,23.125,1.0,0.22457298136645965,0.2447577897108207,0.2784237851974094,0.3235469893525235,0.15327143573924634,-1.0550872802734375,0.25572511555510574,2.0948097363114355,0.3,0.5536720335483551,1.3401143968105316,0.125,0.030173709991504438,1.3401143431663514,0.19999999999999998,0.6869712351945855,2.6741194611785644
heldout,w16,T8_budget_24_minimum_core_remainder,40,23.125,1.0,0.22457298136645965,0.2447577897108207,0.2784237851974094,0.3235469893525235,0.15327143573924634,-1.0550872802734375,0.25572511555510574,2.0948097363114355,0.3,0.5536720335483551,1.3401143968105316,0.125,0.028979464998701587,1.3401143431663514,0.19999999999999998,0.6869712351945855,2.6741194611785644
heldout,w16,T8_budget_48_equal,40,34.375,1.0,0.14807985877958704,0.18882407257930467,0.2905409673312027,0.4072693591087809,0.11336560098071172,-1.3755356431007386,0.20757346267346294,2.3236533563584088,0.225,0.36931022703647615,1.0196661412715913,0.125,0.02952457499341108,1.0196659803390502,0.125,0.5346869712351946,2.0346835744507072
heldout,w16,T8_budget_48_evidence_length_proportional,40,34.375,1.0,0.14807985877958704,0.18882407257930467,0.2905409673312027,0.4072693591087809,0.11336560098071172,-1.3755356431007386,0.20757346267346294,2.3236533563584088,0.225,0.36931022703647615,1.0196661412715913,0.125,0.02770177251077257,1.0196659803390502,0.125,0.5346869712351946,2.0346835744507072
heldout,w16,T8_budget_48_minimum_core_remainder,40,34.375,1.0,0.14807985877958704,0.18882407257930467,0.2905409673312027,0.4072693591087809,0.11336560098071172,-1.3755356431007386,0.20757346267346294,2.3236533563584088,0.225,0.36931022703647615,1.0196661412715913,0.125,0.028907537506893278,1.0196659803390502,0.125,0.5346869712351946,2.0346835744507072
heldout,w16,T9_wrong_exact,40,5.25,0.0,0.0,0.0,0.0,0.5564793571664393,0.4435206428335608,-2.598737818002701,0.11966155566187808,3.2525379091501234,0.075,-0.33010709285736084,-0.20353622436523439,0.2,0.02816306749882642,-0.20353619456291216,-0.02500000000000001,0.9289340101522843,-0.4061445217047031
heldout,w16,dispersion_1_radius_4,5,121.0,1.0,0.09917355371900827,0.09267369035496813,0.5008787175059751,0.3526652860603008,0.053782306078755934,-4.018497514724731,0.009739479050040245,4.662079238891602,0.0,-0.06745047569274902,-0.6087048530578614,0.4,0.02704096003435552,-1.6232958912849424,-0.1,-0.637901861252115,-3.2391916079935754
heldout,w16,dispersion_2_radius_4,5,44.0,1.0,0.2727272727272727,0.2718996667942292,0.552649482564766,0.0,0.17545085064100477,-3.3425786972045897,0.018809278123080732,4.025817108154297,0.0,0.172715425491333,0.06721372604370117,0.0,0.029366900003515183,-0.9473770737648008,-0.1,0.4043993231810491,-1.8904353072164513
heldout,w16,dispersion_4_radius_4,5,44.0,1.0,0.2727272727272727,0.2718996667942292,0.552649482564766,0.0,0.17545085064100477,-3.3425786972045897,0.018809278123080732,4.025817108154297,0.0,0.172715425491333,0.06721372604370117,0.0,0.026778079965151847,-0.9473770737648008,-0.1,0.4043993231810491,-1.8904353072164513
heldout,w32,T0_none,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.2098186314105988,0.07605315034743398,3.7898937171325087,0.025,0.0,0.0,0.0,0.01611694250605069,0.0,0.0,1.0,0.0
heldout,w32,T10_native_gist,40,1.0,0.0,0.0,0.0,0.11433614219604352,0.0,0.8856638578039565,-2.8677659153938295,0.08726441995822824,3.490620109811425,0.025,0.026574239134788513,0.3420527935028076,0.175,0.025248674987233245,0.34205271601676923,0.0,0.9864636209813875,0.2762670092285252
heldout,w32,T11_gist_exact,40,6.25,1.0,0.8118131868131868,0.5219324543305376,0.05117369060492365,0.0,0.42689385506453875,1.9135860621929168,0.7120192235219293,0.6236848562490195,0.825,1.3791709780693053,5.123404753208161,0.025,0.024583885006722993,5.123404693603516,0.7999999999999999,0.9153976311336718,4.138039622231329
heldout,w32,T1_radius_0,40,5.25,1.0,1.0,0.545199532839338,0.0,0.0,0.45480046716066197,2.071239084005356,0.7309109597816132,0.5818024173378944,0.825,1.3841428995132445,5.281057673692703,0.025,0.024864925016299822,5.281057715415955,0.7999999999999999,0.9289340101522843,4.2653718338832505
heldout,w32,T2_radius_2,40,12.25,1.0,0.42857142857142855,0.3808996062966713,0.3039538942597744,0.03078296446447837,0.2843635349790759,0.8656410694122314,0.5530100976699032,1.07775544160977,0.675,1.1706067740917205,4.07545975446701,0.025,0.025105957491905428,4.07545970082283,0.65,0.8341793570219966,3.291641931363893
heldout,w32,T3_radius_4,40,18.5,1.0,0.29128787878787876,0.31301053894618247,0.35863761469949507,0.11134620595204296,0.21700564040227946,0.4915539562702179,0.49775614169193433,1.273917608615011,0.65,1.1217489778995513,3.701372581720352,0.05,0.02512062248424627,3.7013725876808166,0.625,0.7495769881556684,2.989501579601241
heldout,w32,T4_radius_8,40,27.25,1.0,0.19375449344366608,0.22030780533036104,0.32758302179447657,0.3050168062660935,0.14709236660906885,-0.7904355525970459,0.3584218585179769,2.004397633392364,0.4,0.721695002913475,2.4193831384181976,0.075,0.02543028499057982,2.419383078813553,0.375,0.6311336717428089,1.954072270337281
heldout,w32,T5_radius_16,40,41.375,1.0,0.1250869836213689,0.1578695740680235,0.28856159650328905,0.4602550247831413,0.09331380464554616,-1.4187419354915618,0.30707478614494904,2.545961036719382,0.325,0.3937819331884384,1.7910767853260041,0.075,0.024955912498990075,1.791076695919037,0.3,0.43993231810490696,1.446605680675848
heldout,w32,T6_whole_fact,40,8.75,1.0,0.6,0.44245579618779374,0.20789030822376448,0.0,0.3496538955884418,1.4183063685894013,0.6429099767352454,0.7947008148767054,0.8,1.2296947538852692,4.6281249761581424,0.05,0.02484480999992229,4.628125,0.775,0.8815566835871405,3.738015201209759
heldout,w32,T7_whole_parent,40,73.875,1.0,0.07579692724312528,0.11278343656710962,0.25433566083017345,0.5778065406267668,0.05507436197595007,-1.9716949880123138,0.24133886983327102,2.8924462736118586,0.25,0.19126292169094086,1.2381236791610717,0.025,0.02490862748818472,1.238123643398285,0.225,0.0,1.0
heldout,w32,T8_budget_12_equal,40,12.0,1.0,0.4375,0.38415266905388573,0.23073022834108348,0.13214085080432092,0.2529762518007098,0.5493718147277832,0.5204835443757474,1.2203849551733583,0.625,1.0653618097305297,3.7591906070709227,0.025,0.024993554985849188,3.759190446138382,0.6,0.8375634517766497,3.036199547745095
heldout,w32,T8_budget_12_evidence_length_proportional,40,12.0,1.0,0.4375,0.38415266905388573,0.23073022834108348,0.13214085080432092,0.2529762518007098,0.5493718147277832,0.5204835443757474,1.2203849551733583,0.625,1.0653618097305297,3.7591906070709227,0.025,0.025940554996486752,3.759190446138382,0.6,0.8375634517766497,3.036199547745095
heldout,w32,T8_budget_12_minimum_core_remainder,40,12.0,1.0,0.4375,0.38415266905388573,0.23073022834108348,0.13214085080432092,0.2529762518007098,0.5493718147277832,0.5204835443757474,1.2203849551733583,0.625,1.0653618097305297,3.7591906070709227,0.025,0.026192449996597134,3.759190446138382,0.6,0.8375634517766497,3.036199547745095
heldout,w32,T8_budget_24_equal,40,23.125,1.0,0.22457298136645965,0.24677589421499185,0.2881763926338561,0.31351510523429504,0.151532607916857,-0.6080759525299072,0.3882200008709333,2.0167281216941775,0.45,0.6571351081132889,2.6017427265644075,0.075,0.02534651000460144,2.6017426788806914,0.425,0.6869712351945855,2.1013593373757677
heldout,w32,T8_budget_24_evidence_length_proportional,40,23.125,1.0,0.22457298136645965,0.24677589421499185,0.2881763926338561,0.31351510523429504,0.151532607916857,-0.6080759525299072,0.3882200008709333,2.0167281216941775,0.45,0.6571351081132889,2.6017427265644075,0.075,0.024957219991483724,2.6017426788806914,0.425,0.6869712351945855,2.1013593373757677
