dataset,split,example_id,condition,memory,reducer,layer,look_behind,budget_chunks,selected_chunks,index_bytes_per_chunk,temporal_query_buffer_bytes,routing_dots,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,requested_chunks,entropy,normalized_entropy,top1_margin,effective_candidates,contributing_query_states,contributing_memory_modes,score_concentration
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank8_centroid8_l27_late_top_mean_b8,rank8_centroid8,late_top_mean,27,8,4,17 38 31 32,256,512,19968,0.16666666666666666,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,2.4804325103759766,0.6770549416542053,1.7883234024047852,11.946430206298828,8.0,1.0,0.24864335358142853
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank8_centroid8_l27_late_top_mean_b16,rank8_centroid8,late_top_mean,27,16,4,17 38 31 32,256,1024,39936,0.16666666666666666,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,2.4917964935302734,0.6801568269729614,1.7868289947509766,12.082963943481445,16.0,2.0,0.16897231340408325
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l0_current_b1,rank16,current,0,1,4,32 31 30 36,2048,64,19968,0.3333333333333333,0.5,1.0,0.0,0.0,0.5,4.0,3.486872434616089,0.9517711997032166,0.06839942932128906,32.68356704711914,1.0,1.0,0.22817744314670563
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l0_current_b4,rank16,current,0,4,4,32 31 30 36,2048,256,79872,0.3333333333333333,0.5,1.0,0.0,0.0,0.5,4.0,3.4868721961975098,0.9517711400985718,0.06839895248413086,32.68355941772461,4.0,2.0,0.10466963797807693
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l0_current_b8,rank16,current,0,8,4,32 31 30 36,2048,512,159744,0.3333333333333333,0.5,1.0,0.0,0.0,0.5,4.0,3.4868721961975098,0.9517711400985718,0.06839895248413086,32.68355941772461,8.0,3.0,0.1563335657119751
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l0_late_max_b1,rank16,late_max,0,1,4,32 31 17 36,2048,64,19968,0.16666666666666666,0.25,1.0,0.0,0.0,0.5,4.0,3.42556095123291,0.9350357055664062,0.08434200286865234,30.739883422851562,1.0,1.0,0.22817744314670563
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l0_late_max_b4,rank16,late_max,0,4,4,32 31 18 36,2048,256,79872,0.16666666666666666,0.25,1.0,0.0,0.0,0.5,4.0,3.2652647495269775,0.8912815451622009,0.5740208625793457,26.187042236328125,4.0,2.0,0.10466963797807693
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l0_late_max_b8,rank16,late_max,0,8,4,32 31 18 36,2048,512,159744,0.16666666666666666,0.25,1.0,0.0,0.0,0.5,4.0,3.2608742713928223,0.8900831341743469,0.6395502090454102,26.07232093811035,8.0,3.0,0.1563335657119751
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l8_current_b1,rank16,current,8,1,4,32 24 17 30,2048,64,19968,0.16666666666666666,0.25,1.0,0.0,0.0,0.25,4.0,3.2160520553588867,0.8778485059738159,0.4637880325317383,24.92950439453125,1.0,1.0,0.2495439350605011
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l8_current_b4,rank16,current,8,4,4,32 24 17 30,2048,256,79872,0.16666666666666666,0.25,1.0,0.0,0.0,0.25,4.0,3.2160518169403076,0.8778484463691711,0.4637880325317383,24.92949867248535,4.0,3.0,0.23036569356918335
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l8_current_b8,rank16,current,8,8,4,32 24 17 30,2048,512,159744,0.16666666666666666,0.25,1.0,0.0,0.0,0.25,4.0,3.2160518169403076,0.8778484463691711,0.4637880325317383,24.92949867248535,8.0,3.0,0.14424782991409302
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l8_late_max_b1,rank16,late_max,8,1,4,32 24 17 31,2048,64,19968,0.16666666666666666,0.25,1.0,0.0,0.0,0.25,4.0,3.164581775665283,0.8637992739677429,0.0954742431640625,23.6788387298584,1.0,1.0,0.2495439350605011
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l8_late_max_b4,rank16,late_max,8,4,4,32 24 17 36,2048,256,79872,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.1340439319610596,0.8554636836051941,0.10800361633300781,22.96666717529297,4.0,3.0,0.23036569356918335
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l8_late_max_b8,rank16,late_max,8,8,4,32 24 17 36,2048,512,159744,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.10113787651062,0.8464817404747009,0.22723770141601562,22.223224639892578,8.0,3.0,0.14424782991409302
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l18_current_b1,rank16,current,18,1,4,32 17 30 31,2048,64,19968,0.3333333333333333,0.5,1.0,0.0,0.0,0.3333333333333333,4.0,3.05210542678833,0.8330978751182556,0.12105941772460938,21.159847259521484,1.0,1.0,0.26638591289520264
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l18_current_b4,rank16,current,18,4,4,32 17 30 31,2048,256,79872,0.3333333333333333,0.5,1.0,0.0,0.0,0.3333333333333333,4.0,3.05210542678833,0.8330978751182556,0.12105560302734375,21.159847259521484,4.0,3.0,0.2969993054866791
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l18_current_b8,rank16,current,18,8,4,32 17 30 31,2048,512,159744,0.3333333333333333,0.5,1.0,0.0,0.0,0.3333333333333333,4.0,3.05210542678833,0.8330978751182556,0.12105560302734375,21.159847259521484,8.0,3.0,0.2849040925502777
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l18_late_max_b1,rank16,late_max,18,1,4,32 17 24 31,2048,64,19968,0.16666666666666666,0.25,1.0,0.0,0.0,0.25,4.0,2.965244770050049,0.8093885183334351,0.4067249298095703,19.399450302124023,1.0,1.0,0.26638591289520264
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l18_late_max_b4,rank16,late_max,18,4,4,32 24 17 31,2048,256,79872,0.16666666666666666,0.25,1.0,0.0,0.0,0.25,4.0,3.21486759185791,0.8775252103805542,0.4394111633300781,24.899993896484375,4.0,3.0,0.2969993054866791
2wikimultihopqa,test,eecbf0620bdb11eba7f7acde48001122,rank16_l18_late_max_b8,rank16,late_max,18,8,4,32 31 17 24,2048,512,159744,0.16666666666666666,0.25,1.0,0.0,0.0,0.5,4.0,3.2167627811431885,0.8780425190925598,0.3705101013183594,24.947229385375977,8.0,3.0,0.2849040925502777
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_current_b1,native_mean,current,27,1,4,8 16 0 4,4096,8192,336,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,1.0,1.0,1.0
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_current_b2,native_mean,current,27,2,4,8 16 0 4,4096,16384,672,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,2.0,1.0,0.6988831758499146
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_current_b4,native_mean,current,27,4,4,8 16 0 4,4096,32768,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,4.0,1.0,0.3551834523677826
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_current_b8,native_mean,current,27,8,4,8 16 0 4,4096,65536,2688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,8.0,1.0,0.17405575513839722
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_current_b16,native_mean,current,27,16,4,8 16 0 4,4096,131072,5376,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,16.0,1.0,0.12795564532279968
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_mean_b1,native_mean,mean,27,1,4,8 16 0 4,4096,8192,336,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,1.0,1.0,1.0
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_mean_b2,native_mean,mean,27,2,4,8 16 0 4,4096,16384,672,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.013378858566284,0.9897705912590027,0.05256509780883789,20.356063842773438,2.0,1.0,0.6988831758499146
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_mean_b4,native_mean,mean,27,4,4,8 16 0 11,4096,32768,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0120186805725098,0.9893238544464111,0.10169506072998047,20.32839584350586,4.0,1.0,0.3551834523677826
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_mean_b8,native_mean,mean,27,8,4,8 0 16 11,4096,65536,2688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.012639045715332,0.9895275831222534,0.11640262603759766,20.34101104736328,8.0,1.0,0.17405575513839722
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_mean_b16,native_mean,mean,27,16,4,8 0 16 3,4096,131072,5376,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0148251056671143,0.9902456402778625,0.05247831344604492,20.38552474975586,16.0,1.0,0.12795564532279968
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_recency_b1,native_mean,recency,27,1,4,8 16 0 4,4096,8192,336,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,1.0,1.0,1.0
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_recency_b2,native_mean,recency,27,2,4,8 16 0 4,4096,16384,672,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.014061689376831,0.9899948835372925,0.04934215545654297,20.36996841430664,2.0,1.0,0.6988831758499146
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_recency_b4,native_mean,recency,27,4,4,8 16 0 11,4096,32768,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.013197183609009,0.9897109270095825,0.08637237548828125,20.352365493774414,4.0,1.0,0.3551834523677826
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_recency_b8,native_mean,recency,27,8,4,8 16 0 11,4096,65536,2688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.012955665588379,0.9896315932273865,0.10243034362792969,20.34745216369629,8.0,1.0,0.17405575513839722
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_recency_b16,native_mean,recency,27,16,4,8 16 0 11,4096,131072,5376,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.013441562652588,0.989791214466095,0.09774637222290039,20.35733985900879,16.0,1.0,0.12795564532279968
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_max_b1,native_mean,late_max,27,1,4,8 16 0 4,4096,8192,336,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,1.0,1.0,1.0
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_max_b2,native_mean,late_max,27,2,4,8 16 0 4,4096,16384,672,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.014061450958252,0.9899948239326477,0.04934120178222656,20.369964599609375,2.0,1.0,0.6988831758499146
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_max_b4,native_mean,late_max,27,4,4,8 16 0 11,4096,32768,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.013197422027588,0.9897109866142273,0.08637094497680664,20.352371215820312,4.0,1.0,0.3551834523677826
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_max_b8,native_mean,late_max,27,8,4,8 16 0 11,4096,65536,2688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.012955904006958,0.9896316528320312,0.10242986679077148,20.347455978393555,8.0,1.0,0.17405575513839722
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_max_b16,native_mean,late_max,27,16,4,8 16 0 11,4096,131072,5376,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.013442039489746,0.9897913336753845,0.09774589538574219,20.357349395751953,16.0,1.0,0.12795564532279968
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_top_mean_b1,native_mean,late_top_mean,27,1,4,8 16 0 4,4096,8192,336,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0169010162353516,0.9909274578094482,0.030003070831298828,20.427886962890625,1.0,1.0,1.0
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_top_mean_b2,native_mean,late_top_mean,27,2,4,8 16 0 4,4096,16384,672,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.014061450958252,0.9899948239326477,0.04934120178222656,20.369964599609375,2.0,1.0,0.6988831758499146
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_top_mean_b4,native_mean,late_top_mean,27,4,4,8 16 0 11,4096,32768,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.013197422027588,0.9897109866142273,0.08637094497680664,20.352371215820312,4.0,1.0,0.3551834523677826
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_top_mean_b8,native_mean,late_top_mean,27,8,4,8 16 0 11,4096,65536,2688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.012955904006958,0.9896316528320312,0.10242986679077148,20.347455978393555,8.0,1.0,0.17405575513839722
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,native_mean_l27_late_top_mean_b16,native_mean,late_top_mean,27,16,4,8 16 0 11,4096,131072,5376,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.013442039489746,0.9897913336753845,0.09774589538574219,20.357349395751953,16.0,1.0,0.12795564532279968
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_current_b1,rank16,current,27,1,4,12 18 16 0,2048,64,10752,0.2,0.25,1.0,0.0,0.0,0.5,4.0,2.8811888694763184,0.9463516473770142,0.1655130386352539,17.835464477539062,1.0,1.0,0.4240274429321289
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_current_b2,rank16,current,27,2,4,12 18 16 0,2048,128,21504,0.2,0.25,1.0,0.0,0.0,0.5,4.0,2.8811888694763184,0.9463516473770142,0.1655130386352539,17.835464477539062,2.0,1.0,0.4047883450984955
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_current_b4,rank16,current,27,4,4,12 18 16 0,2048,256,43008,0.2,0.25,1.0,0.0,0.0,0.5,4.0,2.8811888694763184,0.9463516473770142,0.1655130386352539,17.835464477539062,4.0,1.0,0.21530333161354065
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_current_b8,rank16,current,27,8,4,12 18 16 0,2048,512,86016,0.2,0.25,1.0,0.0,0.0,0.5,4.0,2.8811888694763184,0.9463516473770142,0.1655130386352539,17.835464477539062,8.0,1.0,0.13281817734241486
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_current_b16,rank16,current,27,16,4,12 18 16 0,2048,1024,172032,0.2,0.25,1.0,0.0,0.0,0.5,4.0,2.8811888694763184,0.9463516473770142,0.1655130386352539,17.835464477539062,16.0,2.0,0.0896916538476944
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_mean_b1,rank16,mean,27,1,4,12 18 16 0,2048,64,10752,0.2,0.25,1.0,0.0,0.0,0.5,4.0,2.8811888694763184,0.9463516473770142,0.1655130386352539,17.835464477539062,1.0,1.0,0.4240274429321289
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_mean_b2,rank16,mean,27,2,4,12 16 0 18,2048,128,21504,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.895784854888916,0.9511458277702332,0.056906700134277344,18.097700119018555,2.0,1.0,0.4047883450984955
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_mean_b4,rank16,mean,27,4,4,12 16 3 18,2048,256,43008,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.880398750305176,0.9460921287536621,0.28491783142089844,17.821378707885742,4.0,1.0,0.21530333161354065
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_mean_b8,rank16,mean,27,8,4,12 3 16 1,2048,512,86016,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8757081031799316,0.944551408290863,0.4294557571411133,17.737979888916016,8.0,1.0,0.13281817734241486
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_mean_b16,rank16,mean,27,16,4,12 16 3 18,2048,1024,172032,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.8962409496307373,0.9512956142425537,0.3936738967895508,18.105955123901367,16.0,2.0,0.0896916538476944
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_recency_b1,rank16,recency,27,1,4,12 18 16 0,2048,64,10752,0.2,0.25,1.0,0.0,0.0,0.5,4.0,2.8811888694763184,0.9463516473770142,0.1655130386352539,17.835464477539062,1.0,1.0,0.4240274429321289
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_recency_b2,rank16,recency,27,2,4,12 16 0 18,2048,128,21504,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.8940837383270264,0.9505870938301086,0.0815744400024414,18.066940307617188,2.0,1.0,0.4047883450984955
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_recency_b4,rank16,recency,27,4,4,12 16 18 3,2048,256,43008,0.2,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,2.8856775760650635,0.9478259682655334,0.24576854705810547,17.91570281982422,4.0,1.0,0.21530333161354065
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_recency_b8,rank16,recency,27,8,4,12 16 3 18,2048,512,86016,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.8833794593811035,0.9470711350440979,0.33284568786621094,17.874576568603516,8.0,1.0,0.13281817734241486
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_recency_b16,rank16,recency,27,16,4,12 16 3 18,2048,1024,172032,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.88489031791687,0.9475674033164978,0.3469123840332031,17.90160369873047,16.0,2.0,0.0896916538476944
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_max_b1,rank16,late_max,27,1,4,18 1 13 0,2048,64,10752,0.4,0.5,1.0,1.0,0.0,1.0,4.0,2.810537338256836,0.9231455326080322,0.010639190673828125,16.618844985961914,1.0,1.0,0.39483508467674255
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_max_b2,rank16,late_max,27,2,4,1 18 13 16,2048,128,21504,0.4,0.5,1.0,1.0,0.0,0.5,4.0,2.83833384513855,0.9322755336761475,0.1566295623779297,17.08727264404297,2.0,1.0,0.8489217162132263
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_max_b4,rank16,late_max,27,4,4,1 16 18 13,2048,256,43008,0.4,0.5,1.0,1.0,0.0,0.3333333333333333,4.0,2.840363025665283,0.9329420328140259,0.1468944549560547,17.121980667114258,4.0,1.0,0.5030010938644409
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_max_b8,rank16,late_max,27,8,4,1 16 3 18,2048,512,86016,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.843855381011963,0.9340891242027283,0.06271743774414062,17.181880950927734,8.0,1.0,0.36859914660453796
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_max_b16,rank16,late_max,27,16,4,1 16 3 18,2048,1024,172032,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.847524404525757,0.9352942705154419,0.07445144653320312,17.245037078857422,16.0,1.0,0.2349368780851364
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_top_mean_b1,rank16,late_top_mean,27,1,4,12 18 16 0,2048,64,10752,0.2,0.25,1.0,0.0,0.0,0.5,4.0,2.8811888694763184,0.9463516473770142,0.1655130386352539,17.835464477539062,1.0,1.0,0.4240274429321289
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_top_mean_b2,rank16,late_top_mean,27,2,4,12 16 0 18,2048,128,21504,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.896282911300659,0.9513093829154968,0.05209636688232422,18.10671615600586,2.0,1.0,0.4047883450984955
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_top_mean_b4,rank16,late_top_mean,27,4,4,12 16 3 18,2048,256,43008,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.888892412185669,0.9488819241523743,0.19156837463378906,17.973390579223633,4.0,1.0,0.21530333161354065
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_top_mean_b8,rank16,late_top_mean,27,8,4,12 16 3 18,2048,512,86016,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.8877155780792236,0.9484953880310059,0.2642965316772461,17.952251434326172,8.0,1.0,0.13281817734241486
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank16_l27_late_top_mean_b16,rank16,late_top_mean,27,16,4,12 16 3 18,2048,1024,172032,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.8898537158966064,0.9491977095603943,0.2782020568847656,17.990676879882812,16.0,2.0,0.0896916538476944
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_current_b1,rank8_centroid8,current,27,1,4,11 10 3 9,256,64,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6971988677978516,0.8859184980392456,0.0035953521728515625,14.838109970092773,1.0,1.0,0.7002850770950317
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_current_b2,rank8_centroid8,current,27,2,4,11 10 3 9,256,128,2688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6971986293792725,0.8859184384346008,0.0035953521728515625,14.838106155395508,2.0,1.0,0.5783530473709106
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_current_b4,rank8_centroid8,current,27,4,4,11 10 3 9,256,256,5376,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6971993446350098,0.8859186768531799,0.0035953521728515625,14.838116645812988,4.0,1.0,0.5044177174568176
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_current_b8,rank8_centroid8,current,27,8,4,11 10 3 9,256,512,10752,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6971991062164307,0.8859186172485352,0.0035963058471679688,14.838113784790039,8.0,1.0,0.2708289325237274
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_current_b16,rank8_centroid8,current,27,16,4,11 10 3 9,256,1024,21504,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6971993446350098,0.8859186768531799,0.0035953521728515625,14.838116645812988,16.0,1.0,0.19834192097187042
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_mean_b1,rank8_centroid8,mean,27,1,4,11 10 3 9,256,64,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6971988677978516,0.8859184980392456,0.0035953521728515625,14.838109970092773,1.0,1.0,0.7002850770950317
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_mean_b2,rank8_centroid8,mean,27,2,4,11 10 3 12,256,128,2688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.752883195877075,0.9042085409164429,0.03145313262939453,15.687797546386719,2.0,1.0,0.5783530473709106
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_mean_b4,rank8_centroid8,mean,27,4,4,11 3 10 12,256,256,5376,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7285079956054688,0.8962022662162781,0.0025777816772460938,15.310027122497559,4.0,1.0,0.5044177174568176
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_mean_b8,rank8_centroid8,mean,27,8,4,3 11 10 12,256,512,10752,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7196900844573975,0.8933059573173523,0.08368968963623047,15.175618171691895,8.0,1.0,0.35541582107543945
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_mean_b16,rank8_centroid8,mean,27,16,4,11 10 3 12,256,1024,21504,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7500059604644775,0.9032634496688843,0.12603092193603516,15.642724990844727,16.0,1.0,0.19834192097187042
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_recency_b1,rank8_centroid8,recency,27,1,4,11 10 3 9,256,64,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6971988677978516,0.8859184980392456,0.0035953521728515625,14.838109970092773,1.0,1.0,0.7002850770950317
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_recency_b2,rank8_centroid8,recency,27,2,4,11 10 3 18,256,128,2688,0.2,0.25,1.0,0.0,0.0,0.25,4.0,2.7448511123657227,0.9015703201293945,0.02747344970703125,15.562296867370605,2.0,1.0,0.5783530473709106
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_recency_b4,rank8_centroid8,recency,27,4,4,11 3 10 12,256,256,5376,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.731907367706299,0.8973188400268555,0.13482093811035156,15.362160682678223,4.0,1.0,0.5044177174568176
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_recency_b8,rank8_centroid8,recency,27,8,4,11 3 10 12,256,512,10752,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7289767265319824,0.8963562250137329,0.05496406555175781,15.317205429077148,8.0,1.0,0.2708289325237274
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_recency_b16,rank8_centroid8,recency,27,16,4,11 3 10 12,256,1024,21504,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7316665649414062,0.8972397446632385,0.08157634735107422,15.358461380004883,16.0,1.0,0.19834192097187042
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_late_max_b1,rank8_centroid8,late_max,27,1,4,11 10 5 9,256,64,1344,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.589296340942383,0.8504769802093506,0.7813577651977539,13.320395469665527,1.0,1.0,0.7002850770950317
2wikimultihopqa,test,f2987f240bdd11eba7f7acde48001122,rank8_centroid8_l27_late_max_b2,rank8_centroid8,late_max,27,2,4,11 10 5 16,256,128,2688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6632773876190186,0.8747767210006714,0.6928129196166992,14.343220710754395,2.0,1.0,0.5783530473709106
