budget_parents,complete_oracle,dataset,evidence_group_chain,example_id,fraction,materialized_kv_fraction,materialized_kv_tokens,method,native_qk_dot_products,oracle_feasible,oracle_jaccard,oracle_parent_ids,oracle_precision,oracle_recall,oracle_size,routing_comparisons,seed,selected_parent_ids,semantic_gist_comparisons
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,one_shot_parent,0,0.0,0.0,"[0, 3]",0.0,0.0,2,5.0,11,[2],5
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,parent_closure,0,0.0,0.0,"[0, 3]",0.0,0.0,2,5.0,11,[2],5
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,local_gist_closure,0,0.0,0.0,"[0, 3]",0.0,0.0,2,45.0,11,[2],45
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,native_qk_max_topk_p20,0,0.0,0.0,"[0, 3]",0.0,0.0,2,85.0,11,[2],85
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,native_qk_top4_topk_p20,0,0.0,0.0,"[0, 3]",0.0,0.0,2,85.0,11,[2],85
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,one_shot_parent,0,0.0,0.0,"[0, 3]",0.0,0.0,2,5.0,11,[2],5
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,parent_closure,0,0.0,0.0,"[0, 3]",0.0,0.0,2,5.0,11,[2],5
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,local_gist_closure,0,0.0,0.0,"[0, 3]",0.0,0.0,2,45.0,11,[2],45
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,native_qk_max_topk_p20,0,0.0,0.0,"[0, 3]",0.0,0.0,2,85.0,11,[2],85
1,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,native_qk_top4_topk_p20,0,0.0,0.0,"[0, 3]",0.0,0.0,2,85.0,11,[2],85
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,one_shot_parent,0,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,5.0,11,"[0, 2]",5
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,parent_closure,0,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,10.0,11,"[0, 2]",10
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,local_gist_closure,0,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,85.0,11,"[0, 2]",85
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,native_qk_max_topk_p20,131072,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,131157.0,11,"[0, 2]",85
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,native_qk_top4_topk_p20,131072,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,131157.0,11,"[0, 2]",85
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,one_shot_parent,0,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,5.0,11,"[0, 2]",5
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,parent_closure,0,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,10.0,11,"[0, 2]",10
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,local_gist_closure,0,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,85.0,11,"[0, 2]",85
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,native_qk_max_topk_p20,131072,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,131157.0,11,"[0, 2]",85
2,0.0,hotpotqa,0.0,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,native_qk_top4_topk_p20,131072,1.0,0.3333333333333333,"[0, 3]",0.5,0.5,2,131157.0,11,"[0, 2]",85
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.05,0.16742969260954874,256,one_shot_parent,0,0.0,0.0,"[3, 4]",0.0,0.0,2,6.0,11,[1],6
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.05,0.16742969260954874,256,parent_closure,0,0.0,0.0,"[3, 4]",0.0,0.0,2,6.0,11,[1],6
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.05,0.16742969260954874,256,local_gist_closure,0,0.0,0.0,"[3, 4]",0.0,0.0,2,54.0,11,[1],54
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.05,0.16742969260954874,256,native_qk_max_topk_p20,0,0.0,0.0,"[3, 4]",0.0,0.0,2,102.0,11,[1],102
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.05,0.16742969260954874,256,native_qk_top4_topk_p20,0,0.0,0.0,"[3, 4]",0.0,0.0,2,102.0,11,[1],102
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.1,0.16742969260954874,256,one_shot_parent,0,0.0,0.0,"[3, 4]",0.0,0.0,2,6.0,11,[1],6
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.1,0.16742969260954874,256,parent_closure,0,0.0,0.0,"[3, 4]",0.0,0.0,2,6.0,11,[1],6
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.1,0.16742969260954874,256,local_gist_closure,0,0.0,0.0,"[3, 4]",0.0,0.0,2,54.0,11,[1],54
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.1,0.16742969260954874,256,native_qk_max_topk_p20,0,0.0,0.0,"[3, 4]",0.0,0.0,2,102.0,11,[1],102
1,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.1,0.16742969260954874,256,native_qk_top4_topk_p20,0,0.0,0.0,"[3, 4]",0.0,0.0,2,102.0,11,[1],102
2,0.0,hotpotqa,1.0,5ab2b863554299295394685a,0.2,0.33485938521909747,512,one_shot_parent,0,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,6.0,11,"[1, 3]",6
2,0.0,hotpotqa,1.0,5ab2b863554299295394685a,0.2,0.33485938521909747,512,parent_closure,0,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,12.0,11,"[1, 3]",12
2,0.0,hotpotqa,1.0,5ab2b863554299295394685a,0.2,0.33485938521909747,512,local_gist_closure,0,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,102.0,11,"[1, 3]",102
2,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.2,0.33485938521909747,512,native_qk_max_topk_p20,262144,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,262246.0,11,"[1, 4]",102
2,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.2,0.33485938521909747,512,native_qk_top4_topk_p20,262144,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,262246.0,11,"[1, 4]",102
2,0.0,hotpotqa,1.0,5ab2b863554299295394685a,0.3,0.33485938521909747,512,one_shot_parent,0,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,6.0,11,"[1, 3]",6
2,0.0,hotpotqa,1.0,5ab2b863554299295394685a,0.3,0.33485938521909747,512,parent_closure,0,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,12.0,11,"[1, 3]",12
2,0.0,hotpotqa,1.0,5ab2b863554299295394685a,0.3,0.33485938521909747,512,local_gist_closure,0,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,102.0,11,"[1, 3]",102
2,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.3,0.33485938521909747,512,native_qk_max_topk_p20,262144,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,262246.0,11,"[1, 4]",102
2,0.0,hotpotqa,0.0,5ab2b863554299295394685a,0.3,0.33485938521909747,512,native_qk_top4_topk_p20,262144,1.0,0.3333333333333333,"[3, 4]",0.5,0.5,2,262246.0,11,"[1, 4]",102
3,0.0,hotpotqa,1.0,5ab2b863554299295394685a,0.4,0.5022890778286462,768,one_shot_parent,0,1.0,0.25,"[3, 4]",0.3333333333333333,0.5,2,6.0,11,"[1, 2, 3]",6
3,1.0,hotpotqa,1.0,5ab2b863554299295394685a,0.4,0.5022890778286462,768,parent_closure,0,1.0,0.6666666666666666,"[3, 4]",0.6666666666666666,1.0,2,18.0,11,"[1, 3, 4]",18
3,1.0,hotpotqa,1.0,5ab2b863554299295394685a,0.4,0.5022890778286462,768,local_gist_closure,0,1.0,0.6666666666666666,"[3, 4]",0.6666666666666666,1.0,2,150.0,11,"[1, 3, 4]",150
3,0.0,hotpotqa,1.0,5ab2b863554299295394685a,0.4,0.4977109221713538,761,native_qk_max_topk_p20,517120,1.0,0.25,"[3, 4]",0.3333333333333333,0.5,2,517270.0,11,"[1, 3, 5]",150
3,1.0,hotpotqa,1.0,5ab2b863554299295394685a,0.4,0.5022890778286462,768,native_qk_top4_topk_p20,517120,1.0,0.6666666666666666,"[3, 4]",0.6666666666666666,1.0,2,517270.0,11,"[1, 3, 4]",150
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.05,0.2222222222222222,256,one_shot_parent,0,0.0,0.0,"[1, 3]",0.0,0.0,2,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.05,0.2222222222222222,256,parent_closure,0,0.0,0.0,"[1, 3]",0.0,0.0,2,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.05,0.2222222222222222,256,local_gist_closure,0,0.0,0.0,"[1, 3]",0.0,0.0,2,41.0,11,[0],41
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.05,0.2222222222222222,256,native_qk_max_topk_p20,0,0.0,0.0,"[1, 3]",0.0,0.0,2,77.0,11,[0],77
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.05,0.2222222222222222,256,native_qk_top4_topk_p20,0,0.0,0.0,"[1, 3]",0.0,0.0,2,77.0,11,[0],77
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.1,0.2222222222222222,256,one_shot_parent,0,0.0,0.0,"[1, 3]",0.0,0.0,2,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.1,0.2222222222222222,256,parent_closure,0,0.0,0.0,"[1, 3]",0.0,0.0,2,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.1,0.2222222222222222,256,local_gist_closure,0,0.0,0.0,"[1, 3]",0.0,0.0,2,41.0,11,[0],41
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.1,0.2222222222222222,256,native_qk_max_topk_p20,0,0.0,0.0,"[1, 3]",0.0,0.0,2,77.0,11,[0],77
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.1,0.2222222222222222,256,native_qk_top4_topk_p20,0,0.0,0.0,"[1, 3]",0.0,0.0,2,77.0,11,[0],77
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.2,0.2222222222222222,256,one_shot_parent,0,0.0,0.0,"[1, 3]",0.0,0.0,2,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.2,0.2222222222222222,256,parent_closure,0,0.0,0.0,"[1, 3]",0.0,0.0,2,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.2,0.2222222222222222,256,local_gist_closure,0,0.0,0.0,"[1, 3]",0.0,0.0,2,41.0,11,[0],41
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.2,0.2222222222222222,256,native_qk_max_topk_p20,0,0.0,0.0,"[1, 3]",0.0,0.0,2,77.0,11,[0],77
1,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.2,0.2222222222222222,256,native_qk_top4_topk_p20,0,0.0,0.0,"[1, 3]",0.0,0.0,2,77.0,11,[0],77
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.3,0.4444444444444444,512,one_shot_parent,0,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,5.0,11,"[0, 1]",5
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.3,0.4444444444444444,512,parent_closure,0,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,10.0,11,"[0, 1]",10
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.3,0.4444444444444444,512,local_gist_closure,0,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,77.0,11,"[0, 3]",77
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.3,0.4444444444444444,512,native_qk_max_topk_p20,131072,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,131149.0,11,"[0, 3]",77
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.3,0.4444444444444444,512,native_qk_top4_topk_p20,131072,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,131149.0,11,"[0, 3]",77
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.4,0.4444444444444444,512,one_shot_parent,0,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,5.0,11,"[0, 1]",5
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.4,0.4444444444444444,512,parent_closure,0,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,10.0,11,"[0, 1]",10
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.4,0.4444444444444444,512,local_gist_closure,0,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,77.0,11,"[0, 3]",77
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.4,0.4444444444444444,512,native_qk_max_topk_p20,131072,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,131149.0,11,"[0, 3]",77
2,0.0,hotpotqa,0.0,5a710a915542994082a3e504,0.4,0.4444444444444444,512,native_qk_top4_topk_p20,131072,1.0,0.3333333333333333,"[1, 3]",0.5,0.5,2,131149.0,11,"[0, 3]",77
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,one_shot_parent,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,parent_closure,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,local_gist_closure,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,43.0,11,[0],43
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,native_qk_max_topk_p20,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,81.0,11,[0],81
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,native_qk_top4_topk_p20,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,81.0,11,[0],81
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,one_shot_parent,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,parent_closure,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,local_gist_closure,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,43.0,11,[0],43
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,native_qk_max_topk_p20,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,81.0,11,[0],81
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,native_qk_top4_topk_p20,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,81.0,11,[0],81
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,one_shot_parent,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,parent_closure,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,5.0,11,[0],5
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,local_gist_closure,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,43.0,11,[0],43
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,native_qk_max_topk_p20,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,81.0,11,[0],81
1,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,native_qk_top4_topk_p20,0,0.0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,3,81.0,11,[0],81
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,one_shot_parent,0,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,5.0,11,"[0, 1]",5
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,parent_closure,0,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,10.0,11,"[0, 1]",10
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,local_gist_closure,0,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,81.0,11,"[0, 1]",81
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,native_qk_max_topk_p20,131072,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,131153.0,11,"[0, 1]",81
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,native_qk_top4_topk_p20,131072,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,131153.0,11,"[0, 1]",81
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,one_shot_parent,0,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,5.0,11,"[0, 1]",5
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,parent_closure,0,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,10.0,11,"[0, 1]",10
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,local_gist_closure,0,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,81.0,11,"[0, 1]",81
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,native_qk_max_topk_p20,131072,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,131153.0,11,"[0, 1]",81
2,0.0,hotpotqa,0.0,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,native_qk_top4_topk_p20,131072,0.0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,3,131153.0,11,"[0, 1]",81
1,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,one_shot_parent,0,0.0,0.0,"[0, 15]",0.0,0.0,2,16.0,11,[13],16
1,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,parent_closure,0,0.0,0.0,"[0, 15]",0.0,0.0,2,16.0,11,[13],16
1,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,local_gist_closure,0,0.0,0.0,"[0, 15]",0.0,0.0,2,142.0,11,[13],142
1,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,native_qk_max_topk_p20,0,0.0,0.0,"[0, 15]",0.0,0.0,2,268.0,11,[13],268
1,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,native_qk_top4_topk_p20,0,0.0,0.0,"[0, 15]",0.0,0.0,2,268.0,11,[13],268
2,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.1,0.11089059786653437,447,one_shot_parent,0,1.0,0.3333333333333333,"[0, 15]",0.5,0.5,2,16.0,11,"[13, 15]",16
2,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.1,0.11089059786653437,447,parent_closure,0,1.0,0.3333333333333333,"[0, 15]",0.5,0.5,2,32.0,11,"[13, 15]",32
2,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.1,0.12701562887620937,512,local_gist_closure,0,1.0,0.0,"[0, 15]",0.0,0.0,2,268.0,11,"[12, 13]",268
2,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.1,0.12701562887620937,512,native_qk_max_topk_p20,524288,1.0,0.0,"[0, 15]",0.0,0.0,2,524556.0,11,"[11, 13]",268
2,0.0,hotpotqa,0.0,5ab7f97a5542991d322237ef,0.1,0.12701562887620937,512,native_qk_top4_topk_p20,524288,1.0,0.0,"[0, 15]",0.0,0.0,2,524556.0,11,"[11, 13]",268
