active_memory_fraction,any_evidence,backing_native_kv_bytes,cached_online_ms,chain_completion,construction_ms,dataset,evidence_precision,evidence_recall,exact_identity,identities,index_bytes_per_chunk,kl,low_rank_dots,m,materialized_kv_tokens,method,mrr,native_dots,peak_delta_gpu_bytes,rank,rows,salience_parameters,seeds,spearman,teacher_top4_overlap,total_parameters,transfer_bytes,wk_parameters,wq_parameters
0.03252842891885735,0.475,18660608.0,0.9684852475766093,0.475,2116.9927737413673,qasper,0.175,0.12600412087912088,0.0,16,1024.0,0.7616264317184687,36512.0,8,127.85,lowrank_kmeans,0.30625,0.0,847840.0,32,80,0,5,0.28796597591135653,0.115625,98304,523673.6,32768,65536
0.03254971547669003,0.375,18660608.0,0.9022904984885827,0.375,2110.0879462464945,qasper,0.121875,0.0757923534798535,0.0,16,128.0,1.0315330453217029,4564.0,4,127.8875,lowrank_medoid,0.2229166666666667,0.0,182016.0,8,80,0,5,0.2794652769807726,0.115625,24576,523827.2,8192,16384
0.03255091526149856,0.55,18660608.0,0.9490720013855025,0.55,3337.733418759308,qasper,0.19375,0.17880746336996337,0.0,16,256.0,0.5152276169508696,9128.0,8,127.9125,lowrank_medoid,0.3729166666666666,0.0,205184.0,8,80,0,5,0.41682765260338783,0.16875,24576,523929.6,8192,16384
0.03250148913620231,0.4125,18660608.0,0.9341564995702356,0.4125,2076.798252496519,qasper,0.140625,0.08117078754578756,0.0,16,256.0,1.3379876233637333,9128.0,4,127.7375,lowrank_medoid,0.28229166666666666,0.0,346240.0,16,80,0,5,0.1733766682067653,0.1,49152,523212.8,16384,32768
0.0324407240479561,0.6375,18660608.0,0.9470517496811226,0.6375,3312.9401949961903,qasper,0.215625,0.1757834249084249,0.0,16,512.0,0.591254586353898,18256.0,8,127.5,lowrank_medoid,0.40104166666666663,0.0,387648.0,16,80,0,5,0.32760028209304437,0.128125,49152,522240.0,16384,32768
0.03253719046927563,0.3875,18660608.0,0.868974247132428,0.3875,1909.0545687329723,qasper,0.1375,0.08635576923076924,0.0,16,512.0,1.9878962576389312,18256.0,4,127.7875,lowrank_medoid,0.24583333333333335,0.0,715200.0,32,80,0,5,0.08747211102745496,0.04375,98304,523417.6,32768,65536
0.032568507294347196,0.475,18660608.0,0.9563007496763021,0.475,3123.452883740538,qasper,0.165625,0.09593841575091576,0.0,16,1024.0,0.8471320152282715,36512.0,8,127.9625,lowrank_medoid,0.3145833333333333,0.0,793216.0,32,80,0,5,0.27284872815944256,0.1,98304,524134.4,32768,65536
0.03257254954938655,0.5,18660608.0,3.0102412536507472,0.5,307.9018812713912,qasper,0.125,0.11799221611721612,0.0,16,4096.0,0.10420337086543441,0.0,1,128.0,native_farthest,0.27604166666666663,2282.0,1916896.0,0,16,0,0,0.5626299567520618,0.265625,0,524288.0,0,0
0.03257254954938655,0.5,18660608.0,5.266013744403608,0.5,438.19865623663645,qasper,0.125,0.13026900183150183,0.0,16,8192.0,0.4723690189421177,0.0,2,128.0,native_farthest,0.28124999999999994,4564.0,3808576.0,0,16,0,0,0.5523403491824865,0.421875,0,524288.0,0,0
0.03257254954938655,0.25,18660608.0,6.905120008741505,0.25,717.2271750023356,qasper,0.0625,0.030194597069597068,0.0,16,16384.0,0.08061161451041698,0.0,4,128.0,native_farthest,0.20833333333333331,9128.0,7298624.0,0,16,0,0,0.5875803120434284,0.421875,0,524288.0,0,0
0.03257254954938655,0.25,18660608.0,6.342078748275526,0.25,1000.6749999738531,qasper,0.0625,0.03319940476190476,0.0,16,32768.0,0.023580488632433116,0.0,8,128.0,native_farthest,0.14583333333333331,18256.0,14314752.0,0,16,0,0,0.7526052594184875,0.515625,0,524288.0,0,0
0.03257254954938655,0.3125,18660608.0,1.0977887373883277,0.3125,255.72011871554423,qasper,0.09375,0.09764880952380951,0.0,16,4096.0,0.06597241223789752,0.0,1,128.0,native_kmeans,0.21875,2282.0,1916896.0,0,16,0,0,0.7921178564429283,0.515625,0,524288.0,0,0
0.03257254954938655,0.25,18660608.0,4.418622492812574,0.25,621.5564687299775,qasper,0.078125,0.034032738095238095,0.0,16,8192.0,0.4282779823988676,0.0,2,128.0,native_kmeans,0.171875,4564.0,3808576.0,0,16,0,0,0.5563379134982824,0.546875,0,524288.0,0,0
0.03257254954938655,0.25,18660608.0,4.908453757525422,0.25,957.6969812478637,qasper,0.0625,0.03319940476190476,0.0,16,16384.0,0.08434220496565104,0.0,4,128.0,native_kmeans,0.109375,9128.0,7298624.0,0,16,0,0,0.5539309233427048,0.453125,0,524288.0,0,0
0.03257254954938655,0.1875,18660608.0,2.6155212515732273,0.1875,1095.0624125543982,qasper,0.046875,0.024270833333333332,0.0,16,32768.0,0.022957807988859713,0.0,8,128.0,native_kmeans,0.09895833333333333,18256.0,14314752.0,0,16,0,0,0.755635179579258,0.515625,0,524288.0,0,0
0.03257254954938655,0.3125,18660608.0,1.1947925027925521,0.3125,2.997031289851293,qasper,0.09375,0.09764880952380951,0.0,16,4096.0,0.06597241247072816,0.0,1,128.0,native_mean,0.21875,2282.0,19394560.0,0,16,0,0,0.7921178564429283,0.515625,0,524288.0,0,0
0.03257254954938655,0.4375,18660608.0,2.8219174972036853,0.4375,620.8069750136929,qasper,0.125,0.07669757326007326,0.0,16,4096.0,0.10786695498973131,0.0,1,128.0,native_medoid,0.29166666666666663,2282.0,1916896.0,0,16,0,0,0.5536700244992971,0.21875,0,524288.0,0,0
0.03257254954938655,0.5,18660608.0,5.711505003273487,0.5,1022.2298312583007,qasper,0.125,0.0781856684981685,0.0,16,8192.0,0.4427657574415207,0.0,2,128.0,native_medoid,0.31249999999999994,4564.0,3808576.0,0,16,0,0,0.551986588165164,0.421875,0,524288.0,0,0
0.03257254954938655,0.3125,18660608.0,7.672483750502579,0.3125,1808.9597124926513,qasper,0.078125,0.09967376373626374,0.0,16,16384.0,0.08313908101990819,0.0,4,128.0,native_medoid,0.109375,9128.0,7298624.0,0,16,0,0,0.554183704778552,0.359375,0,524288.0,0,0
0.03257254954938655,0.25,18660608.0,9.220801258925349,0.25,2887.024925003061,qasper,0.0625,0.09486607142857142,0.0,16,32768.0,0.024450212600640953,0.0,8,128.0,native_medoid,0.13020833333333331,18256.0,14314752.0,0,16,0,0,0.7503416761755943,0.46875,0,524288.0,0,0
