dataset,model_tier,seed,method,examples,gist_count,mrr,f80,f90,auc_0_30,r_at_3,r_at_8,router_parameters,router_backbone_percent,native_detail_kv_bytes,payload_parity_max_abs_error,fractional_center_fraction,qk_spearman,qk_top1_agreement,qk_top3_overlap,position_correlation,absolute_position_correlation,r_at_5pct,any_r_at_5pct,all_r_at_5pct,kv_at_5pct,r_at_10pct,any_r_at_10pct,all_r_at_10pct,kv_at_10pct,r_at_20pct,any_r_at_20pct,all_r_at_20pct,kv_at_20pct,r_at_30pct,any_r_at_30pct,all_r_at_30pct,kv_at_30pct
hotpotqa,tiny,7,centered_g4,13,4,0.8717948717948718,0.13333333333333333,0.13333333333333333,0.9166666666666667,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.890934065934066,0.9230769230769231,0.8974358974358974,-0.7917561054154779,0.7917561054154779,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.05412745006193276,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.10436770562328251,1.0,1.0,1.0,0.1660021229603062,1.0,1.0,1.0,0.2941395123233744
hotpotqa,tiny,7,centered_g8,13,8,0.9102564102564104,0.06666666666666667,0.13333333333333333,0.9346153846153845,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.9659340659340659,1.0,0.9487179487179488,-0.789638663180007,0.789638663180007,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.0562445989680725,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.10894531694246685,1.0,1.0,1.0,0.16595257563633117,1.0,1.0,1.0,0.309179419251743
hotpotqa,tiny,7,hidden_cosine,13,1,0.08178018562633947,1.0,1.0,0.0,0.0,0.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.060714285714285714,0.0,0.20512820512820512,-0.04320746034083453,0.18032116280252344,0.0,0.0,0.0,0.060211869744342436,0.0,0.0,0.0,0.13100402950476933,0.0,0.0,0.0,0.20017402049330493,0.0,0.0,0.0,0.3430845778655694
hotpotqa,tiny,7,learned_projection,13,1,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.19203296703296704,0.7692307692307693,0.43589743589743585,-0.17850104180143206,0.21609388606540597,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.05815928895301714,1.0,1.0,1.0,0.11458018694577023,1.0,1.0,1.0,0.17314934642793167,1.0,1.0,1.0,0.304468097504134
hotpotqa,tiny,21,post_rope_mean,13,1,0.6705128205128206,0.3333333333333333,1.0,0.6961538461538462,0.7692307692307693,0.8461538461538461,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.6310439560439561,0.7692307692307693,0.5384615384615384,-0.08946240356758318,0.18127401588676623,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.055130165451487474,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.101821197432643,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.17572603931817582,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3320486608364433
hotpotqa,tiny,21,pre_rope_mean,13,1,0.3547341547341547,1.0,1.0,0.35,0.38461538461538464,0.7692307692307693,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.4703296703296703,0.38461538461538464,0.41025641025641024,-0.07541065417358601,0.17822631686569496,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.06635020637881461,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.1318787355113826,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.21229026119504354,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.3603557047951442
hotpotqa,tiny,21,centered_g1,13,1,0.6315581854043392,0.3333333333333333,1.0,0.6782051282051282,0.7692307692307693,0.8461538461538461,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.6137362637362638,0.6923076923076923,0.5641025641025641,-0.09748697446151189,0.18706366688568682,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.0575477977791581,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.11152125127358645,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.17419100955288072,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3366024058882224
hotpotqa,tiny,21,centered_g2,13,2,0.7005827505827505,1.0,1.0,0.7076923076923077,0.7692307692307693,0.7692307692307693,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.6241758241758242,0.6923076923076923,0.5384615384615384,-0.19816307741149225,0.2287855241220016,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.05691055817760219,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.12185240266006445,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.17633735318820373,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.32051918990016187
hotpotqa,tiny,21,centered_g4,13,4,0.764041514041514,0.26666666666666666,1.0,0.7576923076923078,0.7692307692307693,0.8461538461538461,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.7098901098901098,1.0,0.6923076923076923,-0.3419689027899583,0.3419689027899583,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.058183560205200116,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.1151326094117334,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.16559692272973087,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2919448973811516
hotpotqa,tiny,21,centered_g8,13,8,0.7930402930402931,0.2,0.2,0.8282051282051283,0.9230769230769231,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.9335164835164835,1.0,0.9743589743589743,-0.37550190173630793,0.37550190173630793,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.058183560205200116,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.13216120475079396,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.20105379769045023,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.33009039959527464
hotpotqa,tiny,21,hidden_cosine,13,1,0.11709956709956709,1.0,1.0,0.06410256410256411,0.07692307692307693,0.15384615384615385,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,-0.13324175824175824,0.0,0.10256410256410256,0.14312829938054553,0.21894127171729444,0.0,0.0,0.0,0.06853603847166077,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.14314486532779647,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.21263370974233672,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3642561373877602
hotpotqa,tiny,21,learned_projection,13,1,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.1782967032967033,0.6923076923076923,0.41025641025641024,-0.3525543385210854,0.3525543385210854,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0608513361246308,1.0,1.0,1.0,0.12011981075781927,1.0,1.0,1.0,0.18794840672609264,1.0,1.0,1.0,0.2979239489808934
hotpotqa,tiny,42,post_rope_mean,13,1,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.7527472527472528,1.0,0.6923076923076923,-0.4745116939381982,0.4745116939381982,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11862413297040757,1.0,1.0,1.0,0.19309112797481,1.0,1.0,1.0,0.30876971748698884
hotpotqa,tiny,42,pre_rope_mean,13,1,0.9102564102564104,0.06666666666666667,0.13333333333333333,0.9346153846153845,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.551923076923077,0.8461538461538461,0.5641025641025641,-0.3079370336568183,0.33708990344360956,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.05387575511966466,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.11514664153840351,1.0,1.0,1.0,0.18700943158280658,1.0,1.0,1.0,0.3388500182808917
hotpotqa,tiny,42,centered_g1,13,1,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.7541208791208791,1.0,0.7179487179487178,-0.4748697619451392,0.4748697619451392,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11870350784914038,1.0,1.0,1.0,0.19026826276662367,1.0,1.0,1.0,0.31917056613442774
hotpotqa,tiny,42,centered_g2,13,2,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.7304945054945056,1.0,0.7179487179487178,-0.5050327063373407,0.5050327063373407,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11646228642381835,1.0,1.0,1.0,0.1682758639197538,1.0,1.0,1.0,0.2939961757924456
hotpotqa,tiny,42,centered_g4,13,4,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.7524725274725275,1.0,0.7948717948717948,-0.5422618844112642,0.5422618844112642,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.10885464004538231,1.0,1.0,1.0,0.1644310741675349,1.0,1.0,1.0,0.2997586888023292
hotpotqa,tiny,42,centered_g8,13,8,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.9585164835164834,1.0,0.9487179487179488,-0.5457878126000051,0.5457878126000051,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11250655061810878,1.0,1.0,1.0,0.17216272522218484,1.0,1.0,1.0,0.3111053914269309
hotpotqa,tiny,42,hidden_cosine,13,1,0.08531831416446801,1.0,1.0,0.0,0.0,0.07692307692307693,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,-0.08104395604395605,0.0,0.15384615384615385,0.10132186262192239,0.15411727614869303,0.0,0.0,0.0,0.0889671066364463,0.0,0.0,0.0,0.1637314426304316,0.0,0.0,0.0,0.2335487059753691,0.0,0.0,0.0,0.3675154500739869
hotpotqa,tiny,42,learned_projection,13,1,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.36620879120879124,0.9230769230769231,0.5641025641025641,-0.41827610046546726,0.41827610046546726,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.057794881611865606,1.0,1.0,1.0,0.11823739660736894,1.0,1.0,1.0,0.17656381940268343,1.0,1.0,1.0,0.3139515681572628
hotpotqa,tiny,87,post_rope_mean,13,1,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.8129120879120879,1.0,0.7179487179487178,-0.4510597129524952,0.4510597129524952,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11447012962632155,1.0,1.0,1.0,0.1743898408596145,1.0,1.0,1.0,0.3014739535809511
hotpotqa,tiny,87,pre_rope_mean,13,1,0.5641025641025641,0.2,0.26666666666666666,0.6935897435897436,0.8461538461538461,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.5395604395604395,0.3076923076923077,0.43589743589743585,-0.0837655752777071,0.23297829455430866,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.05535720352842425,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.11365430451200458,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.17952848033300908,1.0,1.0,1.0,0.33431808795191464
hotpotqa,tiny,87,centered_g1,13,1,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.8126373626373625,1.0,0.6923076923076923,-0.45177354734307806,0.45177354734307806,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11447012962632155,1.0,1.0,1.0,0.17843842385556594,1.0,1.0,1.0,0.3014739535809511
hotpotqa,tiny,87,centered_g2,13,2,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.7912087912087912,1.0,0.7179487179487178,-0.5193179287423157,0.5193179287423157,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11025842220360496,1.0,1.0,1.0,0.16641607205982772,1.0,1.0,1.0,0.29103832701408006
hotpotqa,tiny,87,centered_g4,13,4,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.8236263736263736,1.0,0.7948717948717949,-0.5527085655024522,0.5527085655024522,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.10560880783361451,1.0,1.0,1.0,0.15985662474712112,1.0,1.0,1.0,0.27837350032246694
hotpotqa,tiny,87,centered_g8,13,8,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.9461538461538462,1.0,0.9487179487179488,-0.5626650673803781,0.5626650673803781,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11430908953647927,1.0,1.0,1.0,0.17634106813886732,1.0,1.0,1.0,0.3178478616595118
hotpotqa,tiny,87,hidden_cosine,13,1,0.28327228327228327,0.5333333333333333,1.0,0.25512820512820517,0.3076923076923077,0.8461538461538461,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.2370879120879121,0.07692307692307693,0.3076923076923077,-0.05471458287846837,0.2375837941573809,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07834311913229398,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15013036226060905,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.23299843463381967,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.37275665961110843
hotpotqa,tiny,87,learned_projection,13,1,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,4096,0.36985668053629217,52932.92307692308,0.0,0.297360248447205,0.4244505494505495,0.9230769230769231,0.43589743589743585,-0.3051166632040857,0.3051166632040857,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0611355265454309,1.0,1.0,1.0,0.12239974002786592,1.0,1.0,1.0,0.1900987958947883,1.0,1.0,1.0,0.3114296699658824
hotpotqa,small,1,post_rope_mean,13,1,0.4597985347985348,0.5333333333333333,0.5333333333333333,0.44999999999999996,0.5384615384615384,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.8653846153846154,0.6153846153846154,0.7435897435897435,-0.7520789676289081,0.7520789676289081,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.05099684814279675,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.12333852835033801,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.18914913852503823,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.3197160011688238
hotpotqa,small,1,pre_rope_mean,13,1,0.4337606837606837,0.5333333333333333,1.0,0.39230769230769236,0.46153846153846156,0.8461538461538461,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.4887362637362637,0.46153846153846156,0.48717948717948717,-5.173129984100463e-05,0.1463315429783901,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.061777191934464855,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.12327297167390573,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.19506072114442793,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.32660105870220973
hotpotqa,small,1,centered_g1,13,1,0.4597985347985348,0.5333333333333333,0.5333333333333333,0.44999999999999996,0.5384615384615384,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.864010989010989,0.6153846153846154,0.7435897435897435,-0.7539500044234378,0.7539500044234378,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.05099684814279675,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.12333852835033801,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.18914913852503823,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.3161381836375179
hotpotqa,small,1,centered_g2,13,2,0.44578754578754576,0.5333333333333333,0.5333333333333333,0.3858974358974359,0.3076923076923077,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.8917582417582418,0.6923076923076923,0.7692307692307693,-0.6993843891873422,0.6993843891873422,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.05238284952879814,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.12276731818279704,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.19173203296053817,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.3083223681002973
hotpotqa,small,1,centered_g4,13,4,0.4828754578754579,0.5333333333333333,0.5333333333333333,0.46282051282051284,0.46153846153846156,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.9324175824175824,0.8461538461538461,0.8461538461538461,-0.6589694894734432,0.6589694894734432,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.05455612072861801,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.11774024252971817,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.19086772872544744,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.3141440066241024
hotpotqa,small,1,centered_g8,13,8,0.47829670329670326,0.5333333333333333,0.5333333333333333,0.46923076923076923,0.46153846153846156,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.985989010989011,1.0,0.9487179487179488,-0.581342242482143,0.581342242482143,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.05908183954005111,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.12747336654855648,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.2015448379811494,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.32708305005179183
hotpotqa,small,1,hidden_cosine,13,1,0.11782661782661782,1.0,1.0,0.006410256410256409,0.0,0.38461538461538464,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,-0.43956043956043955,0.0,0.10256410256410256,-0.016118744886955562,0.15370221904532597,0.0,0.0,0.0,0.07821862494072811,0.0,0.0,0.0,0.13944248898535386,0.0,0.0,0.0,0.20588703076171513,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.34398406582175844
hotpotqa,small,1,learned_projection,13,1,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.044230769230769226,0.3076923076923077,0.2564102564102564,-0.42957135378943495,0.42957135378943495,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.053230662761932473,1.0,1.0,1.0,0.11507380614369062,1.0,1.0,1.0,0.1760684740968246,1.0,1.0,1.0,0.3176508577507072
hotpotqa,small,7,post_rope_mean,13,1,0.8038461538461538,0.13333333333333333,0.26666666666666666,0.8217948717948718,0.8461538461538461,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.9005494505494506,0.7692307692307693,0.8974358974358974,-0.8391058070181852,0.8391058070181852,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.05386167085698904,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.1102501839237569,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.16907749587693607,1.0,1.0,1.0,0.32359077330413294
hotpotqa,small,7,pre_rope_mean,13,1,0.8102564102564103,0.13333333333333333,0.2,0.8474358974358975,0.9230769230769231,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.46978021978021983,0.46153846153846156,0.41025641025641024,-0.21780952338082987,0.24268044963385768,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.06720614682460674,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.14309837925341912,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.20449987228409966,1.0,1.0,1.0,0.32070416341221697
hotpotqa,small,7,centered_g1,13,1,0.8038461538461538,0.13333333333333333,0.26666666666666666,0.8217948717948718,0.8461538461538461,1.0,8192,0.31375625061280515,105865.84615384616,0.0,0.297360248447205,0.8947802197802198,0.7692307692307693,0.8974358974358974,-0.837903181007349,0.837903181007349,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.05386167085698904,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.1102501839237569,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.16907749587693607,1.0,1.0,1.0,0.32359077330413294
