condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,91115,88869,50965.42737312848,multihoprag:2420
PRA_SELECTED_CONTEXT_NO_ADAPTOR,91115,90901,49113.4280016995,multihoprag:2420
PRA_NATIVE_MEMORY_NO_ADAPTOR,93155,90901,52086.58341423143,multihoprag:2438
PRA_SELECTED_CONTEXT_NO_ADAPTOR,93155,92937,50197.531918704044,multihoprag:2438
PRA_NATIVE_MEMORY_NO_ADAPTOR,95169,92937,53229.263039305806,multihoprag:2456
PRA_SELECTED_CONTEXT_NO_ADAPTOR,95169,94946,51265.678334690165,multihoprag:2456
PRA_NATIVE_MEMORY_NO_ADAPTOR,97197,94946,54348.74153934652,multihoprag:2514
PRA_SELECTED_CONTEXT_NO_ADAPTOR,97197,96968,52397.40679267561,multihoprag:2514
PRA_NATIVE_MEMORY_NO_ADAPTOR,99248,96968,55481.583372398745,multihoprag:2521
PRA_SELECTED_CONTEXT_NO_ADAPTOR,99248,99013,53491.67520960327,multihoprag:2521
PRA_NATIVE_MEMORY_NO_ADAPTOR,101294,99013,56603.389539406635,multihoprag:2552
PRA_SELECTED_CONTEXT_NO_ADAPTOR,101294,101053,54575.511500646826,multihoprag:2552
