partition,candidate_k,mode,grounding_scope,rank_lambda,query_threshold,rows,edges,seeds,target_in_associative_candidates,target_rank,mrr,recall_at_1,recall_at_2,recall_at_4,query_oracle_margin,validating_facet_equals_root_rate,query_support_tokens,query_facet_count,query_root_comparisons,association_comparisons,validation_comparisons,total_search_comparisons,association_wall_time,validation_wall_time,routing_wall_time
test,4,rank_conjunction,residual,2.0,,35,7,5,1.0,2.657142857142857,0.4785714285714286,0.2,0.4,1.0,-0.10601853890610592,0.0,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,82.42857142857143,6523864.571428572,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,4,threshold_conjunction,all,,-0.1833282858133316,35,7,5,1.0,3.2857142857142856,0.44857142857142857,0.2,0.4857142857142857,0.5428571428571428,-0.11259814756257193,0.5976190476190476,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,86.28571428571429,6523868.428571428,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,4,threshold_conjunction,residual,,-0.21166890859603882,35,7,5,1.0,3.1714285714285713,0.4714285714285714,0.22857142857142856,0.5142857142857142,0.5714285714285714,-0.10601853890610592,0.0,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,82.42857142857143,6523864.571428572,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,association,all,,,35,7,5,1.0,2.142857142857143,0.5833333333333334,0.2857142857142857,0.7142857142857143,1.0,-0.12049346672637122,0.6023809523809524,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,109.85714285714286,6523892.0,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,query_rerank,all,,,35,7,5,1.0,3.2285714285714286,0.44476190476190475,0.2,0.37142857142857144,0.6857142857142857,-0.12049346672637122,0.6023809523809524,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,109.85714285714286,6523892.0,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,query_rerank,residual,,,35,7,5,1.0,3.2285714285714286,0.4390476190476191,0.2,0.34285714285714286,0.7428571428571429,-0.11614931835127729,0.0,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,105.14285714285714,6523887.285714285,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,rank_conjunction,all,0.25,,35,7,5,1.0,2.142857142857143,0.5833333333333334,0.2857142857142857,0.7142857142857143,1.0,-0.12049346672637122,0.6023809523809524,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,109.85714285714286,6523892.0,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,rank_conjunction,all,0.5,,35,7,5,1.0,2.142857142857143,0.6090476190476191,0.34285714285714286,0.7142857142857143,0.9428571428571428,-0.12049346672637122,0.6023809523809524,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,109.85714285714286,6523892.0,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,rank_conjunction,all,1.0,,35,7,5,1.0,2.3714285714285714,0.5838095238095238,0.34285714285714286,0.6285714285714286,0.9142857142857143,-0.12049346672637122,0.6023809523809524,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,109.85714285714286,6523892.0,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,rank_conjunction,all,2.0,,35,7,5,1.0,3.0285714285714285,0.4719047619047619,0.22857142857142856,0.4,0.7142857142857143,-0.12049346672637122,0.6023809523809524,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,109.85714285714286,6523892.0,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,rank_conjunction,residual,0.25,,35,7,5,1.0,2.142857142857143,0.5833333333333334,0.2857142857142857,0.7142857142857143,1.0,-0.11614931835127729,0.0,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,105.14285714285714,6523887.285714285,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,rank_conjunction,residual,0.5,,35,7,5,1.0,2.085714285714286,0.6185714285714285,0.34285714285714286,0.7714285714285715,0.9428571428571428,-0.11614931835127729,0.0,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,105.14285714285714,6523887.285714285,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,rank_conjunction,residual,1.0,,35,7,5,1.0,2.4285714285714284,0.5623809523809524,0.3142857142857143,0.5714285714285714,0.9142857142857143,-0.11614931835127729,0.0,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,105.14285714285714,6523887.285714285,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,rank_conjunction,residual,2.0,,35,7,5,1.0,2.9714285714285715,0.4604761904761905,0.2,0.4,0.8,-0.11614931835127729,0.0,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,105.14285714285714,6523887.285714285,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,threshold_conjunction,all,,-0.1833282858133316,35,7,5,1.0,5.114285714285714,0.407936507936508,0.2,0.4857142857142857,0.5428571428571428,-0.12049346672637122,0.6023809523809524,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,109.85714285714286,6523892.0,0.03498404286801815,0.0014637599998552884,0.03644780286787344
test,8,threshold_conjunction,residual,,-0.21166890859603882,35,7,5,1.0,4.885714285714286,0.4333333333333333,0.22857142857142856,0.5142857142857142,0.5714285714285714,-0.11614931835127729,0.0,22.142857142857142,22.142857142857142,24.428571428571427,6523757.714285715,105.14285714285714,6523887.285714285,0.03498404286801815,0.0014637599998552884,0.03644780286787344
validation,4,association,all,,,50,10,5,0.6,3.6,0.355,0.1,0.2,0.6,-0.0008497434978683789,0.5,21.1,21.1,21.1,7137689.6,82.9,7137793.6,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,query_rerank,all,,,50,10,5,0.6,3.04,0.5083333333333333,0.3,0.48,0.6,-0.0008497434978683789,0.5,21.1,21.1,21.1,7137689.6,82.9,7137793.6,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,query_rerank,residual,,,50,10,5,0.6,3.12,0.475,0.24,0.46,0.6,-0.018336034566164016,0.0,21.1,21.1,21.1,7137689.6,79.0,7137789.7,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,rank_conjunction,all,0.25,,50,10,5,0.6,3.6,0.355,0.1,0.2,0.6,-0.0008497434978683789,0.5,21.1,21.1,21.1,7137689.6,82.9,7137793.6,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,rank_conjunction,all,0.5,,50,10,5,0.6,3.56,0.36166666666666664,0.1,0.24,0.6,-0.0008497434978683789,0.5,21.1,21.1,21.1,7137689.6,82.9,7137793.6,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,rank_conjunction,all,1.0,,50,10,5,0.6,3.36,0.385,0.08,0.42,0.6,-0.0008497434978683789,0.5,21.1,21.1,21.1,7137689.6,82.9,7137793.6,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,rank_conjunction,all,2.0,,50,10,5,0.6,3.2,0.435,0.16,0.46,0.6,-0.0008497434978683789,0.5,21.1,21.1,21.1,7137689.6,82.9,7137793.6,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,rank_conjunction,residual,0.25,,50,10,5,0.6,3.6,0.355,0.1,0.2,0.6,-0.018336034566164016,0.0,21.1,21.1,21.1,7137689.6,79.0,7137789.7,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,rank_conjunction,residual,0.5,,50,10,5,0.6,3.54,0.36333333333333334,0.1,0.24,0.6,-0.018336034566164016,0.0,21.1,21.1,21.1,7137689.6,79.0,7137789.7,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,rank_conjunction,residual,1.0,,50,10,5,0.6,3.4,0.37833333333333335,0.08,0.38,0.6,-0.018336034566164016,0.0,21.1,21.1,21.1,7137689.6,79.0,7137789.7,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,rank_conjunction,residual,2.0,,50,10,5,0.6,3.3,0.39166666666666666,0.08,0.44,0.6,-0.018336034566164016,0.0,21.1,21.1,21.1,7137689.6,79.0,7137789.7,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,threshold_conjunction,all,,-0.1833282858133316,50,10,5,0.6,3.44,0.389,0.12,0.34,0.58,-0.0008497434978683789,0.5,21.1,21.1,21.1,7137689.6,82.9,7137793.6,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,4,threshold_conjunction,residual,,-0.21166890859603882,50,10,5,0.6,3.5,0.38299999999999995,0.12,0.32,0.56,-0.018336034566164016,0.0,21.1,21.1,21.1,7137689.6,79.0,7137789.7,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,association,all,,,50,10,5,0.9,4.1,0.3427777777777778,0.1,0.2,0.6,-0.052599168403281105,0.5074047619047619,21.1,21.1,21.1,7137689.6,116.2,7137826.9,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,query_rerank,all,,,50,10,5,0.9,3.38,0.49144444444444446,0.28,0.44,0.76,-0.052599168403281105,0.5074047619047619,21.1,21.1,21.1,7137689.6,116.2,7137826.9,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,query_rerank,residual,,,50,10,5,0.9,3.48,0.4621111111111111,0.24,0.38,0.74,-0.06558969223664866,0.0,21.1,21.1,21.1,7137689.6,110.8,7137821.5,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,rank_conjunction,all,0.25,,50,10,5,0.9,4.12,0.3421111111111111,0.1,0.2,0.6,-0.052599168403281105,0.5074047619047619,21.1,21.1,21.1,7137689.6,116.2,7137826.9,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,rank_conjunction,all,0.5,,50,10,5,0.9,4.08,0.3491111111111111,0.1,0.24,0.62,-0.052599168403281105,0.5074047619047619,21.1,21.1,21.1,7137689.6,116.2,7137826.9,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,rank_conjunction,all,1.0,,50,10,5,0.9,3.9,0.36596825396825394,0.08,0.38,0.64,-0.052599168403281105,0.5074047619047619,21.1,21.1,21.1,7137689.6,116.2,7137826.9,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,rank_conjunction,all,2.0,,50,10,5,0.9,3.66,0.4171111111111111,0.14,0.48,0.64,-0.052599168403281105,0.5074047619047619,21.1,21.1,21.1,7137689.6,116.2,7137826.9,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,rank_conjunction,residual,0.25,,50,10,5,0.9,4.12,0.3421111111111111,0.1,0.2,0.6,-0.06558969223664866,0.0,21.1,21.1,21.1,7137689.6,110.8,7137821.5,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,rank_conjunction,residual,0.5,,50,10,5,0.9,4.06,0.34144444444444444,0.08,0.24,0.62,-0.06558969223664866,0.0,21.1,21.1,21.1,7137689.6,110.8,7137821.5,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,rank_conjunction,residual,1.0,,50,10,5,0.9,3.9,0.3636349206349206,0.08,0.36,0.66,-0.06558969223664866,0.0,21.1,21.1,21.1,7137689.6,110.8,7137821.5,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,rank_conjunction,residual,2.0,,50,10,5,0.9,3.78,0.35244444444444445,0.02,0.44,0.68,-0.06558969223664866,0.0,21.1,21.1,21.1,7137689.6,110.8,7137821.5,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,threshold_conjunction,all,,-0.1833282858133316,50,10,5,0.9,3.9,0.3813333333333333,0.12,0.34,0.66,-0.052599168403281105,0.5074047619047619,21.1,21.1,21.1,7137689.6,116.2,7137826.9,0.08544621000764892,0.0020681819994933905,0.08751439200714231
validation,8,threshold_conjunction,residual,,-0.21166890859603882,50,10,5,0.9,4.3,0.3646666666666667,0.12,0.32,0.58,-0.06558969223664866,0.0,21.1,21.1,21.1,7137689.6,110.8,7137821.5,0.08544621000764892,0.0020681819994933905,0.08751439200714231
