backend,comparisons,device,difficulty,escalation_rate,evidence_recall,expected_active_kv_tokens,expected_layer_token_kv_states,hard_negative_nodes,hard_negative_noise,logical_tokens,max_budget_rate,measured,measurement_scope,memory_nodes,path_recall,probes,root_recall,search_latency_p50_seconds,search_latency_p95_seconds,seed,task_accuracy,threshold,training_regime
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004973340000002935,0.0005246874999998318,67,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,524288,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,0.0,4,0.0,0.0005072500000000701,0.0005421454000002157,67,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005072500000000701,0.0005421454000002157,67,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005072500000000701,0.0005421454000002157,67,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005072500000000701,0.0005421454000002157,67,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,2097152,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,0.0,4,0.0,0.0005630830000002973,0.0005958796000001598,67,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005630830000002973,0.0005958796000001598,67,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005630830000002973,0.0005958796000001598,67,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005630830000002973,0.0005958796000001598,67,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,8388608,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,0.0,4,0.0,0.0006333339999997634,0.0007466830999996787,67,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006333339999997634,0.0007466830999996787,67,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006333339999997634,0.0007466830999996787,67,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006333339999997634,0.0007466830999996787,67,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
