split,dataset,example_id,condition,evidence_recall,precision,mrr,ndcg,any_hit,path_completion,missed_evidence,logical_chunks,requested_chunks,resident_chunks,materialized_chunks,materialized_tokens,active_fraction,distractor_requests,routing_ms,gist_index_build_ms,token_index_build_ms,cold_discovery_ms,semantic_comparisons,token_comparisons
test,hotpotqa,5ab2b863554299295394685a,B0_gist,0.3333333333333333,0.25,0.25,0.20210734650054757,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,1.1907999869436026,2.2070000413805246,0.0,3.397800028324127,48,0
test,hotpotqa,5ab2b863554299295394685a,B1_bm25,0.3333333333333333,0.25,0.5,0.2960819109658652,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,111.11870012246072,2.0580999553203583,26.77679993212223,139.9536000099033,48,48
test,hotpotqa,5ab2b863554299295394685a,B2_exact,0.3333333333333333,0.25,1.0,0.46927872602275644,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,46.86479992233217,3.996900049969554,15.219399938359857,66.08109991066158,48,48
test,hotpotqa,5ab2b863554299295394685a,B3_weighted,0.3333333333333333,0.25,1.0,0.46927872602275644,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,48.5445000231266,2.4929000064730644,18.23569997213781,69.27310000173748,48,48
test,hotpotqa,5ab2b863554299295394685a,B4_approx,0.3333333333333333,0.25,1.0,0.46927872602275644,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,46.03200010024011,3.9621000178158283,19.26369988359511,69.25780000165105,48,48
test,hotpotqa,5ab2b863554299295394685a,H1_union,0.3333333333333333,0.25,0.25,0.20210734650054757,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,43.22850005701184,2.6229999493807554,20.89339983649552,66.74489984288812,48,48
test,hotpotqa,5ab2b863554299295394685a,H2_token_semantic,0.3333333333333333,0.25,1.0,0.46927872602275644,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,42.81740006990731,3.310200059786439,13.843099819496274,59.97069994919002,48,48
test,hotpotqa,5ab2b863554299295394685a,H3_semantic_token,0.3333333333333333,0.25,1.0,0.46927872602275644,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,45.84989999420941,2.5904998183250427,13.307400047779083,61.747799860313535,48,48
test,hotpotqa,5ab2b863554299295394685a,H4_cascade,0.3333333333333333,0.25,1.0,0.46927872602275644,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,36.197500070557,3.669199999421835,16.43570000305772,56.30240007303655,48,48
test,hotpotqa,5ab2b863554299295394685a,H5_iterative_hybrid,0.3333333333333333,0.25,1.0,0.46927872602275644,1.0,0.0,0.6666666666666667,48,4,48,0,0,0.0,3,114.64200005866587,3.7203000392764807,13.375099981203675,131.73740007914603,144,144
test,hotpotqa,5ab2b863554299295394685a,A1_broad_semantic,0.3333333333333333,0.125,0.25,0.20210734650054757,1.0,0.0,0.6666666666666667,48,8,48,0,0,0.0,7,2.427800092846155,2.353199990466237,0.0,4.781000083312392,48,0
test,hotpotqa,5ab2b863554299295394685a,O1_oracle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,48,3,48,0,0,0.0,0,0.027399975806474686,3.5653000231832266,0.0,3.5926999989897013,0,0
test,hotpotqa,5a710a915542994082a3e504,B0_gist,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,36,4,36,0,0,0.0,2,1.6951998695731163,2.6724999770522118,0.0,4.367699846625328,36,0
test,hotpotqa,5a710a915542994082a3e504,B1_bm25,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,36,4,36,0,0,0.0,1,34.35949981212616,3.6123001482337713,16.0992001183331,54.07100007869303,36,36
test,hotpotqa,5a710a915542994082a3e504,B2_exact,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,36,4,36,0,0,0.0,3,27.917100116610527,2.135499846190214,8.912199875339866,38.96479983814061,36,36
test,hotpotqa,5a710a915542994082a3e504,B3_weighted,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,36,4,36,0,0,0.0,3,46.480099903419614,2.5565000250935555,8.166800020262599,57.20339994877577,36,36
test,hotpotqa,5a710a915542994082a3e504,B4_approx,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,36,4,36,0,0,0.0,3,37.61919983662665,3.196400124579668,16.01640018634498,56.8320001475513,36,36
test,hotpotqa,5a710a915542994082a3e504,H1_union,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,36,4,36,0,0,0.0,2,38.30349980853498,2.942799823358655,11.459000175818801,52.705299807712436,36,36
test,hotpotqa,5a710a915542994082a3e504,H2_token_semantic,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,36,4,36,0,0,0.0,3,33.64100004546344,1.8533000256866217,9.446700103580952,44.941000174731016,36,36
test,hotpotqa,5a710a915542994082a3e504,H3_semantic_token,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,36,4,36,0,0,0.0,3,43.44990011304617,3.3592998515814543,11.743000010028481,58.552199974656105,36,36
test,hotpotqa,5a710a915542994082a3e504,H4_cascade,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,36,4,36,0,0,0.0,3,39.18379987590015,3.1399999279528856,14.617500128224492,56.94129993207753,36,36
test,hotpotqa,5a710a915542994082a3e504,H5_iterative_hybrid,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,36,4,36,0,0,0.0,3,72.80740002170205,3.2658998388797045,9.329000022262335,85.40229988284409,108,108
test,hotpotqa,5a710a915542994082a3e504,A1_broad_semantic,0.5,0.25,1.0,0.5855700749881525,1.0,0.0,0.5,36,8,36,0,0,0.0,6,1.4334002044051886,1.8300001975148916,0.0,3.26340040192008,36,0
test,hotpotqa,5a710a915542994082a3e504,O1_oracle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,36,4,36,0,0,0.0,0,0.014399876818060875,1.9434001296758652,0.0,1.957800006493926,0,0
test,hotpotqa,5adc93a4554299438c868e01,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,1.8146000802516937,3.4169000573456287,0.0,5.2315001375973225,38,0
test,hotpotqa,5adc93a4554299438c868e01,B1_bm25,0.4,0.5,1.0,0.6366824387328317,1.0,0.0,0.6,38,4,38,0,0,0.0,2,28.392900014296174,3.1892999541014433,15.217999927699566,46.80019989609718,38,38
test,hotpotqa,5adc93a4554299438c868e01,B2_exact,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,23.044300032779574,1.896300120279193,15.078499913215637,40.019100066274405,38,38
test,hotpotqa,5adc93a4554299438c868e01,B3_weighted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,21.635500015690923,2.7817999944090843,10.11939998716116,34.53669999726117,38,38
test,hotpotqa,5adc93a4554299438c868e01,B4_approx,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,25.242399889975786,3.236300079151988,13.83540011011064,42.314100079238415,38,38
test,hotpotqa,5adc93a4554299438c868e01,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,25.220199953764677,3.192200092598796,13.907500077039003,42.319900123402476,38,38
test,hotpotqa,5adc93a4554299438c868e01,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,34.52509990893304,2.210299950093031,10.37219981662929,47.107599675655365,38,38
test,hotpotqa,5adc93a4554299438c868e01,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,20.73110011406243,1.9613998010754585,10.348299983888865,33.04079989902675,38,38
test,hotpotqa,5adc93a4554299438c868e01,H4_cascade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,20.832100184634328,2.019300125539303,10.408799862489104,33.260200172662735,38,38
test,hotpotqa,5adc93a4554299438c868e01,H5_iterative_hybrid,0.2,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.8,38,4,38,0,0,0.0,3,68.79799999296665,1.9338000565767288,16.05869992636144,86.79049997590482,114,114
test,hotpotqa,5adc93a4554299438c868e01,A1_broad_semantic,0.2,0.125,0.16666666666666666,0.1208113026994942,1.0,0.0,0.8,38,8,38,0,0,0.0,7,2.2897999733686447,3.5655999090522528,0.0,5.8553998824208975,38,0
test,hotpotqa,5adc93a4554299438c868e01,O1_oracle,0.8,1.0,1.0,1.0,1.0,0.0,0.19999999999999996,38,4,38,0,0,0.0,0,0.018300022929906845,3.2184000592678785,0.0,3.2367000821977854,0,0
test,hotpotqa,5ab7f97a5542991d322237ef,B0_gist,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,126,4,126,0,0,0.0,2,1.558799995109439,5.920700030401349,0.0,7.479500025510788,126,0
test,hotpotqa,5ab7f97a5542991d322237ef,B1_bm25,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,126,4,126,0,0,0.0,1,56.90769990906119,7.338199997320771,50.235699862241745,114.48159976862371,126,126
test,hotpotqa,5ab7f97a5542991d322237ef,B2_exact,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,126,4,126,0,0,0.0,2,53.32339997403324,5.682999966666102,39.47509988211095,98.48149982281029,126,126
test,hotpotqa,5ab7f97a5542991d322237ef,B3_weighted,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,126,4,126,0,0,0.0,2,64.42780001088977,8.774799993261695,47.10090020671487,120.30350021086633,126,126
test,hotpotqa,5ab7f97a5542991d322237ef,B4_approx,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,126,4,126,0,0,0.0,2,68.8050000462681,11.012599803507328,45.0097001157701,124.82729996554554,126,126
test,hotpotqa,5ab7f97a5542991d322237ef,H1_union,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,126,4,126,0,0,0.0,2,53.898500045761466,9.63909993879497,35.015499917790294,98.55309990234673,126,126
test,hotpotqa,5ab7f97a5542991d322237ef,H2_token_semantic,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,126,4,126,0,0,0.0,2,71.5224000159651,6.464799866080284,39.91560009308159,117.90279997512698,126,126
test,hotpotqa,5ab7f97a5542991d322237ef,H3_semantic_token,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,126,4,126,0,0,0.0,2,67.96839996241033,9.141900110989809,31.75359987653792,108.86389994993806,126,126
test,hotpotqa,5ab7f97a5542991d322237ef,H4_cascade,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,126,4,126,0,0,0.0,2,53.58950002118945,10.851799976080656,43.23459998704493,107.67589998431504,126,126
test,hotpotqa,5ab7f97a5542991d322237ef,H5_iterative_hybrid,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,126,4,126,0,0,0.0,1,215.25299991481006,7.309499895200133,35.42249999009073,257.9849998001009,378,378
test,hotpotqa,5ab7f97a5542991d322237ef,A1_broad_semantic,0.5,0.25,1.0,0.5855700749881525,1.0,0.0,0.5,126,8,126,0,0,0.0,6,1.6568999271839857,8.641900029033422,0.0,10.298799956217408,126,0
test,hotpotqa,5ab7f97a5542991d322237ef,O1_oracle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,126,4,126,0,0,0.0,0,0.039499951526522636,6.710000103339553,0.0,6.7495000548660755,0,0
test,hotpotqa,5a8888e35542997e5c09a5f6,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,1.2826998718082905,1.815199851989746,0.0,3.0978997237980366,39,0
test,hotpotqa,5a8888e35542997e5c09a5f6,B1_bm25,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,39,4,39,0,0,0.0,3,25.04219999536872,1.8013000953942537,11.62810018286109,38.47160027362406,39,39
test,hotpotqa,5a8888e35542997e5c09a5f6,B2_exact,0.25,0.25,0.5,0.24630238874073,1.0,0.0,0.75,39,4,39,0,0,0.0,3,30.001299921423197,3.2538000959903,13.94080021418631,47.19590023159981,39,39
test,hotpotqa,5a8888e35542997e5c09a5f6,B3_weighted,0.25,0.25,0.5,0.24630238874073,1.0,0.0,0.75,39,4,39,0,0,0.0,3,27.36329985782504,3.2953000627458096,18.215799937024713,48.87439985759556,39,39
test,hotpotqa,5a8888e35542997e5c09a5f6,B4_approx,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,21.33700018748641,3.44330002553761,12.13089982047677,36.91120003350079,39,39
test,hotpotqa,5a8888e35542997e5c09a5f6,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,26.44390007480979,1.9475000444799662,9.175699902698398,37.56710002198815,39,39
test,hotpotqa,5a8888e35542997e5c09a5f6,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,31.881000148132443,2.2422000765800476,10.618699947372079,44.74190017208457,39,39
test,hotpotqa,5a8888e35542997e5c09a5f6,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,33.39230013079941,3.1566000543534756,17.745699966326356,54.294600151479244,39,39
test,hotpotqa,5a8888e35542997e5c09a5f6,H4_cascade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,20.672300131991506,1.9825000781565905,10.815400164574385,33.47020037472248,39,39
test,hotpotqa,5a8888e35542997e5c09a5f6,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,77.15549995191395,1.9302000291645527,10.435699950903654,89.52139993198216,117,117
test,hotpotqa,5a8888e35542997e5c09a5f6,A1_broad_semantic,0.25,0.125,0.16666666666666666,0.13905617951077562,1.0,0.0,0.75,39,8,39,0,0,0.0,7,2.21649999730289,3.215600037947297,0.0,5.432100035250187,39,0
test,hotpotqa,5a8888e35542997e5c09a5f6,O1_oracle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,39,4,39,0,0,0.0,0,0.027300091460347176,3.9490999188274145,0.0,3.9764000102877617,0,0
test,hotpotqa,5a8c8502554299585d9e36d0,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,4,55,0,0,0.0,4,1.8907999619841576,4.077200079336762,0.0,5.96800004132092,55,0
test,hotpotqa,5a8c8502554299585d9e36d0,B1_bm25,0.6,0.75,1.0,0.8318724637288826,1.0,0.0,0.4,55,4,55,0,0,0.0,1,52.455299999564886,4.004199989140034,17.452599946409464,73.91209993511438,55,55
test,hotpotqa,5a8c8502554299585d9e36d0,B2_exact,0.2,0.25,0.5,0.24630238874073,1.0,0.0,0.8,55,4,55,0,0,0.0,3,33.82649994455278,3.9752000011503696,14.194899937137961,51.99659988284111,55,55
test,hotpotqa,5a8c8502554299585d9e36d0,B3_weighted,0.2,0.25,0.5,0.24630238874073,1.0,0.0,0.8,55,4,55,0,0,0.0,3,56.16719997487962,2.700299955904484,22.177600068971515,81.04509999975562,55,55
test,hotpotqa,5a8c8502554299585d9e36d0,B4_approx,0.4,0.5,0.5,0.44149241373678083,1.0,0.0,0.6,55,4,55,0,0,0.0,2,43.93070004880428,2.783800009638071,15.117899980396032,61.83240003883839,55,55
test,hotpotqa,5a8c8502554299585d9e36d0,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,4,55,0,0,0.0,4,44.33390009216964,2.655700081959367,16.338499961420894,63.3281001355499,55,55
test,hotpotqa,5a8c8502554299585d9e36d0,H2_token_semantic,0.4,0.5,0.5,0.4144299250118475,1.0,0.0,0.6,55,4,55,0,0,0.0,2,48.88100014068186,3.2337999437004328,24.620699929073453,76.73550001345575,55,55
test,hotpotqa,5a8c8502554299585d9e36d0,H3_semantic_token,0.4,0.5,0.5,0.4144299250118475,1.0,0.0,0.6,55,4,55,0,0,0.0,2,45.484700007364154,4.681700142100453,23.50110001862049,73.6675001680851,55,55
test,hotpotqa,5a8c8502554299585d9e36d0,H4_cascade,0.2,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.8,55,4,55,0,0,0.0,3,41.19219980202615,4.995999857783318,18.98079994134605,65.16899960115552,55,55
test,hotpotqa,5a8c8502554299585d9e36d0,H5_iterative_hybrid,0.2,0.25,0.5,0.24630238874073,1.0,0.0,0.8,55,4,55,0,0,0.0,3,121.30849994719028,2.7742001693695784,18.25339999049902,142.33610010705888,165,165
test,hotpotqa,5a8c8502554299585d9e36d0,A1_broad_semantic,0.2,0.125,0.125,0.10699313236726378,1.0,0.0,0.8,55,8,55,0,0,0.0,7,1.66529999114573,4.651899915188551,0.0,6.317199906334281,55,0
test,hotpotqa,5a8c8502554299585d9e36d0,O1_oracle,0.8,1.0,1.0,1.0,1.0,0.0,0.19999999999999996,55,4,55,0,0,0.0,0,0.020399922505021095,3.344000084325671,0.0,3.3644000068306923,0,0
test,hotpotqa,5a84c4bb5542991dd0999dec,B0_gist,0.2857142857142857,0.5,1.0,0.6366824387328317,1.0,0.0,0.7142857142857143,47,4,47,0,0,0.0,2,1.853700028732419,2.9522001277655363,0.0,4.805900156497955,47,0
test,hotpotqa,5a84c4bb5542991dd0999dec,B1_bm25,0.2857142857142857,0.5,1.0,0.6366824387328317,1.0,0.0,0.7142857142857143,47,4,47,0,0,0.0,2,48.104200046509504,2.680400153622031,19.7476998437196,70.53230004385114,47,47
test,hotpotqa,5a84c4bb5542991dd0999dec,B2_exact,0.2857142857142857,0.5,1.0,0.5855700749881525,1.0,0.0,0.7142857142857143,47,4,47,0,0,0.0,2,35.18090001307428,3.905300050973892,19.80109978467226,58.88729984872043,47,47
test,hotpotqa,5a84c4bb5542991dd0999dec,B3_weighted,0.2857142857142857,0.5,1.0,0.5855700749881525,1.0,0.0,0.7142857142857143,47,4,47,0,0,0.0,2,51.86629993841052,2.2754999808967113,17.69770006649196,71.8394999857992,47,47
test,hotpotqa,5a84c4bb5542991dd0999dec,B4_approx,0.2857142857142857,0.5,1.0,0.5855700749881525,1.0,0.0,0.7142857142857143,47,4,47,0,0,0.0,2,50.11720000766218,3.8684001192450523,14.987600035965443,68.97320016287267,47,47
test,hotpotqa,5a84c4bb5542991dd0999dec,H1_union,0.2857142857142857,0.5,1.0,0.6366824387328317,1.0,0.0,0.7142857142857143,47,4,47,0,0,0.0,2,46.06979992240667,4.329700022935867,21.138499956578016,71.53799990192056,47,47
test,hotpotqa,5a84c4bb5542991dd0999dec,H2_token_semantic,0.42857142857142855,0.75,1.0,0.75369761125927,1.0,0.0,0.5714285714285714,47,4,47,0,0,0.0,1,33.89240009710193,2.2990000434219837,18.49370007403195,54.68510021455586,47,47
test,hotpotqa,5a84c4bb5542991dd0999dec,H3_semantic_token,0.42857142857142855,0.75,1.0,0.75369761125927,1.0,0.0,0.5714285714285714,47,4,47,0,0,0.0,1,46.95060010999441,2.2809000220149755,14.829899882897735,64.06140001490712,47,47
test,hotpotqa,5a84c4bb5542991dd0999dec,H4_cascade,0.2857142857142857,0.5,1.0,0.5855700749881525,1.0,0.0,0.7142857142857143,47,4,47,0,0,0.0,2,58.095499873161316,2.567899879068136,17.74840010330081,78.41179985553026,47,47
test,hotpotqa,5a84c4bb5542991dd0999dec,H5_iterative_hybrid,0.14285714285714285,0.25,1.0,0.3903800499921017,1.0,0.0,0.8571428571428572,47,4,47,0,0,0.0,3,103.55350002646446,4.081099992617965,20.651299972087145,128.28589999116957,141,141
test,hotpotqa,5a84c4bb5542991dd0999dec,A1_broad_semantic,0.2857142857142857,0.25,1.0,0.4483039899025303,1.0,0.0,0.7142857142857143,47,8,47,0,0,0.0,6,1.4126000460237265,2.287300070747733,0.0,3.6999001167714596,47,0
test,hotpotqa,5a84c4bb5542991dd0999dec,O1_oracle,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,47,4,47,0,0,0.0,0,0.016799895092844963,2.0713999401777983,0.0,2.0881998352706432,0,0
test,hotpotqa,5abbd4035542993f40c73bcb,B0_gist,0.14285714285714285,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.8571428571428572,50,4,50,0,0,0.0,3,1.2616000603884459,4.373000003397465,0.0,5.634600063785911,50,0
test,hotpotqa,5abbd4035542993f40c73bcb,B1_bm25,0.42857142857142855,0.75,1.0,0.75369761125927,1.0,0.0,0.5714285714285714,50,4,50,0,0,0.0,1,90.20159998908639,2.1687999833375216,13.305999804288149,105.67639977671206,50,50
test,hotpotqa,5abbd4035542993f40c73bcb,B2_exact,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,50,4,50,0,0,0.0,0,65.69989980198443,4.103600047528744,13.338400050997734,83.14189990051091,50,50
test,hotpotqa,5abbd4035542993f40c73bcb,B3_weighted,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,50,4,50,0,0,0.0,0,67.90779996663332,2.4240000639110804,20.87739994749427,91.20919997803867,50,50
test,hotpotqa,5abbd4035542993f40c73bcb,B4_approx,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,50,4,50,0,0,0.0,0,68.51679994724691,3.534599905833602,11.726099997758865,83.77749985083938,50,50
test,hotpotqa,5abbd4035542993f40c73bcb,H1_union,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,50,4,50,0,0,0.0,0,70.46980015002191,2.617000136524439,15.44119999743998,88.52800028398633,50,50
test,hotpotqa,5abbd4035542993f40c73bcb,H2_token_semantic,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,50,4,50,0,0,0.0,0,97.57630014792085,2.4184000212699175,18.78220005892217,118.77690022811294,50,50
test,hotpotqa,5abbd4035542993f40c73bcb,H3_semantic_token,0.42857142857142855,0.75,1.0,0.8318724637288826,1.0,0.0,0.5714285714285714,50,4,50,0,0,0.0,1,85.00810014083982,4.001700086519122,21.984299877658486,110.99410010501742,50,50
test,hotpotqa,5abbd4035542993f40c73bcb,H4_cascade,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,50,4,50,0,0,0.0,0,85.35640011541545,3.9923000149428844,15.99529990926385,105.34400003962219,50,50
test,hotpotqa,5abbd4035542993f40c73bcb,H5_iterative_hybrid,0.42857142857142855,0.75,1.0,0.8318724637288826,1.0,0.0,0.5714285714285714,50,4,50,0,0,0.0,1,136.41320005990565,4.004099871963263,22.82819990068674,163.24549983255565,150,150
test,hotpotqa,5abbd4035542993f40c73bcb,A1_broad_semantic,0.42857142857142855,0.375,0.3333333333333333,0.3269765361118768,1.0,0.0,0.5714285714285714,50,8,50,0,0,0.0,5,1.5118999872356653,2.4835998192429543,0.0,3.9954998064786196,50,0
test,hotpotqa,5abbd4035542993f40c73bcb,O1_oracle,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,50,4,50,0,0,0.0,0,0.05469983443617821,2.1831998601555824,0.0,2.2378996945917606,0,0
test,hotpotqa,5ae6143f5542996de7b71b2d,B0_gist,0.2,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.8,55,4,55,0,0,0.0,3,1.357699977234006,3.943899879232049,0.0,5.301599856466055,55,0
test,hotpotqa,5ae6143f5542996de7b71b2d,B1_bm25,0.2,0.25,1.0,0.3903800499921017,1.0,0.0,0.8,55,4,55,0,0,0.0,3,30.84069979377091,2.4981999304145575,17.49019999988377,50.82909972406924,55,55
test,hotpotqa,5ae6143f5542996de7b71b2d,B2_exact,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,4,55,0,0,0.0,4,39.777199970558286,6.139399949461222,21.358800120651722,67.27540004067123,55,55
test,hotpotqa,5ae6143f5542996de7b71b2d,B3_weighted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,4,55,0,0,0.0,4,42.92459995485842,2.6020000223070383,19.818499917164445,65.3450998943299,55,55
test,hotpotqa,5ae6143f5542996de7b71b2d,B4_approx,0.2,0.25,0.25,0.16812753627111746,1.0,0.0,0.8,55,4,55,0,0,0.0,3,36.08289989642799,2.5983001105487347,20.686599891632795,59.36779989860952,55,55
test,hotpotqa,5ae6143f5542996de7b71b2d,H1_union,0.2,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.8,55,4,55,0,0,0.0,3,45.67599995061755,3.3030000049620867,15.16610011458397,64.14510007016361,55,55
test,hotpotqa,5ae6143f5542996de7b71b2d,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,4,55,0,0,0.0,4,31.53309994377196,4.895099904388189,25.04469989798963,61.47289974614978,55,55
test,hotpotqa,5ae6143f5542996de7b71b2d,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,4,55,0,0,0.0,4,42.237799847498536,2.8322001453489065,19.77350004017353,64.84350003302097,55,55
test,hotpotqa,5ae6143f5542996de7b71b2d,H4_cascade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,4,55,0,0,0.0,4,42.80410008504987,4.316499922424555,24.850100046023726,71.97070005349815,55,55
test,hotpotqa,5ae6143f5542996de7b71b2d,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,4,55,0,0,0.0,4,125.25789998471737,4.339399980381131,16.38070004992187,145.97800001502037,165,165
test,hotpotqa,5ae6143f5542996de7b71b2d,A1_broad_semantic,0.2,0.125,0.3333333333333333,0.16958010263680806,1.0,0.0,0.8,55,8,55,0,0,0.0,7,2.5699001271277666,5.069500068202615,0.0,7.639400195330381,55,0
test,hotpotqa,5ae6143f5542996de7b71b2d,O1_oracle,0.8,1.0,1.0,1.0,1.0,0.0,0.19999999999999996,55,4,55,0,0,0.0,0,0.039800070226192474,4.49949991889298,0.0,4.539299989119172,0,0
test,hotpotqa,5a7e513a5542994959419996,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,4,29,0,0,0.0,4,2.017199993133545,2.3674999829381704,0.0,4.384699976071715,29,0
test,hotpotqa,5a7e513a5542994959419996,B1_bm25,0.75,0.75,1.0,0.75369761125927,1.0,0.0,0.25,29,4,29,0,0,0.0,1,19.782699877396226,2.4967999197542667,14.766100095584989,37.04559989273548,29,29
test,hotpotqa,5a7e513a5542994959419996,B2_exact,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,29,4,29,0,0,0.0,2,24.143800139427185,1.5273001044988632,9.437300032004714,35.10840027593076,29,29
test,hotpotqa,5a7e513a5542994959419996,B3_weighted,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,29,4,29,0,0,0.0,2,19.366899970918894,2.245600102469325,10.0316999014467,31.64419997483492,29,29
test,hotpotqa,5a7e513a5542994959419996,B4_approx,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,29,4,29,0,0,0.0,3,18.115000100806355,1.5279001090675592,6.911200005561113,26.554100215435028,29,29
test,hotpotqa,5a7e513a5542994959419996,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,4,29,0,0,0.0,4,19.51260003261268,1.765300054103136,13.203199952840805,34.48110003955662,29,29
test,hotpotqa,5a7e513a5542994959419996,H2_token_semantic,0.5,0.5,1.0,0.5585075862632192,1.0,0.0,0.5,29,4,29,0,0,0.0,2,29.174800030887127,2.610200084745884,7.408499950543046,39.19350006617606,29,29
test,hotpotqa,5a7e513a5542994959419996,H3_semantic_token,0.5,0.5,1.0,0.5585075862632192,1.0,0.0,0.5,29,4,29,0,0,0.0,2,24.666399927809834,2.77339993044734,9.028200060129166,36.46799991838634,29,29
test,hotpotqa,5a7e513a5542994959419996,H4_cascade,0.5,0.5,0.5,0.4144299250118475,1.0,0.0,0.5,29,4,29,0,0,0.0,2,24.642900098115206,2.5794999673962593,13.212400022894144,40.43480008840561,29,29
