actual_complete_oracle,actual_oracle_recall,budget_parents,dataset,example_id,fraction,method,protected_complete_oracle,protected_oracle_recall,protected_selected_ids,seed
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.05,local_gist_closure,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.05,native_qk_max_topk_p20,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.05,native_qk_top4_topk_p20,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.1,parent_closure,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.1,local_gist_closure,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.1,native_qk_max_topk_p20,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.1,native_qk_top4_topk_p20,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.2,parent_closure,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.2,local_gist_closure,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.2,native_qk_max_topk_p20,0.0,0.0,[2],11
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.2,native_qk_top4_topk_p20,0.0,0.0,[2],11
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.3,parent_closure,0.0,0.5,"[0, 2]",11
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.3,local_gist_closure,0.0,0.5,"[0, 2]",11
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.3,native_qk_max_topk_p20,0.0,0.5,"[0, 2]",11
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.3,native_qk_top4_topk_p20,0.0,0.5,"[0, 2]",11
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.4,parent_closure,0.0,0.5,"[0, 2]",11
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.4,local_gist_closure,0.0,0.5,"[0, 2]",11
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.4,native_qk_max_topk_p20,0.0,0.5,"[0, 2]",11
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.4,native_qk_top4_topk_p20,0.0,0.5,"[0, 2]",11
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.05,parent_closure,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.05,local_gist_closure,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.05,native_qk_max_topk_p20,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.05,native_qk_top4_topk_p20,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.1,parent_closure,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.1,local_gist_closure,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.1,native_qk_max_topk_p20,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.1,native_qk_top4_topk_p20,0.0,0.0,[1],11
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.2,parent_closure,0.0,0.5,"[1, 3]",11
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.2,local_gist_closure,0.0,0.5,"[1, 3]",11
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.2,native_qk_max_topk_p20,0.0,0.5,"[1, 3]",11
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.2,native_qk_top4_topk_p20,0.0,0.5,"[1, 3]",11
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.3,parent_closure,0.0,0.5,"[1, 3]",11
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.3,local_gist_closure,0.0,0.5,"[1, 3]",11
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.3,native_qk_max_topk_p20,0.0,0.5,"[1, 3]",11
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.3,native_qk_top4_topk_p20,0.0,0.5,"[1, 3]",11
1.0,1.0,3,hotpotqa,5ab2b863554299295394685a,0.4,parent_closure,1.0,1.0,"[1, 3, 4]",11
1.0,1.0,3,hotpotqa,5ab2b863554299295394685a,0.4,local_gist_closure,1.0,1.0,"[1, 3, 4]",11
0.0,0.5,3,hotpotqa,5ab2b863554299295394685a,0.4,native_qk_max_topk_p20,0.0,0.5,"[1, 3, 5]",11
1.0,1.0,3,hotpotqa,5ab2b863554299295394685a,0.4,native_qk_top4_topk_p20,1.0,1.0,"[1, 3, 4]",11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.05,parent_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.05,local_gist_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.05,native_qk_max_topk_p20,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.05,native_qk_top4_topk_p20,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.1,parent_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.1,local_gist_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.1,native_qk_max_topk_p20,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.1,native_qk_top4_topk_p20,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.2,parent_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.2,local_gist_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.2,native_qk_max_topk_p20,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.2,native_qk_top4_topk_p20,0.0,0.0,[0],11
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.3,parent_closure,0.0,0.5,"[0, 1]",11
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.3,local_gist_closure,0.0,0.5,"[0, 1]",11
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.3,native_qk_max_topk_p20,0.0,0.5,"[0, 1]",11
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.3,native_qk_top4_topk_p20,0.0,0.5,"[0, 1]",11
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.4,parent_closure,0.0,0.5,"[0, 1]",11
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.4,local_gist_closure,0.0,0.5,"[0, 1]",11
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.4,native_qk_max_topk_p20,0.0,0.5,"[0, 1]",11
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.4,native_qk_top4_topk_p20,0.0,0.5,"[0, 1]",11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.05,parent_closure,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.05,local_gist_closure,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.05,native_qk_max_topk_p20,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.05,native_qk_top4_topk_p20,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.1,parent_closure,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.1,local_gist_closure,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.1,native_qk_max_topk_p20,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.1,native_qk_top4_topk_p20,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.2,parent_closure,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.2,local_gist_closure,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.2,native_qk_max_topk_p20,0.0,0.3333333333333333,[0],11
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.2,native_qk_top4_topk_p20,0.0,0.3333333333333333,[0],11
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.3,parent_closure,0.0,0.6666666666666666,"[0, 1]",11
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.3,local_gist_closure,0.0,0.6666666666666666,"[0, 1]",11
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.3,native_qk_max_topk_p20,0.0,0.6666666666666666,"[0, 1]",11
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.3,native_qk_top4_topk_p20,0.0,0.6666666666666666,"[0, 1]",11
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.4,parent_closure,0.0,0.6666666666666666,"[0, 1]",11
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.4,local_gist_closure,0.0,0.6666666666666666,"[0, 1]",11
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.4,native_qk_max_topk_p20,0.0,0.6666666666666666,"[0, 1]",11
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.4,native_qk_top4_topk_p20,0.0,0.6666666666666666,"[0, 1]",11
0.0,0.0,1,hotpotqa,5ab7f97a5542991d322237ef,0.05,parent_closure,0.0,0.0,[13],11
0.0,0.0,1,hotpotqa,5ab7f97a5542991d322237ef,0.05,local_gist_closure,0.0,0.0,[13],11
0.0,0.0,1,hotpotqa,5ab7f97a5542991d322237ef,0.05,native_qk_max_topk_p20,0.0,0.0,[13],11
0.0,0.0,1,hotpotqa,5ab7f97a5542991d322237ef,0.05,native_qk_top4_topk_p20,0.0,0.0,[13],11
0.0,0.5,2,hotpotqa,5ab7f97a5542991d322237ef,0.1,parent_closure,0.0,0.5,"[13, 15]",11
0.0,0.0,2,hotpotqa,5ab7f97a5542991d322237ef,0.1,local_gist_closure,0.0,0.5,"[13, 15]",11
0.0,0.0,2,hotpotqa,5ab7f97a5542991d322237ef,0.1,native_qk_max_topk_p20,0.0,0.5,"[13, 15]",11
0.0,0.0,2,hotpotqa,5ab7f97a5542991d322237ef,0.1,native_qk_top4_topk_p20,0.0,0.5,"[13, 15]",11
0.0,0.5,4,hotpotqa,5ab7f97a5542991d322237ef,0.2,parent_closure,0.0,0.5,"[6, 12, 13, 15]",11
0.0,0.5,4,hotpotqa,5ab7f97a5542991d322237ef,0.2,local_gist_closure,0.0,0.5,"[11, 12, 13, 15]",11
0.0,0.5,4,hotpotqa,5ab7f97a5542991d322237ef,0.2,native_qk_max_topk_p20,0.0,0.5,"[1, 11, 13, 15]",11
0.0,0.5,4,hotpotqa,5ab7f97a5542991d322237ef,0.2,native_qk_top4_topk_p20,0.0,0.5,"[11, 12, 13, 15]",11
0.0,0.5,5,hotpotqa,5ab7f97a5542991d322237ef,0.3,parent_closure,1.0,1.0,"[0, 12, 13, 14, 15]",11
0.0,0.5,5,hotpotqa,5ab7f97a5542991d322237ef,0.3,local_gist_closure,1.0,1.0,"[0, 12, 13, 14, 15]",11
0.0,0.5,5,hotpotqa,5ab7f97a5542991d322237ef,0.3,native_qk_max_topk_p20,1.0,1.0,"[0, 11, 13, 14, 15]",11
0.0,0.5,5,hotpotqa,5ab7f97a5542991d322237ef,0.3,native_qk_top4_topk_p20,1.0,1.0,"[0, 12, 13, 14, 15]",11
0.0,0.5,7,hotpotqa,5ab7f97a5542991d322237ef,0.4,parent_closure,1.0,1.0,"[0, 2, 6, 12, 13, 14, 15]",11
0.0,0.5,7,hotpotqa,5ab7f97a5542991d322237ef,0.4,local_gist_closure,1.0,1.0,"[0, 10, 11, 12, 13, 14, 15]",11
0.0,0.5,7,hotpotqa,5ab7f97a5542991d322237ef,0.4,native_qk_max_topk_p20,1.0,1.0,"[0, 1, 11, 12, 13, 14, 15]",11
0.0,0.5,7,hotpotqa,5ab7f97a5542991d322237ef,0.4,native_qk_top4_topk_p20,1.0,1.0,"[0, 1, 11, 12, 13, 14, 15]",11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.05,parent_closure,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.05,local_gist_closure,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.05,native_qk_max_topk_p20,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.05,native_qk_top4_topk_p20,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.1,parent_closure,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.1,local_gist_closure,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.1,native_qk_max_topk_p20,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.1,native_qk_top4_topk_p20,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.2,parent_closure,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.2,local_gist_closure,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.2,native_qk_max_topk_p20,0.0,0.5,[4],11
0.0,0.5,1,hotpotqa,5a8888e35542997e5c09a5f6,0.2,native_qk_top4_topk_p20,0.0,0.5,[4],11
1.0,1.0,2,hotpotqa,5a8888e35542997e5c09a5f6,0.3,parent_closure,1.0,1.0,"[2, 4]",11
1.0,1.0,2,hotpotqa,5a8888e35542997e5c09a5f6,0.3,local_gist_closure,1.0,1.0,"[2, 4]",11
1.0,1.0,2,hotpotqa,5a8888e35542997e5c09a5f6,0.3,native_qk_max_topk_p20,1.0,1.0,"[2, 4]",11
1.0,1.0,2,hotpotqa,5a8888e35542997e5c09a5f6,0.3,native_qk_top4_topk_p20,1.0,1.0,"[2, 4]",11
1.0,1.0,2,hotpotqa,5a8888e35542997e5c09a5f6,0.4,parent_closure,1.0,1.0,"[2, 4]",11
1.0,1.0,2,hotpotqa,5a8888e35542997e5c09a5f6,0.4,local_gist_closure,1.0,1.0,"[2, 4]",11
1.0,1.0,2,hotpotqa,5a8888e35542997e5c09a5f6,0.4,native_qk_max_topk_p20,1.0,1.0,"[2, 4]",11
1.0,1.0,2,hotpotqa,5a8888e35542997e5c09a5f6,0.4,native_qk_top4_topk_p20,1.0,1.0,"[2, 4]",11
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.05,parent_closure,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.05,local_gist_closure,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.05,native_qk_max_topk_p20,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.05,native_qk_top4_topk_p20,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.1,parent_closure,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.1,local_gist_closure,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.1,native_qk_max_topk_p20,0.0,0.0,[1],11
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.1,native_qk_top4_topk_p20,0.0,0.0,[1],11
0.0,0.0,2,hotpotqa,5a8c8502554299585d9e36d0,0.2,parent_closure,0.0,0.0,"[1, 2]",11
0.0,0.0,2,hotpotqa,5a8c8502554299585d9e36d0,0.2,local_gist_closure,0.0,0.0,"[0, 1]",11
0.0,0.0,2,hotpotqa,5a8c8502554299585d9e36d0,0.2,native_qk_max_topk_p20,0.0,0.0,"[0, 1]",11
0.0,0.0,2,hotpotqa,5a8c8502554299585d9e36d0,0.2,native_qk_top4_topk_p20,0.0,0.0,"[0, 1]",11
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.3,parent_closure,0.0,0.5,"[1, 2, 4]",11
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.3,local_gist_closure,0.0,0.5,"[1, 2, 4]",11
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.3,native_qk_max_topk_p20,0.0,0.5,"[1, 2, 4]",11
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.3,native_qk_top4_topk_p20,0.0,0.5,"[1, 2, 4]",11
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.4,parent_closure,0.0,0.5,"[1, 2, 4]",11
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.4,local_gist_closure,0.0,0.5,"[1, 2, 4]",11
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.4,native_qk_max_topk_p20,0.0,0.5,"[1, 2, 4]",11
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.4,native_qk_top4_topk_p20,0.0,0.5,"[1, 2, 4]",11
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.05,parent_closure,0.0,0.0,[3],11
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.05,local_gist_closure,0.0,0.0,[3],11
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.05,native_qk_max_topk_p20,0.0,0.0,[3],11
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.05,native_qk_top4_topk_p20,0.0,0.0,[3],11
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.1,parent_closure,0.0,0.0,[3],11
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.1,local_gist_closure,0.0,0.0,[3],11
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.1,native_qk_max_topk_p20,0.0,0.0,[3],11
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.1,native_qk_top4_topk_p20,0.0,0.0,[3],11
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.2,parent_closure,0.0,0.0,"[3, 4]",11
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.2,local_gist_closure,0.0,0.0,"[3, 4]",11
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.2,native_qk_max_topk_p20,0.0,0.0,"[3, 4]",11
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.2,native_qk_top4_topk_p20,0.0,0.0,"[3, 4]",11
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.3,parent_closure,0.0,0.0,"[3, 4]",11
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.3,local_gist_closure,0.0,0.0,"[3, 4]",11
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.3,native_qk_max_topk_p20,0.0,0.0,"[3, 4]",11
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.3,native_qk_top4_topk_p20,0.0,0.0,"[3, 4]",11
0.0,0.5,3,hotpotqa,5a84c4bb5542991dd0999dec,0.4,parent_closure,0.0,0.5,"[3, 4, 5]",11
0.0,0.5,3,hotpotqa,5a84c4bb5542991dd0999dec,0.4,local_gist_closure,0.0,0.5,"[3, 4, 5]",11
0.0,0.5,3,hotpotqa,5a84c4bb5542991dd0999dec,0.4,native_qk_max_topk_p20,0.0,0.5,"[3, 4, 5]",11
0.0,0.5,3,hotpotqa,5a84c4bb5542991dd0999dec,0.4,native_qk_top4_topk_p20,0.0,0.5,"[3, 4, 5]",11
0.0,0.0,1,hotpotqa,5abbd4035542993f40c73bcb,0.05,parent_closure,0.0,0.0,[6],11
0.0,0.0,1,hotpotqa,5abbd4035542993f40c73bcb,0.05,local_gist_closure,0.0,0.0,[6],11
0.0,0.0,1,hotpotqa,5abbd4035542993f40c73bcb,0.05,native_qk_max_topk_p20,0.0,0.0,[6],11
0.0,0.0,1,hotpotqa,5abbd4035542993f40c73bcb,0.05,native_qk_top4_topk_p20,0.0,0.0,[6],11
0.0,0.0,1,hotpotqa,5abbd4035542993f40c73bcb,0.1,parent_closure,0.0,0.0,[6],11
0.0,0.0,1,hotpotqa,5abbd4035542993f40c73bcb,0.1,local_gist_closure,0.0,0.0,[6],11
0.0,0.0,1,hotpotqa,5abbd4035542993f40c73bcb,0.1,native_qk_max_topk_p20,0.0,0.0,[6],11
0.0,0.0,1,hotpotqa,5abbd4035542993f40c73bcb,0.1,native_qk_top4_topk_p20,0.0,0.0,[6],11
0.0,0.5,2,hotpotqa,5abbd4035542993f40c73bcb,0.2,parent_closure,0.0,0.5,"[2, 6]",11
0.0,0.5,2,hotpotqa,5abbd4035542993f40c73bcb,0.2,local_gist_closure,0.0,0.5,"[2, 6]",11
0.0,0.5,2,hotpotqa,5abbd4035542993f40c73bcb,0.2,native_qk_max_topk_p20,0.0,0.5,"[2, 6]",11
0.0,0.5,2,hotpotqa,5abbd4035542993f40c73bcb,0.2,native_qk_top4_topk_p20,0.0,0.5,"[2, 6]",11
0.0,0.5,3,hotpotqa,5abbd4035542993f40c73bcb,0.3,parent_closure,0.0,0.5,"[2, 5, 6]",11
0.0,0.5,3,hotpotqa,5abbd4035542993f40c73bcb,0.3,local_gist_closure,0.0,0.5,"[2, 5, 6]",11
0.0,0.5,3,hotpotqa,5abbd4035542993f40c73bcb,0.3,native_qk_max_topk_p20,0.0,0.5,"[2, 4, 6]",11
0.0,0.5,3,hotpotqa,5abbd4035542993f40c73bcb,0.3,native_qk_top4_topk_p20,0.0,0.5,"[2, 4, 6]",11
0.0,0.5,3,hotpotqa,5abbd4035542993f40c73bcb,0.4,parent_closure,0.0,0.5,"[2, 5, 6]",11
0.0,0.5,3,hotpotqa,5abbd4035542993f40c73bcb,0.4,local_gist_closure,0.0,0.5,"[2, 5, 6]",11
0.0,0.5,3,hotpotqa,5abbd4035542993f40c73bcb,0.4,native_qk_max_topk_p20,0.0,0.5,"[2, 4, 6]",11
0.0,0.5,3,hotpotqa,5abbd4035542993f40c73bcb,0.4,native_qk_top4_topk_p20,0.0,0.5,"[2, 4, 6]",11
0.0,0.0,1,hotpotqa,5ae6143f5542996de7b71b2d,0.05,parent_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5ae6143f5542996de7b71b2d,0.05,local_gist_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5ae6143f5542996de7b71b2d,0.05,native_qk_max_topk_p20,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5ae6143f5542996de7b71b2d,0.05,native_qk_top4_topk_p20,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5ae6143f5542996de7b71b2d,0.1,parent_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5ae6143f5542996de7b71b2d,0.1,local_gist_closure,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5ae6143f5542996de7b71b2d,0.1,native_qk_max_topk_p20,0.0,0.0,[0],11
0.0,0.0,1,hotpotqa,5ae6143f5542996de7b71b2d,0.1,native_qk_top4_topk_p20,0.0,0.0,[0],11
0.0,0.0,2,hotpotqa,5ae6143f5542996de7b71b2d,0.2,parent_closure,0.0,0.0,"[0, 3]",11
0.0,0.0,2,hotpotqa,5ae6143f5542996de7b71b2d,0.2,local_gist_closure,0.0,0.0,"[0, 4]",11
0.0,0.5,2,hotpotqa,5ae6143f5542996de7b71b2d,0.2,native_qk_max_topk_p20,0.0,0.5,"[0, 6]",11
0.0,0.5,2,hotpotqa,5ae6143f5542996de7b71b2d,0.2,native_qk_top4_topk_p20,0.0,0.5,"[0, 6]",11
0.0,0.0,3,hotpotqa,5ae6143f5542996de7b71b2d,0.3,parent_closure,0.0,0.5,"[0, 3, 6]",11
0.0,0.0,3,hotpotqa,5ae6143f5542996de7b71b2d,0.3,local_gist_closure,0.0,0.5,"[0, 3, 6]",11
0.0,0.5,3,hotpotqa,5ae6143f5542996de7b71b2d,0.3,native_qk_max_topk_p20,0.0,0.5,"[0, 3, 6]",11
0.0,0.5,3,hotpotqa,5ae6143f5542996de7b71b2d,0.3,native_qk_top4_topk_p20,0.0,0.5,"[0, 3, 6]",11
