dataset,example_id,scope,address_views,persistent_bytes,ingestion_seconds,routing_seconds,summary_generation_seconds,summary_embedding_seconds,shared_backing_memory_copies,ingestion_status
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,single_channel,native_mean,69632,0.0,0.09465879993513227,0.0,0.0,1,inherited_native_features
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,single_channel,oracle,0,0.0,0.0,0.0,0.0,1,evaluation_identity_control
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,combined_stack,L+E+QK,299732,0.01717350003309548,0.3534007000271231,0.0,0.0,1,component_sum; QK projection inherited
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,combined_stack,L+E+S+QK,301876,358.2511643008329,0.3543203000444919,358.2339908007998,0.0,1,component_sum; QK projection inherited
musique,2hop__107905_110222,single_channel,L,9471,0.00239470019005239,0.00017439993098378181,0.0,0.0,1,measured_source_bm25_build
musique,2hop__107905_110222,single_channel,E,5256,0.0745050001423806,0.00012580002658069134,0.0,0.0,1,measured_extract_and_bm25_build
musique,2hop__107905_110222,single_channel,S,16202,24.457101499661803,0.33806709991768,24.11949189961888,0.3376096000429243,1,cached_generation_plus_measured_embedding
musique,2hop__107905_110222,single_channel,QK,163840,0.0,0.2136640001554042,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
musique,2hop__107905_110222,single_channel,QK8,20480,0.0,5.211008599959314,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
musique,2hop__107905_110222,single_channel,native_mean,40960,0.0,0.00045219995081424713,0.0,0.0,1,inherited_native_features
musique,2hop__107905_110222,single_channel,oracle,0,0.0,0.0,0.0,0.0,1,evaluation_identity_control
musique,2hop__107905_110222,combined_stack,L+E+QK,178567,0.07689970033243299,0.21396420011296868,0.0,0.0,1,component_sum; QK projection inherited
musique,2hop__107905_110222,combined_stack,L+E+S+QK,194769,24.534001199994236,0.5520313000306487,24.11949189961888,0.3376096000429243,1,component_sum; QK projection inherited
musique,2hop__115515_779396,single_channel,L,11809,0.0023884999100118876,0.00017639994621276855,0.0,0.0,1,measured_source_bm25_build
musique,2hop__115515_779396,single_channel,E,6973,0.01242439984343946,0.0002615998964756727,0.0,0.0,1,measured_extract_and_bm25_build
musique,2hop__115515_779396,single_channel,S,19788,30.13339970051311,0.20935119991190732,29.92527490039356,0.20812480011954904,1,cached_generation_plus_measured_embedding
musique,2hop__115515_779396,single_channel,QK,196608,0.0,0.2684540001209825,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
musique,2hop__115515_779396,single_channel,QK8,24576,0.0,11.128686799900606,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
musique,2hop__115515_779396,single_channel,native_mean,49152,0.0,0.1230570999905467,0.0,0.0,1,inherited_native_features
musique,2hop__115515_779396,single_channel,oracle,0,0.0,0.0,0.0,0.0,1,evaluation_identity_control
musique,2hop__115515_779396,combined_stack,L+E+QK,215390,0.014812899753451347,0.26889199996367097,0.0,0.0,1,component_sum; QK projection inherited
musique,2hop__115515_779396,combined_stack,L+E+S+QK,235178,30.14821260026656,0.4782431998755783,29.92527490039356,0.20812480011954904,1,component_sum; QK projection inherited
