dataset,budget_chunks,example_id,regime,best_lexical_mode,selection_jaccard,chunks_unique_to_lowrank,evidence_unique_to_lowrank,evidence_unique_to_lexical,lowrank_recall_delta
2wikimultihopqa,6,17d19f7a092f11ebbdaeac1f6bf848b6,mixed,exact,0.0,6,2,2,0.0
2wikimultihopqa,4,186e79700bb011ebab90acde48001122,zero_shot,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,186e79700bb011ebab90acde48001122,retrained,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,186e79700bb011ebab90acde48001122,mixed,exact,0.14285714285714285,3,1,0,0.2
2wikimultihopqa,6,186e79700bb011ebab90acde48001122,zero_shot,exact,0.0,6,0,1,-0.2
2wikimultihopqa,6,186e79700bb011ebab90acde48001122,retrained,exact,0.2,4,0,0,0.0
2wikimultihopqa,6,186e79700bb011ebab90acde48001122,mixed,exact,0.2,4,2,0,0.39999999999999997
2wikimultihopqa,4,18be7d3d08b111ebbd85ac1f6bf848b6,zero_shot,exact,0.0,4,0,4,-0.8
2wikimultihopqa,4,18be7d3d08b111ebbd85ac1f6bf848b6,retrained,exact,0.0,4,0,4,-0.8
2wikimultihopqa,4,18be7d3d08b111ebbd85ac1f6bf848b6,mixed,exact,0.14285714285714285,3,0,3,-0.6000000000000001
2wikimultihopqa,6,18be7d3d08b111ebbd85ac1f6bf848b6,zero_shot,exact,0.09090909090909091,5,0,3,-0.6000000000000001
2wikimultihopqa,6,18be7d3d08b111ebbd85ac1f6bf848b6,retrained,exact,0.0,6,0,4,-0.8
2wikimultihopqa,6,18be7d3d08b111ebbd85ac1f6bf848b6,mixed,exact,0.09090909090909091,5,0,3,-0.6000000000000001
2wikimultihopqa,4,1a89b60308f911ebbdaaac1f6bf848b6,zero_shot,exact,0.0,4,0,2,-0.5
2wikimultihopqa,4,1a89b60308f911ebbdaaac1f6bf848b6,retrained,exact,0.14285714285714285,3,0,1,-0.25
2wikimultihopqa,4,1a89b60308f911ebbdaaac1f6bf848b6,mixed,exact,0.0,4,0,2,-0.5
2wikimultihopqa,6,1a89b60308f911ebbdaaac1f6bf848b6,zero_shot,exact,0.0,6,0,2,-0.5
2wikimultihopqa,6,1a89b60308f911ebbdaaac1f6bf848b6,retrained,exact,0.09090909090909091,5,0,1,-0.25
2wikimultihopqa,6,1a89b60308f911ebbdaaac1f6bf848b6,mixed,exact,0.09090909090909091,5,0,1,-0.25
2wikimultihopqa,4,1b38f1ce0bda11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,1,1,0.0
2wikimultihopqa,4,1b38f1ce0bda11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,1,1,0.0
2wikimultihopqa,4,1b38f1ce0bda11eba7f7acde48001122,mixed,exact,0.0,4,2,1,0.2
2wikimultihopqa,6,1b38f1ce0bda11eba7f7acde48001122,zero_shot,exact,0.3333333333333333,3,1,1,0.0
2wikimultihopqa,6,1b38f1ce0bda11eba7f7acde48001122,retrained,exact,0.2,4,1,1,0.0
2wikimultihopqa,6,1b38f1ce0bda11eba7f7acde48001122,mixed,exact,0.2,4,2,1,0.2
2wikimultihopqa,4,1c92cdf40bdc11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,0,1,-0.2
2wikimultihopqa,4,1c92cdf40bdc11eba7f7acde48001122,retrained,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,1c92cdf40bdc11eba7f7acde48001122,mixed,exact,0.0,4,0,1,-0.2
2wikimultihopqa,6,1c92cdf40bdc11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,0,3,-0.6
2wikimultihopqa,6,1c92cdf40bdc11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,0,2,-0.39999999999999997
2wikimultihopqa,6,1c92cdf40bdc11eba7f7acde48001122,mixed,exact,0.0,6,0,3,-0.6
2wikimultihopqa,4,1dbd09b308a111ebbd78ac1f6bf848b6,zero_shot,exact,0.0,4,1,3,-0.39999999999999997
2wikimultihopqa,4,1dbd09b308a111ebbd78ac1f6bf848b6,retrained,exact,0.0,4,0,3,-0.6
2wikimultihopqa,4,1dbd09b308a111ebbd78ac1f6bf848b6,mixed,exact,0.0,4,2,3,-0.19999999999999996
2wikimultihopqa,6,1dbd09b308a111ebbd78ac1f6bf848b6,zero_shot,exact,0.09090909090909091,5,2,3,-0.19999999999999996
2wikimultihopqa,6,1dbd09b308a111ebbd78ac1f6bf848b6,retrained,exact,0.0,6,0,3,-0.6
2wikimultihopqa,6,1dbd09b308a111ebbd78ac1f6bf848b6,mixed,exact,0.0,6,2,3,-0.19999999999999996
2wikimultihopqa,4,1f8a07d20bde11eba7f7acde48001122,zero_shot,exact,0.0,4,0,0,0.0
2wikimultihopqa,4,1f8a07d20bde11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,1,0,0.25
2wikimultihopqa,4,1f8a07d20bde11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,6,1f8a07d20bde11eba7f7acde48001122,zero_shot,exact,0.0,6,0,1,-0.25
2wikimultihopqa,6,1f8a07d20bde11eba7f7acde48001122,retrained,exact,0.2,4,0,0,0.0
2wikimultihopqa,6,1f8a07d20bde11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,0,1,-0.25
2wikimultihopqa,4,20396bdc0bde11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,4,20396bdc0bde11eba7f7acde48001122,retrained,exact,0.0,4,0,1,-0.1111111111111111
2wikimultihopqa,4,20396bdc0bde11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,6,20396bdc0bde11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,2,0,0.2222222222222222
2wikimultihopqa,6,20396bdc0bde11eba7f7acde48001122,retrained,exact,0.0,6,1,1,0.0
2wikimultihopqa,6,20396bdc0bde11eba7f7acde48001122,mixed,exact,0.2,4,0,0,0.0
2wikimultihopqa,4,2151e72a0bb011ebab90acde48001122,zero_shot,exact,0.0,4,0,1,-0.25
2wikimultihopqa,4,2151e72a0bb011ebab90acde48001122,retrained,exact,0.0,4,0,1,-0.25
2wikimultihopqa,4,2151e72a0bb011ebab90acde48001122,mixed,exact,0.0,4,0,1,-0.25
2wikimultihopqa,6,2151e72a0bb011ebab90acde48001122,zero_shot,exact,0.0,6,0,1,-0.25
2wikimultihopqa,6,2151e72a0bb011ebab90acde48001122,retrained,exact,0.0,6,0,1,-0.25
2wikimultihopqa,6,2151e72a0bb011ebab90acde48001122,mixed,exact,0.0,6,0,1,-0.25
2wikimultihopqa,4,22dd11fe0bde11eba7f7acde48001122,zero_shot,exact,0.0,4,0,2,-0.4
2wikimultihopqa,4,22dd11fe0bde11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,0,1,-0.2
2wikimultihopqa,4,22dd11fe0bde11eba7f7acde48001122,mixed,exact,0.3333333333333333,2,0,0,0.0
2wikimultihopqa,6,22dd11fe0bde11eba7f7acde48001122,zero_shot,exact,0.2,4,1,1,0.0
2wikimultihopqa,6,22dd11fe0bde11eba7f7acde48001122,retrained,exact,0.2,4,0,1,-0.2
2wikimultihopqa,6,22dd11fe0bde11eba7f7acde48001122,mixed,exact,0.3333333333333333,3,0,0,0.0
2wikimultihopqa,4,22f9ba0c0bde11eba7f7acde48001122,zero_shot,exact,0.0,4,0,2,-0.5
2wikimultihopqa,4,22f9ba0c0bde11eba7f7acde48001122,retrained,exact,0.3333333333333333,2,0,0,0.0
2wikimultihopqa,4,22f9ba0c0bde11eba7f7acde48001122,mixed,exact,0.0,4,0,2,-0.5
2wikimultihopqa,6,22f9ba0c0bde11eba7f7acde48001122,zero_shot,exact,0.0,6,0,2,-0.5
2wikimultihopqa,6,22f9ba0c0bde11eba7f7acde48001122,retrained,exact,0.2,4,0,0,0.0
2wikimultihopqa,6,22f9ba0c0bde11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,0,1,-0.25
2wikimultihopqa,4,24f101ba0bdb11eba7f7acde48001122,zero_shot,exact,0.0,4,0,1,-0.25
2wikimultihopqa,4,24f101ba0bdb11eba7f7acde48001122,retrained,exact,0.0,4,0,1,-0.25
2wikimultihopqa,4,24f101ba0bdb11eba7f7acde48001122,mixed,exact,0.0,4,0,1,-0.25
2wikimultihopqa,6,24f101ba0bdb11eba7f7acde48001122,zero_shot,exact,0.0,6,0,1,-0.25
2wikimultihopqa,6,24f101ba0bdb11eba7f7acde48001122,retrained,exact,0.0,6,0,1,-0.25
2wikimultihopqa,6,24f101ba0bdb11eba7f7acde48001122,mixed,exact,0.0,6,0,1,-0.25
2wikimultihopqa,4,25072e8e0bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,1,0,0.16666666666666666
2wikimultihopqa,4,25072e8e0bdd11eba7f7acde48001122,retrained,exact,0.0,4,1,0,0.16666666666666666
2wikimultihopqa,4,25072e8e0bdd11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,1,0,0.16666666666666666
2wikimultihopqa,6,25072e8e0bdd11eba7f7acde48001122,zero_shot,exact,0.0,6,2,0,0.3333333333333333
2wikimultihopqa,6,25072e8e0bdd11eba7f7acde48001122,retrained,exact,0.0,6,1,0,0.16666666666666666
2wikimultihopqa,6,25072e8e0bdd11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,2,0,0.3333333333333333
2wikimultihopqa,4,252307240bda11eba7f7acde48001122,zero_shot,exact,0.0,4,0,2,-0.5
2wikimultihopqa,4,252307240bda11eba7f7acde48001122,retrained,exact,0.6,1,1,1,0.0
2wikimultihopqa,4,252307240bda11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,1,1,0.0
2wikimultihopqa,6,252307240bda11eba7f7acde48001122,zero_shot,exact,0.0,6,1,2,-0.25
2wikimultihopqa,6,252307240bda11eba7f7acde48001122,retrained,exact,0.3333333333333333,3,1,1,0.0
2wikimultihopqa,6,252307240bda11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,1,1,0.0
2wikimultihopqa,4,27051c6a0baf11ebab90acde48001122,zero_shot,exact,0.0,4,0,0,0.0
2wikimultihopqa,4,27051c6a0baf11ebab90acde48001122,retrained,exact,0.0,4,1,0,0.2
2wikimultihopqa,4,27051c6a0baf11ebab90acde48001122,mixed,exact,0.0,4,1,0,0.2
2wikimultihopqa,6,27051c6a0baf11ebab90acde48001122,zero_shot,exact,0.09090909090909091,5,0,0,0.0
2wikimultihopqa,6,27051c6a0baf11ebab90acde48001122,retrained,exact,0.0,6,1,0,0.2
2wikimultihopqa,6,27051c6a0baf11ebab90acde48001122,mixed,exact,0.0,6,1,0,0.2
2wikimultihopqa,4,283419940bda11eba7f7acde48001122,zero_shot,exact,0.0,4,0,2,-0.4
2wikimultihopqa,4,283419940bda11eba7f7acde48001122,retrained,exact,0.0,4,1,2,-0.2
2wikimultihopqa,4,283419940bda11eba7f7acde48001122,mixed,exact,0.0,4,0,2,-0.4
2wikimultihopqa,6,283419940bda11eba7f7acde48001122,zero_shot,exact,0.0,6,0,2,-0.4
2wikimultihopqa,6,283419940bda11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,1,2,-0.2
2wikimultihopqa,6,283419940bda11eba7f7acde48001122,mixed,exact,0.0,6,0,2,-0.4
2wikimultihopqa,4,3148e384097811ebbdb0ac1f6bf848b6,zero_shot,exact,0.0,4,1,3,-0.39999999999999997
2wikimultihopqa,4,3148e384097811ebbdb0ac1f6bf848b6,retrained,exact,0.14285714285714285,3,1,2,-0.19999999999999996
2wikimultihopqa,4,3148e384097811ebbdb0ac1f6bf848b6,mixed,exact,0.0,4,1,3,-0.39999999999999997
2wikimultihopqa,6,3148e384097811ebbdb0ac1f6bf848b6,zero_shot,exact,0.09090909090909091,5,1,2,-0.19999999999999996
2wikimultihopqa,6,3148e384097811ebbdb0ac1f6bf848b6,retrained,exact,0.2,4,1,1,0.0
2wikimultihopqa,6,3148e384097811ebbdb0ac1f6bf848b6,mixed,exact,0.09090909090909091,5,1,2,-0.19999999999999996
2wikimultihopqa,4,3215fe5608cf11ebbd94ac1f6bf848b6,zero_shot,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,3215fe5608cf11ebbd94ac1f6bf848b6,retrained,exact,0.0,4,2,1,0.25
2wikimultihopqa,4,3215fe5608cf11ebbd94ac1f6bf848b6,mixed,exact,0.0,4,2,1,0.25
2wikimultihopqa,6,3215fe5608cf11ebbd94ac1f6bf848b6,zero_shot,exact,0.2,4,0,1,-0.25
2wikimultihopqa,6,3215fe5608cf11ebbd94ac1f6bf848b6,retrained,exact,0.2,4,0,1,-0.25
2wikimultihopqa,6,3215fe5608cf11ebbd94ac1f6bf848b6,mixed,exact,0.3333333333333333,3,0,0,0.0
2wikimultihopqa,4,332132e80bde11eba7f7acde48001122,zero_shot,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,332132e80bde11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,1,1,0.0
2wikimultihopqa,4,332132e80bde11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,6,332132e80bde11eba7f7acde48001122,zero_shot,exact,0.0,6,0,2,-0.4
2wikimultihopqa,6,332132e80bde11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,1,2,-0.2
2wikimultihopqa,6,332132e80bde11eba7f7acde48001122,mixed,exact,0.3333333333333333,3,0,1,-0.2
2wikimultihopqa,4,351a24b40bda11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,0,1,-0.25
2wikimultihopqa,4,351a24b40bda11eba7f7acde48001122,retrained,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,351a24b40bda11eba7f7acde48001122,mixed,exact,0.0,4,1,1,0.0
2wikimultihopqa,6,351a24b40bda11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,0,1,-0.25
2wikimultihopqa,6,351a24b40bda11eba7f7acde48001122,retrained,exact,0.0,6,1,1,0.0
2wikimultihopqa,6,351a24b40bda11eba7f7acde48001122,mixed,exact,0.0,6,1,1,0.0
2wikimultihopqa,4,370b63600bde11eba7f7acde48001122,zero_shot,exact,0.0,4,0,0,0.0
2wikimultihopqa,4,370b63600bde11eba7f7acde48001122,retrained,exact,0.0,4,1,0,0.25
2wikimultihopqa,4,370b63600bde11eba7f7acde48001122,mixed,exact,0.0,4,1,0,0.25
2wikimultihopqa,6,370b63600bde11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,0,0,0.0
2wikimultihopqa,6,370b63600bde11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,1,0,0.25
2wikimultihopqa,6,370b63600bde11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,1,1,0.0
2wikimultihopqa,4,3bba836a0bb011ebab90acde48001122,zero_shot,exact,0.0,4,0,2,-0.2857142857142857
2wikimultihopqa,4,3bba836a0bb011ebab90acde48001122,retrained,exact,0.14285714285714285,3,0,1,-0.14285714285714285
2wikimultihopqa,4,3bba836a0bb011ebab90acde48001122,mixed,exact,0.14285714285714285,3,0,2,-0.2857142857142857
2wikimultihopqa,6,3bba836a0bb011ebab90acde48001122,zero_shot,exact,0.0,6,1,4,-0.42857142857142855
2wikimultihopqa,6,3bba836a0bb011ebab90acde48001122,retrained,exact,0.09090909090909091,5,0,3,-0.42857142857142855
2wikimultihopqa,6,3bba836a0bb011ebab90acde48001122,mixed,exact,0.2,4,0,3,-0.42857142857142855
2wikimultihopqa,4,3cd79ef40bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,0,0,0.0
2wikimultihopqa,4,3cd79ef40bdd11eba7f7acde48001122,retrained,exact,0.0,4,0,0,0.0
2wikimultihopqa,4,3cd79ef40bdd11eba7f7acde48001122,mixed,exact,0.0,4,1,0,0.3333333333333333
2wikimultihopqa,6,3cd79ef40bdd11eba7f7acde48001122,zero_shot,exact,0.0,6,1,0,0.3333333333333333
2wikimultihopqa,6,3cd79ef40bdd11eba7f7acde48001122,retrained,exact,0.0,6,1,0,0.3333333333333333
2wikimultihopqa,6,3cd79ef40bdd11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,1,0,0.3333333333333333
2wikimultihopqa,4,3ed581120bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,0,1,-0.25
2wikimultihopqa,4,3ed581120bdd11eba7f7acde48001122,retrained,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,3ed581120bdd11eba7f7acde48001122,mixed,exact,0.0,4,1,1,0.0
2wikimultihopqa,6,3ed581120bdd11eba7f7acde48001122,zero_shot,exact,0.0,6,0,1,-0.25
2wikimultihopqa,6,3ed581120bdd11eba7f7acde48001122,retrained,exact,0.0,6,1,1,0.0
2wikimultihopqa,6,3ed581120bdd11eba7f7acde48001122,mixed,exact,0.0,6,1,1,0.0
2wikimultihopqa,4,40dff7a00bdb11eba7f7acde48001122,zero_shot,exact,0.0,4,2,2,0.0
2wikimultihopqa,4,40dff7a00bdb11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,1,1,0.0
2wikimultihopqa,4,40dff7a00bdb11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,2,1,0.16666666666666669
2wikimultihopqa,6,40dff7a00bdb11eba7f7acde48001122,zero_shot,exact,0.2,4,2,1,0.16666666666666663
2wikimultihopqa,6,40dff7a00bdb11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,1,2,-0.16666666666666669
2wikimultihopqa,6,40dff7a00bdb11eba7f7acde48001122,mixed,exact,0.3333333333333333,3,2,0,0.33333333333333337
2wikimultihopqa,4,4175aadc0bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,4175aadc0bdd11eba7f7acde48001122,retrained,exact,0.3333333333333333,2,1,0,0.2
2wikimultihopqa,4,4175aadc0bdd11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,6,4175aadc0bdd11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,2,1,0.2
2wikimultihopqa,6,4175aadc0bdd11eba7f7acde48001122,retrained,exact,0.3333333333333333,3,1,0,0.2
2wikimultihopqa,6,4175aadc0bdd11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,1,0,0.2
2wikimultihopqa,4,4295a058091511ebbdadac1f6bf848b6,zero_shot,exact,0.3333333333333333,2,1,1,0.0
2wikimultihopqa,4,4295a058091511ebbdadac1f6bf848b6,retrained,exact,0.3333333333333333,2,1,0,0.16666666666666669
2wikimultihopqa,4,4295a058091511ebbdadac1f6bf848b6,mixed,exact,0.14285714285714285,3,2,1,0.16666666666666669
2wikimultihopqa,6,4295a058091511ebbdadac1f6bf848b6,zero_shot,exact,0.2,4,2,1,0.16666666666666669
2wikimultihopqa,6,4295a058091511ebbdadac1f6bf848b6,retrained,exact,0.2,4,2,0,0.3333333333333333
2wikimultihopqa,6,4295a058091511ebbdadac1f6bf848b6,mixed,exact,0.09090909090909091,5,3,1,0.3333333333333333
2wikimultihopqa,4,439a6dec0bde11eba7f7acde48001122,zero_shot,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,439a6dec0bde11eba7f7acde48001122,retrained,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,439a6dec0bde11eba7f7acde48001122,mixed,exact,0.0,4,1,1,0.0
2wikimultihopqa,6,439a6dec0bde11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,1,1,0.0
2wikimultihopqa,6,439a6dec0bde11eba7f7acde48001122,retrained,exact,0.0,6,1,1,0.0
2wikimultihopqa,6,439a6dec0bde11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,1,1,0.0
2wikimultihopqa,4,43d20e340baf11ebab90acde48001122,zero_shot,exact,0.0,4,0,2,-0.2222222222222222
2wikimultihopqa,4,43d20e340baf11ebab90acde48001122,retrained,exact,0.0,4,1,2,-0.1111111111111111
2wikimultihopqa,4,43d20e340baf11ebab90acde48001122,mixed,exact,0.0,4,1,2,-0.1111111111111111
2wikimultihopqa,6,43d20e340baf11ebab90acde48001122,zero_shot,exact,0.09090909090909091,5,0,2,-0.2222222222222222
2wikimultihopqa,6,43d20e340baf11ebab90acde48001122,retrained,exact,0.0,6,2,2,0.0
2wikimultihopqa,6,43d20e340baf11ebab90acde48001122,mixed,exact,0.0,6,2,2,0.0
2wikimultihopqa,4,43fedada095511ebbdaeac1f6bf848b6,zero_shot,exact,0.14285714285714285,3,0,2,-0.39999999999999997
2wikimultihopqa,4,43fedada095511ebbdaeac1f6bf848b6,retrained,exact,0.0,4,0,3,-0.6
2wikimultihopqa,4,43fedada095511ebbdaeac1f6bf848b6,mixed,exact,0.14285714285714285,3,1,2,-0.19999999999999996
2wikimultihopqa,6,43fedada095511ebbdaeac1f6bf848b6,zero_shot,exact,0.5,2,0,1,-0.19999999999999996
2wikimultihopqa,6,43fedada095511ebbdaeac1f6bf848b6,retrained,exact,0.2,4,0,2,-0.39999999999999997
2wikimultihopqa,6,43fedada095511ebbdaeac1f6bf848b6,mixed,exact,0.2,4,1,2,-0.19999999999999996
2wikimultihopqa,4,45df5d7c0bdb11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,1,0,0.25
2wikimultihopqa,4,45df5d7c0bdb11eba7f7acde48001122,retrained,exact,0.0,4,1,0,0.25
2wikimultihopqa,4,45df5d7c0bdb11eba7f7acde48001122,mixed,exact,0.0,4,1,0,0.25
2wikimultihopqa,6,45df5d7c0bdb11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,2,0,0.5
2wikimultihopqa,6,45df5d7c0bdb11eba7f7acde48001122,retrained,exact,0.0,6,2,0,0.5
2wikimultihopqa,6,45df5d7c0bdb11eba7f7acde48001122,mixed,exact,0.0,6,2,0,0.5
2wikimultihopqa,4,464cfa460bd911eba7f7acde48001122,zero_shot,exact,0.0,4,2,2,0.0
2wikimultihopqa,4,464cfa460bd911eba7f7acde48001122,retrained,exact,0.14285714285714285,3,0,1,-0.16666666666666666
2wikimultihopqa,4,464cfa460bd911eba7f7acde48001122,mixed,exact,0.14285714285714285,3,1,1,0.0
2wikimultihopqa,6,464cfa460bd911eba7f7acde48001122,zero_shot,exact,0.2,4,2,1,0.16666666666666669
2wikimultihopqa,6,464cfa460bd911eba7f7acde48001122,retrained,exact,0.3333333333333333,3,0,0,0.0
2wikimultihopqa,6,464cfa460bd911eba7f7acde48001122,mixed,exact,0.3333333333333333,3,1,0,0.16666666666666669
2wikimultihopqa,4,49831c3008c411ebbd8eac1f6bf848b6,zero_shot,exact,0.0,4,0,2,-0.2857142857142857
2wikimultihopqa,4,49831c3008c411ebbd8eac1f6bf848b6,retrained,exact,0.0,4,0,2,-0.2857142857142857
2wikimultihopqa,4,49831c3008c411ebbd8eac1f6bf848b6,mixed,exact,0.0,4,1,2,-0.14285714285714285
2wikimultihopqa,6,49831c3008c411ebbd8eac1f6bf848b6,zero_shot,exact,0.0,6,1,3,-0.2857142857142857
2wikimultihopqa,6,49831c3008c411ebbd8eac1f6bf848b6,retrained,exact,0.0,6,0,3,-0.42857142857142855
2wikimultihopqa,6,49831c3008c411ebbd8eac1f6bf848b6,mixed,exact,0.2,4,1,2,-0.14285714285714285
2wikimultihopqa,4,4ce7cb8e0bdd11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,0,1,-0.2
2wikimultihopqa,4,4ce7cb8e0bdd11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,0,1,-0.2
2wikimultihopqa,4,4ce7cb8e0bdd11eba7f7acde48001122,mixed,exact,0.0,4,1,1,0.0
