seed,model_tier,position_mode,example_id,logical_native_ratio,logical_context,native_context,maximum_native_operation,native_limit_violations,direct_tokens,implicit_head_tokens,materialized_memory_tokens,loss,accuracy,disabled_loss,disabled_accuracy
87,small,absolute,synthetic-native-00003,1,192,192,160,0,32,160,160.0,0.0018139113672077656,1,0.928901195526123,0
87,small,absolute,synthetic-native-00000,2,384,192,192,0,32,352,160.0,0.0023298519663512707,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00001,2,384,192,192,0,32,352,160.0,0.002314985264092684,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00002,2,384,192,192,0,32,352,160.0,0.0023053516633808613,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00003,2,384,192,192,0,32,352,160.0,0.0023142718710005283,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00000,4,768,192,192,0,32,736,160.0,0.003176169702783227,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00001,4,768,192,192,0,32,736,160.0,0.0031809229403734207,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00002,4,768,192,192,0,32,736,160.0,0.0031484817154705524,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00003,4,768,192,192,0,32,736,160.0,0.003170941025018692,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00000,8,1536,192,192,0,32,1504,160.0,0.0031544233206659555,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00001,8,1536,192,192,0,32,1504,160.0,0.0031589390709996223,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00002,8,1536,192,192,0,32,1504,160.0,0.003127091098576784,1,0.0032680220901966095,1
87,small,absolute,synthetic-native-00003,8,1536,192,192,0,32,1504,160.0,0.0031493136193603277,1,0.0032680220901966095,1
1,small,rope,synthetic-native-00000,1,192,192,160,0,32,160,160.0,0.0008750900160521269,1,0.000895933189895004,1
1,small,rope,synthetic-native-00001,1,192,192,160,0,32,160,160.0,0.0008883106056600809,1,0.06484954804182053,1
1,small,rope,synthetic-native-00002,1,192,192,160,0,32,160,160.0,0.0008904544520191848,1,0.0009028411004692316,1
1,small,rope,synthetic-native-00003,1,192,192,160,0,32,160,160.0,0.0008784249657765031,1,0.15612351894378662,1
1,small,rope,synthetic-native-00000,2,384,192,192,0,32,352,160.0,0.01571614295244217,1,0.365587443113327,1
1,small,rope,synthetic-native-00001,2,384,192,192,0,32,352,160.0,0.011010014452040195,1,0.365587443113327,1
1,small,rope,synthetic-native-00002,2,384,192,192,0,32,352,160.0,0.013339675031602383,1,0.365587443113327,1
1,small,rope,synthetic-native-00003,2,384,192,192,0,32,352,160.0,0.012113929726183414,1,0.365587443113327,1
1,small,rope,synthetic-native-00000,4,768,192,192,0,32,736,160.0,0.07707542926073074,1,0.3655860424041748,1
1,small,rope,synthetic-native-00001,4,768,192,192,0,32,736,160.0,0.08544043451547623,1,0.3655860424041748,1
1,small,rope,synthetic-native-00002,4,768,192,192,0,32,736,160.0,0.07306063920259476,1,0.3655860424041748,1
1,small,rope,synthetic-native-00003,4,768,192,192,0,32,736,160.0,0.08245793730020523,1,0.3655860424041748,1
1,small,rope,synthetic-native-00000,8,1536,192,192,0,32,1504,160.0,0.04233566299080849,1,0.3655867874622345,1
1,small,rope,synthetic-native-00001,8,1536,192,192,0,32,1504,160.0,0.04233566299080849,1,0.3655867874622345,1
1,small,rope,synthetic-native-00002,8,1536,192,192,0,32,1504,160.0,0.04233566299080849,1,0.3655867874622345,1
1,small,rope,synthetic-native-00003,8,1536,192,192,0,32,1504,160.0,0.04233566299080849,1,0.3655867874622345,1
7,small,rope,synthetic-native-00000,1,192,192,160,0,32,160,160.0,0.0008535317610949278,1,0.053061842918395996,1
7,small,rope,synthetic-native-00001,1,192,192,160,0,32,160,160.0,0.0016945539973676205,1,6.166897773742676,0
7,small,rope,synthetic-native-00002,1,192,192,160,0,32,160,160.0,0.0015100754098966718,1,0.07566384226083755,1
7,small,rope,synthetic-native-00003,1,192,192,160,0,32,160,160.0,0.0008897398365661502,1,6.393489837646484,0
7,small,rope,synthetic-native-00000,2,384,192,192,0,32,352,160.0,0.0016645636642351747,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00001,2,384,192,192,0,32,352,160.0,0.0016721803694963455,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00002,2,384,192,192,0,32,352,160.0,0.0017109769396483898,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00003,2,384,192,192,0,32,352,160.0,0.0015320956008508801,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00000,4,768,192,192,0,32,736,160.0,0.0019758481066673994,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00001,4,768,192,192,0,32,736,160.0,0.0023137959651649,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00002,4,768,192,192,0,32,736,160.0,0.002179629635065794,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00003,4,768,192,192,0,32,736,160.0,0.001665158779360354,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00000,8,1536,192,192,0,32,1504,160.0,0.00492277042940259,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00001,8,1536,192,192,0,32,1504,160.0,0.00492277042940259,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00002,8,1536,192,192,0,32,1504,160.0,0.00492277042940259,1,0.0027612438425421715,1
7,small,rope,synthetic-native-00003,8,1536,192,192,0,32,1504,160.0,0.00492277042940259,1,0.0027612438425421715,1
21,small,rope,synthetic-native-00000,1,192,192,160,0,32,160,160.0,0.0007381098694168031,1,0.0007379907765425742,1
21,small,rope,synthetic-native-00001,1,192,192,160,0,32,160,160.0,0.0007408496458083391,1,3.8360164165496826,0
21,small,rope,synthetic-native-00002,1,192,192,160,0,32,160,160.0,0.0007460909546352923,1,0.0007669368060305715,1
21,small,rope,synthetic-native-00003,1,192,192,160,0,32,160,160.0,0.0007390628452412784,1,4.294521808624268,0
21,small,rope,synthetic-native-00000,2,384,192,192,0,32,352,160.0,0.001019553979858756,1,0.014325043186545372,1
21,small,rope,synthetic-native-00001,2,384,192,192,0,32,352,160.0,0.001022531185299158,1,0.014325043186545372,1
21,small,rope,synthetic-native-00002,2,384,192,192,0,32,352,160.0,0.0010007378878071904,1,0.014325043186545372,1
21,small,rope,synthetic-native-00003,2,384,192,192,0,32,352,160.0,0.0009845414897426963,1,0.014325043186545372,1
21,small,rope,synthetic-native-00000,4,768,192,192,0,32,736,160.0,0.0019515770254656672,1,0.014325161464512348,1
21,small,rope,synthetic-native-00001,4,768,192,192,0,32,736,160.0,0.0018444921588525176,1,0.014325161464512348,1
21,small,rope,synthetic-native-00002,4,768,192,192,0,32,736,160.0,0.0018261675722897053,1,0.014325161464512348,1
21,small,rope,synthetic-native-00003,4,768,192,192,0,32,736,160.0,0.0019911956042051315,1,0.014325161464512348,1
21,small,rope,synthetic-native-00000,8,1536,192,192,0,32,1504,160.0,0.0024452093057334423,1,0.014325043186545372,1
21,small,rope,synthetic-native-00001,8,1536,192,192,0,32,1504,160.0,0.0024452093057334423,1,0.014325043186545372,1
21,small,rope,synthetic-native-00002,8,1536,192,192,0,32,1504,160.0,0.0024452093057334423,1,0.014325043186545372,1
21,small,rope,synthetic-native-00003,8,1536,192,192,0,32,1504,160.0,0.0024452093057334423,1,0.014325043186545372,1
42,small,rope,synthetic-native-00000,1,192,192,160,0,32,160,160.0,0.0009690594743005931,1,0.001335205975919962,1
42,small,rope,synthetic-native-00001,1,192,192,160,0,32,160,160.0,0.0021614301949739456,1,9.103048324584961,0
42,small,rope,synthetic-native-00002,1,192,192,160,0,32,160,160.0,0.001856985967606306,1,0.0022671727929264307,1
42,small,rope,synthetic-native-00003,1,192,192,160,0,32,160,160.0,0.0009532198309898376,1,9.222370147705078,0
42,small,rope,synthetic-native-00000,2,384,192,192,0,32,352,160.0,0.04883428290486336,1,0.21392013132572174,1
42,small,rope,synthetic-native-00001,2,384,192,192,0,32,352,160.0,0.10864751040935516,1,0.21392013132572174,1
42,small,rope,synthetic-native-00002,2,384,192,192,0,32,352,160.0,0.11598183214664459,1,0.21392013132572174,1
42,small,rope,synthetic-native-00003,2,384,192,192,0,32,352,160.0,0.09194609522819519,1,0.21392013132572174,1
42,small,rope,synthetic-native-00000,4,768,192,192,0,32,736,160.0,0.009435346350073814,1,0.21391905844211578,1
42,small,rope,synthetic-native-00001,4,768,192,192,0,32,736,160.0,0.007636875845491886,1,0.21391905844211578,1
42,small,rope,synthetic-native-00002,4,768,192,192,0,32,736,160.0,0.017381368204951286,1,0.21391905844211578,1
42,small,rope,synthetic-native-00003,4,768,192,192,0,32,736,160.0,0.010272606275975704,1,0.21391905844211578,1
42,small,rope,synthetic-native-00000,8,1536,192,192,0,32,1504,160.0,0.1960461288690567,1,0.21392041444778442,1
42,small,rope,synthetic-native-00001,8,1536,192,192,0,32,1504,160.0,0.10027085244655609,1,0.21392041444778442,1
42,small,rope,synthetic-native-00002,8,1536,192,192,0,32,1504,160.0,0.09485547989606857,1,0.21392041444778442,1
42,small,rope,synthetic-native-00003,8,1536,192,192,0,32,1504,160.0,0.1323498636484146,1,0.21392041444778442,1
87,small,rope,synthetic-native-00000,1,192,192,160,0,32,160,160.0,0.0009819215629249811,1,0.0010434903670102358,1
87,small,rope,synthetic-native-00001,1,192,192,160,0,32,160,160.0,0.0009840651182457805,1,0.008310853503644466,1
87,small,rope,synthetic-native-00002,1,192,192,160,0,32,160,160.0,0.0009815642843022943,1,0.0010643299901857972,1
87,small,rope,synthetic-native-00003,1,192,192,160,0,32,160,160.0,0.0009832315845414996,1,0.007292674854397774,1
87,small,rope,synthetic-native-00000,2,384,192,192,0,32,352,160.0,0.2069869488477707,1,0.3460502326488495,1
87,small,rope,synthetic-native-00001,2,384,192,192,0,32,352,160.0,0.20282778143882751,1,0.3460502326488495,1
87,small,rope,synthetic-native-00002,2,384,192,192,0,32,352,160.0,0.2025730460882187,1,0.3460502326488495,1
87,small,rope,synthetic-native-00003,2,384,192,192,0,32,352,160.0,0.20392918586730957,1,0.3460502326488495,1
87,small,rope,synthetic-native-00000,4,768,192,192,0,32,736,160.0,0.5590128898620605,1,0.34604594111442566,1
87,small,rope,synthetic-native-00001,4,768,192,192,0,32,736,160.0,0.5590128898620605,1,0.34604594111442566,1
87,small,rope,synthetic-native-00002,4,768,192,192,0,32,736,160.0,0.520706057548523,1,0.34604594111442566,1
87,small,rope,synthetic-native-00003,4,768,192,192,0,32,736,160.0,0.5590128898620605,1,0.34604594111442566,1
87,small,rope,synthetic-native-00000,8,1536,192,192,0,32,1504,160.0,1.2278326749801636,0,0.34604617953300476,1
87,small,rope,synthetic-native-00001,8,1536,192,192,0,32,1504,160.0,1.2278326749801636,0,0.34604617953300476,1
87,small,rope,synthetic-native-00002,8,1536,192,192,0,32,1504,160.0,1.2278326749801636,0,0.34604617953300476,1
87,small,rope,synthetic-native-00003,8,1536,192,192,0,32,1504,160.0,1.2278326749801636,0,0.34604617953300476,1
