condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,110309,105967,169944.71750204684,multihoprag:1804
PRA_SELECTED_CONTEXT_NO_ADAPTOR,110309,110030,164443.54441890027,multihoprag:1804
PRA_NATIVE_MEMORY_NO_ADAPTOR,114384,110030,176356.80792003404,multihoprag:1829
PRA_SELECTED_CONTEXT_NO_ADAPTOR,114384,114094,170571.3712948491,multihoprag:1829
PRA_NATIVE_MEMORY_NO_ADAPTOR,118487,114094,182729.43850402953,multihoprag:1850
PRA_SELECTED_CONTEXT_NO_ADAPTOR,118487,118187,176735.21879484178,multihoprag:1850
PRA_NATIVE_MEMORY_NO_ADAPTOR,122563,118187,188972.64283703407,multihoprag:1852
PRA_SELECTED_CONTEXT_NO_ADAPTOR,122563,122253,182861.23821081128,multihoprag:1852
PRA_NATIVE_MEMORY_NO_ADAPTOR,126629,122253,195234.7362539731,multihoprag:1855
PRA_SELECTED_CONTEXT_NO_ADAPTOR,126629,126307,189045.88316980517,multihoprag:1855
PRA_NATIVE_MEMORY_NO_ADAPTOR,130721,126307,201559.88521303516,multihoprag:1873
PRA_SELECTED_CONTEXT_NO_ADAPTOR,130721,130388,195208.1287538167,multihoprag:1873
PRA_NATIVE_MEMORY_NO_ADAPTOR,134786,130388,207922.98712901538,multihoprag:1900
PRA_SELECTED_CONTEXT_NO_ADAPTOR,134786,134443,201310.98033679882,multihoprag:1900
PRA_NATIVE_MEMORY_NO_ADAPTOR,138863,134443,214300.81654601963,multihoprag:1907
PRA_SELECTED_CONTEXT_NO_ADAPTOR,138863,138509,207400.2506698016,multihoprag:1907
PRA_NATIVE_MEMORY_NO_ADAPTOR,142951,138509,220691.85442000162,multihoprag:1948
PRA_SELECTED_CONTEXT_NO_ADAPTOR,142951,142587,213456.86900283908,multihoprag:1948
PRA_NATIVE_MEMORY_NO_ADAPTOR,147055,142587,227030.85387701867,multihoprag:2047
PRA_SELECTED_CONTEXT_NO_ADAPTOR,147055,146680,219617.96121182851,multihoprag:2047
PRA_NATIVE_MEMORY_NO_ADAPTOR,151143,146680,233289.9973350577,multihoprag:2080
PRA_SELECTED_CONTEXT_NO_ADAPTOR,151143,150756,225817.7431288059,multihoprag:2080
PRA_NATIVE_MEMORY_NO_ADAPTOR,155237,150756,239602.27521002525,multihoprag:2096
PRA_SELECTED_CONTEXT_NO_ADAPTOR,155237,154838,231965.11291980278,multihoprag:2096
PRA_NATIVE_MEMORY_NO_ADAPTOR,159308,154838,245922.81775100855,multihoprag:2126
PRA_SELECTED_CONTEXT_NO_ADAPTOR,159308,158901,238144.15708574234,multihoprag:2126
PRA_NATIVE_MEMORY_NO_ADAPTOR,163401,158901,252286.58004297176,multihoprag:2164
PRA_SELECTED_CONTEXT_NO_ADAPTOR,163401,162982,244258.3257947117,multihoprag:2164
PRA_NATIVE_MEMORY_NO_ADAPTOR,167496,162982,258709.98758502537,multihoprag:2206
PRA_SELECTED_CONTEXT_NO_ADAPTOR,167496,167069,250321.91633665934,multihoprag:2206
PRA_NATIVE_MEMORY_NO_ADAPTOR,171594,167069,265131.08641805593,multihoprag:2257
PRA_SELECTED_CONTEXT_NO_ADAPTOR,171594,171158,256440.52375270985,multihoprag:2257
PRA_NATIVE_MEMORY_NO_ADAPTOR,175667,171158,271534.38195906347,multihoprag:2292
PRA_SELECTED_CONTEXT_NO_ADAPTOR,175667,175222,262620.57725171326,multihoprag:2292
PRA_NATIVE_MEMORY_NO_ADAPTOR,179738,175222,277827.0838750759,multihoprag:2405
PRA_SELECTED_CONTEXT_NO_ADAPTOR,179738,179281,268785.923292744,multihoprag:2405
PRA_NATIVE_MEMORY_NO_ADAPTOR,183811,179281,284008.4028340643,multihoprag:2420
PRA_SELECTED_CONTEXT_NO_ADAPTOR,183811,183345,274895.3326677438,multihoprag:2420
PRA_NATIVE_MEMORY_NO_ADAPTOR,187884,183345,290297.39241703646,multihoprag:2438
PRA_SELECTED_CONTEXT_NO_ADAPTOR,187884,187409,281053.26108576264,multihoprag:2438
PRA_NATIVE_MEMORY_NO_ADAPTOR,191976,187409,296603.3989180578,multihoprag:2456
PRA_SELECTED_CONTEXT_NO_ADAPTOR,191976,191491,287219.85862677684,multihoprag:2456
PRA_NATIVE_MEMORY_NO_ADAPTOR,196055,191491,302973.7133340095,multihoprag:2514
PRA_SELECTED_CONTEXT_NO_ADAPTOR,196055,195559,293354.7297507175,multihoprag:2514
PRA_NATIVE_MEMORY_NO_ADAPTOR,200112,195559,309283.4670430166,multihoprag:2521
PRA_SELECTED_CONTEXT_NO_ADAPTOR,200112,199605,299417.571041733,multihoprag:2521
PRA_NATIVE_MEMORY_NO_ADAPTOR,204185,199605,315628.61091905506,multihoprag:2552
PRA_SELECTED_CONTEXT_NO_ADAPTOR,204185,203666,305471.76112467423,multihoprag:2552
