dataset,model_tier,seed,method,examples,mrr,f80,f90,auc_0_30,r_at_3,r_at_8,router_parameters,router_backbone_percent,routing_dimension,native_hidden_index_bytes,projected_index_bytes,native_detail_kv_bytes,payload_parity_max_abs_error,r_at_5pct,any_r_at_5pct,all_r_at_5pct,kv_at_5pct,r_at_10pct,any_r_at_10pct,all_r_at_10pct,kv_at_10pct,r_at_20pct,any_r_at_20pct,all_r_at_20pct,kv_at_20pct,r_at_30pct,any_r_at_30pct,all_r_at_30pct,kv_at_30pct
hotpotqa,tiny,42,hidden_cosine,13,0.08531831416446801,1.0,1.0,0.0,0.0,0.07692307692307693,4096,0.36985668053629217,32,3840,1920,52932.92307692308,0.0,0.0,0.0,0.0,0.0889671066364463,0.0,0.0,0.0,0.1637314426304316,0.0,0.0,0.0,0.2335487059753691,0.0,0.0,0.0,0.3675154500739869
hotpotqa,tiny,42,learned_projection,13,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,4096,0.36985668053629217,32,3840,1920,52932.92307692308,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.057794881611865606,1.0,1.0,1.0,0.11823739660736894,1.0,1.0,1.0,0.17656381940268343,1.0,1.0,1.0,0.3139515681572628
hotpotqa,tiny,42,shuffled_projection,13,0.09136227020842405,1.0,1.0,0.006410256410256409,0.0,0.15384615384615385,4096,0.36985668053629217,32,3840,1920,52932.92307692308,0.0,0.0,0.0,0.0,0.08410223268478403,0.0,0.0,0.0,0.1560884811082664,0.0,0.0,0.0,0.2256354457892522,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.37247955980701264
hotpotqa,tiny,87,post_rope_k,13,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,4096,0.36985668053629217,32,3840,1920,52932.92307692308,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.05706338088036488,1.0,1.0,1.0,0.11671060759495487,1.0,1.0,1.0,0.17525414509470527,1.0,1.0,1.0,0.31135398180960316
hotpotqa,tiny,87,pre_rope_k,13,0.6410256410256411,0.2,0.2,0.7884615384615384,1.0,1.0,4096,0.36985668053629217,32,3840,1920,52932.92307692308,0.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.054492899293333494,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.1108823017400018,1.0,1.0,1.0,0.17538320475916208,1.0,1.0,1.0,0.30678705421364805
hotpotqa,tiny,87,hidden_cosine,13,0.28327228327228327,0.5333333333333333,1.0,0.25512820512820517,0.3076923076923077,0.8461538461538461,4096,0.36985668053629217,32,3840,1920,52932.92307692308,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07834311913229398,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15013036226060905,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.23299843463381967,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.37275665961110843
hotpotqa,tiny,87,learned_projection,13,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,4096,0.36985668053629217,32,3840,1920,52932.92307692308,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0611355265454309,1.0,1.0,1.0,0.12239974002786592,1.0,1.0,1.0,0.1900987958947883,1.0,1.0,1.0,0.3114296699658824
hotpotqa,tiny,87,shuffled_projection,13,0.21123876123876123,1.0,1.0,0.13974358974358975,0.15384615384615385,0.38461538461538464,4096,0.36985668053629217,32,3840,1920,52932.92307692308,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.04755798788110765,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.10366330854672462,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15782549944617477,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.29825790863288293
hotpotqa,small,1,post_rope_k,13,0.4552197802197802,0.5333333333333333,0.5333333333333333,0.4243589743589744,0.46153846153846156,1.0,8192,0.31375625061280515,32,7680,1920,105865.84615384616,0.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.05099684814279675,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.12333852835033801,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.19001344276012896,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.3205009305251817
hotpotqa,small,1,pre_rope_k,13,0.43321123321123317,1.0,1.0,0.36025641025641036,0.38461538461538464,0.7692307692307693,8192,0.31375625061280515,32,7680,1920,105865.84615384616,0.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.061777191934464855,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.12951491947168103,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.1991950945245592,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3107100290427318
