dataset,model_tier,seed,method,fraction,recall,any_evidence_recall,all_evidence_recall,selected_chunk_fraction,selected_kv_token_fraction
hotpotqa,tiny,7,pre_rope_k,0.15,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2,0.17669909902888123
hotpotqa,tiny,7,pre_rope_k,0.2,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2,0.17669909902888123
hotpotqa,tiny,7,pre_rope_k,0.25,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.26666666666666666,0.24209881934185373
hotpotqa,tiny,7,pre_rope_k,0.3,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.3333333333333333,0.30775830072078797
hotpotqa,tiny,7,pre_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5096280532839402
hotpotqa,tiny,7,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,7,hidden_cosine,0.01,0.0,0.0,0.0,0.06666666666666667,0.060211869744342436
hotpotqa,tiny,7,hidden_cosine,0.02,0.0,0.0,0.0,0.06666666666666667,0.060211869744342436
hotpotqa,tiny,7,hidden_cosine,0.05,0.0,0.0,0.0,0.06666666666666667,0.060211869744342436
hotpotqa,tiny,7,hidden_cosine,0.1,0.0,0.0,0.0,0.13333333333333333,0.13100402950476933
hotpotqa,tiny,7,hidden_cosine,0.15,0.0,0.0,0.0,0.2,0.20017402049330493
hotpotqa,tiny,7,hidden_cosine,0.2,0.0,0.0,0.0,0.2,0.20017402049330493
hotpotqa,tiny,7,hidden_cosine,0.25,0.0,0.0,0.0,0.26666666666666666,0.2675669162872303
hotpotqa,tiny,7,hidden_cosine,0.3,0.0,0.0,0.0,0.3333333333333333,0.3430845778655694
hotpotqa,tiny,7,hidden_cosine,0.5,0.0,0.0,0.0,0.5333333333333333,0.5432833521957348
hotpotqa,tiny,7,hidden_cosine,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,7,learned_projection,0.01,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.05815928895301714
hotpotqa,tiny,7,learned_projection,0.02,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.05815928895301714
hotpotqa,tiny,7,learned_projection,0.05,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.05815928895301714
hotpotqa,tiny,7,learned_projection,0.1,1.0,1.0,1.0,0.13333333333333333,0.11458018694577023
hotpotqa,tiny,7,learned_projection,0.15,1.0,1.0,1.0,0.2,0.17314934642793167
hotpotqa,tiny,7,learned_projection,0.2,1.0,1.0,1.0,0.2,0.17314934642793167
hotpotqa,tiny,7,learned_projection,0.25,1.0,1.0,1.0,0.26666666666666666,0.23658680499221335
hotpotqa,tiny,7,learned_projection,0.3,1.0,1.0,1.0,0.3333333333333333,0.304468097504134
hotpotqa,tiny,7,learned_projection,0.5,1.0,1.0,1.0,0.5333333333333333,0.5225715736330326
hotpotqa,tiny,7,learned_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,7,shuffled_projection,0.01,0.0,0.0,0.0,0.06666666666666667,0.0790649230986787
hotpotqa,tiny,7,shuffled_projection,0.02,0.0,0.0,0.0,0.06666666666666667,0.0790649230986787
hotpotqa,tiny,7,shuffled_projection,0.05,0.0,0.0,0.0,0.06666666666666667,0.0790649230986787
hotpotqa,tiny,7,shuffled_projection,0.1,0.0,0.0,0.0,0.13333333333333333,0.14592607212824385
hotpotqa,tiny,7,shuffled_projection,0.15,0.0,0.0,0.0,0.2,0.22374594339852844
hotpotqa,tiny,7,shuffled_projection,0.2,0.0,0.0,0.0,0.2,0.22374594339852844
hotpotqa,tiny,7,shuffled_projection,0.25,0.0,0.0,0.0,0.26666666666666666,0.28741184290751665
hotpotqa,tiny,7,shuffled_projection,0.3,0.0,0.0,0.0,0.3333333333333333,0.35138956470357663
hotpotqa,tiny,7,shuffled_projection,0.5,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.5333333333333333,0.5621769115225042
hotpotqa,tiny,7,shuffled_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,21,post_rope_k,0.01,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.06666666666666667,0.06035794737829852
hotpotqa,tiny,21,post_rope_k,0.02,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.06666666666666667,0.06035794737829852
hotpotqa,tiny,21,post_rope_k,0.05,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.06666666666666667,0.06035794737829852
hotpotqa,tiny,21,post_rope_k,0.1,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.13333333333333333,0.11227676128626511
hotpotqa,tiny,21,post_rope_k,0.15,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.2,0.19159258334005963
hotpotqa,tiny,21,post_rope_k,0.2,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.2,0.19159258334005963
hotpotqa,tiny,21,post_rope_k,0.25,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.26666666666666666,0.2587171245947207
hotpotqa,tiny,21,post_rope_k,0.3,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3333333333333333,0.3281240140546536
hotpotqa,tiny,21,post_rope_k,0.5,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.5333333333333333,0.5297785370831479
hotpotqa,tiny,21,post_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,21,pre_rope_k,0.01,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.06666666666666667,0.07039878937476604
hotpotqa,tiny,21,pre_rope_k,0.02,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.06666666666666667,0.07039878937476604
hotpotqa,tiny,21,pre_rope_k,0.05,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.06666666666666667,0.07039878937476604
hotpotqa,tiny,21,pre_rope_k,0.1,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.13333333333333333,0.1318787355113826
hotpotqa,tiny,21,pre_rope_k,0.15,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.2,0.21229026119504354
hotpotqa,tiny,21,pre_rope_k,0.2,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.2,0.21229026119504354
hotpotqa,tiny,21,pre_rope_k,0.25,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.26666666666666666,0.27157307875135933
hotpotqa,tiny,21,pre_rope_k,0.3,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.3333333333333333,0.33571697642573217
hotpotqa,tiny,21,pre_rope_k,0.5,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.5333333333333333,0.5329783096704609
hotpotqa,tiny,21,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,21,hidden_cosine,0.01,0.0,0.0,0.0,0.06666666666666667,0.06853603847166077
hotpotqa,tiny,21,hidden_cosine,0.02,0.0,0.0,0.0,0.06666666666666667,0.06853603847166077
hotpotqa,tiny,21,hidden_cosine,0.05,0.0,0.0,0.0,0.06666666666666667,0.06853603847166077
hotpotqa,tiny,21,hidden_cosine,0.1,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.13333333333333333,0.14314486532779647
hotpotqa,tiny,21,hidden_cosine,0.15,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2,0.21263370974233672
hotpotqa,tiny,21,hidden_cosine,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2,0.21263370974233672
hotpotqa,tiny,21,hidden_cosine,0.25,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.26666666666666666,0.2871225775015291
hotpotqa,tiny,21,hidden_cosine,0.3,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3333333333333333,0.3642561373877602
hotpotqa,tiny,21,hidden_cosine,0.5,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.5333333333333333,0.5726860305999681
hotpotqa,tiny,21,hidden_cosine,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,21,learned_projection,0.01,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.0608513361246308
hotpotqa,tiny,21,learned_projection,0.02,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.0608513361246308
hotpotqa,tiny,21,learned_projection,0.05,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.0608513361246308
hotpotqa,tiny,21,learned_projection,0.1,1.0,1.0,1.0,0.13333333333333333,0.12011981075781927
hotpotqa,tiny,21,learned_projection,0.15,1.0,1.0,1.0,0.2,0.18794840672609264
hotpotqa,tiny,21,learned_projection,0.2,1.0,1.0,1.0,0.2,0.18794840672609264
hotpotqa,tiny,21,learned_projection,0.25,1.0,1.0,1.0,0.26666666666666666,0.23658938672534824
hotpotqa,tiny,21,learned_projection,0.3,1.0,1.0,1.0,0.3333333333333333,0.2979239489808934
hotpotqa,tiny,21,learned_projection,0.5,1.0,1.0,1.0,0.5333333333333333,0.49250910417485555
hotpotqa,tiny,21,learned_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,21,shuffled_projection,0.01,0.0,0.0,0.0,0.06666666666666667,0.07638684721867581
hotpotqa,tiny,21,shuffled_projection,0.02,0.0,0.0,0.0,0.06666666666666667,0.07638684721867581
hotpotqa,tiny,21,shuffled_projection,0.05,0.0,0.0,0.0,0.06666666666666667,0.07638684721867581
hotpotqa,tiny,21,shuffled_projection,0.1,0.0,0.0,0.0,0.13333333333333333,0.15830594488836794
hotpotqa,tiny,21,shuffled_projection,0.15,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2,0.23569914822098925
hotpotqa,tiny,21,shuffled_projection,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2,0.23569914822098925
hotpotqa,tiny,21,shuffled_projection,0.25,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.26666666666666666,0.29379764889084875
hotpotqa,tiny,21,shuffled_projection,0.3,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.35384909955693816
hotpotqa,tiny,21,shuffled_projection,0.5,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.5333333333333333,0.5613724963336846
hotpotqa,tiny,21,shuffled_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,42,post_rope_k,0.01,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,tiny,42,post_rope_k,0.02,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,tiny,42,post_rope_k,0.05,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,tiny,42,post_rope_k,0.1,1.0,1.0,1.0,0.13333333333333333,0.12365199209720855
hotpotqa,tiny,42,post_rope_k,0.15,1.0,1.0,1.0,0.2,0.19455632944001147
hotpotqa,tiny,42,post_rope_k,0.2,1.0,1.0,1.0,0.2,0.19455632944001147
hotpotqa,tiny,42,post_rope_k,0.25,1.0,1.0,1.0,0.26666666666666666,0.25693795914616335
hotpotqa,tiny,42,post_rope_k,0.3,1.0,1.0,1.0,0.3333333333333333,0.30876971748698884
hotpotqa,tiny,42,post_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5083411424806547
hotpotqa,tiny,42,post_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,42,pre_rope_k,0.01,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.06666666666666667,0.05387575511966466
hotpotqa,tiny,42,pre_rope_k,0.02,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.06666666666666667,0.05387575511966466
hotpotqa,tiny,42,pre_rope_k,0.05,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.06666666666666667,0.05387575511966466
hotpotqa,tiny,42,pre_rope_k,0.1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.13333333333333333,0.11828635896383523
hotpotqa,tiny,42,pre_rope_k,0.15,1.0,1.0,1.0,0.2,0.18690346864295554
hotpotqa,tiny,42,pre_rope_k,0.2,1.0,1.0,1.0,0.2,0.18690346864295554
hotpotqa,tiny,42,pre_rope_k,0.25,1.0,1.0,1.0,0.26666666666666666,0.25833760207876266
hotpotqa,tiny,42,pre_rope_k,0.3,1.0,1.0,1.0,0.3333333333333333,0.32857097943042424
hotpotqa,tiny,42,pre_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5295738710558039
hotpotqa,tiny,42,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,42,hidden_cosine,0.01,0.0,0.0,0.0,0.06666666666666667,0.0889671066364463
hotpotqa,tiny,42,hidden_cosine,0.02,0.0,0.0,0.0,0.06666666666666667,0.0889671066364463
hotpotqa,tiny,42,hidden_cosine,0.05,0.0,0.0,0.0,0.06666666666666667,0.0889671066364463
hotpotqa,tiny,42,hidden_cosine,0.1,0.0,0.0,0.0,0.13333333333333333,0.1637314426304316
hotpotqa,tiny,42,hidden_cosine,0.15,0.0,0.0,0.0,0.2,0.2335487059753691
hotpotqa,tiny,42,hidden_cosine,0.2,0.0,0.0,0.0,0.2,0.2335487059753691
hotpotqa,tiny,42,hidden_cosine,0.25,0.0,0.0,0.0,0.26666666666666666,0.3022341230608587
hotpotqa,tiny,42,hidden_cosine,0.3,0.0,0.0,0.0,0.3333333333333333,0.3675154500739869
hotpotqa,tiny,42,hidden_cosine,0.5,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.5333333333333333,0.5658418723165066
hotpotqa,tiny,42,hidden_cosine,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,42,learned_projection,0.01,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.057794881611865606
hotpotqa,tiny,42,learned_projection,0.02,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.057794881611865606
hotpotqa,tiny,42,learned_projection,0.05,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.057794881611865606
hotpotqa,tiny,42,learned_projection,0.1,1.0,1.0,1.0,0.13333333333333333,0.11823739660736894
hotpotqa,tiny,42,learned_projection,0.15,1.0,1.0,1.0,0.2,0.17656381940268343
hotpotqa,tiny,42,learned_projection,0.2,1.0,1.0,1.0,0.2,0.17656381940268343
hotpotqa,tiny,42,learned_projection,0.25,1.0,1.0,1.0,0.26666666666666666,0.24669378272998047
hotpotqa,tiny,42,learned_projection,0.3,1.0,1.0,1.0,0.3333333333333333,0.3139515681572628
hotpotqa,tiny,42,learned_projection,0.5,1.0,1.0,1.0,0.5333333333333333,0.5051938243321559
hotpotqa,tiny,42,learned_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,42,shuffled_projection,0.01,0.0,0.0,0.0,0.06666666666666667,0.08410223268478403
hotpotqa,tiny,42,shuffled_projection,0.02,0.0,0.0,0.0,0.06666666666666667,0.08410223268478403
hotpotqa,tiny,42,shuffled_projection,0.05,0.0,0.0,0.0,0.06666666666666667,0.08410223268478403
hotpotqa,tiny,42,shuffled_projection,0.1,0.0,0.0,0.0,0.13333333333333333,0.1560884811082664
hotpotqa,tiny,42,shuffled_projection,0.15,0.0,0.0,0.0,0.2,0.2256354457892522
hotpotqa,tiny,42,shuffled_projection,0.2,0.0,0.0,0.0,0.2,0.2256354457892522
hotpotqa,tiny,42,shuffled_projection,0.25,0.0,0.0,0.0,0.26666666666666666,0.3044430501206488
hotpotqa,tiny,42,shuffled_projection,0.3,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3333333333333333,0.37247955980701264
hotpotqa,tiny,42,shuffled_projection,0.5,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.5333333333333333,0.5695179871460175
hotpotqa,tiny,42,shuffled_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,87,post_rope_k,0.01,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.05706338088036488
hotpotqa,tiny,87,post_rope_k,0.02,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.05706338088036488
hotpotqa,tiny,87,post_rope_k,0.05,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.05706338088036488
hotpotqa,tiny,87,post_rope_k,0.1,1.0,1.0,1.0,0.13333333333333333,0.11671060759495487
hotpotqa,tiny,87,post_rope_k,0.15,1.0,1.0,1.0,0.2,0.17525414509470527
hotpotqa,tiny,87,post_rope_k,0.2,1.0,1.0,1.0,0.2,0.17525414509470527
hotpotqa,tiny,87,post_rope_k,0.25,1.0,1.0,1.0,0.26666666666666666,0.23903112120455436
hotpotqa,tiny,87,post_rope_k,0.3,1.0,1.0,1.0,0.3333333333333333,0.31135398180960316
hotpotqa,tiny,87,post_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5137953707260078
hotpotqa,tiny,87,post_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,87,pre_rope_k,0.01,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.06666666666666667,0.054492899293333494
hotpotqa,tiny,87,pre_rope_k,0.02,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.06666666666666667,0.054492899293333494
hotpotqa,tiny,87,pre_rope_k,0.05,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.06666666666666667,0.054492899293333494
hotpotqa,tiny,87,pre_rope_k,0.1,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.13333333333333333,0.1108823017400018
hotpotqa,tiny,87,pre_rope_k,0.15,1.0,1.0,1.0,0.2,0.17538320475916208
hotpotqa,tiny,87,pre_rope_k,0.2,1.0,1.0,1.0,0.2,0.17538320475916208
hotpotqa,tiny,87,pre_rope_k,0.25,1.0,1.0,1.0,0.26666666666666666,0.24053484317249488
hotpotqa,tiny,87,pre_rope_k,0.3,1.0,1.0,1.0,0.3333333333333333,0.30678705421364805
hotpotqa,tiny,87,pre_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5193405125518364
hotpotqa,tiny,87,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,87,hidden_cosine,0.01,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06666666666666667,0.07834311913229398
hotpotqa,tiny,87,hidden_cosine,0.02,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06666666666666667,0.07834311913229398
hotpotqa,tiny,87,hidden_cosine,0.05,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06666666666666667,0.07834311913229398
hotpotqa,tiny,87,hidden_cosine,0.1,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.13333333333333333,0.15013036226060905
hotpotqa,tiny,87,hidden_cosine,0.15,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2,0.23299843463381967
hotpotqa,tiny,87,hidden_cosine,0.2,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2,0.23299843463381967
hotpotqa,tiny,87,hidden_cosine,0.25,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.26666666666666666,0.306055654581927
hotpotqa,tiny,87,hidden_cosine,0.3,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3333333333333333,0.37275665961110843
hotpotqa,tiny,87,hidden_cosine,0.5,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.5333333333333333,0.5692457258981666
hotpotqa,tiny,87,hidden_cosine,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,87,learned_projection,0.01,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.0611355265454309
hotpotqa,tiny,87,learned_projection,0.02,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.0611355265454309
hotpotqa,tiny,87,learned_projection,0.05,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.0611355265454309
hotpotqa,tiny,87,learned_projection,0.1,1.0,1.0,1.0,0.13333333333333333,0.12239974002786592
