dataset,stage,available_identities,cohort_size,channel,legacy_channel,selection_probability,bootstrap_mean_recall,recall_ci_low,recall_ci_high,resamples,seed
2wikimultihopqa,root,24,12,semantic,gist,0.582,0.07464583333333333,0.0,0.17361111111111108,1000,20260822
2wikimultihopqa,root,24,12,exact,exact,0.12,0.04486111111111111,0.0,0.1111111111111111,1000,20260822
2wikimultihopqa,root,24,12,bm25,bm25,0.171,0.050679166666666664,0.0,0.11666666666666665,1000,20260822
2wikimultihopqa,root,24,12,approximate,approx,0.027,0.032,0.0,0.08333333333333333,1000,20260822
2wikimultihopqa,root,24,12,hybrid,hybrid,0.1,0.052977777777777776,0.0,0.11805555555555554,1000,20260822
2wikimultihopqa,root,24,16,semantic,gist,0.614,0.07490625,0.0,0.16145833333333331,1000,20260822
2wikimultihopqa,root,24,16,exact,exact,0.083,0.045234375,0.0,0.09375,1000,20260822
2wikimultihopqa,root,24,16,bm25,bm25,0.163,0.050821874999999996,0.0,0.103125,1000,20260822
2wikimultihopqa,root,24,16,approximate,approx,0.007,0.031609375,0.0,0.078125,1000,20260822
2wikimultihopqa,root,24,16,hybrid,hybrid,0.133,0.053821875,0.0,0.10624999999999998,1000,20260822
2wikimultihopqa,root,24,24,semantic,gist,0.666,0.07472916666666667,0.013888888888888888,0.1423611111111111,1000,20260822
2wikimultihopqa,root,24,24,exact,exact,0.051,0.04476388888888889,0.010416666666666666,0.08680555555555557,1000,20260822
2wikimultihopqa,root,24,24,bm25,bm25,0.125,0.04985208333333333,0.01875,0.09166666666666667,1000,20260822
2wikimultihopqa,root,24,24,approximate,approx,0.003,0.031125,0.0,0.0625,1000,20260822
2wikimultihopqa,root,24,24,hybrid,hybrid,0.155,0.05289722222222222,0.010416666666666666,0.09999999999999999,1000,20260822
2wikimultihopqa,successor,18,4,native_semantic,native_semantic,0.2,0.040225,0.0,0.175,1000,20260822
2wikimultihopqa,successor,18,4,exact_new_address,exact_new_address,0.444,0.052325,0.0,0.25,1000,20260822
2wikimultihopqa,successor,18,4,bm25_state,bm25_state,0.056,0.01375,0.0,0.0625,1000,20260822
2wikimultihopqa,successor,18,4,approximate_new_address,approximate_new_address,0.087,0.030625,0.0,0.125,1000,20260822
2wikimultihopqa,successor,18,4,hybrid_state,hybrid_state,0.213,0.0275,0.0,0.125,1000,20260822
2wikimultihopqa,successor,18,8,native_semantic,native_semantic,0.233,0.0385625,0.0,0.125,1000,20260822
2wikimultihopqa,successor,18,8,exact_new_address,exact_new_address,0.434,0.04825,0.0,0.175,1000,20260822
2wikimultihopqa,successor,18,8,bm25_state,bm25_state,0.019,0.0135625,0.0,0.0625,1000,20260822
2wikimultihopqa,successor,18,8,approximate_new_address,approximate_new_address,0.034,0.027,0.0,0.125,1000,20260822
2wikimultihopqa,successor,18,8,hybrid_state,hybrid_state,0.28,0.027125,0.0,0.125,1000,20260822
2wikimultihopqa,successor,18,12,native_semantic,native_semantic,0.242,0.037175,0.0,0.11666666666666665,1000,20260822
2wikimultihopqa,successor,18,12,exact_new_address,exact_new_address,0.455,0.048183333333333335,0.0,0.1416666666666667,1000,20260822
2wikimultihopqa,successor,18,12,bm25_state,bm25_state,0.014,0.013208333333333332,0.0,0.041666666666666664,1000,20260822
2wikimultihopqa,successor,18,12,approximate_new_address,approximate_new_address,0.021,0.026916666666666665,0.0,0.125,1000,20260822
2wikimultihopqa,successor,18,12,hybrid_state,hybrid_state,0.268,0.026416666666666665,0.0,0.08333333333333333,1000,20260822
2wikimultihopqa,successor,18,16,native_semantic,native_semantic,0.259,0.038781249999999996,0.0,0.10625,1000,20260822
2wikimultihopqa,successor,18,16,exact_new_address,exact_new_address,0.46,0.05003125,0.0,0.13125,1000,20260822
2wikimultihopqa,successor,18,16,bm25_state,bm25_state,0.003,0.014234375,0.0,0.046875,1000,20260822
2wikimultihopqa,successor,18,16,approximate_new_address,approximate_new_address,0.005,0.02815625,0.0,0.09375,1000,20260822
2wikimultihopqa,successor,18,16,hybrid_state,hybrid_state,0.273,0.02846875,0.0,0.09375,1000,20260822
2wikimultihopqa,successor,18,18,native_semantic,native_semantic,0.252,0.038283333333333336,0.0,0.10555555555555556,1000,20260822
2wikimultihopqa,successor,18,18,exact_new_address,exact_new_address,0.478,0.04920555555555556,0.0,0.12777777777777777,1000,20260822
2wikimultihopqa,successor,18,18,bm25_state,bm25_state,0.003,0.013999999999999999,0.0,0.041666666666666664,1000,20260822
2wikimultihopqa,successor,18,18,approximate_new_address,approximate_new_address,0.003,0.02725,0.0,0.08333333333333333,1000,20260822
2wikimultihopqa,successor,18,18,hybrid_state,hybrid_state,0.264,0.027999999999999997,0.0,0.08333333333333333,1000,20260822
musique,root,18,4,semantic,gist,0.066,0.0,0.0,0.0,1000,20260822
musique,root,18,4,exact,exact,0.077,0.08907142857142857,0.0,0.32738095238095233,1000,20260822
musique,root,18,4,bm25,bm25,0.468,0.07263025210084033,0.0,0.25,1000,20260822
musique,root,18,4,approximate,approx,0.142,0.08907142857142857,0.0,0.32738095238095233,1000,20260822
musique,root,18,4,hybrid,hybrid,0.247,0.08894642857142857,0.0,0.32738095238095233,1000,20260822
musique,root,18,8,semantic,gist,0.021,0.0,0.0,0.0,1000,20260822
musique,root,18,8,exact,exact,0.051,0.08673392857142857,0.0,0.2333333333333333,1000,20260822
musique,root,18,8,bm25,bm25,0.381,0.07118245798319328,0.0,0.17916666666666667,1000,20260822
musique,root,18,8,approximate,approx,0.21,0.08673392857142857,0.0,0.2333333333333333,1000,20260822
musique,root,18,8,hybrid,hybrid,0.337,0.08500892857142857,0.0,0.2470238095238095,1000,20260822
musique,root,18,12,semantic,gist,0.004,0.0,0.0,0.0,1000,20260822
musique,root,18,12,exact,exact,0.057,0.0839015873015873,0.0,0.2083333333333333,1000,20260822
musique,root,18,12,bm25,bm25,0.305,0.06820877684407096,0.004901960784313725,0.15767973856209147,1000,20260822
musique,root,18,12,approximate,approx,0.28,0.0839015873015873,0.0,0.2083333333333333,1000,20260822
musique,root,18,12,hybrid,hybrid,0.354,0.08227380952380951,0.0,0.20634920634920637,1000,20260822
musique,root,18,16,semantic,gist,0.0,0.0,0.0,0.0,1000,20260822
musique,root,18,16,exact,exact,0.044,0.08327946428571428,0.008928571428571428,0.1886904761904762,1000,20260822
musique,root,18,16,bm25,bm25,0.266,0.0683125525210084,0.0125,0.1469362745098039,1000,20260822
musique,root,18,16,approximate,approx,0.352,0.08327946428571428,0.008928571428571428,0.1886904761904762,1000,20260822
musique,root,18,16,hybrid,hybrid,0.338,0.08091071428571428,0.008928571428571428,0.18749999999999997,1000,20260822
musique,root,18,18,semantic,gist,0.0,0.0,0.0,0.0,1000,20260822
musique,root,18,18,exact,exact,0.03,0.08361455026455027,0.011111111111111112,0.187037037037037,1000,20260822
musique,root,18,18,bm25,bm25,0.248,0.06828993152816681,0.014379084967320262,0.13818860877684405,1000,20260822
musique,root,18,18,approximate,approx,0.368,0.08361455026455027,0.011111111111111112,0.187037037037037,1000,20260822
musique,root,18,18,hybrid,hybrid,0.354,0.08198677248677248,0.007936507936507936,0.18386243386243384,1000,20260822
musique,successor,18,4,native_semantic,native_semantic,0.353,0.0325,0.0,0.14583333333333331,1000,20260822
musique,successor,18,4,exact_new_address,exact_new_address,0.048,0.011324074074074073,0.0,0.04976851851851852,1000,20260822
musique,successor,18,4,bm25_state,bm25_state,0.434,0.02337422360248447,0.0,0.09821428571428571,1000,20260822
musique,successor,18,4,approximate_new_address,approximate_new_address,0.003,0.009037037037037036,0.0,0.04050925925925926,1000,20260822
musique,successor,18,4,hybrid_state,hybrid_state,0.162,0.013151660280970626,0.0,0.04976851851851852,1000,20260822
musique,successor,18,8,native_semantic,native_semantic,0.436,0.03211458333333333,0.0,0.11458333333333331,1000,20260822
musique,successor,18,8,exact_new_address,exact_new_address,0.025,0.010719328703703703,0.0,0.03414351851851852,1000,20260822
musique,successor,18,8,bm25_state,bm25_state,0.413,0.023517274844720496,0.0,0.06793478260869565,1000,20260822
musique,successor,18,8,approximate_new_address,approximate_new_address,0.0,0.008617476851851852,0.0,0.03125,1000,20260822
musique,successor,18,8,hybrid_state,hybrid_state,0.126,0.012486570083014048,0.0,0.038453863346104726,1000,20260822
musique,successor,18,12,native_semantic,native_semantic,0.51,0.033173611111111105,0.0,0.09722222222222221,1000,20260822
musique,successor,18,12,exact_new_address,exact_new_address,0.01,0.011474151234567902,0.0,0.033179012345679014,1000,20260822
musique,successor,18,12,bm25_state,bm25_state,0.404,0.02510856625258799,0.0,0.0661231884057971,1000,20260822
musique,successor,18,12,approximate_new_address,approximate_new_address,0.0,0.009356867283950616,0.0,0.03125,1000,20260822
musique,successor,18,12,hybrid_state,hybrid_state,0.076,0.01339656502767135,0.0,0.03699712643678161,1000,20260822
musique,successor,18,16,native_semantic,native_semantic,0.59,0.032890625,0.0,0.08333333333333333,1000,20260822
musique,successor,18,16,exact_new_address,exact_new_address,0.003,0.011506655092592593,0.0,0.029513888888888888,1000,20260822
musique,successor,18,16,bm25_state,bm25_state,0.351,0.025204677795031053,0.0,0.0625,1000,20260822
musique,successor,18,16,approximate_new_address,approximate_new_address,0.0,0.009460358796296297,0.0,0.025752314814814815,1000,20260822
musique,successor,18,16,hybrid_state,hybrid_state,0.056,0.013413982678799488,0.0,0.03166906130268199,1000,20260822
musique,successor,18,18,native_semantic,native_semantic,0.59,0.03256944444444444,0.0,0.08333333333333331,1000,20260822
musique,successor,18,18,exact_new_address,exact_new_address,0.003,0.011015174897119341,0.0,0.029063786008230452,1000,20260822
musique,successor,18,18,bm25_state,bm25_state,0.343,0.02407185990338164,0.0,0.0599551414768806,1000,20260822
musique,successor,18,18,approximate_new_address,approximate_new_address,0.0,0.009066615226337449,0.0,0.024948559670781894,1000,20260822
musique,successor,18,18,hybrid_state,hybrid_state,0.064,0.01304774194692777,0.0,0.03097949482049099,1000,20260822
