active_native_kv_tokens,chain_depth,device,evidence_nodes,evidence_recall,evidence_regions,first_budget_meeting_target,layer_token_kv_states,logical_tokens,max_evidence_distance_tokens,measured,measurement_scope,meets_90pct_recall,search_latency_p50_seconds,seed,source_dispersion_fraction,task_accuracy,training_regime
32,1,cuda,1,1.0,1,True,64,524288,0,True,controlled difficulty scaling,True,0.0005949999904260039,17,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,8,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.0006481000455096364,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,8,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0006510000675916672,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,8,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.0006803000578656793,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,16,0.25,4,False,64,524288,393216,True,controlled difficulty scaling,False,0.0006571999983862042,67,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,16,0.5,4,False,128,524288,393216,True,controlled difficulty scaling,False,0.0006787000456824899,67,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,16,1.0,4,True,256,524288,393216,True,controlled difficulty scaling,True,0.000649999943561852,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,16,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.0007019999902695417,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,16,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0006673999596387148,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,16,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.0006531000835821033,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,8,0.5,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006726999999955297,67,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,8,1.0,8,True,128,524288,458752,True,controlled difficulty scaling,True,0.0006816000677645206,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,8,1.0,8,False,256,524288,458752,True,controlled difficulty scaling,True,0.0006636999314650893,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,8,1.0,8,False,512,524288,458752,True,controlled difficulty scaling,True,0.0006611000280827284,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,8,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.0006636999314650893,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,8,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0006760000251233578,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,16,0.25,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006940000457689166,67,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,16,0.5,8,False,128,524288,458752,True,controlled difficulty scaling,False,0.0006695999763906002,67,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,16,1.0,8,True,256,524288,458752,True,controlled difficulty scaling,True,0.0006652000593021512,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,16,1.0,8,False,512,524288,458752,True,controlled difficulty scaling,True,0.0006842999719083309,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,16,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.0006523999618366361,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,16,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0006843999726697803,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,32,0.125,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006674999604001641,67,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,32,0.25,8,False,128,524288,458752,True,controlled difficulty scaling,False,0.000712999957613647,67,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,32,0.5,8,False,256,524288,458752,True,controlled difficulty scaling,False,0.0007153000915423036,67,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,32,1.0,8,True,512,524288,458752,True,controlled difficulty scaling,True,0.0006954000564292073,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,32,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.0006747000152245164,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,32,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0006921000313013792,67,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
