model,dataset,treatment,baseline,metric,pairs,mean_delta,bootstrap_ci95_low,bootstrap_ci95_high
qwen3_0_6b,qasper,bm25,shuffled,f1,50,-0.0005492285492285498,-0.022500166500166504,0.022371406371406374
qwen3_0_6b,qasper,bm25,irrelevant,gold_mean_token_logprob,50,-0.13020628929138184,-0.2627635765075684,-0.004469766616821289
qwen3_0_6b,qasper,bm25,irrelevant,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,bm25,irrelevant,f1,50,0.004772283272283271,-0.006761904761904764,0.018238095238095237
qwen3_0_6b,qasper,bm25,empty,gold_mean_token_logprob,50,-0.19425054550170898,-0.3543229484558105,-0.018310995101928712
qwen3_0_6b,qasper,bm25,empty,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,bm25,empty,f1,50,0.006753801753801756,-0.03865301365301365,0.04354545454545455
qwen3_0_6b,qasper,approximate,disabled,gold_mean_token_logprob,50,-0.012531309127807618,-0.18964640617370607,0.18513691902160645
qwen3_0_6b,qasper,approximate,disabled,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,approximate,disabled,f1,50,0.000648185148185152,-0.04608241758241758,0.04307226107226107
qwen3_0_6b,qasper,approximate,shuffled,gold_mean_token_logprob,50,0.15602893829345704,-0.012371034622192382,0.31439406394958497
qwen3_0_6b,qasper,approximate,shuffled,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,approximate,shuffled,f1,50,-0.006654845154845154,-0.028006493506493504,0.01563636363636364
qwen3_0_6b,qasper,approximate,irrelevant,gold_mean_token_logprob,50,0.05151294708251953,-0.07569218635559082,0.18068424224853516
qwen3_0_6b,qasper,approximate,irrelevant,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,approximate,irrelevant,f1,50,-0.001333333333333333,-0.020559440559440558,0.016018315018315018
qwen3_0_6b,qasper,approximate,empty,gold_mean_token_logprob,50,-0.012531309127807618,-0.19682905197143555,0.18427390098571778
qwen3_0_6b,qasper,approximate,empty,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,approximate,empty,f1,50,0.000648185148185152,-0.04571545121545121,0.03965384615384616
qwen3_0_6b,qasper,hybrid,disabled,gold_mean_token_logprob,50,-0.23113544464111327,-0.3970914268493652,-0.07064506530761719
qwen3_0_6b,qasper,hybrid,disabled,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,hybrid,disabled,f1,50,0.004622932622932625,-0.04126695526695526,0.04290864690864691
qwen3_0_6b,qasper,hybrid,shuffled,gold_mean_token_logprob,50,-0.06257519721984864,-0.23841103553771972,0.0951261043548584
qwen3_0_6b,qasper,hybrid,shuffled,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,hybrid,shuffled,f1,50,-0.00268009768009768,-0.02434965034965035,0.022431013431013433
qwen3_0_6b,qasper,hybrid,irrelevant,gold_mean_token_logprob,50,-0.16709118843078613,-0.291995735168457,-0.0373771858215332
qwen3_0_6b,qasper,hybrid,irrelevant,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,hybrid,irrelevant,f1,50,0.0026414141414141407,-0.013974358974358976,0.02022222222222222
qwen3_0_6b,qasper,hybrid,empty,gold_mean_token_logprob,50,-0.23113544464111327,-0.3813331127166748,-0.057899608612060546
qwen3_0_6b,qasper,hybrid,empty,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,hybrid,empty,f1,50,0.004622932622932625,-0.04437806637806637,0.04206759906759907
qwen3_0_6b,qasper,adaptive,disabled,gold_mean_token_logprob,50,-0.08086028099060058,-0.22391740798950197,0.07763924598693847
qwen3_0_6b,qasper,adaptive,disabled,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,adaptive,disabled,f1,50,-0.011066100566100563,-0.05397735597735597,0.025933899433899437
qwen3_0_6b,qasper,adaptive,shuffled,gold_mean_token_logprob,50,0.08769996643066406,-0.058726654052734376,0.22556036949157715
qwen3_0_6b,qasper,adaptive,shuffled,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,adaptive,shuffled,f1,50,-0.01836913086913087,-0.043642857142857136,0.008285547785547787
qwen3_0_6b,qasper,adaptive,irrelevant,gold_mean_token_logprob,50,-0.01681602478027344,-0.12926647186279297,0.09852155685424804
qwen3_0_6b,qasper,adaptive,irrelevant,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,adaptive,irrelevant,f1,50,-0.013047619047619047,-0.03019047619047619,0.0
qwen3_0_6b,qasper,adaptive,empty,gold_mean_token_logprob,50,-0.08086028099060058,-0.2288098430633545,0.07860376358032227
qwen3_0_6b,qasper,adaptive,empty,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,adaptive,empty,f1,50,-0.011066100566100563,-0.05362554112554112,0.025643689643689647
qwen3_0_6b,qasper,oracle,disabled,gold_mean_token_logprob,50,0.08967307090759277,-0.03988909721374512,0.22736554145812987
qwen3_0_6b,qasper,oracle,disabled,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,oracle,disabled,f1,50,0.00480691530691531,-0.04253030303030303,0.04292191142191142
qwen3_0_6b,qasper,oracle,shuffled,gold_mean_token_logprob,50,0.25823331832885743,0.0920021152496338,0.4220572948455811
qwen3_0_6b,qasper,oracle,shuffled,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,oracle,shuffled,f1,50,-0.002496114996114996,-0.02554778554778555,0.021974747474747477
qwen3_0_6b,qasper,oracle,irrelevant,gold_mean_token_logprob,50,0.1537173271179199,0.07359031677246093,0.23136868476867675
qwen3_0_6b,qasper,oracle,irrelevant,em,50,0.0,0.0,0.0
qwen3_0_6b,qasper,oracle,irrelevant,f1,50,0.0028253968253968247,-0.013555555555555557,0.020555555555555553
qwen3_0_6b,qasper,oracle,empty,gold_mean_token_logprob,50,0.08967307090759277,-0.030483407974243162,0.2270750141143799
qwen3_0_6b,qasper,oracle,empty,em,50,-0.02,-0.06,0.0
qwen3_0_6b,qasper,oracle,empty,f1,50,0.00480691530691531,-0.040621212121212114,0.04224242424242425
smollm2_135m,hotpotqa,semantic,disabled,gold_mean_token_logprob,50,0.18498863220214845,0.03800607681274414,0.34519319534301757
smollm2_135m,hotpotqa,semantic,disabled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,semantic,disabled,f1,50,-0.018279031426090248,-0.041195249195249195,0.0030590977649801172
smollm2_135m,hotpotqa,semantic,shuffled,gold_mean_token_logprob,50,0.16169426441192628,0.0030052328109741212,0.332559609413147
smollm2_135m,hotpotqa,semantic,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,semantic,shuffled,f1,50,0.001538239538239537,-0.0139988344988345,0.018166666666666668
smollm2_135m,hotpotqa,semantic,irrelevant,gold_mean_token_logprob,50,0.12759352207183838,-0.025034780502319335,0.29542214393615723
smollm2_135m,hotpotqa,semantic,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,semantic,irrelevant,f1,50,-0.005460000783530197,-0.02375091575091575,0.013607843137254903
smollm2_135m,hotpotqa,semantic,empty,gold_mean_token_logprob,50,0.18498863220214845,0.04261971950531006,0.3486147737503052
smollm2_135m,hotpotqa,semantic,empty,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,semantic,empty,f1,50,-0.018279031426090248,-0.04175757575757576,0.003580853786736139
smollm2_135m,hotpotqa,exact,disabled,gold_mean_token_logprob,50,0.1269982624053955,-0.014702062606811523,0.2722284126281738
smollm2_135m,hotpotqa,exact,disabled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,exact,disabled,f1,50,-0.015565744712803536,-0.03075553857906799,-0.002207158854217677
smollm2_135m,hotpotqa,exact,shuffled,gold_mean_token_logprob,50,0.10370389461517333,-0.027809591293334962,0.24754120349884035
smollm2_135m,hotpotqa,exact,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,exact,shuffled,f1,50,0.004251526251526251,-0.010248473748473753,0.024267399267399264
smollm2_135m,hotpotqa,exact,irrelevant,gold_mean_token_logprob,50,0.06960315227508546,-0.061432909965515134,0.20137986660003662
smollm2_135m,hotpotqa,exact,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,exact,irrelevant,f1,50,-0.0027467140702434824,-0.023488060958649193,0.020992673992673995
smollm2_135m,hotpotqa,exact,empty,gold_mean_token_logprob,50,0.1269982624053955,-0.008505759239196777,0.2753735399246216
smollm2_135m,hotpotqa,exact,empty,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,exact,empty,f1,50,-0.015565744712803536,-0.0315965080670963,-0.0029842543077837186
smollm2_135m,hotpotqa,bm25,disabled,gold_mean_token_logprob,50,0.15214356184005737,0.013951325416564941,0.29579192638397217
smollm2_135m,hotpotqa,bm25,disabled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,bm25,disabled,f1,50,-0.009114973262032084,-0.03275014854426619,0.01268300653594771
smollm2_135m,hotpotqa,bm25,shuffled,gold_mean_token_logprob,50,0.1288491940498352,-0.04356649398803711,0.29175763845443725
smollm2_135m,hotpotqa,bm25,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,bm25,shuffled,f1,50,0.0107022977022977,-0.00456754356754357,0.02964529914529914
smollm2_135m,hotpotqa,bm25,irrelevant,gold_mean_token_logprob,50,0.09474845170974731,-0.03987282276153564,0.248138952255249
smollm2_135m,hotpotqa,bm25,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,bm25,irrelevant,f1,50,0.0037040573805279683,-0.011798361768950005,0.020708236208236207
smollm2_135m,hotpotqa,bm25,empty,gold_mean_token_logprob,50,0.15214356184005737,0.02075817108154297,0.30034968376159665
smollm2_135m,hotpotqa,bm25,empty,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,bm25,empty,f1,50,-0.009114973262032084,-0.03299940582293523,0.012623565976507151
smollm2_135m,hotpotqa,approximate,disabled,gold_mean_token_logprob,50,0.16605593681335448,0.036469674110412596,0.29253397464752195
smollm2_135m,hotpotqa,approximate,disabled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,approximate,disabled,f1,50,-0.019552924199983023,-0.04336089400795282,0.002274509803921568
smollm2_135m,hotpotqa,approximate,shuffled,gold_mean_token_logprob,50,0.14276156902313233,0.017903876304626466,0.2736489152908325
smollm2_135m,hotpotqa,approximate,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,approximate,shuffled,f1,50,0.00026434676434676285,-0.009804029304029308,0.010396214896214895
smollm2_135m,hotpotqa,approximate,irrelevant,gold_mean_token_logprob,50,0.10866082668304443,-0.009606161117553712,0.22683947086334227
smollm2_135m,hotpotqa,approximate,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,approximate,irrelevant,f1,50,-0.00673389355742297,-0.023463203463203467,0.009611917494270435
smollm2_135m,hotpotqa,approximate,empty,gold_mean_token_logprob,50,0.16605593681335448,0.033488402366638186,0.3026313304901123
smollm2_135m,hotpotqa,approximate,empty,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,approximate,empty,f1,50,-0.019552924199983023,-0.04351126651126651,0.00035875235875235887
smollm2_135m,hotpotqa,hybrid,disabled,gold_mean_token_logprob,50,0.11488272428512573,0.0012203598022460938,0.24015470266342162
smollm2_135m,hotpotqa,hybrid,disabled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,hybrid,disabled,f1,50,-0.018034609181668004,-0.042603850397968046,0.0024405822935234705
smollm2_135m,hotpotqa,hybrid,shuffled,gold_mean_token_logprob,50,0.09158835649490356,-0.05269358634948731,0.2403099822998047
smollm2_135m,hotpotqa,hybrid,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,hybrid,shuffled,f1,50,0.0017826617826617818,-0.007354700854700855,0.011253357753357753
smollm2_135m,hotpotqa,hybrid,irrelevant,gold_mean_token_logprob,50,0.057487614154815674,-0.06355114459991455,0.18276355028152466
smollm2_135m,hotpotqa,hybrid,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,hybrid,irrelevant,f1,50,-0.00521557853910795,-0.022578049401578815,0.012295821825233593
smollm2_135m,hotpotqa,hybrid,empty,gold_mean_token_logprob,50,0.11488272428512573,0.00451993465423584,0.23617639064788817
smollm2_135m,hotpotqa,hybrid,empty,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,hybrid,empty,f1,50,-0.018034609181668004,-0.041197985021514436,0.0016614888379594267
smollm2_135m,hotpotqa,adaptive,disabled,gold_mean_token_logprob,50,0.15097185373306274,-0.0006884527206420898,0.29208117246627807
smollm2_135m,hotpotqa,adaptive,disabled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,adaptive,disabled,f1,50,-0.023642667789726613,-0.04579562594268476,-0.005028060175118999
smollm2_135m,hotpotqa,adaptive,shuffled,gold_mean_token_logprob,50,0.12767748594284056,-0.056660122871398926,0.30377777576446535
smollm2_135m,hotpotqa,adaptive,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,adaptive,shuffled,f1,50,-0.0038253968253968273,-0.020869574869574872,0.013097680097680095
smollm2_135m,hotpotqa,adaptive,irrelevant,gold_mean_token_logprob,50,0.09357674360275268,-0.05054166793823242,0.2564306449890137
smollm2_135m,hotpotqa,adaptive,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,adaptive,irrelevant,f1,50,-0.01082363714716656,-0.02565558297911239,0.0038600288600288586
smollm2_135m,hotpotqa,adaptive,empty,gold_mean_token_logprob,50,0.15097185373306274,0.0016050267219543458,0.3022929644584656
smollm2_135m,hotpotqa,adaptive,empty,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,adaptive,empty,f1,50,-0.023642667789726613,-0.04725057622116445,-0.0052703734174322425
smollm2_135m,hotpotqa,oracle,disabled,gold_mean_token_logprob,50,0.31321341276168824,0.20885767221450804,0.42589648962020876
smollm2_135m,hotpotqa,oracle,disabled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,oracle,disabled,f1,50,-0.004982661129719953,-0.024725594666771135,0.010250700280112044
smollm2_135m,hotpotqa,oracle,shuffled,gold_mean_token_logprob,50,0.2899190449714661,0.16876065015792846,0.41458839416503906
smollm2_135m,hotpotqa,oracle,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,oracle,shuffled,f1,50,0.014834609834609833,-0.0022435897435897434,0.03579004329004329
smollm2_135m,hotpotqa,oracle,irrelevant,gold_mean_token_logprob,50,0.25581830263137817,0.16311137914657592,0.35376999616622923
smollm2_135m,hotpotqa,oracle,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,oracle,irrelevant,f1,50,0.0078363695128401,-0.008256109903168727,0.025724814401284987
smollm2_135m,hotpotqa,oracle,empty,gold_mean_token_logprob,50,0.31321341276168824,0.2107070827484131,0.43403025388717653
smollm2_135m,hotpotqa,oracle,empty,em,50,0.0,0.0,0.0
smollm2_135m,hotpotqa,oracle,empty,f1,50,-0.004982661129719953,-0.02462816595169536,0.009878787878787878
smollm2_135m,qasper,semantic,disabled,gold_mean_token_logprob,50,0.05611083984375,-0.06108285903930664,0.17567731857299804
smollm2_135m,qasper,semantic,disabled,em,50,0.0,0.0,0.0
