cost,cost_regret,dataset,example_id,joint_exact,mean_head_accuracy,model_seed,oracle_cost,oracle_level,oracle_profile,oracle_quality,overprediction,quality,quality_regret,router_latency_seconds,seed,selected_level,selected_profile,underprediction,variant
152.0,144.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0,0,23,8.0,0,E0_low,1.0,1,1.0,0.0,0.00039679999463260174,0,2,E2_high,0,R0_profile
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0002506999298930168,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0002532999496906996,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.00013070006389170885,0,0,E0_low,0,R0_profile
152.0,144.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0,0,11,8.0,0,E0_low,1.0,1,1.0,0.0,0.00012049998622387648,0,2,E2_high,0,R0_profile
152.0,144.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0,0,23,8.0,0,E0_low,1.0,1,1.0,0.0,0.00012179999612271786,0,2,E2_high,0,R0_profile
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0001202999847009778,0,0,E0_low,0,R0_profile
152.0,144.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0,0,53,8.0,0,E0_low,1.0,1,1.0,0.0,0.00016409996896982193,0,2,E2_high,0,R0_profile
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.00011669995728880167,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.00018799991812556982,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.00011549994815140963,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.00011369993444532156,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.00011369993444532156,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.00011560006532818079,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.00011550006456673145,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.00011619995348155499,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.00015849992632865906,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.00026160001289099455,0,0,E0_low,0,R0_profile
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.00013020006008446217,0,0,E0_low,0,R0_profile
