partition,target_architecture,representation,router_seed,dataset,example_id,model_seed,invalid_combination_repaired,selected_config,oracle_config,quality,retrieval_cost,total_cost,oracle_cost,oracle_regret,allocation_outcome,prefill_cost,prefill_latency_seconds,processed_token_layers,recomputed_query_tokens
test,group_profiles,S2_embed_last,1,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,71,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.014508928571429,11.0,-3.985491071428571,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,group_profiles,S2_embed_last,7,hotpotqa,5ab2b863554299295394685a,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,18.890625,18.912388392857142,7.0,11.912388392857142,over_allocation,0.021763392857142856,1.1392000131309032e-05,0,39
test,group_profiles,S2_embed_last,7,hotpotqa,5ab2b863554299295394685a,23,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,18.890625,18.912388392857142,7.0,11.912388392857142,over_allocation,0.021763392857142856,1.1392000131309032e-05,0,39
test,group_profiles,S2_embed_last,7,hotpotqa,5ab2b863554299295394685a,37,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,18.890625,18.912388392857142,7.0,11.912388392857142,over_allocation,0.021763392857142856,1.1392000131309032e-05,0,39
test,group_profiles,S2_embed_last,7,hotpotqa,5ab2b863554299295394685a,53,0,F1_R1_K2_H1_Bs4_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,14.890625,14.912388392857142,7.0,7.912388392857142,over_allocation,0.021763392857142856,1.1392000131309032e-05,0,39
test,group_profiles,S2_embed_last,7,hotpotqa,5ab2b863554299295394685a,71,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,1.0,11.0,11.021763392857142,11.0,0.02176339285714235,matched,0.021763392857142856,1.1392000131309032e-05,0,39
test,group_profiles,S2_embed_last,7,hotpotqa,5a710a915542994082a3e504,11,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,0.0,19.0,19.023995535714285,19.0,0.0239955357142847,under_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,group_profiles,S2_embed_last,7,hotpotqa,5a710a915542994082a3e504,23,0,F2_R4_K2_H0_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,20.0,20.023995535714285,21.0,-0.9760044642857153,under_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,group_profiles,S2_embed_last,7,hotpotqa,5a710a915542994082a3e504,37,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs4_Bkv4,0.0,9.0,9.023995535714286,19.0,-9.976004464285714,under_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,group_profiles,S2_embed_last,7,hotpotqa,5a710a915542994082a3e504,53,0,F1_R1_K2_H1_Bs2_Bkv8,F1_R1_K2_H1_Bs4_Bkv4,0.0,13.0,13.023995535714286,19.0,-5.9760044642857135,under_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,group_profiles,S2_embed_last,7,hotpotqa,5a710a915542994082a3e504,71,0,F1_R2_K2_H0_Bs2_Bkv8,F1_R4_K2_H0_Bs4_Bkv4,0.0,11.0,11.023995535714286,19.0,-7.9760044642857135,under_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,group_profiles,S2_embed_last,7,hotpotqa,5adc93a4554299438c868e01,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,19.0,19.01953125,13.0,6.01953125,over_allocation,0.01953125,1.1296000331640243e-05,0,35
test,group_profiles,S2_embed_last,7,hotpotqa,5adc93a4554299438c868e01,23,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,17.703125,17.72265625,17.703125,0.01953125,matched,0.01953125,1.1296000331640243e-05,0,35
test,group_profiles,S2_embed_last,7,hotpotqa,5adc93a4554299438c868e01,37,0,F1_R1_K2_H1_Bs2_Bkv2,F1_R1_K2_H1_Bs2_Bkv2,1.0,13.0,13.01953125,13.0,0.01953125,matched,0.01953125,1.1296000331640243e-05,0,35
test,group_profiles,S2_embed_last,7,hotpotqa,5adc93a4554299438c868e01,53,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,19.0,19.01953125,13.0,6.01953125,over_allocation,0.01953125,1.1296000331640243e-05,0,35
test,group_profiles,S2_embed_last,7,hotpotqa,5adc93a4554299438c868e01,71,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,19.0,19.01953125,13.0,6.01953125,over_allocation,0.01953125,1.1296000331640243e-05,0,35
test,group_profiles,S2_embed_last,7,hotpotqa,5a8888e35542997e5c09a5f6,11,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.28125,6.298549107142857,10.28125,-3.9827008928571432,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,group_profiles,S2_embed_last,7,hotpotqa,5a8888e35542997e5c09a5f6,23,1,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,20.28125,20.298549107142858,18.28125,2.0172991071428577,over_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,group_profiles,S2_embed_last,7,hotpotqa,5a8888e35542997e5c09a5f6,37,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs4_Bkv4,0.0,7.0,7.017299107142857,18.28125,-11.263950892857142,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,group_profiles,S2_embed_last,7,hotpotqa,5a8888e35542997e5c09a5f6,53,0,F1_R1_K2_H0_Bs2_Bkv2,F4_R4_K2_H0_Bs4_Bkv4,0.0,6.28125,6.298549107142857,23.28125,-16.982700892857142,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,group_profiles,S2_embed_last,7,hotpotqa,5a8888e35542997e5c09a5f6,71,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs4_Bkv4,0.0,7.0,7.017299107142857,18.28125,-11.263950892857142,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,group_profiles,S2_embed_last,7,hotpotqa,5a8c8502554299585d9e36d0,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,18.171875,18.192522321428573,21.0,-2.807477678571427,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,group_profiles,S2_embed_last,7,hotpotqa,5a8c8502554299585d9e36d0,23,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K8_H1_Bs8_Bkv8,0.0,11.0,11.020647321428571,42.171875,-31.15122767857143,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
