dataset,example_id,policy,allocation_outcome_physical,under_allocated,overhead_K_over_E,KV_active
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,fixed_E1,over_allocation,0,4.0,1003.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,fixed_E1,over_allocation,0,4.0,1003.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,fixed_E1,over_allocation,0,4.0,1024.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,fixed_E1,over_allocation,0,4.0,1024.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,fixed_E1,over_allocation,0,4.0,1024.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,fixed_E1,over_allocation,0,4.0,1024.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,fixed_E1,over_allocation,0,4.0,1024.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,fixed_E1,under_allocation,1,4.0,1024.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,fixed_E1,over_allocation,0,4.0,1024.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,fixed_E1,action_space_failure,0,4.0,906.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,fixed_E1,over_allocation,0,4.0,1024.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,fixed_E1,over_allocation,0,4.0,1024.0
hotpotqa,5ab2b863554299295394685a,factorized_oracle,efficient,0,0.5,256.0
hotpotqa,5ab2b863554299295394685a,factorized_oracle,efficient,0,0.5,256.0
hotpotqa,5ab2b863554299295394685a,factorized_oracle,efficient,0,0.5,256.0
hotpotqa,5ab2b863554299295394685a,factorized_oracle,efficient,0,0.5,256.0
hotpotqa,5ab2b863554299295394685a,factorized_oracle,efficient,0,1.0,512.0
hotpotqa,5a710a915542994082a3e504,factorized_oracle,efficient,0,1.5,768.0
hotpotqa,5a710a915542994082a3e504,factorized_oracle,efficient,0,2.0,1024.0
hotpotqa,5a710a915542994082a3e504,factorized_oracle,efficient,0,1.5,768.0
hotpotqa,5a710a915542994082a3e504,factorized_oracle,efficient,0,1.5,768.0
hotpotqa,5a710a915542994082a3e504,factorized_oracle,efficient,0,2.0,896.0
hotpotqa,5adc93a4554299438c868e01,factorized_oracle,efficient,0,0.6666666666666666,512.0
hotpotqa,5adc93a4554299438c868e01,factorized_oracle,efficient,0,1.0,685.0
hotpotqa,5adc93a4554299438c868e01,factorized_oracle,efficient,0,0.6666666666666666,512.0
hotpotqa,5adc93a4554299438c868e01,factorized_oracle,efficient,0,0.6666666666666666,512.0
hotpotqa,5adc93a4554299438c868e01,factorized_oracle,efficient,0,0.6666666666666666,512.0
hotpotqa,5a8888e35542997e5c09a5f6,factorized_oracle,efficient,0,1.0,466.0
hotpotqa,5a8888e35542997e5c09a5f6,factorized_oracle,efficient,0,1.5,722.0
hotpotqa,5a8888e35542997e5c09a5f6,factorized_oracle,efficient,0,1.5,722.0
hotpotqa,5a8888e35542997e5c09a5f6,factorized_oracle,efficient,0,2.0,978.0
hotpotqa,5a8888e35542997e5c09a5f6,factorized_oracle,efficient,0,1.5,722.0
hotpotqa,5a8c8502554299585d9e36d0,factorized_oracle,efficient,0,2.0,1024.0
hotpotqa,5a8c8502554299585d9e36d0,factorized_oracle,efficient,0,3.5,1739.0
hotpotqa,5a8c8502554299585d9e36d0,factorized_oracle,efficient,0,2.0,1024.0
hotpotqa,5a8c8502554299585d9e36d0,factorized_oracle,efficient,0,2.0,1024.0
hotpotqa,5a8c8502554299585d9e36d0,factorized_oracle,efficient,0,1.0,512.0
hotpotqa,5a80d6be55429938b6142206,factorized_oracle,efficient,0,2.5,1217.0
hotpotqa,5a80d6be55429938b6142206,factorized_oracle,efficient,0,3.0,1473.0
hotpotqa,5a80d6be55429938b6142206,factorized_oracle,efficient,0,3.0,1473.0
hotpotqa,5a80d6be55429938b6142206,factorized_oracle,efficient,0,3.0,1473.0
hotpotqa,5a80d6be55429938b6142206,factorized_oracle,efficient,0,3.0,1473.0
hotpotqa,5ab88c075542991b5579efbe,factorized_oracle,efficient,0,2.5,1280.0
hotpotqa,5ab88c075542991b5579efbe,factorized_oracle,efficient,0,2.0,1024.0
hotpotqa,5ab88c075542991b5579efbe,factorized_oracle,efficient,0,2.0,1024.0
hotpotqa,5ab88c075542991b5579efbe,factorized_oracle,efficient,0,1.0,512.0
hotpotqa,5ab88c075542991b5579efbe,factorized_oracle,efficient,0,2.0,1024.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,factorized_oracle,efficient,0,1.0,256.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,factorized_oracle,efficient,0,2.0,503.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,factorized_oracle,efficient,0,2.0,503.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,factorized_oracle,efficient,0,1.0,256.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,factorized_oracle,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,factorized_oracle,efficient,0,4.0,1024.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,factorized_oracle,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,factorized_oracle,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,factorized_oracle,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,factorized_oracle,efficient,0,1.0,256.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,factorized_oracle,efficient,0,0.5,256.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,factorized_oracle,efficient,0,1.0,512.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,factorized_oracle,efficient,0,0.5,256.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,factorized_oracle,efficient,0,2.0,1024.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,factorized_oracle,efficient,0,0.5,256.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,factorized_oracle,efficient,0,1.0,256.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,factorized_oracle,efficient,0,1.0,256.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,factorized_oracle,efficient,0,1.0,256.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,factorized_oracle,efficient,0,2.0,512.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,factorized_oracle,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,factorized_oracle,efficient,0,2.0,512.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,factorized_oracle,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,factorized_oracle,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,factorized_oracle,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,factorized_oracle,efficient,0,1.0,256.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,factorized_oracle,efficient,0,7.0,1792.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,factorized_oracle,efficient,0,1.0,256.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,factorized_oracle,efficient,0,4.0,906.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,factorized_oracle,efficient,0,1.0,256.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,factorized_oracle,efficient,0,2.0,512.0
hotpotqa,5ab2b863554299295394685a,R1_factorized,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R1_factorized,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R1_factorized,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R1_factorized,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R1_factorized,efficient,0,1.0,512.0
hotpotqa,5a710a915542994082a3e504,R1_factorized,efficient,0,1.5,768.0
hotpotqa,5a710a915542994082a3e504,R1_factorized,efficient,0,2.0,1024.0
hotpotqa,5a710a915542994082a3e504,R1_factorized,under_allocation,1,1.0,384.0
hotpotqa,5a710a915542994082a3e504,R1_factorized,over_allocation,0,2.0,896.0
hotpotqa,5a710a915542994082a3e504,R1_factorized,action_space_failure,0,2.0,896.0
hotpotqa,5adc93a4554299438c868e01,R1_factorized,over_allocation,0,1.0,768.0
hotpotqa,5adc93a4554299438c868e01,R1_factorized,efficient,0,0.3333333333333333,173.0
hotpotqa,5adc93a4554299438c868e01,R1_factorized,efficient,0,0.6666666666666666,512.0
hotpotqa,5adc93a4554299438c868e01,R1_factorized,over_allocation,0,1.0,768.0
hotpotqa,5adc93a4554299438c868e01,R1_factorized,efficient,0,0.3333333333333333,256.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_factorized,action_space_failure,0,1.5,722.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_factorized,efficient,0,1.5,722.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_factorized,efficient,0,1.5,722.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_factorized,under_allocation,1,0.5,210.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_factorized,efficient,0,1.5,722.0
hotpotqa,5a8c8502554299585d9e36d0,R1_factorized,efficient,0,1.5,715.0
hotpotqa,5a8c8502554299585d9e36d0,R1_factorized,under_allocation,1,0.5,256.0
hotpotqa,5a8c8502554299585d9e36d0,R1_factorized,efficient,0,1.5,715.0
hotpotqa,5a8c8502554299585d9e36d0,R1_factorized,efficient,0,1.5,715.0
hotpotqa,5a8c8502554299585d9e36d0,R1_factorized,over_allocation,0,1.5,715.0
hotpotqa,5a80d6be55429938b6142206,R1_factorized,under_allocation,1,2.0,1024.0
hotpotqa,5a80d6be55429938b6142206,R1_factorized,under_allocation,1,1.0,512.0
hotpotqa,5a80d6be55429938b6142206,R1_factorized,under_allocation,1,1.5,705.0
hotpotqa,5a80d6be55429938b6142206,R1_factorized,under_allocation,1,1.0,512.0
hotpotqa,5a80d6be55429938b6142206,R1_factorized,under_allocation,1,1.0,512.0
hotpotqa,5ab88c075542991b5579efbe,R1_factorized,under_allocation,1,0.5,256.0
hotpotqa,5ab88c075542991b5579efbe,R1_factorized,under_allocation,1,0.5,256.0
hotpotqa,5ab88c075542991b5579efbe,R1_factorized,under_allocation,1,1.5,768.0
hotpotqa,5ab88c075542991b5579efbe,R1_factorized,over_allocation,0,1.5,768.0
hotpotqa,5ab88c075542991b5579efbe,R1_factorized,under_allocation,1,1.5,768.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_factorized,over_allocation,0,4.0,1015.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_factorized,efficient,0,2.0,503.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_factorized,under_allocation,1,1.0,247.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_factorized,over_allocation,0,4.0,1015.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_factorized,over_allocation,0,4.0,1015.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_factorized,under_allocation,1,3.0,768.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_factorized,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_factorized,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_factorized,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_factorized,efficient,0,1.0,256.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_factorized,over_allocation,0,1.0,512.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_factorized,efficient,0,0.5,256.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_factorized,over_allocation,0,2.5,1280.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_factorized,efficient,0,0.5,256.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_factorized,over_allocation,0,1.5,768.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_factorized,efficient,0,1.0,256.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_factorized,over_allocation,0,4.0,1024.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_factorized,efficient,0,1.0,256.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_factorized,efficient,0,2.0,512.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_factorized,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_factorized,efficient,0,2.0,512.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_factorized,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_factorized,over_allocation,0,6.0,1536.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_factorized,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_factorized,over_allocation,0,3.0,768.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_factorized,under_allocation,1,2.0,512.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_factorized,efficient,0,1.0,256.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_factorized,under_allocation,1,3.0,768.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_factorized,efficient,0,1.0,256.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_factorized,action_space_failure,0,2.0,512.0
hotpotqa,5ab2b863554299295394685a,R1_conservative,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R1_conservative,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R1_conservative,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R1_conservative,over_allocation,0,2.0,1017.0
hotpotqa,5ab2b863554299295394685a,R1_conservative,efficient,0,1.0,512.0
hotpotqa,5a710a915542994082a3e504,R1_conservative,efficient,0,1.5,768.0
hotpotqa,5a710a915542994082a3e504,R1_conservative,efficient,0,2.0,1024.0
hotpotqa,5a710a915542994082a3e504,R1_conservative,over_allocation,0,2.0,896.0
hotpotqa,5a710a915542994082a3e504,R1_conservative,over_allocation,0,2.0,896.0
hotpotqa,5a710a915542994082a3e504,R1_conservative,action_space_failure,0,2.0,896.0
hotpotqa,5adc93a4554299438c868e01,R1_conservative,over_allocation,0,1.0,768.0
hotpotqa,5adc93a4554299438c868e01,R1_conservative,efficient,0,0.3333333333333333,173.0
hotpotqa,5adc93a4554299438c868e01,R1_conservative,efficient,0,0.6666666666666666,512.0
hotpotqa,5adc93a4554299438c868e01,R1_conservative,over_allocation,0,1.0,768.0
hotpotqa,5adc93a4554299438c868e01,R1_conservative,efficient,0,0.6666666666666666,512.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_conservative,action_space_failure,0,1.5,722.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_conservative,efficient,0,1.5,722.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_conservative,efficient,0,1.5,722.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_conservative,under_allocation,1,0.5,210.0
hotpotqa,5a8888e35542997e5c09a5f6,R1_conservative,efficient,0,1.5,722.0
hotpotqa,5a8c8502554299585d9e36d0,R1_conservative,efficient,0,2.0,971.0
hotpotqa,5a8c8502554299585d9e36d0,R1_conservative,under_allocation,1,2.0,1024.0
hotpotqa,5a8c8502554299585d9e36d0,R1_conservative,efficient,0,1.5,715.0
hotpotqa,5a8c8502554299585d9e36d0,R1_conservative,efficient,0,2.0,971.0
hotpotqa,5a8c8502554299585d9e36d0,R1_conservative,over_allocation,0,1.5,715.0
hotpotqa,5a80d6be55429938b6142206,R1_conservative,under_allocation,1,2.0,1024.0
hotpotqa,5a80d6be55429938b6142206,R1_conservative,under_allocation,1,1.5,705.0
hotpotqa,5a80d6be55429938b6142206,R1_conservative,under_allocation,1,1.5,705.0
hotpotqa,5a80d6be55429938b6142206,R1_conservative,under_allocation,1,1.5,705.0
hotpotqa,5a80d6be55429938b6142206,R1_conservative,under_allocation,1,1.0,512.0
hotpotqa,5ab88c075542991b5579efbe,R1_conservative,under_allocation,1,1.0,512.0
hotpotqa,5ab88c075542991b5579efbe,R1_conservative,under_allocation,1,1.0,512.0
hotpotqa,5ab88c075542991b5579efbe,R1_conservative,under_allocation,1,1.5,768.0
hotpotqa,5ab88c075542991b5579efbe,R1_conservative,over_allocation,0,1.5,768.0
hotpotqa,5ab88c075542991b5579efbe,R1_conservative,under_allocation,1,1.5,768.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_conservative,over_allocation,0,4.0,1015.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_conservative,efficient,0,2.0,503.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_conservative,under_allocation,1,1.0,247.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_conservative,over_allocation,0,4.0,1015.0
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,R1_conservative,over_allocation,0,4.0,1015.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_conservative,efficient,0,4.0,1024.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_conservative,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_conservative,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_conservative,efficient,0,1.0,256.0
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,R1_conservative,over_allocation,0,3.0,768.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_conservative,over_allocation,0,1.0,512.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_conservative,efficient,0,0.5,256.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_conservative,over_allocation,0,4.0,2048.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_conservative,efficient,0,0.5,256.0
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,R1_conservative,over_allocation,0,1.5,768.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_conservative,efficient,0,1.0,256.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_conservative,over_allocation,0,4.0,1024.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_conservative,over_allocation,0,2.0,512.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_conservative,efficient,0,2.0,512.0
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,R1_conservative,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_conservative,efficient,0,2.0,512.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_conservative,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_conservative,over_allocation,0,6.0,1536.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_conservative,efficient,0,1.0,256.0
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,R1_conservative,over_allocation,0,3.0,768.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_conservative,under_allocation,1,2.0,512.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_conservative,efficient,0,1.0,256.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_conservative,action_space_failure,0,4.0,906.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_conservative,efficient,0,1.0,256.0
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,R1_conservative,action_space_failure,0,2.0,512.0
hotpotqa,5ab2b863554299295394685a,R2_query_hash,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R2_query_hash,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R2_query_hash,over_allocation,0,1.5,761.0
hotpotqa,5ab2b863554299295394685a,R2_query_hash,over_allocation,0,1.0,505.0
hotpotqa,5ab2b863554299295394685a,R2_query_hash,efficient,0,1.0,512.0
hotpotqa,5a710a915542994082a3e504,R2_query_hash,under_allocation,1,1.0,512.0
hotpotqa,5a710a915542994082a3e504,R2_query_hash,efficient,0,2.0,1024.0
hotpotqa,5a710a915542994082a3e504,R2_query_hash,efficient,0,1.5,768.0
hotpotqa,5a710a915542994082a3e504,R2_query_hash,efficient,0,1.5,768.0
