dataset,examples,left_strategy,mean_cosine_similarity,right_strategy
hotpotqa,8,question_exp_h16.0,0.33660888671875,linear_w8
hotpotqa,8,question_exp_h16.0,0.449310302734375,uniform_w2
hotpotqa,8,question_exp_h16.0,0.88897705078125,uniform_w32
hotpotqa,8,question_exp_h2.0,0.449188232421875,exp_w32_h2.0
hotpotqa,8,question_exp_h2.0,0.41802978515625,exp_w8_h2.0
hotpotqa,8,question_exp_h2.0,0.372161865234375,exp_w8_h4.0
hotpotqa,8,question_exp_h2.0,0.76123046875,linear_w32
hotpotqa,8,question_exp_h2.0,0.380462646484375,linear_w8
hotpotqa,8,question_exp_h2.0,0.951416015625,question_exp_h16.0
hotpotqa,8,question_exp_h2.0,0.98638916015625,question_exp_h4.0
hotpotqa,8,question_exp_h2.0,0.96575927734375,question_exp_h8.0
hotpotqa,8,question_exp_h2.0,0.474456787109375,uniform_w2
hotpotqa,8,question_exp_h2.0,0.86346435546875,uniform_w32
hotpotqa,8,question_exp_h4.0,0.428985595703125,exp_w32_h2.0
hotpotqa,8,question_exp_h4.0,0.3975830078125,exp_w8_h2.0
hotpotqa,8,question_exp_h4.0,0.350494384765625,exp_w8_h4.0
hotpotqa,8,question_exp_h4.0,0.76617431640625,linear_w32
hotpotqa,8,question_exp_h4.0,0.35845947265625,linear_w8
hotpotqa,8,question_exp_h4.0,0.98602294921875,question_exp_h16.0
hotpotqa,8,question_exp_h4.0,0.99420166015625,question_exp_h8.0
hotpotqa,8,question_exp_h4.0,0.463470458984375,uniform_w2
hotpotqa,8,question_exp_h4.0,0.88238525390625,uniform_w32
hotpotqa,8,question_exp_h8.0,0.415283203125,exp_w32_h2.0
hotpotqa,8,question_exp_h8.0,0.38421630859375,exp_w8_h2.0
hotpotqa,8,question_exp_h8.0,0.33673095703125,exp_w8_h4.0
hotpotqa,8,question_exp_h8.0,0.7618408203125,linear_w32
hotpotqa,8,question_exp_h8.0,0.344573974609375,linear_w8
hotpotqa,8,question_exp_h8.0,0.997802734375,question_exp_h16.0
hotpotqa,8,question_exp_h8.0,0.45501708984375,uniform_w2
hotpotqa,8,question_exp_h8.0,0.88885498046875,uniform_w32
hotpotqa,8,uniform_w2,0.76678466796875,linear_w32
hotpotqa,8,uniform_w2,0.8486328125,linear_w8
hotpotqa,8,uniform_w2,0.674560546875,uniform_w32
hotpotqa,8,uniform_w32,0.957275390625,linear_w32
hotpotqa,8,uniform_w32,0.68994140625,linear_w8
qasper,8,exp_w32_h2.0,0.8935546875,linear_w32
qasper,8,exp_w32_h2.0,0.9910888671875,linear_w8
qasper,8,exp_w32_h2.0,0.9034423828125,uniform_w2
qasper,8,exp_w32_h2.0,0.78253173828125,uniform_w32
qasper,8,exp_w8_h2.0,0.9990234375,exp_w32_h2.0
qasper,8,exp_w8_h2.0,0.98779296875,exp_w8_h4.0
qasper,8,exp_w8_h2.0,0.87628173828125,linear_w32
qasper,8,exp_w8_h2.0,0.9920654296875,linear_w8
qasper,8,exp_w8_h2.0,0.9033203125,uniform_w2
qasper,8,exp_w8_h2.0,0.76055908203125,uniform_w32
qasper,8,exp_w8_h4.0,0.98736572265625,exp_w32_h2.0
qasper,8,exp_w8_h4.0,0.879638671875,linear_w32
qasper,8,exp_w8_h4.0,0.998779296875,linear_w8
qasper,8,exp_w8_h4.0,0.8409423828125,uniform_w2
qasper,8,exp_w8_h4.0,0.7484130859375,uniform_w32
qasper,8,last,0.68829345703125,exp_w32_h2.0
qasper,8,last,0.6875,exp_w8_h2.0
qasper,8,last,0.58685302734375,exp_w8_h4.0
qasper,8,last,0.57891845703125,linear_w32
qasper,8,last,0.60430908203125,linear_w8
qasper,8,last,0.385467529296875,question_exp_h16.0
qasper,8,last,0.4432373046875,question_exp_h2.0
qasper,8,last,0.40972900390625,question_exp_h4.0
qasper,8,last,0.39306640625,question_exp_h8.0
qasper,8,last,0.758056640625,uniform_w2
qasper,8,last,0.57647705078125,uniform_w32
qasper,8,linear_w8,0.87811279296875,linear_w32
qasper,8,question_exp_h16.0,0.321075439453125,exp_w32_h2.0
qasper,8,question_exp_h16.0,0.288543701171875,exp_w8_h2.0
qasper,8,question_exp_h16.0,0.2487030029296875,exp_w8_h4.0
qasper,8,question_exp_h16.0,0.65521240234375,linear_w32
qasper,8,question_exp_h16.0,0.25628662109375,linear_w8
qasper,8,question_exp_h16.0,0.34527587890625,uniform_w2
qasper,8,question_exp_h16.0,0.78631591796875,uniform_w32
qasper,8,question_exp_h2.0,0.369537353515625,exp_w32_h2.0
qasper,8,question_exp_h2.0,0.33709716796875,exp_w8_h2.0
qasper,8,question_exp_h2.0,0.2935791015625,exp_w8_h4.0
qasper,8,question_exp_h2.0,0.67559814453125,linear_w32
qasper,8,question_exp_h2.0,0.301605224609375,linear_w8
qasper,8,question_exp_h2.0,0.96575927734375,question_exp_h16.0
qasper,8,question_exp_h2.0,0.98974609375,question_exp_h4.0
qasper,8,question_exp_h2.0,0.97515869140625,question_exp_h8.0
qasper,8,question_exp_h2.0,0.3878173828125,uniform_w2
qasper,8,question_exp_h2.0,0.79681396484375,uniform_w32
qasper,8,question_exp_h4.0,0.340789794921875,exp_w32_h2.0
qasper,8,question_exp_h4.0,0.30780029296875,exp_w8_h2.0
qasper,8,question_exp_h4.0,0.2664947509765625,exp_w8_h4.0
qasper,8,question_exp_h4.0,0.66650390625,linear_w32
qasper,8,question_exp_h4.0,0.274169921875,linear_w8
qasper,8,question_exp_h4.0,0.99261474609375,question_exp_h16.0
qasper,8,question_exp_h4.0,0.996826171875,question_exp_h8.0
qasper,8,question_exp_h4.0,0.362060546875,uniform_w2
qasper,8,question_exp_h4.0,0.79339599609375,uniform_w32
qasper,8,question_exp_h8.0,0.32708740234375,exp_w32_h2.0
qasper,8,question_exp_h8.0,0.29437255859375,exp_w8_h2.0
qasper,8,question_exp_h8.0,0.2540435791015625,exp_w8_h4.0
qasper,8,question_exp_h8.0,0.65924072265625,linear_w32
qasper,8,question_exp_h8.0,0.26165771484375,linear_w8
qasper,8,question_exp_h8.0,0.99920654296875,question_exp_h16.0
qasper,8,question_exp_h8.0,0.350250244140625,uniform_w2
qasper,8,question_exp_h8.0,0.7889404296875,uniform_w32
qasper,8,uniform_w2,0.7652587890625,linear_w32
qasper,8,uniform_w2,0.85528564453125,linear_w8
qasper,8,uniform_w2,0.69256591796875,uniform_w32
qasper,8,uniform_w32,0.9654541015625,linear_w32
qasper,8,uniform_w32,0.75067138671875,linear_w8
