all_evidence_recall,best_evidence_rank,dataset,examples,mean_selected_normalized_position,mrr,prompt_tokens,query_cosine_to_last,query_pool_tokens,query_strategy,query_vector_norm,question_tokens,recall_at_16,recall_at_3,recall_at_8,score_position_correlation,selected_fraction,target_coverage,top_k,warm_routing_topk_seconds
0.0,6.75,hotpotqa,8,0.5739447642192461,0.3865737203972498,40.375,0.5621480345726013,16.0,uniform_w16,251.99031448364258,21.375,0.875,0.375,0.625,0.07804029495836656,0.05938917126801041,0.16666666666666666,3,0.0022174500008986797
0.125,6.75,hotpotqa,8,0.5527710568506494,0.3865737203972498,40.375,0.5621480345726013,16.0,uniform_w16,251.99031448364258,21.375,0.875,0.375,0.625,0.07804029495836656,0.1583711233813611,0.3541666666666667,8,0.0022666449993266726
0.25,6.75,hotpotqa,8,0.5174513718036604,0.3865737203972498,40.375,0.5621480345726013,16.0,uniform_w16,251.99031448364258,21.375,0.875,0.375,0.625,0.07804029495836656,0.3167422467627222,0.5833333333333334,16,0.0021261599998979364
0.125,6.375,hotpotqa,8,0.5415512369957305,0.45699092574092576,40.375,0.646918848156929,4.0,uniform_w4,313.2627296447754,21.375,1.0,0.375,0.625,0.11542356913636617,0.05938917126801041,0.25,3,0.0019769749997067265
0.125,6.375,hotpotqa,8,0.5581918617495044,0.45699092574092576,40.375,0.646918848156929,4.0,uniform_w4,313.2627296447754,21.375,1.0,0.375,0.625,0.11542356913636617,0.1583711233813611,0.3541666666666667,8,0.0021200700000918006
0.25,6.375,hotpotqa,8,0.5518194290558533,0.45699092574092576,40.375,0.646918848156929,4.0,uniform_w4,313.2627296447754,21.375,1.0,0.375,0.625,0.11542356913636617,0.3167422467627222,0.6458333333333334,16,0.0020314474997576324
0.125,6.625,hotpotqa,8,0.5045441857040076,0.46882440476190473,40.375,0.47782161086797714,8.0,uniform_w8,330.7458152770996,21.375,1.0,0.5,0.625,0.10069108065751736,0.05938917126801041,0.2916666666666667,3,0.002243012499820907
0.125,6.625,hotpotqa,8,0.5644556083240717,0.46882440476190473,40.375,0.47782161086797714,8.0,uniform_w8,330.7458152770996,21.375,1.0,0.5,0.625,0.10069108065751736,0.1583711233813611,0.3541666666666667,8,0.0020488950001890773
0.125,6.625,hotpotqa,8,0.5485703773493424,0.46882440476190473,40.375,0.47782161086797714,8.0,uniform_w8,330.7458152770996,21.375,1.0,0.5,0.625,0.10069108065751736,0.3167422467627222,0.5833333333333334,16,0.002092985000490444
0.0,39.875,qasper,8,0.5132025590474661,0.04994246824603967,29.625,0.68781628459692,16.0,exp_w16_h2.0,287.58264541625977,10.625,0.375,0.0,0.125,-0.0021399312105602605,0.020610307752003,0.0,3,0.0018462100008036942
0.0,39.875,qasper,8,0.4749814657678677,0.04994246824603967,29.625,0.68781628459692,16.0,exp_w16_h2.0,287.58264541625977,10.625,0.375,0.0,0.125,-0.0021399312105602605,0.054960820672008,0.0625,8,0.002044752500660252
0.125,39.875,qasper,8,0.494827440862263,0.04994246824603967,29.625,0.68781628459692,16.0,exp_w16_h2.0,287.58264541625977,10.625,0.375,0.0,0.125,-0.0021399312105602605,0.109921641344016,0.25,16,0.0019795000000158323
0.0,41.625,qasper,8,0.48818886068026257,0.04605625712498613,29.625,0.6043722704052925,16.0,exp_w16_h4.0,276.8273277282715,10.625,0.375,0.0,0.0,-0.017940147062838294,0.020610307752003,0.0,3,0.0018661449990759137
0.0,41.625,qasper,8,0.46267026363879016,0.04605625712498613,29.625,0.6043722704052925,16.0,exp_w16_h4.0,276.8273277282715,10.625,0.375,0.0,0.0,-0.017940147062838294,0.054960820672008,0.0,8,0.0019730650004930795
0.125,41.625,qasper,8,0.48023230842195774,0.04605625712498613,29.625,0.6043722704052925,16.0,exp_w16_h4.0,276.8273277282715,10.625,0.375,0.0,0.0,-0.017940147062838294,0.109921641344016,0.25,16,0.0019007925009645987
0.0,39.125,qasper,8,0.38658959111798635,0.06230732862498326,29.625,0.5741168484091759,16.0,exp_w16_h8.0,260.5551071166992,10.625,0.625,0.0,0.0,-0.04119508080809265,0.020610307752003,0.0,3,0.0018037350004306064
0.0,39.125,qasper,8,0.4168419832176765,0.06230732862498326,29.625,0.5741168484091759,16.0,exp_w16_h8.0,260.5551071166992,10.625,0.625,0.0,0.0,-0.04119508080809265,0.054960820672008,0.0,8,0.0019643075007479637
0.375,39.125,qasper,8,0.4618213866323451,0.06230732862498326,29.625,0.5741168484091759,16.0,exp_w16_h8.0,260.5551071166992,10.625,0.625,0.0,0.0,-0.04119508080809265,0.109921641344016,0.5,16,0.0019291825003165286
0.125,28.375,qasper,8,0.4319875352603438,0.21255675747863248,29.625,0.9999999850988388,1.0,last,323.03579330444336,10.625,0.625,0.25,0.375,-0.046057770991818424,0.020610307752003,0.1875,3,0.0019193600019207224
0.125,28.375,qasper,8,0.5005542342168983,0.21255675747863248,29.625,0.9999999850988388,1.0,last,323.03579330444336,10.625,0.625,0.25,0.375,-0.046057770991818424,0.054960820672008,0.25,8,0.001973432499653427
0.5,28.375,qasper,8,0.48791250261415336,0.21255675747863248,29.625,0.9999999850988388,1.0,last,323.03579330444336,10.625,0.625,0.25,0.375,-0.046057770991818424,0.109921641344016,0.5625,16,0.002134084999124752
0.0,42.75,qasper,8,0.4214664698675678,0.048419338597910026,29.625,0.5587719231843948,16.0,linear_w16,275.6446075439453,10.625,0.375,0.0,0.0,-0.02276208460515862,0.020610307752003,0.0,3,0.0025128400011453778
0.0,42.75,qasper,8,0.46068934015501756,0.048419338597910026,29.625,0.5587719231843948,16.0,linear_w16,275.6446075439453,10.625,0.375,0.0,0.0,-0.02276208460515862,0.054960820672008,0.0,8,0.0018825200007995591
0.125,42.75,qasper,8,0.4844200602586295,0.048419338597910026,29.625,0.5587719231843948,16.0,linear_w16,275.6446075439453,10.625,0.375,0.0,0.0,-0.02276208460515862,0.109921641344016,0.25,16,0.001985424999293173
0.0,15.0,qasper,8,0.42380220205471436,0.1386062834224599,29.625,0.4096810966730118,10.625,question_exp_h4.0,265.7541809082031,10.625,0.75,0.125,0.5,-0.052982706368526415,0.020610307752003,0.0625,3,0.0017783750015951227
0.25,15.0,qasper,8,0.4938509119961414,0.1386062834224599,29.625,0.4096810966730118,10.625,question_exp_h4.0,265.7541809082031,10.625,0.75,0.125,0.5,-0.052982706368526415,0.054960820672008,0.375,8,0.002000182500341907
0.375,15.0,qasper,8,0.4678991851585473,0.1386062834224599,29.625,0.4096810966730118,10.625,question_exp_h4.0,265.7541809082031,10.625,0.75,0.125,0.5,-0.052982706368526415,0.109921641344016,0.5625,16,0.0019492200000968297
0.0,15.0,qasper,8,0.4792013090804005,0.16172619047619047,29.625,0.3930778466165066,10.625,question_exp_h8.0,266.2075996398926,10.625,0.75,0.125,0.625,-0.05696668325188395,0.020610307752003,0.0625,3,0.001683509999566013
0.375,15.0,qasper,8,0.49193975151413893,0.16172619047619047,29.625,0.3930778466165066,10.625,question_exp_h8.0,266.2075996398926,10.625,0.75,0.125,0.625,-0.05696668325188395,0.054960820672008,0.5,8,0.0020308400002249983
0.375,15.0,qasper,8,0.4719653323354137,0.16172619047619047,29.625,0.3930778466165066,10.625,question_exp_h8.0,266.2075996398926,10.625,0.75,0.125,0.625,-0.05696668325188395,0.109921641344016,0.5625,16,0.0021516974993573967
0.0,14.875,qasper,8,0.5385190706941194,0.18049059139784945,29.625,0.3785034157335758,10.625,question_mean,267.54849433898926,10.625,0.75,0.125,0.625,-0.058916971378575336,0.020610307752003,0.0625,3,0.0018258800002513454
0.375,14.875,qasper,8,0.4682800310682808,0.18049059139784945,29.625,0.3785034157335758,10.625,question_mean,267.54849433898926,10.625,0.75,0.125,0.625,-0.058916971378575336,0.054960820672008,0.5,8,0.002104960000724532
0.375,14.875,qasper,8,0.4899528269613601,0.18049059139784945,29.625,0.3785034157335758,10.625,question_mean,267.54849433898926,10.625,0.75,0.125,0.625,-0.058916971378575336,0.109921641344016,0.5625,16,0.002077727500000037
0.0,35.0,qasper,8,0.29635310807208526,0.09183312238232147,29.625,0.547792099416256,16.0,uniform_w16,242.2701301574707,10.625,0.625,0.0,0.375,-0.0703768528917709,0.020610307752003,0.0,3,0.0017411674998584203
0.125,35.0,qasper,8,0.4015481260530383,0.09183312238232147,29.625,0.547792099416256,16.0,uniform_w16,242.2701301574707,10.625,0.625,0.0,0.375,-0.0703768528917709,0.054960820672008,0.25,8,0.0018624625001393722
0.5,35.0,qasper,8,0.43137655389203794,0.09183312238232147,29.625,0.547792099416256,16.0,uniform_w16,242.2701301574707,10.625,0.625,0.0,0.375,-0.0703768528917709,0.109921641344016,0.5625,16,0.0019645350010250697
0.0,38.125,qasper,8,0.5277869201722811,0.051388479220287,29.625,0.6618788465857506,4.0,uniform_w4,307.28684997558594,10.625,0.375,0.0,0.0,0.00829802968892493,0.020610307752003,0.0,3,0.0019479549999232404
0.0,38.125,qasper,8,0.5003006470014135,0.051388479220287,29.625,0.6618788465857506,4.0,uniform_w4,307.28684997558594,10.625,0.375,0.0,0.0,0.00829802968892493,0.054960820672008,0.0,8,0.001919947500573471
0.125,38.125,qasper,8,0.48311810086203255,0.051388479220287,29.625,0.6618788465857506,4.0,uniform_w4,307.28684997558594,10.625,0.375,0.0,0.0,0.00829802968892493,0.109921641344016,0.25,16,0.002058690000558272
0.0,44.75,qasper,8,0.44891282186836373,0.040352147583252236,29.625,0.4878306873142719,8.0,uniform_w8,330.3359603881836,10.625,0.25,0.0,0.0,-0.0014593368336132044,0.020610307752003,0.0,3,0.0020075824984814973
0.0,44.75,qasper,8,0.4979879949040436,0.040352147583252236,29.625,0.4878306873142719,8.0,uniform_w8,330.3359603881836,10.625,0.25,0.0,0.0,-0.0014593368336132044,0.054960820672008,0.0,8,0.0019548924989067017
0.125,44.75,qasper,8,0.47974549805408256,0.040352147583252236,29.625,0.4878306873142719,8.0,uniform_w8,330.3359603881836,10.625,0.25,0.0,0.0,-0.0014593368336132044,0.109921641344016,0.1875,16,0.001984637499845121
