all_evidence_recall,best_evidence_rank,dataset,examples,mean_selected_normalized_position,mrr,prompt_tokens,query_cosine_to_last,query_pool_tokens,query_strategy,query_vector_norm,question_tokens,recall_at_16,recall_at_3,recall_at_8,score_position_correlation,selected_fraction,target_coverage,top_k,warm_routing_topk_seconds
0.0,6.125,hotpotqa,8,0.532519204289238,0.3636873543123543,40.375,0.5905117839574814,31.375,linear_w32,240.44293212890625,21.375,1.0,0.25,0.75,0.0688185457227742,0.1583711233813611,0.3958333333333333,8,0.001899734999460634
0.5,6.125,hotpotqa,8,0.5152979391444846,0.3636873543123543,40.375,0.5905117839574814,31.375,linear_w32,240.44293212890625,21.375,1.0,0.25,0.75,0.0688185457227742,0.3167422467627222,0.7083333333333334,16,0.0017710425003315323
0.125,6.75,hotpotqa,8,0.5296206092370936,0.4646577380952381,40.375,0.6010190844535828,8.0,linear_w8,312.1164360046387,21.375,1.0,0.5,0.625,0.10357588650314316,0.05938917126801041,0.2916666666666667,3,0.0016807874999358319
0.125,6.75,hotpotqa,8,0.55794203604167,0.4646577380952381,40.375,0.6010190844535828,8.0,linear_w8,312.1164360046387,21.375,1.0,0.5,0.625,0.10357588650314316,0.1583711233813611,0.3541666666666667,8,0.00197567499926663
0.25,6.75,hotpotqa,8,0.5481450670263254,0.4646577380952381,40.375,0.6010190844535828,8.0,linear_w8,312.1164360046387,21.375,1.0,0.5,0.625,0.10357588650314316,0.3167422467627222,0.6458333333333334,16,0.0017837599996710198
0.0,4.375,hotpotqa,8,0.4836772737136692,0.35535714285714287,40.375,0.4657735303044319,21.375,question_exp_h16.0,273.8182830810547,21.375,1.0,0.375,1.0,-0.012780670606655317,0.05938917126801041,0.1875,3,0.001714117500523571
0.125,4.375,hotpotqa,8,0.4777555733990644,0.35535714285714287,40.375,0.4657735303044319,21.375,question_exp_h16.0,273.8182830810547,21.375,1.0,0.375,1.0,-0.012780670606655317,0.1583711233813611,0.5416666666666666,8,0.001856557501014322
0.375,4.375,hotpotqa,8,0.49281612568068023,0.35535714285714287,40.375,0.4657735303044319,21.375,question_exp_h16.0,273.8182830810547,21.375,1.0,0.375,1.0,-0.012780670606655317,0.3167422467627222,0.7083333333333334,16,0.0019966075000411366
0.0,3.625,hotpotqa,8,0.5067733440844746,0.5458333333333333,40.375,0.4835111238062382,21.375,question_exp_h2.0,274.73890495300293,21.375,1.0,0.625,0.875,0.005921907754973396,0.05938917126801041,0.2916666666666667,3,0.001930597500904696
0.25,3.625,hotpotqa,8,0.5102045215444145,0.5458333333333333,40.375,0.4835111238062382,21.375,question_exp_h2.0,274.73890495300293,21.375,1.0,0.625,0.875,0.005921907754973396,0.1583711233813611,0.5833333333333334,8,0.001989920001506107
0.375,3.625,hotpotqa,8,0.5012776083739507,0.5458333333333333,40.375,0.4835111238062382,21.375,question_exp_h2.0,274.73890495300293,21.375,1.0,0.625,0.875,0.005921907754973396,0.3167422467627222,0.7083333333333334,16,0.0018762274987238925
0.0,3.375,hotpotqa,8,0.4887992714431656,0.5260416666666666,40.375,0.47776520252227783,21.375,question_exp_h4.0,273.2217388153076,21.375,1.0,0.625,1.0,-0.008325916662707534,0.05938917126801041,0.2916666666666667,3,0.0021221900002274196
0.25,3.375,hotpotqa,8,0.5080861748472345,0.5260416666666666,40.375,0.47776520252227783,21.375,question_exp_h4.0,273.2217388153076,21.375,1.0,0.625,1.0,-0.008325916662707534,0.1583711233813611,0.6458333333333334,8,0.0018469349983206485
0.375,3.375,hotpotqa,8,0.5082628402382101,0.5260416666666666,40.375,0.47776520252227783,21.375,question_exp_h4.0,273.2217388153076,21.375,1.0,0.625,1.0,-0.008325916662707534,0.3167422467627222,0.7083333333333334,16,0.001941570001508808
0.0,4.0,hotpotqa,8,0.4795647384505584,0.43645833333333334,40.375,0.47119366005063057,21.375,question_exp_h8.0,273.33796310424805,21.375,1.0,0.5,1.0,-0.01318315941719892,0.05938917126801041,0.22916666666666666,3,0.0018396800005575642
0.375,4.0,hotpotqa,8,0.5348325449883444,0.43645833333333334,40.375,0.47119366005063057,21.375,question_exp_h8.0,273.33796310424805,21.375,1.0,0.5,1.0,-0.01318315941719892,0.1583711233813611,0.6666666666666666,8,0.0018635450011061038
0.375,4.0,hotpotqa,8,0.5006176673906187,0.43645833333333334,40.375,0.47119366005063057,21.375,question_exp_h8.0,273.33796310424805,21.375,1.0,0.5,1.0,-0.01318315941719892,0.3167422467627222,0.7083333333333334,16,0.001987304999056505
0.0,7.25,hotpotqa,8,0.5122678413795881,0.40476190476190477,40.375,0.7883606106042862,2.0,uniform_w2,308.01168060302734,21.375,0.875,0.5,0.625,0.08684092182452947,0.05938917126801041,0.22916666666666666,3,0.0017511074991489294
0.125,7.25,hotpotqa,8,0.549026688822166,0.40476190476190477,40.375,0.7883606106042862,2.0,uniform_w2,308.01168060302734,21.375,0.875,0.5,0.625,0.08684092182452947,0.1583711233813611,0.3958333333333333,8,0.0019226500000513625
0.375,7.25,hotpotqa,8,0.5487110321269403,0.40476190476190477,40.375,0.7883606106042862,2.0,uniform_w2,308.01168060302734,21.375,0.875,0.5,0.625,0.08684092182452947,0.3167422467627222,0.6458333333333334,16,0.0019195699998817873
0.0,5.5,hotpotqa,8,0.5280555105236092,0.36507936507936506,40.375,0.5697960034012794,31.375,uniform_w32,231.84546852111816,21.375,1.0,0.25,0.875,0.037522729950861575,0.05938917126801041,0.1875,3,0.001787635000073351
0.0,5.5,hotpotqa,8,0.5118289759370097,0.36507936507936506,40.375,0.5697960034012794,31.375,uniform_w32,231.84546852111816,21.375,1.0,0.25,0.875,0.037522729950861575,0.1583711233813611,0.4166666666666667,8,0.0018912225008534734
0.375,5.5,hotpotqa,8,0.5152424776894038,0.36507936507936506,40.375,0.5697960034012794,31.375,uniform_w32,231.84546852111816,21.375,1.0,0.25,0.875,0.037522729950861575,0.3167422467627222,0.7083333333333334,16,0.0019188750011380762
0.0,40.5,qasper,8,0.5132025590474661,0.04531810614541175,29.625,0.6883019134402275,28.75,exp_w32_h2.0,286.85193252563477,10.625,0.375,0.0,0.0,-0.0026962277729546636,0.020610307752003,0.0,3,0.0020851200009929017
0.0,40.5,qasper,8,0.48942189898086413,0.04531810614541175,29.625,0.6883019134402275,28.75,exp_w32_h2.0,286.85193252563477,10.625,0.375,0.0,0.0,-0.0026962277729546636,0.054960820672008,0.0,8,0.0019834074992104433
0.125,40.5,qasper,8,0.4933662065490431,0.04531810614541175,29.625,0.6883019134402275,28.75,exp_w32_h2.0,286.85193252563477,10.625,0.375,0.0,0.0,-0.0026962277729546636,0.109921641344016,0.25,16,0.00235943750012666
0.0,39.75,qasper,8,0.4998524577845254,0.04566083173951579,29.625,0.6877113729715347,8.0,exp_w8_h2.0,295.43387603759766,10.625,0.25,0.0,0.125,0.0007961136834021959,0.020610307752003,0.0,3,0.002236954999534646
0.0,39.75,qasper,8,0.4723484149240913,0.04566083173951579,29.625,0.6877113729715347,8.0,exp_w8_h2.0,295.43387603759766,10.625,0.25,0.0,0.125,0.0007961136834021959,0.054960820672008,0.0625,8,0.0020390574994962663
0.125,39.75,qasper,8,0.4980669837555394,0.04566083173951579,29.625,0.6877113729715347,8.0,exp_w8_h2.0,295.43387603759766,10.625,0.25,0.0,0.125,0.0007961136834021959,0.109921641344016,0.1875,16,0.00249199750032858
0.0,42.375,qasper,8,0.4998524577845254,0.042679431197883685,29.625,0.5869770795106888,8.0,exp_w8_h4.0,310.34397888183594,10.625,0.25,0.0,0.0,9.695016027172628e-05,0.020610307752003,0.0,3,0.0021987000000081025
0.0,42.375,qasper,8,0.4694954220315424,0.042679431197883685,29.625,0.5869770795106888,8.0,exp_w8_h4.0,310.34397888183594,10.625,0.25,0.0,0.0,9.695016027172628e-05,0.054960820672008,0.0,8,0.002257134998217225
0.125,42.375,qasper,8,0.4917557276069789,0.042679431197883685,29.625,0.5869770795106888,8.0,exp_w8_h4.0,310.34397888183594,10.625,0.25,0.0,0.0,9.695016027172628e-05,0.109921641344016,0.1875,16,0.002408714999182848
0.125,28.375,qasper,8,0.4319875352603438,0.21255675747863248,29.625,0.9999999850988388,1.0,last,323.03579330444336,10.625,0.625,0.25,0.375,-0.046057770991818424,0.020610307752003,0.1875,3,0.002022319999377942
0.125,28.375,qasper,8,0.5005542342168983,0.21255675747863248,29.625,0.9999999850988388,1.0,last,323.03579330444336,10.625,0.625,0.25,0.375,-0.046057770991818424,0.054960820672008,0.25,8,0.00204497999875457
0.5,28.375,qasper,8,0.48791250261415336,0.21255675747863248,29.625,0.9999999850988388,1.0,last,323.03579330444336,10.625,0.625,0.25,0.375,-0.046057770991818424,0.109921641344016,0.5625,16,0.002431642500596354
0.125,36.25,qasper,8,0.37769052945190923,0.19287888805220144,29.625,0.5789798274636269,28.75,linear_w32,234.70597076416016,10.625,0.5,0.125,0.375,-0.06587001702248005,0.020610307752003,0.125,3,0.0026717499989899808
0.25,36.25,qasper,8,0.40393216601056403,0.19287888805220144,29.625,0.5789798274636269,28.75,linear_w32,234.70597076416016,10.625,0.5,0.125,0.375,-0.06587001702248005,0.054960820672008,0.3125,8,0.002889922499161912
0.375,36.25,qasper,8,0.44104866509015983,0.19287888805220144,29.625,0.5789798274636269,28.75,linear_w32,234.70597076416016,10.625,0.5,0.125,0.375,-0.06587001702248005,0.109921641344016,0.4375,16,0.0029403325010207483
0.0,41.875,qasper,8,0.4998524577845254,0.043497270703153054,29.625,0.604339674115181,8.0,linear_w8,308.49960708618164,10.625,0.25,0.0,0.0,0.0004238032173337163,0.020610307752003,0.0,3,0.0034675575006986037
0.0,41.875,qasper,8,0.4689245154318621,0.043497270703153054,29.625,0.604339674115181,8.0,linear_w8,308.49960708618164,10.625,0.25,0.0,0.0,0.0004238032173337163,0.054960820672008,0.0,8,0.0027671424999425654
0.125,41.875,qasper,8,0.4911214116895308,0.043497270703153054,29.625,0.604339674115181,8.0,linear_w8,308.49960708618164,10.625,0.25,0.0,0.0,0.0004238032173337163,0.109921641344016,0.1875,16,0.0029755224997643384
0.0,14.375,qasper,8,0.563134455309504,0.18413919413919413,29.625,0.38546983525156975,10.625,question_exp_h16.0,266.76372146606445,10.625,0.75,0.125,0.625,-0.05828157648378843,0.020610307752003,0.0625,3,0.002177107498573605
0.375,14.375,qasper,8,0.4692254215499605,0.18413919413919413,29.625,0.38546983525156975,10.625,question_exp_h16.0,266.76372146606445,10.625,0.75,0.125,0.625,-0.05828157648378843,0.054960820672008,0.5,8,0.0022508950016344896
0.375,14.375,qasper,8,0.4883169466140574,0.18413919413919413,29.625,0.38546983525156975,10.625,question_exp_h16.0,266.76372146606445,10.625,0.75,0.125,0.625,-0.05828157648378843,0.109921641344016,0.5625,16,0.0031261374992027414
0.125,14.75,qasper,8,0.45311634499251824,0.20076934620001846,29.625,0.4433255083858967,10.625,question_exp_h2.0,267.0804042816162,10.625,0.75,0.125,0.25,-0.04283327116352386,0.020610307752003,0.125,3,0.0022505324996018317
0.25,14.75,qasper,8,0.5000755125634858,0.20076934620001846,29.625,0.4433255083858967,10.625,question_exp_h2.0,267.0804042816162,10.625,0.75,0.125,0.25,-0.04283327116352386,0.054960820672008,0.25,8,0.0032723925010941456
0.5,14.75,qasper,8,0.46705396791525733,0.20076934620001846,29.625,0.4433255083858967,10.625,question_exp_h2.0,267.0804042816162,10.625,0.75,0.125,0.25,-0.04283327116352386,0.109921641344016,0.625,16,0.0024113699997542425
0.0,15.0,qasper,8,0.42380220205471436,0.1386062834224599,29.625,0.4096810966730118,10.625,question_exp_h4.0,265.7541809082031,10.625,0.75,0.125,0.5,-0.052982706368526415,0.020610307752003,0.0625,3,0.002192839999042917
0.25,15.0,qasper,8,0.4938509119961414,0.1386062834224599,29.625,0.4096810966730118,10.625,question_exp_h4.0,265.7541809082031,10.625,0.75,0.125,0.5,-0.052982706368526415,0.054960820672008,0.375,8,0.002233277500636177
0.375,15.0,qasper,8,0.4678991851585473,0.1386062834224599,29.625,0.4096810966730118,10.625,question_exp_h4.0,265.7541809082031,10.625,0.75,0.125,0.5,-0.052982706368526415,0.109921641344016,0.5625,16,0.0030384624980797524
0.0,15.0,qasper,8,0.4792013090804005,0.16172619047619047,29.625,0.3930778466165066,10.625,question_exp_h8.0,266.2075996398926,10.625,0.75,0.125,0.625,-0.05696668325188395,0.020610307752003,0.0625,3,0.002310492499236716
0.375,15.0,qasper,8,0.49193975151413893,0.16172619047619047,29.625,0.3930778466165066,10.625,question_exp_h8.0,266.2075996398926,10.625,0.75,0.125,0.625,-0.05696668325188395,0.054960820672008,0.5,8,0.002106749999074964
0.375,15.0,qasper,8,0.4719653323354137,0.16172619047619047,29.625,0.3930778466165066,10.625,question_exp_h8.0,266.2075996398926,10.625,0.75,0.125,0.625,-0.05696668325188395,0.109921641344016,0.5625,16,0.0025038499989022966
0.0,28.5,qasper,8,0.5172832593230547,0.12062873834760222,29.625,0.7581769526004791,2.0,uniform_w2,294.1888656616211,10.625,0.375,0.125,0.375,0.026262830407655924,0.020610307752003,0.0625,3,0.0026300425008230375
0.125,28.5,qasper,8,0.4704713668341955,0.12062873834760222,29.625,0.7581769526004791,2.0,uniform_w2,294.1888656616211,10.625,0.375,0.125,0.375,0.026262830407655924,0.054960820672008,0.25,8,0.002607875000103377
0.125,28.5,qasper,8,0.5154217483432647,0.12062873834760222,29.625,0.7581769526004791,2.0,uniform_w2,294.1888656616211,10.625,0.375,0.125,0.375,0.026262830407655924,0.109921641344016,0.25,16,0.0026729550001618916
0.25,30.125,qasper,8,0.4853357782248803,0.3393741189815427,29.625,0.5765000507235527,28.75,uniform_w32,214.88039016723633,10.625,0.5,0.375,0.5,-0.055459175053648974,0.020610307752003,0.3125,3,0.0021628675014653707
0.375,30.125,qasper,8,0.47890051301710623,0.3393741189815427,29.625,0.5765000507235527,28.75,uniform_w32,214.88039016723633,10.625,0.5,0.375,0.5,-0.055459175053648974,0.054960820672008,0.4375,8,0.0021968824992654847
0.5,30.125,qasper,8,0.44559071327710453,0.3393741189815427,29.625,0.5765000507235527,28.75,uniform_w32,214.88039016723633,10.625,0.5,0.375,0.5,-0.055459175053648974,0.109921641344016,0.5,16,0.0025713025002914946
