catalog_size,strategy,max_candidates,required_recall_mean,required_recall_std,useful_precision_mean,useful_precision_std,unsafe_exposure_mean,unsafe_exposure_std,context_tokens_mean,context_tokens_std
32,A5_topk,20,0.9472222222222222,0.006211299937499447,0.08868055555555557,0.0007200153247683218,0.5819444444444445,0.2834235286720887,1878.3208333333332,6.354027017287626
32,A6_topk,2,0.8875,0.010300275676521765,0.5340277777777778,0.0045272238925018185,0.0375,0.026260653334984774,175.14583333333334,2.2744460304369447
32,A6_topk,3,0.9166666666666666,0.012028130608117214,0.4078703703703703,0.006211299937499412,0.07638888888888888,0.02777777777777778,267.47916666666663,3.16632399461725
32,A6_topk,4,0.9277777777777778,0.007917884896521826,0.33055555555555555,0.0031538024521848844,0.12222222222222223,0.04622100358970482,362.6930555555556,2.093311751628568
32,A6_topk,5,0.9375,0.004910463758239888,0.28055555555555556,0.0017010345435994412,0.15694444444444444,0.0726018335482507,457.9138888888889,1.5284925726849599
32,A6_topk,6,0.9430555555555555,0.005810139073153282,0.24351851851851852,0.0030181492616678995,0.18333333333333335,0.08792335853064669,553.6152777777777,2.4825568168252388
32,A6_topk,8,0.9597222222222221,0.005810139073153361,0.20190972222222223,0.009851570110493823,0.2583333333333333,0.10627496075722924,742.7347222222222,6.304646134859784
32,A6_topk,10,0.9666666666666666,0.003105649968749697,0.1751388888888889,0.002662540210094565,0.35277777777777775,0.1377907979958955,930.7263888888889,7.371962978465383
32,A6_topk,20,0.9986111111111111,0.0031056499687496845,0.09555555555555555,0.0005150137838260873,0.7138888888888889,0.26527414191807386,1880.223611111111,6.068624801635555
32,A7_diversity_union,2,0.6930555555555555,0.019270051285432785,0.4256944444444445,0.008715208609729984,0.04583333333333333,0.04007371679514863,168.30138888888888,9.700544532968811
32,A7_diversity_union,3,0.8388888888888889,0.015835769793043592,0.3671296296296296,0.005810139073153296,0.09444444444444444,0.05739153753165107,259.6375,9.463064263881233
32,A7_diversity_union,4,0.8791666666666667,0.018762855675147613,0.30069444444444443,0.0028527216536727174,0.1486111111111111,0.06299954683356514,353.98055555555555,6.058253492392551
32,A7_diversity_union,5,0.8944444444444445,0.01797524875770108,0.2594444444444445,0.0018108895570007305,0.19583333333333333,0.05320550363716097,446.7111111111111,4.922454220767884
32,A7_diversity_union,6,0.898611111111111,0.014400306495366466,0.22615740740740736,0.002256202394631705,0.22777777777777777,0.06081842790503145,539.4430555555556,6.428915602620495
32,A7_diversity_union,8,0.9277777777777778,0.006211299937499381,0.18298611111111113,0.00240875641067909,0.32916666666666666,0.10388851752755969,725.3416666666667,6.716204836617746
32,A7_diversity_union,10,0.9416666666666667,0.003803628871563637,0.15319444444444447,0.0015214515486254563,0.44305555555555554,0.13883679578626673,915.7972222222222,8.415373651596683
32,A7_diversity_union,20,0.9888888888888889,0.006211299937499402,0.09180555555555556,0.0003958942448260879,0.9694444444444444,0.04725284954501112,1867.711111111111,5.31167976601824
32,A7_fused_score,2,0.8347222222222221,0.015055196797693604,0.5513888888888889,0.008987624378850532,0.025,0.015987311712807414,174.47222222222223,1.841417362043318
32,A7_fused_score,3,0.9,0.010531771450071583,0.4231481481481481,0.004140866624999596,0.06666666666666668,0.026260653334984778,268.6152777777778,3.807438833478364
32,A7_fused_score,4,0.913888888888889,0.0105317714500716,0.34305555555555556,0.0038036288715636445,0.1,0.05568561165758182,362.93611111111113,2.5813322969871813
32,A7_fused_score,5,0.9305555555555556,0.00694444444444442,0.2952777777777778,0.008251917098618331,0.14166666666666666,0.0804776922545452,456.60555555555555,2.3994105741608913
32,A7_fused_score,6,0.9416666666666667,0.007917884896521768,0.2585648148148148,0.0029050695365766565,0.2,0.09283244397472785,550.9847222222222,2.769316105072694
32,A7_fused_score,8,0.95,0.007607257743127358,0.20607638888888888,0.001998413964100932,0.2708333333333333,0.10241584169272655,739.8555555555556,4.540998719145792
32,A7_fused_score,10,0.9625,0.0038036288715636527,0.17305555555555557,0.0019270051285432779,0.37222222222222223,0.1468713061001214,931.1777777777777,5.450726693680185
