unit_id,group,path_improved,window,window_is_w16,window_is_w32,window_is_w64,window_is_w128,window_is_global,seed,example_id,chain_depth,query_token_count,evidence_span_tokens,max_hop_distance_tokens,evidence_span_over_window,max_hop_distance_over_window,one_shot_path_recovery,one_shot_reference_recall,one_shot_correct,one_shot_margin,one_shot_correct_probability,one_shot_prediction_entropy,one_shot_attention_entropy,one_shot_evidence_attention_mass,one_shot_distractor_attention_mass,one_shot_memory_attention_mass,one_shot_evidence_distractor_ratio,one_shot_native_attention_mass,iterative_path_recovery,path_gain,iterative_reference_recall,reference_recall_gain,iterative_correct,answer_gain,iterative_margin,margin_gain,iterative_correct_probability,iterative_prediction_entropy,iterative_evidence_attention_mass,iterative_distractor_attention_mass,iterative_evidence_distractor_ratio,iterative_native_attention_mass,consumer_layer_count,intervention_count,positive_immediate_margin_gain,erased_by_final_layer
global|17|chain-414191-d2,G0,0,global,0,0,0,0,1,17,chain-414191-d2,2.0,6.0,22.0,11.0,0.0,0.0,0.0,0.5,0.0,-0.17387676239013672,0.45216864347457886,0.7524619698524475,2.5904479026794434,0.47050043262683516,0.5135846923782594,0.9840851250050946,0.9161107011349701,0.015914874994905404,0.0,0.0,0.0,-0.5,0.0,0.0,-7.205726623535156,-7.0318498611450195,0.0007281955913640559,0.11624866724014282,0.0,0.6539645792364297,0.0,0.3460354207635703,4.0,4.0,0.0,0.0
global|17|chain-518920-d1,G+,1,global,0,0,0,0,1,17,chain-518920-d1,1.0,5.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,-6.999802589416504,0.0009046285995282233,0.06063158065080643,2.5888030529022217,0.0,0.977937853419462,0.977937853419462,0.0,0.022062146580537956,1.0,1.0,1.0,1.0,1.0,1.0,2.68479061126709,9.684593200683594,0.9114702343940735,0.39253777265548706,0.17834819235336297,0.45866889982426073,0.3888386424754266,0.3629829078223763,4.0,4.0,1.0,0.0
global|17|chain-623649-d1,G0,0,global,0,0,0,0,1,17,chain-623649-d1,1.0,5.0,33.0,11.0,0.0,0.0,1.0,1.0,0.0,-7.628534317016602,0.0004843341885134578,0.0339505672454834,2.6971356868743896,0.5206621900324535,0.38586779646414016,0.9065299864965937,1.3493279169795664,0.09347001350340634,1.0,0.0,1.0,0.0,0.0,0.0,-7.43323278427124,0.19530153274536133,0.00047364167403429747,0.552329421043396,0.1797417022303307,0.47826982438809296,0.37581652252532444,0.34198847338157634,4.0,4.0,0.0,0.0
global|17|chain-728378-d2,G0,0,global,0,0,0,0,1,17,chain-728378-d2,2.0,6.0,14.0,7.0,0.0,0.0,0.0,0.5,0.0,-6.086691379547119,0.0022274251095950603,0.1266644448041916,2.7763078212738037,0.48581337703373606,0.3644816412240459,0.850295018257782,1.3328884697792167,0.14970498174221802,0.0,0.0,0.5,0.0,0.0,0.0,-1.288343906402588,4.798347473144531,0.1983409821987152,0.824624240398407,0.21160497894561558,0.4931960606191481,0.4290483964530679,0.2951989604352363,4.0,4.0,1.0,0.0
global|17|chain-833107-d1,G0,0,global,0,0,0,0,1,17,chain-833107-d1,1.0,5.0,35.0,7.0,0.0,0.0,1.0,1.0,1.0,4.981691360473633,0.9840760827064514,0.1021389365196228,2.7021262645721436,0.08671175654853869,0.7926520035343856,0.8793637600829243,0.10939448353362687,0.12063623991707573,0.0,-1.0,0.0,-1.0,0.0,-1.0,-3.5538790225982666,-8.5355703830719,0.02278413623571396,0.7412479519844055,0.0,0.6889992824033904,0.0,0.31100071759660963,4.0,4.0,0.0,0.0
global|17|chain-937836-d1,G0,0,global,0,0,0,0,1,17,chain-937836-d1,1.0,5.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,-7.044456958770752,0.0008610976510681212,0.08617022633552551,2.6899685859680176,0.0,0.9252286327683805,0.9252286327683805,0.0,0.07477136723161948,0.0,0.0,0.0,0.0,0.0,0.0,-6.388736724853516,0.6557202339172363,0.001663820119574666,0.0716179609298706,0.0,0.69529633369865,0.0,0.30470366630135004,4.0,4.0,0.0,0.0
global|29|chain-100004-d1,G0,0,global,0,0,0,0,1,29,chain-100004-d1,1.0,5.0,22.0,11.0,0.0,0.0,1.0,1.0,1.0,1.972764492034912,0.8400370478630066,0.5888458490371704,2.49186372756958,0.10862456371160079,0.8623153261664811,0.9709398898780819,0.12596849483645778,0.029060110121918115,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0402717590332031,-3.0130362510681152,0.2500907778739929,0.7771348357200623,0.21738669276510336,0.6732065580262123,0.3229123218919075,0.10940674920868432,4.0,4.0,1.0,0.0
global|29|chain-1042565-d1,G0,0,global,0,0,0,0,1,29,chain-1042565-d1,1.0,5.0,42.0,7.0,0.0,0.0,1.0,1.0,0.0,-8.244056701660156,0.00017089808534365147,1.0124592781066895,2.673215627670288,0.07812771066528512,0.8135665865502233,0.8916942972155084,0.09603112020193828,0.10830570278449159,1.0,0.0,1.0,0.0,0.0,0.0,-5.090981483459473,3.1530752182006836,0.004650884307920933,0.8853259086608887,0.18003728275522235,0.544645423507859,0.3305586992646868,0.2753172937369186,4.0,4.0,1.0,0.0
global|29|chain-1147294-d2,G0,0,global,0,0,0,0,1,29,chain-1147294-d2,2.0,6.0,28.0,7.0,0.0,0.0,1.0,1.0,0.0,-4.480992317199707,0.011020202189683914,0.1615661382675171,2.6590957641601562,0.694585588494192,0.23065860105543834,0.9252441895496304,3.011314493870748,0.07475581045036961,1.0,0.0,1.0,0.0,0.0,0.0,-2.420875310897827,2.06011700630188,0.06884477287530899,0.848465085029602,0.37484572009998374,0.44436867750630427,0.8435466743595261,0.180785602393712,4.0,4.0,1.0,0.0
global|29|chain-1252023-d4,G0,0,global,0,0,0,0,1,29,chain-1252023-d4,4.0,8.0,11.0,11.0,0.0,0.0,0.0,0.5,1.0,1.9172353744506836,0.8239985704421997,0.6432357430458069,2.8602683544158936,0.34728307059594954,0.5400968515905333,0.8873799221864829,0.6430014720012425,0.11262007781351713,0.0,0.0,0.25,-0.25,0.0,-1.0,-1.1402788162231445,-3.057514190673828,0.1948053389787674,1.067460536956787,0.17317901209025877,0.5532982042360715,0.31299398907206616,0.2735227836736698,4.0,4.0,1.0,1.0
global|29|chain-1356752-d1,G+,1,global,0,0,0,0,1,29,chain-1356752-d1,1.0,5.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,-3.843611240386963,0.01050790399312973,1.3249026536941528,2.6542675495147705,0.0,0.9297908739126797,0.9297908739126797,0.0,0.07020912608732033,1.0,1.0,1.0,1.0,0.0,0.0,-4.009332656860352,-0.16572141647338867,0.009702916257083416,1.0637818574905396,0.24886491154099843,0.5850118037888024,0.42540152169449597,0.1661232846701992,4.0,4.0,1.0,1.0
global|29|chain-1461481-d2,G0,0,global,0,0,0,0,1,29,chain-1461481-d2,2.0,6.0,44.0,11.0,0.0,0.0,0.0,0.5,1.0,4.803115367889404,0.978691577911377,0.1361342966556549,2.6181676387786865,0.24091789175781742,0.7233906629285229,0.9643085546863404,0.3330398138987621,0.03569144531365964,0.0,0.0,0.5,0.0,0.0,-1.0,-0.5399169921875,-5.343032360076904,0.3487594425678253,0.9016480445861816,0.21917562370526866,0.679635264502152,0.322490069531368,0.10118911179257944,4.0,4.0,1.0,1.0
global|29|chain-1566210-d2,G0,0,global,0,0,0,0,1,29,chain-1566210-d2,2.0,6.0,15.0,5.0,0.0,0.0,0.0,0.5,0.0,-4.985776901245117,0.004503319039940834,0.8361698389053345,2.617180347442627,0.04747053388749123,0.9208634956553112,0.9683340295428025,0.05155002246419804,0.031665970457197545,0.0,0.0,0.0,-0.5,0.0,0.0,-4.571459770202637,0.41431713104248047,0.004129271488636732,1.4701040983200073,0.0,0.8470619499822938,0.0,0.15293805001770622,4.0,4.0,0.0,0.0
global|29|chain-1670939-d1,G0,0,global,0,0,0,0,1,29,chain-1670939-d1,1.0,5.0,55.0,11.0,0.0,0.0,1.0,1.0,0.0,-2.8350143432617188,0.05459513142704964,0.31309133768081665,2.573625326156616,0.06143499488644011,0.8151834565401259,0.876618451426566,0.07536339751936083,0.12338154857343397,1.0,0.0,1.0,0.0,0.0,0.0,-0.9768514633178711,1.8581628799438477,0.21317654848098755,1.2780423164367676,0.24039009045918647,0.523121409575829,0.45953020858791815,0.23648849996498456,4.0,4.0,0.0,0.0
global|29|chain-204733-d3,G0,0,global,0,0,0,0,1,29,chain-204733-d3,3.0,7.0,22.0,11.0,0.0,0.0,1.0,1.0,0.0,-4.211875915527344,0.009751172736287117,1.1169219017028809,2.863661527633667,0.571952717644308,0.31252753691296675,0.8844802545572747,1.8300874325950562,0.11551974544272525,0.0,-1.0,0.6666666666666666,-0.33333333333333337,0.0,0.0,-1.4604535102844238,2.75142240524292,0.1276160031557083,1.368880271911621,0.2940165898980922,0.41126276613294976,0.7149117647160036,0.29472064396895803,4.0,4.0,1.0,0.0
global|29|chain-309462-d4,G0,0,global,0,0,0,0,1,29,chain-309462-d4,4.0,8.0,7.0,7.0,0.0,0.0,0.0,0.25,1.0,3.1347289085388184,0.9387242794036865,0.2993702292442322,2.8474740982055664,0.31203323669979,0.5933777595071206,0.9054109962069106,0.525859339519188,0.09458900379308943,0.0,0.0,0.5,0.25,0.0,-1.0,-0.6154356002807617,-3.75016450881958,0.3108452558517456,1.098029613494873,0.3030017003457033,0.47610508480187264,0.6364176943663499,0.22089321485242408,4.0,4.0,1.0,1.0
global|29|chain-414191-d2,G0,0,global,0,0,0,0,1,29,chain-414191-d2,2.0,6.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,-5.7162346839904785,0.0025270262267440557,0.8466939330101013,2.716259479522705,0.0,0.8288963125469309,0.8288963125469309,0.0,0.17110368745306914,0.0,0.0,0.5,0.5,1.0,1.0,0.23644590377807617,5.952680587768555,0.4330505430698395,1.2661244869232178,0.13367489773736452,0.598999534641786,0.223163608661741,0.26732556762084947,4.0,4.0,1.0,0.0
global|29|chain-518920-d1,G0,0,global,0,0,0,0,1,29,chain-518920-d1,1.0,5.0,35.0,5.0,0.0,0.0,1.0,1.0,1.0,4.988419532775879,0.9816210865974426,0.11864215135574341,2.586120367050171,0.5341405517910971,0.4110215842774778,0.9451621360685749,1.2995438006742306,0.05483786393142509,1.0,0.0,1.0,0.0,1.0,0.0,0.3542327880859375,-4.634186744689941,0.5632387399673462,0.8770288228988647,0.1957229601553081,0.601587009878201,0.3253443923181365,0.20269002996649088,4.0,4.0,1.0,1.0
global|29|chain-623649-d1,G0,0,global,0,0,0,0,1,29,chain-623649-d1,1.0,5.0,33.0,11.0,0.0,0.0,1.0,1.0,1.0,3.1676278114318848,0.9446437954902649,0.2690528631210327,2.5429799556732178,0.26769983067470093,0.6838580285316311,0.9515578592063321,0.39145527215568654,0.04844214079366793,1.0,0.0,1.0,0.0,1.0,0.0,0.6829242706298828,-2.484703540802002,0.6468549966812134,0.7816569209098816,0.18922379903108322,0.6307209231155806,0.3000119261881656,0.1800552778533362,4.0,4.0,1.0,0.0
global|29|chain-728378-d2,G0,0,global,0,0,0,0,1,29,chain-728378-d2,2.0,6.0,14.0,7.0,0.0,0.0,1.0,1.0,0.0,-5.433797836303711,0.004242300521582365,0.16125483810901642,2.636277675628662,0.7421664930516272,0.1907079539123515,0.9328744469639787,3.891638905594485,0.0671255530360213,0.0,-1.0,0.5,-0.5,1.0,1.0,0.697178840637207,6.130976676940918,0.47919392585754395,1.3698374032974243,0.18157821111213934,0.5282302790853173,0.34374820660898103,0.2901915098025434,4.0,4.0,1.0,0.0
global|29|chain-833107-d1,G+,1,global,0,0,0,0,1,29,chain-833107-d1,1.0,5.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,-3.2018163204193115,0.015237283892929554,1.5394656658172607,2.5970382690429688,0.0,0.9580541595696559,0.9580541595696559,0.0,0.041945840430344106,1.0,1.0,1.0,1.0,0.0,0.0,-3.212341785430908,-0.01052546501159668,0.025817202404141426,1.0745562314987183,0.2457502160104923,0.5870010264578269,0.4186538096763417,0.16724875753168078,4.0,4.0,1.0,0.0
global|29|chain-937836-d1,G0,0,global,0,0,0,0,1,29,chain-937836-d1,1.0,5.0,20.0,5.0,0.0,0.0,1.0,1.0,0.0,-3.0695905685424805,0.036271270364522934,0.6816549301147461,2.584048271179199,0.47963790457242794,0.34241202313387475,0.8220499277063027,1.4007624504029206,0.1779500722936973,1.0,0.0,1.0,0.0,0.0,0.0,-4.028083801269531,-0.9584932327270508,0.017156250774860382,0.2080695480108261,0.14057961173148215,0.5577507180612219,0.25204738815961747,0.30166967020729596,4.0,4.0,1.0,0.0
global|41|chain-100004-d1,G0,0,global,0,0,0,0,1,41,chain-100004-d1,1.0,5.0,22.0,11.0,0.0,0.0,1.0,1.0,0.0,-0.7429647445678711,0.15112824738025665,1.451879858970642,2.8655989170074463,0.2003567453866708,0.6591415267685079,0.8594982721551787,0.30396620035295785,0.1405017278448213,1.0,0.0,1.0,0.0,0.0,0.0,-4.544088840484619,-3.801124095916748,0.009811981581151485,0.3687208294868469,0.14996263790544617,0.5426445507608051,0.2763551899584981,0.30739281133374874,4.0,4.0,0.0,0.0
global|41|chain-1042565-d1,G0,0,global,0,0,0,0,1,41,chain-1042565-d1,1.0,5.0,42.0,7.0,0.0,0.0,1.0,1.0,0.0,-6.230894565582275,0.0017138008261099458,0.5335840582847595,2.6889853477478027,0.3303776788887376,0.5501150232915961,0.8804927021803337,0.6005610915912332,0.11950729781966629,1.0,0.0,1.0,0.0,0.0,0.0,-1.0466599464416504,5.184234619140625,0.24139410257339478,0.8981951475143433,0.14261693445466506,0.5819064777889764,0.2450856622125178,0.2754765877563585,4.0,4.0,1.0,0.0
global|41|chain-1147294-d2,G0,0,global,0,0,0,0,1,41,chain-1147294-d2,2.0,6.0,28.0,7.0,0.0,0.0,0.0,0.5,0.0,-6.661483287811279,0.0008993849041871727,0.8908803462982178,2.7685534954071045,0.21480078259082802,0.6834848219323248,0.8982856045231529,0.31427293730320244,0.10171439547684713,0.0,0.0,0.5,0.0,0.0,0.0,-2.5414772033691406,4.120006084442139,0.06285850703716278,0.7731162309646606,0.22068152763375792,0.6637344914719057,0.33248464629941393,0.11558398089433647,4.0,4.0,1.0,0.0
global|41|chain-1252023-d4,G0,0,global,0,0,0,0,1,41,chain-1252023-d4,4.0,8.0,11.0,11.0,0.0,0.0,0.0,0.25,0.0,-4.613936424255371,0.0043635559268295765,1.0692181587219238,2.7683486938476562,0.05336543348516898,0.8902956977482859,0.9436611312334549,0.059941246060314035,0.05633886876654515,0.0,0.0,0.25,0.0,0.0,0.0,-7.535173416137695,-2.921236991882324,0.0005010389140807092,0.29100194573402405,0.15862078753343667,0.5686621168992347,0.2789367936066397,0.2727170955673286,4.0,4.0,0.0,0.0
global|41|chain-1356752-d1,G0,0,global,0,0,0,0,1,41,chain-1356752-d1,1.0,5.0,35.0,5.0,0.0,0.0,1.0,1.0,0.0,-5.222161293029785,0.005054023116827011,0.33381107449531555,2.598170757293701,0.4016456713132186,0.5216391053369875,0.9232847766502061,0.7699684843484823,0.07671522334979386,1.0,0.0,1.0,0.0,0.0,0.0,-1.4094281196594238,3.8127331733703613,0.11633756011724472,1.4850194454193115,0.1718618882332521,0.6579391842007603,0.2612124226071494,0.17019892756598765,4.0,4.0,1.0,0.0
global|41|chain-1461481-d2,G+,1,global,0,0,0,0,1,41,chain-1461481-d2,2.0,6.0,44.0,11.0,0.0,0.0,0.0,0.5,1.0,3.4125633239746094,0.9601877331733704,0.20009198784828186,2.8769989013671875,0.16021381654718425,0.6633124293439323,0.8235262458911166,0.24153597831062537,0.17647375410888344,1.0,1.0,1.0,0.5,1.0,0.0,0.1286301612854004,-3.283933162689209,0.521956205368042,0.8040445446968079,0.3065239572642895,0.19854467293612288,1.5438538477580128,0.49493136979958763,4.0,4.0,1.0,1.0
global|41|chain-1566210-d2,G0,0,global,0,0,0,0,1,41,chain-1566210-d2,2.0,6.0,15.0,5.0,0.0,0.0,0.0,0.5,0.0,-4.711580276489258,0.008312794379889965,0.3563694953918457,2.808589458465576,0.33641164728877015,0.4913749439769788,0.8277865912657489,0.6846332956377427,0.17221340873425106,0.0,0.0,0.5,0.0,0.0,0.0,-1.980635643005371,2.7309446334838867,0.07431917637586594,1.1332671642303467,0.22821589800057218,0.6321409362025125,0.36102059672253367,0.13964316579691527,4.0,4.0,1.0,1.0
global|41|chain-1670939-d1,G0,0,global,0,0,0,0,1,41,chain-1670939-d1,1.0,5.0,55.0,11.0,0.0,0.0,1.0,1.0,0.0,-4.243256092071533,0.0054001593962311745,1.4156346321105957,2.749004602432251,0.1552875233028317,0.6825527889905061,0.8378403122933378,0.22750990957417602,0.16215968770666223,0.0,-1.0,0.0,-1.0,0.0,0.0,-3.6908135414123535,0.5524425506591797,0.0075261350721120834,1.687706470489502,0.0,0.6136077042980332,0.0,0.38639229570196676,4.0,4.0,1.0,0.0
global|41|chain-204733-d3,G0,0,global,0,0,0,0,1,41,chain-204733-d3,3.0,7.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,-3.049755334854126,0.03632669895887375,0.7661123275756836,2.8348782062530518,0.0,0.8916115065566146,0.8916115065566146,0.0,0.10838849344338541,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,-3.6533005237579346,-0.6035451889038086,0.018234917894005775,1.024775505065918,0.4434093616409882,0.3977858384707007,1.114693683781425,0.1588047998883111,4.0,4.0,1.0,0.0
global|41|chain-309462-d4,G0,0,global,0,0,0,0,1,41,chain-309462-d4,4.0,8.0,7.0,7.0,0.0,0.0,0.0,0.5,1.0,1.0777654647827148,0.4940955638885498,1.450852394104004,2.7849225997924805,0.17297839587695307,0.7652794238857155,0.9382578197626685,0.22603298936047855,0.06174218023733147,0.0,0.0,0.25,-0.25,0.0,-1.0,-1.3519620895385742,-2.429727554321289,0.19521477818489075,0.7555001974105835,0.19479019176287693,0.574730364982088,0.3389244829076462,0.23047944325503514,4.0,4.0,1.0,1.0
global|41|chain-414191-d2,G0,0,global,0,0,0,0,1,41,chain-414191-d2,2.0,6.0,22.0,11.0,0.0,0.0,0.0,0.5,0.0,-3.227792263031006,0.025806182995438576,1.112346887588501,2.900641918182373,0.25306869596533943,0.5761524132685736,0.829221109233913,0.4392391494633407,0.170778890766087,0.0,0.0,0.0,-0.5,0.0,0.0,-5.539333820343018,-2.3115415573120117,0.0036855966318398714,0.29463261365890503,0.0,0.7207978133668291,0.0,0.27920218663317087,4.0,4.0,1.0,1.0
global|41|chain-518920-d1,G0,0,global,0,0,0,0,1,41,chain-518920-d1,1.0,5.0,35.0,5.0,0.0,0.0,1.0,1.0,1.0,0.6719722747802734,0.4129820168018341,1.5043550729751587,2.8393547534942627,0.2095682158251293,0.6167641154461307,0.82633233127126,0.3397866551842758,0.17366766872873995,1.0,0.0,1.0,0.0,0.0,-1.0,-1.904355525970459,-2.5763278007507324,0.06547752767801285,1.49103581905365,0.22247301708807754,0.5733672633018401,0.3880113695485962,0.2041597196100824,4.0,4.0,1.0,1.0
global|41|chain-623649-d1,G0,0,global,0,0,0,0,1,41,chain-623649-d1,1.0,5.0,33.0,11.0,0.0,0.0,1.0,1.0,0.0,-5.063543319702148,0.0049996040761470795,0.7970203161239624,2.9121453762054443,0.2362651482108049,0.614194905909244,0.8504600541200489,0.38467454864517625,0.14953994587995112,1.0,0.0,1.0,0.0,0.0,0.0,-4.781679153442383,0.2818641662597656,0.007595661096274853,0.4276431202888489,0.18914349955571197,0.5974923936435843,0.31656218818500925,0.21336410680070372,4.0,4.0,0.0,0.0
global|41|chain-728378-d2,G0,0,global,0,0,0,0,1,41,chain-728378-d2,2.0,6.0,14.0,7.0,0.0,0.0,1.0,1.0,1.0,4.565910339355469,0.9745174050331116,0.15447652339935303,2.8211493492126465,0.5288769373511002,0.30359560976333455,0.8324725471144347,1.7420440887250703,0.16752745288556525,0.0,-1.0,0.5,-0.5,1.0,0.0,3.6733016967773438,-0.892608642578125,0.9469797611236572,0.27450472116470337,0.14414911707589084,0.6285853769310634,0.22932305199282355,0.22726550599304574,4.0,4.0,1.0,0.0
global|41|chain-833107-d1,G0,0,global,0,0,0,0,1,41,chain-833107-d1,1.0,5.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,-9.051844596862793,0.00011277593148406595,0.2181074023246765,2.7194983959198,0.0,0.8903214059982787,0.8903214059982787,0.0,0.10967859400172131,0.0,0.0,0.0,0.0,0.0,0.0,-7.572125434875488,1.4797191619873047,0.000495778163895011,0.20314674079418182,0.0,0.7178688030082725,0.0,0.2821311969917275,4.0,4.0,0.0,0.0
global|41|chain-937836-d1,G+,1,global,0,0,0,0,1,41,chain-937836-d1,1.0,5.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,-7.738784313201904,0.0004169094027020037,0.221856489777565,2.6914925575256348,0.0,0.9031633473568945,0.9031633473568945,0.0,0.09683665264310548,1.0,1.0,1.0,1.0,0.0,0.0,-1.4923763275146484,6.246407985687256,0.16333812475204468,0.9443024396896362,0.22997522504874723,0.5937590435484079,0.3873207954431735,0.17626573140284485,4.0,4.0,1.0,0.0
global|53|chain-100004-d1,G+,1,global,0,0,0,0,1,53,chain-100004-d1,1.0,5.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,-2.7320799827575684,0.04151115566492081,1.1084668636322021,2.518709897994995,0.0,0.9595050649489849,0.9595050649489849,0.0,0.04049493505101509,1.0,1.0,1.0,1.0,0.0,0.0,-0.8967256546020508,1.8353543281555176,0.1946955919265747,1.426180124282837,0.17541398261440788,0.5225143222529098,0.3357113387018379,0.3020716951326823,4.0,4.0,1.0,0.0
