comparison_scope,timing,feature,status,path_improved_n,other_n,path_improved_mean,path_improved_median,other_mean,other_median,mean_difference,difference_identity_cluster_bootstrap_ci95_low,difference_identity_cluster_bootstrap_ci95_high,bootstrap_unit,subgroup_membership,effect_type,effect,association_test,association_p,note
all_400,pre-decision,one_shot_attention_entropy,available,59,341,2.608754776291928,2.6215157508850098,2.648214586319462,2.6533703804016113,-0.03945981002753429,-0.07893954250547619,-0.000750462543587016,example_id,fixed from observed path_gain,standardized mean difference,-0.2990149499958976,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,pre-decision,one_shot_evidence_attention_mass,available,59,341,0.037158349132067475,0.0,0.22978425700449162,0.1994078851712402,-0.19262590787242415,-0.2317504192304982,-0.1368870035203118,example_id,fixed from observed path_gain,standardized mean difference,-1.0940475804026373,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,pre-decision,one_shot_distractor_attention_mass,available,59,341,0.8711292278604176,0.915614633891435,0.6573438996596924,0.6756962168001337,0.21378532820072516,0.14758570176322228,0.2581833237058653,example_id,fixed from observed path_gain,standardized mean difference,1.1193069973557361,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,pre-decision,one_shot_memory_attention_mass,available,59,341,0.9082875769924851,0.9208403843658743,0.8871281566641841,0.898535881346902,0.021159420328300982,0.0008914104733952488,0.04067871512270538,example_id,fixed from observed path_gain,standardized mean difference,0.3339089143577048,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,pre-decision,one_shot_evidence_distractor_ratio,available,59,341,0.06515101518869,0.0,0.5324324806249169,0.302745512950975,-0.4672814654362269,-0.5632811622007966,-0.3666805180612546,example_id,fixed from observed path_gain,standardized mean difference,-0.690568549541631,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,pre-decision,one_shot_native_attention_mass,available,59,341,0.09171242300751499,0.07915961563412566,0.11287184333581599,0.10146411865309801,-0.021159420328300996,-0.04056604596687487,-0.0008629309205975821,example_id,fixed from observed path_gain,standardized mean difference,-0.33390891435770503,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_path_recovery,available,59,341,1.0,1.0,0.30498533724340177,0.0,0.6950146627565983,0.5253164556962026,0.8543417366946778,example_id,fixed from observed path_gain,risk difference,0.6950146627565983,two-sided Fisher exact,4.3173667390334317e-16,
all_400,post-treatment,path_gain,available,59,341,1.0,1.0,-0.14076246334310852,0.0,1.1407624633431086,1.0988372093023255,1.186335403726708,example_id,fixed from observed path_gain,standardized mean difference,3.543720973838493,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_reference_recall,available,59,341,1.0,1.0,0.4924242424242424,0.5,0.5075757575757576,0.39888211382113825,0.6142156862745098,example_id,fixed from observed path_gain,standardized mean difference,1.393102951132928,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,reference_recall_gain,available,59,341,0.9152542372881356,1.0,-0.11070381231671554,0.0,1.025958049604851,0.8681372549019608,1.1318603879953573,example_id,fixed from observed path_gain,standardized mean difference,3.036156816193306,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_correct,available,59,341,0.2033898305084746,0.0,0.1935483870967742,0.0,0.009841443411700401,-0.10058513467769235,0.11788617886178865,example_id,fixed from observed path_gain,risk difference,0.009841443411700401,two-sided Fisher exact,0.8594473502452691,
all_400,post-treatment,answer_gain,available,59,341,0.1016949152542373,0.0,-0.06451612903225806,0.0,0.16621104428649536,0.010958904109589041,0.30090532453582935,example_id,fixed from observed path_gain,standardized mean difference,0.34958388613965274,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_margin,available,59,341,-1.9734664973566087,-1.5617766380310059,-2.304093318950396,-2.420875310897827,0.3306268215937871,-0.4171376910260145,0.980967933695555,example_id,fixed from observed path_gain,standardized mean difference,0.12108708672058478,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,margin_gain,available,59,341,2.16390044406309,1.9788389205932617,0.026094089155672583,0.19530153274536133,2.137806354907417,0.6483694519495657,3.5287147120908298,example_id,fixed from observed path_gain,standardized mean difference,0.6289936101584034,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_correct_probability,available,59,341,0.21415166152341258,0.1082189604640007,0.19974554296918529,0.05724427476525307,0.014406118554227298,-0.0656313771025244,0.09798648805724003,example_id,fixed from observed path_gain,standardized mean difference,0.052275401720424615,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_prediction_entropy,available,59,341,1.013089741690684,1.0296661853790283,0.9291994412842035,0.9416996836662292,0.0838903004064806,-0.03775422907035264,0.22153130305801016,example_id,fixed from observed path_gain,standardized mean difference,0.1946701160000297,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_evidence_attention_mass,available,59,341,0.20201224398476494,0.19504638613264547,0.1373737909042015,0.15862078753343667,0.06463845308056346,0.03460831116053631,0.0951550141242809,example_id,fixed from observed path_gain,standardized mean difference,0.6352003903723389,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_distractor_attention_mass,available,59,341,0.476336837798689,0.5009664109606362,0.5283230599177555,0.5303892434696991,-0.051986222119066505,-0.09390166793359345,-0.015514877629508539,example_id,fixed from observed path_gain,standardized mean difference,-0.3868002389959768,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_evidence_distractor_ratio,available,59,341,0.4805849947221466,0.3888386424754266,0.32090907815127273,0.312118879028242,0.15967591657087388,0.04889955099478993,0.2949777953452214,example_id,fixed from observed path_gain,standardized mean difference,0.46091993586357427,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,iterative_native_attention_mass,available,59,341,0.32165091821654607,0.30842714530159887,0.33430314917804294,0.3167225979412933,-0.012652230961496869,-0.03676860696801937,0.015661169046503776,example_id,fixed from observed path_gain,standardized mean difference,-0.10784000862676069,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,consumer_layer_count,available,59,341,4.0,4.0,4.0,4.0,0.0,0.0,0.0,example_id,fixed from observed path_gain,standardized mean difference,0.0,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,intervention_count,available,59,341,4.0,4.0,4.0,4.0,0.0,0.0,0.0,example_id,fixed from observed path_gain,standardized mean difference,0.0,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,post-treatment,positive_immediate_margin_gain,available,59,341,0.9322033898305084,1.0,0.750733137829912,1.0,0.1814702520005964,0.1206465492179778,0.24598638103285453,example_id,fixed from observed path_gain,risk difference,0.1814702520005964,two-sided Fisher exact,0.001126521123288644,
all_400,post-treatment,erased_by_final_layer,available,59,341,0.2033898305084746,0.0,0.18475073313782991,0.0,0.018639097370644675,-0.08717948717948716,0.17983506251662673,example_id,fixed from observed path_gain,risk difference,0.018639097370644675,two-sided Fisher exact,0.719844231730543,
one_shot_miss_only,pre-decision,window_is_w16,available,59,189,0.22033898305084745,0.0,0.2222222222222222,0.0,-0.0018832391713747565,-0.14353381802159065,0.13422621957180564,example_id,fixed from observed path_gain,risk difference,-0.0018832391713747565,two-sided Fisher exact,1.0,
one_shot_miss_only,pre-decision,window_is_w32,available,59,189,0.2542372881355932,0.0,0.2222222222222222,0.0,0.032015065913371,-0.0787416232315711,0.16282320055904959,example_id,fixed from observed path_gain,risk difference,0.032015065913371,two-sided Fisher exact,0.5992624052639806,
one_shot_miss_only,pre-decision,window_is_w64,available,59,189,0.22033898305084745,0.0,0.20105820105820105,0.0,0.019280781992646406,-0.06221889055472263,0.10164835164835162,example_id,fixed from observed path_gain,risk difference,0.019280781992646406,two-sided Fisher exact,0.7165627490210076,
one_shot_miss_only,pre-decision,window_is_w128,available,59,189,0.15254237288135594,0.0,0.17989417989417988,0.0,-0.027351807012823942,-0.12244897959183673,0.07141061101332663,example_id,fixed from observed path_gain,risk difference,-0.027351807012823942,two-sided Fisher exact,0.697856298515131,
one_shot_miss_only,pre-decision,window_is_global,available,59,189,0.15254237288135594,0.0,0.1746031746031746,0.0,-0.02206080172181865,-0.10078232857800276,0.05759376921500306,example_id,fixed from observed path_gain,risk difference,-0.02206080172181865,two-sided Fisher exact,0.8428723314952464,
one_shot_miss_only,pre-decision,chain_depth,available,59,189,1.1694915254237288,1.0,2.497354497354497,2.0,-1.3278629719307684,-1.9762003311258276,-0.6318351635910788,example_id,fixed from observed path_gain,standardized mean difference,-1.4251717362343839,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,query_token_count,available,59,189,5.169491525423729,5.0,6.497354497354498,6.0,-1.3278629719307684,-1.9762003311258276,-0.631835163591079,example_id,fixed from observed path_gain,standardized mean difference,-1.4251717362343839,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,evidence_span_tokens,available,59,189,30.83050847457627,33.0,20.941798941798943,22.0,9.888709532777327,1.7491416309012884,18.622260015117163,example_id,fixed from observed path_gain,standardized mean difference,0.8875863095627843,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,max_hop_distance_tokens,available,59,189,7.47457627118644,7.0,8.798941798941799,11.0,-1.3243655277553588,-3.127506014434643,0.6245210727969353,example_id,fixed from observed path_gain,standardized mean difference,-0.528788954483595,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,evidence_span_over_window,available,59,189,0.788135593220339,0.546875,0.5618386243386243,0.34375,0.2262969688817147,-0.09613530585106378,0.500635664951246,example_id,fixed from observed path_gain,standardized mean difference,0.33436081833336734,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,max_hop_distance_over_window,available,59,189,0.2043167372881356,0.171875,0.22238756613756613,0.171875,-0.018070828849430537,-0.09918624461979912,0.06968470982142855,example_id,fixed from observed path_gain,standardized mean difference,-0.08631097319871901,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_reference_recall,available,59,189,0.0847457627118644,0.0,0.2839506172839506,0.3333333333333333,-0.1992048545720862,-0.2763722510280708,-0.09125374713454415,example_id,fixed from observed path_gain,standardized mean difference,-0.9054525618466994,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_correct,available,59,189,0.1016949152542373,0.0,0.13756613756613756,0.0,-0.035871222311900264,-0.13012477718360071,0.061941631923764146,example_id,fixed from observed path_gain,risk difference,-0.035871222311900264,two-sided Fisher exact,0.6564853784758647,
one_shot_miss_only,pre-decision,one_shot_margin,available,59,189,-4.137366941419699,-4.380061626434326,-3.23280399312418,-3.6488513946533203,-0.9045629482955189,-1.9935396141659623,0.24911815596060594,example_id,fixed from observed path_gain,standardized mean difference,-0.3187067640671345,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_correct_probability,available,59,189,0.0779678593574672,0.008413631469011307,0.14354752997280143,0.01809273660182953,-0.06557967061533423,-0.13041321557253763,0.0003634666023976385,example_id,fixed from observed path_gain,standardized mean difference,-0.25863869064795536,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_prediction_entropy,available,59,189,0.7895230272058713,0.8518908619880676,0.754950766367887,0.7865825891494751,0.03457226083798426,-0.12946430754670812,0.19772068787660357,example_id,fixed from observed path_gain,standardized mean difference,0.07746658434784263,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_attention_entropy,available,59,189,2.608754776291928,2.6215157508850098,2.6796939814532243,2.6912879943847656,-0.07093920516129648,-0.11227585747657276,-0.02473782057563456,example_id,fixed from observed path_gain,standardized mean difference,-0.5510972522902184,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_evidence_attention_mass,available,59,189,0.037158349132067475,0.0,0.15561989586677488,0.11179053813611972,-0.1184615467347074,-0.18117881857986176,-0.04890271648988398,example_id,fixed from observed path_gain,standardized mean difference,-0.7787368375396793,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_distractor_attention_mass,available,59,189,0.8711292278604176,0.915614633891435,0.7197647594016896,0.7532264868455059,0.15136446845872797,0.061445928528667926,0.23202249250283213,example_id,fixed from observed path_gain,standardized mean difference,0.8535752030521793,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_memory_attention_mass,available,59,189,0.9082875769924851,0.9208403843658743,0.8753846552684644,0.8889837393256244,0.03290292172402065,0.005167016214111864,0.05752605760116791,example_id,fixed from observed path_gain,standardized mean difference,0.48719330633235364,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_evidence_distractor_ratio,available,59,189,0.06515101518869,0.0,0.3247584668938606,0.16297236355653877,-0.25960745170517063,-0.4091539260243608,-0.10734240238901055,example_id,fixed from observed path_gain,standardized mean difference,-0.6297146811063922,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
one_shot_miss_only,pre-decision,one_shot_native_attention_mass,available,59,189,0.09171242300751499,0.07915961563412566,0.12461534473153556,0.11101626067437564,-0.03290292172402057,-0.057506730797904845,-0.005035428356074512,example_id,fixed from observed path_gain,standardized mean difference,-0.4871933063323524,descriptive identity-cluster bootstrap; no multiplicity-adjusted hypothesis test,,
all_400,pre-decision,root_score_gap,unavailable,,,,,,,,,,,,,,,,not stored for the controlled 400-unit cohort
all_400,pre-decision,root_routing_entropy,unavailable,,,,,,,,,,,,,,,,not stored for the controlled 400-unit cohort
all_400,pre-decision,facet_disagreement,unavailable,,,,,,,,,,,,,,,,faceted root routing was not used in the controlled cohort
all_400,pre-decision,successor_rank,unavailable,,,,,,,,,,,,,,,,not joined at model-example level in the frozen traces
all_400,pre-decision,native_R_at_K,unavailable,,,,,,,,,,,,,,,,"available only as aggregate topology, not per paired unit"
all_400,pre-decision,native_MRR,unavailable,,,,,,,,,,,,,,,,"available only as aggregate topology, not per paired unit"
all_400,pre-decision,shortcut_or_contraction,unavailable,,,,,,,,,,,,,,,,"available only as aggregate topology, not per paired unit"
all_400,pre-decision,branching_or_frontier_competition,unavailable,,,,,,,,,,,,,,,,not stored for this controlled policy
all_400,post-treatment,single_consumer_layer,unavailable,,,,,,,,,,,,,,,,the matched policy uses a fixed four-layer consumer schedule
all_400,post-treatment,intervention_state_displacement,unavailable,,,,,,,,,,,,,,,,"stored for a different 32-example cohort, not all paired units"
all_400,post-treatment,pra_output_divergence_ratio,unavailable,,,,,,,,,,,,,,,,"stored for a different 32-example cohort, not all paired units"
