condition,dataset,evidence_attention_mass,examples,layer,local_attention_mass,memory_attention_mass
oracle_last_8,hotpotqa,0.23303288221359253,2,22,0.5402233302593231,0.4597766697406769
oracle_last_8,hotpotqa,0.22004358656704426,2,23,0.5538132041692734,0.4461867958307266
oracle_last_8,hotpotqa,0.22439988143742085,2,24,0.5468146800994873,0.4531853199005127
oracle_last_8,hotpotqa,0.23510445840656757,2,25,0.5424779206514359,0.45752207934856415
oracle_last_8,hotpotqa,0.22992701828479767,2,26,0.5564262121915817,0.4435737878084183
oracle_last_8,hotpotqa,0.22445982438512146,2,27,0.5486830919981003,0.4513169080018997
oracle_all,qasper,0.017286503687500954,2,0,0.9792128521949053,0.02078714780509472
oracle_all,qasper,0.04937374033033848,2,1,0.9354884289205074,0.06451157107949257
oracle_all,qasper,0.05595429614186287,2,2,0.9299932308495045,0.07000676915049553
oracle_all,qasper,0.6570737361907959,2,3,0.3280102014541626,0.6719897985458374
oracle_all,qasper,0.6358932256698608,2,4,0.3633689284324646,0.6366310715675354
oracle_all,qasper,0.7792843580245972,2,5,0.22024232149124146,0.7797576785087585
oracle_all,qasper,0.6853367686271667,2,6,0.30740904808044434,0.6925909519195557
oracle_all,qasper,0.6505208015441895,2,7,0.3483552038669586,0.6516447961330414
oracle_all,qasper,0.7028236389160156,2,8,0.29339390993118286,0.7066060900688171
oracle_all,qasper,0.44132576882839203,2,9,0.5533469766378403,0.44665302336215973
oracle_all,qasper,0.4651254415512085,2,10,0.5323493629693985,0.4676506370306015
oracle_all,qasper,0.3827996253967285,2,11,0.6071564555168152,0.3928435444831848
oracle_all,qasper,0.5805661082267761,2,12,0.4110395312309265,0.5889604687690735
oracle_all,qasper,0.5077210366725922,2,13,0.4865129590034485,0.5134870409965515
oracle_all,qasper,0.5459407866001129,2,14,0.4459504187107086,0.5540495812892914
oracle_all,qasper,0.5859506726264954,2,15,0.40684038400650024,0.5931596159934998
oracle_all,qasper,0.5259592533111572,2,16,0.4649506211280823,0.5350493788719177
oracle_all,qasper,0.38999229669570923,2,17,0.5977109670639038,0.4022890329360962
oracle_all,qasper,0.5769668221473694,2,18,0.40966343879699707,0.5903365612030029
oracle_all,qasper,0.5947438478469849,2,19,0.3928128480911255,0.6071871519088745
oracle_all,qasper,0.7225544452667236,2,20,0.26992180943489075,0.7300781905651093
oracle_all,qasper,0.7374291121959686,2,21,0.2557317018508911,0.7442682981491089
oracle_all,qasper,0.8156614005565643,2,22,0.17697706818580627,0.8230229318141937
oracle_all,qasper,0.7036925554275513,2,23,0.2895156741142273,0.7104843258857727
oracle_all,qasper,0.6654549837112427,2,24,0.3166716694831848,0.6833283305168152
oracle_all,qasper,0.7001556158065796,2,25,0.2799438238143921,0.7200561761856079
oracle_all,qasper,0.7257356345653534,2,26,0.25549525022506714,0.7445047497749329
oracle_all,qasper,0.8021137118339539,2,27,0.19763177633285522,0.8023682236671448
oracle_last_8,qasper,0.5046949237585068,2,20,0.4827316999435425,0.5172683000564575
oracle_last_8,qasper,0.5002568960189819,2,21,0.48799464106559753,0.5120053589344025
oracle_last_8,qasper,0.5349322259426117,2,22,0.4552754908800125,0.5447245091199875
oracle_last_8,qasper,0.4763650596141815,2,23,0.5129320919513702,0.48706790804862976
oracle_last_8,qasper,0.4652379900217056,2,24,0.5080455839633942,0.49195441603660583
oracle_last_8,qasper,0.4708474725484848,2,25,0.5014527589082718,0.4985472410917282
oracle_last_8,qasper,0.5070406198501587,2,26,0.4634992182254791,0.5365007817745209
oracle_last_8,qasper,0.5058062970638275,2,27,0.4939207434654236,0.5060792565345764
