git_sha,dataset,model_tier,seed,tokenizer_fingerprint,stage,setting,example_id,split_count,encoding_block_references,encoding_context_tokens,routing_chunk_tokens,materialization_budget,k_storage_mode,position_policy,requested_distance,original_logical_distance,effective_distance,distance_over_training_context,distance_over_model_operation_limit,oracle_mode,loss,token_accuracy,sa_full_loss,sa_tail_loss,rcb,retrieval_key_rmse_vs_exact,memory_attention_mass,memory_last_query_attention_mass,memory_attention_entropy,memory_attention_max_weight,retrieval_logit_rmse_vs_exact,retrieval_attention_l1_vs_exact,retrieval_top_token_agreement_vs_exact,recall_at_k,routing_mrr,retrieved_physical_kv_tokens,maximum_native_operation,model_operation_limit,native_limit_violations
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ade84d7554299728e26c72b,5,4,108,28.0,160,pre_position_deferred,local,,88.0,1.0,0.00390625,0.00390625,native_oracle,0.31821587681770325,1.0,0.055014015485843025,1.6583466678857803,0.8358407652099591,0.7948805391788483,0.8589479923248291,0.764531284570694,3.264920234680176,0.926146924495697,4.581587433815002,1.089820384979248,0.25,1.0,1.0,28.0,108,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ac39df8554299741d48a2b6,5,4,109,19.0,160,pre_position_deferred,local,,98.0,1.0,0.00390625,0.00390625,native_oracle,0.0570480115711689,1.0,0.055014015485843025,1.6583466678857803,0.9987313948342028,0.820644199848175,0.8053240180015564,0.6864714622497559,2.9875683784484863,0.6016286015510559,5.03762686252594,1.0511082410812378,0.375,1.0,1.0,19.0,109,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5adfa12c554299025d62a301,5,4,98,24.0,160,pre_position_deferred,exact,,82.0,82.0,0.3203125,0.3203125,native_oracle,0.05920780450105667,1.0,0.055014015485843025,1.6583466678857803,0.9973843300646711,0.0,0.8454455435276031,0.7619161605834961,3.0690613985061646,0.9979743361473083,0.0,0.0,1.0,1.0,1.0,24.0,98,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab54056554299488d4d9923,5,4,113,27.0,160,pre_position_deferred,exact,,94.0,94.0,0.3671875,0.3671875,native_oracle,0.05347630754113197,1.0,0.055014015485843025,1.6583466678857803,1.0009590698115012,0.0,0.8640224933624268,0.7998166978359222,3.1019469499588013,0.9998546838760376,0.0,0.0,1.0,1.0,1.0,27.0,113,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab66e1355429954757d32b2,5,4,104,18.0,160,pre_position_deferred,exact,,94.0,94.0,0.3671875,0.3671875,native_oracle,0.05319489538669586,1.0,0.055014015485843025,1.6583466678857803,1.0011345868222818,0.0,0.8112884163856506,0.7451322376728058,2.7702651023864746,0.9999277591705322,0.0,0.0,1.0,1.0,1.0,18.0,104,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ae39fb85542990afbd1e197,5,4,89,18.0,160,pre_position_deferred,exact,,79.0,79.0,0.30859375,0.30859375,native_oracle,0.0578596331179142,1.0,0.055014015485843025,1.6583466678857803,0.9982251857543025,0.0,0.8122640550136566,0.7360585927963257,2.860745429992676,0.9971746206283569,0.0,0.0,1.0,1.0,1.0,18.0,89,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5a80d1ce554299260e20a178,5,4,98,28.0,160,pre_position_deferred,exact,,78.0,78.0,0.3046875,0.3046875,native_oracle,0.060640666633844376,1.0,0.055014015485843025,1.6583466678857803,0.9964906526792309,0.0,0.862190455198288,0.7887170612812042,3.2013381719589233,0.9994207620620728,0.0,0.0,1.0,1.0,1.0,28.0,98,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ae34a225542992e3233c370,5,4,110,21.0,160,pre_position_deferred,exact,,97.0,97.0,0.37890625,0.37890625,native_oracle,0.06338668614625931,1.0,0.055014015485843025,1.6583466678857803,0.9947779578692645,0.0,0.8299105167388916,0.7514457702636719,2.9517970085144043,0.9994993209838867,0.0,0.0,1.0,1.0,1.0,21.0,110,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab7af9d5542993667793fe9,5,4,99,23.0,160,pre_position_deferred,exact,,84.0,84.0,0.328125,0.328125,native_oracle,0.06318772584199905,1.0,0.055014015485843025,1.6583466678857803,0.9949020495878249,0.0,0.8351369798183441,0.7475341260433197,3.0319958925247192,0.9985013008117676,0.0,0.0,1.0,1.0,1.0,23.0,99,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5a80e47d55429938b6142238,5,4,101,24.0,160,pre_position_deferred,exact,,85.0,85.0,0.33203125,0.33203125,native_oracle,0.05385524407029152,1.0,0.055014015485843025,1.6583466678857803,1.0007227267615468,0.0,0.849558025598526,0.7871160209178925,3.0072978734970093,0.9999148845672607,0.0,0.0,1.0,1.0,1.0,24.0,101,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5adea62e55429975fa854f3b,5,4,105,32.0,160,pre_position_deferred,exact,,81.0,81.0,0.31640625,0.31640625,native_oracle,0.052582401782274246,1.0,0.055014015485843025,1.6583466678857803,1.0015165996276125,0.0,0.8794898390769958,0.8166845738887787,3.2510584592819214,0.9998152852058411,0.0,0.0,1.0,1.0,1.0,32.0,105,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5abb14d85542996cc5e49f92,5,4,100,21.0,160,pre_position_deferred,exact,,87.0,87.0,0.33984375,0.33984375,native_oracle,0.053691666573286057,1.0,0.055014015485843025,1.6583466678857803,1.0008247501917817,0.0,0.8372626602649689,0.7759637832641602,2.895665168762207,0.9998785257339478,0.0,0.0,1.0,1.0,1.0,21.0,100,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ade84d7554299728e26c72b,5,4,108,28.0,160,pre_position_deferred,exact,,88.0,88.0,0.34375,0.34375,native_oracle,0.054870568215847015,1.0,0.055014015485843025,1.6583466678857803,1.0000894681897616,0.0,0.8678003549575806,0.8063704669475555,3.1341525316238403,0.9999364614486694,0.0,0.0,1.0,1.0,1.0,28.0,108,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ac39df8554299741d48a2b6,5,4,109,19.0,160,pre_position_deferred,exact,,98.0,98.0,0.3828125,0.3828125,native_oracle,0.059785597026348114,1.0,0.055014015485843025,1.6583466678857803,0.9970239603532287,0.0,0.8177455961704254,0.7365284562110901,2.8711456060409546,0.9926099181175232,0.0,0.0,1.0,1.0,1.0,19.0,109,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5adfa12c554299025d62a301,5,4,98,24.0,160,pre_position_deferred,fixed_32,32,82.0,32.0,0.125,0.125,native_oracle,0.05919656902551651,1.0,0.055014015485843025,1.6583466678857803,0.9973913376407492,0.6187897324562073,0.8455424904823303,0.7613430321216583,3.0732990503311157,0.9587967991828918,2.7183501720428467,0.833893746137619,0.5,1.0,1.0,24.0,98,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab54056554299488d4d9923,5,4,113,27.0,160,pre_position_deferred,fixed_32,32,94.0,32.0,0.125,0.125,native_oracle,0.0606352798640728,1.0,0.055014015485843025,1.6583466678857803,0.9964940124123239,0.49024598300457,0.8604586720466614,0.7833094000816345,3.1421959400177,0.9933457374572754,2.8897722959518433,0.6666089594364166,0.5,1.0,1.0,27.0,113,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab66e1355429954757d32b2,5,4,104,18.0,160,pre_position_deferred,fixed_32,32,94.0,32.0,0.125,0.125,native_oracle,0.05946922302246094,1.0,0.055014015485843025,1.6583466678857803,0.9972212831005786,0.5002391338348389,0.8082274794578552,0.7335902452468872,2.813998818397522,0.9963930249214172,3.2377522587776184,0.47509096562862396,0.75,1.0,1.0,18.0,104,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ae39fb85542990afbd1e197,5,4,89,18.0,160,pre_position_deferred,fixed_32,32,79.0,32.0,0.125,0.125,native_oracle,0.06003889441490173,1.0,0.055014015485843025,1.6583466678857803,0.9968659785469114,0.714743971824646,0.8099974989891052,0.727154403924942,2.8567593097686768,0.9628801345825195,2.867972254753113,1.0968401432037354,0.25,1.0,1.0,18.0,89,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5a80d1ce554299260e20a178,5,4,98,28.0,160,pre_position_deferred,fixed_32,32,78.0,32.0,0.125,0.125,native_oracle,0.05837107449769974,1.0,0.055014015485843025,1.6583466678857803,0.9979061993112709,0.6768422424793243,0.8590121269226074,0.7689343094825745,3.2311547994613647,0.987876296043396,2.926078200340271,1.0497676730155945,0.25,1.0,1.0,28.0,98,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ae34a225542992e3233c370,5,4,110,21.0,160,pre_position_deferred,fixed_32,32,97.0,32.0,0.125,0.125,native_oracle,0.06547098606824875,1.0,0.055014015485843025,1.6583466678857803,0.9934779781558409,0.6499179303646088,0.8286296129226685,0.750502347946167,2.956191301345825,0.9931933283805847,2.6655829548835754,0.8087353557348251,0.25,1.0,1.0,21.0,110,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab7af9d5542993667793fe9,5,4,99,23.0,160,pre_position_deferred,fixed_32,32,84.0,32.0,0.125,0.125,native_oracle,0.06130049377679825,1.0,0.055014015485843025,1.6583466678857803,0.9960791179038577,0.6433896720409393,0.8407360911369324,0.7591856122016907,3.0408506393432617,0.9794571995735168,2.8129740357398987,0.8063954859972,0.5,1.0,1.0,23.0,99,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5a80e47d55429938b6142238,5,4,101,24.0,160,pre_position_deferred,fixed_32,32,85.0,32.0,0.125,0.125,native_oracle,0.07178650796413422,1.0,0.055014015485843025,1.6583466678857803,0.989538981537496,0.7076357305049896,0.8446942567825317,0.7685373723506927,3.0592228174209595,0.9903426170349121,3.1967217326164246,0.8309646844863892,0.375,1.0,1.0,24.0,101,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5adea62e55429975fa854f3b,5,4,105,32.0,160,pre_position_deferred,fixed_32,32,81.0,32.0,0.125,0.125,native_oracle,0.05700432509183884,1.0,0.055014015485843025,1.6583466678857803,0.9987586421301801,0.6650162041187286,0.877293050289154,0.8010154068470001,3.3001675605773926,0.9868999123573303,3.0014461278915405,0.7799883782863617,0.5,1.0,1.0,32.0,105,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5abb14d85542996cc5e49f92,5,4,100,21.0,160,pre_position_deferred,fixed_32,32,87.0,32.0,0.125,0.125,native_oracle,0.059210389852523804,1.0,0.055014015485843025,1.6583466678857803,0.9973827175786637,0.5929005444049835,0.831867128610611,0.7541899085044861,2.9327155351638794,0.9927749633789062,2.9365498423576355,0.7049821317195892,0.5,1.0,1.0,21.0,100,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ade84d7554299728e26c72b,5,4,108,28.0,160,pre_position_deferred,fixed_32,32,88.0,32.0,0.125,0.125,native_oracle,0.08721889555454254,1.0,0.055014015485843025,1.6583466678857803,0.9799137876843623,0.49572718143463135,0.8653465211391449,0.7939608693122864,3.187474250793457,0.996010422706604,2.907213568687439,0.7302656173706055,0.375,1.0,1.0,28.0,108,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ac39df8554299741d48a2b6,5,4,109,19.0,160,pre_position_deferred,fixed_32,32,98.0,32.0,0.125,0.125,native_oracle,0.062491968274116516,1.0,0.055014015485843025,1.6583466678857803,0.9953359942011533,0.7168993949890137,0.8156676292419434,0.7397486865520477,2.864088773727417,0.958783745765686,3.297370493412018,0.7676016539335251,0.5,1.0,1.0,19.0,109,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5adfa12c554299025d62a301,5,4,98,24.0,160,pre_position_deferred,fixed_64,64,82.0,64.0,0.25,0.25,native_oracle,0.05682098865509033,1.0,0.055014015485843025,1.6583466678857803,0.9988729892286903,0.4346919357776642,0.8436537981033325,0.757086992263794,3.1056294441223145,0.9915266633033752,2.0012857913970947,0.8021170496940613,0.375,1.0,1.0,24.0,98,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab54056554299488d4d9923,5,4,113,27.0,160,pre_position_deferred,fixed_64,64,94.0,64.0,0.25,0.25,native_oracle,0.052735306322574615,1.0,0.055014015485843025,1.6583466678857803,1.0014212329299583,0.7215026021003723,0.8625946640968323,0.7903718650341034,3.0964934825897217,0.9996159076690674,2.894679009914398,0.9517027735710144,0.375,1.0,1.0,27.0,113,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab66e1355429954757d32b2,5,4,104,18.0,160,pre_position_deferred,fixed_64,64,94.0,64.0,0.25,0.25,native_oracle,0.0543033666908741,1.0,0.055014015485843025,1.6583466678857803,1.0004432322848944,0.7346494197845459,0.8104670941829681,0.7243645489215851,2.8026987314224243,0.9988306164741516,3.3350571393966675,0.8865736722946167,0.375,1.0,1.0,18.0,104,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ae39fb85542990afbd1e197,5,4,89,18.0,160,pre_position_deferred,fixed_64,64,79.0,64.0,0.25,0.25,native_oracle,0.056499507278203964,1.0,0.055014015485843025,1.6583466678857803,0.999073497449118,0.5743964612483978,0.8069947957992554,0.7085416615009308,2.8916025161743164,0.9833241105079651,2.3091580867767334,0.7855694591999054,0.5,1.0,1.0,18.0,89,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5a80d1ce554299260e20a178,5,4,98,28.0,160,pre_position_deferred,fixed_64,64,78.0,64.0,0.25,0.25,native_oracle,0.058577850461006165,1.0,0.055014015485843025,1.6583466678857803,0.9977772329592186,0.5223044157028198,0.8610334396362305,0.784833550453186,3.2363033294677734,0.9981195330619812,2.0818589329719543,0.8075013756752014,0.5,1.0,1.0,28.0,98,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ae34a225542992e3233c370,5,4,110,21.0,160,pre_position_deferred,fixed_64,64,97.0,64.0,0.25,0.25,native_oracle,0.05804019421339035,1.0,0.055014015485843025,1.6583466678857803,0.9981125696386102,0.6640468239784241,0.8271462321281433,0.7351234555244446,3.005137085914612,0.9959784746170044,2.4735113978385925,0.7450319826602936,0.375,1.0,1.0,21.0,110,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5ab7af9d5542993667793fe9,5,4,99,23.0,160,pre_position_deferred,fixed_64,64,84.0,64.0,0.25,0.25,native_oracle,0.058550868183374405,1.0,0.055014015485843025,1.6583466678857803,0.9977940618297536,0.4468025267124176,0.8321152627468109,0.7299261093139648,3.0683796405792236,0.9936656355857849,2.192618489265442,0.712658479809761,0.375,1.0,1.0,23.0,99,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,distance,split5_block4_oracle,hotpotqa-5a80e47d55429938b6142238,5,4,101,24.0,160,pre_position_deferred,fixed_64,64,85.0,64.0,0.25,0.25,native_oracle,0.05527458339929581,1.0,0.055014015485843025,1.6583466678857803,0.9998374835608426,0.5631715357303619,0.8445117473602295,0.7682067155838013,3.026430130004883,0.9991693496704102,2.1783074140548706,0.6785244345664978,0.625,1.0,1.0,24.0,101,256,0
