dataset,example_id,partition,annotated_hops,graph_type,seed,node_id,parent_id,facet_count,max_facet_score,top2_facet_score,winning_facet,path_facet_coverage,incremental_facet_coverage
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,23,2,6,20,0.3633362352848053,0.3546304702758789,16,0.8191186189651489,5.942583084106445e-05
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,23,3,6,20,0.3633362352848053,0.3546304702758789,16,0.8191186189651489,0.0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,23,4,2,20,0.5207985639572144,0.5119826793670654,2,1.0,0.18088138103485107
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,37,0,1,20,-0.034798651933670044,-0.04034984111785889,9,0.6137697100639343,0.6137697100639343
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,37,1,0,20,0.05379072204232216,0.04929029941558838,8,0.8210179209709167,0.20724821090698242
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,37,2,6,20,-0.054033730179071426,-0.05436685308814049,9,0.8210179209709167,0.0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,37,3,6,20,-0.054033730179071426,-0.05436685308814049,9,0.8210179209709167,0.0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,37,4,2,20,-0.027982331812381744,-0.03476021811366081,1,0.8421022295951843,0.021084308624267578
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,53,0,1,20,0.27511724829673767,0.26792168617248535,8,0.6213513612747192,0.6213513612747192
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,53,1,0,20,0.4092215895652771,0.3822166323661804,0,0.9008849263191223,0.2795335650444031
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,53,2,6,20,0.2564483880996704,0.2552904188632965,8,0.9167183041572571,0.015833377838134766
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,53,3,6,20,0.2564483880996704,0.2552904188632965,8,0.9167183041572571,0.0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,53,4,2,20,0.33849507570266724,0.33486589789390564,8,0.9933974146842957,0.07667911052703857
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,71,0,1,20,0.4615578055381775,0.4145916700363159,19,0.7523880004882812,0.7523880004882812
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,71,1,0,20,0.40176746249198914,0.35974550247192383,19,0.8883527517318726,0.1359647512435913
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,71,2,6,20,0.23563270270824432,0.22973614931106567,19,0.9002041816711426,0.01185142993927002
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,71,3,6,20,0.23563270270824432,0.22973614931106567,19,0.9002041816711426,0.0
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,2,branching,71,4,2,20,0.46301937103271484,0.4126375913619995,19,0.9171183705329895,0.016914188861846924
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,11,0,7,16,0.07240162044763565,-0.04742005094885826,0,0.27540862560272217,0.27540862560272217
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,11,1,5,16,0.3488784432411194,0.2208058387041092,0,0.7390406131744385,0.4636319875717163
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,23,0,7,16,0.3999994397163391,0.29521965980529785,0,0.5734663605690002,0.5734663605690002
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,23,1,5,16,0.47020870447158813,0.46656498312950134,7,0.9993627667427063,0.42589640617370605
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,37,0,7,16,-0.24115821719169617,-0.2490386813879013,10,0.4177282154560089,0.4177282154560089
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,37,1,5,16,-0.06333565711975098,-0.08152946829795837,12,0.8489620089530945,0.43123379349708557
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,53,0,7,16,0.040536068379879,0.019974147900938988,0,0.3501734137535095,0.3501734137535095
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,53,1,5,16,0.24284982681274414,0.21822330355644226,0,0.7586513161659241,0.40847790241241455
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,71,0,7,16,0.17102043330669403,0.151799738407135,12,0.5569397211074829,0.5569397211074829
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,2,chain,71,1,5,16,0.2506691813468933,0.2347642034292221,12,0.7273870706558228,0.17044734954833984
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,11,0,2,20,0.14354059100151062,0.11276733875274658,1,0.8944031000137329,0.8944031000137329
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,11,1,4,20,0.07275238633155823,0.049785029143095016,1,0.8944031000137329,0.0
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,23,0,2,20,0.32574987411499023,0.3241283893585205,5,0.7437242865562439,0.7437242865562439
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,23,1,4,20,0.25990965962409973,0.2589772641658783,1,0.7437242865562439,0.0
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,37,0,2,20,-0.0939323753118515,-0.13627281785011292,5,0.9894031286239624,0.9894031286239624
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,37,1,4,20,-0.1669524610042572,-0.20255331695079803,5,0.9894031286239624,0.0
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,53,0,2,20,0.23821204900741577,0.23432819545269012,13,0.8368538618087769,0.8368538618087769
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,53,1,4,20,0.22482670843601227,0.2219088226556778,12,0.8505890965461731,0.01373523473739624
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,71,0,2,20,0.23648375272750854,0.22644132375717163,18,0.8521075248718262,0.8521075248718262
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,2,chain,71,1,4,20,0.2011452615261078,0.18438497185707092,18,0.8521075248718262,0.0
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,11,0,3,13,-0.3173026740550995,-0.3205178380012512,10,0.1083475798368454,0.1083475798368454
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,11,1,5,13,0.08586049824953079,-0.08926038444042206,0,0.21253369748592377,0.10418611764907837
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,23,0,3,13,-0.12351452559232712,-0.14603576064109802,10,0.0,0.0
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,23,1,5,13,0.34274381399154663,0.16447076201438904,0,0.3342336118221283,0.3342336118221283
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,37,0,3,13,-0.3123880624771118,-0.3131459653377533,10,0.0011826151749119163,0.0011826151749119163
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,37,1,5,13,-0.27846989035606384,-0.27978789806365967,11,0.20427967607975006,0.20309706090483814
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,53,0,3,13,-0.2809176445007324,-0.2891693413257599,1,0.0,0.0
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,53,1,5,13,-0.05211087316274643,-0.09331567585468292,0,0.384799599647522,0.384799599647522
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,71,0,3,13,0.04409988969564438,0.010578175075352192,10,0.09221403300762177,0.09221403300762177
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,1,independent,71,1,5,13,0.12365926057100296,0.09355975687503815,10,0.3616188168525696,0.2694047838449478
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,11,0,10,12,0.03783470392227173,0.02277960628271103,1,0.5763460993766785,0.5763460993766785
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,11,1,0,12,0.1349862515926361,0.1144232451915741,1,0.8833248019218445,0.306978702545166
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,23,0,10,12,0.3305472731590271,0.2975665330886841,2,0.5581255555152893,0.5581255555152893
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,23,1,0,12,0.4058230221271515,0.37903088331222534,2,0.7330533862113953,0.17492783069610596
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,37,0,10,12,-0.08294384181499481,-0.09377467632293701,7,0.513881504535675,0.513881504535675
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,37,1,0,12,-0.05056721344590187,-0.0659051388502121,6,0.7059541344642639,0.19207262992858887
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,53,0,10,12,0.059538669884204865,0.016105806455016136,2,0.41613268852233887,0.41613268852233887
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,53,1,0,12,0.07505123317241669,0.047852467745542526,2,0.6290844082832336,0.21295171976089478
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,71,0,10,12,0.1668873429298401,0.1387934684753418,11,0.6281453967094421,0.6281453967094421
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,2,chain,71,1,0,12,0.19940868020057678,0.1919858455657959,2,0.8222594857215881,0.194114089012146
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,11,0,0,14,0.13043709099292755,0.0808119922876358,0,0.4764139950275421,0.4764139950275421
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,11,1,1,14,0.40289631485939026,0.32841283082962036,0,0.8668007850646973,0.39038679003715515
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,23,0,0,14,0.47116371989250183,0.43195053935050964,0,0.8294395208358765,0.8294395208358765
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,23,1,1,14,0.5394035577774048,0.47337567806243896,0,0.917108416557312,0.08766889572143555
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,37,0,0,14,-0.22901573777198792,-0.2341768592596054,7,0.4851560592651367,0.4851560592651367
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,37,1,1,14,-0.032896172255277634,-0.041689395904541016,2,1.0,0.5148439407348633
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,53,0,0,14,0.19745534658432007,0.15750621259212494,0,0.5792427062988281,0.5792427062988281
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,53,1,1,14,0.44333040714263916,0.379156231880188,0,0.896638810634613,0.3173961043357849
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,71,0,0,14,0.20634739100933075,0.19827201962471008,12,0.7166323661804199,0.7166323661804199
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,2,chain,71,1,1,14,0.3587040305137634,0.3531522750854492,13,0.9524803161621094,0.23584794998168945
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,11,0,13,15,0.20402243733406067,0.18293899297714233,1,0.9021487832069397,0.9021487832069397
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,11,1,1,15,-0.08095140755176544,-0.10148093104362488,1,0.9021487832069397,0.0
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,23,0,13,15,0.3812061548233032,0.3802938461303711,1,0.9258039593696594,0.9258039593696594
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,23,1,1,15,0.14864999055862427,0.12194519490003586,1,0.9258039593696594,0.0
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,37,0,13,15,-0.08055789768695831,-0.08152222633361816,13,1.0,1.0
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,37,1,1,15,-0.3243287205696106,-0.3260023593902588,13,1.0,0.0
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,53,0,13,15,0.28675463795661926,0.2790946364402771,1,0.9179313778877258,0.9179313778877258
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,53,1,1,15,0.034991443157196045,0.021080192178487778,1,0.9179313778877258,0.0
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,71,0,13,15,0.3303980529308319,0.28507736325263977,14,0.9447451829910278,0.9447451829910278
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,2,chain,71,1,1,15,0.08403073996305466,0.06583895534276962,14,0.9447451829910278,0.0
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,11,0,12,14,0.0010389257222414017,-0.004371829330921173,4,0.6882380247116089,0.6882380247116089
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,11,1,2,14,0.006783343851566315,-0.007324587553739548,4,0.7381578683853149,0.049919843673706055
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,23,0,12,14,0.43176448345184326,0.41373059153556824,10,0.9378510117530823,0.9378510117530823
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,23,1,2,14,0.44642120599746704,0.4324060380458832,10,0.9878203272819519,0.04996931552886963
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,37,0,12,14,-0.1366393268108368,-0.1369260549545288,7,0.9422149062156677,0.9422149062156677
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,37,1,2,14,-0.12697407603263855,-0.14100056886672974,7,0.9886309504508972,0.04641604423522949
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,53,0,12,14,0.1828705370426178,0.17022842168807983,6,0.8867619633674622,0.8867619633674622
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,53,1,2,14,0.20234434306621552,0.18695497512817383,6,0.9241446256637573,0.037382662296295166
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,71,0,12,14,0.24968278408050537,0.21612796187400818,13,0.8976020216941833,0.8976020216941833
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,2,chain,71,1,2,14,0.24013063311576843,0.2066241204738617,13,0.9148162007331848,0.017214179039001465
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,11,0,2,12,0.20167946815490723,0.1608973741531372,11,0.6847885251045227,0.6847885251045227
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,11,1,6,12,0.09276212006807327,-0.04389456287026405,0,0.6847885251045227,0.0
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,23,0,2,12,0.475271999835968,0.46802520751953125,11,0.9751232266426086,0.9751232266426086
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,23,1,6,12,0.4191182255744934,0.30001014471054077,0,0.9768831133842468,0.0017598867416381836
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,37,0,2,12,-0.18790999054908752,-0.18998441100120544,5,0.7947928309440613,0.7947928309440613
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,37,1,6,12,-0.24055984616279602,-0.26607441902160645,5,0.7988038659095764,0.004011034965515137
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,53,0,2,12,0.2241969257593155,0.20499002933502197,0,0.7788041234016418,0.7788041234016418
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,53,1,6,12,0.17773792147636414,0.0943327397108078,0,0.7788041234016418,0.0
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,71,0,2,12,0.3388509750366211,0.3097517788410187,11,0.7910816669464111,0.7910816669464111
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,2,chain,71,1,6,12,0.09840057790279388,0.09524612873792648,9,0.8381512761116028,0.04706960916519165
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,11,0,2,14,-0.06326869875192642,-0.07654774188995361,1,0.207232266664505,0.207232266664505
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,11,1,4,14,-0.03138455003499985,-0.05887220427393913,1,0.2953317165374756,0.08809944987297058
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,23,0,2,14,0.18321238458156586,0.16561368107795715,4,0.2681455612182617,0.2681455612182617
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,23,1,4,14,0.15797258913516998,0.13757842779159546,4,0.29268187284469604,0.024536311626434326
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,37,0,2,14,-0.14387169480323792,-0.1679144948720932,12,0.23154418170452118,0.23154418170452118
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,37,1,4,14,-0.17546579241752625,-0.1870410293340683,12,0.2592560052871704,0.02771182358264923
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,53,0,2,14,-0.18213269114494324,-0.192667156457901,3,0.1203954890370369,0.1203954890370369
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,53,1,4,14,-0.17367398738861084,-0.1804315745830536,1,0.2140815407037735,0.0936860516667366
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,71,0,2,14,0.09475186467170715,0.07776954770088196,1,0.19457189738750458,0.19457189738750458
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,71,1,4,14,0.12009286880493164,0.08991245925426483,1,0.2297060638666153,0.03513416647911072
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,11,0,0,25,0.08970803767442703,0.0885678231716156,20,0.7270671129226685,0.7270671129226685
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,11,1,2,25,0.12897980213165283,0.12891428172588348,20,0.9595683217048645,0.23250120878219604
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,23,0,0,25,0.2844902276992798,0.2778998613357544,21,0.20012283325195312,0.20012283325195312
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,23,1,2,25,0.3296785354614258,0.32834500074386597,21,0.7738378643989563,0.5737150311470032
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,37,0,0,25,-0.11003700643777847,-0.112554632127285,21,0.7404417395591736,0.7404417395591736
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,37,1,2,25,-0.07818200439214706,-0.09472772479057312,21,0.9713740348815918,0.2309322953224182
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,53,0,0,25,0.2710891366004944,0.27083489298820496,18,0.9131357073783875,0.9131357073783875
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,53,1,2,25,0.2897973656654358,0.28225472569465637,14,0.9607832431793213,0.04764753580093384
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,71,0,0,25,0.13500820100307465,0.10066606104373932,24,0.3337273895740509,0.3337273895740509
