dataset,example_id,partition,question_type,annotated_hops,graph_type,chunk_size,source_tokens,parent_count,oracle_parent_count,annotated_node_count,annotated_transition_count,preserved_parent_transition_count,collapsed_transition_count,partially_collapsed_transition_count,unmappable_transition_count,root_parent_count,evidence_group_collisions,evidence_tokens,selected_parent_tokens,selected_evidence_tokens,non_evidence_selected_tokens,evidence_density,root_evidence_fraction,root_contains_all_evidence
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,16,1560,98,6,2,0,0,0,0,0,2,0,48,96,48,48,0.5,0.6666666666666666,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,1560,49,4,2,0,0,0,0,0,2,0,48,128,48,80,0.375,0.8958333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,64,1560,25,4,2,0,0,0,0,0,2,0,48,256,48,208,0.1875,0.8958333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,128,1560,13,3,2,0,0,0,0,0,2,0,48,384,48,336,0.125,0.9583333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,256,1560,7,3,2,0,0,0,0,0,2,0,48,768,48,720,0.0625,0.9583333333333334,False
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,16,777,49,6,2,0,0,0,0,0,2,0,74,96,74,22,0.7708333333333334,0.43243243243243246,False
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,32,777,25,4,2,0,0,0,0,0,2,0,74,128,74,54,0.578125,0.7432432432432432,False
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,64,777,13,3,2,0,0,0,0,0,2,0,74,192,74,118,0.3854166666666667,0.8783783783783784,False
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,128,777,7,2,2,0,0,0,0,0,2,0,74,256,74,182,0.2890625,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,256,777,4,1,2,0,0,0,0,0,1,1,74,256,74,182,0.2890625,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,16,654,41,8,2,0,0,0,0,0,2,1,91,128,91,37,0.7109375,0.3516483516483517,False
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,32,654,21,5,2,0,0,0,0,0,2,1,91,160,91,69,0.56875,0.7032967032967034,False
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,64,654,11,3,2,0,0,0,0,0,2,1,91,192,91,101,0.4739583333333333,0.9230769230769231,False
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,128,654,6,2,2,0,0,0,0,0,2,1,91,256,91,165,0.35546875,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,256,654,3,1,2,0,0,0,0,0,1,1,91,256,91,165,0.35546875,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,16,1293,81,5,2,0,0,0,0,0,2,0,56,80,56,24,0.7,0.5535714285714286,False
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,32,1293,41,4,2,0,0,0,0,0,2,0,56,128,56,72,0.4375,0.7857142857142857,False
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,64,1293,21,3,2,0,0,0,0,0,2,0,56,192,56,136,0.2916666666666667,0.9642857142857143,False
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,128,1293,11,2,2,0,0,0,0,0,2,0,56,256,56,200,0.21875,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,256,1293,6,2,2,0,0,0,0,0,2,0,56,512,56,456,0.109375,1.0,True
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,16,939,59,12,5,3,24,0,0,0,2,1,127,192,127,65,0.6614583333333334,0.25196850393700787,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,32,939,30,8,5,3,12,0,0,0,2,1,127,256,127,129,0.49609375,0.3779527559055118,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,64,939,15,5,5,3,5,0,0,0,2,1,127,320,127,193,0.396875,0.3858267716535433,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,128,939,8,4,5,3,3,0,0,0,2,1,127,512,127,385,0.248046875,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,256,939,4,3,5,3,2,0,0,0,1,2,127,683,127,556,0.18594436310395315,0.5039370078740157,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,16,1115,70,8,2,1,15,0,0,0,1,0,109,128,109,19,0.8515625,0.14678899082568808,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,32,1115,35,5,2,1,6,0,0,0,1,0,109,160,109,51,0.68125,0.25688073394495414,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,64,1115,18,4,2,1,4,0,0,0,1,0,109,256,109,147,0.42578125,0.25688073394495414,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,128,1115,9,2,2,1,1,0,0,0,1,0,109,256,109,147,0.42578125,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,256,1115,5,2,2,1,1,0,0,0,1,0,109,512,109,403,0.212890625,0.3119266055045872,False
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,16,979,62,5,2,1,6,0,0,0,1,0,44,80,44,36,0.55,0.36363636363636365,False
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,32,979,31,3,2,1,2,0,0,0,1,0,44,96,44,52,0.4583333333333333,0.4772727272727273,False
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,64,979,16,2,2,1,1,0,0,0,1,0,44,128,44,84,0.34375,0.6363636363636364,False
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,128,979,8,2,2,1,1,0,0,0,1,0,44,256,44,212,0.171875,0.6363636363636364,False
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,256,979,4,2,2,1,1,0,0,0,1,0,44,512,44,468,0.0859375,0.6363636363636364,False
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,16,817,52,6,2,0,0,0,0,0,2,0,56,96,56,40,0.5833333333333334,0.4642857142857143,False
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,32,817,26,5,2,0,0,0,0,0,2,0,56,160,56,104,0.35,0.75,False
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,64,817,13,4,2,0,0,0,0,0,2,0,56,241,56,185,0.23236514522821577,0.9107142857142857,False
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,128,817,7,4,2,0,0,0,0,0,2,0,56,433,56,377,0.12933025404157045,0.9107142857142857,False
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,256,817,4,3,2,0,0,0,0,0,1,1,56,561,56,505,0.09982174688057041,0.9107142857142857,False
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,16,1919,120,5,2,1,6,0,0,0,1,0,54,80,54,26,0.675,0.2777777777777778,False
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,32,1919,60,4,2,1,4,0,0,0,1,0,54,128,54,74,0.421875,0.2777777777777778,False
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,64,1919,30,2,2,1,1,0,0,0,1,0,54,128,54,74,0.421875,0.42592592592592593,False
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,128,1919,15,2,2,1,1,0,0,0,1,0,54,256,54,202,0.2109375,0.42592592592592593,False
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,256,1919,8,2,2,1,1,0,0,0,1,0,54,512,54,458,0.10546875,0.42592592592592593,False
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,16,732,46,5,2,1,6,0,0,0,1,0,41,80,41,39,0.5125,0.24390243902439024,False
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,32,732,23,3,2,1,2,0,0,0,1,0,41,96,41,55,0.4270833333333333,0.2926829268292683,False
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,64,732,12,3,2,1,2,0,0,0,1,0,41,192,41,151,0.21354166666666666,0.2926829268292683,False
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,128,732,6,3,2,1,2,0,0,0,1,0,41,384,41,343,0.10677083333333333,0.2926829268292683,False
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,256,732,3,2,2,1,1,0,1,0,1,1,41,512,41,471,0.080078125,0.8536585365853658,False
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,compositional,2,chain,16,2041,128,7,2,1,12,0,0,0,1,0,90,112,90,22,0.8035714285714286,0.17777777777777778,False
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,compositional,2,chain,32,2041,64,5,2,1,6,0,0,0,1,0,90,160,90,70,0.5625,0.35555555555555557,False
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,compositional,2,chain,64,2041,32,3,2,1,2,0,0,0,1,0,90,192,90,102,0.46875,0.4666666666666667,False
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,compositional,2,chain,128,2041,16,3,2,1,2,0,0,0,1,0,90,384,90,294,0.234375,0.4666666666666667,False
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,compositional,2,chain,256,2041,8,3,2,1,2,0,0,0,1,0,90,761,90,671,0.11826544021024968,0.4666666666666667,False
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,compositional,2,chain,16,1742,109,8,2,1,16,0,0,0,1,0,91,128,91,37,0.7109375,0.17582417582417584,False
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,compositional,2,chain,32,1742,55,4,2,1,4,0,0,0,1,0,91,128,91,37,0.7109375,0.25274725274725274,False
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,compositional,2,chain,64,1742,28,3,2,1,2,0,0,0,1,0,91,192,91,101,0.4739583333333333,0.45054945054945056,False
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,compositional,2,chain,128,1742,14,2,2,1,1,0,0,0,1,0,91,256,91,165,0.35546875,0.45054945054945056,False
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,compositional,2,chain,256,1742,7,2,2,1,1,0,0,0,1,0,91,462,91,371,0.19696969696969696,0.45054945054945056,False
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,compositional,2,chain,16,1381,87,4,2,1,4,0,0,0,1,0,41,64,41,23,0.640625,0.2682926829268293,False
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,compositional,2,chain,32,1381,44,2,2,1,1,0,0,0,1,0,41,64,41,23,0.640625,0.5121951219512195,False
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,compositional,2,chain,64,1381,22,2,2,1,1,0,0,0,1,0,41,128,41,87,0.3203125,0.5121951219512195,False
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,compositional,2,chain,128,1381,11,2,2,1,1,0,0,0,1,0,41,256,41,215,0.16015625,0.5121951219512195,False
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,compositional,2,chain,256,1381,6,2,2,1,1,0,0,0,1,0,41,512,41,471,0.080078125,0.5121951219512195,False
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,16,1621,102,8,2,0,0,0,0,0,2,0,104,128,104,24,0.8125,0.3076923076923077,False
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,32,1621,51,5,2,0,0,0,0,0,2,0,104,160,104,56,0.65,0.5673076923076923,False
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,64,1621,26,4,2,0,0,0,0,0,2,0,104,256,104,152,0.40625,0.6538461538461539,False
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,128,1621,13,4,2,0,0,0,0,0,2,0,104,512,104,408,0.203125,0.6538461538461539,False
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,comparison,1,independent,256,1621,7,2,2,0,0,0,0,0,2,0,104,512,104,408,0.203125,1.0,True
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,16,416,26,4,2,0,0,0,0,0,2,0,43,64,43,21,0.671875,0.6744186046511628,False
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,32,416,13,3,2,0,0,0,0,0,2,0,43,96,43,53,0.4479166666666667,0.813953488372093,False
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,64,416,7,2,2,0,0,0,0,0,2,0,43,128,43,85,0.3359375,1.0,True
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,128,416,4,2,2,0,0,0,0,0,2,0,43,256,43,213,0.16796875,1.0,True
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,comparison,1,independent,256,416,2,2,2,0,0,0,0,0,2,0,43,416,43,373,0.10336538461538461,1.0,True
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,16,2284,143,5,2,1,4,0,0,0,1,0,52,80,52,28,0.65,0.3076923076923077,False
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,32,2284,72,4,2,1,3,0,0,0,1,0,52,128,52,76,0.40625,0.6153846153846154,False
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,64,2284,36,3,2,1,2,0,0,0,1,0,52,192,52,140,0.2708333333333333,0.7307692307692307,False
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,128,2284,18,2,2,1,0,1,1,0,1,1,52,256,52,204,0.203125,0.7307692307692307,False
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,compositional,2,chain,256,2284,9,2,2,1,0,1,1,0,1,1,52,512,52,460,0.1015625,0.7307692307692307,False
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,16,1600,100,5,2,0,0,0,0,0,2,0,68,80,68,12,0.85,0.47058823529411764,False
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,32,1600,50,3,2,0,0,0,0,0,2,0,68,96,68,28,0.7083333333333334,0.7647058823529411,False
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,64,1600,25,2,2,0,0,0,0,0,2,0,68,128,68,60,0.53125,1.0,True
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,128,1600,13,2,2,0,0,0,0,0,2,0,68,256,68,188,0.265625,1.0,True
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,comparison,1,independent,256,1600,7,2,2,0,0,0,0,0,2,0,68,512,68,444,0.1328125,1.0,True
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,16,1797,113,6,2,1,9,0,0,0,1,0,62,96,62,34,0.6458333333333334,0.25806451612903225,False
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,32,1797,57,4,2,1,4,0,0,0,1,0,62,128,62,66,0.484375,0.3064516129032258,False
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,64,1797,29,3,2,1,2,0,0,0,1,0,62,192,62,130,0.3229166666666667,0.4838709677419355,False
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,128,1797,15,2,2,1,1,0,0,0,1,0,62,256,62,194,0.2421875,0.4838709677419355,False
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,compositional,2,chain,256,1797,8,2,2,1,1,0,0,0,1,0,62,512,62,450,0.12109375,0.4838709677419355,False
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,16,991,62,5,2,1,6,0,0,0,1,0,56,80,56,24,0.7,0.2857142857142857,False
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,32,991,31,4,2,1,4,0,0,0,1,0,56,128,56,72,0.4375,0.5714285714285714,False
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,64,991,16,2,2,1,1,0,0,0,1,0,56,128,56,72,0.4375,0.6607142857142857,False
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,128,991,8,2,2,1,1,0,0,0,1,0,56,256,56,200,0.21875,0.6607142857142857,False
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,compositional,2,chain,256,991,4,1,2,1,0,1,1,0,1,1,56,256,56,200,0.21875,1.0,True
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,16,1198,75,10,2,1,24,0,0,0,1,0,115,160,115,45,0.71875,0.1391304347826087,False
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,32,1198,38,6,2,1,8,0,0,0,1,0,115,192,115,77,0.5989583333333334,0.2782608695652174,False
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,64,1198,19,5,2,1,6,0,0,0,1,0,115,302,115,187,0.38079470198675497,0.5565217391304348,False
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,128,1198,10,3,2,1,2,0,0,0,1,0,115,302,115,187,0.38079470198675497,0.6347826086956522,False
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,compositional,2,chain,256,1198,5,2,2,1,1,0,0,0,1,0,115,430,115,315,0.26744186046511625,0.6695652173913044,False
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,16,1607,101,5,2,1,6,0,0,0,1,0,50,80,50,30,0.625,0.2,False
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,32,1607,51,4,2,1,4,0,0,0,1,0,50,128,50,78,0.390625,0.2,False
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,64,1607,26,2,2,1,1,0,0,0,1,0,50,128,50,78,0.390625,0.32,False
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,128,1607,13,2,2,1,1,0,0,0,1,0,50,256,50,206,0.1953125,0.32,False
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,compositional,2,chain,256,1607,7,2,2,1,1,0,0,0,1,0,50,512,50,462,0.09765625,0.32,False
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,inference,2,chain,16,1344,84,4,2,1,0,1,1,0,1,1,63,64,63,1,0.984375,0.25396825396825395,False
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,inference,2,chain,32,1344,42,2,2,1,0,1,1,0,1,1,63,64,63,1,0.984375,0.5079365079365079,False
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,inference,2,chain,64,1344,21,2,2,1,0,1,1,0,1,1,63,128,63,65,0.4921875,0.5079365079365079,False
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,inference,2,chain,128,1344,11,2,2,1,0,1,1,0,1,1,63,256,63,193,0.24609375,0.5079365079365079,False
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,inference,2,chain,256,1344,6,2,2,1,0,1,1,0,1,1,63,512,63,449,0.123046875,0.5079365079365079,False
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,bridge_comparison,2,disconnected,16,760,48,13,4,2,21,0,0,0,2,0,166,208,166,42,0.7980769230769231,0.1927710843373494,False
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,bridge_comparison,2,disconnected,32,760,24,8,4,2,8,0,0,0,2,0,166,256,166,90,0.6484375,0.3373493975903614,False
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,bridge_comparison,2,disconnected,64,760,12,6,4,2,6,0,0,0,2,1,166,384,166,218,0.4322916666666667,0.4578313253012048,False
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,bridge_comparison,2,disconnected,128,760,6,4,4,2,5,0,0,0,2,2,166,512,166,346,0.32421875,0.8373493975903614,False
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,bridge_comparison,2,disconnected,256,760,3,2,4,2,2,0,0,0,2,2,166,512,166,346,0.32421875,1.0,True
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,16,810,51,14,4,2,23,0,0,0,2,0,152,224,152,72,0.6785714285714286,0.17105263157894737,False
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,32,810,26,10,4,2,12,0,0,0,2,0,152,320,152,168,0.475,0.20394736842105263,False
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,64,810,13,6,4,2,4,0,0,0,2,0,152,384,152,232,0.3958333333333333,0.3026315789473684,False
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,128,810,7,5,4,2,3,0,0,0,2,0,152,640,152,488,0.2375,0.3026315789473684,False
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,256,810,4,3,4,2,2,0,0,0,2,1,152,768,152,616,0.19791666666666666,0.6052631578947368,False
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,16,970,61,13,4,2,21,0,0,0,2,0,140,208,140,68,0.6730769230769231,0.22857142857142856,False
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,32,970,31,8,4,2,8,0,0,0,2,0,140,256,140,116,0.546875,0.34285714285714286,False
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,970,16,6,4,2,4,0,1,0,2,1,140,384,140,244,0.3645833333333333,0.45,False
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,970,8,5,4,2,3,0,1,0,2,1,140,640,140,500,0.21875,0.6214285714285714,False
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,256,970,4,4,4,2,3,0,1,0,1,3,140,970,140,830,0.14432989690721648,0.6214285714285714,False
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,16,752,47,11,5,3,15,0,0,0,2,1,131,176,131,45,0.7443181818181818,0.24427480916030533,False
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,32,752,24,7,5,3,6,0,0,0,2,1,131,224,131,93,0.5848214285714286,0.366412213740458,False
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,64,752,12,5,5,3,4,1,1,0,2,3,131,320,131,189,0.409375,0.6335877862595419,False
