dataset,example_id,partition,question_type,annotated_hops,graph_type,chunk_size,root_mode,R_root,K,H,B,parent_count,oracle_parent_count,annotated_transition_count,preserved_transition_count,visited_count,nodes_expanded,peak_frontier,search_comparisons,duplicates,cycles,candidate_tensor_bytes,oracle_node_recall,later_evidence_recall,annotated_edge_recall,complete_graph,complete_native_path,extra_non_oracle_visited,branching_overhead,adjacency_build_seconds,search_seconds,total_routing_seconds,logical_reference_tokens,conceptual_active_parents,counterfactual_native_kv_tokens,active_kv_fraction,native_kv_tokens,materialization_performed,evidence_tokens,selected_parent_tokens,selected_evidence_tokens,non_evidence_selected_tokens,evidence_density,root_evidence_fraction,root_contains_all_evidence,minimum_recovery_depth
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,32,oracle_annotated_entry,2,8,4,16,31,8,2,2,16,7,11,56,40,5,284,1.0,1.0,1.0,1,1,9,8.0,0.071540399978403,0.003282999969087541,0.07482339994749054,970,16,512,0.5278350515463918,0,False,140,512,121,391,0.236328125,0.34285714285714286,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,32,oracle_annotated_entry,2,8,0,none,31,8,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.071540399978403,1.7700018361210823e-05,0.07155809999676421,970,2,64,0.06597938144329897,0,False,140,64,48,16,0.75,0.34285714285714286,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,32,oracle_annotated_entry,2,8,1,none,31,8,2,2,13,2,11,16,5,0,284,1.0,1.0,1.0,1,1,6,8.0,0.071540399978403,0.001489299989771098,0.0730296999681741,970,13,416,0.4288659793814433,0,False,140,416,121,295,0.29086538461538464,0.34285714285714286,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,32,oracle_annotated_entry,2,8,2,none,31,8,2,2,20,13,11,104,86,8,284,1.0,1.0,1.0,1,1,13,8.0,0.071540399978403,0.006124200008343905,0.07766459998674691,970,20,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.34285714285714286,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,32,oracle_annotated_entry,2,8,3,none,31,8,2,2,20,20,11,160,142,18,284,1.0,1.0,1.0,1,1,13,8.0,0.071540399978403,0.008620599983260036,0.08016099996166304,970,20,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.34285714285714286,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,32,oracle_annotated_entry,2,8,4,none,31,8,2,2,20,20,11,160,142,18,284,1.0,1.0,1.0,1,1,13,8.0,0.071540399978403,0.008409900008700788,0.07995029998710379,970,20,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.34285714285714286,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,0,6,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,0.0,0,0,0,0.0,0.0721612999914214,1.8400023691356182e-05,0.07217970001511276,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,1,6,16,6,2,2,3,2,2,2,1,0,84,0.75,0.5,0.0,0,0,0,1.0,0.0721612999914214,0.0007384000346064568,0.07289970002602786,970,3,192,0.1979381443298969,0,False,140,192,89,103,0.4635416666666667,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,2,6,16,6,2,2,4,3,2,3,1,0,84,0.75,0.5,0.0,0,0,1,1.0,0.0721612999914214,0.0012289999867789447,0.07339029997820035,970,4,256,0.2639175257731959,0,False,140,256,89,167,0.34765625,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,3,6,16,6,2,2,5,4,2,4,1,0,84,1.0,1.0,0.0,1,0,1,1.0,0.0721612999914214,0.0016047999961301684,0.07376609998755157,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,4,6,16,6,2,2,5,5,2,5,2,1,84,1.0,1.0,0.0,1,0,1,1.0,0.0721612999914214,0.0014638000284321606,0.07362510001985356,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,0,16,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,0.0,0,0,0,0.0,0.0721612999914214,1.7200014553964138e-05,0.07217850000597537,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,1,16,16,6,2,2,3,2,2,2,1,0,84,0.75,0.5,0.0,0,0,0,1.0,0.0721612999914214,0.0005828000139445066,0.07274410000536591,970,3,192,0.1979381443298969,0,False,140,192,89,103,0.4635416666666667,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,2,16,16,6,2,2,4,3,2,3,1,0,84,0.75,0.5,0.0,0,0,1,1.0,0.0721612999914214,0.0008636999991722405,0.07302499999059364,970,4,256,0.2639175257731959,0,False,140,256,89,167,0.34765625,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,3,16,16,6,2,2,5,4,2,4,1,0,84,1.0,1.0,0.0,1,0,1,1.0,0.0721612999914214,0.0013583999825641513,0.07351969997398555,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,4,16,16,6,2,2,5,5,2,5,2,1,84,1.0,1.0,0.0,1,0,1,1.0,0.0721612999914214,0.0018013000371865928,0.073962600028608,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,0,none,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,0.0,0,0,0,0.0,0.0721612999914214,1.7000013031065464e-05,0.07217830000445247,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,1,none,16,6,2,2,3,2,2,2,1,0,84,0.75,0.5,0.0,0,0,0,1.0,0.0721612999914214,0.0005701999762095511,0.07273149996763095,970,3,192,0.1979381443298969,0,False,140,192,89,103,0.4635416666666667,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,2,none,16,6,2,2,4,3,2,3,1,0,84,0.75,0.5,0.0,0,0,1,1.0,0.0721612999914214,0.0008580000139772892,0.07301930000539869,970,4,256,0.2639175257731959,0,False,140,256,89,167,0.34765625,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,3,none,16,6,2,2,5,4,2,4,1,0,84,1.0,1.0,0.0,1,0,1,1.0,0.0721612999914214,0.001152799988631159,0.07331409998005256,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,1,4,none,16,6,2,2,5,5,2,5,2,1,84,1.0,1.0,0.0,1,0,1,1.0,0.0721612999914214,0.0013636999647133052,0.0735249999561347,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,3
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,0,6,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,0.0,0,0,0,0.0,0.0721612999914214,1.7200014553964138e-05,0.07217850000597537,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,1,6,16,6,2,2,4,2,3,4,2,0,104,0.75,0.5,0.0,0,0,1,2.0,0.0721612999914214,0.0006560999900102615,0.07281739998143166,970,4,256,0.2639175257731959,0,False,140,256,89,167,0.34765625,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,2,6,16,6,2,2,5,4,3,8,5,2,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.0012954999692738056,0.07345679996069521,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,3,6,16,6,2,2,5,5,3,10,7,3,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.0020234999828971922,0.0741847999743186,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,4,6,16,6,2,2,5,5,3,10,7,3,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.0015749000012874603,0.07373619999270886,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,0,16,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,0.0,0,0,0,0.0,0.0721612999914214,1.7000013031065464e-05,0.07217830000445247,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,1,16,16,6,2,2,4,2,3,4,2,0,104,0.75,0.5,0.0,0,0,1,2.0,0.0721612999914214,0.0006202000076882541,0.07278149999910966,970,4,256,0.2639175257731959,0,False,140,256,89,167,0.34765625,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,2,16,16,6,2,2,5,4,3,8,5,2,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.0012026000185869634,0.07336390001000836,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,3,16,16,6,2,2,5,5,3,10,7,3,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.002179600007366389,0.07434089999878779,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,4,16,16,6,2,2,5,5,3,10,7,3,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.0015107000363059342,0.07367200002772734,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,0,none,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,0.0,0,0,0,0.0,0.0721612999914214,1.6799953300505877e-05,0.07217809994472191,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,1,none,16,6,2,2,4,2,3,4,2,0,104,0.75,0.5,0.0,0,0,1,2.0,0.0721612999914214,0.0006646999972872436,0.07282599998870865,970,4,256,0.2639175257731959,0,False,140,256,89,167,0.34765625,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,2,none,16,6,2,2,5,4,3,8,5,2,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.0011891999747604132,0.07335049996618181,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,3,none,16,6,2,2,5,5,3,10,7,3,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.0014381000073626637,0.07359939999878407,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,2,4,none,16,6,2,2,5,5,3,10,7,3,104,1.0,1.0,0.0,1,0,1,2.0,0.0721612999914214,0.0014146000030450523,0.07357589999446645,970,5,320,0.32989690721649484,0,False,140,320,97,223,0.303125,0.45,False,2
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,0,6,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,1.71000137925148e-05,0.07217840000521392,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,1,6,16,6,2,2,6,2,5,8,4,0,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.0008290000259876251,0.07299030001740903,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,2,6,16,6,2,2,6,2,5,8,4,0,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.001166699978057295,0.0733279999694787,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,3,6,16,6,2,2,6,2,5,8,4,0,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.0011829999857582152,0.07334429997717962,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,4,6,16,6,2,2,6,2,5,8,4,0,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.0008411000017076731,0.07300239999312907,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,0,16,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,1.8600025214254856e-05,0.07217990001663566,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,1,16,16,6,2,2,6,2,5,8,4,0,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.000985399994533509,0.07314669998595491,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,2,16,16,6,2,2,6,6,5,24,20,4,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.002316500002052635,0.07447779999347404,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,3,16,16,6,2,2,6,6,5,24,20,4,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.001867600018158555,0.07402890000957996,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,4,16,16,6,2,2,6,6,5,24,20,4,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.001908999984152615,0.07407029997557402,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,0,none,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,1.7000013031065464e-05,0.07217830000445247,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,1,none,16,6,2,2,6,2,5,8,4,0,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.0008506000158376992,0.0730119000072591,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,2,none,16,6,2,2,6,6,5,24,20,4,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.0018535000272095203,0.07401480001863092,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,3,none,16,6,2,2,6,6,5,24,20,4,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.0017866999842226505,0.07394799997564405,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,4,4,none,16,6,2,2,6,6,5,24,20,4,144,1.0,1.0,1.0,1,1,2,4.0,0.0721612999914214,0.0022578000207431614,0.07441910001216456,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,0,6,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,2.0599982235580683e-05,0.07218189997365698,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,1,6,16,6,2,2,6,2,5,12,5,0,184,1.0,1.0,1.0,1,1,2,6.0,0.0721612999914214,0.001166700036264956,0.07332800002768636,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,2,6,16,6,2,2,6,2,5,12,5,0,184,1.0,1.0,1.0,1,1,2,6.0,0.0721612999914214,0.0019477999885566533,0.07410909997997805,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,3,6,16,6,2,2,6,2,5,12,5,0,184,1.0,1.0,1.0,1,1,2,6.0,0.0721612999914214,0.0009901999728754163,0.07315149996429682,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,4,6,16,6,2,2,6,2,5,12,5,0,184,1.0,1.0,1.0,1,1,2,6.0,0.0721612999914214,0.0009486000053584576,0.07310989999677986,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,0,16,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,1.810002140700817e-05,0.07217940001282841,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,1,16,16,6,2,2,8,2,7,12,6,0,184,1.0,1.0,1.0,1,1,3,6.0,0.0721612999914214,0.0011283000349067152,0.07328960002632812,970,8,512,0.5278350515463918,0,False,140,512,121,391,0.236328125,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,2,16,16,6,2,2,11,8,7,48,39,6,184,1.0,1.0,1.0,1,1,6,6.0,0.0721612999914214,0.0030833000200800598,0.07524460001150146,970,11,704,0.7257731958762886,0,False,140,704,121,583,0.171875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,3,16,16,6,2,2,12,11,7,66,56,12,184,1.0,1.0,1.0,1,1,7,6.0,0.0721612999914214,0.00398560002213344,0.07614690001355484,970,12,768,0.7917525773195876,0,False,140,768,121,647,0.15755208333333334,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,4,16,16,6,2,2,12,12,7,72,62,14,184,1.0,1.0,1.0,1,1,7,6.0,0.0721612999914214,0.005789400020148605,0.07795070001157,970,12,768,0.7917525773195876,0,False,140,768,121,647,0.15755208333333334,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,0,none,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,1.9099970813840628e-05,0.07218039996223524,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,1,none,16,6,2,2,8,2,7,12,6,0,184,1.0,1.0,1.0,1,1,3,6.0,0.0721612999914214,0.0012141000479459763,0.07337540003936738,970,8,512,0.5278350515463918,0,False,140,512,121,391,0.236328125,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,2,none,16,6,2,2,11,8,7,48,39,6,184,1.0,1.0,1.0,1,1,6,6.0,0.0721612999914214,0.0029998000245541334,0.07516110001597553,970,11,704,0.7257731958762886,0,False,140,704,121,583,0.171875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,3,none,16,6,2,2,12,11,7,66,56,12,184,1.0,1.0,1.0,1,1,7,6.0,0.0721612999914214,0.004057799989823252,0.07621909998124465,970,12,768,0.7917525773195876,0,False,140,768,121,647,0.15755208333333334,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,6,4,none,16,6,2,2,12,12,7,72,62,14,184,1.0,1.0,1.0,1,1,7,6.0,0.0721612999914214,0.005463499983306974,0.07762479997472838,970,12,768,0.7917525773195876,0,False,140,768,121,647,0.15755208333333334,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,0,6,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,1.910002902150154e-05,0.0721804000204429,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,1,6,16,6,2,2,6,2,5,16,5,0,224,1.0,1.0,1.0,1,1,2,8.0,0.0721612999914214,0.0010082999942824244,0.07316959998570383,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,2,6,16,6,2,2,6,2,5,16,5,0,224,1.0,1.0,1.0,1,1,2,8.0,0.0721612999914214,0.0010377999860793352,0.07319909997750074,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,3,6,16,6,2,2,6,2,5,16,5,0,224,1.0,1.0,1.0,1,1,2,8.0,0.0721612999914214,0.000971800007391721,0.07313309999881312,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,4,6,16,6,2,2,6,2,5,16,5,0,224,1.0,1.0,1.0,1,1,2,8.0,0.0721612999914214,0.000943099963478744,0.07310439995490015,970,6,384,0.3958762886597938,0,False,140,384,97,287,0.2526041666666667,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,0,16,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,1.7799960914999247e-05,0.0721790999523364,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,1,16,16,6,2,2,12,2,10,16,6,0,224,1.0,1.0,1.0,1,1,7,8.0,0.0721612999914214,0.0014169999631121755,0.07357829995453358,970,12,768,0.7917525773195876,0,False,140,768,121,647,0.15755208333333334,0.45,False,1
