candidate_chunks,controller_construction_ms,dataset,device,example_id,landmarks_per_chunk,method,native_dots,qk_scoring_ms,total_routing_ms,valid_key_tokens
36,342.73619996383786,hotpotqa,cuda,5a710a915542994082a3e504,8,farthest_m8,4608,4.200299968943,346.93649993278086,1152
36,18490.764799993485,hotpotqa,cuda,5a710a915542994082a3e504,8,greedy_oracle_m8,4608,4.104400053620338,18494.869200047106,1152
36,71.92209991626441,hotpotqa,cuda,5a710a915542994082a3e504,8,learned_m8,4608,4.641899839043617,76.56399975530803,1152
38,0.4094000905752182,hotpotqa,cuda,5adc93a4554299438c868e01,31,full_k,18848,10.30129985883832,10.710699949413538,1197
38,2.832000143826008,hotpotqa,cuda,5adc93a4554299438c868e01,1,mean,608,2.8818000573664904,5.713800201192498,1197
38,34.70219997689128,hotpotqa,cuda,5adc93a4554299438c868e01,8,last_m8,4864,4.651200026273727,39.35340000316501,1197
38,32.567800022661686,hotpotqa,cuda,5adc93a4554299438c868e01,8,random_m8,4864,4.346699919551611,36.9144999422133,1197
38,369.20000007376075,hotpotqa,cuda,5adc93a4554299438c868e01,8,farthest_m8,4864,4.853300051763654,374.0533001255244,1197
38,18466.02419996634,hotpotqa,cuda,5adc93a4554299438c868e01,8,greedy_oracle_m8,4864,4.701499827206135,18470.725699793547,1197
38,74.48909990489483,hotpotqa,cuda,5adc93a4554299438c868e01,8,learned_m8,4864,4.382000071927905,78.87109997682273,1197
126,0.4290000069886446,hotpotqa,cuda,5ab7f97a5542991d322237ef,31,full_k,62496,36.8085999507457,37.237599957734346,4031
126,6.448300089687109,hotpotqa,cuda,5ab7f97a5542991d322237ef,1,mean,2016,3.9901998825371265,10.438499972224236,4031
126,122.03099997714162,hotpotqa,cuda,5ab7f97a5542991d322237ef,8,last_m8,16128,10.401299921795726,132.43229989893734,4031
126,100.54040001705289,hotpotqa,cuda,5ab7f97a5542991d322237ef,8,random_m8,16128,11.343699879944324,111.88409989699721,4031
126,1122.664799913764,hotpotqa,cuda,5ab7f97a5542991d322237ef,8,farthest_m8,16128,10.347899980843067,1133.012699894607,4031
126,62985.97689997405,hotpotqa,cuda,5ab7f97a5542991d322237ef,8,greedy_oracle_m8,16128,10.430500144138932,62996.40740011819,4031
126,231.04380001313984,hotpotqa,cuda,5ab7f97a5542991d322237ef,8,learned_m8,16128,10.440399870276451,241.4841998834163,4031
39,0.39679999463260174,hotpotqa,cuda,5a8888e35542997e5c09a5f6,31,full_k,19344,10.48710010945797,10.883900104090571,1234
39,3.155499929562211,hotpotqa,cuda,5a8888e35542997e5c09a5f6,1,mean,624,2.716599963605404,5.872099893167615,1234
39,46.99210007674992,hotpotqa,cuda,5a8888e35542997e5c09a5f6,8,last_m8,4992,4.720200086012483,51.7123001627624,1234
39,26.084500132128596,hotpotqa,cuda,5a8888e35542997e5c09a5f6,8,random_m8,4992,4.678500117734075,30.76300024986267,1234
39,385.87339990772307,hotpotqa,cuda,5a8888e35542997e5c09a5f6,8,farthest_m8,4992,4.625299945473671,390.49869985319674,1234
39,19146.88010001555,hotpotqa,cuda,5a8888e35542997e5c09a5f6,8,greedy_oracle_m8,4992,4.358500009402633,19151.238600024953,1234
39,80.34350001253188,hotpotqa,cuda,5a8888e35542997e5c09a5f6,8,learned_m8,4992,4.570000106468797,84.91350011900067,1234
55,0.5580000579357147,hotpotqa,cuda,5a8c8502554299585d9e36d0,31,full_k,27280,14.100300148129463,14.658300206065178,1739
55,3.518099896609783,hotpotqa,cuda,5a8c8502554299585d9e36d0,1,mean,880,2.630000002682209,6.148099899291992,1739
55,62.756100203841925,hotpotqa,cuda,5a8c8502554299585d9e36d0,8,last_m8,7040,6.095699965953827,68.85180016979575,1739
55,41.28669993951917,hotpotqa,cuda,5a8c8502554299585d9e36d0,8,random_m8,7040,5.504400003701448,46.791099943220615,1739
55,525.077500147745,hotpotqa,cuda,5a8c8502554299585d9e36d0,8,farthest_m8,7040,5.842200014740229,530.9197001624852,1739
55,27449.672400020063,hotpotqa,cuda,5a8c8502554299585d9e36d0,8,greedy_oracle_m8,7040,5.600199801847339,27455.27259982191,1739
55,100.60240002349019,hotpotqa,cuda,5a8c8502554299585d9e36d0,8,learned_m8,7040,5.565899889916182,106.16829991340637,1739
47,0.4374000709503889,hotpotqa,cuda,5a84c4bb5542991dd0999dec,31,full_k,23312,12.250399915501475,12.687799986451864,1477
47,3.2307999208569527,hotpotqa,cuda,5a84c4bb5542991dd0999dec,1,mean,752,2.266000024974346,5.496799945831299,1477
47,49.46639994159341,hotpotqa,cuda,5a84c4bb5542991dd0999dec,8,last_m8,6016,5.313900066539645,54.780300008133054,1477
47,34.94079993106425,hotpotqa,cuda,5a84c4bb5542991dd0999dec,8,random_m8,6016,4.984100116416812,39.92490004748106,1477
47,448.8161001354456,hotpotqa,cuda,5a84c4bb5542991dd0999dec,8,farthest_m8,6016,5.1525000017136335,453.9686001371592,1477
47,23028.858700068668,hotpotqa,cuda,5a84c4bb5542991dd0999dec,8,greedy_oracle_m8,6016,5.450099939480424,23034.308800008148,1477
47,86.80490008555353,hotpotqa,cuda,5a84c4bb5542991dd0999dec,8,learned_m8,6016,5.445500137284398,92.25040022283792,1477
50,0.453700078651309,hotpotqa,cuda,5abbd4035542993f40c73bcb,31,full_k,24800,13.253499986603856,13.707200065255165,1573
50,3.2786999363452196,hotpotqa,cuda,5abbd4035542993f40c73bcb,1,mean,800,2.3580000270158052,5.636699963361025,1573
50,54.76529989391565,hotpotqa,cuda,5abbd4035542993f40c73bcb,8,last_m8,6400,5.418599816039205,60.18389970995486,1573
50,42.48509998433292,hotpotqa,cuda,5abbd4035542993f40c73bcb,8,random_m8,6400,5.271699978038669,47.75679996237159,1573
50,444.75769996643066,hotpotqa,cuda,5abbd4035542993f40c73bcb,8,farthest_m8,6400,5.497800186276436,450.2555001527071,1573
50,24759.618500014767,hotpotqa,cuda,5abbd4035542993f40c73bcb,8,greedy_oracle_m8,6400,6.393499905243516,24766.01199992001,1573
50,102.10220003500581,hotpotqa,cuda,5abbd4035542993f40c73bcb,8,learned_m8,6400,5.171699915081263,107.27389995008707,1573
55,0.4764001350849867,hotpotqa,cuda,5ae6143f5542996de7b71b2d,31,full_k,27280,15.15530003234744,15.631700167432427,1753
55,3.7903001066297293,hotpotqa,cuda,5ae6143f5542996de7b71b2d,1,mean,880,2.8446000069379807,6.63490011356771,1753
55,61.98169989511371,hotpotqa,cuda,5ae6143f5542996de7b71b2d,8,last_m8,7040,5.558299832046032,67.53999972715974,1753
55,44.98160001821816,hotpotqa,cuda,5ae6143f5542996de7b71b2d,8,random_m8,7040,5.763699999079108,50.74530001729727,1753
55,535.9685998409986,hotpotqa,cuda,5ae6143f5542996de7b71b2d,8,farthest_m8,7040,5.926299840211868,541.8948996812105,1753
55,27060.983299976215,hotpotqa,cuda,5ae6143f5542996de7b71b2d,8,greedy_oracle_m8,7040,5.844100145623088,27066.827400121838,1753
55,101.20699997060001,hotpotqa,cuda,5ae6143f5542996de7b71b2d,8,learned_m8,7040,5.777999991551042,106.98499996215105,1753
29,0.45180018059909344,hotpotqa,cuda,5a7e513a5542994959419996,31,full_k,14384,8.485300000756979,8.937100181356072,919
29,2.506100106984377,hotpotqa,cuda,5a7e513a5542994959419996,1,mean,464,2.0993000362068415,4.605400143191218,919
29,27.597100008279085,hotpotqa,cuda,5a7e513a5542994959419996,8,last_m8,3712,3.745999885722995,31.34309989400208,919
29,19.65830009430647,hotpotqa,cuda,5a7e513a5542994959419996,8,random_m8,3712,3.979400033131242,23.63770012743771,919
29,322.8747001849115,hotpotqa,cuda,5a7e513a5542994959419996,8,farthest_m8,3712,3.922299947589636,326.7970001325011,919
29,14206.012499984354,hotpotqa,cuda,5a7e513a5542994959419996,8,greedy_oracle_m8,3712,3.8399999029934406,14209.852499887347,919
29,56.97649996727705,hotpotqa,cuda,5a7e513a5542994959419996,8,learned_m8,3712,3.920299932360649,60.8967998996377,919
47,0.41830004192888737,hotpotqa,cuda,5a80d6be55429938b6142206,31,full_k,23312,12.405699817463756,12.823999859392643,1473
47,3.2064002007246017,hotpotqa,cuda,5a80d6be55429938b6142206,1,mean,752,2.5089001283049583,5.71530032902956,1473
47,53.565500071272254,hotpotqa,cuda,5a80d6be55429938b6142206,8,last_m8,6016,5.549600115045905,59.11510018631816,1473
47,35.205200081691146,hotpotqa,cuda,5a80d6be55429938b6142206,8,random_m8,6016,5.256799980998039,40.462000062689185,1473
47,418.69259998202324,hotpotqa,cuda,5a80d6be55429938b6142206,8,farthest_m8,6016,5.082499934360385,423.7750999163836,1473
47,22782.75669994764,hotpotqa,cuda,5a80d6be55429938b6142206,8,greedy_oracle_m8,6016,5.3582999389618635,22788.114999886602,1473
47,89.74219998344779,hotpotqa,cuda,5a80d6be55429938b6142206,8,learned_m8,6016,5.15610002912581,94.8983000125736,1473
51,0.44810003601014614,hotpotqa,cuda,5ab88c075542991b5579efbe,31,full_k,25296,13.25559988617897,13.703699922189116,1628
51,3.385300049558282,hotpotqa,cuda,5ab88c075542991b5579efbe,1,mean,816,2.575899939984083,5.961199989542365,1628
51,44.01499987579882,hotpotqa,cuda,5ab88c075542991b5579efbe,8,last_m8,6528,5.229300120845437,49.24429999664426,1628
51,42.980500031262636,hotpotqa,cuda,5ab88c075542991b5579efbe,8,random_m8,6528,5.481699947267771,48.46219997853041,1628
51,489.4493999890983,hotpotqa,cuda,5ab88c075542991b5579efbe,8,farthest_m8,6528,5.59060019440949,495.0400001835078,1628
51,25223.265000153333,hotpotqa,cuda,5ab88c075542991b5579efbe,8,greedy_oracle_m8,6528,5.2720000967383385,25228.53700025007,1628
51,127.1530999802053,hotpotqa,cuda,5ab88c075542991b5579efbe,8,learned_m8,6528,5.288199987262487,132.44129996746778,1628
40,0.40120002813637257,hotpotqa,cuda,5a714b645542994082a3e78b,31,full_k,19840,10.814500041306019,11.215700069442391,1261
40,2.8109000995755196,hotpotqa,cuda,5a714b645542994082a3e78b,1,mean,640,3.3566998317837715,6.167599931359291,1261
40,39.98390003107488,hotpotqa,cuda,5a714b645542994082a3e78b,8,last_m8,5120,4.657299956306815,44.6411999873817,1261
40,36.19419992901385,hotpotqa,cuda,5a714b645542994082a3e78b,8,random_m8,5120,4.466000013053417,40.660199942067266,1261
40,378.68080008774996,hotpotqa,cuda,5a714b645542994082a3e78b,8,farthest_m8,5120,4.435700131580234,383.1165002193302,1261
40,19419.792599976063,hotpotqa,cuda,5a714b645542994082a3e78b,8,greedy_oracle_m8,5120,4.787500016391277,19424.580099992454,1261
40,73.86749982833862,hotpotqa,cuda,5a714b645542994082a3e78b,8,learned_m8,5120,4.5543999876827,78.42189981602132,1261
62,0.42019993998110294,hotpotqa,cuda,5abce85755429959677d6b3e,31,full_k,30752,15.650800196453929,16.071000136435032,1962
62,3.7626000121235847,hotpotqa,cuda,5abce85755429959677d6b3e,1,mean,992,2.621800173074007,6.384400185197592,1962
62,69.12750005722046,hotpotqa,cuda,5abce85755429959677d6b3e,8,last_m8,7936,6.499500013887882,75.62700007110834,1962
62,49.65699999593198,hotpotqa,cuda,5abce85755429959677d6b3e,8,random_m8,7936,6.191200111061335,55.84820010699332,1962
62,573.0852000415325,hotpotqa,cuda,5abce85755429959677d6b3e,8,farthest_m8,7936,6.254400126636028,579.3396001681685,1962
62,30269.571000011638,hotpotqa,cuda,5abce85755429959677d6b3e,8,greedy_oracle_m8,7936,6.2234001234173775,30275.794400135055,1962
62,112.50919988378882,hotpotqa,cuda,5abce85755429959677d6b3e,8,learned_m8,7936,6.350899813696742,118.86009969748557,1962
176,0.5876999348402023,qasper,cuda,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,31,full_k,87296,49.82439987361431,50.41209980845451,5630
176,8.773899869993329,qasper,cuda,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,1,mean,2816,4.356299992650747,13.130199862644076,5630
176,174.7540000360459,qasper,cuda,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,8,last_m8,22528,12.939099920913577,187.6930999569595,5630
176,147.73329999297857,qasper,cuda,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,8,random_m8,22528,12.957100057974458,160.69040005095303,5630
176,1577.8232000302523,qasper,cuda,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,8,farthest_m8,22528,12.890900019556284,1590.7141000498086,5630
176,87372.5800998509,qasper,cuda,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,8,greedy_oracle_m8,22528,13.979499926790595,87386.55959977768,5630
176,320.619500009343,qasper,cuda,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,8,learned_m8,22528,14.015299966558814,334.63479997590184,5630
112,0.43889996595680714,qasper,cuda,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,31,full_k,55552,26.79169992916286,27.230599895119667,3565
112,5.774199962615967,qasper,cuda,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,1,mean,1792,3.960999893024564,9.73519985564053,3565
112,116.98679998517036,qasper,cuda,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,8,last_m8,14336,9.684399934485555,126.67119991965592,3565
112,101.7305999994278,qasper,cuda,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,8,random_m8,14336,9.623500052839518,111.35410005226731,3565
112,1037.4549999833107,qasper,cuda,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,8,farthest_m8,14336,10.118199978023767,1047.5731999613345,3565
112,54971.133599989116,qasper,cuda,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,8,greedy_oracle_m8,14336,9.420499904081225,54980.5540998932,3565
112,205.59210004284978,qasper,cuda,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,8,learned_m8,14336,9.394499938935041,214.98659998178482,3565
161,0.457199988886714,qasper,cuda,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,31,full_k,79856,37.519099889323115,37.97629987820983,5149
161,8.24639992788434,qasper,cuda,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,1,mean,2576,4.185499856248498,12.431899784132838,5149
161,192.17729987576604,qasper,cuda,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,8,last_m8,20608,13.015500036999583,205.19279991276562,5149
161,120.06390001624823,qasper,cuda,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,8,random_m8,20608,12.724400032311678,132.7883000485599,5149
161,1477.9505000915378,qasper,cuda,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,8,farthest_m8,20608,12.70340010523796,1490.6539001967758,5149
161,79671.01519997232,qasper,cuda,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,8,greedy_oracle_m8,20608,12.829200131818652,79683.84440010414,5149
161,290.1656001340598,qasper,cuda,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,8,learned_m8,20608,12.73590000346303,302.9015001375228,5149
94,0.43959985487163067,qasper,cuda,1808.10245:da9c0637623885afaf023a319beee87898948fe9,31,full_k,46624,22.729800082743168,23.1693999376148,2999
94,5.153200123459101,qasper,cuda,1808.10245:da9c0637623885afaf023a319beee87898948fe9,1,mean,1504,3.037799848243594,8.190999971702695,2999
94,95.25250014849007,qasper,cuda,1808.10245:da9c0637623885afaf023a319beee87898948fe9,8,last_m8,12032,8.497100090608,103.74960023909807,2999
94,64.8342000786215,qasper,cuda,1808.10245:da9c0637623885afaf023a319beee87898948fe9,8,random_m8,12032,8.37840000167489,73.2126000802964,2999
94,871.4453000575304,qasper,cuda,1808.10245:da9c0637623885afaf023a319beee87898948fe9,8,farthest_m8,12032,8.471600012853742,879.9169000703841,2999
94,46420.801900094375,qasper,cuda,1808.10245:da9c0637623885afaf023a319beee87898948fe9,8,greedy_oracle_m8,12032,8.400199934840202,46429.202100029215,2999
94,173.22749993763864,qasper,cuda,1808.10245:da9c0637623885afaf023a319beee87898948fe9,8,learned_m8,12032,8.22549988515675,181.4529998227954,2999
109,0.4539000801742077,qasper,cuda,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,31,full_k,54064,25.88039985857904,26.334299938753247,3484
109,5.75190014205873,qasper,cuda,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,1,mean,1744,3.2106998842209578,8.962600026279688,3484
109,117.15360009111464,qasper,cuda,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,8,last_m8,13952,9.268299909308553,126.4219000004232,3484
109,78.59089993871748,qasper,cuda,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,8,random_m8,13952,10.19790000282228,88.78879994153976,3484
109,1051.5159000642598,qasper,cuda,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,8,farthest_m8,13952,9.168599965050817,1060.6845000293106,3484
109,53779.48580007069,qasper,cuda,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,8,greedy_oracle_m8,13952,9.35940002091229,53788.8452000916,3484
109,211.4666998386383,qasper,cuda,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,8,learned_m8,13952,9.582400089129806,221.0490999277681,3484
127,0.5683000199496746,qasper,cuda,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,31,full_k,62992,30.04120010882616,30.609500128775835,4063
127,6.608500145375729,qasper,cuda,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,1,mean,2032,3.474100027233362,10.08260017260909,4063
127,132.99780013039708,qasper,cuda,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,last_m8,16256,10.997100034728646,143.99490016512573,4063
127,99.79839995503426,qasper,cuda,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,random_m8,16256,11.108299950137734,110.90669990517199,4063
127,1183.3581000100821,qasper,cuda,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,farthest_m8,16256,10.663899825885892,1194.021999835968,4063
127,63194.595699897036,qasper,cuda,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,greedy_oracle_m8,16256,10.677499929443002,63205.27319982648,4063
127,228.817000053823,qasper,cuda,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,learned_m8,16256,10.511099826544523,239.32809988036752,4063
88,0.4064999520778656,qasper,cuda,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,31,full_k,43648,21.2181000970304,21.624600049108267,2807
88,4.901900188997388,qasper,cuda,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,mean,1408,4.00749989785254,8.909400086849928,2807
88,102.1940999198705,qasper,cuda,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,last_m8,11264,8.105600019916892,110.29969993978739,2807
88,67.47099990025163,qasper,cuda,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,random_m8,11264,7.966799894347787,75.43779979459941,2807
88,850.7965998724103,qasper,cuda,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,farthest_m8,11264,8.00970010459423,858.8062999770045,2807
88,43791.270799934864,qasper,cuda,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,greedy_oracle_m8,11264,7.972300052642822,43799.24309998751,2807
88,162.28529997169971,qasper,cuda,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,learned_m8,11264,7.830899907276034,170.11619987897575,2807
290,0.5864999257028103,qasper,cuda,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,31,full_k,143840,81.17430005222559,81.7607999779284,9277
290,13.380900025367737,qasper,cuda,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,mean,4640,5.44039998203516,18.821300007402897,9277
290,288.4949999861419,qasper,cuda,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,last_m8,37120,21.968399873003364,310.4633998591453,9277
290,217.63559989631176,qasper,cuda,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,random_m8,37120,21.52429986745119,239.15989976376295,9277
290,2712.571700103581,qasper,cuda,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,farthest_m8,37120,21.40319999307394,2733.974900096655,9277
290,143947.8029999882,qasper,cuda,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,greedy_oracle_m8,37120,21.61799999885261,143969.42099998705,9277
290,330.32539999112487,qasper,cuda,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,learned_m8,37120,4.290400072932243,334.6158000640571,9277
111,0.33820001408457756,qasper,cuda,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,32,full_k,56832,5.078500136733055,5.416700150817633,3552
111,2.1020001731812954,qasper,cuda,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,mean,1776,1.5107998624444008,3.612800035625696,3552
111,75.2876999322325,qasper,cuda,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,last_m8,14208,2.2764999885112047,77.5641999207437,3552
111,49.061200115829706,qasper,cuda,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,random_m8,14208,2.2970999125391245,51.35830002836883,3552
111,578.2581998500973,qasper,cuda,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,farthest_m8,14208,2.521099988371134,580.7792998384684,3552
111,52187.65370012261,qasper,cuda,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,greedy_oracle_m8,14208,9.514000033959746,52197.16770015657,3552
111,202.18189992010593,qasper,cuda,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,learned_m8,14208,9.523499989882112,211.70539990998805,3552
148,0.42809988372027874,qasper,cuda,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,31,full_k,73408,34.49980006553233,34.927899949252605,4715
148,7.590799825266004,qasper,cuda,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,mean,2368,3.98819986730814,11.578999692574143,4715
148,145.4344999510795,qasper,cuda,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,last_m8,18944,12.000200105831027,157.43470005691051,4715
148,111.60970013588667,qasper,cuda,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,random_m8,18944,11.897899908944964,123.50760004483163,4715
148,1401.7828998621553,qasper,cuda,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,farthest_m8,18944,11.801699874922633,1413.584599737078,4715
148,73062.43759999052,qasper,cuda,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,greedy_oracle_m8,18944,12.262600008398294,73074.70019999892,4715
148,263.5770000051707,qasper,cuda,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,learned_m8,18944,12.080800021067262,275.65780002623796,4715
206,0.7281000725924969,qasper,cuda,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,31,full_k,102176,47.36969992518425,48.09779999777675,6591
206,9.90760000422597,qasper,cuda,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,mean,3296,4.335799952968955,14.243399957194924,6591
206,201.76229998469353,qasper,cuda,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,last_m8,26368,14.770800014957786,216.5330999996513,6591
206,154.5987999998033,qasper,cuda,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,random_m8,26368,14.665800146758556,169.26460014656186,6591
206,1854.7139998991042,qasper,cuda,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,farthest_m8,26368,14.591600047424436,1869.3055999465287,6591
206,101867.56059993058,qasper,cuda,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,greedy_oracle_m8,26368,15.963800018653274,101883.52439994924,6591
206,372.9932000860572,qasper,cuda,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,learned_m8,26368,15.839499887079,388.8326999731362,6591
72,0.4416999872773886,qasper,cuda,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,31,full_k,35712,17.99440011382103,18.43610010109842,2283
72,4.26880014128983,qasper,cuda,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,mean,1152,2.785300137475133,7.054100278764963,2283
