ablation,boundary_loss,listwise_loss,loss,m,objective,oracle_loss,rank,response_loss,seed,step,train_seconds
bilinear_only,0.8605892658233643,4.222066879272461,4.32798957824707,4,combined,-0.0,8,0.1059228703379631,23,151,31.991606399882585
bilinear_only,0.8386729955673218,4.170965194702148,4.288262367248535,4,combined,-0.0,8,0.11729737371206284,23,226,31.991606399882585
bilinear_only,0.8335072994232178,4.154911041259766,4.275182247161865,4,combined,-0.0,8,0.12027127295732498,23,300,31.991606399882585
bilinear_only,3.3062074184417725,5.842299938201904,6.9688615798950195,4,combined,0.0,8,1.1265617609024048,37,1,32.02033369988203
bilinear_only,0.8681339621543884,4.153177261352539,4.318117141723633,4,combined,0.0,8,0.16494011878967285,37,76,32.02033369988203
bilinear_only,0.8526719808578491,4.090343952178955,4.272234916687012,4,combined,0.0,8,0.1818910837173462,37,151,32.02033369988203
bilinear_only,0.8444710969924927,4.057646751403809,4.247096061706543,4,combined,0.0,8,0.18944908678531647,37,226,32.02033369988203
bilinear_only,0.8332762122154236,4.038091659545898,4.231222629547119,4,combined,0.0,8,0.19313111901283264,37,300,32.02033369988203
bilinear_only,1.8140895366668701,4.724178314208984,4.920542240142822,4,combined,-0.0,8,0.19636407494544983,53,1,32.10635709995404
bilinear_only,0.8518311381340027,4.293193817138672,4.395285129547119,4,combined,-0.0,8,0.10209135711193085,53,76,32.10635709995404
bilinear_only,0.8515886068344116,4.240949630737305,4.35606575012207,4,combined,-0.0,8,0.11511634290218353,53,151,32.10635709995404
bilinear_only,0.8358489274978638,4.200262546539307,4.31614351272583,4,combined,-0.0,8,0.11588113754987717,53,226,32.10635709995404
bilinear_only,0.8272820711135864,4.160841941833496,4.281929016113281,4,combined,-0.0,8,0.12108728289604187,53,300,32.10635709995404
bilinear_only,1.3704440593719482,4.6125288009643555,4.7375383377075195,4,combined,0.0,8,0.12500929832458496,71,1,31.878542700083926
bilinear_only,0.8952652215957642,4.336468696594238,4.425953388214111,4,combined,-0.0,8,0.08948476612567902,71,76,31.878542700083926
bilinear_only,0.8937724232673645,4.297280788421631,4.39257287979126,4,combined,-0.0,8,0.09529225528240204,71,151,31.878542700083926
bilinear_only,0.8757295608520508,4.2504448890686035,4.350742816925049,4,combined,-0.0,8,0.10029800236225128,71,226,31.878542700083926
bilinear_only,0.8704726099967957,4.234114646911621,4.3382439613342285,4,combined,-0.0,8,0.10412915050983429,71,300,31.878542700083926
bilinear_only,1.1599433422088623,4.589540481567383,4.741320610046387,8,combined,-0.0,8,0.15178000926971436,11,1,31.986912099877372
bilinear_only,0.9819422364234924,4.2563676834106445,4.355506896972656,8,combined,-0.0,8,0.09913928806781769,11,76,31.986912099877372
bilinear_only,0.9603351354598999,4.188896179199219,4.298606872558594,8,combined,0.0,8,0.10971058905124664,11,151,31.986912099877372
bilinear_only,0.9403390884399414,4.153816223144531,4.266311168670654,8,combined,0.0,8,0.11249496787786484,11,226,31.986912099877372
bilinear_only,0.9251133799552917,4.127690315246582,4.242408275604248,8,combined,0.0,8,0.11471809446811676,11,300,31.986912099877372
bilinear_only,2.600986957550049,5.346545219421387,5.9405083656311035,8,combined,-0.0,8,0.5939633250236511,23,1,31.853408199967816
bilinear_only,0.8433710336685181,4.23042631149292,4.339349269866943,8,combined,-0.0,8,0.10892274975776672,23,76,31.853408199967816
bilinear_only,0.8292372226715088,4.1591291427612305,4.283478260040283,8,combined,-0.0,8,0.12434931099414825,23,151,31.853408199967816
bilinear_only,0.8275381326675415,4.1395721435546875,4.266627788543701,8,combined,-0.0,8,0.12705568969249725,23,226,31.853408199967816
bilinear_only,0.8220888376235962,4.126443862915039,4.2573418617248535,8,combined,-0.0,8,0.13089779019355774,23,300,31.853408199967816
bilinear_only,2.7691380977630615,5.3696160316467285,6.122579097747803,8,combined,0.0,8,0.7529630661010742,37,1,31.964458300033584
bilinear_only,0.880582869052887,4.215788841247559,4.316167831420898,8,combined,0.0,8,0.10037919878959656,37,76,31.964458300033584
bilinear_only,0.8808026313781738,4.141021728515625,4.257261276245117,8,combined,0.0,8,0.11623941361904144,37,151,31.964458300033584
bilinear_only,0.882939875125885,4.116512298583984,4.236377239227295,8,combined,0.0,8,0.11986488848924637,37,226,31.964458300033584
bilinear_only,0.8750753998756409,4.098557472229004,4.223186492919922,8,combined,0.0,8,0.12462887912988663,37,300,31.964458300033584
bilinear_only,1.4764121770858765,4.546175956726074,4.6228485107421875,8,combined,-0.0,8,0.07667231559753418,53,1,32.0424653000664
bilinear_only,0.8660455942153931,4.224506378173828,4.329322338104248,8,combined,-0.0,8,0.10481587052345276,53,76,32.0424653000664
bilinear_only,0.8502426147460938,4.133340835571289,4.253687381744385,8,combined,-0.0,8,0.12034650892019272,53,151,32.0424653000664
bilinear_only,0.8462206125259399,4.0993733406066895,4.23277473449707,8,combined,-0.0,8,0.1334012895822525,53,226,32.0424653000664
bilinear_only,0.8378336429595947,4.062844276428223,4.201349258422852,8,combined,-0.0,8,0.1385049819946289,53,300,32.0424653000664
bilinear_only,1.2149962186813354,4.547890663146973,4.647665500640869,8,combined,0.0,8,0.09977471083402634,71,1,31.93028109986335
bilinear_only,0.8790615797042847,4.307610511779785,4.39619255065918,8,combined,-0.0,8,0.08858196437358856,71,76,31.93028109986335
bilinear_only,0.872682511806488,4.247164249420166,4.348267555236816,8,combined,-0.0,8,0.10110342502593994,71,151,31.93028109986335
bilinear_only,0.8654787540435791,4.224588871002197,4.349615097045898,8,combined,-0.0,8,0.12502631545066833,71,226,31.93028109986335
bilinear_only,0.8693042993545532,4.221349239349365,4.328907489776611,8,combined,-0.0,8,0.10755836963653564,71,300,31.93028109986335
bilinear_only,1.746741771697998,4.703190326690674,4.914865493774414,4,combined,0.0,16,0.21167534589767456,11,1,33.792464200174436
bilinear_only,0.888775110244751,4.1049299240112305,4.297854423522949,4,combined,0.0,16,0.1929243803024292,11,76,33.792464200174436
bilinear_only,0.8713538646697998,4.052919387817383,4.258759498596191,4,combined,0.0,16,0.20584003627300262,11,151,33.792464200174436
bilinear_only,0.8596938848495483,4.0250654220581055,4.237064361572266,4,combined,0.0,16,0.21199890971183777,11,226,33.792464200174436
bilinear_only,0.8563855886459351,4.010056495666504,4.223701477050781,4,combined,0.0,16,0.2136450707912445,11,300,33.792464200174436
bilinear_only,1.215559720993042,4.5468645095825195,4.720223426818848,4,combined,0.0,16,0.1733587384223938,23,1,33.3244519000873
bilinear_only,0.9243532419204712,4.346267223358154,4.444182872772217,4,combined,-0.0,16,0.09791558980941772,23,76,33.3244519000873
bilinear_only,0.9033874273300171,4.303892135620117,4.404609680175781,4,combined,-0.0,16,0.10071733593940735,23,151,33.3244519000873
bilinear_only,0.897383451461792,4.28624963760376,4.38901948928833,4,combined,-0.0,16,0.10276991128921509,23,226,33.3244519000873
bilinear_only,0.890172004699707,4.2784881591796875,4.381885051727295,4,combined,-0.0,16,0.10339701920747757,23,300,33.3244519000873
bilinear_only,1.3038009405136108,4.602658271789551,4.729350566864014,4,combined,-0.0,16,0.12669244408607483,37,1,33.16405690019019
bilinear_only,0.8734561800956726,4.298523902893066,4.404201984405518,4,combined,-0.0,16,0.10567831248044968,37,76,33.16405690019019
bilinear_only,0.8687030673027039,4.251690864562988,4.370600700378418,4,combined,-0.0,16,0.11890959739685059,37,151,33.16405690019019
bilinear_only,0.8640802502632141,4.230835914611816,4.350247859954834,4,combined,-0.0,16,0.11941173672676086,37,226,33.16405690019019
bilinear_only,0.859041690826416,4.220268726348877,4.341406345367432,4,combined,-0.0,16,0.12113751471042633,37,300,33.16405690019019
bilinear_only,3.5545639991760254,6.135695457458496,7.420435905456543,4,combined,0.0,16,1.2847402095794678,53,1,33.29774419986643
bilinear_only,1.0011224746704102,4.190855503082275,4.327597618103027,4,combined,0.0,16,0.13674230873584747,53,76,33.29774419986643
bilinear_only,0.9924131631851196,4.149348258972168,4.298334121704102,4,combined,0.0,16,0.14898604154586792,53,151,33.29774419986643
bilinear_only,0.9801204800605774,4.12914514541626,4.280982971191406,4,combined,0.0,16,0.15183788537979126,53,226,33.29774419986643
bilinear_only,0.9758474826812744,4.115298271179199,4.271655082702637,4,combined,0.0,16,0.15635699033737183,53,300,33.29774419986643
bilinear_only,2.402320384979248,5.04273796081543,5.44714879989624,4,combined,-0.0,16,0.4044106900691986,71,1,33.60974709992297
bilinear_only,0.8524892926216125,4.225376129150391,4.333157062530518,4,combined,-0.0,16,0.10778092592954636,71,76,33.60974709992297
bilinear_only,0.8359241485595703,4.1650543212890625,4.283392429351807,4,combined,-0.0,16,0.11833810806274414,71,151,33.60974709992297
bilinear_only,0.8262693881988525,4.144893646240234,4.264458179473877,4,combined,-0.0,16,0.11956465989351273,71,226,33.60974709992297
bilinear_only,0.8219324946403503,4.131172180175781,4.254417419433594,4,combined,-0.0,16,0.12324514240026474,71,300,33.60974709992297
bilinear_only,1.4733498096466064,4.565539836883545,4.667349338531494,8,combined,0.0,16,0.10180949419736862,11,1,33.634717899840325
bilinear_only,0.893517017364502,4.088712692260742,4.292553901672363,8,combined,0.0,16,0.2038412094116211,11,76,33.634717899840325
bilinear_only,0.8687456846237183,4.00366735458374,4.2321696281433105,8,combined,0.0,16,0.22850236296653748,11,151,33.634717899840325
bilinear_only,0.865711510181427,3.9834628105163574,4.212953567504883,8,combined,0.0,16,0.22949093580245972,11,226,33.634717899840325
bilinear_only,0.8576142191886902,3.966409921646118,4.201119899749756,8,combined,0.0,16,0.23471003770828247,11,300,33.634717899840325
bilinear_only,1.1352344751358032,4.524836540222168,4.658598899841309,8,combined,0.0,16,0.1337624192237854,23,1,33.387124199885875
bilinear_only,1.0967950820922852,4.309109210968018,4.464256286621094,8,combined,0.0,16,0.15514689683914185,23,76,33.387124199885875
bilinear_only,0.9257732629776001,4.150238037109375,4.260297775268555,8,combined,0.0,16,0.11005961894989014,23,151,33.387124199885875
bilinear_only,0.9133108854293823,4.120347023010254,4.234246253967285,8,combined,0.0,16,0.11389937996864319,23,226,33.387124199885875
bilinear_only,0.8983888626098633,4.105652809143066,4.2221527099609375,8,combined,0.0,16,0.11649996042251587,23,300,33.387124199885875
bilinear_only,1.1797661781311035,4.553571701049805,4.655514240264893,8,combined,-0.0,16,0.10194268822669983,37,1,33.369241799926385
bilinear_only,0.9015514850616455,4.33027982711792,4.425509452819824,8,combined,-0.0,16,0.09522967785596848,37,76,33.369241799926385
bilinear_only,0.8687151074409485,4.26953125,4.374298095703125,8,combined,-0.0,16,0.104766845703125,37,151,33.369241799926385
bilinear_only,0.8665872812271118,4.2288970947265625,4.3421454429626465,8,combined,-0.0,16,0.11324852705001831,37,226,33.369241799926385
bilinear_only,0.858359158039093,4.206422805786133,4.3245930671691895,8,combined,-0.0,16,0.11817031353712082,37,300,33.369241799926385
bilinear_only,3.473327159881592,6.056519508361816,7.2935075759887695,8,combined,0.0,16,1.2369881868362427,53,1,33.3350351001136
bilinear_only,1.0229110717773438,4.196944236755371,4.333083629608154,8,combined,0.0,16,0.1361391842365265,53,76,33.3350351001136
bilinear_only,1.0190844535827637,4.163962364196777,4.309042930603027,8,combined,0.0,16,0.14508056640625,53,151,33.3350351001136
bilinear_only,1.0129871368408203,4.145205497741699,4.294686317443848,8,combined,0.0,16,0.1494806855916977,53,226,33.3350351001136
bilinear_only,1.0119351148605347,4.135658264160156,4.287956237792969,8,combined,0.0,16,0.15229782462120056,53,300,33.3350351001136
bilinear_only,1.9893996715545654,4.782342433929443,5.003596782684326,8,combined,-0.0,16,0.2212541699409485,71,1,33.172136799898
bilinear_only,0.8603898286819458,4.2056732177734375,4.3110575675964355,8,combined,-0.0,16,0.105384461581707,71,76,33.172136799898
bilinear_only,0.8462518453598022,4.163975715637207,4.279334545135498,8,combined,-0.0,16,0.11535898596048355,71,151,33.172136799898
bilinear_only,0.8440669178962708,4.145188331604004,4.265303134918213,8,combined,-0.0,16,0.12011459469795227,71,226,33.172136799898
bilinear_only,0.8340181112289429,4.13388204574585,4.2571611404418945,8,combined,-0.0,16,0.12327925115823746,71,300,33.172136799898
bilinear_only,2.754523754119873,5.343536376953125,6.024265766143799,4,combined,-0.0,32,0.6807292103767395,11,1,33.861703999806195
bilinear_only,0.919893741607666,4.336863040924072,4.434474468231201,4,combined,-0.0,32,0.09761165082454681,11,76,33.861703999806195
bilinear_only,0.9178500771522522,4.323783874511719,4.423003196716309,4,combined,-0.0,32,0.099219411611557,11,151,33.861703999806195
bilinear_only,0.9148221015930176,4.314479827880859,4.415369033813477,4,combined,-0.0,32,0.10088925808668137,11,226,33.861703999806195
bilinear_only,0.9092981219291687,4.303224563598633,4.404729843139648,4,combined,-0.0,32,0.10150536894798279,11,300,33.861703999806195
bilinear_only,2.987562656402588,5.550387382507324,6.457838535308838,4,combined,0.0,32,0.9074510335922241,23,1,33.72749860002659
bilinear_only,0.9493719935417175,4.292970657348633,4.4503254890441895,4,combined,-0.0,32,0.1573546826839447,23,76,33.72749860002659
bilinear_only,0.9375382661819458,4.268548488616943,4.428575038909912,4,combined,-0.0,32,0.1600264459848404,23,151,33.72749860002659
bilinear_only,0.9322357177734375,4.257879257202148,4.419121742248535,4,combined,-0.0,32,0.1612425446510315,23,226,33.72749860002659
bilinear_only,0.9294184446334839,4.252739429473877,4.415453910827637,4,combined,-0.0,32,0.1627144068479538,23,300,33.72749860002659
bilinear_only,1.564440131187439,4.698999404907227,4.8458027839660645,4,combined,-0.0,32,0.14680324494838715,37,1,33.386358600109816
bilinear_only,0.8813731670379639,4.2838335037231445,4.385506629943848,4,combined,-0.0,32,0.10167334973812103,37,76,33.386358600109816
bilinear_only,0.8568050861358643,4.213320732116699,4.324019908905029,4,combined,-0.0,32,0.11069902777671814,37,151,33.386358600109816
bilinear_only,0.8517504334449768,4.179221153259277,4.301945209503174,4,combined,-0.0,32,0.12272417545318604,37,226,33.386358600109816
bilinear_only,0.8458355665206909,4.170261383056641,4.29293155670166,4,combined,-0.0,32,0.12267022579908371,37,300,33.386358600109816
bilinear_only,1.3661249876022339,4.621566295623779,4.767257213592529,4,combined,-0.0,32,0.14569097757339478,53,1,33.94879930000752
bilinear_only,0.8472893238067627,4.239175319671631,4.343555927276611,4,combined,-0.0,32,0.10438068211078644,53,76,33.94879930000752
bilinear_only,0.8317321538925171,4.198915958404541,4.315077304840088,4,combined,-0.0,32,0.11616116017103195,53,151,33.94879930000752
bilinear_only,0.8246117830276489,4.182783603668213,4.296377182006836,4,combined,-0.0,32,0.11359342932701111,53,226,33.94879930000752
bilinear_only,0.8202873468399048,4.172677516937256,4.288969039916992,4,combined,-0.0,32,0.11629156023263931,53,300,33.94879930000752
bilinear_only,2.0306105613708496,4.827052116394043,5.138297080993652,4,combined,-0.0,32,0.3112449645996094,71,1,33.80238289991394
bilinear_only,0.9826020002365112,4.258236885070801,4.347209453582764,4,combined,-0.0,32,0.08897273242473602,71,76,33.80238289991394
bilinear_only,0.971992552280426,4.239358901977539,4.331755638122559,4,combined,-0.0,32,0.09239669144153595,71,151,33.80238289991394
bilinear_only,0.9605035185813904,4.206428527832031,4.299993515014648,4,combined,-0.0,32,0.09356509149074554,71,226,33.80238289991394
bilinear_only,0.9478504657745361,4.195745944976807,4.291753768920898,4,combined,-0.0,32,0.09600773453712463,71,300,33.80238289991394
bilinear_only,2.3579354286193848,5.02186918258667,5.445503234863281,8,combined,-0.0,32,0.4236338436603546,11,1,34.01115639996715
bilinear_only,1.0148050785064697,4.2578606605529785,4.362917423248291,8,combined,-0.0,32,0.10505665093660355,11,76,34.01115639996715
bilinear_only,0.9969381093978882,4.219253063201904,4.329174041748047,8,combined,-0.0,32,0.10992074757814407,11,151,34.01115639996715
bilinear_only,0.9849953055381775,4.200016021728516,4.316166400909424,8,combined,-0.0,32,0.11615055799484253,11,226,34.01115639996715
bilinear_only,0.9853195548057556,4.188016414642334,4.30494499206543,8,combined,-0.0,32,0.11692839860916138,11,300,34.01115639996715
bilinear_only,2.8518435955047607,5.427069664001465,6.215709209442139,8,combined,0.0,32,0.788639485836029,23,1,33.783653899794444
bilinear_only,0.839688241481781,4.188748359680176,4.309170722961426,8,combined,-0.0,32,0.12042254209518433,23,76,33.783653899794444
bilinear_only,0.8388611078262329,4.15064811706543,4.281483173370361,8,combined,-0.0,32,0.1308349221944809,23,151,33.783653899794444
bilinear_only,0.8240668773651123,4.12641716003418,4.259068965911865,8,combined,-0.0,32,0.13265179097652435,23,226,33.783653899794444
bilinear_only,0.8225032091140747,4.1059770584106445,4.244663715362549,8,combined,-0.0,32,0.13868644833564758,23,300,33.783653899794444
bilinear_only,1.4305672645568848,4.616748332977295,4.724531173706055,8,combined,-0.0,32,0.10778286308050156,37,1,33.80934510007501
bilinear_only,0.8608899116516113,4.1977434158325195,4.314780235290527,8,combined,-0.0,32,0.1170365959405899,37,76,33.80934510007501
bilinear_only,0.8591074347496033,4.160269737243652,4.288477897644043,8,combined,-0.0,32,0.12820813059806824,37,151,33.80934510007501
bilinear_only,0.8575834631919861,4.143816947937012,4.277327060699463,8,combined,-0.0,32,0.13351032137870789,37,226,33.80934510007501
bilinear_only,0.8582638502120972,4.132742881774902,4.2694244384765625,8,combined,-0.0,32,0.13668140769004822,37,300,33.80934510007501
bilinear_only,1.1849570274353027,4.529123306274414,4.618905067443848,8,combined,-0.0,32,0.08978161215782166,53,1,33.874836599919945
bilinear_only,0.845855712890625,4.225119590759277,4.336365699768066,8,combined,-0.0,32,0.11124608665704727,53,76,33.874836599919945
bilinear_only,0.8317517042160034,4.166879653930664,4.292271137237549,8,combined,-0.0,32,0.12539160251617432,53,151,33.874836599919945
bilinear_only,0.8259130716323853,4.14957857131958,4.275301456451416,8,combined,-0.0,32,0.12572307884693146,53,226,33.874836599919945
bilinear_only,0.8283641338348389,4.134646892547607,4.268494129180908,8,combined,-0.0,32,0.1338472068309784,53,300,33.874836599919945
bilinear_only,1.5934605598449707,4.582449436187744,4.706002712249756,8,combined,-0.0,32,0.12355305999517441,71,1,33.863719099899754
bilinear_only,0.8532318472862244,4.206637859344482,4.318628787994385,8,combined,-0.0,32,0.11199088394641876,71,76,33.863719099899754
bilinear_only,0.8374829292297363,4.170696258544922,4.286229133605957,8,combined,-0.0,32,0.11553298681974411,71,151,33.863719099899754
bilinear_only,0.8297181129455566,4.152165412902832,4.271725177764893,8,combined,-0.0,32,0.11955957114696503,71,226,33.863719099899754
bilinear_only,0.825624406337738,4.142014503479004,4.262015342712402,8,combined,-0.0,32,0.12000107020139694,71,300,33.863719099899754
